一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
179,大田区中央4丁目35,35.577934,139.716461,JGD2011,都道東品川下丸子線,C,2011-02-09,2011-02-10,4,2,3.6 ,2,67,65
180,大田区大森本町2丁目26,35.578068,139.736801,JGD2011,都道環状７号線,C,2011-02-15,2011-02-16,4,6,3.4 ,2,76,74
181,大田区北千束1丁目4,35.609825,139.692520,JGD2011,都道環状７号線,B,2011-02-09,2011-02-10,4,4,5 ,2.5,69,68
182,大田区羽田旭町4,35.552040,139.747604,JGD2011,国道１３１号,C,2011-02-09,2011-02-10,3,6,5.5 ,2.8,67,63
183,大田区東六郷2丁目18,35.547951,139.716278,JGD2011,国道１５号,C,2011-02-15,2011-02-16,3,4,4.7 ,2.6,72,71
184,世田谷区羽根木1-6-14,35.664528,139.660507,JGD2011,都道環状７号線（環七通り）,c,2010-05-11,2010-05-21,4,5,4.7 ,1.2,70,70
185,世田谷区太子堂1-4-24,35.645943,139.676056,JGD2011,国道２４６号（玉川通り）,c,2010-05-25,2010-06-04,3,6,4.4 ,1.2,73,73
186,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道２４６号（玉川通り）,c,2010-08-24,2010-09-03,3,6,3.2 ,1.2,74,73
187,世田谷区野毛1-25-1,35.605718,139.643334,JGD2011,都道環状８号線（環八通り）,b,2010-09-07,2010-09-17,4,6,2.7 ,1.2,74,73
188,世田谷区八幡山2-10-2,35.660605,139.614968,JGD2011,都道環状８号線（環八通り）,b,2010-10-05,2010-10-15,4,6,4.3 ,1.2,68,67
189,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道２０号（甲州街道）,b,2010-10-19,2010-10-29,3,4,3.0 ,1.2,77,76
190,世田谷区等々力4-19-18,35.610874,139.652435,JGD2011,都道白金台町等々力線（目黒通り）,b,2010-04-13,2010-04-23,4,4,8.8 ,1.2,70,67
191,世田谷区世田谷1-11-18,35.642334,139.653488,JGD2011,都道世田谷町田線（世田谷通り）,c,2010-06-08,2010-06-18,4,2,3.5 ,1.2,70,68
192,世田谷区上北沢2-1-3,35.669216,139.617523,JGD2011,都道調布経堂停車場線（赤堤通り）,a,2010-06-22,2010-07-02,4,2,1.7 ,1.2,67,62
193,世田谷区大原1-6-16,35.667408,139.664627,JGD2011,都道赤杉並線（井の頭通り）,a,2010-07-06,2010-07-16,4,2,3.9 ,1.2,66,65
194,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状７号線（環七通り）,b,2010-12-07,2010-12-08,4,6,2.7 ,1.2,74,74
195,世田谷区太子堂2-13-2,35.644619,139.673004,JGD2011,国道２４６号（玉川通り）,c,2010-12-07,2010-12-08,3,7,2.6 ,1.2,74,75
196,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道２０号（甲州街道）,c,2010-12-07,2010-12-08,3,4,4.7 ,1.2,71,72
197,世田谷区砧公園７,35.632093,139.624210,JGD2011,都道環状８号線（環八通り）,b,2010-12-07,2010-12-08,4,6,4.6 ,1.2,70,71
198,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道２４６号（玉川通り）,b,2010-12-07,2010-12-08,3,8,3.0 ,1.2,75,76
199,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線（多摩堤通り）,a,2010-12-07,2010-12-08,4,2,0.8 ,1.2,69,68
200,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道２０号（甲州街道）,c,2010-12-07,2010-12-08,3,8,3.5 ,1.2,73,73
201,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線（世田谷通り）,b,2010-12-07,2010-12-08,4,2,2.5 ,1.2,72,71
202,世田谷区大原2丁目27,35.671265,139.658142,JGD2011,国道２０号,C,2010-11-04,2010-11-05,3,8,4 ,1.2,76,75
203,世田谷区玉川3丁目15,35.614845,139.625687,JGD2011,国道２４６号,C,2011-02-06,2011-02-06,3,6,6.5 ,1.2,61,61
204,世田谷区玉川2丁目27,35.615364,139.627899,JGD2011,国道２４６号,B,2011-02-06,2011-02-06,3,5,2 ,1.2,67,63
205,世田谷区上馬5丁目30,35.641384,139.658432,JGD2011,都道世田谷町田線,C,2010-11-04,2010-11-05,4,2,3.9 ,1.2,68,67
206,世田谷区世田谷1丁目18,35.642632,139.649506,JGD2011,都道世田谷町田線,C,2010-11-04,2010-11-05,4,2,3.9 ,1.2,71,68
207,世田谷区上用賀6丁目20,35.635181,139.622925,JGD2011,都道環状８号線,B,2010-10-27,2010-10-28,4,6,4.2 ,1.2,73,72
208,世田谷区桜丘5丁目31,35.643101,139.619003,JGD2011,都道環状８号線,B,2010-10-27,2010-10-28,4,6,3.2 ,1.2,75,73
209,世田谷区上北沢5丁目45,35.673977,139.613434,JGD2011,都道環状８号線,B,2010-11-04,2010-11-05,4,6,3.2 ,1.2,71,70
210,世田谷区等々力6丁目36,35.613297,139.657867,JGD2011,都道白金台町等々力線,B,2010-10-27,2010-10-28,4,4,6 ,1.2,66,63
211,世田谷区等々力1丁目19,35.603329,139.648132,JGD2011,都道白金台町等々力線,A,2010-10-27,2010-10-28,4,4,5.5 ,1.2,65,60
212,世田谷区野沢4丁目1,35.630295,139.671341,JGD2011,都道環状７号線,C,2010-11-04,2010-11-05,4,6,6.5 ,1.2,71,69
213,世田谷区代田1丁目23,35.652908,139.660538,JGD2011,都道環状７号線,B,2010-11-04,2010-11-05,4,6,6.5 ,1.2,72,72
214,渋谷区渋谷2丁目13,35.659016,139.706406,JGD2011,都道霞ヶ関渋谷線（六本木通り）,C,2010-11-17,2010-11-18,4,6,7.5 ,1.2,70,72
215,渋谷区上原1丁目20,35.668144,139.683014,JGD2011,都道赤坂杉並線（井の頭線）,C,2010-11-17,2010-11-18,4,4,3 ,1.2,70,68
216,渋谷区本町4丁目19,35.688389,139.679703,JGD2011,都道新宿国立線（方南通り）,C,2010-11-17,2010-11-18,4,2,4.5 ,1.2,68,68
217,渋谷区代々木1丁目22,35.681080,139.702087,JGD2011,都道四谷角筈線（裏参道）,C,2010-11-17,2010-11-18,4,2,3.5 ,1.2,68,67
218,渋谷区恵比寿1丁目23,35.646164,139.715363,JGD2011,都道芝新宿王子線（恵比寿通り）,C,2010-11-17,2010-11-18,4,2,2.5 ,1.2,68,67
219,中野区大和町１－１２,35.712528,139.653717,JGD2011,都道環状７号線（環七通り）,c,2010-11-18,2010-11-19,4,4,4.5 ,1.2,78,77
220,中野区江原町3-5-1,35.730515,139.675781,JGD2011,都道千代田練馬田無線（目白通り）,c,2010-11-18,2010-11-19,4,4,4 ,1.2,72,70
221,中野区中央2-18-21,35.700222,139.682983,JGD2011,都道環状６号線（山手通り）,c,2010-11-16,2010-11-17,4,4,8.1 ,1.2,66,63
222,中野区中野5-4-7,35.709259,139.672073,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2010-11-18,2010-11-19,4,2,3 ,1.2,71,69
223,中野区中野5丁目4,35.709061,139.672165,JGD2011,都道飯田橋石神井新座線,C,2010-11-16,2010-11-19,4,2,3 ,1.2,71,69
224,中野区江原町3丁目5,35.730846,139.675552,JGD2011,都道千代田練馬田無線,C,2010-11-16,2010-11-19,4,4,4.1 ,1.2,72,70
225,中野区中央2丁目18,35.700245,139.682617,JGD2011,都道環状６号線,C,2010-11-16,2010-11-19,4,6,8.1 ,1.2,67,63
226,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状７号線(環七通り),c,2010-11-30,2010-12-03,4,6,6.9 ,1.2,71,70
227,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状７号線(環七通り),c,2010-05-11,2010-05-14,4,6,5.7 ,1.3,70,68
228,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状７号線(環七通り),c,2010-05-18,2010-05-21,4,6,2.8 ,1.3,71,71
229,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2010-06-29,2010-07-02,4,4,3.7 ,1.3,68,67
230,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2010-06-01,2010-06-04,4,4,2.8 ,1.2,71,70
231,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2010-06-22,2010-06-25,4,4,3.6 ,1.3,73,74
232,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道２０号線（甲州街道）,c,2010-09-14,2010-09-17,3,8,4.9 ,1.3,72,71
233,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-07,2010-09-10,4,6,4.5 ,1.2,70,69
234,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-28,2010-10-01,4,2,8.7 ,1.3,66,65
235,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-05,2010-10-08,4,4,4.0 ,1.3,69,68
236,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-26,2010-10-29,4,4,5.8 ,1.2,72,71
237,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2011-02-01,2011-02-04,4,4,4.7 ,1.2,71,69
238,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2010-10-12,2010-10-15,4,4,2.9 ,1.2,72,71
239,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2011-01-25,2011-01-28,4,4,4.1 ,1.4,70,68
240,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-10-19,2010-10-22,4,2,3.0 ,1.7,65,60
241,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-11-16,2010-11-19,4,2,1.8 ,1.2,69,69
242,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2011-01-18,2011-01-21,4,2,3.1 ,2.3,68,67
243,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2010-11-23,2010-11-26,4,2,3.0 ,1.2,66,64
244,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2010-12-07,2010-12-10,4,4,3.9 ,1.2,67,65
245,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2011-02-07,2011-02-10,4,2,6.9 ,1.2,67,66
246,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道２１３２号線（神明通り）,a,2010-06-08,2010-06-11,6,1,0.4 ,1.3,67,62
247,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道２１０３号線（真中橋通り）,a,2010-06-15,2010-06-18,6,2,1.3 ,1.9,65,58
248,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道２１３３号線,a,2010-05-25,2010-05-28,6,2,0.6 ,1.2,65,63
249,杉並区上高井戸2丁目13,35.678734,139.608994,JGD2011,中央自動車道富士吉田線,B,2010-11-17,2010-11-18,1,4,16.7 ,1.2,65,65
250,杉並区荻窪2丁目22,35.694809,139.617859,JGD2011,都道環状８号線（環八通り）,B,2010-11-17,2010-11-18,4,6,2.9 ,1.2,73,73
251,杉並区荻窪5丁目1,35.700375,139.617554,JGD2011,都道環状８号線（環八通り）,C,2010-11-17,2010-11-18,4,4,3.9 ,1.2,73,73
252,杉並区方南2丁目19,35.683754,139.658218,JGD2011,都道新宿国立線（方南通り）,C,2010-11-17,2010-11-18,4,2,4.5 ,1.2,71,69
253,杉並区梅里2丁目9,35.697506,139.645691,JGD2011,都道東京所沢線（青梅街道）,C,2010-11-17,2010-11-18,4,4,4.7 ,1.2,73,73
254,杉並区上井草4丁目5,35.717972,139.595505,JGD2011,都道東京所沢線（青梅街道）,C,2010-11-17,2010-11-18,4,5,4.6 ,1.2,73,70
255,杉並区西荻北4丁目40,35.709579,139.597534,JGD2011,都道杉並武蔵野線（女子大通り）,A,2010-11-17,2010-11-18,4,2,2.5 ,1.2,68,64
256,杉並区高円寺南1丁目21,35.700348,139.657730,JGD2011,都道神楽坂高円寺線（大久保通り）,A,2010-11-17,2010-11-18,4,2,2.5 ,1.2,69,67
257,豊島区南池袋4-18-10,35.724850,139.720413,JGD2011,首都高速５号池袋線,c,2011-01-31,2011-02-03,2,4,3.5 ,16.5,72,71
258,豊島区目白1-1-1,35.716621,139.712204,JGD2011,都道３０５号線（明治通り）,b,2011-02-15,2011-02-18,4,4,5.2 ,2.8,71,71
259,豊島区南長崎3丁目1,35.722977,139.688568,JGD2011,都道８号線,C,2010-11-29,2010-11-30,4,2,3 ,1.2,66,64
260,豊島区目白2丁目10,35.720207,139.710999,JGD2011,都道８号線,A,2010-11-29,2010-11-30,4,4,3.7 ,1.2,70,67
261,豊島区長崎6丁目22,35.734646,139.681778,JGD2011,都道４２０号線,C,2010-11-29,2010-11-30,4,4,3.2 ,1.2,61,56
262,豊島区南池袋4丁目18,35.724346,139.720291,JGD2011,都道４３５号線,C,2010-11-29,2010-11-30,4,4,23.3 ,1.2,66,63
263,豊島区駒込3丁目20,35.737965,139.745590,JGD2011,都道４５５号線,C,2010-11-29,2010-11-30,4,4,4 ,1.2,69,66
264,豊島区西池袋1丁目8,35.729881,139.708237,JGD2011,区道１２－７３０,C,2010-11-29,2010-11-30,5,4,4.7 ,1.2,66,63
265,北区岩渕町26-6,35.785576,139.721802,JGD2011,国道１２２号（北本通り）,c,2011-01-20,2011-01-21,3,5,4.5 ,1.2,69,66
266,北区志茂3-46-8,35.775665,139.734360,JGD2011,国道１２２号（北本通り）,c,2011-03-03,2011-03-04,3,6,3.4 ,1.2,70,66
267,北区王子5-29,35.766922,139.735992,JGD2011,国道１２２号（北本通り）,c,2011-03-02,2011-03-03,3,6,3.4 ,1.2,71,66
268,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2011-01-12,2011-01-13,4,4,3.8 ,1.2,68,66
269,北区滝野川1--90-8,35.746017,139.730728,JGD2011,国道１２２号（明治通り）,c,2011-01-27,2011-01-28,3,4,4.6 ,1.2,72,72
270,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状８号線,c,2011-01-19,2011-01-20,4,4,4 ,1.2,71,67
271,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状７号線,c,2011-01-17,2011-01-18,4,4,4.7 ,1.2,68,66
272,北区堀船2丁目10,35.753471,139.745438,JGD2011,都道王子千住南砂町線,C,2011-02-23,2011-02-24,4,4,3.6 ,1.2,70,66
273,北区中十条2丁目14,35.762699,139.724686,JGD2011,都道中十条赤羽線,C,2011-02-23,2011-02-24,4,2,1 ,1.2,64,60
274,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道４号（日光街道）,c,2010-05-10,2010-05-14,3,4,4.1 ,1.4,72,71
275,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2010-05-31,2010-06-04,4,4,4.2 ,1.5,68,65
276,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2010-04-19,2010-04-23,4,4,6.1 ,1.2,71,66
277,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2010-09-27,2010-10-01,4,4,3.4 ,1.4,70,67
278,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2010-10-18,2010-10-22,4,2,3.5 ,1.5,69,68
279,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,区道荒１０７号(日暮里中央通り),c,2010-11-08,2010-11-12,6,2,4.1 ,1.7,66,61
280,荒川区東尾久6-35,35.749165,139.772858,JGD2011,区道荒１１１号(旭電化通り),c,2010-12-06,2010-12-10,6,2,2.5 ,1.5,66,62
281,荒川区東尾久1丁目34,35.741264,139.769394,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),C,2010-11-18,2010-11-19,4,4,4 ,1.2,69,66
282,荒川区荒川3丁目21,35.734924,139.782852,JGD2011,都道王子千住南砂町線(明治通り),C,2010-11-18,2010-11-19,4,4,5 ,1.2,68,64
283,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道１７号(中山道),c,2010-07-13,2010-07-13,3,7,4 ,1.2,68,66
284,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道４４６号線(都道補助２０１号),b,2010-10-04,2010-10-07,4,6,2 ,1.2,71,67
285,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道３１８号線(環状七号線),c,2010-02-01,2010-02-04,4,4,4 ,1.2,69,66
286,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道４４６号線(高島通り),b,2010-10-18,2010-10-21,4,4,4 ,1.2,68,65
287,板橋区南常盤台2-8-3,35.757086,139.686762,JGD2011,国道２５４号(川越街道),c,2010-11-08,2010-11-11,3,4,4 ,1.2,69,68
288,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道３１７号線(山手通り),c,2010-07-01,2010-07-02,4,6,4 ,1.2,74,73
289,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道２５４号(川越街道),c,2010-09-01,2010-09-02,3,4,4 ,1.2,71,68
290,板橋区本町41-3,35.757792,139.707237,JGD2011,国道１７号(中山道),c,2010-09-02,2010-09-03,3,6,4 ,1.2,76,74
291,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道３１８号線(環状七号線),c,2010-10-14,2010-10-15,4,4,4 ,1.2,75,73
292,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道１７号(中山道),c,2010-07-08,2010-07-09,3,4,4 ,1.2,72,70
293,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道１７号(中山道),c,2010-09-21,2010-09-22,3,4,4 ,1.2,71,71
294,板橋区小豆沢4-29-1,35.781399,139.696838,JGD2011,都道３１１号線(環状八号線),c,2010-09-13,2010-09-14,4,4,4 ,1.2,73,70
295,板橋区稲荷台222-4,35.762279,139.710310,JGD2011,都道３１８号線(環状七号線),c,2011-01-12,2011-01-12,4,4,3 ,1.2,73,71
296,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道３１７号線(山手通り),c,2010-07-12,2010-07-13,4,9,4 ,1.2,70,68
297,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道１７号(新大宮バイパス),c,2010-10-07,2010-10-08,3,9,4 ,1.2,72,69
298,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道１７号(新大宮バイパス),a,2010-09-28,2010-09-29,3,2,4 ,1.2,69,66
299,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道２５４号(川越街道),c,2010-09-29,2010-09-30,3,4,4 ,1.2,73,71
300,板橋区高島平5丁目13,35.789223,139.643814,JGD2011,国道１７号,B,2010-11-09,2010-11-10,3,4,2.2 ,1.2,64,61
301,板橋区前野町4丁目30,35.772438,139.689911,JGD2011,高速５号池袋線,B,2010-11-09,2010-11-10,2,4,2.6 ,1.2,67,62
302,板橋区大谷口上町4,35.750233,139.694702,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,4.7 ,1.2,70,68
303,板橋区東新町1丁目38,35.757610,139.682831,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,5.2 ,1.2,72,70
304,板橋区赤塚新町3丁目14,35.771984,139.636765,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,4.8 ,1.2,72,71
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道３１８号線（環七通り）,c,2010-05-27,2010-05-28,4,4,3 ,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道３１８号線（環七通り）,c,2010-11-16,2010-11-17,4,4,4 ,1.5,68,66
307,足立区千住河原町10,35.743710,139.797867,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,7,4 ,1.5,69,67
308,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,4,4 ,1.5,66,65
309,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道４号,c,2010-11-15,2010-11-16,3,4,4.8 ,1.5,74,73
310,足立区西新井本町2--3-1,35.777217,139.775666,JGD2011,都道３０７号線,c,2010-11-15,2010-11-16,4,2,1 ,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道４５０号線,c,2010-11-29,2010-11-30,4,4,7.1 ,1.5,71,67
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道３１４号線,b,2010-12-01,2010-12-02,4,2,6 ,1.5,67,63
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道３０８号線,b,2010-11-30,2010-12-01,4,2,3 ,1.5,65,63
314,足立区中央本町1丁目16,35.774796,139.803711,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.3 ,1.2,71,70
315,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道王子金町江戸川線（環状7号線）,C,2010-12-01,2010-12-02,4,4,5 ,1.2,71,70
316,足立区本木南町2,35.760323,139.781052,JGD2011,高速中央環状線,C,2010-12-01,2010-12-02,2,4,9.1 ,1.2,69,66
317,足立区堀之内1丁目3,35.772835,139.757660,JGD2011,高速川口線,C,2010-12-01,2010-12-02,2,4,10.2 ,1.2,69,66
318,足立区千住寿町5,35.752022,139.800034,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,6,4.2 ,1.2,72,70
319,足立区島根2丁目32,35.784908,139.802475,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.9 ,1.2,74,72
320,足立区舎人1丁目17,35.806046,139.769760,JGD2011,都道台東鳩ケ谷線,C,2010-12-01,2010-12-02,4,4,6.7 ,1.2,66,61
321,葛飾区水元3-20-1,35.782534,139.864886,JGD2011,都道王子金町江戸川線(岩槻街道),b,2010-09-10,2010-09-17,4,2,5.0 ,1.2,64,60
322,葛飾区西水元6-16-2,35.788502,139.856796,JGD2011,都道王子金町江戸川線,b,2010-07-30,2010-08-06,4,2,1.5 ,1.2,67,63
323,葛飾区東金町8-2-21,35.778713,139.883591,JGD2011,都道松戸草加線,c,2010-07-30,2010-08-06,4,4,4.9 ,1.2,66,62
324,葛飾区柴又4-30-1,35.753070,139.877172,JGD2011,都道王子金町江戸川線(柴又街道),c,2010-09-10,2010-09-17,4,2,5.0 ,1.2,65,61
325,葛飾区亀有3-38-7,35.764297,139.850403,JGD2011,都道環状７号線(環七通り),c,2010-09-02,2010-09-09,4,4,4.3 ,1.2,69,67
326,葛飾区高砂1-2-1,35.740908,139.863717,JGD2011,都道環状７号線(環七通り),c,2010-09-02,2010-09-09,4,5,4.1 ,2.3,71,69
327,葛飾区金町5-24-16,35.765957,139.869095,JGD2011,国道６号(水戸街道),c,2010-07-30,2010-08-06,3,8,3.8 ,1.2,66,65
328,葛飾区四つ木5-15-21,35.742439,139.841705,JGD2011,国道６号(水戸街道),c,2010-09-28,2010-10-05,3,4,4.7 ,1.2,69,67
329,葛飾区堀切6-1-1,35.751328,139.827896,JGD2011,都道言問大谷田線,c,2010-09-10,2010-09-17,4,4,8.6 ,1.2,68,65
330,葛飾区小菅3-6-17,35.755711,139.824509,JGD2011,都道千住小松川葛西沖線,c,2010-09-10,2010-09-17,4,2,0.3 ,1.2,67,62
331,葛飾区小菅2-19-21,35.750057,139.825867,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,5,4.1 ,1.2,67,61
332,葛飾区堀切3-32-6,35.743740,139.832855,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,2,3.8 ,1.6,69,66
333,葛飾区東立石2-1-4,35.733650,139.843307,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,3,4.0 ,1.2,66,63
334,葛飾区奥戸2-37-7,35.734943,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2010-09-02,2010-09-09,4,2,3.2 ,1.8,67,62
335,葛飾区新小岩1-53-9,35.714382,139.861389,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,3,3.7 ,1.2,67,64
336,葛飾区東新小岩3-12-1,35.722675,139.861511,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2010-09-28,2010-10-05,4,4,4.6 ,1.4,67,64
337,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線（平和橋通り）,b,2010-07-22,2010-07-29,4,4,4.6 ,1.8,68,65
338,葛飾区小菅1-2-1,35.753697,139.818620,JGD2011,首都高速中央環状線,c,2010-07-22,2010-07-29,2,4,23 ,13.6,63,62
339,葛飾区小菅1-35,35.756767,139.818176,JGD2011,首都高速三郷線,b,2010-07-22,2010-07-29,2,4,51 ,1.2,56,56
340,葛飾区堀切2-4-5,35.742908,139.824936,JGD2011,都道新荒川葛西堤防線,b,2010-07-22,2010-07-29,4,2,13.0 ,1.2,66,64
341,葛飾区堀切2-4-5,35.742908,139.824936,JGD2011,都道新荒川葛西堤防線,b,2010-07-22,2010-07-29,4,2,17.2 ,7.5,67,65
342,葛飾区堀切2-4-5,35.742908,139.824936,JGD2011,首都高速道路中央環状線,b,2010-07-22,2010-07-29,2,4,17.2 ,19.7,64,63
343,葛飾区東四つ木1-3-1,35.725972,139.841348,JGD2011,都道新荒川葛西堤防線,c,2010-09-10,2010-09-17,4,3,10.0 ,1.2,66,63
344,葛飾区東四つ木1-3-1,35.725972,139.841348,JGD2011,都道新荒川葛西堤防線,c,2010-09-10,2010-09-17,4,3,25.5 ,9.4,62,59
345,葛飾区東金町8-10-8,35.779854,139.885101,JGD2011,国道２９８号,c,2010-07-30,2010-08-06,3,6,4.7 ,1.2,62,56
346,葛飾区東金町8-16-7,35.780254,139.886581,JGD2011,国道２９８号,a,2010-07-30,2010-08-06,3,6,5.3 ,1.2,59,54
347,葛飾区東金町8-33,35.782219,139.884689,JGD2011,国道２９８号,a,2010-07-30,2010-08-06,3,6,5.8 ,1.2,67,61
348,葛飾区金町3-19-8,35.767788,139.873077,JGD2011,国道６号(水戸街道・金町陸橋),c,2010-09-02,2010-09-09,3,8,4.6 ,1.8,69,66
349,葛飾区金町3-19-8,35.767788,139.873077,JGD2011,国道６号(水戸街道・金町陸橋),c,2010-09-02,2010-09-09,3,8,4.6 ,11.8,70,67
350,葛飾区金町3-19-8,35.767788,139.873077,JGD2011,国道６号(水戸街道・金町陸橋),c,2010-09-02,2010-09-09,3,8,4.6 ,17.3,72,70
351,葛飾区金町3丁目19,35.767693,139.872955,JGD2011,国道６号,C,2010-11-15,2010-11-16,3,4,4.6 ,1.2,71,69
352,葛飾区堀切4丁目58,35.749603,139.827423,JGD2011,都道千住小松川葛西沖線,C,2010-11-15,2010-11-16,4,2,6 ,1.2,69,65
353,葛飾区東新小岩3丁目12,35.722919,139.861862,JGD2011,都道御徒町小岩線,C,2010-11-15,2010-11-16,4,4,5 ,1.2,70,66
354,葛飾区青戸7丁目30,35.754524,139.856277,JGD2011,都道環状７号線,C,2010-11-15,2010-11-16,4,6,6.2 ,1.2,71,68
355,葛飾区東金町4丁目3,35.772648,139.876007,JGD2011,都道金町線,C,2010-11-15,2010-11-16,4,4,5.1 ,1.2,71,66
356,葛飾区堀切1丁目12,35.740788,139.826096,JGD2011,都道新荒川葛西堤防線,C,2010-11-15,2010-11-16,4,2,11 ,1.2,74,70
357,江戸川区臨海町5-1,35.643536,139.868332,JGD2011,都市高速高速湾岸線,a,2010-11-01,2010-11-02,2,6,5 ,1.2,70,68
