罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘５丁目,2020-05-29,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,赤堤３丁目,2020-02-17,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,代田３丁目,2020-07-28,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢４丁目,2020-07-02,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,羽根木交番,131121,東京都,世田谷区,大原１丁目,2020-03-29,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,羽根木交番,131121,東京都,世田谷区,大原１丁目,2020-06-02,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤３丁目,2020-02-06,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2020-05-31,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原５丁目,2020-06-18,17,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,宮坂１丁目,2020-12-27,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢２丁目,2020-09-18,09,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢２丁目,2020-09-18,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,九品仏交番,131121,東京都,世田谷区,等々力７丁目,2020-07-18,07,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,上用賀１丁目,2020-08-14,04,その他,その他,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町２丁目,2020-03-04,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町２丁目,2020-09-22,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町２丁目,2020-10-13,11,その他,その他,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町４丁目,2020-10-11,07,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,野毛３丁目,2020-08-07,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田２丁目,2020-04-03,01,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田２丁目,2020-05-26,07,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀２丁目,2020-03-18,08,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀２丁目,2020-12-18,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2020-12-20,01,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,深沢交番,131121,東京都,世田谷区,駒沢公園,2020-07-02,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀４丁目,2020-10-08,22,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀６丁目,2020-12-03,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,等々力１丁目,2020-02-22,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛２丁目,2020-04-11,07,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2020-06-18,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷２丁目,2020-05-18,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷３丁目,2020-01-26,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷３丁目,2020-03-12,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城２丁目,2020-06-08,08,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城７丁目,2020-03-03,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台３丁目,2020-12-18,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2020-01-06,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,上北沢３丁目,2020-01-13,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本２丁目,2020-11-12,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,砧公園,2020-05-15,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,宇奈根１丁目,2020-12-28,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-01-09,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-02-02,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-02-14,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-02-19,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-05-25,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2020-06-26,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2020-01-17,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,給田交番,131121,東京都,世田谷区,給田４丁目,2020-03-29,16,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,成城,八幡山駐在所,131121,東京都,世田谷区,八幡山３丁目,2020-09-15,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,船橋交番,131121,東京都,世田谷区,桜上水２丁目,2020-07-11,07,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,三田交番,131105,東京都,目黒区,三田１丁目,2020-08-22,21,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,目黒２丁目,2020-02-26,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,油面交番,131105,東京都,目黒区,中町１丁目,2020-06-06,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,五本木２丁目,2020-08-06,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒１丁目,2020-03-27,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2020-03-27,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,中目黒４丁目,2020-05-21,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,宿山交番,131105,東京都,目黒区,青葉台３丁目,2020-06-17,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,宿山交番,131105,東京都,目黒区,上目黒２丁目,2020-11-30,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,宿山交番,131105,東京都,目黒区,上目黒３丁目,2020-11-26,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,青葉台２丁目,2020-01-14,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,青葉台２丁目,2020-08-19,00,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,青葉台４丁目,2020-04-29,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,大橋２丁目,2020-03-12,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,柿の木坂交番,131105,東京都,目黒区,柿の木坂２丁目,2020-01-29,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,柿の木坂２丁目,2020-01-25,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,平町１丁目,2020-07-27,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,平町２丁目,2020-05-10,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,中根１丁目,2020-07-16,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,中根２丁目,2020-05-06,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,中根交番,131105,東京都,目黒区,中根２丁目,2020-11-23,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,自由が丘交番,131105,東京都,目黒区,自由が丘１丁目,2019-09-17,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,自由が丘交番,131105,東京都,目黒区,自由が丘２丁目,2020-09-28,09,その他,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,原町交番,131105,東京都,目黒区,南１丁目,2020-02-21,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町２丁目,2020-01-23,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町６丁目,2020-01-05,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町６丁目,2020-02-18,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町６丁目,2020-05-23,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番３丁目,2020-02-08,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番３丁目,2020-10-22,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,桜丘町,2020-09-18,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2020-05-31,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,神山町,2020-07-30,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2020-02-29,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2020-04-23,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,代官山交番,131130,東京都,渋谷区,代官山町,2020-02-29,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿１丁目,2020-01-30,04,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿１丁目,2020-08-02,03,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿４丁目,2020-01-18,08,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿４丁目,2020-05-31,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿４丁目,2020-06-18,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿南３丁目,2020-12-01,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,広尾五丁目交番,131130,東京都,渋谷区,広尾５丁目,2020-11-28,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,鉢山交番,131130,東京都,渋谷区,鶯谷町,2020-12-19,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,鉢山交番,131130,東京都,渋谷区,桜丘町,2020-01-11,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,常磐松交番,131130,東京都,渋谷区,渋谷３丁目,2020-06-22,09,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,渋谷１丁目,2019-12-15,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,神宮前５丁目,2020-01-04,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,神宮前６丁目,2020-11-26,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2020-04-16,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2020-04-14,07,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2020-04-14,08,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2020-10-28,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2020-10-15,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,初台１丁目,2020-03-05,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,初台１丁目,2020-03-24,07,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町１丁目,2020-02-17,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町１丁目,2020-08-04,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町２丁目,2020-02-22,10,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町２丁目,2020-02-25,11,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町２丁目,2020-05-23,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2020-07-15,08,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2020-09-21,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷１丁目,2020-09-30,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2020-09-28,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚３丁目,2020-03-06,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原２丁目,2020-11-11,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷２丁目,2020-09-21,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,東榎町,2020-05-03,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,余丁町,2020-04-24,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,早稲田鶴巻町,2020-12-17,14,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,牛込,大曲交番,131041,東京都,新宿区,水道町,2020-07-20,09,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,矢来町,2020-07-27,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2020-11-21,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,西新宿三丁目交番,131041,東京都,新宿区,西新宿２丁目,2020-05-15,10,その他,その他,施錠せず,なし
窃盗,車上ねらい,新宿,西新宿三丁目交番,131041,東京都,新宿区,西新宿４丁目,2020-02-03,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿６丁目,2020-01-05,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2020-10-13,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2020-11-01,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2020-10-01,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿２丁目,2020-03-23,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿２丁目,2020-10-06,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2020-01-01,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2020-02-26,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,北新宿３丁目,2020-12-22,13,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2020-03-16,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2020-08-14,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2020-04-26,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2020-09-27,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2020-05-25,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2020-05-28,00,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-05-06,00,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-05-21,00,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-07-05,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-11-16,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2020-03-02,02,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2020-11-10,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場２丁目,2020-07-01,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場４丁目,2020-01-08,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合３丁目,2020-07-06,12,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合３丁目,2020-09-01,21,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,中落合１丁目,2020-09-22,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,西落合交番,131041,東京都,新宿区,中落合３丁目,2020-01-27,13,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2020-05-30,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2020-11-07,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,中井１丁目,2020-09-28,10,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,四谷,四谷見附交番,131041,東京都,新宿区,四谷２丁目,2020-03-06,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,四谷,四谷見附交番,131041,東京都,新宿区,四谷坂町,2020-11-05,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,荒木町,2020-07-03,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,四谷３丁目,2020-12-13,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,四谷,新宿交番,131041,東京都,新宿区,新宿１丁目,2020-02-28,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,四谷,新宿交番,131041,東京都,新宿区,新宿１丁目,2020-03-31,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,四谷,花園交番,131041,東京都,新宿区,歌舞伎町１丁目,2020-02-17,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2019-12-31,01,道路上,その他,施錠せず,あり
窃盗,車上ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2020-01-17,01,道路上,その他,施錠せず,あり
窃盗,車上ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2020-09-17,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,中野坂上交番,131148,東京都,中野区,中央２丁目,2020-01-07,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,中野,中野坂上交番,131148,東京都,中野区,本町１丁目,2020-05-15,03,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,中野坂上交番,131148,東京都,中野区,本町２丁目,2020-10-01,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,中野,中野坂上交番,131148,東京都,中野区,本町２丁目,2020-11-02,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野１丁目,2020-02-04,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野３丁目,2020-01-15,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野４丁目,2020-02-04,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野４丁目,2020-02-23,00,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野４丁目,2020-03-11,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,中野,早稲田通交番,131148,東京都,中野区,上高田１丁目,2020-03-15,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,早稲田通交番,131148,東京都,中野区,中野１丁目,2020-04-19,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,早稲田通交番,131148,東京都,中野区,中野５丁目,2020-04-18,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,早稲田通交番,131148,東京都,中野区,中野５丁目,2020-12-24,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,中野,早稲田通交番,131148,東京都,中野区,中野６丁目,2020-03-27,00,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,中野駅前交番,131148,東京都,中野区,中央４丁目,2020-04-08,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,中野駅前交番,131148,東京都,中野区,中野２丁目,2020-01-04,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,中野,中野駅前交番,131148,東京都,中野区,中野５丁目,2020-06-27,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町１丁目,2020-01-25,01,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町１丁目,2020-04-28,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町２丁目,2020-01-10,08,その他,駐車（輪）場,施錠せず,あり
