罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2021/9/21,10,道路上,その他,ナンバープレート
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南２丁目,2022/7/24,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,杉並,高円寺交番,131156,東京都,杉並区,梅里１丁目,2022/11/27,17,道路上,その他,その他
窃盗,部品ねらい,杉並,高円寺交番,131156,東京都,杉並区,高円寺南１丁目,2022/9/16,14,道路上,その他,その他
窃盗,部品ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺北１丁目,2022/11/4,19,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北４丁目,2022/6/27,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北４丁目,2022/9/21,16,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/6/25,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸２丁目,2022/9/17,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸３丁目,2022/11/19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,久我山交番,131156,東京都,杉並区,久我山２丁目,2022/1/18,12,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,久我山交番,131156,東京都,杉並区,久我山３丁目,2022/8/4,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,大宮八幡駐在所,131156,東京都,杉並区,大宮１丁目,2022/11/27,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,方南交番,131156,東京都,杉並区,和泉４丁目,2022/1/5,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,永福町駅前交番,131156,東京都,杉並区,和泉３丁目,2022/7/18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2022/9/9,1,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2022/11/9,6,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,浜田山交番,131156,東京都,杉並区,高井戸東４丁目,2022/6/4,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,浜田山交番,131156,東京都,杉並区,浜田山３丁目,2022/6/7,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,高井戸西交番,131156,東京都,杉並区,高井戸西１丁目,2022/2/8,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,井草１丁目,2022/8/25,15,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草３丁目,2022/12/14,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草３丁目,2022/12/22,19,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,荻窪,井荻駅前交番,131156,東京都,杉並区,井草４丁目,2022/7/10,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,今川交番,131156,東京都,杉並区,今川１丁目,2022/10/20,21,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,荻窪,今川交番,131156,東京都,杉並区,今川３丁目,2022/10/21,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,今川交番,131156,東京都,杉並区,桃井１丁目,2022/7/13,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,桃井四丁目交番,131156,東京都,杉並区,善福寺１丁目,2022/11/25,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,荻窪五丁目交番,131156,東京都,杉並区,荻窪５丁目,2022/10/23,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪４丁目,2022/6/7,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北１丁目,2022/7/10,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,富坂,小石川御殿町交番,131059,東京都,文京区,大塚３丁目,2022/12/1,3,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,富坂,春日交番,131059,東京都,文京区,小石川１丁目,2022/4/13,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,富坂,春日交番,131059,東京都,文京区,小石川３丁目,2022/11/23,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,富坂,白山交番,131059,東京都,文京区,白山５丁目,2022/4/8,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,大塚,江戸川橋交番,131059,東京都,文京区,関口１丁目,2022/12/16,11,その他,その他,ナンバープレート
窃盗,部品ねらい,大塚,茗荷谷駅前交番,131059,東京都,文京区,小日向２丁目,2022/10/3,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大塚,護国寺前交番,131059,東京都,文京区,大塚４丁目,2022/2/17,19,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,大塚,護国寺前交番,131059,東京都,文京区,大塚６丁目,2022/8/9,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,本富士,壱岐坂交番,131059,東京都,文京区,本郷１丁目,2022/4/27,19,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,本富士,弥生町交番,131059,東京都,文京区,向丘１丁目,2017/11/1,0,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,本富士,本郷交番,131059,東京都,文京区,本郷３丁目,2022/4/29,8,その他,駐車（輪）場,その他
窃盗,部品ねらい,駒込,団子坂交番,131059,東京都,文京区,千駄木２丁目,2022/4/23,18,道路上,その他,その他
窃盗,部品ねらい,駒込,団子坂交番,131059,東京都,文京区,千駄木２丁目,2022/9/15,7,道路上,その他,その他
窃盗,部品ねらい,駒込,団子坂交番,131059,東京都,文京区,千駄木５丁目,2022/10/14,13,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,駒込,浅嘉交番,131059,東京都,文京区,向丘２丁目,2022/6/22,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋２丁目,2022/7/13,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋２丁目,2022/11/10,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋３丁目,2022/3/30,8,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2022/9/26,23,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2022/10/24,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,巣鴨５丁目,2022/7/23,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨３丁目,2022/2/23,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋２丁目,2022/10/20,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋２丁目,2022/12/14,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2022/10/6,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋本町２丁目,2022/4/20,15,その他,その他,その他
窃盗,部品ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2022/5/18,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋３丁目,2022/11/16,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,目白,千川交番,131164,東京都,豊島区,要町２丁目,2022/11/29,14,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,千川交番,131164,東京都,豊島区,千早２丁目,2022/12/7,19,道路上,その他,その他
窃盗,部品ねらい,目白,千登世橋交番,131164,東京都,豊島区,高田１丁目,2022/9/26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,目白,千登世橋交番,131164,東京都,豊島区,高田２丁目,2022/9/26,9,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,目白,千登世橋交番,131164,東京都,豊島区,高田２丁目,2022/10/6,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,目白,南池袋交番,131164,東京都,豊島区,南池袋３丁目,2022/8/28,3,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,目白,南長崎交番,131164,東京都,豊島区,南長崎３丁目,2022/11/16,9,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎４丁目,2022/8/20,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎４丁目,2022/10/3,19,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎４丁目,2022/12/14,16,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎６丁目,2022/9/3,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,千早３丁目,2022/10/11,10,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2022/3/17,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2022/10/21,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2022/11/5,19,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2022/11/26,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎３丁目,2022/5/28,18,道路上,その他,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎３丁目,2022/9/27,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎３丁目,2022/10/3,5,道路上,その他,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎３丁目,2022/11/5,17,一戸建住宅,その他,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,目白５丁目,2022/7/30,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,千早２丁目,2022/11/16,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,目白,要町交番,131164,東京都,豊島区,要町１丁目,2022/9/8,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,目白,雑司が谷交番,131164,東京都,豊島区,東池袋５丁目,2022/12/21,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,滝野川,尾久駅前交番,131172,東京都,北区,昭和町３丁目,2022/10/17,20,道路上,その他,ナンバープレート
窃盗,部品ねらい,滝野川,東田端交番,131172,東京都,北区,田端新町３丁目,2022/10/22,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,滝野川,滝野川一丁目交番,131172,東京都,北区,滝野川１丁目,2022/11/6,20,一戸建住宅,その他,その他
窃盗,部品ねらい,滝野川,滝野川一丁目交番,131172,東京都,北区,滝野川３丁目,2022/4/8,17,一戸建住宅,その他,その他
窃盗,部品ねらい,滝野川,田端高台交番,131172,東京都,北区,田端３丁目,2022/12/20,7,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,滝野川,飛鳥山交番,131172,東京都,北区,滝野川２丁目,2021/10/6,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,十条仲原交番,131172,東京都,北区,上十条５丁目,2022/5/12,0,一戸建住宅,その他,タイヤ・ホイール
窃盗,部品ねらい,王子,十条仲原交番,131172,東京都,北区,十条仲原３丁目,2022/12/4,9,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,東十条交番,131172,東京都,北区,王子６丁目,2022/1/28,19,一戸建住宅,その他,その他
窃盗,部品ねらい,王子,東十条交番,131172,東京都,北区,東十条３丁目,2022/3/25,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2022/1/15,13,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2022/10/10,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2022/11/16,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,王子本町交番,131172,東京都,北区,王子本町１丁目,2022/10/25,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,王子,王子本町交番,131172,東京都,北区,十条台１丁目,2022/6/23,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,王子,豊島五丁目駐在所,131172,東京都,北区,豊島５丁目,2022/5/27,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,豊島五丁目駐在所,131172,東京都,北区,豊島５丁目,2022/9/5,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,王子,豊島五丁目駐在所,131172,東京都,北区,豊島６丁目,2022/2/27,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷１丁目,2022/5/11,0,その他,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2022/2/11,16,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2022/2/10,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2022/2/16,21,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2022/10/24,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,赤羽台２丁目,2022/8/11,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,赤羽西５丁目,2022/6/24,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,赤羽西５丁目,2022/7/13,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2022/4/20,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2022/5/3,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2022/5/26,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2022/7/9,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2022/11/29,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/3/1,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/7/1,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/8/12,7,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/5/17,22,道路上,その他,その他
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/10/9,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/11/8,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2022/2/17,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2022/3/9,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,西が丘交番,131172,東京都,北区,西が丘２丁目,2022/1/22,10,道路上,その他,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2022/2/28,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/4/22,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/5/31,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/8/14,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2022/5/8,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2022/6/28,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,浮間２丁目,2022/9/12,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2022/6/23,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2022/2/12,12,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2022/7/28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,板橋,常盤台交番,131199,東京都,板橋区,南常盤台１丁目,2022/7/2,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2022/7/21,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,板橋,東山町交番,131199,東京都,板橋区,東山町,2022/4/28,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,板橋,板橋本町交番,131199,東京都,板橋区,仲宿,2022/5/14,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2022/8/25,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2022/10/1,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/9/24,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/9/29,1,道路上,その他,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/10/5,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/12/11,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,栄町,2022/7/23,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,栄町,2022/7/27,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2022/3/15,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2022/4/22,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡３丁目,2022/9/6,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢３丁目,2022/8/26,10,道路上,その他,その他
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/2/17,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/4/30,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台４丁目,2022/5/12,21,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台４丁目,2022/8/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村３丁目,2021/12/27,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村北２丁目,2022/9/18,15,道路上,その他,その他
窃盗,部品ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井４丁目,2022/9/15,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/1/10,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/7/19,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/10/13,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/11/15,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/3/11,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/9/6,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/8/21,22,道路上,その他,その他
窃盗,部品ねらい,練馬,羽沢交番,131202,東京都,練馬区,羽沢２丁目,2022/11/6,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井３丁目,2022/7/26,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町１丁目,2022/12/15,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町４丁目,2022/2/5,5,道路上,その他,その他
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2022/1/26,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,西大泉１丁目,2022/3/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉３丁目,2022/9/15,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉４丁目,2022/6/26,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町４丁目,2022/12/24,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町７丁目,2022/10/27,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北４丁目,2022/6/18,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,石神井,石神井南駐在所,131202,東京都,練馬区,下石神井４丁目,2022/12/27,2,道路上,その他,その他
窃盗,部品ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増４丁目,2022/9/10,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増５丁目,2022/7/23,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚１丁目,2017/6/1,0,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町１丁目,2022/11/17,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2022/7/16,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2022/5/30,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸６丁目,2022/11/25,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸８丁目,2022/4/9,7,その他,駐車（輪）場,ナンバープレート
