罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,四谷,四谷見附交番,131041,東京都,新宿区,四谷本塩町,2022/5/1,8,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四谷,御苑大通交番,131041,東京都,新宿区,新宿２丁目,2022/3/22,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四谷,御苑大通交番,131041,東京都,新宿区,新宿２丁目,2022/9/21,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,中野,中央五丁目交番,131148,東京都,中野区,本町６丁目,2022/1/24,4,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,中野,鍋屋横丁交番,131148,東京都,中野区,中央２丁目,2022/4/7,13,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,江原町交番,131148,東京都,中野区,江原町３丁目,2022/2/25,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,江古田四丁目交番,131148,東京都,中野区,江原町２丁目,2021/7/1,9,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,沼袋交番,131148,東京都,中野区,沼袋３丁目,2022/9/12,21,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,薬師駅前交番,131148,東京都,中野区,新井２丁目,2022/5/11,23,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,薬師駅前交番,131148,東京都,中野区,上高田４丁目,2022/3/13,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,野方一丁目交番,131148,東京都,中野区,大和町１丁目,2022/7/2,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,野方一丁目交番,131148,東京都,中野区,大和町１丁目,2022/10/8,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2016/7/1,不明,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2022/8/1,13,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2022/7/23,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,杉並,成宗交番,131156,東京都,杉並区,成田東５丁目,2020/4/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,成田交番,131156,東京都,杉並区,成田東１丁目,2022/7/16,23,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,杉並,成田交番,131156,東京都,杉並区,松ノ木１丁目,2022/7/17,21,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,梅里２丁目,2022/12/2,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/9/16,18,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,阿佐谷北交番,131156,東京都,杉並区,阿佐谷北４丁目,2022/9/11,10,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北２丁目,2022/4/7,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/12/21,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高井戸,下高井戸交番,131156,東京都,杉並区,下高井戸２丁目,2019/4/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,方南交番,131156,東京都,杉並区,方南２丁目,2022/8/18,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2022/5/12,11,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2022/7/30,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,西荻窪交番,131156,東京都,杉並区,西荻南４丁目,2022/6/30,16,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大塚,江戸川橋交番,131059,東京都,文京区,水道２丁目,2022/5/10,16,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本富士,天神町交番,131059,東京都,文京区,湯島４丁目,2022/5/20,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本富士,天神町交番,131059,東京都,文京区,湯島４丁目,2022/6/25,21,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本富士,弥生町交番,131059,東京都,文京区,西片１丁目,2022/4/10,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本富士,弥生町交番,131059,東京都,文京区,向丘２丁目,2022/3/12,16,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,駒込,上富士前交番,131059,東京都,文京区,本駒込５丁目,2022/10/10,13,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,駒込,団子坂交番,131059,東京都,文京区,千駄木２丁目,2022/8/19,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋３丁目,2022/8/14,12,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨１丁目,2022/1/13,19,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨４丁目,2022/5/14,19,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池袋,池袋二又交番,131164,東京都,豊島区,池袋２丁目,2022/9/14,12,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池袋,池袋本町交番,131164,東京都,豊島区,池袋本町１丁目,2022/5/5,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池袋,池袋駅東口交番,131164,東京都,豊島区,池袋１丁目,2022/4/21,17,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋３丁目,2022/6/30,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,目白,千川交番,131164,東京都,豊島区,要町２丁目,2022/5/24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,目白,千川交番,131164,東京都,豊島区,千川２丁目,2022/2/2,11,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎５丁目,2022/12/15,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川３丁目,2022/8/15,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2022/10/10,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,滝野川,田端高台交番,131172,東京都,北区,田端１丁目,2022/10/27,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,十条仲原交番,131172,東京都,北区,東十条５丁目,2022/8/10,15,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2022/10/9,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2022/10/18,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2022/10/23,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2022/11/4,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2022/11/11,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,豊島五丁目駐在所,131172,東京都,北区,豊島５丁目,2022/11/6,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,宮堀交番,131172,東京都,北区,神谷１丁目,2022/6/23,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2022/4/17,19,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2022/8/11,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,岩淵交番,131172,東京都,北区,赤羽１丁目,2022/10/27,21,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂２丁目,2022/2/27,22,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂２丁目,2022/3/14,15,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2022/3/5,18,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2022/5/13,14,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/7/8,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/1/6,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/8/23,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2022/1/25,16,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2022/4/9,6,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽北３丁目,2022/12/12,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南１丁目,2022/9/10,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2022/12/2,15,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋２丁目,2022/10/24,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,板橋,上板橋駅前交番,131199,東京都,板橋区,東新町１丁目,2022/10/3,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2022/1/4,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2022/10/5,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,中板橋交番,131199,東京都,板橋区,弥生町,2022/9/30,7,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,大谷口交番,131199,東京都,板橋区,大山東町,2022/9/2,20,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,平尾交番,131199,東京都,板橋区,板橋４丁目,2022/5/23,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,桜川三丁目駐在所,131199,東京都,板橋区,桜川３丁目,2022/8/15,16,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,茂呂交番,131199,東京都,板橋区,小茂根１丁目,2022/8/5,22,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,養育院前交番,131199,東京都,板橋区,大山金井町,2022/3/12,12,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,板橋,養育院前交番,131199,東京都,板橋区,氷川町,2022/10/14,18,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,中台交番,131199,東京都,板橋区,中台１丁目,2022/7/7,23,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町１丁目,2022/8/30,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町３丁目,2022/9/2,20,一戸建住宅,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,志村,坂上交番,131199,東京都,板橋区,志村１丁目,2020/3/14,13,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,坂下交番,131199,東京都,板橋区,舟渡３丁目,2022/9/26,8,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢３丁目,2022/8/11,8,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,蓮根交番,131199,東京都,板橋区,蓮根１丁目,2022/4/20,12,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2022/4/5,20,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,志村,西台交番,131199,東京都,板橋区,西台１丁目,2022/9/25,不明,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/2/15,15,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/4/1,9,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,志村,西台交番,131199,東京都,板橋区,西台４丁目,2022/12/21,8,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/6/30,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,練馬,羽沢交番,131202,東京都,練馬区,氷川台３丁目,2020/1/23,16,道路上,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,練馬,豊玉交番,131202,東京都,練馬区,豊玉上２丁目,2022/10/10,3,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町８丁目,2022/8/13,21,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,石神井,富士街道交番,131202,東京都,練馬区,石神井台６丁目,2022/2/19,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北１丁目,2022/8/19,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2022/11/5,15,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,下赤塚交番,131199,東京都,板橋区,赤塚２丁目,2022/5/24,18,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2022/3/31,14,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸１丁目,2022/6/26,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2022/10/18,21,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2022/12/5,16,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2022/12/14,10,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2022/1/29,17,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸７丁目,2022/8/16,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2022/1/4,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2022/2/13,9,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2022/4/26,20,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,新河岸交番,131199,東京都,板橋区,新河岸１丁目,2022/7/3,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,松月院前交番,131199,東京都,板橋区,赤塚５丁目,2022/6/21,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2022/11/21,18,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平３丁目,2021/9/18,0,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,光が丘,三原台交番,131202,東京都,練馬区,土支田３丁目,2022/10/27,16,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,三原台交番,131202,東京都,練馬区,三原台１丁目,2022/11/15,17,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2022/3/5,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2022/4/19,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2022/9/8,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,北町交番,131202,東京都,練馬区,北町１丁目,2022/1/25,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,光が丘,北町交番,131202,東京都,練馬区,北町６丁目,2022/2/28,16,その他,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,土支田交番,131202,東京都,練馬区,土支田１丁目,2022/2/26,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2022/7/24,3,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,光が丘,田柄交番,131202,東京都,練馬区,北町７丁目,2022/12/14,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,光が丘,田柄交番,131202,東京都,練馬区,田柄２丁目,2022/4/18,14,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,上野,公園前交番,131067,東京都,台東区,上野４丁目,2022/10/17,5,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,上野,稲荷町交番,131067,東京都,台東区,東上野４丁目,2022/11/24,9,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,入谷１丁目,2022/9/17,21,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,入谷２丁目,2022/10/5,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,松が谷４丁目,2022/3/5,21,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,竜泉１丁目,2022/9/30,18,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸２丁目,2022/4/26,3,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2022/6/10,14,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2022/10/7,1,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,浅草,聖天町交番,131067,東京都,台東区,浅草４丁目,2022/6/29,13,道路上,その他,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,浅草,聖天町交番,131067,東京都,台東区,浅草５丁目,2022/8/23,16,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2022/5/10,21,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蔵前,菊屋橋交番,131067,東京都,台東区,寿２丁目,2022/11/27,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,尾久,赤土交番,131181,東京都,荒川区,東尾久３丁目,2021/12/24,16,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南千住,天王前交番,131181,東京都,荒川区,南千住１丁目,2020/8/15,10,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川２丁目,2022/1/18,15,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千住,旭町交番,131211,東京都,足立区,千住東２丁目,2022/11/16,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千住,曙町交番,131211,東京都,足立区,千住曙町,2022/8/7,21,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千住,曙町交番,131211,東京都,足立区,千住曙町,2022/8/8,12,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千住,曙町交番,131211,東京都,足立区,千住曙町,2022/8/8,12,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2022/10/22,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町５丁目,2022/4/5,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町５丁目,2022/10/25,0,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町５丁目,2022/11/1,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,宮城交番,131211,東京都,足立区,宮城１丁目,2022/5/19,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,宮城交番,131211,東京都,足立区,宮城２丁目,2022/10/2,10,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,栗原１丁目,2022/11/2,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
