罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の性別,被害者の年齢,現金被害の有無
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2019-05-07,19,道路上,女性,40歳代,あり
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,成瀬が丘３丁目,2019-04-06,22,道路上,女性,20歳代,あり
窃盗,ひったくり,日野,豊田駅前交番,132128,東京都,日野市,東豊田３丁目,2019-10-25,23,道路上,男性,40歳代,なし
窃盗,ひったくり,日野,豊田駅前交番,132128,東京都,日野市,東豊田４丁目,2019-09-25,00,道路上,女性,20歳代,あり
窃盗,ひったくり,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2019-12-05,18,道路上,女性,40歳代,あり
窃盗,ひったくり,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町２丁目,2019-07-21,20,道路上,女性,50歳代,あり
窃盗,ひったくり,昭島,大神駐在所,132071,東京都,昭島市,大神町１丁目,2019-06-21,21,道路上,女性,40歳代,あり
窃盗,ひったくり,昭島,大神駐在所,132071,東京都,昭島市,大神町１丁目,2019-07-02,21,道路上,女性,50歳代,あり
窃盗,ひったくり,昭島,大神駐在所,132071,東京都,昭島市,上川原町３丁目,2019-08-31,22,道路上,女性,40歳代,あり
窃盗,ひったくり,昭島,拝島駐在所,132071,東京都,昭島市,田中町１丁目,2019-04-25,20,道路上,女性,40歳代,あり
窃盗,ひったくり,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野２丁目,2019-06-06,23,道路上,女性,20歳代,あり
窃盗,ひったくり,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2019-07-10,21,道路上,女性,50歳代,あり
窃盗,ひったくり,昭島,拝島駅前交番,132071,東京都,昭島市,松原町４丁目,2019-05-18,17,その他,女性,10歳代,なし
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,北１丁目,2019-02-14,15,道路上,女性,10歳未満,なし
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2019-06-06,21,道路上,男性,40歳代,なし
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2019-09-07,10,道路上,女性,20歳代,なし
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,中２丁目,2019-07-10,22,道路上,男性,50歳代,あり
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,西２丁目,2019-06-14,21,道路上,男性,30歳代,あり
窃盗,ひったくり,立川,国立駅前交番,132152,東京都,国立市,西２丁目,2019-07-17,22,道路上,男性,50歳代,あり
窃盗,ひったくり,立川,錦町交番,132021,東京都,立川市,錦町１丁目,2019-09-20,03,道路上,男性,30歳代,あり
窃盗,ひったくり,立川,錦町交番,132021,東京都,立川市,羽衣町３丁目,2019-05-03,22,道路上,男性,30歳代,あり
窃盗,ひったくり,立川,立日橋交番,132021,東京都,立川市,錦町６丁目,2019-06-21,23,道路上,女性,40歳代,あり
窃盗,ひったくり,立川,立川駅南口交番,132021,東京都,立川市,柴崎町１丁目,2019-06-03,22,道路上,男性,50歳代,あり
窃盗,ひったくり,立川,立川駅南口交番,132021,東京都,立川市,柴崎町１丁目,2019-06-11,19,道路上,女性,50歳代,あり
窃盗,ひったくり,立川,立川駅南口交番,132021,東京都,立川市,柴崎町１丁目,2019-09-25,00,道路上,女性,40歳代,あり
窃盗,ひったくり,立川,富士塚交番,132021,東京都,立川市,富士見町２丁目,2019-06-21,02,道路上,女性,30歳代,なし
窃盗,ひったくり,立川,富士塚交番,132021,東京都,立川市,富士見町５丁目,2019-04-09,21,道路上,女性,40歳代,あり
窃盗,ひったくり,立川,富士塚交番,132021,東京都,立川市,富士見町５丁目,2019-05-08,23,道路上,女性,20歳代,あり
窃盗,ひったくり,立川,富士塚交番,132021,東京都,立川市,富士見町５丁目,2019-08-31,00,道路上,女性,30歳代,あり
窃盗,ひったくり,府中,東府中駅前交番,132063,東京都,府中市,府中町３丁目,2019-05-31,22,道路上,男性,30歳代,あり
窃盗,ひったくり,府中,美好町交番,132063,東京都,府中市,美好町３丁目,2019-07-12,22,道路上,男性,50歳代,あり
窃盗,ひったくり,府中,第五中学校前交番,132063,東京都,府中市,天神町１丁目,2019-08-12,18,道路上,男性,10歳代,あり
窃盗,ひったくり,府中,分梅駐在所,132063,東京都,府中市,分梅町２丁目,2019-05-25,22,道路上,男性,30歳代,あり
窃盗,ひったくり,府中,大国魂交番,132063,東京都,府中市,八幡町１丁目,2019-07-02,21,道路上,男性,20歳代,あり
窃盗,ひったくり,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2019-06-14,21,道路上,男性,60-64歳,あり
窃盗,ひったくり,府中,大国魂交番,132063,東京都,府中市,宮町３丁目,2019-04-27,21,道路上,男性,40歳代,あり
窃盗,ひったくり,小金井,前原交番,132101,東京都,小金井市,前原町３丁目,2019-06-13,03,道路上,女性,30歳代,あり
窃盗,ひったくり,小金井,国分寺駅北口交番,132144,東京都,国分寺市,東恋ヶ窪２丁目,2019-03-31,20,道路上,女性,20歳代,あり
窃盗,ひったくり,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町５丁目,2019-09-13,02,道路上,女性,40歳代,あり
窃盗,ひったくり,東村山,竹丘駐在所,132217,東京都,清瀬市,竹丘２丁目,2019-05-29,21,道路上,女性,50歳代,あり
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺本町１丁目,2019-06-22,02,道路上,女性,50歳代,なし
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺南町２丁目,2019-05-06,01,道路上,男性,50歳代,あり
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺南町２丁目,2019-08-16,23,道路上,男性,40歳代,あり
窃盗,ひったくり,武蔵野,三谷通駐在所,132039,東京都,武蔵野市,西久保２丁目,2019-09-23,17,道路上,女性,65-69歳,あり
窃盗,ひったくり,武蔵野,武蔵境駅南口交番,132039,東京都,武蔵野市,境南町１丁目,2019-12-24,20,道路上,女性,20歳代,あり
窃盗,ひったくり,三鷹,大沢交番,132047,東京都,三鷹市,大沢５丁目,2019-02-09,00,道路上,女性,20歳代,あり
窃盗,ひったくり,三鷹,井之頭公園駅前交番,132047,東京都,三鷹市,井の頭４丁目,2019-02-12,21,道路上,男性,70歳以上,あり
窃盗,ひったくり,調布,下石原交番,132080,東京都,調布市,調布ケ丘２丁目,2019-07-24,22,道路上,男性,30歳代,あり
窃盗,ひったくり,調布,下石原交番,132080,東京都,調布市,調布ケ丘３丁目,2019-01-05,22,道路上,女性,50歳代,あり
窃盗,ひったくり,調布,布田交番,132080,東京都,調布市,国領町５丁目,2019-07-20,21,道路上,男性,65-69歳,なし
窃盗,ひったくり,調布,つつじケ丘駅前交番,132080,東京都,調布市,東つつじケ丘３丁目,2019-09-13,00,道路上,女性,30歳代,あり
窃盗,ひったくり,調布,国領交番,132080,東京都,調布市,国領町４丁目,2019-07-10,23,道路上,男性,65-69歳,なし
窃盗,ひったくり,調布,調布駅前交番,132080,東京都,調布市,布田２丁目,2019-05-04,23,道路上,男性,20歳代,あり
窃盗,ひったくり,調布,調布駅前交番,132080,東京都,調布市,布田２丁目,2019-06-25,11,道路上,男性,50歳代,あり
窃盗,ひったくり,調布,飛田給駅前交番,132080,東京都,調布市,上石原３丁目,2019-05-24,22,道路上,男性,20歳代,なし
窃盗,ひったくり,小平,鷹の台駅前交番,132110,東京都,小平市,上水本町１丁目,2019-11-23,14,道路上,女性,65-69歳,あり
