罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2022/5/19,19,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,昭島,多摩大橋交番,132071,東京都,昭島市,中神町３丁目,2022/5/19,21,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,昭島,大神駐在所,132071,東京都,昭島市,田中町４丁目,2022/4/20,13,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,昭島,東中神駅前交番,132071,東京都,昭島市,もくせいの杜２丁目,2022/9/18,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,立川,砂川八番交番,132021,東京都,立川市,幸町３丁目,2022/11/9,0,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,立川,砂川八番交番,132021,東京都,立川市,幸町５丁目,2022/3/7,19,一戸建住宅,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,立川,錦町交番,132021,東京都,立川市,錦町１丁目,2022/7/23,8,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,府中,本宿交番,132063,東京都,府中市,本宿町４丁目,2022/12/15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,田無,保谷駅前交番,132292,東京都,西東京市,東町３丁目,2022/10/21,2,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東村山,東村山駅前交番,132136,東京都,東村山市,野口町３丁目,2022/11/15,19,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東村山,秋津駅前交番,132136,東京都,東村山市,秋津町１丁目,2022/11/30,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,武蔵野,東町駐在所,132039,東京都,武蔵野市,吉祥寺東町２丁目,2022/2/11,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,三鷹,新川交番,132047,東京都,三鷹市,牟礼５丁目,2022/1/20,17,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,調布,飛田給駅前交番,132080,東京都,調布市,富士見町４丁目,2022/12/21,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
