罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住５丁目,2018-07-11,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川１丁目,2018-11-20,13,道路上,あり
窃盗,自動販売機ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川８丁目,2018-12-19,17,その他,あり
窃盗,自動販売機ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里３丁目,2018-12-20,15,その他,あり
窃盗,自動販売機ねらい,千住,北千住駅西口交番,131211,東京都,足立区,千住中居町,2018-12-21,16,道路上,あり
窃盗,自動販売機ねらい,千住,桜木町交番,131211,東京都,足立区,千住元町,2018-05-22,20,その他,あり
窃盗,自動販売機ねらい,千住,桜木町交番,131211,東京都,足立区,千住桜木２丁目,2018-10-23,13,その他,あり
窃盗,自動販売機ねらい,千住,緑町交番,131211,東京都,足立区,千住緑町２丁目,2018-12-17,09,道路上,あり
窃盗,自動販売機ねらい,西新井,大師前交番,131211,東京都,足立区,西新井６丁目,2018-12-24,11,その他,あり
窃盗,自動販売機ねらい,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2018-07-06,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2017-12-30,18,その他,あり
窃盗,自動販売機ねらい,西新井,関原三丁目交番,131211,東京都,足立区,関原３丁目,2018-11-01,08,その他,あり
窃盗,自動販売機ねらい,西新井,本木交番,131211,東京都,足立区,西新井本町４丁目,2018-06-16,12,道路上,あり
窃盗,自動販売機ねらい,西新井,江北交番,131211,東京都,足立区,江北４丁目,2018-07-05,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,西新井,島根交番,131211,東京都,足立区,栗原１丁目,2018-11-06,12,その他,あり
窃盗,自動販売機ねらい,西新井,島根交番,131211,東京都,足立区,六月１丁目,2018-09-12,13,その他,なし
窃盗,自動販売機ねらい,西新井,扇交番,131211,東京都,足立区,扇２丁目,2018-04-29,13,その他,なし
窃盗,自動販売機ねらい,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬１丁目,2018-01-13,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,綾瀬,中央本町交番,131211,東京都,足立区,一ツ家１丁目,2018-08-09,14,その他,あり
窃盗,自動販売機ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野３丁目,2018-09-06,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,綾瀬,神明交番,131211,東京都,足立区,神明１丁目,2018-03-02,22,その他,なし
窃盗,自動販売機ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,加平３丁目,2018-02-26,11,その他,なし
窃盗,自動販売機ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,加平３丁目,2018-02-28,15,その他,なし
窃盗,自動販売機ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,六町３丁目,2018-03-02,11,その他,なし
窃盗,自動販売機ねらい,竹の塚,花畑北駐在所,131211,東京都,足立区,花畑８丁目,2018-08-13,17,その他,あり
窃盗,自動販売機ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑４丁目,2018-03-01,11,その他,なし
窃盗,自動販売機ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興３丁目,2018-02-27,20,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷４丁目,2018-03-07,08,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2018-03-19,08,その他,あり
窃盗,自動販売機ねらい,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興１丁目,2018-10-01,18,その他,あり
窃盗,自動販売機ねらい,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興２丁目,2018-03-27,18,その他,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島１丁目,2018-09-13,11,道路上,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島２丁目,2018-06-16,14,その他,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島２丁目,2018-06-18,20,その他,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島２丁目,2018-06-20,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島３丁目,2018-06-19,10,その他,あり
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2018-07-11,23,その他,なし
窃盗,自動販売機ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2018-06-14,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2018-07-04,21,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2018-07-09,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸３丁目,2018-07-09,23,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸１丁目,2018-06-16,00,その他,あり
窃盗,自動販売機ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2018-06-20,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸４丁目,2018-06-29,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸６丁目,2018-07-05,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,立川４丁目,2018-12-09,20,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,立川４丁目,2018-12-09,23,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,江東橋交番,131075,東京都,墨田区,江東橋１丁目,2018-06-28,10,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,江東橋交番,131075,東京都,墨田区,緑２丁目,2018-12-09,08,その他,なし
窃盗,自動販売機ねらい,本所,江東橋交番,131075,東京都,墨田区,緑３丁目,2018-07-09,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,江東橋交番,131075,東京都,墨田区,緑３丁目,2018-07-09,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2017-04-11,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2018-07-10,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2018-12-07,14,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2018-07-03,05,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2018-07-10,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,太平２丁目,2018-12-09,19,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,横川交番,131075,東京都,墨田区,太平２丁目,2018-07-09,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,横川交番,131075,東京都,墨田区,太平３丁目,2018-07-05,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平１丁目,2018-07-11,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,吾妻橋交番,131075,東京都,墨田区,東駒形４丁目,2018-06-22,16,その他,あり
窃盗,自動販売機ねらい,本所,石原三丁目交番,131075,東京都,墨田区,石原２丁目,2018-06-27,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,石原三丁目交番,131075,東京都,墨田区,石原４丁目,2018-12-09,15,駐車（輪）場,なし
窃盗,自動販売機ねらい,本所,石原三丁目交番,131075,東京都,墨田区,本所４丁目,2018-06-23,21,その他,あり
窃盗,自動販売機ねらい,本所,言問交番,131075,東京都,墨田区,吾妻橋１丁目,2018-07-11,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,向島,京島二丁目交番,131075,東京都,墨田区,文花１丁目,2018-07-20,19,その他,あり
窃盗,自動販売機ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2018-10-27,11,その他,あり
窃盗,自動販売機ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋１丁目,2018-07-25,22,駐車（輪）場,あり
窃盗,自動販売機ねらい,亀有,青戸交番,131229,東京都,葛飾区,青戸７丁目,2018-04-04,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町４丁目,2018-08-25,18,その他,あり
窃盗,自動販売機ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町４丁目,2018-09-13,16,その他,あり
窃盗,自動販売機ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2018-09-01,01,その他,あり
窃盗,自動販売機ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町３丁目,2018-11-30,13,道路上,あり
窃盗,自動販売機ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2018-08-20,10,その他,あり
窃盗,自動販売機ねらい,小松川,小松川四丁目交番,131237,東京都,江戸川区,小松川３丁目,2018-07-11,19,道路上,あり
窃盗,自動販売機ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井６丁目,2018-07-11,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井６丁目,2018-07-11,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,小松川,平井七丁目交番,131237,東京都,江戸川区,平井６丁目,2018-03-01,18,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町７丁目,2018-03-06,13,道路上,あり
窃盗,自動販売機ねらい,小岩,南小岩交番,131237,東京都,江戸川区,南小岩４丁目,2018-06-23,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,北小岩二丁目交番,131237,東京都,江戸川区,北小岩２丁目,2018-08-24,11,その他,なし
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2018-01-16,13,その他,あり
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎２丁目,2018-06-29,20,その他,あり
窃盗,自動販売機ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西１丁目,2018-04-15,12,その他,なし
窃盗,自動販売機ねらい,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2018-09-13,18,道路上,なし
窃盗,自動販売機ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2018-08-29,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2018-01-24,14,道路上,なし
窃盗,自動販売機ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2018-12-11,12,その他,あり
窃盗,自動販売機ねらい,多摩中央,若葉台駅前交番,132250,東京都,稲城市,若葉台２丁目,2018-11-14,08,その他,あり
窃盗,自動販売機ねらい,東大和,けやき通交番,132209,東京都,東大和市,新堀３丁目,2018-01-05,13,その他,あり
窃盗,自動販売機ねらい,東大和,奈良橋交番,132209,東京都,東大和市,上北台２丁目,2016-01-15,01,駐車（輪）場,なし
窃盗,自動販売機ねらい,東大和,残堀駐在所,132233,東京都,武蔵村山市,残堀１丁目,2018-05-07,11,その他,なし
窃盗,自動販売機ねらい,青梅,新町交番,132055,東京都,青梅市,新町８丁目,2018-08-17,17,道路上,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2018-03-26,11,その他,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2018-04-21,10,その他,あり
窃盗,自動販売機ねらい,福生,内出交番,132187,東京都,福生市,大字熊川,2018-12-23,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2018-01-20,19,その他,なし
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2018-03-13,11,道路上,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2017-12-22,16,その他,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2017-12-27,13,その他,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2017-12-28,11,その他,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2018-02-05,19,その他,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2018-06-04,19,その他,あり
窃盗,自動販売機ねらい,福生,元狭山駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2018-02-05,17,その他,あり
窃盗,自動販売機ねらい,福生,元狭山駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2018-03-07,20,その他,あり
窃盗,自動販売機ねらい,福生,菅生駐在所,132284,東京都,あきる野市,瀬戸岡,2018-12-14,01,道路上,あり
窃盗,自動販売機ねらい,福生,油平駐在所,132284,東京都,あきる野市,下代継,2017-12-08,20,道路上,なし
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2018-05-15,22,その他,なし
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,東町,2018-05-05,20,その他,なし
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2018-01-10,18,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町２丁目,2018-04-12,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,横山町,2018-05-08,11,その他,あり
窃盗,自動販売機ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-05-12,10,その他,なし
窃盗,自動販売機ねらい,町田,中町交番,132098,東京都,町田市,森野６丁目,2018-11-08,13,道路上,あり
窃盗,自動販売機ねらい,町田,原町田交番,132098,東京都,町田市,原町田６丁目,2018-08-26,14,その他,あり
窃盗,自動販売機ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間３丁目,2018-10-24,17,その他,あり
窃盗,自動販売機ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-04-19,00,その他,なし
窃盗,自動販売機ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-10-05,13,駐車（輪）場,なし
窃盗,自動販売機ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野２丁目,2018-11-24,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井５丁目,2018-07-25,18,道路上,なし
窃盗,自動販売機ねらい,町田,忠生地区交番,132098,東京都,町田市,根岸２丁目,2018-02-28,16,その他,なし
窃盗,自動販売機ねらい,日野,日野駅前交番,132128,東京都,日野市,大字日野,2018-12-12,12,道路上,あり
窃盗,自動販売機ねらい,昭島,小荷田交番,132071,東京都,昭島市,拝島町２丁目,2018-01-20,15,その他,あり
窃盗,自動販売機ねらい,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2018-11-29,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,立川,錦町交番,132021,東京都,立川市,錦町１丁目,2018-02-09,18,その他,あり
窃盗,自動販売機ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町２丁目,2018-12-21,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,立川,富士塚交番,132021,東京都,立川市,富士見町１丁目,2018-11-30,12,その他,あり
窃盗,自動販売機ねらい,立川,富士塚交番,132021,東京都,立川市,富士見町１丁目,2018-12-07,12,その他,あり
窃盗,自動販売機ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2017-12-22,13,その他,あり
窃盗,自動販売機ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町３丁目,2018-02-09,14,その他,あり
窃盗,自動販売機ねらい,立川,谷保交番,132152,東京都,国立市,青柳,2018-06-12,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,立川,砂川四番交番,132021,東京都,立川市,泉町,2018-09-21,11,道路上,あり
窃盗,自動販売機ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町４丁目,2018-11-15,10,その他,あり
窃盗,自動販売機ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町３丁目,2018-08-11,17,その他,あり
窃盗,自動販売機ねらい,府中,栄町交番,132063,東京都,府中市,幸町２丁目,2018-10-29,13,その他,あり
窃盗,自動販売機ねらい,府中,本宿交番,132063,東京都,府中市,本宿町４丁目,2018-02-16,18,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,寿町２丁目,2018-04-23,12,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,栄町３丁目,2018-04-01,15,その他,あり
窃盗,自動販売機ねらい,府中,車返団地駐在所,132063,東京都,府中市,押立町１丁目,2018-11-28,22,その他,あり
窃盗,自動販売機ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町４丁目,2018-12-17,09,その他,あり
窃盗,自動販売機ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,東町４丁目,2018-04-06,11,その他,あり
窃盗,自動販売機ねらい,小金井,貫井南町交番,132101,東京都,小金井市,貫井南町３丁目,2018-03-13,12,その他,あり
窃盗,自動販売機ねらい,小金井,恋ケ窪駅前交番,132144,東京都,国分寺市,並木町３丁目,2018-09-25,13,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町５丁目,2018-01-19,07,道路上,あり
窃盗,自動販売機ねらい,田無,柳沢駅前交番,132292,東京都,西東京市,保谷町５丁目,2018-01-23,10,その他,あり
窃盗,自動販売機ねらい,田無,柳沢駅前交番,132292,東京都,西東京市,柳沢５丁目,2018-01-09,13,道路上,あり
窃盗,自動販売機ねらい,田無,南沢交番,132225,東京都,東久留米市,幸町２丁目,2018-04-16,10,道路上,あり
窃盗,自動販売機ねらい,田無,前沢交番,132225,東京都,東久留米市,下里１丁目,2018-04-15,13,道路上,あり
窃盗,自動販売機ねらい,田無,ひばりが丘駅前交番,132292,東京都,西東京市,ひばりが丘２丁目,2018-04-13,23,道路上,なし
窃盗,自動販売機ねらい,田無,下保谷駐在所,132292,東京都,西東京市,北町２丁目,2018-11-16,20,その他,あり
窃盗,自動販売機ねらい,田無,下保谷駐在所,132292,東京都,西東京市,北町２丁目,2018-11-16,23,その他,あり
窃盗,自動販売機ねらい,田無,東久留米駅前交番,132225,東京都,東久留米市,上の原２丁目,2018-07-27,00,その他,あり
窃盗,自動販売機ねらい,東村山,久米川駅前交番,132136,東京都,東村山市,栄町２丁目,2018-12-14,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,東村山,久米川駐在所,132136,東京都,東村山市,久米川町４丁目,2018-04-10,16,道路上,あり
窃盗,自動販売機ねらい,東村山,旭が丘交番,132217,東京都,清瀬市,下宿３丁目,2018-05-18,13,その他,あり
窃盗,自動販売機ねらい,東村山,旭が丘交番,132217,東京都,清瀬市,下宿３丁目,2018-06-16,22,その他,あり
窃盗,自動販売機ねらい,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺本町２丁目,2018-09-30,23,その他,あり
窃盗,自動販売機ねらい,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺南町２丁目,2018-05-10,13,その他,あり
窃盗,自動販売機ねらい,武蔵野,三鷹駅北口交番,132039,東京都,武蔵野市,西久保２丁目,2018-09-30,10,その他,あり
窃盗,自動販売機ねらい,武蔵野,武蔵境駅南口交番,132039,東京都,武蔵野市,境南町２丁目,2018-04-14,17,その他,あり
窃盗,自動販売機ねらい,三鷹,三鷹駅前交番,132047,東京都,三鷹市,下連雀３丁目,2018-04-03,11,道路上,あり
窃盗,自動販売機ねらい,三鷹,野崎交番,132047,東京都,三鷹市,野崎１丁目,2018-03-07,17,その他,あり
窃盗,自動販売機ねらい,調布,布田交番,132080,東京都,調布市,染地２丁目,2018-12-01,23,その他,あり
窃盗,自動販売機ねらい,調布,仙川交番,132080,東京都,調布市,仙川町２丁目,2018-02-18,16,その他,なし
窃盗,自動販売機ねらい,調布,仙川交番,132080,東京都,調布市,仙川町２丁目,2018-12-15,02,駐車（輪）場,あり
窃盗,自動販売機ねらい,調布,仙川交番,132080,東京都,調布市,若葉町１丁目,2018-04-29,10,その他,あり
窃盗,自動販売機ねらい,調布,京王多摩川駅前交番,132080,東京都,調布市,多摩川７丁目,2018-12-05,16,その他,あり
窃盗,自動販売機ねらい,調布,植物公園前駐在所,132080,東京都,調布市,深大寺北町１丁目,2018-08-09,13,その他,あり
窃盗,自動販売機ねらい,調布,小覚交番,132080,東京都,調布市,入間町２丁目,2018-05-12,19,その他,あり
窃盗,自動販売機ねらい,調布,小覚交番,132080,東京都,調布市,入間町２丁目,2018-05-12,21,その他,あり
窃盗,自動販売機ねらい,調布,小覚交番,132080,東京都,調布市,入間町２丁目,2018-11-23,10,道路上,あり
窃盗,自動販売機ねらい,調布,飛田給駅前交番,132080,東京都,調布市,上石原２丁目,2018-01-03,03,その他,あり
窃盗,自動販売機ねらい,調布,飛田給駅前交番,132080,東京都,調布市,飛田給３丁目,2018-11-28,22,その他,あり
