罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,東京空港,第２ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2022/10/17,6,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三宿交番,131121,東京都,世田谷区,三宿１丁目,2022/2/14,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2021/12/10,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2022/4/26,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2022/2/25,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2022/12/10,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂３丁目,2022/4/16,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2022/2/14,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2022/2/14,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2022/3/23,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三宿２丁目,2022/8/10,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,下馬３丁目,2022/2/26,12,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,野沢４丁目,2022/2/21,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷４丁目,2022/4/1,9,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷４丁目,2022/5/20,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,弦巻５丁目,2022/3/5,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2022/3/9,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,桜木駐在所,131121,東京都,世田谷区,桜１丁目,2022/6/26,22,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,三軒茶屋２丁目,2022/3/15,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林２丁目,2022/10/7,6,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林４丁目,2022/1/15,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林５丁目,2022/10/4,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢２丁目,2022/8/30,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢３丁目,2022/10/11,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2022/1/10,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2022/9/30,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2021/12/17,7,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2021/12/20,7,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2021/12/23,7,道路上,その他,施錠せず,なし
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2022/4/20,9,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂５丁目,2022/9/28,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,羽根木交番,131121,東京都,世田谷区,大原１丁目,2022/8/31,6,道路上,その他,施錠せず,あり
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤３丁目,2022/1/29,8,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,豪徳寺２丁目,2022/2/17,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,北沢,赤松交番,131121,東京都,世田谷区,赤堤４丁目,2022/3/30,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町２丁目,2022/3/10,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町５丁目,2022/11/19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川１丁目,2022/1/24,7,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川３丁目,2022/1/3,6,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢５丁目,2022/5/30,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,尾山台３丁目,2022/9/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力８丁目,2022/9/19,7,道路上,その他,施錠せず,あり
窃盗,車上ねらい,玉川,尾山台駐在所,131121,東京都,世田谷区,玉堤１丁目,2022/1/27,20,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,桜新町２丁目,2022/9/14,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,桜新町２丁目,2022/9/27,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢１丁目,2022/4/30,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢５丁目,2022/2/9,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2022/9/25,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,等々力１丁目,2022/4/10,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛１丁目,2022/7/23,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,桜上水５丁目,2022/9/21,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,成城,上祖師谷駐在所,131121,東京都,世田谷区,上祖師谷４丁目,2022/2/8,10,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2022/3/16,7,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見１丁目,2022/1/27,11,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧１丁目,2022/9/6,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本１丁目,2022/6/11,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本１丁目,2022/11/25,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本３丁目,2022/9/11,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本３丁目,2022/11/28,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,成城,東宝前交番,131121,東京都,世田谷区,喜多見５丁目,2022/2/16,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2022/9/12,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2022/9/25,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷５丁目,2022/11/12,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,千歳台２丁目,2022/11/12,19,その他,その他,施錠せず,なし
窃盗,車上ねらい,成城,給田交番,131121,東京都,世田谷区,北烏山９丁目,2022/7/27,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,成城,船橋交番,131121,東京都,世田谷区,八幡山１丁目,2022/1/13,12,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,船橋交番,131121,東京都,世田谷区,八幡山２丁目,2022/5/24,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,宇奈根３丁目,2022/5/25,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田３丁目,2022/3/19,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,下目黒１丁目,2022/11/3,12,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,下目黒２丁目,2022/5/28,8,その他,その他,施錠せず,あり
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,目黒１丁目,2022/11/3,12,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒１丁目,2022/4/27,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒１丁目,2022/8/31,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2022/3/28,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2022/5/5,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2022/10/5,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2022/11/28,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,大橋１丁目,2022/2/6,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,東山３丁目,2022/3/19,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,油面交番,131105,東京都,目黒区,下目黒５丁目,2022/7/27,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,目黒,油面交番,131105,東京都,目黒区,中目黒５丁目,2022/3/25,11,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,油面交番,131105,東京都,目黒区,中目黒５丁目,2022/6/3,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,五本木１丁目,2022/3/19,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,五本木３丁目,2022/7/27,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,中町２丁目,2022/2/9,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,祐天寺２丁目,2022/5/3,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番２丁目,2022/7/23,1,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷４丁目,2022/11/10,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,本町二丁目交番,131105,東京都,目黒区,目黒本町３丁目,2022/5/25,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,東が丘駐在所,131105,東京都,目黒区,東が丘２丁目,2022/4/26,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,柿の木坂交番,131105,東京都,目黒区,柿の木坂２丁目,2022/6/3,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,緑が丘交番,131105,東京都,目黒区,緑が丘１丁目,2022/2/11,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,緑が丘交番,131105,東京都,目黒区,緑が丘１丁目,2022/11/19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,碑文谷,緑が丘交番,131105,東京都,目黒区,緑が丘３丁目,2022/11/15,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,碑文谷,自由が丘交番,131105,東京都,目黒区,自由が丘１丁目,2022/4/13,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105,東京都,目黒区,中根２丁目,2022/3/1,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2022/1/4,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2022/4/20,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2022/6/24,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,神山町,2022/2/22,7,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2022/5/2,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,常磐松交番,131130,東京都,渋谷区,渋谷４丁目,2022/5/26,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,渋谷,恵比寿四丁目交番,131130,東京都,渋谷区,恵比寿１丁目,2022/1/20,不明,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,渋谷,恵比寿四丁目交番,131130,東京都,渋谷区,恵比寿４丁目,2022/1/31,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿１丁目,2022/4/2,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,渋谷,東交番,131130,東京都,渋谷区,東１丁目,2022/5/18,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂１丁目,2022/5/3,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂１丁目,2022/5/4,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,神宮前５丁目,2022/1/23,8,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,神宮前６丁目,2022/12/8,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,松濤２丁目,2022/2/21,9,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2022/3/20,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,鉢山交番,131130,東京都,渋谷区,桜丘町,2022/2/12,7,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/4/2,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/2/16,8,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/2/21,16,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/2/21,8,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/8/8,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/4/17,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/5/22,3,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/1/14,9,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/5/16,21,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/11/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/9/13,22,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/9/13,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2022/12/22,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/5/22,4,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/6/17,3,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/3/16,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/11/4,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/2/3,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/5/3,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷２丁目,2022/9/17,3,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,元代々木町,2022/6/3,8,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,代々木５丁目,2022/6/6,1,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,代々木５丁目,2022/6/22,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,代々木５丁目,2022/12/10,2,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,初台１丁目,2022/7/8,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2022/5/18,16,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2022/4/4,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷３丁目,2022/3/11,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2022/2/14,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2022/6/19,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚２丁目,2022/9/21,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛込,大曲交番,131041,東京都,新宿区,新小川町,2022/2/4,15,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛込,柳町交番,131041,東京都,新宿区,弁天町,2022/6/9,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,若松町,2022/8/18,14,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,牛込,馬場下交番,131041,東京都,新宿区,早稲田町,2021/12/31,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿２丁目,2022/1/31,19,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2022/1/22,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2022/6/18,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2022/9/25,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2022/6/4,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2022/8/5,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保３丁目,2022/5/12,8,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿６丁目,2022/8/1,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2022/11/19,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿８丁目,2022/5/14,16,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2022/1/27,9,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2022/2/21,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2022/10/27,17,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2022/5/6,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2022/6/25,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2022/9/17,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2017/4/18,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2022/7/22,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿７丁目,2022/11/16,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2022/4/5,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2022/6/24,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/4/22,23,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/4/25,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/7/2,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/10/1,13,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/10/1,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,百人町３丁目,2022/5/12,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿６丁目,2021/12/30,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿６丁目,2022/10/29,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022/1/10,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022/2/21,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022/6/13,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
