罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2019-03-04,00,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺交番,131156,東京都,杉並区,和田３丁目,2019-02-28,09,道路上,あり
窃盗,自動販売機ねらい,杉並,高円寺交番,131156,東京都,杉並区,和田３丁目,2019-06-20,11,道路上,あり
窃盗,自動販売機ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2018-11-08,10,道路上,あり
窃盗,自動販売機ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2018-11-14,10,道路上,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北３丁目,2019-03-11,08,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北３丁目,2019-03-12,10,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北３丁目,2019-03-18,09,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北４丁目,2019-07-05,14,道路上,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南４丁目,2019-07-10,19,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷北交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-05-06,08,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-02-05,12,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-02-05,18,道路上,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-04-27,13,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2019-05-17,18,道路上,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2019-07-02,16,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南３丁目,2019-02-27,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2019-06-05,16,道路上,あり
窃盗,自動販売機ねらい,高井戸,久我山交番,131156,東京都,杉並区,久我山１丁目,2019-03-18,12,その他,あり
窃盗,自動販売機ねらい,高井戸,久我山交番,131156,東京都,杉並区,宮前５丁目,2019-03-23,22,その他,あり
窃盗,自動販売機ねらい,高井戸,下高井戸交番,131156,東京都,杉並区,下高井戸２丁目,2019-11-15,12,道路上,あり
窃盗,自動販売機ねらい,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸１丁目,2019-11-13,15,その他,あり
窃盗,自動販売機ねらい,高井戸,浜田山交番,131156,東京都,杉並区,高井戸東３丁目,2019-09-05,02,その他,あり
窃盗,自動販売機ねらい,高井戸,浜田山交番,131156,東京都,杉並区,高井戸東３丁目,2019-09-17,22,その他,あり
窃盗,自動販売機ねらい,高井戸,浜田山交番,131156,東京都,杉並区,浜田山３丁目,2019-03-12,12,その他,あり
窃盗,自動販売機ねらい,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北２丁目,2019-09-24,11,道路上,あり
窃盗,自動販売機ねらい,荻窪,荻窪五丁目交番,131156,東京都,杉並区,南荻窪１丁目,2019-10-01,23,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2019-04-30,08,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2019-05-02,07,その他,なし
窃盗,自動販売機ねらい,荻窪,天沼交番,131156,東京都,杉並区,天沼２丁目,2019-05-06,09,道路上,あり
窃盗,自動販売機ねらい,荻窪,天沼交番,131156,東京都,杉並区,本天沼３丁目,2019-08-16,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草２丁目,2019-04-26,00,その他,なし
窃盗,自動販売機ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草２丁目,2019-05-26,20,その他,あり
窃盗,自動販売機ねらい,荻窪,神明駐在所,131156,東京都,杉並区,南荻窪２丁目,2018-12-01,11,その他,あり
窃盗,自動販売機ねらい,大塚,護国寺前交番,131059,東京都,文京区,音羽２丁目,2019-06-06,10,その他,あり
窃盗,自動販売機ねらい,大塚,江戸川橋交番,131059,東京都,文京区,小日向１丁目,2019-09-06,17,道路上,あり
窃盗,自動販売機ねらい,本富士,本郷交番,131059,東京都,文京区,本郷４丁目,2019-01-25,17,その他,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨１丁目,2019-07-17,12,道路上,あり
窃盗,自動販売機ねらい,巣鴨,駒込駅前交番,131164,東京都,豊島区,駒込１丁目,2019-05-11,14,道路上,あり
窃盗,自動販売機ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨２丁目,2019-07-15,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2019-04-10,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,北大塚３丁目,2019-07-11,11,その他,あり
窃盗,自動販売機ねらい,池袋,六つ又交番,131164,東京都,豊島区,上池袋２丁目,2019-05-19,16,その他,あり
窃盗,自動販売機ねらい,池袋,六つ又交番,131164,東京都,豊島区,東池袋１丁目,2019-01-08,06,道路上,あり
窃盗,自動販売機ねらい,池袋,六つ又交番,131164,東京都,豊島区,東池袋１丁目,2019-05-21,12,道路上,あり
窃盗,自動販売機ねらい,池袋,六つ又交番,131164,東京都,豊島区,東池袋１丁目,2019-07-14,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,池袋,池袋二又交番,131164,東京都,豊島区,西池袋１丁目,2019-03-29,12,道路上,あり
窃盗,自動販売機ねらい,池袋,池袋二又交番,131164,東京都,豊島区,西池袋３丁目,2019-01-23,13,道路上,あり
窃盗,自動販売機ねらい,池袋,池袋二又交番,131164,東京都,豊島区,西池袋３丁目,2019-01-28,14,その他,あり
窃盗,自動販売機ねらい,池袋,池袋本町交番,131164,東京都,豊島区,池袋本町２丁目,2019-01-16,11,道路上,あり
窃盗,自動販売機ねらい,池袋,池袋本町交番,131164,東京都,豊島区,池袋本町３丁目,2019-05-12,17,その他,あり
窃盗,自動販売機ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-01-21,06,道路上,あり
窃盗,自動販売機ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-01-21,06,駐車（輪）場,あり
窃盗,自動販売機ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-06-06,10,その他,なし
窃盗,自動販売機ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,南池袋１丁目,2018-12-08,17,その他,なし
窃盗,自動販売機ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋３丁目,2019-02-01,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋２丁目,2019-04-30,15,その他,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2019-01-12,07,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2019-04-30,07,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2019-01-21,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2019-05-12,00,その他,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋本町１丁目,2019-04-03,02,道路上,あり
窃盗,自動販売機ねらい,池袋,東池袋交番,131164,東京都,豊島区,東池袋１丁目,2019-05-31,12,道路上,あり
窃盗,自動販売機ねらい,池袋,東池袋交番,131164,東京都,豊島区,東池袋２丁目,2019-05-04,09,その他,あり
窃盗,自動販売機ねらい,池袋,東池袋交番,131164,東京都,豊島区,東池袋３丁目,2019-10-23,08,その他,あり
窃盗,自動販売機ねらい,目白,目白駅前交番,131164,東京都,豊島区,西池袋２丁目,2019-01-22,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,目白,目白駅前交番,131164,東京都,豊島区,西池袋２丁目,2019-02-24,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,目白,目白駅前交番,131164,東京都,豊島区,目白５丁目,2019-09-03,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎４丁目,2019-01-21,不明,その他,あり
窃盗,自動販売機ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎５丁目,2019-07-03,09,道路上,あり
窃盗,自動販売機ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎５丁目,2019-09-24,09,道路上,あり
窃盗,自動販売機ねらい,目白,要町交番,131164,東京都,豊島区,千早１丁目,2019-07-12,11,その他,あり
窃盗,自動販売機ねらい,目白,千川交番,131164,東京都,豊島区,千川１丁目,2019-04-27,10,その他,あり
窃盗,自動販売機ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2019-07-15,13,道路上,あり
窃盗,自動販売機ねらい,滝野川,西ケ原交番,131172,東京都,北区,中里３丁目,2019-06-05,12,道路上,あり
窃盗,自動販売機ねらい,滝野川,西ケ原交番,131172,東京都,北区,西ケ原１丁目,2019-09-24,15,道路上,あり
窃盗,自動販売機ねらい,滝野川,西ケ原交番,131172,東京都,北区,西ケ原１丁目,2019-10-18,11,道路上,あり
窃盗,自動販売機ねらい,滝野川,田端高台交番,131172,東京都,北区,田端５丁目,2019-06-15,15,その他,あり
窃盗,自動販売機ねらい,滝野川,中里交番,131172,東京都,北区,中里１丁目,2019-09-13,14,道路上,あり
窃盗,自動販売機ねらい,王子,王子駅前交番,131172,東京都,北区,王子２丁目,2019-09-30,13,道路上,あり
窃盗,自動販売機ねらい,王子,王子駅前交番,131172,東京都,北区,王子３丁目,2019-01-20,19,駐車（輪）場,あり
窃盗,自動販売機ねらい,王子,中十条交番,131172,東京都,北区,中十条１丁目,2019-01-25,17,道路上,あり
窃盗,自動販売機ねらい,王子,十条仲原交番,131172,東京都,北区,上十条３丁目,2019-09-06,18,その他,あり
窃盗,自動販売機ねらい,王子,十条仲原交番,131172,東京都,北区,東十条５丁目,2019-07-19,08,道路上,あり
窃盗,自動販売機ねらい,王子,十条駅前交番,131172,東京都,北区,上十条２丁目,2019-07-08,10,道路上,あり
窃盗,自動販売機ねらい,王子,十条駅前交番,131172,東京都,北区,上十条３丁目,2019-09-01,03,その他,あり
窃盗,自動販売機ねらい,王子,十条駅前交番,131172,東京都,北区,上十条３丁目,2019-10-02,03,その他,あり
窃盗,自動販売機ねらい,王子,王子本町交番,131172,東京都,北区,中十条１丁目,2019-03-06,15,その他,あり
窃盗,自動販売機ねらい,赤羽,岩淵交番,131172,東京都,北区,赤羽３丁目,2019-06-14,08,道路上,あり
窃盗,自動販売機ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷１丁目,2019-08-01,12,その他,あり
窃盗,自動販売機ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷２丁目,2019-09-11,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,赤羽,赤羽西交番,131172,東京都,北区,赤羽西４丁目,2019-11-21,12,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2019-01-14,09,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2019-01-21,11,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2019-01-25,08,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2019-12-02,12,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋３丁目,2019-09-21,16,道路上,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋４丁目,2019-12-28,14,その他,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,大山金井町,2018-12-24,10,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,大山金井町,2018-12-28,13,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,大山金井町,2019-01-15,13,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,大山金井町,2019-01-22,15,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,大山金井町,2019-01-31,13,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-01-07,09,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-01-16,14,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-09-21,11,その他,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-09-26,11,その他,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2019-02-02,13,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,南町,2019-01-27,13,道路上,あり
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,南町,2019-09-12,13,その他,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2018-12-29,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2019-07-17,16,道路上,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,仲宿,2019-08-13,23,道路上,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,氷川町,2019-01-20,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,板橋,大山町交番,131199,東京都,板橋区,大山金井町,2019-03-28,12,道路上,あり
窃盗,自動販売機ねらい,板橋,大山町交番,131199,東京都,板橋区,大山町,2019-09-27,11,道路上,あり
窃盗,自動販売機ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2019-09-28,08,道路上,あり
窃盗,自動販売機ねらい,板橋,常盤台交番,131199,東京都,板橋区,南常盤台１丁目,2019-09-01,02,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋１丁目,2019-09-26,16,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋３丁目,2019-08-27,10,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋３丁目,2019-09-12,不明,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2019-10-01,15,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2019-10-02,10,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2019-10-02,14,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2019-10-07,12,その他,なし
窃盗,自動販売機ねらい,志村,坂下交番,131199,東京都,板橋区,坂下２丁目,2019-05-23,20,道路上,あり
窃盗,自動販売機ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2019-09-09,11,その他,あり
窃盗,自動販売機ねらい,志村,前野町交番,131199,東京都,板橋区,前野町１丁目,2019-09-14,10,道路上,あり
窃盗,自動販売機ねらい,練馬,豊玉交番,131202,東京都,練馬区,豊玉北５丁目,2019-09-28,21,道路上,あり
窃盗,自動販売機ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2019-09-19,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2019-09-30,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2019-08-29,11,その他,あり
窃盗,自動販売機ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2019-10-01,08,その他,あり
窃盗,自動販売機ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井２丁目,2019-09-17,12,その他,あり
窃盗,自動販売機ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2019-09-07,04,その他,なし
窃盗,自動販売機ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井１丁目,2019-07-02,05,その他,あり
窃盗,自動販売機ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2019-09-07,04,その他,あり
窃盗,自動販売機ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台３丁目,2019-10-02,00,その他,あり
窃盗,自動販売機ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2019-09-21,08,その他,あり
窃盗,自動販売機ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平９丁目,2019-08-03,22,道路上,あり
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2019-07-09,12,その他,あり
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2019-09-03,08,その他,あり
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2019-09-23,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚１丁目,2019-09-25,09,その他,あり
窃盗,自動販売機ねらい,光が丘,田柄交番,131202,東京都,練馬区,北町７丁目,2019-07-09,12,その他,あり
窃盗,自動販売機ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田１丁目,2019-04-24,22,その他,あり
窃盗,自動販売機ねらい,光が丘,高松駐在所,131202,東京都,練馬区,高松２丁目,2019-11-14,06,その他,なし
窃盗,自動販売機ねらい,上野,台東交番,131067,東京都,台東区,台東３丁目,2019-11-13,11,道路上,あり
窃盗,自動販売機ねらい,上野,御徒町交番,131067,東京都,台東区,東上野１丁目,2019-07-17,09,その他,あり
窃盗,自動販売機ねらい,上野,公園前交番,131067,東京都,台東区,上野４丁目,2019-07-05,11,道路上,あり
窃盗,自動販売機ねらい,上野,上野駅交番,131067,東京都,台東区,上野７丁目,2019-02-10,16,その他,あり
窃盗,自動販売機ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,下谷２丁目,2019-07-09,08,その他,あり
窃盗,自動販売機ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸２丁目,2019-10-11,10,道路上,あり
窃盗,自動販売機ねらい,下谷,初音交番,131067,東京都,台東区,谷中３丁目,2019-01-16,12,その他,あり
窃盗,自動販売機ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2019-07-22,12,その他,あり
窃盗,自動販売機ねらい,浅草,吉原交番,131067,東京都,台東区,千束３丁目,2018-12-26,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,浅草,吉原交番,131067,東京都,台東区,千束４丁目,2019-05-06,08,その他,あり
窃盗,自動販売機ねらい,浅草,聖天町交番,131067,東京都,台東区,浅草６丁目,2019-09-12,17,その他,あり
窃盗,自動販売機ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,元浅草１丁目,2019-07-10,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿４丁目,2019-07-10,11,道路上,あり
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,駒形１丁目,2019-07-13,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,駒形１丁目,2019-07-18,09,その他,あり
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,東日暮里３丁目,2019-01-29,02,その他,あり
窃盗,自動販売機ねらい,荒川,日暮里駅前交番,131181,東京都,荒川区,西日暮里２丁目,2019-07-16,08,道路上,あり
窃盗,自動販売機ねらい,荒川,日暮里駅前交番,131181,東京都,荒川区,西日暮里２丁目,2019-07-18,09,道路上,あり
窃盗,自動販売機ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里３丁目,2019-08-10,10,道路上,あり
窃盗,自動販売機ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅田７丁目,2019-12-11,08,道路上,あり
窃盗,自動販売機ねらい,西新井,西新井駅前交番,131211,東京都,足立区,梅島３丁目,2019-06-05,09,その他,あり
窃盗,自動販売機ねらい,西新井,宮城交番,131211,東京都,足立区,宮城１丁目,2019-10-17,11,その他,あり
窃盗,自動販売機ねらい,西新井,鹿浜交番,131211,東京都,足立区,鹿浜４丁目,2019-09-09,16,道路上,あり
窃盗,自動販売機ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2019-07-06,05,道路上,あり
窃盗,自動販売機ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2019-06-22,12,その他,あり
窃盗,自動販売機ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2019-07-06,10,道路上,あり
窃盗,自動販売機ねらい,綾瀬,中川交番,131211,東京都,足立区,中川４丁目,2019-07-03,07,その他,あり
窃盗,自動販売機ねらい,綾瀬,弘道交番,131211,東京都,足立区,弘道２丁目,2019-11-20,14,その他,あり
窃盗,自動販売機ねらい,綾瀬,弘道交番,131211,東京都,足立区,西綾瀬２丁目,2019-07-26,14,道路上,あり
窃盗,自動販売機ねらい,綾瀬,中央本町交番,131211,東京都,足立区,保塚町,2019-07-07,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬１丁目,2019-07-15,07,その他,あり
窃盗,自動販売機ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2019-08-05,16,その他,あり
窃盗,自動販売機ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間２丁目,2019-05-14,17,その他,あり
窃盗,自動販売機ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2019-06-24,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2019-07-01,14,その他,あり
窃盗,自動販売機ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2019-07-27,22,道路上,あり
窃盗,自動販売機ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2019-08-16,13,その他,あり
窃盗,自動販売機ねらい,竹の塚,伊興町交番,131211,東京都,足立区,入谷５丁目,2019-04-29,14,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷１丁目,2019-06-29,21,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2019-05-30,07,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2019-06-24,07,道路上,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2019-08-15,07,駐車（輪）場,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2019-05-11,23,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2019-05-28,19,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2019-07-24,02,道路上,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2019-08-27,18,道路上,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-03-26,11,その他,あり
窃盗,自動販売機ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2019-04-17,07,その他,あり
窃盗,自動販売機ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,菊川１丁目,2019-02-13,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2018-12-31,23,駐車（輪）場,あり
窃盗,自動販売機ねらい,向島,京島二丁目交番,131075,東京都,墨田区,文花３丁目,2019-10-28,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町４丁目,2019-10-22,13,道路上,あり
窃盗,自動販売機ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又７丁目,2019-12-06,12,その他,あり
窃盗,自動販売機ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2019-05-15,07,その他,あり
窃盗,自動販売機ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2019-05-02,16,その他,あり
窃盗,自動販売機ねらい,葛飾,宝町交番,131229,東京都,葛飾区,四つ木５丁目,2019-09-23,04,その他,あり
窃盗,自動販売機ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,東立石４丁目,2019-04-20,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2019-01-12,14,その他,あり
窃盗,自動販売機ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩５丁目,2019-09-23,05,その他,あり
窃盗,自動販売機ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江２丁目,2019-04-10,10,道路上,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,谷河内２丁目,2019-04-04,13,道路上,あり
窃盗,自動販売機ねらい,小岩,江戸川交番,131237,東京都,江戸川区,北小岩３丁目,2019-03-22,00,駐車（輪）場,なし
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2019-05-08,10,その他,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀２丁目,2019-10-03,14,道路上,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀３丁目,2019-09-26,15,道路上,あり
窃盗,自動販売機ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2019-05-29,13,その他,あり
窃盗,自動販売機ねらい,葛西,東葛西九丁目駐在所,131237,東京都,江戸川区,東葛西８丁目,2019-05-20,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2019-02-11,20,道路上,なし
窃盗,自動販売機ねらい,葛西,清新町交番,131237,東京都,江戸川区,清新町２丁目,2019-02-07,14,その他,なし
窃盗,自動販売機ねらい,葛西,清新町交番,131237,東京都,江戸川区,清新町２丁目,2019-05-28,15,その他,なし
窃盗,自動販売機ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,絹ケ丘２丁目,2019-11-15,14,その他,あり
窃盗,自動販売機ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2019-03-10,07,その他,あり
