罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2021/12/20,22,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2021/12/31,3,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/2/26,2,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/3/14,19,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/4/2,15,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/5/10,1,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/8/12,3,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/8/14,15,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/8/17,1,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/8/19,23,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/9/19,1,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/10/4,11,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/10/8,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/11/11,0,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2022/12/15,14,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,鶯谷町,2022/3/31,18,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,桜丘町,2021/12/26,12,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,南平台町,2022/6/29,4,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,南平台町,2022/9/28,21,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,鉢山町,2022/3/16,17,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,渋谷,鉢山交番,131130,東京都,渋谷区,鉢山町,2022/5/9,11,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/4/3,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/4/30,22,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/5/6,14,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/5/7,23,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/5/21,8,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/6/17,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/8/15,12,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/8/17,23,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/8/24,14,その他,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/9/8,19,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/9/16,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022/10/26,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2021/12/27,0,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/6/7,12,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/9/16,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/10/14,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/10/29,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/11/2,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2022/2/16,12,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2022/5/7,0,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2022/7/12,17,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/4/17,7,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/4/28,21,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/7/9,1,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/8/6,1,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/9/20,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2022/10/23,22,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/6/25,10,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022/7/6,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/1/3,16,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/1/28,20,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/2/11,13,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/3/3,12,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/3/28,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/5/15,3,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/8/3,0,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/9/7,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/10/4,9,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/10/21,8,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/1/26,14,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/1/31,7,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/3/19,14,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/3/21,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/3/21,2,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/5/12,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2022/11/6,20,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2021/12/24,14,その他,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/3/28,13,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/4/16,12,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/5/27,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/5/30,15,４階建て以上共同住宅,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/10/15,17,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷１丁目,2022/11/4,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2022/3/28,2,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2022/5/1,0,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2022/8/3,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2022/10/28,0,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/2/6,16,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/3/4,0,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/3/22,18,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/3/22,18,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/3/24,22,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/4/11,22,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/5/24,不明,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/6/10,1,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/10/11,17,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/10/14,17,一戸建住宅,その他,65-69歳,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/2/13,20,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/3/1,22,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/3/4,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/6/10,15,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/6/12,11,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/10/16,9,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前４丁目,2022/10/27,0,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前５丁目,2022/6/28,8,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前５丁目,2022/9/11,4,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前５丁目,2022/9/15,23,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前５丁目,2022/10/19,18,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2021/12/26,9,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/5/19,20,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/6/4,9,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/6/25,20,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前６丁目,2022/7/22,17,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町２丁目,2022/4/6,0,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/1/15,16,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/2/8,9,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/2/16,18,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/3/23,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/4/9,23,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/4/10,16,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/5/28,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/7/4,19,その他の住宅（３階建て以下共同住宅等）,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/9/13,16,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2022/9/23,13,一戸建住宅,その他,60-64歳,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/6/29,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/7/24,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/7/31,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/10/14,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/11/1,7,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/11/19,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2022/12/13,14,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原１丁目,2022/1/27,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原１丁目,2022/8/13,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原２丁目,2022/10/23,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原３丁目,2022/3/5,6,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原３丁目,2022/5/22,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原３丁目,2022/12/6,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,大山町,2022/8/20,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,大山町,2022/9/25,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/4/17,1,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/6/6,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/6/18,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/9/16,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/9/24,13,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2022/9/26,17,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原２丁目,2022/1/24,12,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原２丁目,2022/2/7,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原２丁目,2022/3/24,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原３丁目,2022/3/20,8,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原３丁目,2022/6/25,10,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原３丁目,2022/6/30,10,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原３丁目,2022/7/30,11,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原３丁目,2022/11/15,9,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,元代々木町,2022/9/6,17,４階建て以上共同住宅,その他,40歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,上原２丁目,2021/12/29,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,上原２丁目,2022/6/25,7,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,上原２丁目,2022/10/15,14,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,笹塚１丁目,2022/9/12,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,神南２丁目,2022/2/24,7,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/2/25,15,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/3/5,4,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/3/15,7,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/7/24,22,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/8/3,14,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/8/19,6,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/8/20,0,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/9/24,12,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/10/12,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/10/16,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/10/30,21,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/11/19,16,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷２丁目,2021/12/22,9,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷２丁目,2022/1/23,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
