罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,三田,田町駅東口交番,131032,東京都,港区,芝浦１丁目,2019-06-26,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三田,田町駅東口交番,131032,東京都,港区,芝浦４丁目,2019-06-24,09,道路上,施錠せず,なし
窃盗,車上ねらい,三田,海岸通交番,131032,東京都,港区,海岸３丁目,2019-01-05,18,道路上,施錠せず,あり
窃盗,車上ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南２丁目,2019-11-28,18,その他,施錠せず,あり
窃盗,車上ねらい,高輪,白金三光町交番,131032,東京都,港区,白金３丁目,2019-01-28,11,道路上,施錠せず,あり
窃盗,車上ねらい,高輪,白金三光町交番,131032,東京都,港区,白金３丁目,2019-10-01,01,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,高輪,白金三光町交番,131032,東京都,港区,白金４丁目,2019-09-20,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高輪,清正公前交番,131032,東京都,港区,白金１丁目,2019-04-26,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,麻布,一之橋交番,131032,東京都,港区,麻布十番３丁目,2019-04-26,14,道路上,施錠せず,なし
窃盗,車上ねらい,麻布,一之橋交番,131032,東京都,港区,麻布台３丁目,2019-01-19,23,道路上,施錠せず,あり
窃盗,車上ねらい,麻布,六本木交番,131032,東京都,港区,六本木４丁目,2019-05-22,08,道路上,施錠せず,なし
窃盗,車上ねらい,麻布,六本木六丁目交番,131032,東京都,港区,六本木６丁目,2019-06-23,00,道路上,施錠せず,あり
窃盗,車上ねらい,麻布,六本木六丁目交番,131032,東京都,港区,六本木７丁目,2019-11-08,05,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,赤坂,赤坂見附交番,131032,東京都,港区,赤坂３丁目,2019-01-21,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤坂,赤坂見附交番,131032,東京都,港区,赤坂３丁目,2019-08-24,22,道路上,施錠せず,なし
窃盗,車上ねらい,赤坂,青山一丁目交番,131032,東京都,港区,南青山２丁目,2019-03-25,14,道路上,施錠せず,なし
窃盗,車上ねらい,赤坂,表参道交番,131032,東京都,港区,南青山３丁目,2019-05-15,23,道路上,施錠せず,なし
窃盗,車上ねらい,赤坂,赤坂五丁目交番,131032,東京都,港区,赤坂９丁目,2019-06-28,00,道路上,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2019-05-06,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2019-08-25,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2019-06-28,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2019-07-28,15,道路上,施錠せず,あり
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2019-08-12,16,道路上,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2019-10-22,08,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2019-08-11,10,道路上,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2019-12-29,14,道路上,施錠せず,なし
窃盗,車上ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2019-01-21,17,道路上,施錠せず,あり
窃盗,車上ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場１丁目,2019-03-14,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場１丁目,2019-04-24,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,品川,台場交番,131091,東京都,品川区,北品川２丁目,2019-07-26,08,道路上,施錠せず,あり
窃盗,車上ねらい,品川,台場交番,131091,東京都,品川区,東品川１丁目,2018-10-18,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,品川,三ツ木交番,131091,東京都,品川区,西品川１丁目,2019-12-19,07,道路上,施錠せず,なし
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,東品川４丁目,2019-01-19,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,東品川４丁目,2019-04-08,10,道路上,施錠せず,あり
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川２丁目,2019-07-04,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川３丁目,2019-01-24,21,道路上,施錠せず,なし
窃盗,車上ねらい,品川,天王洲交番,131091,東京都,品川区,東品川２丁目,2019-11-21,16,道路上,施錠せず,なし
窃盗,車上ねらい,大井,鹿島神社前交番,131091,東京都,品川区,大井３丁目,2019-01-12,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,大井,鹿島神社前交番,131091,東京都,品川区,大井６丁目,2019-12-14,22,道路上,施錠せず,なし
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2019-04-05,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大井,立会川交番,131091,東京都,品川区,南大井４丁目,2019-02-03,21,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2019-02-12,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2019-05-12,19,道路上,施錠せず,なし
窃盗,車上ねらい,大井,西大井駅前交番,131091,東京都,品川区,大井２丁目,2019-05-12,00,道路上,施錠せず,あり
窃盗,車上ねらい,大井,西大井駅前交番,131091,東京都,品川区,八潮５丁目,2019-02-20,22,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2019-09-04,15,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田１丁目,2019-11-12,11,道路上,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田１丁目,2019-02-27,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田２丁目,2019-03-27,17,道路上,施錠せず,あり
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田２丁目,2019-09-24,10,道路上,施錠せず,あり
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田３丁目,2019-06-25,04,道路上,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田５丁目,2019-09-16,14,道路上,施錠せず,あり
窃盗,車上ねらい,大崎,目黒駅前交番,131091,東京都,品川区,上大崎２丁目,2019-12-08,02,道路上,施錠せず,なし
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚２丁目,2019-09-19,13,道路上,施錠せず,あり
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2019-10-13,09,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,荏原,戸越交番,131091,東京都,品川区,戸越３丁目,2019-03-25,09,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,荏原,戸越交番,131091,東京都,品川区,平塚１丁目,2019-07-28,18,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,宮前交番,131091,東京都,品川区,豊町２丁目,2019-06-03,10,その他,施錠せず,あり
窃盗,車上ねらい,荏原,豊町交番,131091,東京都,品川区,戸越５丁目,2019-12-03,21,道路上,施錠せず,あり
窃盗,車上ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台３丁目,2019-04-18,21,その他,施錠せず,なし
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,荏原５丁目,2019-08-08,16,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2019-01-11,23,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2019-06-03,12,道路上,施錠せず,なし
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2019-10-08,16,その他,施錠せず,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2019-12-03,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森中２丁目,2019-06-14,03,道路上,施錠せず,なし
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西３丁目,2019-12-24,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2019-01-05,08,道路上,施錠せず,あり
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2019-04-07,22,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2019-06-15,17,道路上,施錠せず,なし
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2019-09-05,14,道路上,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西３丁目,2019-11-08,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西３丁目,2019-11-09,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2019-06-20,13,道路上,施錠せず,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2019-11-09,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,東海１丁目,2019-01-08,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2019-02-26,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2019-04-18,08,道路上,施錠せず,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2019-04-19,21,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2019-07-30,18,道路上,施錠せず,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北２丁目,2019-04-11,13,その他,施錠せず,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北５丁目,2019-09-19,19,道路上,施錠せず,なし
窃盗,車上ねらい,大森,春日橋交番,131113,東京都,大田区,中央３丁目,2019-03-29,20,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,大森,山王交番,131113,東京都,大田区,山王２丁目,2019-04-22,09,その他,施錠せず,なし
窃盗,車上ねらい,田園調布,洗足池交番,131113,東京都,大田区,北千束２丁目,2019-03-15,15,道路上,施錠せず,なし
窃盗,車上ねらい,田園調布,大岡山駅前交番,131113,東京都,大田区,北千束１丁目,2019-01-07,11,道路上,施錠せず,あり
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木２丁目,2019-07-13,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2019-08-09,13,道路上,施錠せず,あり
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2019-10-07,18,道路上,施錠せず,なし
窃盗,車上ねらい,田園調布,道々橋交番,131113,東京都,大田区,東雪谷５丁目,2019-07-21,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,中谷駐在所,131113,東京都,大田区,上池台５丁目,2019-07-22,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,田園調布,小池駐在所,131113,東京都,大田区,上池台４丁目,2019-04-06,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布１丁目,2019-10-03,10,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田３丁目,2019-06-20,13,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田４丁目,2019-07-10,00,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2019-04-13,15,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2019-10-24,10,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2019-11-05,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田４丁目,2019-07-29,17,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2019-09-25,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町２丁目,2019-06-17,05,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,蒲田,西六郷交番,131113,東京都,大田区,新蒲田２丁目,2019-02-14,18,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2019-07-10,09,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷１丁目,2019-08-04,01,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2019-06-12,15,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-01-12,22,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-06-14,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-09-01,04,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-10-05,12,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷３丁目,2019-02-12,11,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷３丁目,2019-05-03,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2019-08-13,15,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,南六郷１丁目,2019-09-21,09,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,西糀谷４丁目,2019-09-05,19,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-06-25,07,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-08-03,08,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-08-25,21,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2019-01-26,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2019-08-02,11,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2019-05-15,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蒲田,本羽田交番,131113,東京都,大田区,南六郷１丁目,2019-09-03,16,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,西糀谷３丁目,2019-04-03,22,道路上,施錠せず,あり
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,西糀谷３丁目,2019-09-20,20,道路上,施錠せず,なし
窃盗,車上ねらい,蒲田,北糀谷交番,131113,東京都,大田区,大森南１丁目,2019-02-08,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷２丁目,2019-06-19,23,その他,施錠せず,あり
窃盗,車上ねらい,池上,市野倉交番,131113,東京都,大田区,中央８丁目,2019-11-04,01,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上３丁目,2019-01-29,08,道路上,施錠せず,あり
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上４丁目,2019-09-12,07,道路上,施錠せず,なし
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上４丁目,2019-11-25,11,その他,施錠せず,なし
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上５丁目,2019-03-30,07,道路上,施錠せず,あり
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2019-07-23,14,道路上,施錠せず,なし
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上８丁目,2019-03-27,19,道路上,施錠せず,あり
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上８丁目,2019-07-28,13,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,池上,蓮沼交番,131113,東京都,大田区,新蒲田２丁目,2019-10-10,19,道路上,施錠せず,あり
窃盗,車上ねらい,池上,蓮沼交番,131113,東京都,大田区,西蒲田３丁目,2019-01-12,01,道路上,施錠せず,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,多摩川１丁目,2019-10-16,10,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥２丁目,2019-05-25,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2019-08-28,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2019-09-21,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子１丁目,2019-09-06,17,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子１丁目,2019-12-10,15,道路上,施錠せず,なし
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2019-03-10,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2019-08-10,04,道路上,施錠せず,あり
窃盗,車上ねらい,東京空港,第２ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2019-04-03,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋１丁目,2019-03-19,16,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2019-04-22,02,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2019-05-30,18,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂５丁目,2019-02-21,16,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2019-06-16,12,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬３丁目,2019-10-28,00,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬６丁目,2019-07-26,15,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,弦巻２丁目,2019-03-21,07,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,上馬４丁目,2019-03-01,14,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林２丁目,2019-08-20,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林３丁目,2019-03-22,19,その他,施錠せず,なし
窃盗,車上ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林３丁目,2019-04-06,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,桜１丁目,2019-06-04,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,桜３丁目,2019-09-25,14,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,桜丘１丁目,2019-07-30,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,弦巻４丁目,2019-05-25,10,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘２丁目,2019-03-19,15,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘２丁目,2019-09-10,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘３丁目,2019-04-10,11,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2019-03-25,17,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘５丁目,2019-02-26,05,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂２丁目,2019-01-14,00,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2019-08-10,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂２丁目,2019-12-20,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂３丁目,2019-05-20,17,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢１丁目,2019-06-25,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢５丁目,2019-09-13,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢５丁目,2019-01-23,22,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,代沢５丁目,2019-05-02,13,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤１丁目,2019-06-23,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤１丁目,2019-08-31,08,道路上,施錠せず,なし
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,梅丘１丁目,2019-05-04,10,道路上,施錠せず,なし
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢５丁目,2019-07-29,07,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力３丁目,2019-09-10,01,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田５丁目,2019-10-31,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田５丁目,2019-11-01,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,上用賀５丁目,2019-04-05,00,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2019-08-03,11,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,粕谷２丁目,2019-09-04,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,祖師谷５丁目,2019-06-01,12,道路上,施錠せず,あり
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山３丁目,2019-04-02,20,その他,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2019-01-09,12,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,上北沢４丁目,2019-10-21,02,道路上,施錠せず,あり
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋１丁目,2019-10-26,22,道路上,施錠せず,あり
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,大蔵１丁目,2019-06-29,05,その他,施錠せず,あり
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧１丁目,2019-04-02,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧１丁目,2019-09-10,20,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,東宝前交番,131121,東京都,世田谷区,宇奈根３丁目,2019-05-23,10,その他,施錠せず,なし
窃盗,車上ねらい,成城,東宝前交番,131121,東京都,世田谷区,喜多見５丁目,2019-07-01,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田２丁目,2019-07-24,15,その他,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2019-11-09,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2019-12-15,11,道路上,施錠せず,あり
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2019-12-29,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2019-05-13,15,道路上,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2019-10-05,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2019-12-08,11,道路上,施錠せず,なし
