罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2021/1/2,17,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町２丁目,2021/6/28,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八王子,大和田交番,132012,東京都,八王子市,大和田町４丁目,2021/6/29,12,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2021/10/1,15,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町３丁目,2021/6/28,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八王子,追分交番,132012,東京都,八王子市,元本郷町２丁目,2021/7/15,23,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,町田,忠生地区交番,132098,東京都,町田市,木曽西１丁目,2021/8/3,15,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,町田,忠生地区交番,132098,東京都,町田市,木曽西５丁目,2021/7/29,17,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,町田,成瀬駐在所,132098,東京都,町田市,成瀬１丁目,2021/2/5,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,町田,本町田交番,132098,東京都,町田市,本町田,2021/7/17,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,町田,真光寺駐在所,132098,東京都,町田市,広袴町,2021/7/18,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2021/6/10,19,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2021/8/25,19,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,日野,日野駅前交番,132128,東京都,日野市,大坂上１丁目,2021/7/9,1,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,日野,百草園交番,132128,東京都,日野市,百草,2021/9/27,0,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,日野,高幡不動駅南口交番,132128,東京都,日野市,三沢３丁目,2021/9/29,23,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,昭島,福島交番,132071,東京都,昭島市,玉川町４丁目,2021/9/25,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,立川,立日橋交番,132021,東京都,立川市,錦町６丁目,2021/4/28,20,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,府中,大国魂交番,132063,東京都,府中市,宮町３丁目,2021/1/13,17,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,府中,東府中駅前交番,132063,東京都,府中市,若松町３丁目,2021/2/25,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,府中,美好町交番,132063,東京都,府中市,美好町３丁目,2021/6/13,15,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,田無,ひばりが丘駅前交番,132292,東京都,西東京市,谷戸町２丁目,2021/5/10,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東村山,中里駐在所,132217,東京都,清瀬市,中里１丁目,2021/5/24,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東村山,中里駐在所,132217,東京都,清瀬市,中里１丁目,2021/5/24,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東村山,秋津三丁目交番,132136,東京都,東村山市,諏訪町１丁目,2021/1/17,23,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,三鷹,新川交番,132047,東京都,三鷹市,新川６丁目,2021/2/7,8,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,調布,菊野台交番,132080,東京都,調布市,佐須町１丁目,2021/10/22,7,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
