種別,地域階層,地域,和暦（年度）,西暦（年度）,在園者数（人）,在園者数／男（人）,在園者数／女（人）,在園者数／０歳児（人）,在園者数／０歳児／男（人）,在園者数／０歳児／女（人）,在園者数／１歳児（人）,在園者数／１歳児／男（人）,在園者数／１歳児／女（人）,在園者数／２歳児（人）,在園者数／２歳児／男（人）,在園者数／２歳児／女（人）,在園者数／３歳児（人）,在園者数／３歳児／男（人）,在園者数／３歳児／女（人）,在園者数／３歳児／０～２歳児入園（人）,在園者数／３歳児／本年度入園／平成31年4月2日～令和元年5月1日生まれ（人）,在園者数／３歳児／本年度入園／平成30年4月2日～平成31年4月1日生まれ（人）,在園者数／３歳児／前年度間入園（人）,在園者数／４歳児（人）,在園者数／４歳児／男（人）,在園者数／４歳児／女（人）,在園者数／４歳児／０～２歳児入園（人）,在園者数／４歳児／３歳児入園（人）,在園者数／４歳児／４歳児入園（本年度入園）（人）,在園者数／５歳児（人）,在園者数／５歳児／男（人）,在園者数／５歳児／女（人）,在園者数／５歳児／０～２歳児入園（人）,在園者数／５歳児／３歳児入園（人）,在園者数／５歳児／４歳児入園（人）,在園者数／５歳児／５歳児入園（本年度入園）（人）,修了者数(令和4年3月)（人）,修了者数(令和4年3月)／男（人）,修了者数(令和4年3月)／女（人）
公立,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成29,2017,3908,1976,1932,110,62,48,269,145,124,305,159,146,1140,575,565,181,3,891,65,1054,533,521,168,697,189,1030,502,528,－,784,119,127,956,475,481
私立,0,総数,平成30,2018,4624,2336,2288,137,71,66,338,173,165,387,211,176,1280,650,630,280,11,981,8,1292,640,652,224,811,257,1190,591,599,165,671,133,221,1032,503,529
私立,0,総数,令和元,2019,4872,2527,2345,150,83,67,368,190,178,435,229,206,1328,707,621,339,4,903,82,1300,670,630,298,941,61,1291,648,643,255,838,178,20,1194,590,604
私立,0,総数,令和2,2020,5087,2625,2462,150,82,68,401,199,202,464,246,218,1361,687,674,400,6,902,53,1390,736,654,372,905,113,1321,675,646,346,841,87,47,1279,637,642
私立,0,総数,令和3,2021,5861,2981,2880,192,100,92,495,267,228,574,275,299,1503,741,762,494,21,915,73,1525,758,767,404,921,200,1572,840,732,362,883,145,182,1331,684,647
私立,0,総数,令和4,2022,6341,3186,3155,234,127,107,570,318,252,683,351,332,1607,766,841,557,12,919,119,1592,788,804,527,961,104,1655,836,819,530,931,110,84,1554,814,740
私立,1,区部,令和4,2022,3239,1576,1663,117,62,55,254,137,117,291,144,147,856,405,451,214,4,609,29,850,395,455,185,629,36,871,433,438,175,604,74,18,867,465,402
私立,2,千代田区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中央区,令和4,2022,118,60,58,－,－,－,12,7,5,15,8,7,30,16,14,－,－,16,14,31,16,15,－,31,－,30,13,17,－,－,30,－,31,12,19
私立,2,港区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新宿区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,文京区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,台東区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,墨田区,令和4,2022,200,111,89,23,15,8,47,29,18,52,27,25,28,12,16,21,－,5,2,26,11,15,23,3,－,24,17,7,20,2,2,－,24,17,7
私立,2,江東区,令和4,2022,897,407,490,24,12,12,42,17,25,44,17,27,248,109,139,44,4,200,－,271,128,143,35,225,11,268,124,144,23,214,25,6,245,139,106
私立,2,品川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,目黒区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大田区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,世田谷区,令和4,2022,859,420,439,33,19,14,69,43,26,78,39,39,242,118,124,53,－,177,12,206,90,116,48,141,17,231,111,120,44,173,8,6,202,106,96
私立,2,渋谷区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,中野区,令和4,2022,263,132,131,17,6,11,26,15,11,32,18,14,61,25,36,29,－,32,－,64,27,37,25,37,2,63,41,22,29,30,2,2,68,39,29
私立,2,杉並区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,豊島区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,北区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,荒川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,板橋区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,練馬区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,足立区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,葛飾区,令和4,2022,902,446,456,20,10,10,58,26,32,70,35,35,247,125,122,67,－,179,1,252,123,129,54,192,6,255,127,128,59,185,7,4,297,152,145
私立,2,江戸川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,市部,令和4,2022,3102,1610,1492,117,65,52,316,181,135,392,207,185,751,361,390,343,8,310,90,742,393,349,342,332,68,784,403,381,355,327,36,66,687,349,338
私立,2,八王子市,令和4,2022,978,525,453,60,33,27,115,61,54,152,85,67,213,106,107,131,－,59,23,216,126,90,121,49,46,222,114,108,118,43,6,55,203,110,93
私立,2,立川市,令和4,2022,126,74,52,9,4,5,21,15,6,24,11,13,25,15,10,21,－,4,－,22,13,9,19,2,1,25,16,9,21,2,－,2,－,－,－
私立,2,武蔵野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三鷹市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青梅市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,昭島市,令和4,2022,190,89,101,12,7,5,28,13,15,30,17,13,40,20,20,29,－,11,－,40,17,23,26,13,1,40,15,25,25,12,1,2,39,18,21
私立,2,調布市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,町田市,令和4,2022,865,434,431,6,4,2,50,30,20,81,41,40,247,113,134,57,4,153,33,227,121,106,57,162,8,254,125,129,69,167,13,5,200,104,96
私立,2,小金井市,令和4,2022,120,56,64,6,3,3,15,8,7,15,8,7,28,11,17,14,－,14,－,28,11,17,15,10,3,28,15,13,15,13,－,－,28,12,16
私立,2,小平市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和4,2022,211,100,111,－,－,－,16,11,5,18,6,12,55,27,28,18,2,14,21,61,25,36,37,22,2,61,31,30,37,21,3,－,61,27,34
私立,2,国分寺市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,国立市,令和4,2022,103,51,52,3,－,3,12,8,4,11,6,5,23,10,13,12,－,11,－,27,12,15,9,14,4,27,15,12,10,11,4,2,30,18,12
私立,2,福生市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東久留米市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,武蔵村山市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,多摩市,令和4,2022,233,118,115,6,4,2,18,8,10,18,9,9,62,32,30,19,2,28,13,60,30,30,18,41,1,69,35,34,20,45,4,－,67,35,32
私立,2,稲城市,令和4,2022,127,80,47,6,6,－,18,12,6,18,9,9,28,14,14,17,－,11,－,30,21,9,16,14,－,27,18,9,17,8,2,－,28,7,21
私立,2,羽村市,令和4,2022,149,83,66,9,4,5,23,15,8,25,15,10,30,13,17,25,－,5,－,31,17,14,24,5,2,31,19,12,23,5,3,－,31,18,13
私立,2,あきる野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,西東京市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,郡部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
３－４　幼保連携型認定こども園　区市町村、入園年齢別在園者数及び修了者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
