種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,卒業者数（人）,卒業者数／高等学校進学者（Ａ）（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａのうち他県への進学者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,女,2,台東区,令和4,2022,3月,482,474,－,2,－,－,－,－,－,…,6,－,15,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,女,2,墨田区,令和4,2022,3月,885,880,3,－,－,－,－,－,－,…,2,－,36,－,－,－,－,－,－,99.4,－,－
総数（国・公・私立）,女,2,江東区,令和4,2022,3月,1350,1340,2,3,－,－,－,－,－,…,5,－,58,－,－,－,－,－,－,99.3,－,－
総数（国・公・私立）,女,2,品川区,令和4,2022,3月,1041,1032,1,1,－,－,－,－,－,…,7,－,34,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,女,2,目黒区,令和4,2022,3月,664,659,1,－,－,－,－,－,－,…,4,－,33,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,女,2,大田区,令和4,2022,3月,1895,1877,2,4,－,－,－,－,－,…,12,－,136,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,女,2,世田谷区,令和4,2022,3月,3438,3412,9,1,－,－,－,－,－,…,16,－,122,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,女,2,渋谷区,令和4,2022,3月,1028,1016,－,－,－,－,－,－,－,…,12,－,12,－,－,－,－,－,－,98.8,－,－
総数（国・公・私立）,女,2,中野区,令和4,2022,3月,996,988,－,2,－,－,－,－,－,…,6,－,48,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,女,2,杉並区,令和4,2022,3月,1850,1835,7,2,－,－,－,－,－,…,6,－,42,1,－,－,1,－,－,99.2,1,0.1
総数（国・公・私立）,女,2,豊島区,令和4,2022,3月,999,996,－,2,－,－,－,－,－,…,1,－,24,－,－,－,－,－,－,99.7,－,－
総数（国・公・私立）,女,2,北区,令和4,2022,3月,1096,1085,2,2,－,－,－,－,－,…,7,－,57,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,女,2,荒川区,令和4,2022,3月,554,543,7,－,－,－,－,－,－,…,4,－,33,－,－,－,－,－,－,98,－,－
総数（国・公・私立）,女,2,板橋区,令和4,2022,3月,1797,1781,5,2,－,－,－,－,－,…,9,－,75,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,女,2,練馬区,令和4,2022,3月,2418,2385,12,2,－,－,－,－,－,…,19,－,115,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,女,2,足立区,令和4,2022,3月,2211,2184,6,4,－,－,1,－,－,…,15,1,133,－,－,－,－,－,－,98.8,1,0
総数（国・公・私立）,女,2,葛飾区,令和4,2022,3月,1444,1418,2,5,－,－,－,－,1,…,18,－,117,－,－,－,－,－,－,98.2,－,－
総数（国・公・私立）,女,2,江戸川区,令和4,2022,3月,2571,2531,11,11,－,1,－,－,－,…,17,－,155,－,－,－,－,－,－,98.4,1,0
総数（国・公・私立）,女,1,市部,令和4,2022,3月,17599,17329,119,34,1,5,－,2,1,…,107,1,1034,1,1,－,－,－,－,98.5,6,0
総数（国・公・私立）,女,2,八王子市,令和4,2022,3月,2489,2443,27,7,－,1,－,－,－,…,11,－,152,－,－,－,－,－,－,98.2,1,0
総数（国・公・私立）,女,2,立川市,令和4,2022,3月,636,630,4,1,－,－,－,－,－,…,1,－,54,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,女,2,武蔵野市,令和4,2022,3月,818,807,3,4,－,－,－,－,－,…,4,－,17,－,－,－,－,－,－,98.7,－,－
総数（国・公・私立）,女,2,三鷹市,令和4,2022,3月,685,674,3,2,－,1,－,－,－,…,5,－,26,－,－,－,－,－,－,98.4,1,0.1
総数（国・公・私立）,女,2,青梅市,令和4,2022,3月,492,483,1,2,－,1,－,－,－,…,5,－,31,－,－,－,－,－,－,98.2,1,0.2
総数（国・公・私立）,女,2,府中市,令和4,2022,3月,1002,989,3,－,－,－,－,1,－,…,9,－,54,－,－,－,－,－,－,98.7,－,－
総数（国・公・私立）,女,2,昭島市,令和4,2022,3月,450,440,5,2,1,－,－,－,－,…,2,－,14,－,－,－,－,－,－,97.8,－,－
総数（国・公・私立）,女,2,調布市,令和4,2022,3月,1126,1119,2,2,－,－,－,－,－,…,3,－,48,－,－,－,－,－,－,99.4,－,－
総数（国・公・私立）,女,2,町田市,令和4,2022,3月,2095,2062,6,1,－,1,－,－,－,…,25,－,201,－,－,－,－,－,－,98.4,1,0
総数（国・公・私立）,女,2,小金井市,令和4,2022,3月,540,524,11,1,－,－,－,－,－,…,4,－,21,－,－,－,－,－,－,97,－,－
総数（国・公・私立）,女,2,小平市,令和4,2022,3月,800,791,3,2,－,－,－,－,－,…,4,－,22,－,－,－,－,－,－,98.9,－,－
総数（国・公・私立）,女,2,日野市,令和4,2022,3月,706,696,4,－,－,－,－,－,－,…,6,－,61,1,1,－,－,－,－,98.6,1,0.1
総数（国・公・私立）,女,2,東村山市,令和4,2022,3月,644,639,3,－,－,－,－,－,－,…,2,－,51,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,女,2,国分寺市,令和4,2022,3月,489,482,4,3,－,－,－,－,－,…,－,－,31,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,女,2,国立市,令和4,2022,3月,291,290,－,－,－,－,－,－,－,…,1,－,11,－,－,－,－,－,－,99.7,－,－
総数（国・公・私立）,女,2,福生市,令和4,2022,3月,181,176,3,2,－,－,－,－,－,…,－,－,16,－,－,－,－,－,－,97.2,－,－
総数（国・公・私立）,女,2,狛江市,令和4,2022,3月,221,215,3,1,－,－,－,－,－,…,2,－,12,－,－,－,－,－,－,97.3,－,－
総数（国・公・私立）,女,2,東大和市,令和4,2022,3月,336,329,3,－,－,1,－,－,－,…,3,－,15,－,－,－,－,－,－,97.9,1,0.3
総数（国・公・私立）,女,2,清瀬市,令和4,2022,3月,308,300,6,－,－,－,－,－,－,…,2,－,15,－,－,－,－,－,－,97.4,－,－
総数（国・公・私立）,女,2,東久留米市,令和4,2022,3月,449,443,3,－,－,－,－,1,－,…,2,－,43,－,－,－,－,－,－,98.7,－,－
総数（国・公・私立）,女,2,武蔵村山市,令和4,2022,3月,352,346,1,－,－,－,－,－,1,…,4,－,27,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,女,2,多摩市,令和4,2022,3月,717,707,6,1,－,－,－,－,－,…,3,－,27,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,女,2,稲城市,令和4,2022,3月,397,391,1,1,－,－,－,－,－,…,3,1,22,－,－,－,－,－,－,98.5,－,－
総数（国・公・私立）,女,2,羽村市,令和4,2022,3月,235,231,3,－,－,－,－,－,－,…,1,－,9,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,女,2,あきる野市,令和4,2022,3月,367,357,7,1,－,－,－,－,－,…,2,－,18,－,－,－,－,－,－,97.3,－,－
総数（国・公・私立）,女,2,西東京市,令和4,2022,3月,773,765,4,1,－,－,－,－,－,…,3,－,36,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,女,1,郡部,令和4,2022,3月,197,190,2,1,－,1,－,－,1,…,2,－,16,－,－,－,－,－,－,96.4,1,0.5
総数（国・公・私立）,女,2,瑞穂町,令和4,2022,3月,109,104,1,1,－,1,－,－,1,…,1,－,13,－,－,－,－,－,－,95.4,1,0.9
総数（国・公・私立）,女,2,日の出町,令和4,2022,3月,77,75,1,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,97.4,－,－
総数（国・公・私立）,女,2,檜原村,令和4,2022,3月,2,2,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,奥多摩町,令和4,2022,3月,9,9,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,1,島部,令和4,2022,3月,73,71,－,1,－,－,－,－,－,…,1,－,6,－,－,－,－,－,－,97.3,－,－
総数（国・公・私立）,女,2,大島町,令和4,2022,3月,16,15,－,－,－,－,－,－,－,…,1,－,－,－,－,－,－,－,－,93.8,－,－
総数（国・公・私立）,女,2,利島村,令和4,2022,3月,3,3,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,新島村,令和4,2022,3月,7,7,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,神津島村,令和4,2022,3月,4,4,－,－,－,－,－,－,－,…,－,－,1,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,三宅村,令和4,2022,3月,2,2,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,御蔵島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,2,八丈町,令和4,2022,3月,31,31,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,2,青ヶ島村,令和4,2022,3月,1,－,－,1,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,2,小笠原村,令和4,2022,3月,9,9,－,－,－,－,－,－,－,…,－,－,2,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,0,総数,平成29,2017,3月,77989,76861,301,134,18,…,…,…,…,172,498,5,4041,13,10,－,3,－,…,98.6,185,0.2
公立,総数（男・女）,0,総数,平成30,2018,3月,77147,76040,343,137,14,62,43,25,16,…,464,3,4526,17,15,2,－,－,12,98.6,134,0.2
公立,総数（男・女）,0,総数,平成31,2019,3月,76579,75430,332,154,16,56,43,13,18,…,509,8,4712,18,15,－,－,3,3,98.5,120,0.2
公立,総数（男・女）,0,総数,令和2,2020,3月,75454,74385,317,103,18,49,48,16,14,…,504,－,4996,36,31,2,2,1,8,98.6,141,0.2
公立,総数（男・女）,0,総数,令和3,2021,3月,72920,71861,347,135,11,41,36,8,20,…,460,1,5125,27,25,－,2,－,4,98.5,108,0.1
公立,総数（男・女）,0,総数,令和4,2022,3月,76235,75138,316,150,6,33,29,7,9,…,543,4,5647,12,7,1,3,1,4,98.6,78,0.1
公立,総数（男・女）,1,区部,令和4,2022,3月,45487,44880,136,89,4,13,10,3,2,…,347,3,3171,3,1,－,2,－,2,98.7,28,0.1
公立,総数（男・女）,2,千代田区,令和4,2022,3月,262,256,－,4,－,－,－,－,－,…,2,－,38,－,－,－,－,－,－,97.7,－,－
公立,総数（男・女）,2,中央区,令和4,2022,3月,553,543,2,1,－,－,－,－,－,…,7,－,81,－,－,－,－,－,－,98.2,－,－
公立,総数（男・女）,2,港区,令和4,2022,3月,727,705,1,5,－,－,1,－,－,…,15,－,53,－,－,－,－,－,－,97,1,0.1
公立,総数（男・女）,2,新宿区,令和4,2022,3月,915,895,7,－,－,－,－,－,－,…,13,－,35,－,－,－,－,－,－,97.8,－,－
公立,総数（男・女）,2,文京区,令和4,2022,3月,761,750,2,1,－,－,－,－,－,…,8,－,44,－,－,－,－,－,－,98.6,－,－
公立,総数（男・女）,2,台東区,令和4,2022,3月,965,947,2,3,－,1,－,1,－,…,11,－,41,－,－,－,－,－,1,98.1,2,0.2
公立,総数（男・女）,2,墨田区,令和4,2022,3月,1493,1483,4,－,－,1,－,－,－,…,5,－,80,－,－,－,－,－,－,99.3,1,0.1
公立,総数（男・女）,2,江東区,令和4,2022,3月,2700,2685,3,3,－,－,1,－,－,…,8,－,191,－,－,－,－,－,－,99.4,1,0
公立,総数（男・女）,2,品川区,令和4,2022,3月,989,977,3,1,－,－,－,－,－,…,8,－,67,－,－,－,－,－,－,98.8,－,－
公立,総数（男・女）,2,目黒区,令和4,2022,3月,919,906,1,1,－,－,－,－,－,…,11,－,91,－,－,－,－,－,－,98.6,－,－
公立,総数（男・女）,2,大田区,令和4,2022,3月,3793,3750,6,6,－,－,2,1,－,…,26,2,296,－,－,－,－,－,－,98.9,2,0.1
公立,総数（男・女）,2,世田谷区,令和4,2022,3月,3706,3658,13,5,－,－,－,－,－,…,30,－,316,1,1,－,－,－,－,98.7,1,0
公立,総数（男・女）,2,渋谷区,令和4,2022,3月,646,629,1,3,1,－,－,－,－,…,12,－,32,－,－,－,－,－,－,97.4,－,－
公立,総数（男・女）,2,中野区,令和4,2022,3月,1212,1199,1,5,－,－,－,－,－,…,7,－,76,－,－,－,－,－,－,98.9,－,－
公立,総数（男・女）,2,杉並区,令和4,2022,3月,2265,2236,13,6,－,－,－,－,－,…,10,－,129,2,－,－,2,－,－,98.7,2,0.1
公立,総数（男・女）,2,豊島区,令和4,2022,3月,867,858,2,5,－,－,－,－,－,…,2,－,39,－,－,－,－,－,－,99,－,－
公立,総数（男・女）,2,北区,令和4,2022,3月,1514,1498,3,3,1,1,－,－,－,…,8,－,85,－,－,－,－,－,－,98.9,1,0.1
公立,総数（男・女）,2,荒川区,令和4,2022,3月,1073,1056,10,－,－,－,－,－,－,…,7,－,78,－,－,－,－,－,－,98.4,－,－
公立,総数（男・女）,2,板橋区,令和4,2022,3月,3015,2984,10,2,－,1,－,－,1,…,17,－,167,－,－,－,－,－,－,99,1,0
公立,総数（男・女）,2,練馬区,令和4,2022,3月,4613,4550,22,7,－,1,1,－,－,…,32,－,329,－,－,－,－,－,－,98.6,2,0
公立,総数（男・女）,2,足立区,令和4,2022,3月,4582,4524,9,6,2,3,2,－,－,…,35,1,315,－,－,－,－,－,－,98.7,5,0.1
公立,総数（男・女）,2,葛飾区,令和4,2022,3月,2873,2825,5,6,－,2,2,1,1,…,31,－,207,－,－,－,－,－,1,98.3,5,0.2
公立,総数（男・女）,2,江戸川区,令和4,2022,3月,5044,4966,16,16,－,3,1,－,－,…,42,－,381,－,－,－,－,－,－,98.5,4,0.1
公立,総数（男・女）,1,市部,令和4,2022,3月,30112,29643,175,58,2,17,19,4,3,…,190,1,2405,8,6,－,1,1,2,98.4,46,0.2
公立,総数（男・女）,2,八王子市,令和4,2022,3月,4315,4220,42,12,1,6,6,－,－,…,28,－,362,1,－,－,－,1,－,97.8,13,0.3
公立,総数（男・女）,2,立川市,令和4,2022,3月,1249,1235,8,1,－,－,1,－,－,…,4,－,109,－,－,－,－,－,－,98.9,1,0.1
公立,総数（男・女）,2,武蔵野市,令和4,2022,3月,751,733,6,4,－,－,－,－,－,…,8,－,26,－,－,－,－,－,－,97.6,－,－
公立,総数（男・女）,2,三鷹市,令和4,2022,3月,1109,1084,8,5,－,2,－,－,－,…,10,－,73,－,－,－,－,－,－,97.7,2,0.2
公立,総数（男・女）,2,青梅市,令和4,2022,3月,1048,1030,1,2,－,2,3,－,－,…,10,－,98,2,2,－,－,－,－,98.3,7,0.7
公立,総数（男・女）,2,府中市,令和4,2022,3月,1991,1971,6,－,－,－,－,2,－,…,12,－,124,－,－,－,－,－,1,99,1,0.1
公立,総数（男・女）,2,昭島市,令和4,2022,3月,847,833,6,3,1,－,－,－,－,…,4,－,52,－,－,－,－,－,－,98.3,－,－
公立,総数（男・女）,2,調布市,令和4,2022,3月,1380,1369,2,3,－,1,－,－,－,…,5,－,90,－,－,－,－,－,－,99.2,1,0.1
公立,総数（男・女）,2,町田市,令和4,2022,3月,3452,3408,11,3,－,1,－,－,－,…,29,－,399,1,1,－,－,－,－,98.7,2,0.1
公立,総数（男・女）,2,小金井市,令和4,2022,3月,697,687,6,1,－,－,－,－,－,…,3,－,49,－,－,－,－,－,－,98.6,－,－
公立,総数（男・女）,2,小平市,令和4,2022,3月,1407,1395,4,3,－,－,－,－,－,…,5,－,73,－,－,－,－,－,－,99.1,－,－
公立,総数（男・女）,2,日野市,令和4,2022,3月,1440,1422,7,－,－,1,1,－,－,…,9,－,141,2,2,－,－,－,－,98.8,4,0.3
公立,総数（男・女）,2,東村山市,令和4,2022,3月,1147,1134,6,－,－,－,1,－,－,…,6,－,129,1,1,－,－,－,－,98.9,2,0.2
公立,総数（男・女）,2,国分寺市,令和4,2022,3月,794,778,7,7,－,－,－,－,－,…,2,－,63,－,－,－,－,－,－,98,－,－
公立,総数（男・女）,2,国立市,令和4,2022,3月,470,461,3,－,－,1,1,－,－,…,4,－,26,－,－,－,－,－,－,98.1,2,0.4
公立,総数（男・女）,2,福生市,令和4,2022,3月,329,322,3,3,－,－,－,－,－,…,1,－,36,1,－,－,1,－,－,97.9,1,0.3
公立,総数（男・女）,2,狛江市,令和4,2022,3月,438,429,3,3,－,－,－,－,－,…,3,－,41,－,－,－,－,－,－,97.9,－,－
公立,総数（男・女）,2,東大和市,令和4,2022,3月,667,658,3,－,－,1,1,－,－,…,4,－,53,－,－,－,－,－,－,98.7,2,0.3
公立,総数（男・女）,2,清瀬市,令和4,2022,3月,623,609,6,－,－,－,－,－,－,…,8,－,35,－,－,－,－,－,－,97.8,－,－
公立,総数（男・女）,2,東久留米市,令和4,2022,3月,864,852,4,－,－,1,1,2,1,…,3,－,85,－,－,－,－,－,1,98.6,3,0.3
公立,総数（男・女）,2,武蔵村山市,令和4,2022,3月,704,692,1,－,－,1,3,－,2,…,5,－,61,－,－,－,－,－,－,98.3,4,0.6
公立,総数（男・女）,2,多摩市,令和4,2022,3月,1056,1043,8,2,－,－,－,－,－,…,3,－,60,－,－,－,－,－,－,98.8,－,－
公立,総数（男・女）,2,稲城市,令和4,2022,3月,763,749,2,3,－,－,－,－,－,…,8,1,49,－,－,－,－,－,－,98.2,－,－
公立,総数（男・女）,2,羽村市,令和4,2022,3月,469,461,3,－,－,－,－,－,－,…,5,－,38,－,－,－,－,－,－,98.3,－,－
公立,総数（男・女）,2,あきる野市,令和4,2022,3月,739,718,12,2,－,－,1,－,－,…,6,－,48,－,－,－,－,－,－,97.2,1,0.1
公立,総数（男・女）,2,西東京市,令和4,2022,3月,1363,1350,7,1,－,－,－,－,－,…,5,－,85,－,－,－,－,－,－,99,－,－
公立,総数（男・女）,1,郡部,令和4,2022,3月,440,423,5,2,－,3,－,－,4,…,3,－,51,1,－,1,－,－,－,96.1,4,0.9
公立,総数（男・女）,2,瑞穂町,令和4,2022,3月,248,236,3,1,－,3,－,－,4,…,1,－,39,1,－,1,－,－,－,95.2,4,1.6
公立,総数（男・女）,2,日の出町,令和4,2022,3月,159,157,1,－,－,－,－,－,－,…,1,－,12,－,－,－,－,－,－,98.7,－,－
公立,総数（男・女）,2,檜原村,令和4,2022,3月,5,5,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,2,奥多摩町,令和4,2022,3月,28,25,1,1,－,－,－,－,－,…,1,－,－,－,－,－,－,－,－,89.3,－,－
公立,総数（男・女）,1,島部,令和4,2022,3月,196,192,－,1,－,－,－,－,－,…,3,－,20,－,－,－,－,－,－,98,－,－
公立,総数（男・女）,2,大島町,令和4,2022,3月,48,47,－,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,97.9,－,－
公立,総数（男・女）,2,利島村,令和4,2022,3月,8,8,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,2,新島村,令和4,2022,3月,22,21,－,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,95.5,－,－
公立,総数（男・女）,2,神津島村,令和4,2022,3月,15,15,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,2,三宅村,令和4,2022,3月,11,11,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,2,御蔵島村,令和4,2022,3月,3,3,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
公立,総数（男・女）,2,八丈町,令和4,2022,3月,63,62,－,－,－,－,－,－,－,…,1,－,8,－,－,－,－,－,－,98.4,－,－
公立,総数（男・女）,2,青ヶ島村,令和4,2022,3月,2,1,－,1,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,50,－,－
公立,総数（男・女）,2,小笠原村,令和4,2022,3月,24,24,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,0,総数,平成29,2017,3月,24363,24184,49,2,－,…,…,…,…,2,120,6,465,－,－,－,－,－,…,99.3,2,0
私立,総数（男・女）,0,総数,平成30,2018,3月,24192,24005,35,6,1,－,－,1,1,…,139,4,488,－,－,－,－,－,－,99.2,－,－
私立,総数（男・女）,0,総数,平成31,2019,3月,24663,24474,40,2,－,－,－,－,－,…,144,3,485,1,1,－,－,－,－,99.2,1,0
私立,総数（男・女）,0,総数,令和2,2020,3月,24098,23935,41,2,－,－,－,－,－,…,117,3,540,－,－,－,－,－,－,99.3,－,－
私立,総数（男・女）,0,総数,令和3,2021,3月,24459,24355,29,1,－,－,－,－,－,…,73,1,544,－,－,－,－,－,－,99.6,－,－
私立,総数（男・女）,0,総数,令和4,2022,3月,25331,25176,40,5,－,－,－,－,－,…,107,3,560,－,－,－,－,－,－,99.4,－,－
私立,総数（男・女）,1,区部,令和4,2022,3月,19972,19876,2,3,－,－,－,－,－,…,89,2,471,－,－,－,－,－,－,99.5,－,－
私立,総数（男・女）,2,千代田区,令和4,2022,3月,1758,1754,－,－,－,－,－,－,－,…,4,－,15,－,－,－,－,－,－,99.8,－,－
私立,総数（男・女）,2,中央区,令和4,2022,3月,156,153,－,1,－,－,－,－,－,…,2,－,2,－,－,－,－,－,－,98.1,－,－
私立,総数（男・女）,2,港区,令和4,2022,3月,2398,2383,－,－,－,－,－,－,－,…,15,－,176,－,－,－,－,－,－,99.4,－,－
私立,総数（男・女）,2,新宿区,令和4,2022,3月,1152,1150,－,－,－,－,－,－,－,…,2,－,11,－,－,－,－,－,－,99.8,－,－
私立,総数（男・女）,2,文京区,令和4,2022,3月,1551,1539,－,2,－,－,－,－,－,…,10,－,26,－,－,－,－,－,－,99.2,－,－
私立,総数（男・女）,2,台東区,令和4,2022,3月,47,47,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,墨田区,令和4,2022,3月,410,409,－,－,－,－,－,－,－,…,1,－,6,－,－,－,－,－,－,99.8,－,－
私立,総数（男・女）,2,江東区,令和4,2022,3月,378,373,－,－,－,－,－,－,－,…,5,－,4,－,－,－,－,－,－,98.7,－,－
私立,総数（男・女）,2,品川区,令和4,2022,3月,1028,1021,－,－,－,－,－,－,－,…,7,－,12,－,－,－,－,－,－,99.3,－,－
私立,総数（男・女）,2,目黒区,令和4,2022,3月,527,527,－,－,－,－,－,－,－,…,－,－,8,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,大田区,令和4,2022,3月,189,189,－,－,－,－,－,－,－,…,－,－,21,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,世田谷区,令和4,2022,3月,2916,2905,1,－,－,－,－,－,－,…,9,1,24,－,－,－,－,－,－,99.6,－,－
私立,総数（男・女）,2,渋谷区,令和4,2022,3月,971,963,－,－,－,－,－,－,－,…,8,－,3,－,－,－,－,－,－,99.2,－,－
私立,総数（男・女）,2,中野区,令和4,2022,3月,803,801,－,－,－,－,－,－,－,…,2,－,9,－,－,－,－,－,－,99.8,－,－
私立,総数（男・女）,2,杉並区,令和4,2022,3月,1281,1273,1,－,－,－,－,－,－,…,7,－,19,－,－,－,－,－,－,99.4,－,－
私立,総数（男・女）,2,豊島区,令和4,2022,3月,1509,1508,－,－,－,－,－,－,－,…,1,－,25,－,－,－,－,－,－,99.9,－,－
私立,総数（男・女）,2,北区,令和4,2022,3月,759,751,－,－,－,－,－,－,－,…,8,－,41,－,－,－,－,－,－,98.9,－,－
私立,総数（男・女）,2,荒川区,令和4,2022,3月,317,316,－,－,－,－,－,－,－,…,－,1,－,－,－,－,－,－,－,99.7,－,－
私立,総数（男・女）,2,板橋区,令和4,2022,3月,736,733,－,－,－,－,－,－,－,…,3,－,10,－,－,－,－,－,－,99.6,－,－
私立,総数（男・女）,2,練馬区,令和4,2022,3月,549,549,－,－,－,－,－,－,－,…,－,－,8,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,足立区,令和4,2022,3月,184,184,－,－,－,－,－,－,－,…,－,－,2,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,葛飾区,令和4,2022,3月,163,158,－,－,－,－,－,－,－,…,5,－,38,－,－,－,－,－,－,96.9,－,－
私立,総数（男・女）,2,江戸川区,令和4,2022,3月,190,190,－,－,－,－,－,－,－,…,－,－,11,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,1,市部,令和4,2022,3月,5359,5300,38,2,－,－,－,－,－,…,18,1,89,－,－,－,－,－,－,98.9,－,－
私立,総数（男・女）,2,八王子市,令和4,2022,3月,795,793,－,－,－,－,－,－,－,…,2,－,12,－,－,－,－,－,－,99.7,－,－
私立,総数（男・女）,2,立川市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,武蔵野市,令和4,2022,3月,656,654,1,1,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,99.7,－,－
私立,総数（男・女）,2,三鷹市,令和4,2022,3月,282,279,－,－,－,－,－,－,－,…,3,－,1,－,－,－,－,－,－,98.9,－,－
私立,総数（男・女）,2,青梅市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,府中市,令和4,2022,3月,112,112,－,－,－,－,－,－,－,…,－,－,2,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,昭島市,令和4,2022,3月,54,53,1,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,98.1,－,－
私立,総数（男・女）,2,調布市,令和4,2022,3月,632,632,－,－,－,－,－,－,－,…,－,－,5,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,町田市,令和4,2022,3月,844,830,1,1,－,－,－,－,－,…,11,1,41,－,－,－,－,－,－,98.3,－,－
私立,総数（男・女）,2,小金井市,令和4,2022,3月,413,379,33,－,－,－,－,－,－,…,1,－,6,－,－,－,－,－,－,91.8,－,－
私立,総数（男・女）,2,小平市,令和4,2022,3月,260,259,1,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,99.6,－,－
私立,総数（男・女）,2,日野市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東村山市,令和4,2022,3月,178,178,－,－,－,－,－,－,－,…,－,－,5,－,－,－,－,－,－,100,－,－
