サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
戸籍の届け出,戸籍住民課戸籍係,03-5273-3506,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index06.html,188,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住所変更の届け出,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index01.html,189,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住所変更の届け出（外国人住民の方）,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index01.html,190,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
印鑑登録の手続き,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000005.html,191,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（戸籍全部事項証明書（謄本）・個人事項証明書（抄本））,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,192,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（除籍全部事項証明書（謄本）・個人事項証明書（抄本）・改製原戸籍謄本（抄本））,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,193,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（戸籍一部事項証明書）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,194,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（除籍一部事項証明書）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,195,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（戸籍届出の受理証明書）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,196,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（不在籍証明書）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,197,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（身分証明書）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,198,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
戸籍等の証明書の発行・手数料（戸籍の附票の写し）,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/index03.html,199,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住民票等の証明書の発行・手数料（住民票の写し、広域交付住民票、住民票記載事項証明書、不在住証明書、住民票の閲覧（住民基本台帳一覧表））,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000009_f.html,200,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
印鑑登録証明書,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000005.html,201,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動交付機の利用・手続き(令和2年3月31日にサービス終了),戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000002-01.html,202,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
コンビニ交付サービス（住民票関係・印鑑登録証明書関係）,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki01_002005.html,203,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
コンビニ交付サービス（区税関係）,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/todokede/koseki01_002005.html,204,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住民票等（戸籍関係）の夜間・休日サービス,戸籍住民課戸籍係,03-5273-3509,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki02_001003.html,205,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住民票等（住民票関係）の夜間・休日サービス等,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,"",206,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
通知カード,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000001_00008.html,207,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
マイナンバーカード（個人番号カード）,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_002016_00001.html,208,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
公的個人認証サービス,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_002018.html,209,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
住民基本台帳カード,戸籍住民課住民記録係,03-5273-3601,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki03_000009.html,210,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区民葬儀,戸籍住民課戸籍係,03-5273-3506,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki02_000101.html,211,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
改葬許可の申請（遺骨をほかの場所に移すとき）,戸籍住民課戸籍係,03-5273-3506,03-3209-1728,https://www.city.shinjuku.lg.jp/todokede/koseki02_002035.html,212,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
都立霊園についての相談,東京都公園協会,03-3232-3151,03-3232-3194,"",213,手続き・届け出,届け出・登録・証明,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
対象となる方（国民健康保険・国保）,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/index02_01.html,214,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
届け出・手続き（国民健康保険・国保）,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file02_02_00001.html,215,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
届け出が遅れた場合（国民健康保険・国保）,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file02_02_00001.html,216,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料の決め方（国民健康保険・国保）,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/hoken01_001028.html,217,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料の納め方（国民健康保険・国保）,医療保険年金課納付推進係,03-5273-4158,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/hoken01_002031_00002.html,218,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ペイジーによる納付,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/zeimu01_002068.html,219,手続き・届け出,国民健康保険（国保）,"","","",http://www.pay-easy.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
保険料の納付が困難なとき（国民健康保険・国保）,医療保険年金課納付推進係,03-5273-4158,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file02_03_00002.html,220,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国保料催告センター（国民健康保険・国保）,医療保険年金課納付推進係,03-5273-4158,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/hoken03_001004.html,221,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料・一部負担金の減免（国民健康保険・国保）,医療保険年金課国保資格係,03-5273-4146,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/hoken01_002030.html,222,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料・一部負担金の減免（国民健康保険・国保）,医療保険年金課国保給付係,03-5273-4149,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file02_04_00010.html,223,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
給付のあらまし（国民健康保険・国保）,医療保険年金課国保給付係,03-5273-4149,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/index02_04.html,224,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
交通事故等の届け出（国民健康保険・国保）,医療保険年金課国保給付係,03-5273-4149,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file02_04_00011.html,225,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国保の保養施設等事業（国民健康保険・国保）,医療保険年金課庶務係,03-5273-4078,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/index02_05.html,226,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特定健康診査の実施（国民健康保険・国保）,健康づくり課健診係,03-5273-4207,03-5273-3930,https://www.city.shinjuku.lg.jp/hoken/file02_05_00002.html,227,手続き・届け出,国民健康保険（国保）,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
後期高齢者医療制度,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/index05.html,228,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
対象となる方（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002012.html,229,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
資格の取得・喪失（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/index05kokikorei.html,230,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
被保険者証（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002014.html,231,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
窓口で支払う自己負担額（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002014.html,232,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料の決め方（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002021.html,233,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料の納め方（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002016.html,234,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
給付のあらまし（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/index05hokenkyuhu.html,235,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料・一部負担金の減免（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002021.html,236,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
交通事故等の届け出（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002022.html,237,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
葬祭費の支給（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002020.html,238,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
健康診査の実施（後期高齢者医療制度）,健康づくり課健診係,03-5273-4207,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko02_001008.html,239,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保養施設（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/index05hoyo.html,240,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
入院時負担軽減支援金の支給（後期高齢者医療制度）,高齢者医療担当課高齢者医療係,03-5273-4562,03-3203-6083,https://www.city.shinjuku.lg.jp/hoken/koreiiryo01_002023.html,241,手続き・届け出,後期高齢者医療制度,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金,医療保険年金課年金係,03-5273-4338,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/index03.html,242,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金,新宿年金事務所,03-6278-9311,03-6278-9320,https://www.city.shinjuku.lg.jp/hoken/index03.html,243,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金の加入,医療保険年金課年金係,03-5273-4338,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file03_02_00001.html,244,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金保険料の免除,医療保険年金課年金係,03-5273-4338,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file03_03_00001.html,245,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金の給付,医療保険年金課年金係,03-5273-4338,03-3209-1436,https://www.city.shinjuku.lg.jp/hoken/file03_04_00001.html,246,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国民年金の給付,新宿年金事務所,03-6278-9311,03-6278-9320,https://www.city.shinjuku.lg.jp/hoken/file03_04_00001.html,247,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
年金生活者支援給付金,新宿年金事務所,03-6278-9311,03-6278-9320,https://www.city.shinjuku.lg.jp/hoken/file03_00003.html,248,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
旧軍人等援護・戦没者等の遺族,地域福祉課福祉計画係,03-5273-4228,03-3209-9948,https://www.city.shinjuku.lg.jp/fukushi/file04_04_00002.html,249,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
厚生年金の給付,新宿年金事務所,03-6278-9311,03-6278-9320,"",250,手続き・届け出,国民年金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（住民税の申告・課税）,税務課課税第一係,03-5273-4107,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/index04_03.html,251,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（住民税の申告・課税）,税務課課税第二係,03-5273-4108,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/index04_03.html,252,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（退職所得に係る住民税）,税務課課税調整係,03-5273-4109,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_00005.html,253,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（住民税等の納税）,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/index04_04.html,254,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（給与からの特別徴収の収納）,税務課課税調整係,03-5273-4109,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_04_00001.html,255,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（軽自動車税（種別割））,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_05_00001.html,256,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（特別区たばこ税・入湯税）,税務課税務係,03-5273-4135,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_00006.html,257,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（税証明）,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/index04_11.html,258,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別区税等に関する手続き（税務相談）,税務課税務係,03-5273-4135,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_06_00001.html,259,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区税の納付場所,税務課収納管理係,03-5273-4139,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_04_00001.html,260,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区税の納付相談,税務課納税係,03-5273-4534,03-3209-1460,https://www.city.shinjuku.lg.jp/hoken/file04_04_00001.html,261,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
都税,新宿都税事務所,03-3369-7151,03-3369-8090,"",262,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
電子申告・電子納税等（都税）のご案内,新宿都税事務所,03-3369-7151,03-3369-8090,"",263,手続き・届け出,税金,"","","",http://www.eltax.lta.go.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
国税,四谷税務署,03-3359-4451,"","",264,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
国税,新宿税務署,03-6757-7776,"","",265,手続き・届け出,税金,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
電子申請サービス,電子申請サービスの利用方法については情報システム課電子申請担当,03-5273-3761,03-3209-9946,https://www.city.shinjuku.lg.jp/kusei/index15.html,266,手続き・届け出,インターネットを利用した手続き,"","","",各申請の手続き内容については各担当課へ,http://statdb.nstac.go.jp/lod/sac/C13104
保健所・保健センター,新宿区保健所,03-3209-1111,"",https://www.city.shinjuku.lg.jp/kenkou/shisetu_14.html,267,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
各種健康診査・がん検診,各保健センター,"","",https://www.city.shinjuku.lg.jp/kenkou/index02_14.html,268,健康・衛生,病気の予防,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
各種健康診査・がん検診,健康づくり課健診係,03-5273-4207,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/index02_14.html,269,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
各種健康診査・がん検診,健康づくり課健康づくり推進係（歯科健康診査）,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_00012.html,270,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
帯状疱疹予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/yobo01_001178_00004.html,"",健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
骨粗しょう症予防検診,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/nishi-h01_001003.html,"",健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特定健康診査,健康づくり課健診係,03-5273-4207,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko02_001008.html,271,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特定保健指導・非肥満保健指導,健康づくり課健診係,03-5273-4207,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/kenko02_001006.html,272,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保健センターの健康相談,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/nishi-h01_001004.html,273,健康・衛生,病気の予防,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
訪問指導,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/nishi-h01_001005.html,274,健康・衛生,病気の予防,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
かかりつけ医の紹介,健康政策課地域医療係,03-5273-3839,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/file02_04_00002.html,277,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
かかりつけ歯科医の紹介,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_00022.html,278,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
歯科保健相談,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/hc_index.html,279,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
精神保健相談・うつ専門相談,各保健センター,"","",https://www.city.shinjuku.lg.jp/kenkou/yobo01_001005.html,280,健康・衛生,病気の予防,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
女性の健康支援センター,女性の健康支援センター（四谷保健センター内）,03-3351-5161,03-3351-5166,https://www.city.shinjuku.lg.jp/kenkou/yotsuya-h01_001049.html,281,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
食育ボランティアの育成,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko01_002154.html,283,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
「食」を通じた健康づくりネットワーク,健康づくり課健康づくり推進係,03-5273-3494,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/index03_16_1128.html,284,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
特定給食施設指導,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/index04_16_1128.html,285,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
在宅歯科相談窓口,新宿区歯科医師会,03-3200-5064,03-3208-0829,"",286,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
在宅歯科相談窓口,新宿区四谷牛込歯科医師会,03-3356-6367,03-3356-6368,"",287,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
緊急一時入院病床確保事業,健康政策課地域医療係,03-5273-3839,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/file02_04_00001.html,288,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
在宅医療相談窓口,健康政策課地域医療係,03-5273-3839,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/file02_04_00006.html,289,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
がん療養相談窓口,暮らしの保健室,03-3205-3114,03-3205-3115,https://www.city.shinjuku.lg.jp/fukushi/kenko01_001055.html,290,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者インフルエンザ予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/yobo01_001104.html,291,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者用肺炎球菌予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/yobo01_001194.html,292,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
HIV・性感染症相談・検査,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/file02_02_00009.html,293,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
感染症の予防,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/kenkou/index02_02.html,294,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
患者の声相談窓口,新宿区保健所 受付専用電話,03-5273-3869,"",https://www.city.shinjuku.lg.jp/kenkou/yobo01_000103.html,295,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
健康ポイント,健康づくり課健康づくり推進係,03-5273-3494,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko01_002203.html,296,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ウォーキング,健康づくり課健康づくり推進係,03-5273-3494,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko01_002220.html,297,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
シニア向け健康づくり,健康づくり課健康づくり推進係,03-5273-3494,03-5273-3930,https://www.city.shinjuku.lg.jp/kenkou/kenko01_002245.html,298,健康・衛生,病気の予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
医事衛生,保健所衛生課医薬衛生係,03-5273-3845,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/index03_01.html,299,健康・衛生,衛生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
薬事衛生,保健所衛生課医薬衛生係,03-5273-3845,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/index03_02.html,300,健康・衛生,衛生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
環境衛生,保健所衛生課環境衛生係,03-5273-3841,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/index03_03.html,301,健康・衛生,衛生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
生活衛生,保健所衛生課環境衛生係,03-5273-3841,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/file03_03_00001.html,302,健康・衛生,衛生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
