都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
131164,102,東京都,豊島区,訪問看護ステーションホームケア練馬,ホウモンカンゴステーション　ホームケアネリマ,訪問看護,東京都豊島区南長崎6-34-3,ツム・アウフタクト2階,35.73160465,139.679058,03 5988 7657,,03 5988 7658,,株式会社ミレニア,1367198948,,,,,
131164,103,東京都,豊島区,セントケア訪問看護ステーション豊島,セントケアホウモンカンゴステーショントシマ,訪問看護,東京都豊島区東池袋3-20-21,広宣ビル2F,35.7298765,139.7240706,03 5953 5034,,03 5953 5035,5.01E+12,セントケア東京株式会社,1367199011,,,,,
131164,104,東京都,豊島区,医療法人社団　日成会　介護老人保健施設　池袋えびすの郷,イリョウホウジンシャダンニッセイカイ　カイゴロウジンホケンシセツ　イケブクロエビスノサト,訪問リハビリテーション,東京都豊島区池袋本町2-34-1,,35.742949,139.709005,03 3980 0165,,03 3980 0168,,医療法人社団　日成会,1371604784,,,,,
131164,105,東京都,豊島区,医療法人社団　健翔会　豊島長崎クリニック,イリョウホウジンシャダン　ケンショウカイ　トシマナガサキクリニック,訪問リハビリテーション,東京都豊島区長崎4-25-15,,35.7301414,139.6857623,03 6905 8682,,03 6905 8685,,医療法人社団　健翔会　豊島長崎クリニック,1311634781,,,,,
131164,106,東京都,豊島区,医療法人社団仁泉会　としま昭和病院,イリョウホウジンシャダンジンセンカイ　トシマショウワビョウイン,訪問リハビリテーション,東京都豊島区南長崎5-17-9,,35.7288771,139.6822608,03 3953 5555,,03 3953 6479,5.01E+12,医療法人社団仁泉会,1311670892,,,,,
131164,107,東京都,豊島区,南長崎整形リハビリクリニック,ミナミサガサキセイケイリハビリクリニック,訪問リハビリテーション,東京都豊島区南長崎4-5-20,アイテラス落合南長崎３Ｆ,35.7243332,139.6826388,03 6915 3155,,03 6915 3155,,南長崎整形リハビリクリニック,1311634682,,,,,
131164,108,東京都,豊島区,ゆみのハートクリニック,ユミノハートクリニック,訪問リハビリテーション,東京都豊島区高田3-14-29,KDX高田馬場ビル1階,35.7150378,139.7051038,03 5956 8010,,03 5950 0108,5.01E+12,医療法人社団ゆみの,1311635119,,,,,
131164,109,東京都,豊島区,医療法人社団　凜生会　目白整形外科内科,イリョウホウジンシャダン　リンセイカイ　メジロセイケイゲカナイカ,訪問リハビリテーション,東京都豊島区目白2-38-2,,35.7218122,139.7075282,03 5960 7800,,03 5960 7801,,医療法人社団　凜生会,1311635291,,,,,
131164,110,東京都,豊島区,巣鴨整形外科リハビリテーションクリニック,スガモセイケイゲカリハビリテーションクリニック,訪問リハビリテーション,東京都豊島区巣鴨4-28-4,オーガスト８０－１階,35.7378845,139.7321186,03 3940 0350,,03 3940 0320,5.02E+12,医療法人社団あおい会,1311636182,,,,,
131164,111,東京都,豊島区,医療法人社団創成会　土屋医院,イリョウホウジンシャダンソウセイカイ　ツチヤイイン,訪問リハビリテーション,東京都豊島区池袋4-17-10,,35.7397382,139.7081663,03 3971 1848,,03 3590 6372,,医療法人社団創成会　土屋医院,1371601764,,,,,
131164,112,東京都,豊島区,山口医院　訪問リハビリテーション・ことぶき,ホウモンリハビリテーション・コトブキ,訪問リハビリテーション,東京都豊島区西巣鴨1-19-17,,35.7369561,139.7252902,03 5907 3863,,03 6903 7812,,医療法人社団　育生會,1311636000,,,,,
131164,113,東京都,豊島区,池袋ほんちょうの郷高齢者在宅サービスセンター,イケブクロホンチョウノサトコウレイシャザイタクサービスセンター,通所介護,東京都豊島区池袋本町1-29-12,,35.73976716,139.7148732,03 3986 4165,,03 3986 4178,5.01E+12,社会福祉法人フロンティア,1371600667,,,,,
131164,114,東京都,豊島区,憩いの里　いけぶくろ,イコイノサト　イケブクロ,通所介護,東京都豊島区池袋本町4-30-15,,35.74374664,139.7162985,03 5985 7300,,03 5985 7400,,株式会社　ヴェール,1371602846,,,,,
131164,115,東京都,豊島区,ベストリハ大塚,ベストリハオオツカ,通所介護,東京都豊島区北大塚2-19-2,シェーヌ大塚1階,35.7341367,139.7271878,03 6903 6360,,03 6903 6370,2.01E+12,ベストリハ株式会社,1371605799,,,,,
131164,116,東京都,豊島区,デイサービスヨウコー駒込,デイサービスヨウコーコマゴメ,通所介護,東京都文京区本駒込5-32-8,,35.7331425,139.7524968,03 5834 1620,,03 5834 1621,2.01E+12,株式会社揚工舎,1370501742,,,,,
131164,117,東京都,豊島区,高齢者在宅サービスセンター　長崎第二豊寿園,コウレイシャザイタクサービスセンターナガサキダイニホウジュエン,通所介護,東京都豊島区長崎6-34-10,,35.7353569,139.6825327,03 5966 2564,,03 5966 2864,3.01E+12,社会福祉法人　豊島区社会福祉事業団,1371602473,,,,,
131164,118,東京都,豊島区,株式会社ケアサービス　デイサービスセンター要町,カブシキカイシャケアサービス　デイサービスセンターカナメチョウ,通所介護,東京都豊島区池袋3-21-9,大明ビル1階,35.7354245,139.703828,03 5949 6891,,03 5949 6892,8.01E+12,株式会社ケアサービス,1371602754,,,,,
131164,119,東京都,豊島区,コンチェルト目白デイサービスセンター,コンチェルトメジロデイサービスセンター,通所介護,東京都豊島区目白4-29-5,コンフォール目白1F,35.7256391,139.697754,03 5988 0185,,03 5988 0186,1.01E+12,株式会社コンチェルト,1371603174,,,,,
131164,120,東京都,豊島区,健遊館　地蔵場,ケンユウカン　ジゾウユ,通所介護,東京都豊島区千早1-17-8,,35.7318412,139.6970704,03 5964 5333,,03 5964 5332,,株式会社　健遊館,1371603984,,,,,
131164,121,東京都,豊島区,アースサポート池袋,アースサポートイケブクロ,通所介護,東京都豊島区上池袋1-10-5,,35.7352754,139.7190349,03 3576 3900,,03 3576 3901,,アースサポート株式会社,1371604065,,,,,
131164,122,東京都,豊島区,デイサービスケアリッツ大塚,デイサービスケアリッツオオツカ,通所介護,東京都豊島区南大塚2-42-9,金子ビル1階,35.73022657,139.7297016,03 6912 0941,,03 6912 0942,6.01E+12,株式会社ケアリッツ・アンド・パートナーズ,1371605146,,,,,
131164,123,東京都,豊島区,めぐリハビリデイサービス大塚,メグリハビリデイサービスオオツカ,通所介護,東京都豊島区北大塚3-25-16,伊納ビル1階,35.734309,139.7258678,03 3910 4992,,03 3910 4993,,めぐ株式会社,1371605443,,,,,
131164,124,東京都,豊島区,リハビリデイサービスnagomiプラス千川店,リハビリデイサービスナゴミプラスセンカワテン,通所介護,東京都豊島区千早4-2-6,星野コーポ／1階,35.7364929,139.6838436,03 5926 7970,,03 3958 4111,4.01E+12,株式会社　nCS,1371605468,,,,,
131164,125,東京都,豊島区,高齢者在宅サービスセンター千川豊寿園,コウレイシャザイタクサービスセンターセンカワホウジュエン,通所介護,東京都豊島区千川2-9-10,,35.741151,139.6913622,03 3530 4033,,03 3530 4448,5.01E+12,社会福祉法人フロンティア,1371602358,,,,,
131164,126,東京都,豊島区,日生デイサービスセンター南長崎,ニッセイデイサービスセンターミナミナガサキ,通所介護,東京都豊島区南長崎5-11-4,ユービハイツ１Ｆ,35.727257,139.6832809,03 3565 5911,,03 3565 5912,,ミアヘルサ株式会社,1371602937,,,,,
131164,127,東京都,豊島区,高齢者在宅サービスセンター山吹の里,コウレイシャザイタクサービスセンターヤマブキノサト,通所介護,東京都豊島区高田3-37-17,,35.71598325,139.7105254,03 3981 5067,,03 3981 5061,5.01E+12,社会福祉法人フロンティア,1371602317,,,,,
131164,128,東京都,豊島区,デイホーム南池袋,デイホームミナミイケブクロ,通所介護,東京都豊島区南池袋3-7-8,オリナスふくろうの杜,35.72339867,139.7120892,03 5958 1206,,03 5958 1209,,社会福祉法人　敬心福祉会,1371602432,,,,,
131164,129,東京都,豊島区,高齢者在宅サービスセンターアトリエ村,コウレイシャザイタクサービスセンターアトリエムラ,通所介護,東京都豊島区長崎4-23-1,,35.7303214,139.686266,03 5965 3404,,03 5965 3403,3.01E+12,社会福祉法人豊島区社会福祉事業団,1371602465,,,,,
131164,130,東京都,豊島区,東電さわやかケアポートとしま・デイサービス,トウデンサワヤカケアポートトシマ・デイサービス,通所介護,東京都豊島区北大塚1-12-15,,35.7322481,139.7326314,03 5907 4295,,03 3916 5510,,東電パートナーズ株式会社,1371603000,,,,,
131164,131,東京都,豊島区,高齢者在宅サービスセンター　菊かおる園,コウレイシャザイタクサービスセンター　キクカオルソノ,通所介護,東京都豊島区西巣鴨2-30-19,,35.7393251,139.7284786,03 3576 2203,,03 3576 2264,3.01E+12,社会福祉法人豊島区社会福祉事業団,1371602507,,,,,
131164,132,東京都,豊島区,医療法人社団　健拓会　西沢クリニック,イリョウホウジンシャダンケンタクカイニシザワクリニック,通所リハビリテーション,東京都豊島区東池袋5-49-6,白峰社ビル5・6階,35.7268791,139.7279068,03 5958 7738,,03 5958 7739,7.01E+12,医療法人健拓会,1311634773,,,,,
131164,133,東京都,豊島区,医療法人社団　凜生会　目白整形外科内科,イリョウホウジンシャダン　リンセイカイ　メジロセイケイゲカナイカ,通所リハビリテーション,東京都豊島区目白2-38-2,,35.7218122,139.7075282,03 5960 7800,,03 5960 7801,1.01E+12,医療法人社団　凜生会,1311635291,,,,,
131164,134,東京都,豊島区,南池袋介護老人保健施設アバンセ,ミナミイケブクロカイゴロウジンホケンシセツアバンセ,通所リハビリテーション,東京都豊島区南池袋4-6-1,南池袋アバンセ,35.72171321,139.7164296,03 5955 7370,,03 5955 7371,8.01E+12,医療法人社団善仁会,1351680010,,,,,
131164,135,東京都,豊島区,介護老人保健施設安寿,カイゴロウジンホケンシセツアンジュ,通所リハビリテーション,東京都豊島区南池袋3-7-8,,35.7235511,139.7120999,03 5956 8200,,03 5956 8201,2.01E+12,医療法人社団瑞雲会,1357081383,,,,,
131164,136,東京都,豊島区,山口医院・ことぶき,ヤマグチイイン・コトブキ,通所リハビリテーション,東京都豊島区西巣鴨1-19-17,,35.7369561,139.7252902,03 5907 3863,,03 6903 7812,,医療法人社団　育生會,1311636000,,,,,
131164,137,東京都,豊島区,池袋えびすの郷,イケブクロエビスノサト,通所リハビリテーション,東京都豊島区池袋本町2-34-1,,35.742949,139.709005,03 3980 0165,,03 3980 0168,,医療法人　社団　日成会,1357081235,,,,,
131164,138,東京都,豊島区,アサヒケアサポート,アサヒケアサポート,福祉用具貸与,東京都豊島区東池袋1-33-8,NBF池袋タワー３階,35.7329522,139.7164291,03 6914 0034,,03 6907 7026,,旭機工株式会社,1371603588,,,,,
131164,139,東京都,豊島区,株式会社ユーエスマネジメンツ　福祉用具事業所,カブシキカイシャユーエスマネジメンツ　フクシヨウグジギョウショ,福祉用具貸与,東京都豊島区池袋2-69-8,菅原ビル１階,35.7358115,139.7088553,03 6907 3339,,03 6907 3750,3.0133E+12,株式会社ユーエスマネジメンツ,1371605377,,,,,
131164,140,東京都,豊島区,三和企商福祉用具東京,サンワキショウフクシヨウグトウキョウ,福祉用具貸与,東京都豊島区南大塚3-30-3,南大塚アロービル１Ｆ,35.7313183,139.7257866,03 5396 0890,,03 5396 0978,,株式会社　三和企商,1371600733,,,,,
131164,141,東京都,豊島区,グローバルサポート,グローバルサポート,福祉用具貸与,東京都豊島区東池袋2-49-9,第2尾形ビル2階21号,35.7332211,139.7202876,03 5843 3601,,03 4333 7719,5.0133E+12,株式会社グローバルサポート,1371605716,,,,,
131164,142,東京都,豊島区,株式会社ミタカ目白営業所,カブシキガイシャミタカメジロエイギョウショ,福祉用具貸与,東京都豊島区高田2-18-23,シャトー目白１F,35.7181232,139.7147924,03 6907 2350,,03 6907 2370,,株式会社ミタカ,1371605757,,,,,
131164,143,東京都,豊島区,ケアフレンド・福祉用具,ケアフレンド　フクシヨウグ,福祉用具貸与,東京都豊島区長崎4-16-2,,35.72919499,139.6857945,03 3530 2789,,03 6821 6700,,有限会社ケアフレンド,1371603778,,,,,
131164,144,東京都,豊島区,ユニット,ユニット,福祉用具貸与,東京都豊島区東池袋5-8-15,,35.7253542,139.7211545,03 3980 0035,,03 3980 0035,,有限会社　ユニット,1371601376,,,,,
131164,145,東京都,豊島区,サン・ケアセンター,サン　ケアセンター,福祉用具貸与,東京都豊島区西巣鴨3-15-10,ＵＫビル2階,35.7421137,139.7296062,03 3918 3571,,03 3918 3579,,有限会社サン,1371601954,,,,,
131164,146,東京都,豊島区,東電さわやかケアポートとしま・福祉用具,トウデンサワヤカケアポートトシマ・フクシヨウグ,福祉用具貸与,東京都豊島区北大塚1-12-15,,35.7322481,139.7326314,03 5907 4294,,03 5907 3821,7.0106E+12,東電パートナーズ株式会社,1371603018,,,,,
131164,147,東京都,豊島区,セントケア　リフォーム豊島,セントケアリフォームトシマ,福祉用具貸与,東京都豊島区東池袋3-20-21,広宣ビル2階,35.73015917,139.7205966,03 5953 5033,,03 5953 5035,5.0133E+12,セントケア東京株式会社,1371604131,,,,,
131164,148,東京都,豊島区,SOMPOケア　豊島　福祉用具,ソンポケアトシマ　フクシヨウグ,福祉用具貸与,東京都豊島区高松1-11-15,モリタビル西池袋801,35.73638019,139.701591,03 5986 0361,,03 3973 2351,1.26E+12,ＳＯＭＰＯケア株式会社,1371605526,,,,,
131164,149,東京都,豊島区,倭ケアサービス,ヤマトケアサービス,福祉用具貸与,東京都豊島区西池袋3-33-6,SHKビル３階,35.73000093,139.7053112,03 5957 0700,,03 5957 0700,9.0133E+12,合同会社　倭ケアサービス,1371605682,,,,,
131164,150,東京都,豊島区,特別養護老人ホーム池袋ほんちょうの郷,トクベツヨウゴロウジンホームイケブクロホンチョウノサト,短期入所生活介護,東京都豊島区池袋本町1-29-12,,35.73978051,139.7148797,03 3971 6541,,03 3971 8254,5.01331E+12,社会福祉法人フロンティア,1371600519,,,,,
131164,151,東京都,豊島区,東池袋桑の実園ショートステイ,ヒガシイケブクロクワノミエンショートステイ,短期入所生活介護,東京都豊島区東池袋5-39-18,,35.7281929,139.7257041,03 5928 1360,,03 5928 1361,2.14001E+12,社会福祉法人桑の実園福祉会,1371605203,,,,,
131164,152,東京都,豊島区,ゆたか苑,ユタカエン,短期入所生活介護,東京都豊島区長崎3-26-4,,35.7315268,139.6879491,03 3959 2129,,03 3959 2149,1.01111E+12,社会福祉法人　恩賜財団　東京都同胞援護会,1371600766,,,,,
131164,153,東京都,豊島区,特別養護老人ホーム　シオンとしま,トクベツヨウゴロウジンホーム　シオントシマ,短期入所生活介護,東京都豊島区池袋1-4-11,,35.7346835,139.713366,03 3984 7477,,03 3984 7478,,社会福祉法人　　清栄会,1371602077,,,,,
131164,154,東京都,豊島区,特別養護老人ホーム　アトリエ村,トクベツヨウゴロウジンホームアトリエムラ,短期入所生活介護,東京都豊島区長崎4-23-1,,35.7303214,139.686266,03 5965 3400,,03 5965 3403,3.01331E+12,社会福祉法人豊島区社会福祉事業団,1371602523,,,,,
131164,155,東京都,豊島区,特別養護老人ホーム風かおる里,トクベツヨウゴロウジンホームカゼカオルサト,短期入所生活介護,東京都豊島区南長崎6-15-6,,35.7309435,139.6790443,03 5982 1021,,03 5982 2105,3.01331E+12,社会福祉法人豊島区社会福祉事業団,1371602549,,,,,
131164,156,東京都,豊島区,池袋敬心苑,イケブクロケイシンエン,短期入所生活介護,東京都豊島区南池袋3-7-8,,35.7235511,139.7120999,03 5958 1165,,03 5958 1210,,社会福祉法人　敬心福祉会,1371602531,,,,,
131164,157,東京都,豊島区,特別養護老人ホーム　山吹の里,トクベツヨウゴロウジンホーム　ヤマブキノサト,短期入所生活介護,東京都豊島区高田3-37-17,,35.7159876,139.7105254,03 3981 5051,,03 3981 5061,5.01331E+12,社会福祉法人フロンティア,1371602564,,,,,
131164,158,東京都,豊島区,社会福祉法人　櫻灯会　ショートステイ　しあわせの灯,シャカイフクシホウジン　オウトウカイ　ショートステイ　シアワセノヒ,短期入所生活介護,東京都豊島区南池袋4-5-1,,35.7215682,139.716644,03 5927 8050,,03 5927 8051,8.01311E+12,社会福祉法人　櫻灯会,1371604826,,,,,
131164,159,東京都,豊島区,特別養護老人ホーム　千川の杜,トクベツヨウゴロウジンホーム　センカワノモリ,短期入所生活介護,東京都豊島区要町3-54-9,特別養護老人ホーム　千川の杜,35.7406592,139.6891875,03 5917 0370,,03 3972 2510,,社会福祉法人七日会,1371605013,,,,,
131164,160,東京都,豊島区,特別養護老人ホーム菊かおる園,トクベツヨウゴロウジンホームキクカオルソノ,短期入所生活介護,東京都豊島区西巣鴨2-30-19,,35.7393251,139.7284786,03 3576 2266,,03 3576 2264,3.01331E+12,社会福祉法人豊島区社会福祉事業団,1371602457,,,,,
131164,161,東京都,豊島区,南池袋介護老人保健施設アバンセ,ミナミイケブクロカイゴロウジンホケンシセツアバンセ,短期入所療養介護（介護老人保健施設）,東京都豊島区南池袋4-6-1,,35.72187,139.7165208,03 5955 7370,,03 5955 7371,8.01161E+12,医療法人社団善仁会,1351680010,,,,,
131164,162,東京都,豊島区,介護老人保健施設安寿,カイゴロウジンホケンシセツ　アンジュ,短期入所療養介護（介護老人保健施設）,東京都豊島区南池袋3-7-8,,35.7235511,139.7120999,03 5956 8200,,03 5956 8201,2.01331E+12,医療法人社団　瑞雲会,1357081383,,,,,
131164,163,東京都,豊島区,池袋えびすの郷,イケブクロエビスノサト,短期入所療養介護（介護老人保健施設）,東京都豊島区池袋本町2-34-1,,35.742949,139.709005,03 3980 0165,,03 3980 0168,,医療法人　社団　日成会,1357081235,,,,,
131164,164,東京都,豊島区,グループホーム四丁目の家,グループホームヨンチョウメノイエ,認知症対応型共同生活介護,東京都豊島区池袋4-10-2,富士ビル2、3階,35.7383049,139.7072192,03 6912 7949,,03 6912 7916,,社会福祉法人泉湧く家,1391600200,,,,,
131164,165,東京都,豊島区,東電さわやかケアポートとしま・グループホーム,トウデンサワヤカケアポートトシマ・グループホーム,認知症対応型共同生活介護,東京都豊島区北大塚1-12-15,協同興業北大塚ビル2階,35.7322481,139.7326314,03 5907 4296,,03 5907 3823,7.0106E+12,東電パートナーズ株式会社,1391600010,,,,,
131164,166,東京都,豊島区,アースサポートグループホーム　豊島五丁目,アースサポートグループホームトシマゴチョウメ,認知症対応型共同生活介護,東京都北区豊島5-4-1,,35.7648394,139.7513078,03 5944 6590,,03 5944 6591,,アースサポート株式会社,1391700554,,,,,
131164,167,東京都,豊島区,グループホーム南長崎　野の里,グループホームミナミナガサキ　ノノサト,認知症対応型共同生活介護,東京都豊島区南長崎4-27-13,,35.7263718,139.6849358,03 3951 7133,,03 6908 0545,,有限会社　B-FAMILY,1371602630,,,,,
131164,168,東京都,豊島区,つげの実,ツゲノミ,認知症対応型共同生活介護,東京都豊島区駒込3-30-3,平見ビル2階,35.74085,139.7440498,03 3918 9505,,03 3918 9505,,有限会社自在,1371602770,,,,,
131164,169,東京都,豊島区,グループホーム田楽,グループホームデンガク,認知症対応型共同生活介護,東京都豊島区南長崎3-36-2,,35.72663934,139.6887802,03 3953 7686,,03 3951 8921,,有限会社　田楽,1391600044,,,,,
131164,170,東京都,豊島区,グループホーム　ほおずき,グループホーム　ホオズキ,認知症対応型共同生活介護,東京都豊島区目白4-20-12,,35.7256588,139.7022952,03 5996 9166,,03 5996 9166,1.0133E+12,株式会社ほおずき,1391600077,,,,,
131164,171,東京都,豊島区,雑司が谷みみずくの里,ゾウシガヤミミズクノサト,認知症対応型共同生活介護,東京都豊島区雑司が谷2-13-21,,35.7186158,139.7175301,03 5911 3066,,03 5911 3251,1.01001E+12,東京保健生活協同組合,1391600085,,,,,
131164,172,東京都,豊島区,グループホーム　いけぶくろの家,グループホーム　イケブクロノイエ,認知症対応型共同生活介護,東京都豊島区池袋3-59-4,,35.7355414,139.7078443,03 5911 1248,,03 5911 1253,4.01001E+12,社会福祉法人　泉湧く家,1391600119,,,,,
131164,173,東京都,豊島区,グループホームふれあいの里,グループホームフレアイノサト,認知症対応型共同生活介護,東京都豊島区南長崎2-3ｰ8,,35.72384357,139.6886612,03 6908 0333,,03 6908 0333,2.01331E+12,特定非営利活動法人ふれあいねっと,1391600135,,,,,
131164,174,東京都,豊島区,愛・グループホーム豊島池袋,アイ・グループホームトシマイケブクロ,認知症対応型共同生活介護,東京都豊島区池袋 1-16-10,,35.7374109,139.7118716,03 6914 0763,,03 6914 0764,,株式会社　愛総合福祉,1391600184,,,,,
131164,175,東京都,豊島区,グループホーム　東京西巣鴨の家,グループホーム　トウキョウニシスガモノイエ,認知症対応型共同生活介護,東京都豊島区西巣鴨4-28-3,,35.7441663,139.7322254,03 5974 3200,,050 3803 1025,,医療法人社団誠淳会,1391600192,,,,,
131164,176,東京都,豊島区,ガーデンコート駒込染井,ガーゲンコートコマゴメソメイ,認知症対応型共同生活介護,東京都豊島区駒込6-34-7,東栄駒込ビル3階,35.7413311,139.7425685,03 3949 1091,,03 3949 1092,,株式会社ヘルシーサービス,1391600341,,,,,
131164,177,東京都,豊島区,グループホーム　小菊の家,グループホーム　コギクノイエ,認知症対応型共同生活介護,東京都豊島区西巣鴨2-30-20,,35.7392251,139.7278981,03 5980 0866,,03 5980 0295,3.01331E+12,社会福祉法人　豊島区社会福祉事業団,1391600150,,,,,
131164,178,東京都,豊島区,グレースメイト目白,グレースメイトメジロ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区南長崎1-19-12,グレースメイト目白,35.72585,139.6941099,03 5983 7700,,03 5983 7701,3.0133E+12,株式会社オールライフメイト,1371603885,,,,,
131164,179,東京都,豊島区,サン・ラポール目白,サン・ラポールメジロ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区南長崎2-17-12,,35.7259054,139.691063,03 5996 2411,,03 5996 2412,8.0133E+12,株式会社サン・ラポール目白,1371602762,,,,,
131164,180,東京都,豊島区,グランダ要町,グランダカナメチョウ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区千早2-16-16,,35.7335879,139.6926124,03 5986 3071,,03 5986 3072,,株式会社ベネッセスタイルケア,1371603570,,,,,
131164,181,東京都,豊島区,ヨウコ－キャッスル巣鴨,ヨウコ－キャッスルスガモ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区巣鴨5-14-7,ヨウコーキャッスル巣鴨,35.7396612,139.7327533,03 5961 5480,,03 5961 5481,2.0133E+12,株式会社揚工舎,1371603851,,,,,
131164,182,東京都,豊島区,グランフォレスト目白,グランフォレストメジロ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区南長崎2-19-7,,35.72657188,139.6911103,03 5988 0636,,03 5988 0637,1.02E+12,スミリンフィルケア株式会社,1371603893,,,,,
131164,183,東京都,豊島区,ニチイホーム目白,ニチイホーム　メジロ,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区西池袋2-21-5,,35.7257923,139.7072947,03 5957 1315,,03 5957 1354,3.01E+12,株式会社ニチイケアパレス,1371605088,,,,,
131164,184,東京都,豊島区,グランダ目白弐番館,グランダメジロニバンカン,特定施設入居者生活介護（有料老人ホーム）,東京都豊島区西池袋2-6-20,,35.7261304,139.7040786,03 5956 5511,,03 5956 5512,5.011E+12,株式会社ベネッセスタイルケア,1371605609,,,,,
131164,185,東京都,豊島区,倭ケアサービス,ヤマトケアサービス,特定福祉用具販売,東京都豊島区西池袋3-33-6,SHKビル３階,35.7299171,139.7049987,03 5957 0700,,03 5957 0700,,合同会社　倭ケアサービス,1371605682,,,,,
131164,186,東京都,豊島区,東電さわやかケアポートとしま・福祉用具,トウデンサワヤカケアポートトシマ・フクシヨウグ,特定福祉用具販売,東京都豊島区北大塚1-12-15,,35.7322481,139.7326314,03 5907 4294,,03 5907 3821,7.0106E+12,東電パートナーズ株式会社,1371603018,,,,,
131164,187,東京都,豊島区,グローバルサポート,グローバルサポート,特定福祉用具販売,東京都豊島区東池袋2-49-9,第2尾形ビル2階21号,35.7332211,139.7202876,03 5843 3601,,03 4333 7719,5.0133E+12,株式会社グローバルサポート,1371605716,,,,,
131164,188,東京都,豊島区,株式会社ミタカ目白営業所,カブシキガイシャミタカメジロエイギョウショ,特定福祉用具販売,東京都豊島区高田2-18-23,シャトー目白１F,35.7181232,139.7147924,03 6907 2350,,03 6907 2370,,株式会社ミタカ,1371605757,,,,,
131164,189,東京都,豊島区,ケアフレンド・福祉用具,ケアフレンド・　フクシヨウグ,特定福祉用具販売,東京都豊島区長崎4-16-2,,35.72918395,139.6858236,03 3530 2789,,03 6821 6700,,有限会社ケアフレンド,1371603778,,,,,
131164,190,東京都,豊島区,セントケア　リフォーム豊島,セントケアリフォームトシマ,特定福祉用具販売,東京都豊島区東池袋3-20-21,広宣ビル2階,35.73017371,139.7206605,03 5953 5033,,03 5953 5035,5.0133E+12,セントケア東京株式会社,1371604131,,,,,
131164,191,東京都,豊島区,SOMPOケア　豊島　福祉用具,ソンポケアトシマ　フクシヨウグ,特定福祉用具販売,東京都豊島区高松1-11-15,モリタビル西池袋801,35.73636621,139.701556,03 5986 0361,,03 3973 2351,1.26E+12,ＳＯＭＰＯケア株式会社,1371605526,,,,,
131164,192,東京都,豊島区,池袋ほんちょうの郷ケアプラン相談センター,イケブクロホンチョウノサトケアプランソウダンセンター,居宅介護支援,東京都豊島区池袋本町1-29-12,,35.73979329,139.7148647,03 3986 0907,,03 3986 4178,5.01331E+12,社会福祉法人フロンティア,1371600345,,,,,
131164,193,東京都,豊島区,イーズメディカル株式会社　アットイーズ訪問看護リハビリステーション上池袋,イーズメディカルカブシキガイシャ　アットイーズホウモンカンゴリハビリステーションカミイケブクロ,居宅介護支援,東京都豊島区上池袋4-27-20,コーポラス林102,35.7413847,139.7198707,03 5972 1495,,03 5972 1496,,イーズメディカル株式会社,1371605633,,,,,
131164,194,東京都,豊島区,ケアプランはな池袋,ケアプランハナイケブクロ,居宅介護支援,東京都豊島区東池袋2-21-6,朝日プラザ東池袋101,35.7309159,139.7228382,03 6914 1240,,03 6914 0584,,株式会社はな,1371605708,,,,,
131164,195,東京都,豊島区,ふじ介護,フジカイゴ,居宅介護支援,東京都豊島区池袋3-7-15,,35.7347909,139.7035022,03 5928 5505,,03 6915 2884,9.0133E+12,合同会社ふじ介護,1371604693,,,,,
131164,196,東京都,豊島区,セコムとしま訪問看護ステーション,セコムトシマホウモンカンゴステーション,居宅介護支援,東京都豊島区南大塚2-35-7,平文社ビル3階,35.72856058,139.7295917,03 3947 5750,,03 3947 5760,,セコム医療システム株式会社,1367195944,,,,,
131164,197,東京都,豊島区,ケアリッチ,ケアリッチ,居宅介護支援,東京都豊島区南池袋2-6-12,宮城ビル２Ｆ,35.72519,139.7156467,03 5396 9911,,03 5953 7810,,株式会社ケアリッチ,1371601780,,,,,
131164,198,東京都,豊島区,ケアプランセンターまんぞく,ケアプランセンターマンゾク,居宅介護支援,東京都豊島区池袋本町1-46-5,,35.7405328,139.7123715,03 5954 9878,,03 5954 9805,5.0133E+12,株式会社まんぞく介護,1371604644,,,,,
131164,199,東京都,豊島区,あい居宅介護支援事業所,アイキョタクカイゴシエンジギョウショ,居宅介護支援,東京都豊島区千早1-23-20,201,35.7319893,139.6968676,03 3954 7117,,03 6915 3305,,おおぞらの株式会社,1371605773,,,,,
131164,200,東京都,豊島区,あしつよ巣鴨,アシツヨスガモ,居宅介護支援,東京都豊島区巣鴨3-24-3,ディアプラザ巣鴨第2,35.7329685,139.7367178,03 5961 5585,,03 5961 5576,,株式会社　星医療酸器,1371604743,,,,,
131164,201,東京都,豊島区,憩いの里いけぶくろ,イコイノサトイケブクロ,居宅介護支援,東京都豊島区池袋本町4-30-15,,35.7438076,139.7162127,03 5985 7300,,03 5985 7400,,株式会社ヴェール,1371605021,,,,,
