月（年間）,ページ名,URL,ページビュー数
2022年10月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,119578
2022年10月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,117627
2022年10月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,116791
2022年10月,東京都における「全国旅行支援」の実施｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/10/03/08.html,116512
2022年10月,ヘルプマーク 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/shougai/shougai_shisaku/helpmark.html,113446
2022年10月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,108429
2022年10月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,100903
2022年9月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,1943631
2022年9月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,401381
2022年9月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,377967
2022年9月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,348421
2022年9月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,343404
2022年9月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,299363
2022年9月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,282918
2022年9月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,268423
2022年9月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,207101
2022年9月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,183409
2022年9月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,169193
2022年9月,地震に関する地域危険度測定調査 | 東京都都市整備局,www.toshiseibi.metro.tokyo.lg.jp/bosai/chousa_6/home.htm,160274
2022年9月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,154699
2022年9月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,134909
2022年9月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,132400
2022年9月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,131006
2022年9月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,124595
2022年9月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,121808
2022年9月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,121250
2022年9月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,119578
2022年9月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,116791
2022年9月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,110658
2022年8月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,6021827
2022年8月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,1239821
2022年8月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,1181286
2022年8月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,1107699
2022年8月,抗原定性検査キットの配布について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kougenhaihu.html,942966
2022年8月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,815583
2022年8月,東京都陽性者登録センター 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseitouroku.html,702416
2022年8月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,658097
2022年8月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,542979
2022年8月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,493643
2022年8月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,479148
2022年8月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,438731
2022年8月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,397757
2022年8月,新型コロナウイルス感染症 FAQ（よくある質問）｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/covid-19_faq2.html,374622
2022年8月,薬局で抗原簡易キットを購入する方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kitwokounyuusurukatahe.html,357062
2022年8月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,347306
2022年8月,療養証明書が必要な方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/ryouyousyoumeisyo.html,318039
2022年8月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,293231
2022年8月,自宅療養中の注意事項・相談窓口など 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyou.html,281803
2022年8月,新型コロナウイルス検査情報サイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/index.html,250863
2022年8月,My HER-SYS（マイ ハーシス）による療養証明書の表示 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamakodaira/kansen/singatakoronauirusu/myhersys_shoumei.html,241386
2022年8月,宿泊療養を申し込むには 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_moushikomi.html,233860
2022年8月,新型コロナウイルス感染症に罹患し回復された方の体験に基づくメッセージの紹介(体験談)|新型コロナウイルス感染症に関する政策企画局の取組|都庁横断の取組|東京都政策企画局,www.seisakukikaku.metro.tokyo.lg.jp/cross-efforts/corona/message.html,230794
2022年8月,新型コロナウイルス感染症の検査に関するよくあるお問合せ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/faq.html,209889
2022年8月,新型コロナを疑う症状がある方への抗原定性検査キットの配布について（第3446報） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/saishin/corona3446.html,207938
2022年8月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,201248
2022年8月,自宅療養者向けハンドブック ～感染を拡げないために～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyouhandbook.html,178949
2022年8月,都内主要駅等に臨時無料検査会場（3438報）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/07/29/26.html,173095
2022年8月,後遺症 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/link/kouisyou.html,168357
2022年8月,陽性者ご本人から濃厚接触者疑いの人へ伝えてほしいこと 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseisya.html,165570
2022年8月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,154978
2022年8月,新型コロナ保健医療情報ポータル 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/index.html,154978
2022年8月,療養に備えて準備をしておきましょう 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/ryouyounisonaete.html,146337
2022年8月,抗原定性検査キット等での自主検査で陽性となった方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/jushukensa.html,144943
2022年8月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,137975
2022年8月,令和４年｜東京都中央卸売市場,www.shijou.metro.tokyo.lg.jp/calendar/2022/index.html,136581
2022年8月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,135187
2022年8月,マイハーシス(My HER-SYS)を活用した健康観察について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/nisitama/topics/covid19/nishitama_myher-sys.html,133515
2022年8月,外国人起業家の資金調達を支援｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/06/27/09.html,123202
2022年8月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,120693
2022年8月,都営住宅入居者募集サイトポータルページ | 東京都住宅政策本部,www.juutakuseisaku.metro.tokyo.lg.jp/toei_online/index.html,116512
2022年8月,新型コロナウイルスに関連した患者の発生について（過去1週間分） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/saishin/hassei.html,115397
2022年8月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,111495
2022年8月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,111495
2022年8月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,111216
2022年8月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,107871
2022年8月,自宅療養者フォローアップセンターから健康観察を受ける方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/jitakuryoyoshafollowupcenter.html,104526
2022年8月,抗原定性検査キット配布期間延長（3339報）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/06/28/23.html,102018
2022年8月,新型コロナウイルス感染症に感染された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_rikan.html,101181
2022年7月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,4998863
2022年7月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,1550333
2022年7月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,1254315
2022年7月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,1074251
2022年7月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,794957
2022年7月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,677609
2022年7月,新型コロナウイルス感染症 FAQ（よくある質問）｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/covid-19_faq2.html,577821
2022年7月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,568065
2022年7月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,534338
2022年7月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,519565
2022年7月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,501169
2022年7月,薬局で抗原簡易キットを購入する方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kitwokounyuusurukatahe.html,486395
2022年7月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,481657
2022年7月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,350372
2022年7月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,320547
2022年7月,宿泊療養を申し込むには 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_moushikomi.html,271211
2022年7月,抗原定性検査キット配布期間延長（3339報）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/06/28/23.html,248354
2022年7月,自宅療養中の注意事項・相談窓口など 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyou.html,246961
2022年7月,新型コロナウイルス検査情報サイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/index.html,243058
2022年7月,陽性者ご本人から濃厚接触者疑いの人へ伝えてほしいこと 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/youseisya.html,194001
2022年7月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,185917
2022年7月,貯水量情報 | 水源・水質 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/suigen/suigen.html,176719
2022年7月,新型コロナウイルス感染症に罹患し回復された方の体験に基づくメッセージの紹介(体験談)|新型コロナウイルス感染症に関する政策企画局の取組|都庁横断の取組|東京都政策企画局,www.seisakukikaku.metro.tokyo.lg.jp/cross-efforts/corona/message.html,174210
2022年7月,自宅療養者向けハンドブック ～感染を拡げないために～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyouhandbook.html,167799
2022年7月,新型コロナウイルス感染症の検査に関するよくあるお問合せ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/faq.html,158880
2022年7月,療養証明書が必要な方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/ryouyousyoumeisyo.html,148845
2022年7月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,144943
2022年7月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,136860
2022年7月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,134351
2022年7月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,131285
2022年7月,自宅療養者フォローアップセンターから健康観察を受ける方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/jitakuryoyoshafollowupcenter.html,119021
2022年7月,東京都選挙管理委員会 | 東京都,www.senkyo.metro.tokyo.lg.jp/index.html,117348
2022年7月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,117069
2022年7月,東京都の組織・各局のページ｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/soshikijoho/soshiki/index.html,117069
2022年7月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,115397
2022年7月,新型コロナ保健医療情報ポータル 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/index.html,115118
2022年7月,駒込病院 | 東京都立病院機構,www.tmhp.jp/komagome/index.html,109265
2022年7月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,107592
2022年7月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,106477
2022年7月,東京都新型コロナウイルスワクチン接種ポータルサイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/index.html,105641
2022年7月,療養に備えて準備をしておきましょう 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/ryouyounisonaete.html,105084
2022年7月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,102018
2022年7月,有効なパスポートをお持ちでない方（初めての申請など）｜東京都生活文化スポーツ局,www.seikatubunka.metro.tokyo.lg.jp/passport/guide/application/0000000362.html,101181
2022年7月,多摩総合医療センター | 東京都立病院機構,www.tmhp.jp/tama/index.html,100345
2022年6月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,797744
2022年6月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,517893
2022年6月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,245010
2022年6月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,200133
2022年6月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,188147
2022年6月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,161389
2022年6月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,151911
2022年6月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,138253
2022年6月,税金の支払い| 東京都主税局,www.tax.metro.tokyo.lg.jp/common/tozei_nouzei.html,137138
2022年6月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,129613
2022年6月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,123759
2022年6月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,121529
2022年6月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,119299
2022年6月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,115676
2022年6月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,111495
2022年6月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,110658
2022年6月,東京都の組織・各局のページ｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/soshikijoho/soshiki/index.html,108707
2022年6月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,108150
2022年6月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,102296
2022年5月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,913420
2022年5月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,483887
2022年5月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,380476
2022年5月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,329745
2022年5月,税金の支払い| 東京都主税局,www.tax.metro.tokyo.lg.jp/common/tozei_nouzei.html,288492
2022年5月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,268981
2022年5月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,207380
2022年5月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,205708
2022年5月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,180343
2022年5月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,179506
2022年5月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,139926
2022年5月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,137975
2022年5月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,137138
2022年5月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,127940
2022年5月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,125989
2022年5月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,124874
2022年5月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,122923
2022年5月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,122365
2022年5月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,112331
2022年5月,都営住宅入居者募集サイトポータルページ | 東京都住宅政策本部,www.juutakuseisaku.metro.tokyo.lg.jp/toei_online/index.html,104805
2022年5月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,102854
2022年5月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,100624
2022年4月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,817813
2022年4月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,636913
2022年4月,東京都公立学校教員の異動について（令和4年4月1日付）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/staff/personnel/screening/assignment/04teacher.html,407513
2022年4月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,401938
2022年4月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,392461
2022年4月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,318317
2022年4月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,292116
2022年4月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,284869
2022年4月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,244452
2022年4月,東京都新型コロナウイルスワクチン接種ポータルサイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/index.html,218251
2022年4月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,186196
2022年4月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,178949
2022年4月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,171981
2022年4月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,169751
2022年4月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,163340
2022年4月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,159437
2022年4月,ワクチンを接種したい（3回目） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/3rd_vaccine/index.html,149682
2022年4月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,144107
2022年4月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,133236
2022年4月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,126825
2022年4月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,124038
