項目名,データ形態,カテゴリー数,質問文,属性,値
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,14,その他
Q10　活用を期待するSNS,ＭＡ,15,Q10: 今後、どのＳＮＳの活用を行政に期待しますか。,15,SNSの活用は期待していない
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,1,都が発行する紙媒体（広報誌等）
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,2,デジタルサイネージ
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,3,テレビ
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,4,ラジオ
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,5,都の公式ホームページ
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,6,都の公式SNS
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,7,都の独自アプリ
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,8,検索サイト
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,9,その他
Q11　災害時等に利用したい媒体,ＭＡ,10,Q11.1: あなたが災害時等有事の際に、情報収集のために利用したい媒体は何ですか。,10,特にない
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,1,非常に満足
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,5,非常に不満
Q11.2満足度　a.都が発行する紙媒体（広報誌等）,ＳＡ,6,,6,分からない
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,1,非常に満足
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,5,非常に不満
Q11.2満足度　b.デジタルサイネージ,ＳＡ,6,,6,分からない
Q11.2満足度　c.テレビ,ＳＡ,6,,1,非常に満足
Q11.2満足度　c.テレビ,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　c.テレビ,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　c.テレビ,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　c.テレビ,ＳＡ,6,,5,非常に不満
Q11.2満足度　c.テレビ,ＳＡ,6,,6,分からない
Q11.2満足度　d.ラジオ,ＳＡ,6,,1,非常に満足
Q11.2満足度　d.ラジオ,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　d.ラジオ,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　d.ラジオ,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　d.ラジオ,ＳＡ,6,,5,非常に不満
Q11.2満足度　d.ラジオ,ＳＡ,6,,6,分からない
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,1,非常に満足
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,5,非常に不満
Q11.2満足度　e.都の公式ホームページ　/　海外は「行政の～」,ＳＡ,6,,6,分からない
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,1,非常に満足
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,5,非常に不満
Q11.2満足度　f.都の公式SNS　/　海外は「行政の～」,ＳＡ,6,,6,分からない
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,1,非常に満足
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,5,非常に不満
Q11.2満足度　g.都の独自アプリ　/　海外は「行政の～」,ＳＡ,6,,6,分からない
Q11.2満足度　h.検索サイト,ＳＡ,6,,1,非常に満足
Q11.2満足度　h.検索サイト,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　h.検索サイト,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　h.検索サイト,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　h.検索サイト,ＳＡ,6,,5,非常に不満
Q11.2満足度　h.検索サイト,ＳＡ,6,,6,分からない
Q11.2満足度　i.その他,ＳＡ,6,,1,非常に満足
Q11.2満足度　i.その他,ＳＡ,6,,2,どちらかといえば満足
Q11.2満足度　i.その他,ＳＡ,6,,3,どちらともいえない
Q11.2満足度　i.その他,ＳＡ,6,,4,どちらかといえば不満
Q11.2満足度　i.その他,ＳＡ,6,,5,非常に不満
Q11.2満足度　i.その他,ＳＡ,6,,6,分からない
Q12.1利用有無　a.出産・育児に関する行政手続,ＳＡ,3,Q12.1: デジタル化されている行政手続を利用したことがあるものを選択してください。,1,利用したことがある
Q12.1利用有無　a.出産・育児に関する行政手続,ＳＡ,3,Q12.1: デジタル化されている行政手続を利用したことがあるものを選択してください。,2,知っているが利用したことがない
Q12.1利用有無　a.出産・育児に関する行政手続,ＳＡ,3,Q12.1: デジタル化されている行政手続を利用したことがあるものを選択してください。,3,存在を知らない
Q12.1利用有無　b.学校教育に関する行政手続,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　b.学校教育に関する行政手続,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　b.学校教育に関する行政手続,ＳＡ,3,,3,存在を知らない
Q12.1利用有無　c.就職・退職に関する行政手続,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　c.就職・退職に関する行政手続,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　c.就職・退職に関する行政手続,ＳＡ,3,,3,存在を知らない
Q12.1利用有無　d.税金に関する行政手続,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　d.税金に関する行政手続,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　d.税金に関する行政手続,ＳＡ,3,,3,存在を知らない
Q12.1利用有無　e.転出・転入に関する行政手続,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　e.転出・転入に関する行政手続,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　e.転出・転入に関する行政手続,ＳＡ,3,,3,存在を知らない
Q12.1利用有無　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,3,,3,存在を知らない
Q12.1利用有無　g.その他,ＳＡ,3,,1,利用したことがある
Q12.1利用有無　g.その他,ＳＡ,3,,2,知っているが利用したことがない
Q12.1利用有無　g.その他,ＳＡ,3,,3,存在を知らない
Q12.2使用機器　a.出産・育児,ＭＡ,4,Q12.2: 利用経験があるものについては使用した機器を選んでください。,1,スマートフォン
Q12.2使用機器　a.出産・育児,ＭＡ,4,Q12.2: 利用経験があるものについては使用した機器を選んでください。,2,パソコン
Q12.2使用機器　a.出産・育児,ＭＡ,4,Q12.2: 利用経験があるものについては使用した機器を選んでください。,3,タブレット
Q12.2使用機器　a.出産・育児,ＭＡ,4,Q12.2: 利用経験があるものについては使用した機器を選んでください。,4,その他
Q12.2使用機器　b.学校教育,ＭＡ,4,,1,スマートフォン
Q12.2使用機器　b.学校教育,ＭＡ,4,,2,パソコン
Q12.2使用機器　b.学校教育,ＭＡ,4,,3,タブレット
Q12.2使用機器　b.学校教育,ＭＡ,4,,4,その他
Q12.2使用機器　c.就職・退職,ＭＡ,4,,1,スマートフォン
Q12.2使用機器　c.就職・退職,ＭＡ,4,,2,パソコン
Q12.2使用機器　c.就職・退職,ＭＡ,4,,3,タブレット
Q12.2使用機器　c.就職・退職,ＭＡ,4,,4,その他
Q12.2使用機器　d.税金,ＭＡ,4,,1,スマートフォン
Q12.2使用機器　d.税金,ＭＡ,4,,2,パソコン
Q12.2使用機器　d.税金,ＭＡ,4,,3,タブレット
Q12.2使用機器　d.税金,ＭＡ,4,,4,その他
Q12.2使用機器　e.転入・転出,ＭＡ,4,,1,スマートフォン
Q12.2使用機器　e.転入・転出,ＭＡ,4,,2,パソコン
Q12.2使用機器　e.転入・転出,ＭＡ,4,,3,タブレット
Q12.2使用機器　e.転入・転出,ＭＡ,4,,4,その他
Q12.2使用機器　f.政治参加,ＭＡ,4,,1,スマートフォン
Q12.2使用機器　f.政治参加,ＭＡ,4,,2,パソコン
Q12.2使用機器　f.政治参加,ＭＡ,4,,3,タブレット
Q12.2使用機器　f.政治参加,ＭＡ,4,,4,その他
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,1,非常に満足
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,2,どちらかといえば満足
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,3,どちらともいえない
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,4,どちらかといえば不満
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,5,非常に不満
Q12.3満足度　a.出産・育児に関する行政手続,ＳＡ,6,Q12.3: 利用経験があるデジタル行政手続きについての満足度,6,分からない
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,1,非常に満足
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,5,非常に不満
Q12.3満足度　b.学校教育に関する行政手続,ＳＡ,6,,6,分からない
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,1,非常に満足
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,5,非常に不満
Q12.3満足度　c.就職・退職に関する行政手続,ＳＡ,6,,6,分からない
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,1,非常に満足
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,5,非常に不満
Q12.3満足度　d.税金に関する行政手続,ＳＡ,6,,6,分からない
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,1,非常に満足
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,5,非常に不満
Q12.3満足度　e.転出・転入に関する行政手続,ＳＡ,6,,6,分からない
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,1,非常に満足
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,5,非常に不満
Q12.3満足度　f.政治参画（パブコメ等）に関する行政手続,ＳＡ,6,,6,分からない
Q12.3満足度　g.その他,ＳＡ,6,,1,非常に満足
Q12.3満足度　g.その他,ＳＡ,6,,2,どちらかといえば満足
Q12.3満足度　g.その他,ＳＡ,6,,3,どちらともいえない
Q12.3満足度　g.その他,ＳＡ,6,,4,どちらかといえば不満
Q12.3満足度　g.その他,ＳＡ,6,,5,非常に不満
Q12.3満足度　g.その他,ＳＡ,6,,6,分からない
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,1,手続きが必要なことが発生しなかった
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,2,手続きはしたが、デジタルで手続きができることを知らなかった
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,3,デジタルの操作方法が分かりにくかった（分からなかった）
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,4,入力に手間がかかり利用を断念した
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,5,パソコンでは利用できたが、スマートフォンやタブレットには対応していなかった
Q13　利用したことがない理由,ＭＡ,6,Q13: 利用したことがない理由について当てはまるものをすべて選択してください。,6,その他
Q14　行政のデジタル化への総合満足度,ＳＡ,5,Q14: 現在の行政手続のデジタル化に対する総合的な満足度について、教えてください。,1,非常に満足
Q14　行政のデジタル化への総合満足度,ＳＡ,5,Q14: 現在の行政手続のデジタル化に対する総合的な満足度について、教えてください。,2,どちらかといえば満足
Q14　行政のデジタル化への総合満足度,ＳＡ,5,Q14: 現在の行政手続のデジタル化に対する総合的な満足度について、教えてください。,3,どちらでもない
Q14　行政のデジタル化への総合満足度,ＳＡ,5,Q14: 現在の行政手続のデジタル化に対する総合的な満足度について、教えてください。,4,どちらかといえば不満
Q14　行政のデジタル化への総合満足度,ＳＡ,5,Q14: 現在の行政手続のデジタル化に対する総合的な満足度について、教えてください。,5,非常に不満
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,1,教育
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,2,医療・介護
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,3,交通
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,4,エネルギー
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,5,環境
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,6,金融
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,7,防災
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,8,産業
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,9,観光
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,10,農業・水産業
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,11,その他
Q15　デジタル化を望む行政手続の分野,ＭＡ,12,Q15: 今後、デジタル化を進めてほしい行政手続の分野について、当てはまるものをすべて選択してください。,12,特にない
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,1,クレジットカード
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,2,デビットカード
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,3,交通系電子マネー
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,4,交通系以外のプリペイド式電子マネー
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,5,QR/バーコード
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,6,その他
Q16　キャッシュレス決済利用状況,ＭＡ,7,Q16: 過去１年間に利用したキャッシュレス決済をすべて選んでください。,7,利用していない
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,1,現金決済よりも支払が簡単だから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,2,現金決済よりもポイントが貯まるから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,3,ポイント還元等のキャンペーンが魅力的だったから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,4,オンラインショッピングや現金が利用できない店舗で利用できるから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,5,現金を持ち歩きたくないから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,6,銀行やＡＴＭ等で現金を引き落とすのが手間だから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,7,銀行やATM等で現金を引き落とすコストがもったいないから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,8,どこでいくら使ったかが可視化されるから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,9,後払い、分割払い、ボーナス払い等、様々な支払方法が利用できるから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,10,普段利用するお店がキャッシュレス決済に対応するようになったから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,11,家族や友人がキャッシュレス決済をしているから
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,12,コロナ対策で接触を避けるため
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,13,その他
Q17　キャッシュレス決済利用のきっかけ,ＭＡ,14,Q17: キャッシュレス決済を活用するようになったきっかけについて当てはまるものをすべて選択してください。,14,特に理由はない
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,1,現金決済のほうが多くの場所で利用できるから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,2,現金決済のほうがその場で支払いが完了するから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,3,現金決済のほうがキャッシュレス決済よりも支払が簡単だから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,4,スキミング被害等キャッシュレス決済の利用に不安があるから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,5,現金決済よりもキャッシュレス決済のほうが浪費してしまいそうだから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,6,普段利用するお店がキャッシュレス決済に対応していないから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,7,現金決済のほうが匿名性が高いから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,8,家族や友人が現金決済をしているから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,9,キャッシュレスの登録が手間だから
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,10,その他
Q18　キャッシュレス決済を利用しない理由,ＭＡ,11,Q18: キャッシュレス決済を活用していない理由について当てはまるものをすべて選択してください。,11,特に理由はない
Q19Wifi利用可否　a.公共交通機関（駅・空港・道路等）,ＳＡ,3,Q19: 公衆無線lan(WiFi)の利用可否について、当てはまるものを選択してください。,1,利用できる
Q19Wifi利用可否　a.公共交通機関（駅・空港・道路等）,ＳＡ,3,Q19: 公衆無線lan(WiFi)の利用可否について、当てはまるものを選択してください。,2,利用できない
Q19Wifi利用可否　a.公共交通機関（駅・空港・道路等）,ＳＡ,3,Q19: 公衆無線lan(WiFi)の利用可否について、当てはまるものを選択してください。,3,分からない
Q19Wifi利用可否　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,3,,1,利用できる
Q19Wifi利用可否　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,3,,2,利用できない
Q19Wifi利用可否　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,3,,3,分からない
Q19Wifi利用可否　c.公共施設（役所・美術館・図書館等）,ＳＡ,3,,1,利用できる
Q19Wifi利用可否　c.公共施設（役所・美術館・図書館等）,ＳＡ,3,,2,利用できない
Q19Wifi利用可否　c.公共施設（役所・美術館・図書館等）,ＳＡ,3,,3,分からない
Q19Wifi利用可否　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,3,,1,利用できる
Q19Wifi利用可否　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,3,,2,利用できない
Q19Wifi利用可否　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,3,,3,分からない
Q19Wifi利用可否　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,3,,1,利用できる
Q19Wifi利用可否　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,3,,2,利用できない
Q19Wifi利用可否　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,3,,3,分からない
Q19Wifi利用可否　f.その他,ＳＡ,3,,1,利用できる
Q19Wifi利用可否　f.その他,ＳＡ,3,,2,利用できない
Q19Wifi利用可否　f.その他,ＳＡ,3,,3,分からない
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,1,非常に満足
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,2,どちらかといえば満足
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,3,どちらともいえない
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,4,どちらかといえば不満
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,5,非常に不満
Q20Wifi満足度　a.公共交通機関（駅・空港・道路等）,ＳＡ,6,Q20: 公衆無線lan(WiFi)の満足度について、当てはまるものを選択してください。,6,分からない
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,1,非常に満足
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,2,どちらかといえば満足
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,3,どちらともいえない
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,4,どちらかといえば不満
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,5,非常に不満
Q20Wifi満足度　b.教育機関（小学校・中学校・高校・大学等）,ＳＡ,6,,6,分からない
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,1,非常に満足
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,2,どちらかといえば満足
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,3,どちらともいえない
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,4,どちらかといえば不満
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,5,非常に不満
Q20Wifi満足度　c.公共施設（役所・美術館・図書館等）,ＳＡ,6,,6,分からない
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,1,非常に満足
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,2,どちらかといえば満足
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,3,どちらともいえない
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,4,どちらかといえば不満
