"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","介護サービス事業所名称","介護サービス事業所名称_カナ","実施サービス","住所","方書","電話番号","内線番号","FAX番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","備考","経度","緯度","分類"
"","","","","セントケアＤＸ訪問看護ステーション富士見台","セントケアディーエックスホウモンカンゴステーションフジミダイ","訪問看護","中野区上鷺宮３－１６－８","中村ステンレスビル２０１号室","03-3577-8515","","","","セントケアＤＸ株式会社","1361490426","","","","","","139.632154016177","35.7352012992202","介護サービス事業所所在地"
"","","","","ソニックブーム","ソニックブーム","訪問介護","中野区南台２－４７－３","","03-6304-8981","","","","特定非営利活動法人ソニックブーム","1371405992","","","","","","139.67086381002","35.6857274854505","介護サービス事業所所在地"
"","","","","ソフィアメディ訪問看護ステーション中野新橋","ソフィアメディホウモンカンゴステーションナカノシンバシ","訪問看護","中野区本町４－８－１","","03-6382-4300","","","","ソフィアメディ株式会社","1361490277","","","","","","139.673440530356","35.6950515069072","介護サービス事業所所在地"
"","","","","ソフィアメディ訪問看護ステーション野方","ソフィアメディホウモンカンゴステーションノガタ","訪問看護","中野区野方５－３０－２０","三宅ビル２階","03-6383-0215","","","","ソフィアメディ株式会社","1361490285","","","","","","139.652454443957","35.7191304200567","介護サービス事業所所在地"
"","","","","ソラールデイサービス","ソラールデイサービス","地域密着型通所介護","中野区本町６－３９－８","ソラールＫＳ","03-6382-7311","","","","一般社団法人ソラール","1391400676","","","","","","139.661914290797","35.6957531987665","介護サービス事業所所在地"
"","","","","ソレイユ訪問看護ステーション中野","ソレイユホウモンカンゴステーションナカノ","訪問看護","中野区丸山２－５－１６","内山ビル1階","03-5942-5675","","","","株式会社ナースサポート．アリス","1361490301","","","","","","139.653563892274","35.7246768803406","介護サービス事業所所在地"
"","","","","たんぽぽ介護","タンポポカイゴ","訪問介護","中野区新井２－７－１３","南国ビル１Ｆ","03-5318-5731","","","","株式会社アスモ","1371401041","","","","","","139.665439059035","35.7119240670514","介護サービス事業所所在地"
"","","","","チャームスイート新井薬師　さくらの森","チャームスイートアライヤクシ　サクラノモリ","特定施設入居者生活介護","中野区沼袋１－１５－１１","","5318-5220","","","","株式会社チャーム・ケア・コーポレーション","1371404896","","","","","","139.668183345057","35.718602138095","介護サービス事業所所在地"
"","","","","チャームスイート新井薬師　さくらの森　弐番館","チャームスイートアライヤクシ　サクラノモリ　２バンカン","特定施設入居者生活介護","中野区沼袋１－３０－２１","","03-5318-7077","","","","株式会社　チャーム・ケア・コーポレーション","1371405208","","","","","","139.667728518179","35.71913814774","介護サービス事業所所在地"
"","","","","つくし訪問看護ステーション","ツクシホウモンカンゴステーション","訪問看護","中野区白鷺２－１－２３","ＺＯＵマンション２０２","03-3330-0425","","","","株式会社ハートフルナーシング","1361490020","","","","","","139.635871707316","35.7168756573398","介護サービス事業所所在地"
"","","","","つながりをもっと。訪問看護ステーション","ツナガリヲモットホウモンカンゴステーション","訪問看護","中野区中央３－１３－１０","ＪＯＹ　ＨＡＹＡＳＨＩ　５Ｆ","03-5389-1220","","","","ケアプロ株式会社","1361490327","","","","","","139.673597378181","35.702031935528","介護サービス事業所所在地"
"","","","","つばさ　Ｆor　you　ステーション","ツバサ　フォー　ユウ　ステーション","訪問介護","中野区東中野３－１７－１９","メゾンタケイ１０１","03-5348-7551","","","","株式会社キングマザー","1371403674","","","","","","139.681646615361","35.7084799005426","介護サービス事業所所在地"
"","","","","デイサービス　ゴールド","デイサービス　ゴールド","地域密着型通所介護","中野区中央１－５２－７","","03-5937-2850","","","","有限会社ぬくもり介護","1371404748","","","","","","139.683813682828","35.7011150795444","介護サービス事業所所在地"
"","","","","デイサービス　シルバ","デイサービス　シルバ","地域密着型通所介護","中野区野方６－３５－１８","マロンハイム１０２号室","03-5356-0525","","","","株式会社ＳｌＢａ","1391400395","","","","","","139.650827063644","35.7209993751032","介護サービス事業所所在地"
"","","","","デイサービス　やすらぎ邸　野方","デイサービス　ヤスラギテイ　ノガタ","地域密着型通所介護","中野区野方５－１９－２","","03-5356-6848","","","","株式会社やすらぎ邸","1371404193","","","","","","139.651892241804","35.7187119882724","介護サービス事業所所在地"
"","","","","デイサービス　ラポール","デイサービス　ラポール","地域密着型通所介護","中野区中央５－３９－１１","青柳ビル１Ｆ","03-6382-5811","","","","株式会社ラポール","1371404847","","","","","","139.666956933658","35.7007701184545","介護サービス事業所所在地"
"","","","","デイサービス　幸来　（サイラ）","デイサービス　サイラ　（サイラ）","地域密着型通所介護","中野区沼袋２－９－５","","03-6454-0276","","","","株式会社サイラ","1371403906","","","","","","139.666951590883","35.722559125676","介護サービス事業所所在地"
"","","","","デイサービス　宙（そら）","デイサービス　ソラ","地域密着型通所介護","中野区南台３－２５－７","ウインズビル２Ｆ","03-6454-1525","","","","株式会社ふあくとりい夢","1371403203","","","","","","139.665884068167","35.6855898383009","介護サービス事業所所在地"
"","","","","デイサービスあいである　中野鷺宮","デイサービスアイデアル　ナカノサギノミヤ","通所介護","中野区鷺宮６－２８－２３","","03-5848-8906","","","","介護ジャパン株式会社","1371404011","","","","","","139.627926034693","35.7267497274701","介護サービス事業所所在地"
"","","","","デイサービスあいである　中野鷺宮２号館","デイサービスアイデアル　ナカノサギノミヤニゴウカン","通所介護","中野区鷺宮３－１９－１３","鷺宮ハウス１階","03-5364-9023","","","","介護ジャパン株式会社","1371405497","","","","","","139.638624825524","35.723511324814","介護サービス事業所所在地"
"","","","","デイサービスいずみスパ新中野","デイサービスイズミスパシンナカノ","通所型サービス（独自）","中野区本町３－３３－９","ルシール新中野１０３号","03-6310-0156","","","","株式会社クロゴ","1371404805","","","","","","139.673990501857","35.6974324546965","介護サービス事業所所在地"
"","","","","デイサービスしらさぎ桜苑","デイサービスシラサギサクラエン","地域密着型通所介護","中野区白鷺１－１４－８","","03-5356-5445","","","","社会福祉法人武蔵野療園","1371404557","","","","","","139.63922781834","35.7198520776494","介護サービス事業所所在地"
"","","","","デイサービスセンター　カレア中野弥生町","デイサービスセンター　カレアナカノヤヨイチョウ","地域密着型通所介護","中野区弥生町２－４－９","ツナシマ第３ビル２階","03-5358-8401","","","","株式会社カレア","1391400403","","","","","","139.676739425038","35.6913436808761","介護サービス事業所所在地"
"","","","","デイサービスセンター　しらさぎホーム","デイサービスセンター　シラサギホーム","通所介護","中野区白鷺２－５１－５","","03-3336-6568","","","","社会福祉法人中野区福祉サービス事業団","1371401538","","","","","","139.632032245668","35.7200813265781","介護サービス事業所所在地"
"","","","","デイサービスセンター　ひばり福寿苑","デイサービスセンター　ヒバリフクジュエン","通所介護","中野区本町５－４７－１０","","03-6382-6717","","","","株式会社ひばりケア","1371403583","","","","","","139.667543078471","35.6935773741046","介護サービス事業所所在地"
"","","","","デイサービスセンター　ゆずりは","デイサービスセンター　ユズリハ","通所介護","中野区江原町２－８－２","","03-5906-5321","","","","社会福祉法人南東北福祉事業団","1371404391","","","","","","139.669173197749","35.7293832459603","介護サービス事業所所在地"
"","","","","デイサービスセンター　江古田の森","デイサービスセンター　エゴタノモリ","通所介護","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人南東北福祉事業団","1371402858","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","デイサービスセンター　小淀ホーム","デイサービスセンター　コヨドホーム","認知症対応型通所介護","中野区中央１－１８－３","","03-3366-6511","","","","社会福祉法人中野区福祉サービス事業団","1371401553","","","","","","139.687231032454","35.7002042347016","介護サービス事業所所在地"
"","","","","デイサービスセンターこのまち中野","デイサービスセンターコノマチナカノ","通所型サービス（独自／定率）","中野区本町５－４７－１０","","03-6382-6955","","","","株式会社けあ３６５","1371404599","","","","","","139.667543078471","35.6935773741046","介護サービス事業所所在地"
"","","","","デイサービスセンターゆずりは","デイサービスセンターユズリハ","認知症対応型通所介護","中野区江原町２－８－２","東京総合福祉センター江古田の森アネックス","03-5906-5321","","","","社会福祉法人南東北福祉事業団","1391400288","","","","","","139.669173197749","35.7293832459603","介護サービス事業所所在地"
"","","","","デイサービスセンター江古田の森","デイサービスセンターエコダノモリ","認知症対応型通所介護","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人　南東北福祉事業団","1391400031","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","デイサービスファミリア","デイサービスファミリア","地域密着型通所介護","中野区野方６－２９－６","","03-5356-1302","","","","株式会社レアルケア","1371404763","","","","","","139.652086914048","35.7213402727907","介護サービス事業所所在地"
"","","","","デイサービスファミリア中野","デイサービスファミリアナカノ","地域密着型通所介護","中野区新井４－１１－１２","101","03-6454-0800","","","","株式会社レアルケア","1391400460","","","","","","139.66638080654","35.7163846827377","介護サービス事業所所在地"
"","","","","デイサービス笑和","デイサービスショウワ","地域密着型通所介護","中野区弥生町１－２１－４","宮下ビル１Ｆ","03-6300-4195","","","","合同会社遊雅","1371404185","","","","","","139.679272455305","35.6907531317853","介護サービス事業所所在地"
"","","","","デイサービス土屋　若宮","デイサービスツチヤ　ワカミヤ","地域密着型通所介護","中野区若宮３－５０－１４","ラプラス１Ｆ","03-5877-8969","","","","ユースタイルラボラトリー株式会社","1371404532","","","","","","139.642311499658","35.7192100441769","介護サービス事業所所在地"
"","","","","デイサービス土屋　中野中央","デイサービスツチヤ　ナカノチュウオウ","地域密着型通所介護","中野区中野３－１－６","Ｎ１ビル１階","03-3380-5030","","","","ユースタイルラボラトリー株式会社","1371405018","","","","","","139.663997624757","35.7005129795643","介護サービス事業所所在地"
"","","","","デイホームゆりの木　中野","デイホームユリノキナカノ","認知症対応型通所介護","中野区中央１－１３－８","大橋セントラルビル１階","03-5937-4536","","","","株式会社日本エルダリーケアサービス","1371401751","","","","","","139.68681765462","35.7014706762644","介護サービス事業所所在地"
"","","","","テルウェル東日本　中野介護センタ","テルウェルヒガシニッポン　ナカノカイゴセンタ","訪問型サービス（独自）","中野区弥生町３－３０－１","加藤ビル１階","03-3375-7903","","","","テルウェル東日本株式会社","1371401793","","","","","","139.673530675628","35.6880531647207","介護サービス事業所所在地"
"","","","","ドーミー中野江古田","ドーミーナカノエゴタ","特定施設入居者生活介護","中野区江古田４－１５－１５","","03-5318-1271","","","","株式会社共立メンテナンス","1371404573","","","","","","139.663380424796","35.7253364123109","介護サービス事業所所在地"
"","","","","トリコロール中野鷺宮","トリコロールナカノサギノミヤ","地域密着型通所介護","中野区鷺宮４－４３－１５","タケヤビル１０１号室","03-6383-0890","","","","介護ジャパン株式会社","1391400528","","","","","","139.637683825075","35.7259140169946","介護サービス事業所所在地"
"","","","","なごみ訪問看護ステーション","ナゴミホウモンカンゴステーション","訪問看護","中野区野方１－２９－４","竹内ビル１Ｆ","03-6383-3189","","","","株式会社なごみ訪問看護ステーション","1361490053","","","","","","139.658094929718","35.7099460822872","介護サービス事業所所在地"
"","","","","ニチイケアセンターかみさぎ","ニチイケアセンターカミサギ","訪問介護","中野区上鷺宮５－８－５","ベル・ヴィベール１０１","03-5987-7008","","","","株式会社ニチイ学館","1371405935","","","","","","139.627149839523","35.7274709092781","介護サービス事業所所在地"
"","","","","ニチイケアセンター中野","ニチイケアセンターナカノ","居宅介護支援","中野区上高田２－４６－６","","03-5318-1780","","","","株式会社ニチイ学館","1371400134","","","","","","139.66914684308","35.7122669734208","介護サービス事業所所在地"
"","","","","ニチイケアセンター中野本町","ニチイケアセンターナカノホンチョウ","訪問介護","中野区本町４－４－１８","","03-5342-3762","","","","株式会社ニチイ学館","1371400357","","","","","","139.673900441091","35.69604130897","介護サービス事業所所在地"
"","","","","ニチイケアセンター野方","ニチイケアセンターノガタ","訪問介護","中野区野方４－２１－４","オービスビル４F","03-5345-5069","","","","株式会社ニチイ学館","1371400381","","","","","","139.653993546832","35.72087131042","介護サービス事業所所在地"
"","","","","ニチイケアセンタ－東中野","ニチイケアセンターヒガシナカノ","訪問介護","中野区東中野１－５９－６","信菱ビル２階","03-5338-8651","","","","株式会社ニチイ学館","1371401868","","","","","","139.682858360455","35.7052569441718","介護サービス事業所所在地"
"","","","","ニチイホーム　中野南台","ニチイホーム　ナカノミナミダイ","特定施設入居者生活介護","中野区南台３－２６－２４","","03-5328-3271","","","","株式会社ニチイケアパレス","1371402494","","","","","","139.666099440005","35.6848258185046","介護サービス事業所所在地"
"","","","","ニチイホーム江古田の杜","ニチイホームエゴタノモリ","特定施設入居者生活介護","中野区江古田３－１４－４","","03-5318-3820","","","","株式会社ニチイケアパレス","1371405745","","","","","","139.667438033446","35.7281319657671","介護サービス事業所所在地"
"","","","","ニチイホーム鷺ノ宮","ニチイホームサギノミヤ","特定施設入居者生活介護","中野区白鷺１－１－１８","","03-5356-2501","","","","株式会社ニチイケアパレス","1371405034","","","","","","139.639762108973","35.7160153327547","介護サービス事業所所在地"
"","","","","ニチイホーム野方","ニチイホームノガタ","特定施設入居者生活介護","中野区野方５－１１－１０","","03-5356-2351","","","","株式会社ニチイケアパレス","1371406073","","","","","","139.651027760877","35.7175594317636","介護サービス事業所所在地"
"","","","","ニッキ","ニッキ","訪問介護","中野区中野５－３７－４","佐藤ハイツ１０１","03-3388-7931","","","","合同会社ニッキ","1371405786","","","","","","139.668103952607","35.7074949710303","介護サービス事業所所在地"
"","","","","ハートプラン・すずき","ハートプラン・スズキ","居宅介護支援","中野区鷺宮４－４３－１７","","03-5373-5931","","","","有限会社ハートプラン・すずき","1371405109","","","","","","139.637840375432","35.7260842228985","介護サービス事業所所在地"
"","","","","ハート介護サービス中野","ハートカイゴサービスナカノ","居宅介護支援","中野区中央３－５０－９","ワタナベセカンドビル４階","03-6304-0615","","","","株式会社ハート介護サービス","1371401959","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
"","","","","バタフライ中野","バタフライナカノ","訪問介護","中野区中野２－２９－１５","サンハイツ中野５０４号","03-5328-3567","","","","株式会社ＢＣＳ","1371404375","","","","","","139.665847932111","35.7037307984325","介護サービス事業所所在地"
"","","","","ハナ・ケアサービス","ハナ・ケアサービス","訪問介護","中野区新井１－６－４","明和ハイム中野１階","03-5318-2605","","","","有限会社　ハナ・ケアサービス","1371401447","","","","","","139.667720675536","35.7100767671628","介護サービス事業所所在地"
"","","","","はなももハーモニー居宅介護支援事業所","ハナモモハーモニーキョタクカイゴシエンジギョウショ","居宅介護支援","中野区野方５－３５－６","関口ビル２０１号","03-5356-7103","","","","株式会社はなももハーモニー","1371404706","","","","","","139.650286383445","35.7203505551661","介護サービス事業所所在地"
"","","","","ハピネスホーム・ひなぎくの丘","ハピネスホーム・ヒナギクノオカ","介護老人福祉施設","中野区弥生町５－１１－１５","","03-3381-1711","","","","社会福祉法人　武蔵野療園","1371405307","","","","","","139.668017524936","35.6879944081435","介護サービス事業所所在地"
"","","","","はぴね中野坂上","ハピネナカノサカウエ","認知症対応型共同生活介護","中野区中央１－１１－８","","03-5348-7753","","","","グリーンライフ東日本株式会社","1391400262","","","","","","139.687681142426","35.7003093628142","介護サービス事業所所在地"
"","","","","ひなた訪問看護ステーション中野","ヒナタホウモンカンゴステーションナカノ","訪問看護","中野区南台５－２３－１３","アイル方南町５０２","03-6382-6979","","","","株式会社ナースホーム","1361490343","","","","","","139.662560986893","35.6831308591542","介護サービス事業所所在地"
"","","","","ヒューマンライフケア薬師の湯","ヒューマンライフケアヤクシノユ","通所介護","中野区松が丘１－３３－１５","アリススポーツビル１階","03-5913-1071","","","","ヒューマンライフケア株式会社","1371403443","","","","","","139.672585387511","35.7209726921262","介護サービス事業所所在地"
"","","","","ひよこ訪問看護ステーション","ヒヨコホウモンカンゴステーション","訪問看護","中野区松が丘２－３－５","201","03-5913-3890","","","","特定非営利活動法人なかの里を紡ぐ会","1361490210","","","","","","139.669347231744","35.7185933512826","介護サービス事業所所在地"
"","","","","ファインケアステーション中野","ファインケアステーションナカノ","居宅介護支援","中野区中野２－２９－１５","サンハイツ中野１０３号室","03-5342-0952","","","","株式会社ファインケア","1371405547","","","","","","139.665847932111","35.7037307984325","介護サービス事業所所在地"
"","","","","フィットネスデイ　Ｌｉｓｐｏ　中野１丁目店","フィットネスデイ　リスポ　ナカノイッチョウメテン","地域密着型通所介護","中野区中野１－３６－１","","03-5332-8865","","","","タックライフサポート株式会社","1371404250","","","","","","139.6761241105","35.7037184751675","介護サービス事業所所在地"
"","","","","フィットネスデイ　Ｌｉｓｐｏ　中野宮園橋店","フィットネスデイ　リスポ　ナカノミヤゾノバシテン","地域密着型通所介護","中野区中野３－９－６","アーク中野３丁目　１階","03-5328-1310","","","","タックライフサポート株式会社","1371403591","","","","","","139.664813674776","35.7013126783766","介護サービス事業所所在地"
"","","","","ふくろうサポート","フクロウサポート","訪問介護","中野区沼袋４－２７－１２","","03-3389-2963","","","","株式会社ふくろうサポート","1371402270","","","","","","139.662510092837","35.7221463977512","介護サービス事業所所在地"
"","","","","ふくろうサロン","フクロウサロン","地域密着型通所介護","中野区沼袋４－２７－１６","サンシティ１階","03-6904-2936","","","","株式会社ふくろうサポート","1371403252","","","","","","139.662632157013","35.7219221706318","介護サービス事業所所在地"
"","","","","ふくろうスポーツ館","フクロウスポーツカン","地域密着型通所介護","中野区沼袋２－３０－６","Ｋビル","03-3387-5077","","","","株式会社ふくろうサポート","1371404797","","","","","","139.662939318685","35.7219792235187","介護サービス事業所所在地"
"","","","","ふくろうの家","フクロウノイエ","小規模多機能型居宅介護","中野区沼袋４－２９－３","","03-3388-4296","","","","株式会社　ふくろうサポート","1391400049","","","","","","139.662297634295","35.7222560615615","介護サービス事業所所在地"
"","","","","ふくろうの家　中野もみじ山","フクロウノイエ　ナカノモミジヤマ","地域密着型通所介護","中野区中野１－４１－５０","","03-3363-1620","","","","株式会社プレジャー・コム","1371404110","","","","","","139.674462543616","35.7048760905668","介護サービス事業所所在地"
"","","","","フリースタイル","フリースタイル","福祉用具貸与","中野区中野３－５０－１４","津野田アパート１階道路側","9065485548","","","","合同会社フリースタイル","1371406230","","","","","","139.658911687404","35.7053495990135","介護サービス事業所所在地"
"","","","","フリースタイル居宅介護支援事業所","フリースタイルキョタクカイゴシエンジギョウショ","居宅介護支援","中野区中野３－５０－１４","津野田アパート１階道路側","090-6548-5548","","","","合同会社フリースタイル","1371406313","","","","","","139.658911687404","35.7053495990135","介護サービス事業所所在地"
"","","","","ベストリハ中野若宮","ベストリハナカノワカミヤ","通所型サービス（独自）","中野区若宮３－６－９","丸正都立家政ビル１階","03-5327-8610","","","","ベストリハ株式会社","1371406040","","","","","","139.645626083625","35.7202428120643","介護サービス事業所所在地"
"","","","","ベタニア・デイ・ホーム月","ベタニアデイホームツキ","地域密着型通所介護","中野区江古田３－１５－２","","03-3387-3411","","","","社会福祉法人慈生会","1371404839","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","ベタニア・デイ・ホーム星","ベタニア・デイ・ホームホシ","認知症対応型通所介護","中野区江古田３－１５－２","","03-3387-3411","","","","社会福祉法人慈生会","1371400308","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","ベタニアヘルパーステーション","ベタニアヘルパーステーション","訪問介護","中野区江古田３－１５－２","","03-3387-1021","","","","社会福祉法人慈生会","1371400910","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","ヘルパーステーションしらさぎ桜苑","ヘルパーステーションシラサギサクラエン","訪問型サービス（独自／定率）","中野区白鷺１－１４－８","","03-5356-5440","","","","社会福祉法人武蔵野療園","1371404565","","","","","","139.63922781834","35.7198520776494","介護サービス事業所所在地"
"","","","","ヘルパーステーション江古田の森","ヘルパーステーションエゴタノモリ","訪問介護","中野区江古田３－１４－１９","","03-5318-3729","","","","社会福祉法人南東北福祉事業団","1371403229","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","ヘルパーステーション中野居宅介護支援事業所","ヘルパーステーションナカノキョタクカイゴシエンジギョウショ","居宅介護支援","中野区沼袋１－３４－６","サンハイツ戸倉１階","03-5318-0533","","","","社会福祉法人中野区福祉サービス事業団","1371406065","","","","","","139.664509378059","35.7199099141736","介護サービス事業所所在地"
"","","","","ほっとステーション　鐵庵","ホットステーション　テツアン","認知症対応型共同生活介護","中野区弥生町３－１６－１","","03-3379-5399","","","","特定非営利活動法人ほっとステーション","1371402320","","","","","","139.674806411152","35.6871260044218","介護サービス事業所所在地"
"","","","","ほっとナビ訪問看護ステーション　中野事業所","ホットナビホウモンカンゴステーション　ナカノジギョウショ","訪問看護","中野区鷺宮３－１５－１９","ラタン・サギノミヤⅡ　１階","03-5327-8785","","","","株式会社ほっとナビ","1361490251","","","","","","139.640479188621","35.7227709640433","介護サービス事業所所在地"
"","","","","ほんまるケアステーション","ホンマルケアステーション","居宅介護支援","中野区鷺宮３－４５－７","ライフピアモア鷺ノ宮３０２","03-5356-7573","","","","ほんまるケアステーション合同会社","1371405844","","","","","","139.640584448904","35.7258834092953","介護サービス事業所所在地"
"","","","","まるこ訪問看護ステーション","マルコホウモンカンゴステーション","訪問看護","中野区若宮２－３４－１９","テラスハウスＢ","03-6383-0823","","","","有限会社エポックケアソリューション","1361490319","","","","","","139.643218213286","35.718355697667","介護サービス事業所所在地"
"","","","","ミアヘルサ　訪問入浴サービス東京","ミアヘルサ　ホウモンニュウヨクサービストウキョウ","訪問入浴介護","中野区東中野４－２４－３","","03-5332-6302","","","","ミアヘルサ株式会社","1370400648","","","","","","139.687157465743","35.7099829120451","介護サービス事業所所在地"
"","","","","みつ葉居宅介護支援事業所","ミツバキョタクカイゴシエンジギョウショ","居宅介護支援","中野区本町３－８－１５","矢崎コープ１０１号室","03-5304-0178","","","","有限会社クローバー介護サービス","1371401330","","","","","","139.676615056736","35.6942137658739","介護サービス事業所所在地"
"","","","","みつ葉訪問介護事業所","ミツバホウモンカイゴジギョウショ","訪問介護","中野区本町３－８－１５","矢崎コープ１０１","03-5304-0177","","","","有限会社クローバー介護サービス","1371401348","","","","","","139.676615056736","35.6942137658739","介護サービス事業所所在地"
"","","","","ミンガラーバ","ミンガラーバ","訪問介護","中野区上高田２－１６－１５","306","03-5343-9322","","","","ＺＥＵＳＪＡＰＡＮ株式会社","1371406206","","","","","","139.673863540106","35.7126961017505","介護サービス事業所所在地"
"","","","","メディカル・リハビリホームまどか哲学堂","メディカル・リハビリホームマドカテツガクドウ","特定施設入居者生活介護","中野区江古田１－２４－１３","","03-5988-0866","","","","株式会社ベネッセスタイルケア","1371403427","","","","","","139.672333444618","35.7267265338821","介護サービス事業所所在地"
"","","","","もえぎ中野白鷺","モエギナカノシラサギ","認知症対応型共同生活介護","中野区白鷺１－６－３","","03-5327-4240","","","","株式会社　ビアン","1391400056","","","","","","139.638046370643","35.7163998070501","介護サービス事業所所在地"
"","","","","やさしい手中野居宅介護支援事業所","ヤサシイテナカノキョタクカイゴシエンジギョウショ","居宅介護支援","中野区新井２－３０－４","ＩＦＯビル３階","050-1752-9652","","","","株式会社やさしい手","1371400167","","","","","","139.66328344968","35.7100616349216","介護サービス事業所所在地"
"","","","","やさしい手中野南口居宅介護支援事業所","ヤサシイテナカノミナミグチキョタクカイゴシエンジギョウショ","居宅介護支援","中野区中央３－５０－９","ワタナベセカンドビル２階","050-1752-9651","","","","株式会社やさしい手","1371405760","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
"","","","","やさしい手中野南口定期巡回・随時対応型訪問介護看護事業所","ヤサシイテナカノミナミグチテイキジュンカイズイジタイオウガタホウモンカイゴカンゴジギョウショ","定期巡回・随時対応型訪問介護看護","中野区中央３－５０－９","ワタナベセカンドビル２階","050-1752-0657","","","","株式会社やさしい手","1391400585","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
"","","","","やさしい手中野南口訪問介護事業所","ヤサシイテナカノミナミグチホウモンカイゴジギョウショ","訪問介護","中野区中央３－５０－９","ワタナベセカンドビル２階","5017520657","","","","株式会社やさしい手","1371402262","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
"","","","","やさしい手中野北口訪問介護事業所","ヤサシイテナカノキタグチホウモンカイゴジギョウショ","訪問介護","中野区新井２－３０－４","ＩＦＯビル３階","5017521333","","","","株式会社やさしい手","1371400407","","","","","","139.66328344968","35.7100616349216","介護サービス事業所所在地"
"","","","","ユースタイルケア　中野坂上　通所介護","ユースタイルケア　ナカノサカウエ　ツウショカイゴ","地域密着型通所介護","中野区本町２－５１－５","","03-6310-7308","","","","ユースタイルラボラトリー株式会社","1371403989","","","","","","139.679313824357","35.696847265941","介護サービス事業所所在地"
"","","","","ゆめふる白鷺店","ユメフルシラサギテン","通所介護","中野区白鷺２－６－２４","","050-1753-8195","","","","株式会社やさしい手","1371404979","","","","","","139.635586042322","35.717528568413","介護サービス事業所所在地"
"","","","","らいおんハートリハビリ温泉デイサービス弥生町","ライオンハートリハビリオンセンデイサービスヤヨイチョウ","通所介護","中野区弥生町３－３６－９","アゼリア中野１０１","03-5358-3355","","","","株式会社カスケード東京","1371406255","","","","","","139.674492330781","35.6900771055222","介護サービス事業所所在地"
"","","","","らいふ・ふれあい介護サービス野方ホームヘルプサービス","ライフ・フレアイカイゴサービスノガタホームヘルプサービス","訪問介護","中野区野方６－６－２","サンクリバージュ野方　地上１階","03-5327-3930","","","","株式会社らいふ","1371405653","","","","","","139.653231623749","35.7202917564171","介護サービス事業所所在地"
"","","","","らいふ・ふれあい介護サービス野方指定居宅介護支援事業所","ライフ・フレアイカイゴサービスノガタシテイキョタクカイゴシエンジギョウショ","居宅介護支援","中野区野方６－６－２","サンクリバージュ野方　地上１階","03-5327-6077","","","","株式会社らいふ","1371405729","","","","","","139.653231623749","35.7202917564171","介護サービス事業所所在地"
"","","","","ライフケアサポート庵寿","ライフケアサポートアンジュ","地域密着型通所介護","中野区上高田１－９－２","","03-5942-9728","","","","株式会社ＭＴＫ ＪＡＰＡＮ","1371403880","","","","","","139.677771501023","35.7115785844044","介護サービス事業所所在地"
"","","","","らいふ中野","ライフナカノ","訪問介護","中野区中野５－３２－５","神谷ビル２０１号","03-5942-8681","","","","株式会社らいふ","1371406297","","","","","","139.667733355446","35.7063374285676","介護サービス事業所所在地"
"","","","","リアンレーヴ鷺ノ宮","リアンレーヴサギノミヤ","特定施設入居者生活介護","中野区鷺宮４－１５－２１","","03-3223-0140","","","","株式会社木下の介護","1371405851","","","","","","139.633329514522","35.7231058545005","介護サービス事業所所在地"
"","","","","リアンレーヴ中野坂上","リアンレーヴナカノサカウエ","特定施設入居者生活介護","中野区中央１－５０－２","","03-5389-8303","","","","株式会社木下の介護","1371406198","","","","","","139.684552626252","35.7003983955221","介護サービス事業所所在地"
"","","","","リニエ訪問看護ステーション中野","リニエホウモンカンゴステーションナカノ","訪問看護","中野区東中野３－１６－１４","小谷ビル３０１","03-6908-9567","","","","株式会社リニエＲ","1361490228","","","","","","139.681420356974","35.7092009608467","介護サービス事業所所在地"
"","","","","リハビリデイ　パライソ　大和","リハビリデイ　パライソ　ヤマト","地域密着型通所介護","中野区大和町３－２０－２","グランメール１階","03-5327-8260","","","","株式会社ＷｅｌｆａｒｅＷｏｒｋｓ","1371404128","","","","","","139.647770431906","35.7104321576804","介護サービス事業所所在地"
"","","","","リハビリデイ　パライソ　中央","リハビリデイ　パライソ　チュウオウ","通所型サービス（独自）","中野区中央３－５０－９","ワタナベセカンドビル１Ｆ","03-5358-9348","","","","株式会社ＷｅｌｆａｒｅＷｏｒｋｓ","1371404854","","","","","","139.673137884327","35.7022034908466","介護サービス事業所所在地"
