産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,1645,印刷インキ製造業,7,479,375,23,502,395,-,218105,934408,1442674,1309199,3064,-,-,130411,454422,475742,142739,36077,441,32568
3,1646,洗浄剤・磨用剤製造業,10,151,86,-,151,86,-,58042,166731,269593,185985,19725,-,-,63883,92139,95504,91710,320,285,1247
3,1647,ろうそく製造業,2,51,31,-,51,31,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,1650,医薬品製造業,34,2681,1466,-,2681,1466,-,1526285,3275140,9011626,8512054,226254,-,-,273318,4949912,5468864,6113400,4460743,131160,766917
3,1651,医薬品原薬製造業,2,47,35,-,47,35,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,1652,医薬品製剤製造業,25,1900,1063,-,1900,1063,-,1023174,2420469,4663208,4309954,226254,-,-,127000,1819433,2211453,1805719,4230471,16297,576456
3,1653,生物学的製剤製造業,4,631,301,-,631,301,-,369215,479362,3444860,3380115,-,-,-,64745,2647302,2761255,3962967,145439,114617,166842
3,1654,生薬・漢方製剤製造業,1,12,9,-,12,9,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,1655,動物用医薬品製造業,2,91,58,-,91,58,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,1660,化粧品・歯磨・その他の化粧用調整品製造業,46,4377,2278,22,4398,2298,1,2547764,6347604,15775741,14368834,56254,-,-,1350653,8713080,8850641,1395427,266746,11606,178179
3,1661,仕上用・皮膚用化粧品製造業（香水、オーデコロンを含む）,30,3967,2075,10,3977,2084,-,2389525,5843722,14919976,13536235,33088,-,-,1350653,8392002,8522501,1180699,255146,11568,168824
3,1662,頭髪用化粧品製造業,13,274,158,12,285,169,1,120697,366528,624466,624466,-,-,-,-,231825,241222,190900,10115,38,7656
3,1669,その他の化粧品・歯磨・化粧用調整品製造業,3,136,45,-,136,45,-,37542,137354,231299,208133,23166,-,-,-,89253,86918,23828,1485,-,1699
2,1690,その他の化学工業,38,1548,1089,5,1553,1093,-,903654,4666535,6745104,6259999,57795,71,-,427239,1814087,2040809,5000787,184320,15410,311755
3,1693,香料製造業,4,234,157,-,234,157,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,1694,ゼラチン・接着剤製造業,6,173,108,-,173,108,-,110995,506100,1016788,883348,295,-,-,133145,394849,503078,3710993,26365,184,136258
3,1695,写真感光材料製造業,2,19,15,-,19,15,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1697,試薬製造業,6,220,102,-,220,102,-,98406,362884,773539,543937,-,-,-,229602,386593,382943,72731,8862,7411,14489
3,1699,他に分類されない化学工業製品製造業,20,902,707,5,907,711,-,555273,3053966,3851790,3765747,51411,71,-,34561,720356,797346,765064,119827,5153,109846
1,1700,石油製品・石炭製品製造業,16,314,258,-,314,258,-,185922,3175735,4189388,3767127,31769,-,-,390492,936084,941689,x,x,x,x
2,1720,潤滑油・グリース製造業（石油精製業によらないもの）,4,129,112,-,129,112,-,67907,591315,737146,679636,31769,-,-,25741,132395,138000,x,x,x,x
3,1721,潤滑油・グリース製造業（石油精製業によらないもの）,4,129,112,-,129,112,-,67907,591315,737146,679636,31769,-,-,25741,132395,138000,x,x,x,x
2,1740,舗装材料製造業,12,185,146,-,185,146,-,118015,2584420,3452242,3087491,-,-,-,364751,803689,803689,-,-,-,-
3,1741,舗装材料製造業,12,185,146,-,185,146,-,118015,2584420,3452242,3087491,-,-,-,364751,803689,803689,-,-,-,-
1,1800,プラスチック製品製造業（別掲を除く）,576,7961,4801,17,7965,4808,13,3085516,5923972,12445962,10066546,1477763,3717,2206,895730,5959337,6065737,1347862,124527,27009,125091
2,1810,プラスチック板・棒・管・継手・異形押出製品製造業,84,1235,767,4,1237,770,2,463048,724901,1770613,1465972,173171,-,-,131470,965515,970862,153994,14530,173,15720
3,1811,プラスチック板・棒製造業,9,127,99,-,127,99,-,57888,121842,288093,256109,25490,-,-,6494,152233,155488,85983,7109,3,8287
3,1812,プラスチック管製造業,4,71,44,-,71,44,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1813,プラスチック継手製造業,2,17,10,-,17,10,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1814,プラスチック異形押出製品製造業,13,375,226,4,379,230,-,134914,223918,535321,457195,3038,-,-,75088,288760,288844,46279,5278,152,5333
3,1815,プラスチック板・棒・管・継手・異形押出製品加工業,56,645,388,-,643,387,2,237322,315443,812727,667391,110972,-,-,34364,458989,460997,21732,2143,18,2100
2,1820,プラスチックフィルム・シート・床材・合成皮革製造業,77,913,554,1,908,550,6,347192,694017,1384350,943713,275814,3550,-,161273,652746,647268,270222,6834,-,15161
3,1821,プラスチックフィルム製造業,23,240,165,1,241,165,-,94230,219175,424688,294747,104508,-,-,25433,190290,190290,-,-,-,-
3,1822,プラスチックシート製造業,10,79,46,-,77,45,2,27824,31202,81288,44475,36230,-,-,583,46377,46377,-,-,-,-
3,1825,プラスチックフィルム・シート・床材・合成皮革加工業,44,594,343,-,590,340,4,225138,443640,878374,604491,135076,3550,-,135257,416079,410601,270222,6834,-,15161
2,1830,工業用プラスチック製品製造業,205,2831,1776,12,2841,1786,2,1113706,2022899,4265502,3412714,518781,167,1189,332651,2056288,2086639,253165,44908,13784,34534
3,1831,電気機械器具用プラスチック製品製造業（加工業を除く）,34,389,223,-,389,223,-,135031,270655,543068,499127,17845,-,962,25134,252515,254818,58749,18916,159,4882
3,1832,輸送機械器具用プラスチック製品製造業（加工業を除く）,27,352,205,8,360,213,-,106844,249723,508372,466914,14132,-,-,27326,240814,239978,17406,4571,13607,1784
3,1833,その他の工業用プラスチック製品製造業（加工業を除く）,75,1073,665,4,1076,668,1,438230,865644,1718070,1444442,87058,167,-,186403,785415,794485,57079,5297,-,8785
3,1834,工業用プラスチック製品加工業,69,1017,683,-,1016,682,1,433601,636877,1495992,1002231,399746,-,227,93788,777544,797358,119931,16124,18,19083
2,1840,発泡・強化プラスチック製品製造業,39,562,349,-,562,349,-,228600,378127,723414,650873,38618,-,-,33923,306726,321908,62356,37130,12004,11814
3,1841,軟質プラスチック発泡製品製造業（半硬質性を含む）,18,160,84,-,160,84,-,47193,128176,221710,195864,25791,-,-,55,86606,86606,-,-,-,-
3,1842,硬質プラスチック発泡製品製造業,6,148,93,-,148,93,-,70850,95236,188926,187270,800,-,-,856,81838,88120,39716,26415,11920,5973
3,1843,強化プラスチック製板・棒・管・継手製造業,2,20,7,-,20,7,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,1844,強化プラスチック製容器・浴槽等製造業,5,160,120,-,160,120,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,1845,発泡・強化プラスチック製品加工業,8,74,45,-,74,45,-,28297,63538,70199,60172,10027,-,-,-,6168,6168,-,-,-,-
2,1850,プラスチック成形材料製造業（廃プラスチックを含む）,15,186,137,-,186,137,-,88120,423946,685756,540178,20957,-,-,124621,238320,243929,96082,3869,378,5390
3,1851,プラスチック成形材料製造業,15,186,137,-,186,137,-,88120,423946,685756,540178,20957,-,-,124621,238320,243929,96082,3869,378,5390
2,1890,その他のプラスチック製品製造業,156,2234,1218,-,2231,1216,3,844850,1680082,3616327,3053096,450422,-,1017,111792,1739742,1795131,512043,17256,670,42472
3,1891,プラスチック製日用雑貨・食卓用品製造業,19,268,140,-,267,139,1,86133,264651,453340,377898,74425,-,1017,-,171698,174891,43212,962,-,3802
3,1892,プラスチック製容器製造業,44,646,363,-,646,363,-,251640,535083,1237556,1093745,103732,-,-,40079,626530,651614,201664,11685,670,17038
3,1897,他に分類されないプラスチック製品製造業,46,679,321,-,679,321,-,260467,399368,985365,877783,86213,-,-,21369,537788,543087,74636,3574,-,1527
3,1898,他に分類されないプラスチック製品加工業,47,641,394,-,639,393,2,246610,480980,940066,703670,186052,-,-,50344,403726,425539,192531,1035,-,20105
1,1900,ゴム製品製造業,184,2456,1640,1,2439,1627,18,942318,1910081,3476219,3108971,215240,x,1924,x,1306675,1481398,1074086,89068,3539,133195
2,1910,タイヤ・チューブ製造業,1,236,229,-,236,229,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
3,1911,自動車タイヤ・チューブ製造業,1,236,229,-,236,229,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,1920,ゴム製・プラスチック製履物・同附属品製造業,9,113,61,-,112,60,1,34698,78485,138660,126208,4800,-,-,7652,62268,55710,x,-,-,x
3,1921,ゴム製履物・同附属品製造業,7,77,41,-,76,40,1,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1922,プラスチック製履物・同附属品製造業,2,36,20,-,36,20,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,1930,ゴムベルト・ゴムホース・工業用ゴム製品製造業,149,1799,1158,1,1783,1146,17,x,x,x,x,x,-,1908,68922,x,x,488887,19022,1703,21215
3,1931,ゴムベルト製造業,1,15,13,-,15,13,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1932,ゴムホース製造業,1,25,22,-,25,22,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,1933,工業用ゴム製品製造業,147,1759,1123,1,1743,1111,17,641392,1289329,2543861,2345172,x,-,1908,x,1141462,1164077,488887,19022,1703,21215
2,1990,その他のゴム製品製造業,25,308,192,-,308,192,-,x,x,x,x,x,-,16,x,x,x,40517,x,x,4506
3,1991,ゴム引布・同製品製造業,1,14,10,-,14,10,-,x,x,x,-,x,-,-,x,x,x,-,-,-,-
3,1992,医療・衛生用ゴム製品製造業,4,53,31,-,53,31,-,20918,24732,64025,63179,x,-,x,x,36457,36457,-,-,-,-
3,1993,ゴム練生地製造業,5,35,24,-,35,24,-,10890,38250,61912,58918,2994,-,-,-,21909,21909,-,-,-,-
3,1994,更生タイヤ製造業,1,6,6,-,6,6,-,x,x,x,x,-,-,x,x,x,x,-,x,x,-
3,1995,再生ゴム製造業,1,9,5,-,9,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,1999,他に分類されないゴム製品製造業,13,191,116,-,191,116,-,63835,118891,245602,180322,5055,-,-,60225,123408,118409,40517,8956,1171,4506
1,2000,なめし革・同製品・毛皮製造業,219,3407,1915,21,3399,1912,29,1137649,3746086,5977276,5502081,240349,5084,1694,228068,2050960,2071066,511199,98041,2039,32792
2,2010,なめし革製造業,24,210,159,-,210,159,-,76595,131295,244167,167185,67026,-,1694,8262,104725,104725,-,-,-,-
3,2011,なめし革製造業,24,210,159,-,210,159,-,76595,131295,244167,167185,67026,-,1694,8262,104725,104725,-,-,-,-
2,2020,工業用革製品製造業（手袋を除く）,2,52,24,-,52,24,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2021,工業用革製品製造業（手袋を除く）,2,52,24,-,52,24,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2030,革製履物用材料・同附属品製造業,20,209,115,-,208,114,1,61351,195528,305322,294904,10141,-,-,277,101680,101680,-,-,-,-
3,2031,革製履物用材料・同附属品製造業,20,209,115,-,208,114,1,61351,195528,305322,294904,10141,-,-,277,101680,101680,-,-,-,-
2,2040,革製履物製造業,56,1035,738,1,1035,738,1,360649,1214392,2101086,1991180,35381,2324,-,72201,795514,823075,170153,35847,1842,12397
3,2041,革製履物製造業,56,1035,738,1,1035,738,1,360649,1214392,2101086,1991180,35381,2324,-,72201,795514,823075,170153,35847,1842,12397
2,2060,かばん製造業,35,948,377,9,952,380,5,x,x,x,x,x,61,-,23619,x,x,148306,61397,-,13132
3,2061,かばん製造業,35,948,377,9,952,380,5,x,x,x,x,x,x,-,x,x,x,x,x,-,x
2,2070,袋物製造業,66,757,401,11,752,400,16,275903,1160323,1765029,1587488,54038,2699,-,120804,562363,560611,157274,581,121,4684
3,2071,袋物製造業（ハンドバッグを除く）,38,503,264,11,505,267,9,205143,812955,1273694,1137620,24776,-,-,111298,429059,427307,157274,581,121,4684
3,2072,ハンドバッグ製造業,28,254,137,-,247,133,7,70760,347368,491335,449868,29262,2699,-,9506,133304,133304,-,-,-,-
2,2090,その他のなめし革製品製造業,16,196,101,-,190,97,6,63232,71454,201656,160004,38747,-,-,2905,117795,120798,35466,216,76,2579
3,2099,その他のなめし革製品製造業,16,196,101,-,190,97,6,63232,71454,201656,160004,38747,-,-,2905,117795,120798,35466,216,76,2579
1,2100,窯業・土石製品製造業,187,3702,2943,20,3715,2956,7,1905618,10618750,17989334,16565712,281125,2972,86,1139439,6719369,6938529,3503115,293956,49199,213683
2,2110,ガラス・同製品製造業,61,1522,1104,7,1523,1105,6,825427,1927704,4479833,3629300,215669,687,-,634177,2284112,2446812,2158549,133521,45519,144751
3,2112,板ガラス加工業,12,222,176,1,223,177,-,110314,224207,514318,403074,107484,537,-,3223,245727,269412,447977,35165,4,22384
3,2113,ガラス製加工素材製造業,4,249,205,-,249,205,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2114,ガラス容器製造業,8,471,382,6,477,386,-,226507,559121,1129025,1011708,31991,-,-,85326,466252,533067,576173,82353,893,62389
3,2115,理化学用・医療用ガラス器具製造業,12,285,166,-,284,165,1,132347,253398,496049,313772,6280,150,-,175847,203050,225246,135432,9371,506,11826
3,2116,卓上用・ちゅう房用ガラス器具製造業,11,166,110,-,166,110,-,68938,57412,200078,176347,16958,-,-,6773,130963,132251,32144,-,-,1010
3,2117,ガラス繊維・同製品製造業,1,20,15,-,20,15,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2119,その他のガラス・同製品製造業,13,109,50,-,104,47,5,38003,59422,132205,115289,10800,-,-,6116,67549,67549,-,-,-,-
2,2120,セメント・同製品製造業,88,1537,1326,12,1549,1338,-,771995,7608884,11501286,11288874,1050,-,-,211362,3601125,3628426,729449,131007,3168,41135
3,2121,セメント製造業,2,25,19,-,25,19,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2122,生コンクリート製造業,75,1248,1080,12,1260,1092,-,661063,6996318,10470576,10386554,-,-,-,84022,3220174,3239083,192265,103742,1151,18909
3,2123,コンクリート製品製造業,9,252,219,-,252,219,-,96649,564046,929648,802308,-,-,-,127340,332301,340693,537184,27265,2017,22226
3,2129,その他のセメント製品製造業,2,12,8,-,12,8,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2140,陶磁器・同関連製品製造業,2,41,35,-,41,35,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2145,理化学用・工業用陶磁器製造業,2,41,35,-,41,35,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2150,耐火物製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2151,耐火れんが製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2160,炭素・黒鉛製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2169,その他の炭素・黒鉛製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2170,研磨材・同製品製造業,8,116,83,1,117,84,-,47610,151222,273043,172753,3602,2285,-,94403,115566,115566,-,-,-,-
3,2172,研削と石製造業,6,70,51,1,71,52,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
3,2179,その他の研磨材・同製品製造業,2,46,32,-,46,32,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
2,2180,骨材・石工品等製造業,20,221,189,-,221,189,-,101994,266562,655849,525013,22080,-,-,108756,361116,361116,-,-,-,-
3,2181,砕石製造業,9,123,111,-,123,111,-,60877,219749,516895,428819,-,-,-,88076,275135,275135,-,-,-,-
3,2182,再生骨材製造業,3,40,31,-,40,31,-,19969,36145,87515,71260,-,-,-,16255,47564,47564,-,-,-,-
3,2184,石工品製造業,8,58,47,-,58,47,-,21148,10668,51439,24934,22080,-,-,4425,38417,38417,-,-,-,-
2,2190,その他の窯業・土石製品製造業,6,254,197,-,253,196,1,131704,645217,1002889,x,x,-,86,90741,304419,333578,615117,29428,512,27797
3,2191,ロックウール・同製品製造業,1,26,23,-,26,23,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2192,石こう（膏）製品製造業,1,114,89,-,114,89,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2193,石灰製造業,1,63,60,-,63,60,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2199,他に分類されない窯業・土石製品製造業,3,51,25,-,50,24,1,16041,8295,77365,x,8925,-,86,x,61023,64306,99291,1396,165,3107
1,2200,鉄鋼業,102,2747,2383,6,2752,2387,1,1544495,13474470,18015275,16736670,829560,-,7209,441836,4018375,4356706,3887127,629455,17647,341435
2,2220,製鋼・製鋼圧延業,1,140,124,-,140,124,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
3,2221,製鋼・製鋼圧延業,1,140,124,-,140,124,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,2230,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,7,1159,1054,6,1165,1059,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2232,冷間圧延業（鋼管、伸鉄を除く）,2,533,498,-,533,498,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
3,2234,鋼管製造業,3,187,164,-,187,164,-,88803,769199,1145801,1056578,51435,-,-,37788,305231,360417,263423,33315,1783,32682
3,2236,磨棒鋼製造業,1,250,222,2,252,224,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
3,2238,伸線業,1,189,170,4,193,173,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,2250,鉄素形材製造業,12,229,197,-,228,196,1,118326,339865,623997,577149,28488,-,-,18360,258574,263771,157055,1287,-,4079
3,2251,銑鉄鋳物製造業（鋳鉄管、可鍛鋳鉄を除く）,2,24,21,-,24,21,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
3,2252,可鍛鋳鉄製造業,1,7,2,-,6,1,1,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2253,鋳鋼製造業,1,37,35,-,37,35,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
3,2254,鍛工品製造業,8,161,139,-,161,139,-,83760,261661,446057,420188,7509,-,-,18360,167503,171387,82701,1287,-,3216
2,2290,その他の鉄鋼業,82,1219,1008,-,1219,1008,-,630899,4678197,6213769,5146176,674696,-,7209,385688,1410858,1424969,356115,11154,282,18623
3,2291,鉄鋼シャースリット業,40,655,564,-,655,564,-,372963,2652773,3392001,2858570,415554,-,-,117877,678186,685255,304022,5154,272,12856
3,2292,鉄スクラップ加工処理業,18,316,258,-,316,258,-,161986,1491515,2038317,1790423,10687,-,7209,229998,500941,506799,48264,5956,10,4583
3,2299,他に分類されない鉄鋼業,24,248,186,-,248,186,-,95950,533909,783451,497183,248455,-,-,37813,231731,232915,3829,44,-,1184
1,2300,非鉄金属製造業,122,2522,1832,1,2520,1830,3,1151281,8458660,11336190,10269564,486372,-,1632,578622,2633534,2700126,1638447,300541,2877,82311
2,2320,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,15,638,516,-,638,516,-,342804,4701625,5617659,5456108,79098,-,-,82453,838356,870354,374425,17910,149,11230
3,2321,鉛第２次製錬・精製業（鉛合金製造業を含む),2,63,57,-,63,57,-,x,x,x,x,x,-,-,-,x,x,x,x,-,x
3,2322,アルミニウム第２次製錬・精製業（アルミニウム合金製造業を含む）,2,16,13,-,16,13,-,x,x,x,x,x,-,-,-,x,x,x,x,-,x
3,2329,その他の非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,11,559,446,-,559,446,-,289447,4536833,5289588,5163189,43946,-,-,82453,676611,708047,332890,14347,149,9578
2,2330,非鉄金属・同合金圧延業（抽伸、押出しを含む）,26,430,337,1,431,338,-,212818,1559350,2305702,1904981,174079,-,-,226642,715538,697804,526139,106839,739,22701
3,2331,伸銅品製造業,10,155,111,1,156,112,-,66119,295532,442971,303914,138895,-,-,162,128357,136494,33432,1615,-,3214
3,2332,アルミニウム・同合金圧延業（抽伸、押出しを含む）,9,168,141,-,168,141,-,73390,332408,607546,359509,25476,-,-,222561,247553,258850,274812,52452,739,14052
3,2339,その他の非鉄金属・同合金圧延業（抽伸、押出しを含む）,7,107,85,-,107,85,-,73309,931410,1255185,1241558,9708,-,-,3919,339628,302460,217895,52772,-,5435
2,2340,電線・ケーブル製造業,18,421,164,-,420,163,1,121725,541264,771018,720288,31478,-,-,19252,210191,212615,73786,6070,1508,3922
3,2341,電線・ケーブル製造業（光ファイバケーブルを除く）,17,411,160,-,410,159,1,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2342,光ファイバケーブル製造業（通信複合ケーブルを含む）,1,10,4,-,10,4,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
2,2350,非鉄金属素形材製造業,47,798,641,-,796,639,2,352227,821385,1552288,1430087,87483,-,1632,33086,637252,680283,383031,40290,481,37585
3,2351,銅・同合金鋳物製造業（ダイカストを除く）,8,147,130,-,146,129,1,65237,124401,243209,239850,3359,-,-,-,101667,110503,39940,9515,2,7245
3,2352,非鉄金属鋳物製造業（銅・同合金鋳物及びダイカストを除く）,11,264,225,-,264,225,-,110617,266498,459217,430356,21807,-,-,7054,168942,179290,117228,10952,147,8417
3,2353,アルミニウム・同合金ダイカスト製造業,11,157,114,-,156,113,1,55562,193056,332016,299400,24500,-,-,8116,125666,129037,11780,4879,252,3365
3,2354,非鉄金属ダイカスト製造業（アルミニウム・同合金ダイカストを除く）,10,106,66,-,106,66,-,40283,107229,184915,167079,-,-,-,17836,71930,71930,-,-,-,-
3,2355,非鉄金属鍛造品製造業,7,124,106,-,124,106,-,80528,130201,332931,293402,37817,-,1632,80,169047,189523,214083,14944,80,18558
2,2390,その他の非鉄金属製造業,16,235,174,-,235,174,-,121707,835036,1089523,758100,114234,-,-,217189,232197,239070,281066,129432,-,6873
3,2399,他に分類されない非鉄金属製造業,16,235,174,-,235,174,-,121707,835036,1089523,758100,114234,-,-,217189,232197,239070,281066,129432,-,6873
1,2400,金属製品製造業,1371,17523,12712,55,17531,12728,47,7278075,12100666,27245308,18113077,8263892,9804,7780,850755,13738741,14059019,4159691,527038,66095,316363
2,2410,ブリキ缶・その他のめっき板等製品製造業,8,134,100,-,134,100,-,41855,255562,342279,173206,946,-,-,168127,69673,80275,31908,1629,8,3904
3,2411,ブリキ缶・その他のめっき板等製品製造業,8,134,100,-,134,100,-,41855,255562,342279,173206,946,-,-,168127,69673,80275,31908,1629,8,3904
2,2420,洋食器・刃物・手道具・金物類製造業,125,1451,962,3,1448,958,6,575365,940046,1979369,1834398,124600,1309,1578,17484,953612,963467,269632,4751,14,13185
3,2422,機械刃物製造業,42,402,314,3,403,314,2,184510,145308,422676,363968,44806,1298,63,12541,251769,256800,123979,293,-,5654
3,2423,利器工匠具・手道具製造業（やすり、のこぎり、食卓用刃物を除く）,7,54,34,-,53,33,1,16697,15656,39911,38802,-,11,-,1098,22459,22459,-,-,-,-
3,2424,作業工具製造業,4,65,40,-,65,40,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
3,2426,農業用器具製造業（農業用機械を除く）,2,13,4,-,13,4,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2429,その他の金物類製造業,70,917,570,-,914,567,3,350661,762802,1457623,1387680,65972,-,1515,2456,638792,643922,143165,3281,14,6784
2,2430,暖房・調理等装置、配管工事用附属品製造業,42,602,440,-,602,440,-,237831,666971,1302732,1111816,109396,2755,1200,77565,585710,591706,182336,20096,182,14427
3,2431,配管工事用附属品製造業（バルブ、コックを除く）,27,437,328,-,437,328,-,177122,565370,1082493,904576,106579,298,1200,69840,473480,481617,167595,20096,182,14427
3,2432,ガス機器・石油機器製造業,13,153,104,-,153,104,-,x,x,x,x,x,x,-,x,x,x,x,-,-,-
3,2433,温風・温水暖房装置製造業,1,8,5,-,8,5,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2439,その他の暖房・調理装置製造業（電気機械器具、ガス機器、石油機器を除く）,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2440,建設用・建築用金属製品製造業（製缶板金業を含む),358,3549,2757,9,3542,2753,16,1483509,3003788,6283077,5161469,984013,3466,2058,132071,3031901,3038390,189743,11014,1962,9939
3,2441,鉄骨製造業,30,236,186,-,235,185,1,113022,310453,619401,562366,52160,-,-,4875,286061,286061,-,-,-,-
3,2442,建設用金属製品製造業（鉄骨を除く）,78,681,539,2,680,539,3,272439,583507,1162930,926843,210803,68,226,24990,536512,536512,-,-,-,-
3,2443,金属製サッシ・ドア製造業,29,327,238,-,327,238,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2444,鉄骨系プレハブ住宅製造業,1,29,26,-,29,26,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2445,建築用金属製品製造業（サッシ、ドア、建築用金物を除く）,68,811,611,6,813,614,4,354227,755155,1643238,1449657,170332,18,377,22854,822530,823063,149118,1546,1962,3055
3,2446,製缶板金業,152,1465,1157,1,1458,1151,8,611668,1037955,2262014,1731135,498742,3380,1455,27302,1128672,1134628,40625,9468,-,6884
2,2450,金属素形材製品製造業,215,2682,1873,11,2682,1875,11,1042629,2290219,4367953,3800430,489775,1930,2061,73757,1875666,1925600,436713,45862,656,44484
3,2451,アルミニウム・同合金プレス製品製造業,38,514,352,9,520,359,3,224352,573813,1005683,923110,80134,-,870,1569,378884,399955,102305,-,-,3685
3,2452,金属プレス製品製造業（アルミニウム・同合金を除く）,173,2118,1486,2,2113,1482,7,800240,1695968,3319176,2838593,406412,1930,1191,71050,1476452,1504649,320881,45651,647,40080
3,2453,粉末や金製品製造業,4,50,35,-,49,34,1,18037,20438,43094,38727,3229,-,-,1138,20330,20996,13527,211,9,719
2,2460,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,370,5851,4235,22,5869,4254,4,2552242,2186678,7220942,1177753,5970551,234,160,72244,4479254,4674294,2147938,217412,7704,164404
3,2461,金属製品塗装業,85,948,710,3,948,712,3,380414,216295,889496,16800,868654,-,-,4042,617836,623673,123656,4531,190,5837
3,2462,溶融めっき業（表面処理鋼材製造業を除く）,5,130,108,-,130,108,-,50471,51438,153904,2380,151524,-,-,-,93886,95215,20748,1250,79,1329
3,2463,金属彫刻業,19,159,129,-,158,128,1,63201,39025,145261,75679,68582,-,-,1000,98367,98367,-,-,-,-
3,2464,電気めっき業（表面処理鋼材製造業を除く）,158,2913,2055,2,2915,2057,-,1230634,1035252,3574646,7769,3553618,-,160,13099,2277099,2359608,1187614,103128,1233,80497
3,2465,金属熱処理業,24,402,317,3,405,320,-,196222,233677,660718,235907,423379,-,-,1432,388590,396860,111757,23129,191,9294
3,2469,その他の金属表面処理業,79,1299,916,14,1313,929,-,631300,610991,1796917,839218,904794,234,-,52671,1003476,1100571,704163,85374,6011,67447
2,2470,金属線製品製造業（ねじ類を除く),25,239,165,-,239,165,-,91302,235878,458891,389374,61116,-,-,8401,202765,206687,93400,-,-,2500
