事業名１,事業名２,事業名３,事業名４,事業名５,平成２３年度（百万円）,平成２４年度（百万円）,平成２５年度（百万円）
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（２）救出救助体制構築（警察）,防災機関との連携（警視庁と警備業協会との支援協定）,1,2,2
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,,4704,6182,6804
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,災害活動拠点としてふさわしい先進的で多機能な消防庁舎の建設,501,1111,536
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,消防車両等の整備,3130,3256,3220
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,大規模震災対策資器材の充実,389,204,215
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,航空消防体制の整備,324,315,2833
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（３）装備、施設の整備（消防）,港湾消防体制の整備,360,1296,0
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（４）消防活動体制構築（消防）,,405,1583,189
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（４）消防活動体制構築（消防）,消防救助機動部隊等の整備,,1389,46
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（４）消防活動体制構築（消防）,救急活動体制の充実強化,362,150,105
第５部広域的な視点からの応急対応力の強化,第１章初動対応体制の整備,第３節警察・消防の救助・救急体制,（４）消防活動体制構築（消防）,救助活動体制の充実強化,43,44,38
第５部広域的な視点からの応急対応力の強化,第２章広域連携体制の構築,,,,6,7,6
第５部広域的な視点からの応急対応力の強化,第２章広域連携体制の構築,広域連携体制の強化,,,0.4,0.4,0.4
第５部広域的な視点からの応急対応力の強化,第２章広域連携体制の構築,防災機関等との連携強化〔緊急消防援助隊〕,,,4,1,1
第５部広域的な視点からの応急対応力の強化,第２章広域連携体制の構築,アジアの防災連携強化,,,2,6,5
第５部広域的な視点からの応急対応力の強化,第３章応急活動拠点の整備,,,,133,355,516
第５部広域的な視点からの応急対応力の強化,第３章応急活動拠点の整備,ヘリサインの整備,,,15,5,156
第５部広域的な視点からの応急対応力の強化,第３章応急活動拠点の整備,東京ヘリポートの耐震化,,,118,350,360
第６部情報通信の確保,,,,,6605,7947,11937
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,,,,6605,7947,11937
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第１節初動態勢の強化,,,1534,929,1311
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第１節初動態勢の強化,東京都防災情報ネットワークの構築,,1055,686,1047
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第１節初動態勢の強化,ヘリコプターテレビの機能強化,,375,225,226
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第１節初動態勢の強化,災害時に備えた通信手段の強化,,95,18,38
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第１節初動態勢の強化,緊急地震速報の活用,,9,0,0
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,,,2464,2939,3340
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,通信指令システム機器更新,,2384,2860,2952
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,画像伝送システムの整備,,7,7,7
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,衛星利用型情報収集システムの整備,,,,12
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,指揮所等の整備,,70,68,46
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,署活系無線機の整備,,,,160
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,災害情報受信システムの整備,,,,105
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,安否・被害情報確認システムの整備,,,,54
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第２節防災関係機関（警察）における情報通信連絡体制,警察情報管理システムの運営,,3,4,4
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第３節防災関係機関（消防）における情報通信連絡体制,,,2607,4079,7286
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第３節防災関係機関（消防）における情報通信連絡体制,指令管制システムの整備,,399,2059,3544
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第３節防災関係機関（消防）における情報通信連絡体制,震災消防対策システムの整備,,,,33
第６部情報通信の確保,第１章防災機関相互の情報通信連絡体制の整備,第３節防災関係機関（消防）における情報通信連絡体制,消防情報通信体制の整備,,2208,2020,3709
第６部情報通信の確保,第２章住民等への情報提供体制の整備,,,,,,
第７部医療救護等対策,,,,,5503,10554,14691
第７部医療救護等対策,第１章初動医療体制の整備,,,,475,412,337
第７部医療救護等対策,第１章初動医療体制の整備,第１節医療救護活動,,,241,209,198
第７部医療救護等対策,第１章初動医療体制の整備,第１節医療救護活動,医療救護に関する情報連絡体制の整備と広域的な調整機能の強化,,172,172,161
第７部医療救護等対策,第１章初動医療体制の整備,第１節医療救護活動,東京ＤＭＡＴの整備,,68,35,35
第７部医療救護等対策,第１章初動医療体制の整備,第１節医療救護活動,災害医療従事者等の育成,,1,2,2
第７部医療救護等対策,第１章初動医療体制の整備,第２節負傷者等の搬送体制,,,6,9,16
第７部医療救護等対策,第１章初動医療体制の整備,第２節負傷者等の搬送体制,負傷者等の搬送体制の整備,,6,9,16
第７部医療救護等対策,第１章初動医療体制の整備,第３節保健衛生体制,,,226,190,119
第７部医療救護等対策,第１章初動医療体制の整備,第３節保健衛生体制,保健所活動態勢の整備,,0.6,0,0
第７部医療救護等対策,第１章初動医療体制の整備,第３節保健衛生体制,こころのケア,,0,0,0
第７部医療救護等対策,第１章初動医療体制の整備,第３節保健衛生体制,在宅難病患者等の救護及び支援の充実,,225,190,119
第７部医療救護等対策,第１章初動医療体制の整備,第４節防疫体制の整備,,,2,4,4
第７部医療救護等対策,第１章初動医療体制の整備,第４節防疫体制の整備,防疫用資器材の確保,,0,0,0
第７部医療救護等対策,第１章初動医療体制の整備,第４節防疫体制の整備,食品の安全確保,,0,0,0
第７部医療救護等対策,第１章初動医療体制の整備,第４節防疫体制の整備,避難所における飲料水の安全確保〔検水体制の整備〕,,2,4,4
第７部医療救護等対策,第２章医薬品・医療資器材の確保,,,,101,244,187
第７部医療救護等対策,第２章医薬品・医療資器材の確保,医薬品・医療資器材の整備,,,91,236,184
第７部医療救護等対策,第２章医薬品・医療資器材の確保,血液製剤の確保,,,0,0,0
第７部医療救護等対策,第２章医薬品・医療資器材の確保,災害時の医薬品等供給体制の整備,,,10,0,0.2
第７部医療救護等対策,第２章医薬品・医療資器材の確保,薬局災害対応力向上事業,,,,8,3
第７部医療救護等対策,第３章医療施設の整備,,,,4927,9898,14167
第７部医療救護等対策,第３章医療施設の整備,三次救急医療施設の整備,,,1614,2573,2242
第７部医療救護等対策,第３章医療施設の整備,災害拠点病院の整備・機能の強化,,,78,565,472
第７部医療救護等対策,第３章医療施設の整備,ヘリコプター緊急離発着場の整備,,,0,79,3
第７部医療救護等対策,第３章医療施設の整備,医療施設の耐震化促進,,,3193,6449,10409
第７部医療救護等対策,第３章医療施設の整備,医療機関の防災能力の向上,,,6,9,16
第７部医療救護等対策,第３章医療施設の整備,都立病院等の整備,,,36,223,1025
第７部医療救護等対策,第４章遺体の取扱い,,,,0,0,0
第７部医療救護等対策,第４章遺体の取扱い,広域火葬体制の整備,,,0,0,0
第８部帰宅困難者対策,,,,,137,401,1942
第８部帰宅困難者対策,一斉帰宅の抑制,,,,0,40,40
第８部帰宅困難者対策,事業者や地域の取組の推進,,,,0,0,8
第８部帰宅困難者対策,事業所における帰宅困難者対策の推進,,,,122,161,3
第８部帰宅困難者対策,地下鉄駅構内での帰宅困難者の一時受入体制の充実,,,,2,37,0
第８部帰宅困難者対策,安否確認と情報提供のための体制整備,,,,12,104,151
第８部帰宅困難者対策,一時滞在施設の確保,,,,,54,1722
第８部帰宅困難者対策,徒歩帰宅支援,,,,1,5,18
第９部被災者を支える取組,,,,,493,926,966
第９部被災者を支える取組,第１章避難場所・避難道路等の指定・安全化,,,,20,75,111
第９部被災者を支える取組,第１章避難場所・避難道路等の指定・安全化,広域避難対策,,,0,50,50
第９部被災者を支える取組,第１章避難場所・避難道路等の指定・安全化,区部の避難場所・避難道路の見直し等,,,20,25,61
第９部被災者を支える取組,第２章避難所の管理運営体制の整備等,,,,113,95,75
第９部被災者を支える取組,第２章避難所の管理運営体制の整備等,災害時要援護者対策の推進,,,72,21,18
第９部被災者を支える取組,第２章避難所の管理運営体制の整備等,災害時要援護者からの早期受信体制の強化,,,41,74,57
第９部被災者を支える取組,第２章避難所の管理運営体制の整備等,避難所管理運営標準マニュアル整備の支援,,,0,0,0
第９部被災者を支える取組,第２章避難所の管理運営体制の整備等,避難住民等の生活衛生の確保支援,,,0,0,0
第９部被災者を支える取組,第３章飲料水、食料、生活必需品等の確保,,,,360,472,496
第９部被災者を支える取組,第３章飲料水、食料、生活必需品等の確保,災害時の食料確保,,,123,116,119
第９部被災者を支える取組,第３章飲料水、食料、生活必需品等の確保,生活必需品の確保,,,0,0,0
第９部被災者を支える取組,第３章飲料水、食料、生活必需品等の確保,給水体制の充実,,,237,356,377
第９部被災者を支える取組,第３章飲料水、食料、生活必需品等の確保,応急給水拠点の改造,,,0,0,0
第９部被災者を支える取組,第４章備蓄倉庫・輸送拠点の整備,,,,,0,0
第９部被災者を支える取組,第４章備蓄倉庫・輸送拠点の整備,備蓄倉庫の整備,,,,0,0
第９部被災者を支える取組,第５章輸送体制の整備,,,,,284,284
第９部被災者を支える取組,第５章輸送体制の整備,物流事業者等と連携した物資の円滑な受入れ、積替え及び輸送,,,,0,0
第９部被災者を支える取組,第５章輸送体制の整備,燃料確保対策,,,,284,284
第１０部被災者の生活再建の早期化,第５章輸送体制の整備,,,,499,1072,119
第１０部被災者の生活再建の早期化,第１章住民の安心の確保及び生活の早期再建,,,,498,1070,104
第１０部被災者の生活再建の早期化,第１章住民の安心の確保及び生活の早期再建,放射性物質のモニタリング及び情報提供等,,,446,1069,103
第１０部被災者の生活再建の早期化,第１章住民の安心の確保及び生活の早期再建,震災時におけるり災証明発行体制の充実強化,,,42,1,1
第１０部被災者の生活再建の早期化,第１章住民の安心の確保及び生活の早期再建,ＧＩＳを活用した「り災証明発行システム」構築支援,,,10,0,0
第１０部被災者の生活再建の早期化,第１章住民の安心の確保及び生活の早期再建,震災廃棄物対策,,,0,0,0
第１０部被災者の生活再建の早期化,第２章災害復興計画,,,,1,2,15
第１０部被災者の生活再建の早期化,第２章災害復興計画,震災復興体制の整備,,,0.6,2,2
第１０部被災者の生活再建の早期化,第２章災害復興計画,震災復興グランドデザインの改定に向けた検討,,,,,13
第１１部調査研究の推進,第２章災害復興計画,,,,253,368,82
第１１部調査研究の推進,第１章被害想定・地域危険度に関する調査研究,,,,191,172,0
第１１部調査研究の推進,第１章被害想定・地域危険度に関する調査研究,被害想定調査研究,,,179,150,0
第１１部調査研究の推進,第１章被害想定・地域危険度に関する調査研究,地域危険度測定調査,,,12,22,0
第１１部調査研究の推進,第２章震災対策に関する調査研究,,,,62,196,82
第１１部調査研究の推進,第２章震災対策に関する調査研究,出火防止、危険物対策等に関する調査検証,,,3,4,5
第１１部調査研究の推進,第２章震災対策に関する調査研究,消防活動等に関する調査検証,,,15,19,20
第１１部調査研究の推進,第２章震災対策に関する調査研究,震災による被害の軽減に関する調査研究,,,34,35,35
第１１部調査研究の推進,第２章震災対策に関する調査研究,警備心理学的調査研究,,,3,5,5
第１１部調査研究の推進,第２章震災対策に関する調査研究,東京港内における地震動の調査研究,,,2,127,7
第１１部調査研究の推進,第２章震災対策に関する調査研究,強震計の設置による橋梁・河川施設の地震動の調査研究,,,5,6,6
第１１部調査研究の推進,第２章震災対策に関する調査研究,立川断層帯に関する普及啓発,,,0,0,4
総計,,,,,438476,531981,635107
