地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額(万円),在庫額／製造品／年初(万円),在庫額／製造品／年末(万円),在庫額／半製品及び仕掛品／年初(万円),在庫額／半製品及び仕掛品／年末(万円),在庫額／原材料及び燃料／年初(万円),在庫額／原材料及び燃料／年末(万円),有形固定資産額／年初現在高／土地(万円),有形固定資産額／年初現在高／土地以外(万円),有形固定資産額／取得額／土地(万円),有形固定資産額／取得額／土地以外／計(万円),有形固定資産額／取得額／土地以外／建物等(万円),有形固定資産額／取得額／土地以外／機械等(万円),有形固定資産額／取得額／土地以外／備品等(万円),有形固定資産額／除却額／土地(万円),有形固定資産額／除却額／土地以外(万円),有形固定資産額／減価償却額(万円),有形固定資産額／建設仮勘定／増(万円),有形固定資産額／建設仮勘定／減(万円),有形固定資産額／建設仮勘定／差引増減(万円),有形固定資産額／投資総額(万円)
2,13114,中野区,1,11,繊維工業,1,x,-,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13114,中野区,1,26,生産用機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13114,中野区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13115,杉並区,0,00,総数,1,x,x,-,-,-,-,-,x,x,x,x,-,x,-,-,x,x,-,-,-,x
2,13115,杉並区,1,09,食料品製造業,1,x,x,-,-,-,-,-,x,x,x,x,-,x,-,-,x,x,-,-,-,x
2,13116,豊島区,0,00,総数,13,2344738,22516,59330,57662,60419,12873,10132,463170,248611,-,30805,12651,10025,8129,-,54923,23813,2551,x,x,x
2,13116,豊島区,1,13,家具・装備品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13116,豊島区,1,15,印刷・同関連業,6,1543122,4585,10749,44215,47394,5378,2185,280352,133741,-,19023,11177,3330,4516,-,52941,8748,2551,2551,-,19023
2,13116,豊島区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13116,豊島区,1,27,業務用機械器具製造業,1,x,x,-,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,x,x,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13116,豊島区,1,29,電気機械器具製造業,1,x,x,x,x,x,-,-,-,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13116,豊島区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13117,北区,0,00,総数,43,15253865,702088,719657,1174386,1634739,819944,1024117,7559408,8280494,-,873961,274821,375839,223301,429,36578,1366167,345787,537601,-191814,682147
2,13117,北区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,-,x,x
2,13117,北区,1,15,印刷・同関連業,16,7781287,189686,194578,450545,410325,62446,71183,7087928,3314803,-,372126,74059,203948,94119,-,19157,428038,136853,191267,-54414,317712
2,13117,北区,1,16,化学工業,5,986561,85646,22639,608273,1048672,248713,394964,150272,4036808,-,203683,41380,98551,63752,429,8377,820640,131406,169164,-37758,165925
2,13117,北区,1,24,金属製品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13117,北区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13117,北区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13117,北区,1,27,業務用機械器具製造業,4,1622796,239036,319686,23008,27483,332281,407551,102844,93882,-,34655,37,434,34184,-,5034,7165,-,-,-,34655
2,13117,北区,1,29,電気機械器具製造業,3,349225,10317,9951,13948,12162,17764,16462,35101,16767,-,663,663,-,-,-,-,1138,-,-,-,663
2,13117,北区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13117,北区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,32,その他の製造業,4,2850942,3211,3681,31180,74497,5619,6207,102826,169285,-,9970,399,6306,3265,-,1487,14011,-,-,-,9970
2,13118,荒川区,0,00,総数,27,2978940,47661,51551,102412,106050,101015,102973,698875,564356,20137,89255,14594,60869,13792,17581,8088,67419,51499,2344,49155,158547
2,13118,荒川区,1,09,食料品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,15,印刷・同関連業,11,1345943,4490,3959,44320,41122,6323,7717,419404,365350,7509,62428,13103,44988,4337,17581,1118,39755,50341,6,50335,120272
2,13118,荒川区,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,-,x,-,x,x,-,x,-,-,x,-,x,x,x
2,13118,荒川区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,1,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,x,x,-,-,-,x
2,13118,荒川区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,25,はん用機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,-,-,x,x,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,-,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13118,荒川区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x
2,13119,板橋区,0,00,総数,99,25001561,1158313,1259491,1079073,973893,715903,726360,3747731,4778709,69710,803455,158843,538244,106368,11912,118282,728517,332420,318027,14393,887558
2,13119,板橋区,1,09,食料品製造業,10,1638299,30746,75329,15786,18824,28752,29350,212534,561891,-,74109,52649,17618,3842,215,8710,73749,48609,55923,-7314,66795
2,13119,板橋区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,5,443646,953,874,3751,4085,78965,1778,51430,73073,-,46930,21913,23363,1654,-,6717,18127,423,-,423,47353
2,13119,板橋区,1,15,印刷・同関連業,39,6364476,11967,11655,133888,108312,35642,54185,1075010,1064846,-,211910,22769,145001,44140,11697,47716,189115,14103,51835,-37732,174178
2,13119,板橋区,1,16,化学工業,4,1850648,66691,52744,55610,47373,141708,138581,59953,155783,68117,37283,14527,16612,6144,-,106,46893,35538,15693,19845,125245
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,x,-,x,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,-,x,x
2,13119,板橋区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13119,板橋区,1,22,鉄鋼業,4,4661878,239742,255128,472635,407050,90474,98285,1166004,1222924,-,208550,7980,186231,14339,-,46875,169910,209979,194576,15403,223953
2,13119,板橋区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x
2,13119,板橋区,1,24,金属製品製造業,3,204646,11955,11032,2822,2342,2593,4028,94273,35013,-,16355,9628,2772,3955,-,65,6597,-,-,-,16355
2,13119,板橋区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,-,x,x,x,-,x,x,-,-,x,-,-,-,x
2,13119,板橋区,1,26,生産用機械器具製造業,3,636598,70291,76155,43676,29813,36070,34039,78131,110458,-,1416,53,40,1323,-,105,11235,145,-,145,1561
2,13119,板橋区,1,27,業務用機械器具製造業,8,5172254,478815,526946,156910,165848,204915,264987,94765,553413,-,104124,44,97025,7055,-,7074,92686,-,-,-,104124
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13119,板橋区,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13119,板橋区,1,31,輸送用機械器具製造業,5,694070,635,1250,34618,32781,29328,29672,216725,141627,-,35870,6684,22353,6833,-,755,37512,-,-,-,35870
2,13119,板橋区,1,32,その他の製造業,7,766984,43125,33958,36111,30842,21471,21304,167521,189750,-,13217,5639,4312,3266,-,88,9039,-,-,-,13217
2,13120,練馬区,0,00,総数,21,3448175,85152,102168,62944,68750,92378,138727,693041,670676,8482,77592,17875,30179,29538,-,15134,84952,19080,20760,-1680,84394
2,13120,練馬区,1,09,食料品製造業,10,931872,9112,8754,2663,2713,40797,36043,284141,112956,3100,19769,4256,13020,2493,-,6130,13984,141,1784,-1643,21226
2,13120,練馬区,1,11,繊維工業,1,x,x,x,-,-,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,13,家具・装備品製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,x,x,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,15,印刷・同関連業,3,162239,3648,3310,5150,5303,1473,1267,102506,171218,x,1784,-,298,1486,-,1967,12445,-,-,-,x
2,13120,練馬区,1,16,化学工業,1,x,x,x,-,-,x,x,-,x,-,x,x,-,x,-,-,x,x,x,x,x
2,13120,練馬区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13120,練馬区,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13121,足立区,0,00,総数,74,13136281,887902,1010501,341865,418589,565542,619469,4895274,3408723,116976,1190983,506646,573064,111273,5842,21111,585624,570526,823701,-253175,1054784
2,13121,足立区,1,09,食料品製造業,10,1742327,29860,26092,10128,9736,22328,20305,401919,328876,10173,168488,113883,46173,8432,-,2007,48999,304741,231342,73399,252060
2,13121,足立区,1,11,繊維工業,1,x,-,-,-,-,-,-,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13121,足立区,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,4,1052124,89244,99781,10046,10243,26410,25315,-,85017,-,15629,1312,13883,434,-,322,15723,15262,15628,-366,15263
2,13121,足立区,1,15,印刷・同関連業,3,396278,565,818,3120,4300,3684,6180,65383,150718,-,8436,753,7683,-,-,1666,16499,-,-,-,8436
2,13121,足立区,1,16,化学工業,8,3894002,429288,515521,121582,164299,250687,337840,2971330,1451664,140,601013,242996,313753,44264,5842,3351,269611,156265,533376,-377111,224042
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,4,263530,6395,6165,783,544,4214,4196,61083,88055,14530,11438,2341,8528,569,-,169,10548,-,-,-,25968
2,13121,足立区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,6,783492,153968,177443,82310,121785,104987,85525,48187,131282,966,192874,113902,76793,2179,-,72,16168,27963,32683,-4720,189120
2,13121,足立区,1,21,窯業・土石製品製造業,3,371083,25968,29864,170,47,6489,6831,305573,184881,5929,15592,5919,5072,4601,-,44,21804,11464,6004,5460,26981
2,13121,足立区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,24,金属製品製造業,7,526641,7686,7913,13863,14950,18963,19776,119656,69634,25474,14417,5783,6200,2434,-,4176,6310,3850,4395,-545,39346
2,13121,足立区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,x,x,x
2,13121,足立区,1,26,生産用機械器具製造業,4,344080,1544,1019,23070,3746,14451,1181,67257,78628,-,8714,506,7336,872,-,3131,9289,-,-,-,8714
2,13121,足立区,1,27,業務用機械器具製造業,4,289276,24851,26899,11829,14347,4506,5017,59640,36312,2890,14176,883,12856,437,-,-,5299,-,-,-,17066
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x,-,-,-,x
2,13121,足立区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,x,-,-,x,-,x,-,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13121,足立区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,x,-,x,x
2,13121,足立区,1,32,その他の製造業,5,207305,16230,14718,12140,28061,11229,4735,126037,50141,-,5147,-,4262,885,-,166,9037,-,-,-,5147
2,13122,葛飾区,0,00,総数,46,6831349,427616,421671,137587,141293,211541,204718,1118206,1631068,34228,167017,83687,53539,29791,1301,20065,194537,87374,82793,4581,205826
2,13122,葛飾区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,1408054,55689,55090,7985,8331,49011,38718,189509,478022,-,48434,26882,17752,3800,1301,12319,51101,54040,52650,1390,49824
2,13122,葛飾区,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,-,x,x
2,13122,葛飾区,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,4,423326,7217,6733,4541,4540,11722,11785,123780,69191,-,3921,131,1685,2105,-,532,9156,-,-,-,3921
2,13122,葛飾区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,3,217372,18823,17520,8348,14191,12998,13889,40522,22171,-,1490,898,345,247,-,10,2730,-,-,-,1490
2,13122,葛飾区,1,24,金属製品製造業,9,1156732,47761,56329,28592,35720,14520,11930,140346,101603,-,22692,14923,4659,3110,-,81,13801,1427,-,1427,24119
2,13122,葛飾区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,x,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,29,電気機械器具製造業,7,633812,44315,43419,13019,15703,13692,14770,128230,79401,-,25190,19486,3166,2538,-,-,8590,496,-,496,25686
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,32,その他の製造業,3,180992,15932,14494,4255,4167,9749,9724,64242,42568,-,1007,94,842,71,-,171,6812,-,-,-,1007
2,13123,江戸川区,0,00,総数,48,8478412,327532,361281,182404,201294,397768,389164,2681858,2480408,39034,304172,147521,121799,34852,-,8467,293093,205175,149121,56054,399260
2,13123,江戸川区,1,09,食料品製造業,6,3057308,117341,148598,26903,28373,166615,153473,698725,705653,x,129561,82199,32134,15228,-,2310,91820,79024,103328,-24304,x
2,13123,江戸川区,1,11,繊維工業,3,89730,1094,-,1010,-,575,-,713,8982,-,4811,-,4780,31,-,-,455,-,-,-,4811
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,1827309,106572,99932,21290,23832,68477,73531,241018,554290,-,54058,22023,29008,3027,-,468,74405,44297,14078,30219,84277
2,13123,江戸川区,1,15,印刷・同関連業,5,224785,1733,2234,3379,3871,2707,2864,161696,183768,-,13278,4444,8381,453,-,-,15057,-,-,-,13278
2,13123,江戸川区,1,16,化学工業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13123,江戸川区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,-,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13123,江戸川区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,24,金属製品製造業,7,677184,43586,45883,17903,17514,24550,25199,219658,197459,-,30161,4813,23825,1523,-,1666,11469,-,-,-,30161
2,13123,江戸川区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13123,江戸川区,1,26,生産用機械器具製造業,9,1411119,5280,4084,80249,93502,56275,61115,1083208,674579,18879,50830,20600,19193,11037,-,3327,75407,80134,31638,48496,118205
2,13123,江戸川区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13123,江戸川区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,x,x,x
1,13200,市部,0,00,総数,497,310316942,7591407,8021427,31632924,31771749,11938468,13240980,19324390,51900337,578898,10900242,2486262,4732896,3681084,116236,1103324,9372068,7807059,6848992,958067,12437207
1,13200,市部,1,09,食料品製造業,79,37764224,323826,329435,126886,138778,606889,572414,3454090,7272096,108900,901816,170514,668416,62886,510,33517,980585,601556,356571,244985,1255701
1,13200,市部,1,10,飲料・たばこ・飼料製造業,7,9502926,107032,128424,49881,46973,114486,117446,1653617,2334067,x,165530,79878,69646,16006,10012,6397,224914,172162,155892,16270,x
1,13200,市部,1,11,繊維工業,5,465992,34198,41002,26761,26056,13756,12524,133664,90832,-,4115,2695,985,435,-,127,9610,-,309,-309,3806
1,13200,市部,1,13,家具・装備品製造業,5,7931220,301741,183819,2773414,2842349,1279968,1758951,347931,531389,-,124808,10666,24395,89747,-,19633,199267,2059,1885,174,124982
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,8,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,15,印刷・同関連業,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,16,化学工業,19,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,14,970451,32943,30442,50330,53460,28277,25765,109634,195401,4759,51160,21521,14889,14750,-,20525,35943,8006,9653,-1647,54272
1,13200,市部,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,21,窯業・土石製品製造業,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,23,非鉄金属製造業,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x
1,13200,市部,1,24,金属製品製造業,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,27,業務用機械器具製造業,39,9235955,478167,525544,1388249,1445712,847253,866327,1526841,1123100,50996,227641,86387,56492,84762,3364,28885,179353,149137,41417,107720,386357
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,38,27582430,888490,641929,1047532,1124127,793429,831897,1287361,7285893,x,2202060,152386,1262166,787508,254,72463,2313505,2139369,1913560,225809,x
1,13200,市部,1,29,電気機械器具製造業,65,56286967,2904034,3630800,11352439,11694121,3431011,3939385,1998667,7753732,19188,1557592,308162,344175,905255,1787,590977,1079607,1078054,930840,147214,1723994
1,13200,市部,1,30,情報通信機械器具製造業,23,36507940,665649,497277,8424261,7666835,921335,991151,364112,4058443,-,1549376,297569,465383,786424,2200,12944,952345,984321,825091,159230,1708606
1,13200,市部,1,31,輸送用機械器具製造業,35,69998223,84589,79018,1366355,1404941,690511,736560,2223378,9398104,57031,1843101,585664,661129,596308,1745,135402,1621435,1662581,1508895,153686,2053818
1,13200,市部,1,32,その他の製造業,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13201,八王子市,0,00,総数,119,29626302,660492,734586,2401519,2494491,1837057,2173928,3102643,6041759,150901,765297,218311,400905,146081,13000,37104,842124,414259,212691,201568,1117766
2,13201,八王子市,1,09,食料品製造業,13,6284878,43580,37351,17093,16352,269770,245885,169551,1041355,108900,130521,33349,84371,12801,-,5220,145870,531,455,76,239497
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13201,八王子市,1,11,繊維工業,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13201,八王子市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,x,-,x,x
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13201,八王子市,1,15,印刷・同関連業,11,3491337,24415,27532,35241,38638,26177,26846,291786,411770,-,48209,11773,32450,3986,-,15535,87245,70100,2357,67743,115952
2,13201,八王子市,1,16,化学工業,10,2885457,102283,104111,151478,166521,250693,278486,195226,1053640,-,99506,27600,43025,28881,-,6965,129110,22213,21167,1046,100552
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,4,373204,13299,9900,9503,6806,9613,9539,45614,45500,3156,22899,16402,5411,1086,-,10,9045,7233,9041,-1808,24247
2,13201,八王子市,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,x,-,x,x
2,13201,八王子市,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13201,八王子市,1,24,金属製品製造業,7,411938,942,1351,1744,1761,8877,9231,95078,116966,-,26302,3692,20769,1841,-,66,18509,-,-,-,26302
2,13201,八王子市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13201,八王子市,1,26,生産用機械器具製造業,11,6834058,118707,127211,1501599,1599150,606196,875611,479709,1494664,33696,100806,25963,28044,46799,13000,620,171319,87910,69041,18869,153371
2,13201,八王子市,1,27,業務用機械器具製造業,14,1777190,98216,145502,76301,68192,190914,249609,277209,270423,5149,65893,46090,10687,9116,-,827,26446,72020,1100,70920,141962
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,10,1837659,110923,116595,117871,123103,165223,159734,540289,507070,-,144171,35782,92480,15909,-,4565,134075,105876,72892,32984,177155
2,13201,八王子市,1,29,電気機械器具製造業,14,2772867,87385,96715,307387,298711,149884,156294,459022,290187,-,28048,5147,14823,8078,-,537,44264,3734,3388,346,28394
2,13201,八王子市,1,30,情報通信機械器具製造業,5,607162,14126,17161,24144,36014,73263,69084,36158,61737,-,12894,3346,8253,1295,-,710,11819,-,-,-,12894
2,13201,八王子市,1,31,輸送用機械器具製造業,8,989396,4853,3068,107224,94616,35770,40912,173796,407221,-,50339,4748,36448,9143,-,1865,28071,x,x,11314,61653
2,13201,八王子市,1,32,その他の製造業,2,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13202,立川市,0,00,総数,23,9076844,259407,179484,2893452,2890495,1254511,1752305,319273,581832,9614,198488,34864,62652,100972,-,15671,216718,8139,8104,35,208137
2,13202,立川市,1,09,食料品製造業,4,812073,1300,657,998,247,1575,3292,65430,92824,-,20278,10409,6735,3134,-,1954,10088,7178,6611,567,20845
2,13202,立川市,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,251468,12080,14026,11728,12409,5096,4914,9314,32484,-,12278,1034,4813,6431,-,9133,8209,773,612,161,12439
2,13202,立川市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,25,はん用機械器具製造業,3,258414,1302,1099,6961,14865,18852,25838,-,9562,-,14760,1784,5468,7508,-,1,3782,-,-,-,14760
2,13202,立川市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,x,-,x,x,x
2,13202,立川市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
