地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等／総額(万円),原材料使用額等／うち原材料使用額(万円),原材料使用額等／うち燃料使用額(万円),原材料使用額等／うち電力使用額(万円),原材料使用額等／うち委託生産費(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(万円),粗付加価値額(万円)
2,13111,大田区,1,21,窯業・土石製品製造業,2,95,78,-,-,-,67,57,28,21,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13111,大田区,1,22,鉄鋼業,2,83,75,-,-,-,74,67,9,8,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13111,大田区,1,23,非鉄金属製造業,2,93,84,-,-,-,91,82,1,1,1,1,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13111,大田区,1,24,金属製品製造業,22,1380,1051,10,-,-,1189,961,179,91,22,9,12,11,684069,1156431,638081,20867,38508,413970,2736679,1858989,842009,-,-,35681,1409512,1466825
2,13111,大田区,1,25,はん用機械器具製造業,10,516,433,1,-,-,447,388,63,43,7,3,1,-,273182,1274611,440187,2737,7915,605087,1857353,953264,52122,607685,511,243771,541606,555521
2,13111,大田区,1,26,生産用機械器具製造業,24,1401,1132,1,-,-,1184,1017,181,85,37,31,-,-,803796,1221182,602821,3029,25341,508867,3065279,2657630,139096,59103,-,209450,1680556,1733152
2,13111,大田区,1,27,業務用機械器具製造業,5,267,209,-,-,-,208,183,58,26,1,-,-,-,128210,433221,400052,132,2436,22727,751449,737484,456,-,-,13509,286047,296468
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,2,74,32,-,-,-,40,27,34,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,29,電気機械器具製造業,14,789,654,20,-,-,736,630,47,17,26,24,-,-,439788,884114,571838,6420,6487,253373,1650831,1601726,13837,1069,-,34199,663579,710380
2,13111,大田区,1,30,情報通信機械器具製造業,2,313,259,2,-,-,240,206,13,7,62,48,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,31,輸送用機械器具製造業,3,226,144,3,-,-,123,113,106,32,-,-,2,2,110019,262507,189014,8452,18159,44013,351791,351791,-,-,-,-,86467,85068
2,13111,大田区,1,32,その他の製造業,2,79,58,-,-,-,76,56,2,1,1,1,2,1,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13112,世田谷区,0,00,総数,12,583,340,-,-,-,441,315,141,24,1,1,-,-,258243,441248,250208,1521,5844,140811,988852,855032,x,-,-,x,534973,509680
2,13112,世田谷区,1,09,食料品製造業,2,72,46,-,-,-,47,38,25,8,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13112,世田谷区,1,15,印刷・同関連業,3,138,51,-,-,-,122,50,16,1,-,-,-,-,56188,65987,17981,317,527,18014,161976,119011,-,-,-,42965,86640,88699
2,13112,世田谷区,1,27,業務用機械器具製造業,2,90,75,-,-,-,79,68,11,7,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,54,42,-,-,-,46,42,8,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,29,電気機械器具製造業,1,34,28,-,-,-,28,24,5,3,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,30,情報通信機械器具製造業,1,65,55,-,-,-,65,55,-,-,-,-,-,-,x,x,x,x,x,-,x,-,x,-,-,-,x,x
2,13112,世田谷区,1,32,その他の製造業,2,130,43,-,-,-,54,38,76,5,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13113,渋谷区,0,00,総数,6,512,380,2,-,-,487,370,13,6,14,5,-,-,247570,520776,163331,1623,7264,177312,1105680,647457,171699,4771,-,281753,516788,542294
2,13113,渋谷区,1,15,印刷・同関連業,5,421,315,2,-,-,405,308,13,6,5,2,-,-,x,x,x,1623,x,x,x,x,171699,x,-,x,x,x
2,13113,渋谷区,1,27,業務用機械器具製造業,1,91,65,-,-,-,82,62,-,-,9,3,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13114,中野区,0,00,総数,4,218,135,8,-,-,193,121,29,13,4,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13114,中野区,1,09,食料品製造業,1,60,43,7,-,-,41,31,25,13,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13114,中野区,1,11,繊維工業,1,48,5,-,-,-,45,5,3,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13114,中野区,1,26,生産用機械器具製造業,1,42,33,-,-,-,41,33,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,27,業務用機械器具製造業,1,68,54,1,-,-,66,52,-,-,3,3,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13115,杉並区,0,00,総数,1,92,74,-,-,-,78,69,14,5,-,-,-,-,x,x,x,x,-,x,x,x,-,-,-,x,x,x
2,13115,杉並区,1,09,食料品製造業,1,92,74,-,-,-,78,69,14,5,-,-,-,-,x,x,x,x,-,x,x,x,-,-,-,x,x,x
2,13116,豊島区,0,00,総数,13,954,629,-,-,-,764,553,169,72,21,4,-,-,460158,1192016,801588,1078,15422,317292,2406786,2304845,322,-,74,101545,1140390,1124632
2,13116,豊島区,1,13,家具・装備品製造業,1,79,51,-,-,-,71,50,8,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,15,印刷・同関連業,6,599,394,-,-,-,459,332,119,58,21,4,-,-,296307,937318,616225,210,9231,268795,1620075,1533779,-,-,74,86222,631155,630560
2,13116,豊島区,1,25,はん用機械器具製造業,1,42,34,-,-,-,42,34,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,27,業務用機械器具製造業,1,37,22,-,-,-,26,20,11,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,56,25,-,-,-,49,25,7,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,29,電気機械器具製造業,1,59,54,-,-,-,48,45,11,9,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13116,豊島区,1,32,その他の製造業,2,82,49,-,-,-,69,47,13,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13117,北区,0,00,総数,43,7550,4792,19,-,-,4704,3722,798,273,2067,813,-,-,3883839,7729692,2961859,56039,147551,3926325,15315990,12228052,2547891,60099,624,479324,6202134,7090379
2,13117,北区,1,09,食料品製造業,2,91,37,-,-,-,19,13,72,24,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,1,48,43,3,-,-,42,38,8,7,1,1,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13117,北区,1,15,印刷・同関連業,16,4685,2748,-,-,-,2715,2107,354,140,1616,501,-,-,2438509,2590583,920906,28836,74524,1329147,7851302,5298761,2517854,-,-,34687,4413913,4877279
2,13117,北区,1,16,化学工業,5,950,643,9,-,-,553,383,32,12,374,254,-,-,x,x,275716,22990,47549,x,x,x,x,-,-,x,x,x
2,13117,北区,1,24,金属製品製造業,1,70,61,-,-,-,55,47,14,14,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,25,はん用機械器具製造業,2,78,73,-,-,-,67,64,10,9,1,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13117,北区,1,26,生産用機械器具製造業,2,129,97,-,-,-,94,82,35,15,-,-,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13117,北区,1,27,業務用機械器具製造業,4,662,496,3,-,-,514,455,115,14,36,30,-,-,284750,1395284,897015,23,5111,168468,1927861,1537671,-,30180,-,360010,586582,508622
2,13117,北区,1,29,電気機械器具製造業,3,156,121,-,-,-,146,112,9,9,1,-,-,-,83410,198251,68333,-,909,117342,370048,351377,-,6700,-,11971,156896,160186
2,13117,北区,1,30,情報通信機械器具製造業,1,75,54,-,-,-,65,53,9,1,1,-,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13117,北区,1,31,輸送用機械器具製造業,2,154,121,-,-,-,102,86,18,8,34,27,-,-,x,x,x,x,x,x,x,x,-,-,x,-,x,x
2,13117,北区,1,32,その他の製造業,4,452,298,4,-,-,332,282,122,20,2,-,-,-,215619,2264005,275691,271,5694,1968109,2820788,2804542,2613,-,-,13633,545349,515573
2,13118,荒川区,0,00,総数,27,1834,1138,13,-,-,1193,947,617,186,37,16,-,-,679854,2180592,895374,6517,32109,669666,3599481,2882300,89112,36254,123,591692,1268042,1327933
2,13118,荒川区,1,09,食料品製造業,2,527,199,-,-,-,143,89,369,103,15,7,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,1,38,31,-,-,-,31,28,7,3,-,-,-,-,x,x,x,-,-,x,x,x,x,-,-,-,x,x
2,13118,荒川区,1,15,印刷・同関連業,11,599,457,3,-,-,519,421,67,31,16,8,-,-,265758,785941,229399,1800,16854,528688,1351773,1273421,76251,-,123,1978,487241,530725
2,13118,荒川区,1,16,化学工業,1,54,13,8,-,-,27,20,35,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,39,4,-,-,-,10,4,28,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,19,ゴム製品製造業,1,32,21,-,-,-,16,15,16,6,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,1,47,31,-,-,-,23,16,24,15,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,x,x,x
2,13118,荒川区,1,24,金属製品製造業,1,45,37,-,-,-,45,37,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13118,荒川区,1,25,はん用機械器具製造業,1,76,73,-,-,-,72,72,4,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,89,49,-,-,-,59,48,30,1,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,2,71,57,-,-,-,60,49,11,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13118,荒川区,1,29,電気機械器具製造業,1,130,107,2,-,-,103,91,24,16,5,1,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13118,荒川区,1,32,その他の製造業,2,87,59,-,-,-,85,57,2,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,0,00,総数,99,8924,6784,235,-,-,7275,6055,1457,686,427,238,1,1,4849358,15041057,10948252,269817,350903,2384741,25575362,22464038,2541525,128183,16631,424985,9419283,10151802
2,13119,板橋区,1,09,食料品製造業,10,771,382,-,-,-,272,208,472,159,27,15,-,-,219574,794085,717836,18985,31475,10689,1590678,1590678,-,-,-,-,718705,744833
2,13119,板橋区,1,11,繊維工業,1,100,47,-,-,-,76,42,24,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,5,233,167,9,-,-,212,165,26,7,4,4,-,-,102061,235054,147325,171,4992,57998,472428,410401,32990,-,-,29037,199048,216920
2,13119,板橋区,1,15,印刷・同関連業,39,3783,2990,68,-,-,3174,2652,479,285,198,101,-,-,2006870,3005882,1146546,33003,100079,1273053,6511778,4589276,1801088,-,16631,104783,3032420,3247423
2,13119,板橋区,1,16,化学工業,4,364,288,22,-,-,285,241,64,43,37,24,-,-,227778,1310562,1209436,3711,12968,49950,1904701,1872832,-,-,-,31869,494737,563814
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,54,49,-,-,-,54,49,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,2,118,83,-,-,-,110,81,7,2,1,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13119,板橋区,1,21,窯業・土石製品製造業,2,313,255,-,-,-,277,225,29,24,7,6,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,1,22,鉄鋼業,4,710,664,-,-,-,650,608,47,45,13,11,1,1,453298,3610701,3001762,103460,114017,248964,4715462,4509845,202232,-,-,3385,905989,1126098
2,13119,板橋区,1,23,非鉄金属製造業,1,33,29,-,-,-,31,28,-,-,2,1,-,-,x,x,x,-,x,-,x,x,-,-,-,x,x,x
2,13119,板橋区,1,24,金属製品製造業,3,149,101,-,-,-,129,96,20,5,-,-,-,-,68610,90348,69316,1618,4037,15377,206049,136633,69416,-,-,-,100092,108092
2,13119,板橋区,1,25,はん用機械器具製造業,2,106,80,-,-,-,71,61,31,17,4,2,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13119,板橋区,1,26,生産用機械器具製造業,3,178,151,3,-,-,173,147,5,5,3,2,-,-,101922,293602,224824,46,2763,32197,687351,644597,-,-,-,42754,346056,365290
2,13119,板橋区,1,27,業務用機械器具製造業,8,1190,885,128,-,-,1060,880,136,53,122,64,-,-,834391,3122070,2971889,614,3667,41856,5167273,5115185,-,48172,-,3916,2118667,2154284
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,1,51,32,-,-,-,40,31,11,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,29,電気機械器具製造業,1,105,72,-,-,-,86,67,19,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,31,輸送用機械器具製造業,5,272,235,-,-,-,238,214,25,13,9,8,-,-,170554,346569,148728,4203,10461,177705,695292,264311,430981,-,-,-,286057,324791
2,13119,板橋区,1,32,その他の製造業,7,394,274,5,-,-,337,260,62,17,-,-,-,-,196868,535732,314446,8613,6509,102744,835870,776602,4818,1669,-,52781,262245,285720
2,13120,練馬区,0,00,総数,21,1412,950,12,-,-,979,758,326,116,119,87,-,-,697109,2223467,1877453,11577,35006,80238,3707243,3425353,-,691,-,281199,1373803,1435933
2,13120,練馬区,1,09,食料品製造業,10,533,284,-,-,-,263,188,261,92,9,4,-,-,190189,460481,406424,4116,13238,7451,963225,932180,-,-,-,31045,452409,466701
2,13120,練馬区,1,11,繊維工業,1,42,26,-,-,-,32,24,10,2,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,x,x,x
2,13120,練馬区,1,13,家具・装備品製造業,1,31,18,-,-,-,26,18,5,-,-,-,-,-,x,x,x,-,x,x,x,x,-,x,-,-,x,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,72,56,-,-,-,72,56,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,15,印刷・同関連業,3,152,116,-,-,-,130,104,14,5,8,7,-,-,96101,134787,44144,48,4330,45784,200296,162424,-,-,-,37872,47893,60523
2,13120,練馬区,1,16,化学工業,1,70,53,1,-,-,57,48,8,4,6,2,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,23,非鉄金属製造業,1,122,94,-,-,-,107,87,13,7,2,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,56,47,-,-,-,56,47,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13120,練馬区,1,29,電気機械器具製造業,1,35,22,-,-,-,24,16,11,6,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,299,234,11,-,-,212,170,4,-,94,74,-,-,x,x,x,-,x,-,x,x,-,x,-,-,x,x
2,13121,足立区,0,00,総数,74,5844,3311,18,-,-,3560,2745,2142,503,160,76,2,-,2416374,9414923,6532550,76931,308572,847814,15373165,12534357,402601,67796,-,2368411,5223026,5609327
2,13121,足立区,1,09,食料品製造業,10,1460,592,3,-,-,502,345,946,245,15,4,-,-,465153,1876149,851409,10202,15138,10593,3177195,1746487,-,-,-,1430708,1170467,1223626
2,13121,足立区,1,11,繊維工業,1,64,11,-,-,-,27,11,37,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,13,家具・装備品製造業,2,91,70,-,-,-,77,59,13,10,1,1,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,4,312,253,-,-,-,268,229,44,24,-,-,-,-,136278,606611,575686,15033,15892,-,1041390,1041390,-,-,-,-,397270,402259
2,13121,足立区,1,15,印刷・同関連業,3,119,82,-,-,-,85,72,32,8,2,2,-,-,53388,127281,33998,-,4349,88471,394845,353158,41687,-,-,-,232486,247552
2,13121,足立区,1,16,化学工業,8,934,652,-,-,-,684,566,191,78,59,8,-,-,579367,2724990,2539679,5562,28375,146517,3840772,3744979,20073,-,-,75720,935690,1076351
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,4,194,83,-,-,-,86,66,108,17,-,-,-,-,62836,132485,100825,-,4867,23692,268986,263999,-,-,-,4987,115756,126773
2,13121,足立区,1,19,ゴム製品製造業,2,68,42,-,-,-,46,35,22,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,6,821,262,13,-,-,426,231,400,34,8,7,-,-,198945,778837,440389,4807,1261,121546,998123,699840,20702,-,-,277581,263745,216963
2,13121,足立区,1,21,窯業・土石製品製造業,3,195,158,-,-,-,177,152,17,6,1,-,-,-,109493,297073,166916,2787,9273,25898,459509,367310,-,-,-,92199,133469,151500
2,13121,足立区,1,22,鉄鋼業,1,150,136,-,-,-,138,127,12,9,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,1,23,非鉄金属製造業,2,68,47,-,-,-,35,25,1,-,32,22,2,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,24,金属製品製造業,7,300,227,-,-,-,277,225,22,1,1,1,-,-,154659,264350,155221,6810,8514,91744,533115,323846,201481,-,-,7788,245512,250508
2,13121,足立区,1,25,はん用機械器具製造業,2,131,104,-,-,-,121,94,-,-,10,10,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13121,足立区,1,26,生産用機械器具製造業,4,187,162,-,-,-,150,132,27,24,10,6,-,-,89047,227188,122785,761,3633,89550,374580,363929,-,-,-,10651,106555,135693
2,13121,足立区,1,27,業務用機械器具製造業,4,202,90,2,-,-,107,86,95,4,2,1,-,-,64520,96205,17401,27,1747,29998,284710,284710,-,-,-,-,174236,174969
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,144,50,-,-,-,51,45,88,4,5,1,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,1,29,電気機械器具製造業,2,76,54,-,-,-,64,48,12,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,30,22,-,-,-,25,21,5,1,-,-,-,-,x,x,x,-,x,x,x,x,x,x,-,-,x,x
2,13121,足立区,1,31,輸送用機械器具製造業,2,77,69,-,-,-,56,52,7,4,14,13,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13121,足立区,1,32,その他の製造業,5,221,145,-,-,-,158,124,63,21,-,-,-,-,115729,310643,54078,948,1880,31491,642071,174723,18173,-,-,449175,310838,305466
2,13122,葛飾区,0,00,総数,46,2562,1670,16,-,-,1917,1484,589,166,72,35,8,1,1160483,6015470,3138417,51904,78736,950896,8925583,6409058,424530,-,2114,2089881,2527942,2724718
2,13122,葛飾区,1,09,食料品製造業,2,193,168,-,-,-,167,151,25,17,1,-,-,-,x,x,x,x,x,-,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,1,45,16,-,-,-,43,16,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,312,215,-,-,-,249,189,54,24,9,2,-,-,190436,2150538,891305,3024,11881,112714,2784181,1396407,11900,-,-,1375874,549721,601075
2,13122,葛飾区,1,15,印刷・同関連業,2,84,62,-,-,-,84,62,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,16,化学工業,2,83,40,-,-,-,56,40,27,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,4,171,112,-,-,-,111,89,59,22,1,1,-,-,59812,215634,175523,480,3638,8578,451460,396811,27000,-,-,27649,208228,217869
2,13122,葛飾区,1,19,ゴム製品製造業,2,109,68,-,-,-,95,65,14,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,3,131,67,-,-,-,76,58,55,9,-,-,-,-,36527,129070,82211,1848,814,13437,214593,212832,-,-,-,1761,81049,79239
2,13122,葛飾区,1,24,金属製品製造業,9,566,370,6,-,-,432,325,126,46,14,5,-,-,227157,620994,134643,4680,10214,466351,1142803,796715,344321,-,1536,231,484740,482845
2,13122,葛飾区,1,25,はん用機械器具製造業,2,113,83,1,-,-,108,83,6,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,61,49,-,-,-,58,49,3,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,89,77,-,-,-,85,76,4,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13122,葛飾区,1,29,電気機械器具製造業,7,423,249,1,-,-,252,207,132,23,40,20,4,1,180104,393425,278148,2669,10341,95292,695314,632024,-,-,-,63290,273779,280581
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,84,31,8,-,-,44,36,48,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,32,その他の製造業,3,98,63,-,-,-,57,38,34,18,7,7,4,-,42445,90847,49710,358,2483,38296,182518,182518,-,-,-,-,76495,84833
2,13123,江戸川区,0,00,総数,48,3342,2259,58,-,-,2502,2039,828,235,70,40,-,-,1706355,5935972,3521079,196548,169498,675483,10048440,8018916,406857,35160,1471,1586036,3593242,3833696
2,13123,江戸川区,1,09,食料品製造業,6,896,461,26,-,-,513,373,407,114,2,-,-,-,450240,2138992,1603682,63766,22603,432,3469351,2993877,30704,-,-,444770,1180733,1239826
2,13123,江戸川区,1,11,繊維工業,3,100,22,-,-,-,33,20,67,2,-,-,-,-,17575,20977,5277,1284,645,13269,91834,60937,30897,-,-,-,63081,65640
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,350,260,17,-,-,295,250,64,21,8,4,-,-,185540,1345010,763114,117054,94880,75845,2160830,1831407,-,-,-,329423,682018,760521
2,13123,江戸川区,1,15,印刷・同関連業,5,316,194,-,-,-,211,169,92,22,13,3,-,-,110588,97307,53694,418,13553,23567,228981,132947,90845,-,1471,3718,108394,122458
2,13123,江戸川区,1,16,化学工業,1,75,50,-,-,-,69,47,3,-,3,3,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,19,ゴム製品製造業,1,57,50,-,-,-,47,41,6,5,4,4,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,74,56,-,-,-,59,52,15,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,45,39,-,-,-,42,38,3,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,22,鉄鋼業,1,36,31,-,-,-,32,30,4,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,24,金属製品製造業,7,355,293,-,-,-,297,253,49,36,9,4,-,-,162203,353384,102029,4962,9656,147966,777156,501873,173403,-,-,101880,383927,393488
2,13123,江戸川区,1,25,はん用機械器具製造業,2,78,68,-,-,-,73,65,5,3,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13123,江戸川区,1,26,生産用機械器具製造業,9,703,557,15,-,-,640,540,47,9,31,22,-,-,448348,1284371,595144,1938,12845,264924,1965964,1340054,59008,33912,-,532990,577173,640523
2,13123,江戸川区,1,27,業務用機械器具製造業,1,30,24,-,-,-,27,24,3,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13123,江戸川区,1,29,電気機械器具製造業,1,36,33,-,-,-,33,30,3,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,2,84,65,-,-,-,73,62,11,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,32,その他の製造業,2,107,56,-,-,-,58,45,49,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13200,市部,0,00,総数,497,82713,61362,1569,-,-,58301,49311,17317,7237,8664,6273,361,157,46167625,208156140,168439521,926296,2340577,27538072,331516867,305319103,4428994,955525,3996,20809249,107502523,116305746
1,13200,市部,1,09,食料品製造業,79,14870,7403,6,-,-,5475,4029,8048,2777,1353,602,242,108,5084920,23037731,20264147,366985,433033,467714,39383154,37683372,63351,-,-,1636431,14266030,15229114
1,13200,市部,1,10,飲料・たばこ・飼料製造業,7,690,547,3,-,-,483,424,89,32,121,94,2,1,391002,4885750,4335246,89045,125899,7522,9484442,x,402563,x,x,x,1895417,2101847
1,13200,市部,1,11,繊維工業,5,392,99,-,-,-,203,77,189,22,-,-,-,-,105574,280345,159610,542,3775,115531,460404,x,x,-,-,511,162899,166410
1,13200,市部,1,13,家具・装備品製造業,5,1219,891,43,-,-,955,777,87,33,220,122,-,-,788940,6051128,1633692,2301,6347,4319590,8102297,7980207,-,24845,-,97245,2212654,2460908
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,8,503,308,-,-,-,357,261,114,27,32,20,5,5,x,x,x,x,x,x,x,x,x,-,x,x,x,x
