産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,1639,その他の有機化学工業製品製造業,2,129,93,-,129,93,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,1640,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,44,1235,883,134,1369,1009,-,678280,2348757,4314804,3866875,72825,-,-,375104,1742563,1840484,997334,79143,16408,101971
3,1641,脂肪酸・硬化油・グリセリン製造業,1,8,8,-,8,8,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,1642,石けん・合成洗剤製造業,8,160,101,8,168,109,-,71974,283196,565073,518959,7381,-,-,38733,232187,264263,341694,35840,14305,33183
3,1644,塗料製造業,16,537,427,104,641,525,-,339696,994479,1987707,1808500,36273,-,-,142934,901778,934794,401770,26608,1820,35718
3,1645,印刷インキ製造業,7,325,250,22,347,270,-,201796,882275,1458566,1321310,8674,-,-,128582,494207,535136,162403,15090,106,31649
3,1646,洗浄剤・磨用剤製造業,10,158,82,-,158,82,-,52221,156601,255601,179703,20497,-,-,55401,99966,91866,91467,1605,177,1421
3,1647,ろうそく製造業,2,47,15,-,47,15,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,1650,医薬品製造業,34,2702,1499,7,2709,1503,-,1517170,3133471,8636276,8162536,187653,-,-,286087,4536214,5159630,9105673,435059,74207,1142258
3,1651,医薬品原薬製造業,2,44,32,-,44,32,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
3,1652,医薬品製剤製造業,25,1901,1080,7,1908,1084,-,1071078,2373322,4598409,4253754,185677,-,-,158978,1686031,2118103,5228031,289288,10800,941384
3,1653,生物学的製剤製造業,4,642,306,-,642,306,-,367261,428528,3274881,3221585,-,-,-,53296,2480799,2641739,3660127,138012,63394,174604
3,1654,生薬・漢方製剤製造業,1,12,9,-,12,9,-,x,x,x,x,x,-,-,x,x,x,-,-,x,-
3,1655,動物用医薬品製造業,2,103,72,-,103,72,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,1660,化粧品・歯磨・その他の化粧用調整品製造業,46,4429,2337,18,4446,2351,1,2578804,6678528,15943736,14312723,53716,-,-,1577297,8550276,8674679,1461545,266104,8563,191924
3,1661,仕上用・皮膚用化粧品製造業（香水、オーデコロンを含む）,28,4000,2115,16,4016,2128,-,2416109,6156027,15067718,13457709,32712,-,-,1577297,8221076,8346342,1268407,261752,7802,182804
3,1662,頭髪用化粧品製造業,14,292,170,2,293,171,1,119703,391921,661266,661266,-,-,-,-,247390,250239,169524,3143,-,7474
3,1669,その他の化粧品・歯磨・化粧用調整品製造業,4,137,52,-,137,52,-,42992,130580,214752,193748,21004,-,-,-,81810,78098,23614,1209,761,1646
2,1690,その他の化学工業,38,1464,1077,5,1469,1081,-,925584,4619107,6612835,6350280,56575,34,-,205946,1771195,1983595,4875159,778160,8828,358469
3,1693,香料製造業,5,230,157,1,231,158,-,132575,716490,1141808,1093662,6111,-,-,42035,379128,429646,427503,143014,236,65611
3,1694,ゼラチン・接着剤製造業,7,202,135,-,202,135,-,128470,605013,1188777,1062133,398,-,-,126246,489715,563894,3657287,484232,5143,167875
3,1695,写真感光材料製造業,2,19,15,-,19,15,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1697,試薬製造業,4,96,52,-,96,52,-,x,x,x,x,x,-,-,x,x,x,20809,1985,-,2514
3,1699,他に分類されない化学工業製品製造業,20,917,718,4,921,721,-,610184,3220668,4066650,3981435,47791,34,-,37390,776672,861621,769560,148929,3449,122469
1,1700,石油製品・石炭製品製造業,16,318,258,-,318,258,-,181427,1959201,2994518,2618990,34878,-,-,340650,955250,958112,1872819,178280,x,114603
2,1720,潤滑油・グリース製造業（石油精製業によらないもの）,4,129,113,-,129,113,-,68614,608800,830146,761523,34878,-,-,33745,204897,207759,x,x,x,x
3,1721,潤滑油・グリース製造業（石油精製業によらないもの）,4,129,113,-,129,113,-,68614,608800,830146,761523,34878,-,-,33745,204897,207759,x,x,x,x
2,1740,舗装材料製造業,12,189,145,-,189,145,-,112813,1350401,2164372,1857467,-,-,-,306905,750353,750353,-,-,-,-
3,1741,舗装材料製造業,12,189,145,-,189,145,-,112813,1350401,2164372,1857467,-,-,-,306905,750353,750353,-,-,-,-
1,1800,プラスチック製品製造業（別掲を除く）,578,7779,4693,10,7775,4692,14,3056407,5571476,11894736,9696087,1365622,2836,2524,827667,5681257,5847996,1649847,178420,82122,133445
2,1810,プラスチック板・棒・管・継手・異形押出製品製造業,84,1231,800,3,1234,803,-,493281,753821,1770297,1434167,197677,-,-,138453,871741,938773,217771,11400,48994,20676
3,1811,プラスチック板・棒製造業,8,120,95,-,120,95,-,40384,70828,155999,116434,25516,-,-,14049,19083,79254,87962,6415,48964,10137
3,1812,プラスチック管製造業,4,72,44,-,72,44,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1813,プラスチック継手製造業,2,13,9,-,13,9,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1814,プラスチック異形押出製品製造業,14,371,230,3,374,233,-,146785,264421,582253,473875,29627,-,-,78751,288816,293441,46844,1579,10,5681
3,1815,プラスチック板・棒・管・継手・異形押出製品加工業,56,655,422,-,655,422,-,269260,355719,900317,762071,110724,-,-,27522,500362,502598,82965,3406,20,4858
2,1820,プラスチックフィルム・シート・床材・合成皮革製造業,77,756,431,1,749,425,8,266479,533785,1119362,658969,292187,2418,-,165788,536725,539728,168372,523,-,2990
3,1821,プラスチックフィルム製造業,21,221,150,1,222,150,-,86247,203680,393596,280143,84454,-,-,28999,175037,175037,-,-,-,-
3,1822,プラスチックシート製造業,11,88,50,-,84,47,4,28015,27291,73860,33266,39827,-,-,767,42964,42964,-,-,-,-
3,1825,プラスチックフィルム・シート・床材・合成皮革加工業,45,447,231,-,443,228,4,152217,302814,651906,345560,167906,2418,-,136022,318724,321727,168372,523,-,2990
2,1830,工業用プラスチック製品製造業,207,2811,1725,6,2815,1729,2,1127718,1920702,4217898,3460284,509249,418,1376,246571,2095200,2127139,406804,77977,12941,44207
3,1831,電気機械器具用プラスチック製品製造業（加工業を除く）,37,461,245,1,462,246,-,181770,301497,695715,674769,18696,-,1276,974,355328,366645,163405,32379,8936,15133
3,1832,輸送機械器具用プラスチック製品製造業（加工業を除く）,23,313,185,3,316,188,-,106956,214436,450484,430552,12720,-,-,7212,216017,218415,11570,5916,2414,2442
3,1833,その他の工業用プラスチック製品製造業（加工業を除く）,81,1046,630,-,1045,629,1,423924,819484,1641319,1392889,89882,418,-,158130,753523,760705,73587,10180,58,10424
3,1834,工業用プラスチック製品加工業,66,991,665,2,992,666,1,415068,585285,1430380,962074,387951,-,100,80255,770332,781374,158242,29502,1533,16208
2,1840,発泡・強化プラスチック製品製造業,35,510,325,-,510,325,-,200826,270000,586912,525077,31214,-,-,30621,280931,292705,93119,7872,10557,13231
3,1841,軟質プラスチック発泡製品製造業（半硬質性を含む）,13,130,64,-,130,64,-,36977,104982,181535,173704,3575,-,-,4256,70556,70556,-,-,-,-
3,1842,硬質プラスチック発泡製品製造業,8,162,104,-,162,104,-,64065,75003,165044,143834,19894,-,-,1316,76410,83068,62127,808,10547,6160
3,1843,強化プラスチック製板・棒・管・継手製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,1844,強化プラスチック製容器・浴槽等製造業,5,149,113,-,149,113,-,x,x,x,x,x,-,-,25049,x,x,30992,7064,10,7071
3,1845,発泡・強化プラスチック製品加工業,8,65,41,-,65,41,-,23851,28830,65039,59504,5535,-,-,-,33375,33375,-,-,-,-
2,1850,プラスチック成形材料製造業（廃プラスチックを含む）,16,186,131,-,186,131,-,87150,391185,682406,534809,21131,-,-,126466,263258,270149,94182,2287,-,5238
3,1851,プラスチック成形材料製造業,16,186,131,-,186,131,-,87150,391185,682406,534809,21131,-,-,126466,263258,270149,94182,2287,-,5238
2,1890,その他のプラスチック製品製造業,159,2285,1281,-,2281,1279,4,880953,1701983,3517861,3082781,314164,-,1148,119768,1633402,1679502,669599,78361,9630,47103
3,1891,プラスチック製日用雑貨・食卓用品製造業,19,264,139,-,262,137,2,78467,296362,471181,408491,61512,-,1137,41,157149,162870,40355,22132,269,5089
3,1892,プラスチック製容器製造業,43,617,358,-,616,358,1,234084,510064,1053835,972330,41961,-,-,39544,487897,502897,197487,20446,9319,17023
3,1897,他に分類されないプラスチック製品製造業,51,800,386,-,800,386,-,329271,532177,1148110,1035515,72849,-,11,39735,558413,569059,214707,10762,40,9936
3,1898,他に分類されないプラスチック製品加工業,46,604,398,-,603,398,1,239131,363380,844735,666445,137842,-,-,40448,429943,444676,217050,25021,2,15055
1,1900,ゴム製品製造業,184,2470,1626,2,2455,1615,17,952488,1815459,3414440,3049121,228169,-,1456,135694,1399295,1507184,1030922,114457,945,116797
2,1910,タイヤ・チューブ製造業,1,229,224,1,230,225,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,1911,自動車タイヤ・チューブ製造業,1,229,224,1,230,225,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,1920,ゴム製・プラスチック製履物・同附属品製造業,9,111,62,-,109,61,2,32659,72652,132163,118736,5321,-,-,8106,54334,54868,x,-,-,x
3,1921,ゴム製履物・同附属品製造業,7,75,42,-,73,41,2,x,x,x,x,5321,-,-,8106,x,x,-,-,-,-
3,1922,プラスチック製履物・同附属品製造業,2,36,20,-,36,20,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,1930,ゴムベルト・ゴムホース・工業用ゴム製品製造業,148,1792,1135,1,1778,1124,15,x,x,x,x,x,-,1441,x,x,x,487201,x,x,23742
3,1931,ゴムベルト製造業,1,14,12,-,14,12,-,x,x,x,x,x,-,-,x,x,x,-,x,x,-
3,1932,ゴムホース製造業,1,25,22,-,25,22,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,1933,工業用ゴム製品製造業,146,1753,1101,1,1739,1090,15,648799,1219435,2525499,2304145,x,-,1441,x,1183767,1207456,487201,26724,167,23742
2,1990,その他のゴム製品製造業,26,338,205,-,338,205,-,120917,194772,399920,327188,17474,-,15,55243,194432,189978,45032,3400,-,4716
3,1991,ゴム引布・同製品製造業,1,14,10,-,14,10,-,x,x,x,-,x,-,-,x,x,x,-,-,-,-
3,1992,医療・衛生用ゴム製品製造業,4,50,28,-,50,28,-,16765,20337,43461,x,x,-,x,x,21312,21312,-,-,-,-
3,1993,ゴム練生地製造業,5,56,38,-,56,38,-,19375,41432,67661,64823,2838,-,-,-,24175,24175,-,-,-,-
3,1994,更生タイヤ製造業,1,6,6,-,6,6,-,x,x,x,x,-,-,x,-,x,x,-,-,-,-
3,1995,再生ゴム製造業,1,8,5,-,8,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,1999,他に分類されないゴム製品製造業,14,204,118,-,204,118,-,75021,123694,262878,207173,2146,-,-,53559,133502,129048,45032,3400,-,4716
1,2000,なめし革・同製品・毛皮製造業,208,3376,1804,22,3381,1810,17,1132904,3692010,6137543,5471861,200363,3469,1261,460589,2318268,2275807,549202,245222,473,30835
2,2010,なめし革製造業,22,214,154,-,213,153,1,76798,112145,229664,157851,64083,-,1261,6469,108379,108379,-,-,-,-
3,2011,なめし革製造業,22,214,154,-,213,153,1,76798,112145,229664,157851,64083,-,1261,6469,108379,108379,-,-,-,-
2,2020,工業用革製品製造業（手袋を除く）,1,29,15,-,29,15,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2021,工業用革製品製造業（手袋を除く）,1,29,15,-,29,15,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2030,革製履物用材料・同附属品製造業,18,180,100,-,179,99,1,53533,161395,248503,243090,5061,-,-,352,80311,80311,-,-,-,-
3,2031,革製履物用材料・同附属品製造業,18,180,100,-,179,99,1,53533,161395,248503,243090,5061,-,-,352,80311,80311,-,-,-,-
2,2040,革製履物製造業,51,885,649,-,884,648,1,333707,1094995,1980768,1885401,23566,1629,-,70172,814689,821678,156160,25584,37,7052
3,2041,革製履物製造業,51,885,649,-,884,648,1,333707,1094995,1980768,1885401,23566,1629,-,70172,814689,821678,156160,25584,37,7052
2,2060,かばん製造業,35,1069,380,13,1077,387,5,x,x,x,x,x,40,-,257520,x,x,180572,195410,72,16709
3,2061,かばん製造業,35,1069,380,13,1077,387,5,x,x,x,x,x,40,-,257520,x,x,180572,195410,72,16709
2,2070,袋物製造業,66,815,416,9,815,418,9,306233,1199546,1876276,1720920,30704,1800,-,122852,626356,624798,176332,23989,288,5128
3,2071,袋物製造業（ハンドバッグを除く）,39,565,283,9,570,288,4,234845,902208,1419870,1296026,12888,-,-,110956,479749,478191,176332,23989,288,5128
3,2072,ハンドバッグ製造業,27,250,133,-,245,130,5,71388,297338,456406,424894,17816,1800,-,11896,146607,146607,-,-,-,-
2,2090,その他のなめし革製品製造業,15,184,90,-,184,90,-,67265,74281,187704,150676,33804,-,-,3224,103420,104787,36138,239,76,1946
3,2099,その他のなめし革製品製造業,15,184,90,-,184,90,-,67265,74281,187704,150676,33804,-,-,3224,103420,104787,36138,239,76,1946
1,2100,窯業・土石製品製造業,181,3643,2903,16,3652,2910,7,2006113,9683048,15957274,14478797,278848,2240,99,1197290,5642595,5876908,3492165,127725,59397,200544
2,2110,ガラス・同製品製造業,58,1542,1135,9,1545,1136,6,888799,1896585,3702833,2809187,216569,625,-,676452,1571970,1750541,2046899,79334,51554,126733
3,2112,板ガラス加工業,13,229,175,2,231,177,-,106213,254553,521665,410717,107248,525,-,3175,222869,247391,466934,10443,27510,23784
3,2113,ガラス製加工素材製造業,3,301,254,-,301,254,-,x,x,x,x,x,-,-,423320,x,x,882197,39557,23676,36750
3,2114,ガラス容器製造業,8,468,380,7,475,384,-,232539,592565,1150649,1050644,32578,-,-,67427,452744,516765,531115,21992,49,57076
3,2115,理化学用・医療用ガラス器具製造業,11,289,170,-,287,168,2,135945,224904,488923,307341,6252,100,-,175230,234497,245764,135011,7342,319,9123
3,2116,卓上用・ちゅう房用ガラス器具製造業,11,151,102,-,151,102,-,68278,60102,200801,177981,16345,-,-,6475,130560,129873,31642,-,-,-
3,2117,ガラス繊維・同製品製造業,1,18,15,-,18,15,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2119,その他のガラス・同製品製造業,11,86,39,-,82,36,4,31264,77079,128077,117802,9450,-,-,825,47071,47071,-,-,-,-
2,2120,セメント・同製品製造業,85,1457,1259,7,1464,1266,-,783079,6736507,10202317,9997246,140,-,-,204931,3154684,3196673,828895,26334,3488,51790
3,2121,セメント製造業,2,26,20,-,26,20,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2122,生コンクリート製造業,73,1204,1041,6,1210,1047,-,671588,6198674,9233896,9149602,-,-,-,84294,2766346,2798478,294478,13142,1201,32132
3,2123,コンクリート製品製造業,8,214,191,1,215,192,-,96590,490845,882340,761703,-,-,-,120637,352307,362164,534417,13192,2287,19658
3,2129,その他のセメント製品製造業,2,13,7,-,13,7,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2140,陶磁器・同関連製品製造業,2,36,31,-,36,31,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2145,理化学用・工業用陶磁器製造業,2,36,31,-,36,31,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2150,耐火物製造業,2,15,14,-,15,14,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2151,耐火れんが製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2159,その他の耐火物製造業,1,9,9,-,9,9,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2160,炭素・黒鉛製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2169,その他の炭素・黒鉛製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2170,研磨材・同製品製造業,9,116,82,-,116,82,-,53993,168362,290662,186790,7506,1615,-,94751,115176,115176,-,-,-,-
3,2172,研削と石製造業,6,67,46,-,67,46,-,27602,46867,96391,57994,7506,-,-,30891,45654,45654,-,-,-,-
3,2179,その他の研磨材・同製品製造業,3,49,36,-,49,36,-,26391,121495,194271,128796,-,1615,-,63860,69522,69522,-,-,-,-
2,2180,骨材・石工品等製造業,18,212,179,-,212,179,-,104476,202658,652013,505540,21103,-,-,125370,414154,414154,-,-,-,-
3,2181,砕石製造業,9,127,114,-,127,114,-,64152,184871,579874,458264,-,-,-,121610,364058,364058,-,-,-,-
3,2182,再生骨材製造業,2,28,22,-,28,22,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2184,石工品製造業,7,57,43,-,57,43,-,x,x,x,x,21103,-,-,3760,x,x,-,-,-,-
2,2190,その他の窯業・土石製品製造業,6,260,199,-,259,198,1,142467,645858,1011453,x,x,-,99,95786,326778,340531,616371,22057,4355,22021
3,2191,ロックウール・同製品製造業,1,24,21,-,24,21,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2192,石こう（膏）製品製造業,1,108,85,-,108,85,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2193,石灰製造業,1,70,64,-,70,64,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2199,他に分類されない窯業・土石製品製造業,3,58,29,-,57,28,1,16882,7778,77056,x,8834,-,99,x,61796,64137,97549,1200,732,2493
1,2200,鉄鋼業,102,2681,2335,6,2686,2339,1,1504220,12339204,16461995,15408297,772180,-,6713,274805,3549588,3953636,4112442,826139,57477,372038
2,2220,製鋼・製鋼圧延業,1,150,136,-,150,136,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2221,製鋼・製鋼圧延業,1,150,136,-,150,136,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,2230,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,7,1065,970,6,1071,975,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2232,冷間圧延業（鋼管、伸鉄を除く）,2,516,482,-,516,482,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2234,鋼管製造業,3,90,79,-,90,79,-,52606,577506,836370,759346,47053,-,-,29971,140711,249942,228087,-,12003,24945
3,2236,磨棒鋼製造業,1,266,235,2,268,237,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2238,伸線業,1,193,174,4,197,177,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,2250,鉄素形材製造業,11,220,192,-,220,192,-,116608,355622,596389,558415,18661,-,-,19313,219483,221834,152672,1541,12,4282
3,2251,銑鉄鋳物製造業（鋳鉄管、可鍛鋳鉄を除く）,2,23,20,-,23,20,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
3,2253,鋳鋼製造業,1,37,35,-,37,35,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
3,2254,鍛工品製造業,8,160,137,-,160,137,-,83410,290431,475827,441354,15160,-,-,19313,169599,170737,80827,1541,12,3490
2,2290,その他の鉄鋼業,83,1246,1037,-,1245,1036,1,625131,4414134,5795791,4932784,638250,-,6713,218044,1254758,1278839,359699,17421,5312,15202
3,2291,鉄鋼シャースリット業,40,643,556,-,642,555,1,334841,2686768,3370033,2867561,383357,-,-,119115,616502,632040,304494,14413,4544,12525
3,2292,鉄スクラップ加工処理業,18,327,265,-,327,265,-,178266,1186269,1619592,1572535,9916,-,6713,30428,391841,399598,52516,3008,768,1891
3,2299,他に分類されない鉄鋼業,25,276,216,-,276,216,-,112024,541097,806166,492688,244977,-,-,68501,246415,247201,2689,-,-,786
1,2300,非鉄金属製造業,118,2461,1752,3,2459,1750,5,1100793,12221146,14635261,13690055,487959,x,x,456116,2447281,2259965,1389268,162543,16068,84693
2,2320,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,12,589,475,-,589,475,-,320760,8869064,9608186,x,30065,x,x,2668,894210,702718,226426,69155,12977,8131
3,2321,鉛第２次製錬・精製業（鉛合金製造業を含む),1,42,38,-,42,38,-,x,x,x,x,x,x,x,-,x,x,x,x,x,x
3,2322,アルミニウム第２次製錬・精製業（アルミニウム合金製造業を含む）,2,18,13,-,18,13,-,x,x,x,-,x,-,-,-,x,x,x,x,x,x
3,2329,その他の非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,9,529,424,-,529,424,-,282439,8746467,9361365,9351346,7351,-,-,2668,763515,569978,184044,66505,11268,6359
2,2330,非鉄金属・同合金圧延業（抽伸、押出しを含む）,26,474,338,1,473,337,2,228163,1638270,2283180,1908490,196125,-,13,178552,617087,603377,691530,60280,2958,30423
3,2331,伸銅品製造業,10,172,115,1,172,115,1,68721,335848,517746,354622,162902,-,-,222,165497,168167,32775,1508,-,3350
3,2332,アルミニウム・同合金圧延業（抽伸、押出しを含む）,8,187,138,-,187,138,-,80174,284201,493127,335700,9480,-,13,147934,174329,196556,397163,16329,2056,17300
3,2339,その他の非鉄金属・同合金圧延業（抽伸、押出しを含む）,8,115,85,-,114,84,1,79268,1018221,1272307,1218168,23743,-,-,30396,277261,238654,261592,42443,902,9773
2,2340,電線・ケーブル製造業,18,408,160,-,407,159,1,121241,498122,717602,658322,42780,-,-,16500,199364,202762,85372,3347,-,5161
3,2341,電線・ケーブル製造業（光ファイバケーブルを除く）,16,388,151,-,387,150,1,x,x,x,x,x,-,-,16500,x,x,85372,3347,-,5161
3,2342,光ファイバケーブル製造業（通信複合ケーブルを含む）,2,20,9,-,20,9,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2350,非鉄金属素形材製造業,47,797,635,-,795,633,2,331775,761587,1377047,x,108329,x,1118,73161,555419,569907,385940,29761,133,40978
3,2351,銅・同合金鋳物製造業（ダイカストを除く）,10,168,146,-,167,145,1,71850,173504,273128,264228,8900,-,-,-,112250,91923,41128,5367,-,5611
3,2352,非鉄金属鋳物製造業（銅・同合金鋳物及びダイカストを除く）,10,240,207,-,240,207,-,96301,210348,379587,353928,22264,-,-,3395,146256,156698,118795,5626,11,8167
3,2353,アルミニウム・同合金ダイカスト製造業,12,176,120,-,175,119,1,61783,126911,264627,219398,42081,-,-,3148,121821,127307,13042,4985,122,5136
3,2354,非鉄金属ダイカスト製造業（アルミニウム・同合金ダイカストを除く）,9,91,56,-,91,56,-,33863,96539,157347,141162,-,-,-,16185,56045,56045,-,-,-,-
3,2355,非鉄金属鍛造品製造業,6,122,106,-,122,106,-,67978,154285,302358,x,35084,x,1118,50433,119047,137934,212975,13783,-,22064
2,2390,その他の非鉄金属製造業,15,193,144,2,195,146,-,98854,454103,649246,353351,110660,-,-,185235,181201,181201,-,-,-,-
3,2399,他に分類されない非鉄金属製造業,15,193,144,2,195,146,-,98854,454103,649246,353351,110660,-,-,185235,181201,181201,-,-,-,-
1,2400,金属製品製造業,1392,17552,12675,47,17548,12685,51,7383224,12201471,27244632,18222329,8072985,30731,12978,905609,13521571,13912908,4031857,435418,78627,424225
2,2410,ブリキ缶・その他のめっき板等製品製造業,8,113,83,-,113,83,-,33729,205654,272977,128529,850,-,-,143598,61292,62082,5738,215,-,945
3,2411,ブリキ缶・その他のめっき板等製品製造業,8,113,83,-,113,83,-,33729,205654,272977,128529,850,-,-,143598,61292,62082,5738,215,-,945
2,2420,洋食器・刃物・手道具・金物類製造業,128,1492,995,-,1485,988,7,587394,1125911,2215931,1963741,140047,15393,1307,95443,997467,1007364,300522,21279,786,14458
3,2422,機械刃物製造業,41,412,299,-,410,297,2,161181,160877,428801,334130,60848,14514,-,19309,240230,247591,123515,6143,-,7103
3,2423,利器工匠具・手道具製造業（やすり、のこぎり、食卓用刃物を除く）,7,42,30,-,40,28,2,11534,10350,28106,27535,-,16,-,555,16366,16366,-,-,-,-
3,2424,作業工具製造業,4,56,33,-,56,33,-,21811,12351,46932,35833,9912,-,-,1187,29138,32317,2918,100,-,635
3,2426,農業用器具製造業（農業用機械を除く）,3,49,30,-,49,30,-,17469,40849,84564,80995,2706,863,-,-,40732,40732,18801,5653,-,-
3,2429,その他の金物類製造業,73,933,603,-,930,600,3,375399,901484,1627528,1485248,66581,-,1307,74392,671001,670358,155288,9383,786,6720
2,2430,暖房・調理等装置、配管工事用附属品製造業,46,614,436,-,614,436,-,255239,690814,1317759,1160560,66986,6061,3200,80952,578496,580331,176902,17980,430,15030
3,2431,配管工事用附属品製造業（バルブ、コックを除く）,31,481,347,-,481,347,-,202740,606701,1151192,1006685,64465,1560,3200,75282,502284,504119,176902,17980,430,15030
3,2432,ガス機器・石油機器製造業,14,124,84,-,124,84,-,x,x,x,x,2521,4501,-,x,x,x,-,-,-,-
3,2433,温風・温水暖房装置製造業,1,9,5,-,9,5,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,2440,建設用・建築用金属製品製造業（製缶板金業を含む),364,3671,2836,8,3665,2835,14,1579841,3291851,6796950,5699334,918136,7765,1536,170179,3219971,3232867,185370,34680,60,8588
3,2441,鉄骨製造業,37,330,260,-,328,259,2,153485,411818,737435,694546,27997,16,-,14876,300153,300153,-,-,-,-
3,2442,建設用金属製品製造業（鉄骨を除く）,77,686,537,1,686,537,1,286059,624372,1224995,956930,238468,5119,276,24202,553707,553707,-,-,-,-
3,2443,金属製サッシ・ドア製造業,29,322,233,-,322,233,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2444,鉄骨系プレハブ住宅製造業,1,29,25,-,29,25,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2445,建築用金属製品製造業（サッシ、ドア、建築用金物を除く）,70,823,618,6,825,622,4,375568,842616,1803579,1609472,177735,67,456,15849,880408,886390,133149,30261,5,2946
3,2446,製缶板金業,150,1481,1163,1,1475,1159,7,623459,1066353,2403259,1927491,432987,2563,804,39414,1226256,1233170,52221,4419,55,5642
2,2450,金属素形材製品製造業,216,2667,1853,8,2663,1851,12,1086897,2203911,4400950,3842031,470034,-,6398,82487,1973274,2030547,443873,66442,131,50664
3,2451,アルミニウム・同合金プレス製品製造業,41,567,388,6,567,389,6,259472,678421,1206901,1074875,128630,-,811,2585,490238,487250,99085,-,-,2943
3,2452,金属プレス製品製造業（アルミニウム・同合金を除く）,171,2051,1432,2,2048,1430,5,808678,1507324,3154401,2731038,338756,-,5587,79020,1463361,1523127,331779,61741,65,46727
3,2453,粉末や金製品製造業,4,49,33,-,48,32,1,18747,18166,39648,36118,2648,-,-,882,19675,20170,13009,4701,66,994
2,2460,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,382,5872,4220,21,5888,4238,5,2557049,2207338,7020933,1019330,5898106,1495,-,102002,4165768,4458703,2154678,245639,75392,284212
3,2461,金属製品塗装業,90,961,716,3,961,718,3,405358,198713,954395,7200,942818,-,-,4377,689452,697037,126834,6199,-,7595
3,2462,溶融めっき業（表面処理鋼材製造業を除く）,5,125,100,-,125,100,-,52266,71668,142682,1295,139973,-,-,1414,65347,66934,40071,16070,-,1587
3,2463,金属彫刻業,21,165,131,1,165,131,1,64698,56125,173452,79060,73464,679,-,20249,108135,108135,-,-,-,-
