産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
1,24,金属製品製造業,1,06,100～199人,7,884,613,16,-,-,761,581,124,42,15,6,-,-,x,x,x,x,459839,-,1536,4420,x,x,x,x,x,x
1,24,金属製品製造業,1,08,300～499人,1,311,228,13,-,-,265,203,26,17,33,20,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,25,はん用機械器具製造業,0,00,総数,336,7392,5889,15,6,5,6150,5183,916,464,335,251,11,4,3758829,9710048,18120550,15538570,915884,1041243,1978,622875,7551978,7933225,3673932,515194,17732,306285
1,25,はん用機械器具製造業,1,01,4～9人,174,1079,799,-,6,5,897,702,172,88,4,4,4,1,425883,631606,1459693,1015685,305017,73449,106,65436,763638,763638,…,…,…,…
1,25,はん用機械器具製造業,1,02,10～19人,88,1174,893,-,-,-,1003,812,168,79,3,2,-,-,538774,1041911,2239684,1783703,282212,123181,-,50588,1106864,1106864,…,…,…,…
1,25,はん用機械器具製造業,1,03,20～29人,28,702,532,2,-,-,573,477,128,55,3,2,2,-,340169,556170,1230248,977895,82632,63246,1361,105114,623580,623580,…,…,…,…
1,25,はん用機械器具製造業,1,04,30～49人,23,912,716,5,-,-,774,644,117,57,26,19,5,3,447692,1239382,2208672,1665189,196328,32408,-,314747,873359,904714,783147,140262,8079,51159
1,25,はん用機械器具製造業,1,05,50～99人,12,828,715,-,-,-,736,652,77,50,15,13,-,-,452086,936773,2048634,1803960,49695,141657,511,52811,1001846,1035217,520389,123548,4574,39304
1,25,はん用機械器具製造業,1,06,100～199人,8,1149,919,8,-,-,955,829,168,69,34,29,-,-,617215,2017700,3533710,2892229,-,607302,-,34179,1396046,1435405,326476,49303,2518,43445
1,25,はん用機械器具製造業,1,08,300～499人,2,838,750,-,-,-,743,674,76,58,19,18,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,09,500～999人,1,710,565,-,-,-,469,393,10,8,231,164,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,26,生産用機械器具製造業,0,00,総数,943,16754,13230,154,17,13,14001,11757,2246,1079,644,494,39,34,8237593,20360667,39130753,33796669,2015591,713603,451,2604439,17447046,17930958,9904489,1003793,140508,709375
1,26,生産用機械器具製造業,1,01,4～9人,480,2863,2084,1,17,13,2422,1876,412,193,13,3,24,20,1164384,1851537,4192158,3377197,685022,47314,113,82512,2161361,2161361,…,…,…,…
1,26,生産用機械器具製造業,1,02,10～19人,239,3240,2528,1,-,-,2659,2214,540,276,42,39,6,6,1448627,2209550,5066900,4299737,586937,62726,196,117304,2637640,2637640,…,…,…,…
1,26,生産用機械器具製造業,1,03,20～29人,121,2943,2357,10,-,-,2567,2189,351,153,35,22,5,5,1505922,3794295,7027887,6228839,377386,186918,100,234644,3014235,3014235,…,…,…,…
1,26,生産用機械器具製造業,1,04,30～49人,58,2320,1878,-,-,-,1948,1682,292,129,80,67,-,-,1198256,2720237,5348133,4843987,223010,21744,42,259350,2310210,2454008,2639753,316497,9803,137100
1,26,生産用機械器具製造業,1,05,50～99人,32,2201,1772,7,-,-,1926,1628,225,109,57,42,4,3,1121875,3245542,6046117,4871725,18982,299939,-,855471,2670954,2672651,2503798,361056,36512,153454
1,26,生産用機械器具製造業,1,06,100～199人,9,1201,930,111,-,-,1062,880,192,92,58,32,-,-,801378,2428243,4301593,3431282,65246,28500,-,776565,1580594,1819505,1483893,156577,86457,73418
1,26,生産用機械器具製造業,1,07,200～299人,2,512,439,13,-,-,479,430,21,2,25,19,-,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,08,300～499人,1,314,282,-,-,-,241,219,11,8,62,55,-,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,10,1000人以上,1,1160,960,11,-,-,697,639,202,117,272,215,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,0,00,総数,488,13083,9573,206,13,11,10730,8665,2116,805,430,273,39,29,6812325,15905315,30401621,27106320,494125,535387,24,2265765,13801519,13850796,5515453,526775,55421,366217
1,27,業務用機械器具製造業,1,01,4～9人,204,1239,831,5,13,11,989,740,233,79,9,6,6,4,479226,675074,1596307,1303072,198932,17469,11,76823,854775,854775,…,…,…,…
1,27,業務用機械器具製造業,1,02,10～19人,122,1638,1138,-,-,-,1302,1014,332,120,4,4,12,9,742297,1189526,2604509,2258978,186829,37774,13,120915,1314632,1314632,…,…,…,…
1,27,業務用機械器具製造業,1,03,20～29人,71,1711,1248,5,-,-,1390,1127,302,106,24,18,2,-,786739,1262149,2898028,2525088,45447,83342,-,244151,1521474,1521474,…,…,…,…
1,27,業務用機械器具製造業,1,04,30～49人,48,1864,1359,22,-,-,1556,1261,304,96,26,20,4,3,867602,1771495,3723192,3199799,60495,193839,-,269059,1815412,1834836,1174653,158772,3041,67377
1,27,業務用機械器具製造業,1,05,50～99人,25,1676,1195,3,-,-,1339,1082,300,94,40,22,-,-,881829,2419706,4358516,3292433,2422,100362,-,963299,1775719,1826384,1384543,84444,15360,62355
1,27,業務用機械器具製造業,1,06,100～199人,9,1163,903,-,-,-,918,788,228,103,17,12,15,13,621876,1426046,2969782,2613251,-,79698,-,276833,1532258,1482073,994431,71809,17324,35459
1,27,業務用機械器具製造業,1,07,200～299人,4,989,725,17,-,-,854,677,131,50,21,13,-,-,614999,1721114,3387436,3151991,-,-,-,235445,1527490,1557902,388786,53149,7074,58694
1,27,業務用機械器具製造業,1,08,300～499人,2,759,574,3,-,-,581,509,121,27,60,41,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,09,500～999人,3,2044,1600,151,-,-,1801,1467,165,130,229,137,-,-,x,x,x,x,-,22903,-,79240,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,0,00,総数,246,9760,6779,398,5,5,7198,5868,2071,660,884,595,70,4,5131532,19335557,32547606,30769380,x,x,x,704610,10668801,13185449,8959067,2266696,72846,2347524
1,28,電子部品・デバイス・電子回路製造業,1,01,4～9人,86,529,278,1,4,4,334,234,191,40,1,1,-,-,171221,295632,645021,469473,158938,733,-,15877,322395,322395,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,02,10～19人,69,923,545,22,1,1,627,455,300,98,17,9,6,3,322952,451115,1002401,727103,262072,2480,1300,9446,509193,509193,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,03,20～29人,39,936,567,2,-,-,619,487,312,76,7,5,40,-,361028,639773,1374462,1144430,191128,-,-,38904,680342,680342,…,…,…,…
1,28,電子部品・デバイス・電子回路製造業,1,04,30～49人,23,908,571,13,-,-,661,525,252,50,8,8,21,1,415353,1127145,2158122,1679386,53139,-,-,425597,947598,967967,647841,120297,3640,38092
1,28,電子部品・デバイス・電子回路製造業,1,05,50～99人,15,999,586,10,-,-,649,488,334,89,26,18,-,-,413626,993170,1831346,1686205,142533,-,-,2608,692740,783581,1041796,71410,7562,57736
1,28,電子部品・デバイス・電子回路製造業,1,06,100～199人,9,1124,630,24,-,-,613,480,476,128,59,35,3,-,443288,1060171,1962427,1657119,261293,-,-,44015,750119,894809,606727,132593,3868,140875
1,28,電子部品・デバイス・電子回路製造業,1,07,200～299人,1,274,243,5,-,-,219,198,24,23,36,27,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,08,300～499人,1,373,304,-,-,-,329,266,30,25,14,13,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,09,500～999人,1,744,627,6,-,-,677,573,35,31,38,28,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,10,1000人以上,2,2950,2428,315,-,-,2470,2162,117,100,678,451,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,29,電気機械器具製造業,0,00,総数,570,23903,18653,497,6,5,18673,15772,3349,1506,2372,1835,76,42,13652482,43195542,77400301,67803318,1674000,687923,1487,7233573,32979803,32894392,11816721,1767309,601979,1176249
1,29,電気機械器具製造業,1,01,4～9人,229,1423,962,10,5,4,1116,853,310,111,2,2,39,19,542864,922970,2002601,1601463,316830,8046,1245,75017,996368,996368,…,…,…,…
1,29,電気機械器具製造業,1,02,10～19人,157,2126,1436,54,1,1,1655,1330,508,141,16,13,21,17,917013,1635814,3394561,2721845,207895,78529,133,386159,1631974,1631974,…,…,…,…
1,29,電気機械器具製造業,1,03,20～29人,68,1680,1160,22,-,-,1301,1038,373,120,28,23,11,4,715447,1422794,2888254,2429303,347087,x,-,x,1362109,1362109,…,…,…,…
1,29,電気機械器具製造業,1,04,30～49人,49,1860,1340,48,-,-,1530,1254,354,120,24,12,-,-,895879,2066902,4027152,3685709,160800,x,-,x,1781462,1843046,1285753,126259,116877,48380
1,29,電気機械器具製造業,1,05,50～99人,40,2790,2052,32,-,-,2130,1817,518,170,174,94,1,1,1310514,4294026,7131214,6514846,235800,224622,109,155837,2614293,2665226,1617943,98998,12621,101163
1,29,電気機械器具製造業,1,06,100～199人,13,1790,1387,43,-,-,1450,1253,246,101,137,75,4,1,1007959,2787006,4864868,4723122,59189,80626,-,1931,2129522,2029291,1100999,102706,5554,76374
1,29,電気機械器具製造業,1,07,200～299人,4,1062,937,48,-,-,948,872,99,75,63,37,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,29,電気機械器具製造業,1,08,300～499人,2,721,576,24,-,-,620,536,61,30,64,31,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,29,電気機械器具製造業,1,09,500～999人,4,2318,1905,47,-,-,1629,1387,546,411,190,142,-,-,1453880,6717083,8551098,8027933,346399,116117,-,60649,1533463,1871947,1798910,202036,75285,219765
1,29,電気機械器具製造業,1,10,1000人以上,4,8133,6898,169,-,-,6294,5432,334,227,1674,1406,-,-,5535478,20814469,39282890,33016579,-,-,-,6266311,18325843,17864812,5173344,1095685,363371,627590
1,30,情報通信機械器具製造業,0,00,総数,113,8092,6485,257,2,1,6729,5662,715,274,903,787,62,27,5485421,26411864,47766683,41023823,388630,50765,-,6303465,18029786,19946662,5219068,1607210,20722,992719
1,30,情報通信機械器具製造業,1,01,4～9人,30,189,117,-,2,1,138,106,49,10,-,-,1,1,66231,104082,233131,202022,21176,1413,-,8520,119036,119036,…,…,…,…
1,30,情報通信機械器具製造業,1,02,10～19人,28,394,260,51,-,-,347,279,86,24,12,5,1,-,175294,382503,793753,656406,89662,7369,-,40316,379718,379718,…,…,…,…
1,30,情報通信機械器具製造業,1,03,20～29人,22,527,364,2,-,-,416,337,109,25,4,4,-,-,246456,454361,1027319,903273,83243,5580,-,35223,533642,533642,…,…,…,…
1,30,情報通信機械器具製造業,1,04,30～49人,8,314,244,-,-,-,278,228,33,13,3,3,-,-,171674,293024,584389,550180,32146,2063,-,-,280962,272152,168444,14835,-,13246
1,30,情報通信機械器具製造業,1,05,50～99人,12,813,570,10,-,-,644,513,167,57,12,8,4,-,396765,679403,1394480,1174747,138307,34340,-,47086,642157,675576,652008,16882,1035,24607
1,30,情報通信機械器具製造業,1,06,100～199人,9,1270,915,3,-,-,983,775,171,57,119,86,56,26,649178,1912389,3338635,3310048,24096,-,-,4491,1304156,1359103,526012,74168,7146,39486
1,30,情報通信機械器具製造業,1,07,200～299人,1,299,234,11,-,-,212,170,4,-,94,74,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,09,500～999人,1,849,764,129,-,-,700,641,42,42,236,201,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,10,1000人以上,2,3437,3017,51,-,-,3011,2613,54,46,423,406,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,0,00,総数,267,20539,17540,502,4,3,16596,14769,2201,1407,2240,1834,20,16,12793122,74219164,120874578,117746218,1751027,47643,2054,1327636,43426931,43485360,16037314,3260651,203758,2280974
1,31,輸送用機械器具製造業,1,01,4～9人,104,633,450,-,4,3,516,393,105,47,8,7,11,9,231675,342966,770703,581914,156195,8286,20,24288,395119,395119,…,…,…,…
1,31,輸送用機械器具製造業,1,02,10～19人,69,938,701,4,-,-,739,600,185,88,18,17,3,2,389626,624148,1425733,1043922,321675,8360,8,51768,739764,739764,…,…,…,…
1,31,輸送用機械器具製造業,1,03,20～29人,30,728,547,1,-,-,578,478,135,54,16,16,2,2,307392,490490,1035353,673320,360169,-,56,1808,502190,502190,…,…,…,…
1,31,輸送用機械器具製造業,1,04,30～49人,23,923,750,-,-,-,734,632,148,78,41,40,4,3,440585,858794,1786464,1401431,342628,10135,1346,30924,811963,863441,998084,99899,51095,57601
1,31,輸送用機械器具製造業,1,05,50～99人,20,1330,1095,1,-,-,1024,887,183,114,124,95,-,-,661776,1891134,3397918,2765964,569762,20862,624,40706,1207024,1431694,1348297,334030,15879,131721
1,31,輸送用機械器具製造業,1,06,100～199人,14,1939,1591,24,-,-,1511,1352,266,121,186,140,-,-,985040,3063981,4938610,4937626,598,-,-,386,1501152,1760722,1435209,260765,7631,195363
1,31,輸送用機械器具製造業,1,07,200～299人,2,425,404,-,-,-,278,261,60,56,87,87,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,08,300～499人,1,408,291,-,-,-,303,239,105,52,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
1,31,輸送用機械器具製造業,1,09,500～999人,1,521,457,40,-,-,401,366,51,45,109,86,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,10,1000人以上,3,12694,11254,432,-,-,10512,9561,963,752,1651,1346,-,-,9019218,63578204,102152231,102152231,-,-,-,-,36555439,35831330,7955879,2326796,113916,1631100
1,32,その他の製造業,0,00,総数,534,9587,6243,69,22,17,7209,5407,2218,711,207,174,34,14,4386459,13415710,23165571,18940981,997741,63021,622,3163206,9162306,9150198,3546836,394829,24121,267876
1,32,その他の製造業,1,01,4～9人,302,1824,1115,3,22,17,1422,976,377,121,6,4,20,12,644524,1170579,2415592,1945581,308654,7281,380,153696,1149250,1149250,…,…,…,…
1,32,その他の製造業,1,02,10～19人,125,1706,1034,2,-,-,1308,939,391,92,9,5,7,1,714380,1581630,3021491,2402840,400682,18023,76,199870,1336738,1336738,…,…,…,…
1,32,その他の製造業,1,03,20～29人,49,1186,779,2,-,-,926,704,248,66,14,11,1,-,540806,1405718,2598292,2363263,160806,-,-,74223,1102176,1102176,…,…,…,…
1,32,その他の製造業,1,04,30～49人,31,1176,764,-,-,-,907,671,260,84,9,9,6,1,513090,1406830,2628571,2310717,67767,5,-,250082,1124407,1131084,662167,19785,1099,34796
1,32,その他の製造業,1,05,50～99人,17,1180,768,10,-,-,923,704,265,71,2,-,-,-,595713,1275422,2571129,1988814,39948,1669,-,540698,1229343,1213157,1011692,69679,7763,42103
1,32,その他の製造業,1,06,100～199人,7,877,631,2,-,-,677,548,191,78,11,7,-,-,478012,1169454,2179419,1929468,19884,36043,166,193858,907676,950836,1156443,180619,10454,82524
1,32,その他の製造業,1,07,200～299人,2,480,304,-,-,-,353,266,124,37,3,1,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,32,その他の製造業,1,10,1000人以上,1,1158,848,50,-,-,693,599,362,162,153,137,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第3-1表　産業中分類，従業者規模別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
従業者規模階層（0：総数　1：従業者規模）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
