地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
2,13109,品川区,1,26,生産用機械器具製造業,51,466,356,-,466,356,-,210262,317475,753447,623317,91244,6941,-,31945,402845,402845
2,13109,品川区,1,27,業務用機械器具製造業,14,168,130,-,167,129,1,x,x,x,x,x,-,-,x,x,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,8,85,53,-,85,53,-,x,x,x,x,x,-,-,x,x,x
2,13109,品川区,1,29,電気機械器具製造業,19,206,143,-,206,143,-,76387,155742,321728,279328,29748,3616,-,9036,153117,153117
2,13109,品川区,1,30,情報通信機械器具製造業,1,6,3,-,6,3,-,x,x,x,x,-,-,-,-,x,x
2,13109,品川区,1,31,輸送用機械器具製造業,7,107,85,1,108,86,-,56246,75548,153617,124970,28647,-,-,-,71952,71952
2,13109,品川区,1,32,その他の製造業,9,95,52,-,95,52,-,42041,123686,224715,217025,3786,-,-,3904,93256,93256
2,13110,目黒区,0,00,総数,98,1023,688,-,1018,684,5,421153,765593,1542479,1165112,183346,38476,-,155545,716963,716963
2,13110,目黒区,1,09,食料品製造業,13,174,80,-,173,79,1,56529,75991,189671,171745,14291,-,-,3635,105469,105469
2,13110,目黒区,1,11,繊維工業,3,14,6,-,14,6,-,5588,11339,17367,9848,6919,-,-,600,5555,5555
2,13110,目黒区,1,13,家具・装備品製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,x,x,x
2,13110,目黒区,1,14,パルプ・紙・紙加工品製造業,3,14,9,-,13,8,1,3109,5122,10192,8177,786,-,-,1229,4673,4673
2,13110,目黒区,1,15,印刷・同関連業,5,52,39,-,52,39,-,20926,38638,71540,62800,8740,-,-,-,30326,30326
2,13110,目黒区,1,16,化学工業,4,38,20,-,38,20,-,x,x,x,x,x,-,-,x,x,x
2,13110,目黒区,1,18,プラスチック製品製造業（別掲を除く）,6,44,26,-,44,26,-,17044,13676,42702,38297,4405,-,-,-,26751,26751
2,13110,目黒区,1,21,窯業・土石製品製造業,1,21,18,-,21,18,-,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,23,非鉄金属製造業,2,27,19,-,27,19,-,x,x,x,x,x,-,-,-,x,x
2,13110,目黒区,1,24,金属製品製造業,13,136,98,-,134,97,2,x,x,x,x,x,-,-,x,x,x
2,13110,目黒区,1,25,はん用機械器具製造業,10,132,102,-,132,102,-,x,x,x,x,x,x,-,x,x,x
2,13110,目黒区,1,26,生産用機械器具製造業,11,91,78,-,91,78,-,x,x,x,x,x,x,-,x,x,x
2,13110,目黒区,1,27,業務用機械器具製造業,4,39,30,-,39,30,-,x,x,x,x,x,-,-,-,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,4,26,17,-,26,17,-,x,x,x,x,x,-,-,x,x,x
2,13110,目黒区,1,29,電気機械器具製造業,7,77,59,-,77,59,-,38121,116167,187990,117197,12218,5071,-,53504,66209,66209
2,13110,目黒区,1,30,情報通信機械器具製造業,2,22,14,-,22,14,-,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,31,輸送用機械器具製造業,3,35,31,-,35,31,-,12774,16874,41601,26825,5388,28,-,9360,22789,22789
2,13110,目黒区,1,32,その他の製造業,6,77,39,-,76,38,1,x,x,x,x,x,x,-,x,x,x
2,13111,大田区,0,00,総数,1029,10814,7885,18,10813,7885,19,4658142,12085184,21765026,17872415,3095070,105567,9245,682729,8942020,8942020
2,13111,大田区,1,09,食料品製造業,36,483,231,-,480,229,3,145344,349626,768186,623805,40411,-,-,103970,387712,387712
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,3,74,54,-,74,54,-,36251,210521,295735,289649,x,-,820,x,78946,78946
2,13111,大田区,1,11,繊維工業,12,100,46,-,97,44,3,x,x,x,x,x,x,-,x,x,x
2,13111,大田区,1,12,木材・木製品製造業（家具を除く）,2,18,18,-,18,18,-,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,6,51,39,-,51,39,-,x,x,x,x,x,x,-,x,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,14,166,116,-,163,114,3,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,15,印刷・同関連業,43,377,265,1,376,263,2,152798,248456,545980,415259,121941,-,-,8780,274392,274392
2,13111,大田区,1,16,化学工業,11,138,104,-,138,104,-,58728,150324,295270,265032,3448,-,-,26790,133937,133937
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,89,937,595,-,937,595,-,361124,570958,1217534,907327,268044,-,1376,40787,595977,595977
2,13111,大田区,1,19,ゴム製品製造業,6,53,37,-,53,37,-,x,x,x,x,x,-,x,x,x,x
2,13111,大田区,1,20,なめし革・同製品・毛皮製造業,2,41,34,-,41,34,-,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,21,窯業・土石製品製造業,14,163,130,-,163,130,-,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,22,鉄鋼業,27,316,255,-,315,254,1,x,x,x,x,x,-,x,x,x,x
2,13111,大田区,1,23,非鉄金属製造業,21,236,172,-,235,171,1,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,24,金属製品製造業,217,2052,1541,6,2057,1546,1,874820,1144898,2984304,1814830,1127018,3482,44,38930,1696796,1696796
2,13111,大田区,1,25,はん用機械器具製造業,77,784,630,-,784,630,-,356842,629788,1366227,1073228,234028,16143,89,42739,680699,680699
2,13111,大田区,1,26,生産用機械器具製造業,189,1928,1495,8,1934,1500,2,915715,1597511,3582286,2992296,484859,56804,190,48137,1835485,1835485
2,13111,大田区,1,27,業務用機械器具製造業,69,787,589,-,787,589,-,359918,531276,1176194,997275,94784,16831,13,67291,596521,596521
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,28,370,266,-,370,266,-,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,29,電気機械器具製造業,82,839,598,3,840,599,2,363855,611055,1279864,1117116,110973,9635,-,42140,617104,617104
2,13111,大田区,1,30,情報通信機械器具製造業,6,90,71,-,90,71,-,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,31,輸送用機械器具製造業,52,542,410,-,542,410,-,227273,392206,856803,622443,215683,350,-,18327,428217,428217
2,13111,大田区,1,32,その他の製造業,23,269,189,-,268,188,1,x,x,x,x,x,x,-,x,x,x
2,13112,世田谷区,0,00,総数,113,1304,858,5,1309,862,-,503552,1528265,2737159,2335624,116820,5223,-,279492,1121466,1121466
2,13112,世田谷区,1,09,食料品製造業,19,215,113,-,215,113,-,x,x,x,x,x,-,-,x,x,x
2,13112,世田谷区,1,11,繊維工業,5,55,17,-,55,17,-,13276,26135,57937,22478,35459,-,-,-,29309,29309
2,13112,世田谷区,1,13,家具・装備品製造業,6,56,45,-,56,45,-,25283,65171,104669,103114,-,755,-,800,36403,36403
2,13112,世田谷区,1,14,パルプ・紙・紙加工品製造業,1,5,2,-,5,2,-,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,15,印刷・同関連業,15,154,94,-,154,94,-,51885,94366,172477,157464,8480,-,-,6533,72017,72017
2,13112,世田谷区,1,16,化学工業,7,128,82,2,130,83,-,54949,289133,421629,267957,2326,34,-,151312,122242,122242
2,13112,世田谷区,1,18,プラスチック製品製造業（別掲を除く）,3,30,20,-,30,20,-,4307,7634,12222,11146,1049,-,-,27,4229,4229
2,13112,世田谷区,1,19,ゴム製品製造業,1,4,1,-,4,1,-,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,21,窯業・土石製品製造業,5,97,84,3,100,87,-,51293,341797,576785,571000,-,-,-,5785,217033,217033
2,13112,世田谷区,1,23,非鉄金属製造業,1,8,6,-,8,6,-,x,x,x,-,x,-,-,-,x,x
2,13112,世田谷区,1,24,金属製品製造業,15,156,116,-,156,116,-,60518,65957,196865,159205,36751,-,-,909,120653,120653
2,13112,世田谷区,1,25,はん用機械器具製造業,2,18,14,-,18,14,-,x,x,x,x,-,x,-,-,x,x
2,13112,世田谷区,1,26,生産用機械器具製造業,9,106,87,-,106,87,-,50169,104977,171028,166293,-,3000,-,1735,61882,61882
2,13112,世田谷区,1,27,業務用機械器具製造業,9,106,70,-,106,70,-,x,x,x,x,x,-,-,x,x,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,2,42,26,-,42,26,-,x,x,x,x,x,-,-,x,x,x
2,13112,世田谷区,1,29,電気機械器具製造業,8,84,49,-,84,49,-,x,x,x,x,x,-,-,x,x,x
2,13112,世田谷区,1,30,情報通信機械器具製造業,1,12,9,-,12,9,-,x,x,x,x,-,x,-,-,x,x
2,13112,世田谷区,1,31,輸送用機械器具製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,32,その他の製造業,3,22,18,-,22,18,-,x,x,x,x,x,-,-,-,x,x
2,13113,渋谷区,0,00,総数,32,296,170,-,296,170,-,108767,188205,375379,348618,10944,1743,-,14074,173037,173037
2,13113,渋谷区,1,09,食料品製造業,1,21,8,-,21,8,-,x,x,x,x,-,-,-,-,x,x
2,13113,渋谷区,1,11,繊維工業,2,10,2,-,10,2,-,x,x,x,x,x,-,-,x,x,x
2,13113,渋谷区,1,14,パルプ・紙・紙加工品製造業,1,9,3,-,9,3,-,x,x,x,x,x,-,-,-,x,x
2,13113,渋谷区,1,15,印刷・同関連業,9,79,47,-,79,47,-,x,x,x,x,x,-,-,-,x,x
2,13113,渋谷区,1,16,化学工業,1,10,4,-,10,4,-,x,x,x,x,-,-,-,-,x,x
2,13113,渋谷区,1,18,プラスチック製品製造業（別掲を除く）,2,11,7,-,11,7,-,x,x,x,x,-,-,-,x,x,x
2,13113,渋谷区,1,24,金属製品製造業,2,17,13,-,17,13,-,x,x,x,x,-,-,-,-,x,x
2,13113,渋谷区,1,25,はん用機械器具製造業,1,6,5,-,6,5,-,x,x,x,x,-,x,-,x,x,x
2,13113,渋谷区,1,27,業務用機械器具製造業,2,37,22,-,37,22,-,x,x,x,x,-,x,-,x,x,x
2,13113,渋谷区,1,29,電気機械器具製造業,6,58,38,-,58,38,-,23385,29805,70245,63202,1980,475,-,4588,37462,37462
2,13113,渋谷区,1,30,情報通信機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x
2,13113,渋谷区,1,32,その他の製造業,4,34,18,-,34,18,-,10858,60312,98761,94261,-,11,-,4489,35436,35436
2,13114,中野区,0,00,総数,54,544,334,2,546,336,-,x,x,x,x,x,x,x,x,x,x
2,13114,中野区,1,09,食料品製造業,5,65,37,-,65,37,-,x,x,x,x,x,-,-,x,x,x
2,13114,中野区,1,10,飲料・たばこ・飼料製造業,2,13,9,-,13,9,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,11,繊維工業,5,52,21,-,52,21,-,x,x,x,x,x,-,-,x,x,x
2,13114,中野区,1,13,家具・装備品製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,14,パルプ・紙・紙加工品製造業,3,44,26,-,44,26,-,18856,40391,70908,70737,171,-,-,-,28125,28125
2,13114,中野区,1,15,印刷・同関連業,11,89,53,-,89,53,-,35562,54926,124202,80119,43399,-,-,684,63902,63902
2,13114,中野区,1,16,化学工業,2,29,23,2,31,25,-,x,x,x,x,-,-,-,x,x,x
2,13114,中野区,1,18,プラスチック製品製造業（別掲を除く）,1,5,3,-,5,3,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,20,なめし革・同製品・毛皮製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,21,窯業・土石製品製造業,2,9,5,-,9,5,-,x,x,x,x,-,-,-,-,x,x
2,13114,中野区,1,24,金属製品製造業,4,71,52,-,71,52,-,29445,38193,114986,55648,25611,-,-,33727,70777,70777
2,13114,中野区,1,26,生産用機械器具製造業,3,19,13,-,19,13,-,x,x,x,x,-,x,-,-,x,x
2,13114,中野区,1,27,業務用機械器具製造業,4,39,27,-,39,27,-,x,x,x,x,-,x,-,x,x,x
2,13114,中野区,1,28,電子部品・デバイス・電子回路製造業,1,5,3,-,5,3,-,x,x,x,x,x,-,-,-,x,x
2,13114,中野区,1,29,電気機械器具製造業,2,23,12,-,23,12,-,x,x,x,x,-,-,x,x,x,x
2,13114,中野区,1,31,輸送用機械器具製造業,1,20,19,-,20,19,-,x,x,x,-,x,-,-,-,x,x
2,13114,中野区,1,32,その他の製造業,6,50,25,-,50,25,-,18908,39493,77337,56497,20840,-,-,-,34879,34879
2,13115,杉並区,0,00,総数,80,870,549,3,872,551,1,x,x,x,x,x,x,x,x,x,x
2,13115,杉並区,1,09,食料品製造業,8,90,49,-,90,49,-,x,x,x,x,x,-,-,x,x,x
2,13115,杉並区,1,11,繊維工業,7,94,35,-,94,35,-,33946,53470,134455,82623,21072,-,-,30760,75178,75178
2,13115,杉並区,1,12,木材・木製品製造業（家具を除く）,1,4,4,-,4,4,-,x,x,x,x,-,-,-,-,x,x
2,13115,杉並区,1,13,家具・装備品製造業,5,33,20,-,33,20,-,17833,36954,67186,53264,3665,1976,-,8281,27864,27864
2,13115,杉並区,1,14,パルプ・紙・紙加工品製造業,2,17,4,-,17,4,-,x,x,x,x,x,-,-,-,x,x
2,13115,杉並区,1,15,印刷・同関連業,17,161,103,-,160,102,1,69526,161641,290945,235138,55807,-,-,-,119174,119174
2,13115,杉並区,1,18,プラスチック製品製造業（別掲を除く）,2,29,14,-,29,14,-,x,x,x,-,x,-,-,x,x,x
2,13115,杉並区,1,21,窯業・土石製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x
2,13115,杉並区,1,22,鉄鋼業,1,11,10,-,11,10,-,x,x,x,x,x,-,-,x,x,x
2,13115,杉並区,1,24,金属製品製造業,2,11,7,-,11,7,-,x,x,x,x,-,-,-,x,x,x
2,13115,杉並区,1,25,はん用機械器具製造業,1,6,5,-,6,5,-,x,x,x,-,x,-,x,-,x,x
2,13115,杉並区,1,26,生産用機械器具製造業,3,32,25,-,32,25,-,11458,11869,31909,29909,-,2000,-,-,18776,18776
2,13115,杉並区,1,27,業務用機械器具製造業,8,78,48,-,78,48,-,30181,43102,106214,57083,21337,5659,-,22135,58415,58415
2,13115,杉並区,1,28,電子部品・デバイス・電子回路製造業,1,11,7,-,11,7,-,x,x,x,x,-,x,-,-,x,x
2,13115,杉並区,1,29,電気機械器具製造業,8,124,90,-,124,90,-,59813,127243,204634,130832,1459,314,-,72029,71363,71363
2,13115,杉並区,1,30,情報通信機械器具製造業,2,44,37,2,46,39,-,x,x,x,x,-,x,-,x,x,x
2,13115,杉並区,1,31,輸送用機械器具製造業,3,28,20,-,28,20,-,8648,24346,42813,35257,1568,5988,-,-,17221,17221
2,13115,杉並区,1,32,その他の製造業,8,92,67,1,93,68,-,37816,87112,176745,146510,1250,-,-,28985,85562,85562
2,13116,豊島区,0,00,総数,101,1048,691,3,1050,694,1,426091,724359,1570664,1172544,249476,1317,-,147327,786874,786874
2,13116,豊島区,1,09,食料品製造業,8,108,71,-,108,71,-,41352,107115,230188,176374,800,-,-,53014,113970,113970
2,13116,豊島区,1,11,繊維工業,8,76,24,-,75,24,1,21633,25170,64219,8964,55255,-,-,-,35990,35990
2,13116,豊島区,1,12,木材・木製品製造業（家具を除く）,1,13,10,-,13,10,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,13,家具・装備品製造業,1,6,6,-,6,6,-,x,x,x,x,x,x,-,-,x,x
2,13116,豊島区,1,14,パルプ・紙・紙加工品製造業,6,50,27,-,50,27,-,12522,17909,34978,29911,3200,-,-,1867,15733,15733
2,13116,豊島区,1,15,印刷・同関連業,40,409,296,1,410,297,-,160685,240239,579964,477985,91820,-,-,10159,313270,313270
2,13116,豊島区,1,16,化学工業,3,55,29,-,55,29,-,23682,78510,99034,59622,-,-,-,39412,18915,18915
2,13116,豊島区,1,18,プラスチック製品製造業（別掲を除く）,3,45,27,2,47,29,-,16081,33623,66036,11215,54821,-,-,-,29874,29874
2,13116,豊島区,1,19,ゴム製品製造業,2,15,11,-,15,11,-,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,20,なめし革・同製品・毛皮製造業,2,10,5,-,10,5,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,21,窯業・土石製品製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,24,金属製品製造業,6,59,40,-,59,40,-,27563,17689,63557,24285,29887,-,-,9385,42276,42276
2,13116,豊島区,1,25,はん用機械器具製造業,2,25,19,-,25,19,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,26,生産用機械器具製造業,2,10,9,-,10,9,-,x,x,x,x,x,-,-,-,x,x
2,13116,豊島区,1,27,業務用機械器具製造業,4,46,30,-,46,30,-,x,x,x,x,-,x,-,x,x,x
2,13116,豊島区,1,29,電気機械器具製造業,7,66,44,-,66,44,-,x,x,x,x,x,x,-,x,x,x
2,13116,豊島区,1,30,情報通信機械器具製造業,1,12,12,-,12,12,-,x,x,x,x,-,x,-,x,x,x
2,13116,豊島区,1,32,その他の製造業,4,34,25,-,34,25,-,x,x,x,x,-,-,-,x,x,x
2,13117,北区,0,00,総数,191,1983,1286,16,1991,1291,8,820976,1651454,3220481,2331391,631107,8052,318,249613,1448281,1448281
2,13117,北区,1,09,食料品製造業,11,122,64,-,122,64,-,x,x,x,x,x,-,-,-,x,x
2,13117,北区,1,11,繊維工業,13,143,54,-,139,51,4,44531,87617,169676,100326,47571,-,-,21779,75634,75634
2,13117,北区,1,13,家具・装備品製造業,1,10,7,-,10,7,-,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,6,47,35,-,47,35,-,x,x,x,x,x,-,-,x,x,x
2,13117,北区,1,15,印刷・同関連業,60,595,441,4,598,441,1,245874,421649,852512,557868,284447,-,308,9889,397179,397179
2,13117,北区,1,16,化学工業,2,20,16,-,20,16,-,x,x,x,x,x,-,-,-,x,x
2,13117,北区,1,18,プラスチック製品製造業（別掲を除く）,7,56,27,-,55,26,1,21012,11889,39835,31264,8571,-,-,-,25756,25756
2,13117,北区,1,19,ゴム製品製造業,3,19,14,-,19,14,-,7076,17639,36592,32119,4473,-,-,-,17469,17469
2,13117,北区,1,20,なめし革・同製品・毛皮製造業,7,42,18,-,42,18,-,19841,33533,68503,57987,720,-,-,9796,32228,32228
2,13117,北区,1,21,窯業・土石製品製造業,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,22,鉄鋼業,1,29,21,-,29,21,-,x,x,x,-,x,-,x,-,x,x
2,13117,北区,1,23,非鉄金属製造業,2,21,15,-,21,15,-,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,24,金属製品製造業,20,208,136,4,212,140,-,x,x,x,x,x,x,-,x,x,x
2,13117,北区,1,25,はん用機械器具製造業,6,40,31,-,38,30,2,x,x,x,x,x,x,x,x,x,x
2,13117,北区,1,26,生産用機械器具製造業,11,95,75,-,95,75,-,x,x,x,x,x,-,-,x,x,x
2,13117,北区,1,27,業務用機械器具製造業,7,93,64,-,93,64,-,44222,146691,254873,124026,-,6067,-,124780,99706,99706
2,13117,北区,1,28,電子部品・デバイス・電子回路製造業,1,14,6,-,14,6,-,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,29,電気機械器具製造業,10,167,111,7,174,116,-,76228,104422,202972,196692,3569,-,-,2711,91479,91479
2,13117,北区,1,30,情報通信機械器具製造業,1,17,16,-,17,16,-,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,31,輸送用機械器具製造業,5,46,27,-,46,27,-,x,x,x,x,x,x,-,x,x,x
2,13117,北区,1,32,その他の製造業,16,189,99,1,190,100,-,76965,88662,225359,155052,58363,90,-,11854,126564,126564
2,13118,荒川区,0,00,総数,345,3238,2238,-,3220,2225,18,1288458,2081785,4501276,3390641,900542,40876,1660,167557,2234678,2234678
2,13118,荒川区,1,09,食料品製造業,13,114,65,-,113,64,1,x,x,x,x,-,-,-,x,x,x
2,13118,荒川区,1,10,飲料・たばこ・飼料製造業,1,22,22,-,22,22,-,x,x,x,x,-,-,-,x,x,x
2,13118,荒川区,1,11,繊維工業,10,91,32,-,91,32,-,27221,54721,108981,84793,24106,-,-,82,50009,50009
2,13118,荒川区,1,12,木材・木製品製造業（家具を除く）,2,31,16,-,30,15,1,x,x,x,x,x,-,-,-,x,x
2,13118,荒川区,1,13,家具・装備品製造業,8,63,46,-,61,45,2,24327,42358,94265,94243,3,3,-,16,47841,47841
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,20,125,73,-,123,71,2,x,x,x,x,x,-,x,x,x,x
2,13118,荒川区,1,15,印刷・同関連業,82,875,646,-,874,645,1,361321,502889,1189630,795842,388712,-,796,4280,633075,633075
2,13118,荒川区,1,16,化学工業,3,45,29,-,45,29,-,x,x,x,x,x,-,-,x,x,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,20,194,120,-,194,120,-,x,x,x,x,x,-,-,x,x,x
2,13118,荒川区,1,19,ゴム製品製造業,10,88,56,-,86,55,2,x,x,x,x,x,-,-,x,x,x
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,11,123,94,-,123,94,-,x,x,x,x,x,x,-,-,x,x
2,13118,荒川区,1,21,窯業・土石製品製造業,5,48,34,-,47,33,1,22677,16163,53593,42415,10891,-,-,287,34499,34499
2,13118,荒川区,1,22,鉄鋼業,3,15,10,-,15,10,-,5732,13339,26727,23280,2040,-,-,1407,12339,12339
2,13118,荒川区,1,23,非鉄金属製造業,1,22,15,-,22,15,-,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,24,金属製品製造業,61,524,363,-,520,360,4,x,x,x,x,x,x,x,x,x,x
2,13118,荒川区,1,25,はん用機械器具製造業,9,94,73,-,94,73,-,x,x,x,x,x,x,-,x,x,x
2,13118,荒川区,1,26,生産用機械器具製造業,20,152,112,-,152,112,-,67360,97250,204410,165712,36737,326,1,1634,98814,98814
2,13118,荒川区,1,27,業務用機械器具製造業,13,86,61,-,82,59,4,x,x,x,x,x,x,-,x,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,2,21,7,-,21,7,-,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,29,電気機械器具製造業,16,190,143,-,190,143,-,x,x,x,x,x,x,-,x,x,x
2,13118,荒川区,1,31,輸送用機械器具製造業,5,43,30,-,43,30,-,18421,42246,79661,68608,4348,700,-,6005,34484,34484
2,13118,荒川区,1,32,その他の製造業,30,272,191,-,272,191,-,x,x,x,x,x,-,-,x,x,x
2,13119,板橋区,0,00,総数,471,5284,3616,15,5287,3610,12,2114849,3883540,8233566,6059375,1829671,62977,3134,278409,4025241,4025241
2,13119,板橋区,1,09,食料品製造業,19,260,129,-,260,129,-,68040,219542,427405,373183,15447,-,-,38775,192442,192442
2,13119,板橋区,1,11,繊維工業,16,156,65,13,167,65,2,x,x,x,x,x,x,-,x,x,x
2,13119,板橋区,1,13,家具・装備品製造業,6,52,39,-,52,39,-,23365,31933,80086,65609,1754,-,-,12723,44381,44381
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,22,266,171,-,266,171,-,97782,214657,399542,307943,58422,-,447,32730,170511,170511
2,13119,板橋区,1,15,印刷・同関連業,138,1693,1235,-,1691,1233,2,663361,1003577,2291164,1182707,1100049,-,1467,6941,1186725,1186725
2,13119,板橋区,1,16,化学工業,22,287,208,-,287,208,-,126147,336284,617713,566772,-,-,-,50941,259538,259538
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,10,8,-,10,8,-,x,x,x,x,x,-,-,-,x,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,28,258,133,-,256,132,2,x,x,x,x,x,-,-,x,x,x
2,13119,板橋区,1,19,ゴム製品製造業,4,36,22,-,36,22,-,10928,25848,45618,37824,4800,-,-,2994,18222,18222
2,13119,板橋区,1,20,なめし革・同製品・毛皮製造業,2,31,18,-,31,18,-,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,21,窯業・土石製品製造業,6,74,58,-,74,58,-,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,1,22,鉄鋼業,3,39,27,-,39,27,-,22067,27509,105559,36040,51629,-,-,17890,71936,71936
2,13119,板橋区,1,23,非鉄金属製造業,14,119,88,-,119,88,-,x,x,x,x,x,-,-,-,x,x
2,13119,板橋区,1,24,金属製品製造業,43,387,271,-,386,270,1,164710,219856,556071,304260,246416,840,-,4555,309884,309884
2,13119,板橋区,1,25,はん用機械器具製造業,7,63,47,-,63,47,-,x,x,x,x,x,x,x,x,x,x
2,13119,板橋区,1,26,生産用機械器具製造業,35,378,294,-,377,293,1,159157,307746,659689,576433,48147,17905,-,17204,329324,329324
2,13119,板橋区,1,27,業務用機械器具製造業,44,507,345,-,505,343,2,228739,454738,999873,929409,33869,15775,-,20820,507066,507066
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,8,57,38,-,56,37,1,x,x,x,x,-,x,-,x,x,x
2,13119,板橋区,1,29,電気機械器具製造業,14,166,111,-,165,111,1,x,x,x,x,x,x,x,x,x,x
2,13119,板橋区,1,30,情報通信機械器具製造業,4,29,16,-,29,16,-,8199,4689,16928,16146,782,-,-,-,11281,11281
2,13119,板橋区,1,31,輸送用機械器具製造業,8,110,69,1,111,70,-,41374,53495,119973,58109,x,x,20,7391,61272,61272
2,13119,板橋区,1,32,その他の製造業,27,306,224,1,307,225,-,157044,282521,548375,476644,51967,8659,-,11105,245101,245101
2,13120,練馬区,0,00,総数,132,1488,900,6,1487,901,7,585083,1408693,2741534,2214539,325332,12400,296,188967,1232207,1232207
2,13120,練馬区,1,09,食料品製造業,19,257,126,-,255,124,2,84950,291626,482455,477823,2047,-,-,2585,176909,176909
2,13120,練馬区,1,11,繊維工業,11,107,32,-,104,31,3,x,x,x,x,x,-,-,x,x,x
2,13120,練馬区,1,13,家具・装備品製造業,6,79,58,-,79,58,-,x,x,x,x,x,-,-,x,x,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,10,130,78,-,130,78,-,x,x,x,x,x,-,-,x,x,x
2,13120,練馬区,1,15,印刷・同関連業,15,172,116,5,175,119,2,67069,122560,258123,201397,45603,-,-,11123,124944,124944
2,13120,練馬区,1,16,化学工業,1,4,2,-,4,2,-,x,x,x,-,x,-,-,-,x,x
2,13120,練馬区,1,18,プラスチック製品製造業（別掲を除く）,13,140,81,-,140,81,-,48764,80590,197537,135054,7561,-,-,54922,107786,107786
2,13120,練馬区,1,19,ゴム製品製造業,2,14,7,-,14,7,-,x,x,x,x,-,-,x,-,x,x
2,13120,練馬区,1,20,なめし革・同製品・毛皮製造業,1,12,5,-,12,5,-,x,x,x,x,-,-,-,-,x,x
2,13120,練馬区,1,21,窯業・土石製品製造業,5,56,41,-,56,41,-,31257,239650,362461,334879,x,-,-,x,113190,113190
2,13120,練馬区,1,24,金属製品製造業,11,108,78,1,109,79,-,42937,77547,145884,105542,39742,-,-,600,62985,62985
2,13120,練馬区,1,25,はん用機械器具製造業,3,51,32,-,51,32,-,27078,48432,131318,120207,-,5833,-,5278,77304,77304
