市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,区登録年度,国登録年度,,
131202,0000000076,東京都　,練馬区,高稲荷遺跡出土の旧石器,タカイナリイセキシュツドノキュウセッキ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/takainari1.html,,1995,,,
131202,0000000077,東京都　,練馬区,丸山東遺跡出土の木製品,マルヤマヒガシイセキシュツドノモクセイヒン,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,1999-01-20,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0803.html,,1996,,,
131202,0000000078,東京都　,練馬区,中宮遺跡5号住居址の盛土状遺構出土品,ナカミヤイセキ5ゴウジュウキョシノモリツチジョウイコウシュツドヒン,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2009-01-26,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0805.html,,1996,,,
131202,0000000079,東京都　,練馬区,千川家文書,センカワケモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,1999-01-20,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0904.html,,1997,,,
131202,0000000080,東京都　,練馬区,八ヶ谷戸遺跡出土の大形把手付縄文土器,ヤツガヤトイセキシュツドノオオガタトッテツキジョウモンドキ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1103.html,,1999,,,
131202,0000000081,東京都　,練馬区,中野屋商店文書,ナカノヤショウテンモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b056.html,,2000,,,
131202,0000000082,東京都　,練馬区,石神井城跡出土小刀,シャクジイジョウアトシュツドコガタナ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1301.html,,2001,,,
131202,0000000083,東京都　,練馬区,石神井西尋常小学校のリードオルガン,シャクジイニシジンジョウショウガッコウノリードオルガン,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1502.html,,2003,,,
131202,0000000084,東京都　,練馬区,木下家文書,キノシタケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1503.html,,2003,,,
131202,0000000085,東京都　,練馬区,栗原家文書,クリハラケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1601.html,,2004,,,
131202,0000000086,東京都　,練馬区,小竹遺跡出土の大珠,コタケイセキシュツドノタイシュ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2013-01-30,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kotaketaisyu.html,,2004,,,
131202,0000000087,東京都　,練馬区,丸山東遺跡方形周溝墓出土品,マルヤマヒガシイセキホウケイシュウコウボシュツドヒン,,,区登録有形文化財・都指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2005-02-22,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1603.html,,2004,,,
131202,0000000088,東京都　,練馬区,千川上水の記録フィルム,センカワジョウスイノキロクフィルム,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1604.html,,2004,,,
131202,0000000089,東京都　,練馬区,内国勧業博覧会褒状,ナイコクカンギョウハクランカイホウジョウ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1704.html,,2005,,,
131202,0000000090,東京都　,練馬区,東早淵遺跡出土の局部磨製石斧,ヒガシハヤブチイセキシュツドノキョクブマセイセキフ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1705.html,,2005,,,
131202,0000000091,東京都　,練馬区,大泉井頭遺跡出土の有孔鍔付土器,オオイズミイガシライセキシュツドノユウコウツバツキドキ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1907.html,,2007,,,
131202,0000000092,東京都　,練馬区,丸山東遺跡出土の石棒,マルヤマヒガシイセキシュツドノセキボウ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2012-01-24,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/maruyamahigasisekibo.html,,2009,,,
131202,0000000093,東京都　,練馬区,武内家資料,タケウチケシリョウ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/takeuchikeshiryou.html,,2010,,,
131202,0000000094,東京都　,練馬区,天祖神社東遺跡出土の石核,テンソジンジャヒガシイセキシュツドノセッカク,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/tensojinja-sekkaku.html,,2010,,,
131202,0000000095,東京都　,練馬区,北新井遺跡出土の土偶,キタアライイセキシュツドノドグウ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kitaaraiiseki-doguu.html,,2011,,,
131202,0000000096,東京都　,練馬区,森田家資料,モリタケシリョウ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/moritakesiryou.html,,2013,,,
131202,0000000097,東京都　,練馬区,丸山東遺跡出土の片口土器,マルヤマヒガシイセキシュツドノカタクチドキ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,2021-03-10,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/naruyamahigaisyutudo.html,,2013,,,
131202,0000000098,東京都　,練馬区,アニメーション撮影台,アニメーションサツエイダイ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/anm-syonsatueidai.html,,2013,,,
131202,0000000099,東京都　,練馬区,五十嵐家文書,イガラシケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/igarasikemonnjyo.html,,2017,,,
131202,0000000100,東京都　,練馬区,山口家資料,ヤマグチケシリョウ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/yamagutikesiryou.html,,2018,,,
131202,0000000101,東京都　,練馬区,大八車,ダイハチグルマ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,1991-02-12,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b018.html,,1988,,,
131202,0000000102,東京都　,練馬区,沢庵漬製造用具,タクアンヅケセイゾウヨウグ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b036.html,,1990,,,
131202,0000000103,東京都　,練馬区,長享二年の申待板碑,チョウキョウニネンノサルマチイタビ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,1997-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b022.html,,1886,,,
131202,0000000104,東京都　,練馬区,富士講巡拝装束,フジコウジュンパイショウゾク,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0905.html,,1997,,,
131202,0000000105,東京都　,練馬区,棒屋資料,ボウヤシリョウ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1004.html,,1998,,,
131202,0000000106,東京都　,練馬区,井戸替え用具,イドカエヨウグ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1104.html,,1999,,,
131202,0000000107,東京都　,練馬区,醤油醸造業用具,ショウユジョウゾウギョウヨウグ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-12,,35.737466,139.599614,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1105.html,,1999,,,
131202,0000000108,東京都　,練馬区,池淵遺跡,イケブチイセキ,,,区登録史跡,,,東京都練馬区石神井町5-13,,35.737692,139.600557,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b045.html,,1988,,,
131202,0000000109,東京都　,練馬区,旧内田家住宅,キュウウチダケジュウタク,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区石神井町5-13,,35.737692,139.600557,,,,,,練馬区,2008-01-28,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1901.html,,2007,,,
131202,0000000110,東京都　,練馬区,橘紋椿几帳柄鏡〈非公開〉,タチバナモンツバキキチョウエカガミ,,,区登録有形文化財,美術工芸品,,東京都練馬区石神井町5-19,,35.737635,139.604647,,,,,,禅定院,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1102.html,,1999,,,
131202,0000000111,東京都　,練馬区,石幢六面六地蔵,セキドウロクメンロクジゾウ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-19,,35.737635,139.604647,,,,,,禅定院,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b041.html,,1996,,,
131202,0000000112,東京都　,練馬区,織部燈籠,オリベトウロウ,,,区登録有形民俗文化財,,,東京都練馬区石神井町5-19,,35.737635,139.604647,,,,,,禅定院,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b041.html,,1996,,,
131202,0000000113,東京都　,練馬区,関町囃子,セキマチバヤシ,,,区登録無形民俗文化財,,,東京都練馬区関町地域,,,,,,,,,関町囃子保存会,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,1991,,,
131202,0000000114,東京都　,練馬区,井口家文書〈非公開〉,イグチケモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区関町北2,,,,,,,,,個人,1997-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0502.html,,1993,,,
131202,0000000115,東京都　,練馬区,井口家文書〈非公開〉,イグチケモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区関町北2,,,,,,,,,個人,1997-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0603.html,,1994,,,
131202,0000000116,東京都　,練馬区,関のぼろ市,セキノボロイチ,,,区登録無形民俗文化財,,,東京都練馬区関町北4-16,,35.728468,139.574693,,,,,,本立寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b043.html,,1989,,,
131202,0000000117,東京都　,練馬区,関のかんかん地蔵,セキノカンカンジゾウ,,,区登録有形民俗文化財・区指定有形民俗文化財,,,東京都練馬区関町東1-18地先,,35.723146,139.583566,,,,,,三宝寺（管理者）,2001-02-14,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b034.html,,1988,,,
131202,0000000118,東京都　,練馬区,井口家文書〈非公開〉,イグチケモンジョ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区関町南4,,,,,,,,,個人,1997-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0702.html,,1995,,,
131202,0000000119,東京都　,練馬区,千川上水跡,センカワジョウスイアト,,,区登録史跡,,,東京都練馬区関町南2～4ほか,,,,,,,,,東京都,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b047.html,,1988,,,
131202,0000000120,東京都　,練馬区,横山家文書〈非公開〉,ヨコヤマケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区高野台1,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0202.html,,1990,,,
131202,0000000121,東京都　,練馬区,東高野山奥之院,ヒガシコウヤサンオクノイン,,,区登録史跡・都指定史跡,,,東京都練馬区高野台3-10,,35.743821,139.614376,,,,,,長命寺,1956-03-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/c010.html,,1988,,,
131202,0000000122,東京都　,練馬区,長命寺の梵鐘,チョウメイジノボンショウ,,,区登録有形文化財・区指定有形文化財,美術工芸品,,東京都練馬区高野台3-10,,35.743821,139.614376,,,,,,長命寺,1998-02-23,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/c010.html,,1986,,,
131202,0000000123,東京都　,練馬区,"双蝶々曲輪日記図絵馬〈非公開〉
(都指定文化財名称：板絵着色役者絵)","フタツチョウチョウクルワニッキズエマ
、イタエチャクショクヤクシャエ",,,区登録有形文化財・都指定有形文化財,美術工芸品,,東京都練馬区高野台3-10,,35.743821,139.614376,,,,,,長命寺,1952-11-03,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b6204.html,,1987,,,
131202,0000000124,東京都　,練馬区,牛若丸・弁慶図絵馬〈非公開〉,ウシワカマル・ベンケイズエマ,,,区登録有形文化財,美術工芸品,,東京都練馬区高野台3-10,,35.743821,139.614376,,,,,,長命寺,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b6205.html,,1987,,,
131202,0000000125,東京都　,練馬区,長命寺仁王門,チョウメイジニオウモン,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区高野台3-10,,35.743821,139.614376,,,,,,長命寺,1992-02-15,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/c010.html,,1989,,,
131202,0000000126,東京都　,練馬区,八幡神社の石造大山不動明王像,ハチマンジンジャノセキゾウオオヤマフドウミョウオウゾウ,,,区登録有形民俗文化財,,,東京都練馬区高松1-16,,35.747057,139.633593,,,,,,八幡神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1804.html,,2006,,,
131202,0000000127,東京都　,練馬区,高松の板碑型庚申塔,タカマツノイタビガタコウシントウ,,,区登録有形民俗文化財,,,東京都練馬区高松1-22,,35.747037,139.636608,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1606.html,,2004,,,
131202,0000000128,東京都　,練馬区,宮田橋敷石供養塔,ミヤタバシシキイシクヨウトウ,,,区登録有形文化財,建造物,,東京都練馬区高松2-3,,35.745963,139.632051,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b032.html,,1991,,,
131202,0000000129,東京都　,練馬区,高松の庚申塔,タカマツノコウシントウ,,,区登録有形民俗文化財,,,東京都練馬区高松2-3,,35.745963,139.632051,,,,,,練馬区,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b032.html,,1992,,,
131202,0000000130,東京都　,練馬区,織部燈籠〈非公開〉,オリベトウロウ,,,区登録有形文化財,美術工芸品,,東京都練馬区高松3,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/oribetourou2403.html,,2005,,,
131202,0000000131,東京都　,練馬区,服部半蔵奉納の仁王像,ハットリハンゾウホウノウノニオウゾウ,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区高松3-19,,35.749768,139.627861,,,,,,御嶽神社,1992-02-15,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b009.html,,1987,,,
131202,0000000132,東京都　,練馬区,高松の御嶽講関係資料〈非公開〉,タカマツノオンタケコウカンケイシリョウ,,,区登録有形民俗文化財,,,東京都練馬区高松6-34,,35.760364,139.619838,,,,,,練馬御嶽一山開闢講社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/onntakekou.html,,2015,,,
131202,0000000133,東京都　,練馬区,田柄囃子,タガラバヤシ,,,区登録無形民俗文化財,,,東京都練馬区田柄地域,,,,,,,,,田柄囃子保存会,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,2002,,,
131202,0000000134,東京都　,練馬区,田柄用水記念碑,タガラヨウスイキネンヒ,,,区登録史跡,,,東京都練馬区田柄4-27,,35.764066,139.641899,,,,,,天祖神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b049.html,,1995,,,
131202,0000000135,東京都　,練馬区,相原好吉家文書〈非公開〉,アイハラコウキチケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区田柄5,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1401.html,,2002,,,
131202,0000000136,東京都　,練馬区,相原家薬医門〈路上見学可〉,アイハラケヤクイモン,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区田柄5,,,,,,,,,個人,2001-02-14,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b030.html,,1990,,,
131202,0000000137,東京都　,練馬区,井口家の屋敷林〈路上見学可〉,イグチケノヤシキリン,,,区登録天然記念物,,,東京都練馬区立野町,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b2103.html,,2009,,,
131202,0000000138,東京都　,練馬区,関口家文書〈非公開〉,セキグチケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区土支田3,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1703.html,,2005,,,
131202,0000000139,東京都　,練馬区,旧見留家納屋,キュウミトメケナヤ,,,区登録有形文化財・区指定有形文化財,建造物,,東京都練馬区土支田3-34,,35.760488,139.609491,,,,,,練馬区,2020-02-20,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/kyumitomeke.html,,2019,,,
131202,0000000140,東京都　,練馬区,加藤家文書〈非公開〉,カトウケモンジョ,,,区登録有形文化財,美術工芸品,,東京都練馬区土支田4,,,,,,,,,個人,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0102.html,,1989,,,
131202,0000000141,東京都　,練馬区,土支田八幡宮の半鐘〈非公開〉,トシダハチマングウノハンショウ,,,区登録有形文化財,美術工芸品,,東京都練馬区土支田4-28,,35.768158,139.61331,,,,,,土支田八幡宮,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0306.html,,1991,,,
131202,0000000142,東京都　,練馬区,土支田八幡宮の社叢,ドシダハチマングウノシャソウ,,,区登録天然記念物,,,東京都練馬区土支田4-28,,35.768158,139.61331,,,,,,土支田八幡宮,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1707.html,,2005,,,
131202,0000000143,東京都　,練馬区,千川上水調査アルバム,センカワジョウスイチョウサアルバム,,,区登録有形文化財,美術工芸品,,東京都練馬区豊玉上1-26,,35.736435,139.667936,,,,,,根津育英会武蔵学園,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1706.html,,2005,,,
131202,0000000144,東京都　,練馬区,武蔵学園大講堂,ムサシガクエンダイコウドウ,,,区登録有形文化財,建造物,,東京都練馬区豊玉上1-26,,35.73784,139.666988,,,,,,根津育英会武蔵学園,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/musasi-daikoudou.html,,2015,,,
131202,0000000145,東京都　,練馬区,武蔵大学3号館,ムサシダイガクサンゴウカン,,,区登録有形文化財,建造物,,東京都練馬区豊玉上1-26,,35.737036,139.668159,,,,,,根津育英会武蔵学園,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/musashidaigaku3.html,,2015,,,
131202,0000000146,東京都　,練馬区,林稲荷神社の庚申塔,ハヤシイナリジンジャノコウシントウ,,,区登録有形民俗文化財,,,東京都練馬区豊玉北1-7,,35.732248,139.668294,,,,,,林稲荷神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b1605.html,,2004,,,
131202,0000000147,東京都　,練馬区,氷川神社の旧拝殿,ヒカワジンジャノキュウハイデン,,,区登録有形文化財,建造物,,東京都練馬区豊玉南2-15,,35.728719,139.656331,,,,,,氷川神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b025.html,,1988,,,
131202,0000000148,東京都　,練馬区,氷川神社の神輿〈非公開〉,ヒカワジンジャノミコシ,,,区登録有形文化財,美術工芸品,,東京都練馬区豊玉南2-15,,35.728719,139.656331,,,,,,氷川神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b0901.html,,1997,,,
131202,0000000149,東京都　,練馬区,氷川神社の力石,ヒカワジンジャノチカライシ,,,区登録有形民俗文化財,,,東京都練馬区豊玉南2-15,,35.728719,139.656331,,,,,,氷川神社,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/b025.html,,1992,,,
131202,0000000150,東京都　,練馬区,中村囃子,ナカムラバヤシ,,,区登録無形民俗文化財,,,東京都練馬区中村地域,,,,,,,,,中村囃子連,,,,,,,,,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/rekishiwoshiru/rekishibunkazai/bunkazai/bhayashi.html,,1990,,,
