id,EPSGコード,経度,緯度,地域,目的,施設名称,施設名称かな,住所,住所かな,利用時間,休日,電話番号,FAX番号,e-mail,アクセス,施設ホームページ,利用者,車椅子使用者対応トイレ,スロープ,一般駐車場,車椅子対応駐車場,受付等,エレベータ,車椅子対応エレベータ,エスカレーター,音声誘導,磁気誘導,電光掲示板,筆談対応,手話対応,公衆ＦＡＸ,ベビーケアルーム,ベビーカーの貸出,オストメイト,車椅子対応車両,多目的シート,思いやり駐車場,自動体外式除細動器,ベビーチェア,ベビーベッド・シート,多目的シート_38,汚物流し,車椅子使用者対応トイレの設備その他,トイレ設備特記事項,バリアフリー対応,施設特記事項1,施設特記事項２,施設周辺地図,みんなのトイレマップ
370,EPSG:6668,139.4659195,35.58987883,鶴川地域,子ども>青少年施設,町田市子どもセンター　つるっこ,まちだしこどもせんたー　つるっこ,東京都町田市大蔵町1913,おおくらまち1913,10:00～21:00　(保護者同伴でない小学生は18：00まで）,火、祝日の翌日、年末年始,042-708-0236,042-708-0245,,小田急線鶴川駅より野津田車庫行・鶴川市民センター入口下車徒歩4分。センター前経由鶴川団地行・センター前下車徒歩7分,https://kosodate-machida.tokyo.jp/mokuteki/5/3/2188.html,車いす使用者・肢体不自由者|子育て支援|オストメイト,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,手すりは両側設置で片側可動式　音声誘導は玄関のみ,トイレは2階にも同じものあり。,出入り口自動。視覚障がい者誘導用ブロックあり。授乳室あり。,乳幼児の利用には必ず保護者が付き添って下さい。,,"https://www.google.co.jp/maps/place/町田市役所+町田市子どもセンターつるっこつるっこ学童保育クラブ/@35.589829,139.4636836,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fb9636530737:0x3e7c228b82fd8843!8m2!3d35.5898247!4d139.4658669?hl=ja",1
372,EPSG:6668,139.35477,35.60382831,相原・多摩境地域,公共>公園,三ツ目山公園,みつめやまこうえん,東京都町田市小山ヶ丘5-38,おやまがおか5-38,8:00～17:30,無休,,,,バス：橋本駅より橋73、76、多摩境駅より橋76小山ヶ丘小前、三ツ目山公園,,車いす使用者・肢体不自由者,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,手すりは両側設置固定式。トイレは一般道と同一レベルで直ぐそばにありますが駐車スペースはありません。,公園に降りるには階段又は長い手すり付スロープを下る必要があります。,,,"https://www.google.co.jp/maps/place/三ツ目山公園/@35.603807,139.3506202,17z/data=!3m1!4b1!4m5!3m4!1s0x60191d45011b59af:0x52d5b75ce13ec0c5!8m2!3d35.6038027!4d139.3528035?hl=ja",1
373,EPSG:6668,139.4391455,35.55227886,町田中央地域,福祉>障がい,社会福祉法人クラブハウス町田　ラ・ドロン,しゃかいふくしほうじんくらぶはうすまちだ　ら・どろん,東京都町田市森野3-19-13,もりの3-19-13,11:30～18:00,水・日・祝日,042-721-0402,042-725-1445,,神奈中バス森野三丁目バス停（多数の路線がご利用になれます）,,車いす使用者・肢体不自由者,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,トイレの使用は原則施設利用者だが緊急の場合はOK。手すりは両側設置で片側可動式。,出入口は手動、人的誘導可、手すり付階段。,”話し合うこと”を最重要課題とし、協力し合う、仲間作りを大切にをモットーとする会員制のクラブハウス。　市民フォーラム3Fに当施設運営の喫茶室　ラ・ドロン（TEL722-4264）がありご利用になれます。,,"https://www.google.co.jp/maps/place/クラブハウス町田ラ・ドロン/@35.5471424,139.4357984,15z/data=!4m8!1m2!2m1!1z55S655Sw44CA44Op44O744OJ44Ot44Oz!3m4!1s0x6018fea9ad913923:0x8a80b39bcf8b2102!8m2!3d35.5524776!4d139.4391795?hl=ja",0
375,EPSG:6668,139.3576993,35.60530969,相原・多摩境地域,学校>その他学校,サレジオ工業高等専門学校,されじおこうぎょうこうとうせんもんがっこう,東京都町田市小山ヶ丘4-6-8,おやまがおか4-6-8,,,042-775-3020,042-775-3021,,京王線相模原線多摩境駅より徒歩8分。　バス：JR横浜線・京王相模原線橋本駅（北口）から橋76多摩車庫行”響きの丘”バス停下車。,http://www.salesio-sp.ac.jp/,車いす使用者・肢体不自由者,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,トイレの使用は守衛さんに声を掛けて下さい。手すりは両側設置で片側可動式。便器自動上下蓋。,出入口自動。手すり付階段。視覚障がい者誘導用ブロックあり。人的誘導可。,全国唯一のミッション系高専。早期の専門教育で個性豊かなエンジニアを育てています。,,"https://www.google.co.jp/maps/place/サレジオ工業高等専門学校/@35.6052433,139.3557267,17z/data=!3m1!4b1!4m5!3m4!1s0x60191d5a594e1161:0x3c0349979d98044b!8m2!3d35.605239!4d139.35791?hl=ja",1
376,EPSG:6668,139.4837861,35.51949742,成瀬・金森地域,飲食>和食,びっくり寿司つくし野店,びっくりすしつくしのてん,東京都町田市つくし野3-21-2,つくしの3-21-2,11:30～22:30　 ランチ11:30～14:30（土日祝除く）,無休,042-788-2207,042-788-2208,,東急すずかけ台駅徒歩10分,http://www.bikkuri.co.jp/,車いす使用者・肢体不自由者,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,手すり両側設置,,出入口自動、視覚障がい者誘導用ブロックあり、人的誘導可。カウンター席は車椅子での利用可,,,"https://www.google.co.jp/maps/place/江戸前+びっくり寿司+つくし野店/@35.5195283,139.4815727,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f8f4f5e5ba79:0xa6b15f053c522b44!8m2!3d35.519524!4d139.483756?hl=ja",1
377,EPSG:6668,139.4742369,35.51353392,南町田地域,福祉>高齢,アシステッドナーシングアンドリビング鶴の苑,あしすてっどなーしんぐあんどりびんぐつるのさと,東京都町田市南町田5-3-28,みなみまちだ5-3-28,終日,なし,042-788-0544,042-788-0624,,南町田グランベリーパーク駅北口より徒歩6分　東名高速横浜町田ICより車で5分,http://www.gsen.or.jp/cgi-bin/tsurunosato/top.cgi,車いす使用者・肢体不自由者,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,手すりは両側設置で片側可動式,トイレは各個室に設置,出入り口自動、人的誘導可。,,,"https://www.google.co.jp/maps/place/合掌苑%EF%BC%88社会福祉法人%EF%BC%89+デイサービス鶴のさと/@35.51348,139.4719879,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f8ecd33a091f:0xe133b5f40794110d!8m2!3d35.5134757!4d139.4741712?hl=ja",0
379,EPSG:6668,139.4432829,35.54400106,町田中央地域,娯楽>複合施設,ラウンドワン町田店,らうんどわんまちだてん,東京都町田市森野1-13-14,もりの1-13-14,月－金：10:00～翌日6:00　土：9:00～翌日6:00、日：8:00～翌日6:00　アミューズメント（1F～3F）：10:00～翌日1:00,無休,042-710-0091,042-710-0092,,小田急町田駅徒歩3分,http://www.round1.co.jp/,車いす使用者・肢体不自由者,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,手すりは両側設置で片側可動式,みんなのトイレは2階にあります。,出入口自動,1F～3F：アミューズメント、3F：フロント（ボーリング受付）、4F：カラオケ、ビリヤード、5F～7F：ボーリング、8F：バッティングセンター,,"https://www.google.co.jp/maps/place/ラウンドワン+町田店/@35.5440368,139.4411317,17z/data=!3m1!4b1!4m5!3m4!1s0x6018feb3b0f2bffd:0x1690783d1a0195d7!8m2!3d35.5440325!4d139.443315?hl=ja",1
380,EPSG:6668,139.4749992,35.51698656,南町田地域,子ども>保育園・幼稚園,南つくし野保育園,みなみつくしのほいくえん,東京都町田市南つくし野2-17-1,みなみつくしの2-17-1,,日曜・祝日・年末年始,042-788-5228,042-788-5328,,東急田園都市線すずかけ台駅徒歩10分,,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,トイレ手すり片側設置,ベビー便器あり。,出入口自動、人的誘導可、手すり付き階段,,,"https://www.google.co.jp/maps/place/南つくし野保育園/@35.5170223,139.4728337,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f8edb6f7b061:0x6c29667cff23a705!8m2!3d35.517018!4d139.475017?hl=ja",1
381,EPSG:6668,139.4571552,35.54120256,成瀬・金森地域,子ども>保育園・幼稚園,町田こひつじ幼稚園,まちだこひつじようちえん,東京都町田市高ヶ坂2-37-24,こうがさか2-37-24,9:00～13:30,土、日、祝日、春・夏・冬休み,042-723-3687,,,町田駅、成瀬駅よりバス熊野神社前バス停,,車いす使用者・肢体不自由者,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,手すりは両側設置で片側可動式,,出入口自動、視覚障がい者誘導用ブロックあり、手すり付き階段、人的誘導可（インターホンで来訪を告げて下さい）。,学校法人こひつじ学園,,"https://www.google.co.jp/maps/place/町田こひつじ幼稚園/@35.5412583,139.4549287,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f93794c683bf:0x185fd70a1f565d1b!8m2!3d35.541254!4d139.457112?hl=ja",1
382,EPSG:6668,139.4690628,35.52287064,南町田地域,子ども>保育園・幼稚園,光の原保育園,ひかりのはらほいくえん,東京都町田市南町田1-3-48,みなみまちだ1-3-48,9:00～18:00,日曜、祝日,042-788-5381,042-788-5385,,町田バスセンター、つくし野駅、すずかけ台駅より神奈中バス：町谷原バス停前,http://www.hikarinohara.com/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,手すりは両側設置で片側可動式,,出入口は手動、人的誘導可、手すり付き階段。,駐車場は普E裏口ともにあり。,,"https://www.google.co.jp/maps/place/光の原保育園/@35.5228903,139.4668037,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f8e707a4a319:0x6fe37045958be2e!8m2!3d35.522886!4d139.468987?hl=ja",1
384,EPSG:6668,139.3830664,35.59078358,相原・多摩境地域,娯楽>スポーツ>公共>公共スポーツ,ジュエ インドアテニス ゴルフ,じゅえ いんどあてにす ごるふ,東京都町田市小山町747,おやままち747,8:00～23:40,なし,042-797-2849,,,橋本駅、町田バスセンターより神奈中バス、小山郵便局バス停すぐ,http://www.jouez.co.jp,車いす使用者・肢体不自由者|子育て支援,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,手すりは両側設置で片側可動式,,出入口自動、視覚障がい者誘導用ブロックあり、人的誘導可。　託児室あり。,一般・ジュニア・ゆうゆうクラステニススクールあり,,"https://www.google.co.jp/maps/place/ジュエインドアテニス町田小山/@35.5906163,139.3807587,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fd4129857f7f:0x68f8419f80a6d5a3!8m2!3d35.590612!4d139.382942?hl=ja",1
385,EPSG:6668,139.4251053,35.56541144,町田中央地域,医療>病院,医療法人社団創生会　町田病院,いりょうほうじんしゃだんそうせいかい　まちだびょういん,東京都町田市木曽東4-21-43,きそひがし4-21-43,9:00～12:00、14:00～17:00　土曜日9:00～12:30,日曜、祭日　（但し急患随時受付）,042-789-0502,042-789-0503,,町田駅、橋本駅、淵野辺駅より神奈中バス、バス停三家下車1分,http://www.machidahospital.jp,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,手すりは両側設置で片側可動式,トイレは各階にありますが2、3階は入院患者用ですので1階が使用可。,出入口自動、人的誘導可,,,"https://www.google.co.jp/maps/place/町田病院/@35.5653853,139.4231027,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fc3fc5793525:0x19588be373d14dd5!8m2!3d35.565381!4d139.425286?hl=ja",1
386,EPSG:6668,139.3779912,35.60077922,相原・多摩境地域,買物>物販店,スーパースポーツゼビオ多摩境店,すーぱーすぽーつぜびおたまさかいてん,東京都町田市小山ヶ丘3-5-1,おやまがおか3-5-1,10:00～21:00,無休,042-798-6286,042-798-6297,,JR横浜線橋本駅南口より橋76系統多摩車庫行まちだテクノパーク前下車又は京王線多摩境駅から徒歩10分,http://www.xebio.co.jp/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,手すり両側設置,車椅子専用のトイレには休憩スペースもありますので気軽に利用下さい。,出入口自動、人的誘導可。　車椅子貸出しあり。　車椅子のまま入れるフィッティングルーム（試着室）あり。,駐車場は2階にもありますが階段使用となります。,,"https://www.google.co.jp/maps/place/スーパースポーツゼビオ+多摩境店/@35.6007333,139.3760727,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fd4cff10c16b:0xeb0ec26722ba3275!8m2!3d35.600729!4d139.378256?hl=ja",1
388,EPSG:6668,139.3607227,35.60451864,相原・多摩境地域,買物>スーパーストア・マーケット,スーパーアルプス,すーぱーあるぷす,東京都町田市小山ヶ丘4-5-2,おやまがおか4-5-2,9:30～24:00,,042-700-0511,042-773-3240,,京王線相模原線多摩境駅より徒歩8分。　バス：JR横浜線・京王相模原線橋本駅（北口）から橋76多摩車庫行”響きの丘”バス停下車。,http://www.superalps.co.jp/,車いす使用者・肢体不自由者|子育て支援,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,手すりは両側設置で片側可動式,,出入口自動、人的誘導可。　障がい者用駐車場は1Fに1、2Fに2あり。車椅子貸出しあり。,"駐車場は1,2階にあります。エレベータ－は2ヶ所から御利用になれます。",,"https://www.google.co.jp/maps/place/スーパーアルプス+多摩境店/@35.6045633,139.3583627,17z/data=!3m1!4b1!4m5!3m4!1s0x60191d575729d359:0x2c88356bf21a6b70!8m2!3d35.604559!4d139.360546?hl=ja",1
389,EPSG:6668,139.4810764,35.58418264,鶴川地域,飲食>その他飲食>サービス業種>その他サービス業種>福祉>その他福祉>学校>その他学校>公共>その他公共,JA町田市鶴川駅前支店,じぇいえいまちだしつるかわえきまえしてん,東京都町田市能ヶ谷2-13-4,のうがや2-13-4,9:00～15:00,土・日・祝,042-734-1511,042-734-1968,,小田急鶴川駅徒歩2分,http://www.ja-machidashi.or.jp/,車いす使用者・肢体不自由者,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,手すりは両側設置で片側可動式,,出入口は半自動、視覚障がい者誘導用ブロックあり,,,"https://www.google.co.jp/maps/place/JA町田市+鶴川駅前支店/@35.5841953,139.4788787,17z/data=!3m1!4b1!4m5!3m4!1s0x6018fbceb8def737:0xd0c0c27a7c63ac4c!8m2!3d35.584191!4d139.481062?hl=ja",0
391,EPSG:6668,139.3019659,35.60655269,相原・多摩境地域,福祉>高齢,デイサービス相原やまゆり,でいさーびすあいはらやまゆり,東京都町田市相原町3174,あいはらまち3174,デイサービス月曜日～土曜日10:00～16:00　相原やまゆり月曜日～土曜日8:30～17:00,日曜日、年末年始,042-782-1818,042-782-5881,,JR横浜線相原駅よりバス円林寺前下車,http://aihara-yamayuri.org/,車いす使用者・肢体不自由者,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,手すりは両側設置で片側可動式,,出入口自動、視覚障がい者誘導用ブロック,,,"https://www.google.co.jp/maps/place/〒194-0211+東京都町田市相原町%EF%BC%93%EF%BC%91%EF%BC%97%EF%BC%94+デイサービス相原やまゆり/@35.6064924,139.2999044,17z/data=!3m1!4b1!4m5!3m4!1s0x60191c8afee9be7b:0x209779684a0c6081!8m2!3d35.6064881!4d139.3020877?hl=ja",1
393,EPSG:6668,139.4754992,35.54073358,成瀬・金森地域,子ども>保育園・幼稚園,町田わかくさ保育園,まちだわかくさほいくえん,東京都町田市成瀬7-10-7,なるせ7-10-7,7:00～19:00,日曜・祝日,042-728-0288,042-728-0344,,町田バスセンター、成瀬駅、つくし野駅よりバス、成瀬高校入口バス停徒歩5分,http://m-wakakusa.net/,車いす使用者・肢体不自由者|子育て支援,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,手すりは両側設置で片側可動式,園庭にもトイレはあり利用出来ますが、車椅子対応は室内のみです。インターホンにて連絡願います。,出入口は手動、インターホンにて受付,地域に開放しておりディサービスのお年寄りなどよく立ち寄られます。,,"https://www.google.co.jp/maps/place/町田わかくさ保育園/@35.5401217,139.4748971,18z/data=!4m8!1m2!2m1!1z55S655Sw44KP44GL44GP44GV5L-d6IKy5ZyS!3m4!1s0x6018f91a96c895fd:0x97396ce3adfaa361!8m2!3d35.540664!4d139.475528?hl=ja",1
395,EPSG:6668,139.4609423,35.53590525,成瀬・金森地域,公共>公園,松葉谷戸公園,まつばやとこうえん,東京都町田市金森東1-20,かなもりひがし1-20,8:00～17:30,無休,,,,成瀬駅南口より金森循環で松葉谷戸公園入口バス停下車徒歩3分,,車いす使用者・肢体不自由者|子育て支援,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,手すりは両側設置で片側可動式,こども用補助便座あり,視覚障がい者誘導用ブロック（遊歩道入口のみ）,,,"https://www.google.co.jp/maps/place/松葉谷戸公園/@35.5368784,139.4626113,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f922d3dd811f:0x331f29832f41138a!8m2!3d35.5368741!4d139.4647946?hl=ja",0
396,EPSG:6668,139.4480071,35.54672189,町田中央地域,学校>その他学校,町田製菓専門学校,まちだせいかせんもんがっこう,東京都町田市原町田5-1-3,はらまちだ5-1-3,8:30～17:00,土、日,042-739-4466,042-739-4470,,小田急町田駅東口より徒歩4分（線路沿い、玉川学園方向）,http://www.enomoto.ac.jp,車いす使用者・肢体不自由者,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,手すりは両側設置で片側可動式,自動開閉式便器,出入口自動、視覚障がい者誘導用ブロック、人的誘導可、支障なし。,,,"https://www.google.co.jp/maps/place/町田製菓専門学校/@35.5466913,139.4458677,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f94d18b90de1:0x5022354c15577f45!8m2!3d35.546687!4d139.448051?hl=ja",0
400,EPSG:6668,139.4530769,35.54442269,町田中央地域,交通・移動>移送サービス,特定非営利活動法人　町田ハンディキャブ友の会,とくていひえいりかつどうほうじん　まちだはんでぃきゃぶとものかい,東京都町田市原町田4-24-6　せりがや会館内,はらまちだ4-24-6　せりがやかいかんない,9:00～17:00,土、日、祝日,042-721-5721,042-721-6605,,町田駅より徒歩10分,https://handycab.org/,車いす使用者・肢体不自由者|子育て支援,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,,,駐車場・みんなのトイレ・エレベーター等はせりがや会館の施設です。,○利用方法　・会員制：利用は原則一週間前までに申し込む。運転協力員の合意が得られれば、時間、行先などいつでもどこででも。　・対象者：車いす使用者、視覚障がい者等で移動手段確保に困難がある方　・料金：ガソリン代実費1キロメートル90／110円（実車距離）と乗降介助料300円／1回もしくは1時間,,"https://www.google.co.jp/maps/place/町田市せりがや会館/@35.5444633,139.4509197,17z/data=!3m1!4b1!4m5!3m4!1s0x6018f9491287dd5f:0x8d51cb489a31e3e0!8m2!3d35.544459!4d139.453103?hl=ja",0
402,EPSG:6668,139.4719713,35.58468375,鶴川地域,交通・移動>タクシー・介護タクシー,神奈中タクシー株式会社　町田第一営業所,かなちゅうたくしーかぶしきがいしゃ　まちだだいいちえいぎょうしょ,東京都町田市大蔵町211-1,おおくらまち211-1,24時間,,配車センター　042-764-7220,,,,https://kanachu-taxi.co.jp/,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,○車両　・一般車輌　・普通車輌　【上記「登録されている検索用キーワード」欄に記載の地域は移送サービス事業の本社、事務所等の所在地を意味しており、活動地域はこの地域表示とは無関係です】,,,0
405,EPSG:6668,139.4471411,35.59778336,鶴川地域,交通・移動>タクシー・介護タクシー,カンツリー交通株式会社,かんつりーこうつうかぶしきがいしゃ,東京都町田市小野路町2381-1,おのじまち2381-1,24時間,,042-736-3333，0120-51-9933,042-736-7331,,,http://www.country-taxi.com/,車いす使用者・肢体不自由者,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,「座席回転型」タクシーは台数に限りがございます。ご希望に添えない場合もございますのでご了承下さい。,○車両　・座席回転型　・普通車両,,,0
406,EPSG:6668,139.4227872,35.58222467,忠生・山崎地域,交通・移動>タクシー・介護タクシー,東日本タクシー株式会社,ひがしにほんたくしーかぶしきかいしゃ,東京都町田市図師町1280,ずしまち1280,24時間,,配車の電話は042-792-7777,042-792-5549,,,http://www.blue-ribbon.co.jp/,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,○利用方法　・御利用時間の10～20分前にお電話下さい。,,,0
408,EPSG:6668,139.4788959,35.50845842,南町田地域,交通・移動>タクシー・介護タクシー,神奈中タクシー株式会社　町田第二営業所,かなちゅうたくしーかぶしきがいしゃ　まちだえいぎょうしょ,東京都町田市鶴間8-20-23,つるま8-20-23,24時間,,配車センター　042-764-7220,,,,https://kanachu-taxi.co.jp/,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,○利用方法　・配車センター　0570-088-030,,,0
409,EPSG:6668,139.4261219,35.57378611,忠生・山崎地域,交通・移動>タクシー・介護タクシー,石黒ワゴンタクシー,いしぐろわごんたくしー,東京都町田市山崎町1735-12,やまざきまち1735-12,24時間（予約制）,,090-1852-1910,042-791-7987,,電話予約,,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,車椅子の方・歩行困難な方も御相談下さい。,【上記「登録されている検索用キーワード」欄に記載の地域は移送サービス事業の本社、事務所等の所在地を意味しており、活動地域はこの地域表示とは無関係です】,,,0
410,EPSG:6668,139.4260927,35.56455239,町田中央地域,交通・移動>タクシー・介護タクシー,福祉タクシー　トランスファー,ふくしたくしーとらんすふぁー,東京都町田市木曽東4-19-35,きそひがし4-19-35,24時間（要予約）,なし,042-791-0067,042-791-0181,,,http://www6.ocn.ne.jp/~turtle/,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,ホームヘルパー資格を持つスタッフが運転・サポートします,"初乗り　690円（大型タクシーのメーター料金）以降231mごとに80円若しくは30分2,910円。ストレッチャー2,000円・車椅子1,000円。",,,0
412,EPSG:6668,139.4024989,35.59293839,相原・多摩境地域,交通・移動>タクシー・介護タクシー,水野個人タクシー,みずのこじんタクシー,東京都町田市小山田桜台2-2-4-303,おやまだいさくらだい2-2-4-303,随時,,"042-793-0071,090-3135-1437",,,,,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,【上記「登録されている検索用キーワード」欄に記載の地域は移送サービス事業の本社、事務所等の所在地を意味しており、活動地域はこの地域表示とは無関係です】,,,0
413,EPSG:6668,139.3321526,35.60589578,相原・多摩境地域,福祉>高齢,ヘルパーステーション相原,へるぱーすてーしょんあいはら,東京都町田市相原町1220-15,あいはらちょう1220-15,～17時まで（当日朝までに予約下さい）,無休,042-779-7806,042-774-7060,,,,車いす使用者・肢体不自由者,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,運転者：ヘルパーかつ二種免許取得者,"料金：相原より2km以内600円もしくは30分2,000円、ケアプランに基づく場合は2km以内600円",,"https://www.google.co.jp/maps/place/居宅介護支援センターヘルパーステーション相原/@35.6059053,139.3299987,17z/data=!3m1!4b1!4m5!3m4!1s0x60191d1974d45e3f:0xa82e14e0128b0ce6!8m2!3d35.605901!4d139.332182?hl=ja",0
415,EPSG:6668,139.4385724,35.54674817,相原・多摩境地域,交通・移動>コミュニティバス・市民バス,町田市民バス「まちっこ」 相原ルート,まちだしみんばす「まちっこ」あいはらるーと,東京都町田市森野2-2-22(町田市役所）,もりの2-2-22（まちだしやくしよ）,8:30（青少年センター入口）～18:45（青少年センター入口）（3往復）,運行日：月曜日～金曜日（年末年始、祝日は除く）,042-724-4261（町田市役所都市づくり部交通事業推進課）,,,,https://www.city.machida.tokyo.jp/kurashi/sumai/kotsu/shimin/bus/index.html,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,車いす対応車（スロープ式）、小型低床ノンステップバス,ネイチャーファクトリー東京町田入口発　町田ターミナル行き　と 町田ターミナル発（2番乗り場）　ネイチャーファクトリー東京町田入口行 　の3往復　料金は100円～300円（大人・小人・障害者手帳所持者いずれも同額）。シルバーパス利用可。PASMO・Suicaは利用できません。,,,0
416,EPSG:6668,139.4385724,35.54674817,町田中央地域,交通・移動>コミュニティバス・市民バス,町田市民バス「まちっこ」公共施設巡回ルート,まちだしみんばす「まちっこ」こうきょうしせつじゅんかいるーと,東京都町田市森野2-2-22(町田市役所）,もりの2-2-22（まちだしやくしょ）,7:45（町田バスセンター発）～16:50（町田バスセンター着）　15本,運行日：月曜日～金曜日（年末年始、祝日は除く）,042-724-4261（町田市役所都市づくり部交通事業推進課）,,,,https://www.city.machida.tokyo.jp/kurashi/sumai/kotsu/shimin/bus/index.html,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,車いす対応車（スロープ式）、小型低床ノンステップバス,町田バスセンター6番乗り場発市内の主要公共施設を巡回しバスセンターに戻るコースで1日15本あります。　料金は100円均一（大人・小人・障害者手帳所持者いずれも同額）。　シルバーパス利用可。PASMO・Suicaは利用できません。,,,0
417,EPSG:6668,139.4385724,35.54674817,玉川学園地域,交通・移動>コミュニティバス・市民バス,玉川学園コミュニティバス「玉ちゃんバス」北ルート,たまがわがくえんこみゅにてぃばす「たまちゃんばす」きたるーと,東京都町田市森野2-2-22(町田市役所）,もりの2-2-22（まちだしやくしょ）,6:25　金井小学校発　玉川学園前駅行き　6:35～21:00　玉川学園前駅発　循環　（内8:40～16:40は3本に1本さくらんぼホール経由）　21:50　玉川学園前駅発　有楽入口止まり,なし,042-724-4260（町田市役所都市づくり部交通事業推進課）,,,,https://www.city.machida.tokyo.jp/kurashi/sumai/kotsu/shimin/komyubasu/tamachan/ttkmtcb001.html,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,車いす対応車（スロープ式）、小型低床ノンステップバス,料金は　（現金）大人210円、小児110円　（ICカード）大人210円、小児105円　障害者手帳所持者は半額　シルバーパス・PASMO、Suica利用可　1循環20～25分,,,0
418,EPSG:6668,139.4627682,35.59152325,鶴川地域,交通・移動>タクシー・介護タクシー,ファミリーサポート,ふぁみりーさぽーと,東京都町田市鶴川3-12-10,つるかわ3-12-10,※2020年5月より休業しています。,,042-735-7405,,,,,車いす使用者・肢体不自由者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,【上記「登録されている検索用キーワード」欄に記載の地域は移送サービス事業の本社、事務所等の所在地を意味しており、活動地域はこの地域表示とは無関係です】,,,0
