産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,E,20,209,その他のなめし革製品製造業,153,568,326,242,329,157,172,72,143,87,56,40,15,25,81,425,239,186,289,142,147,81,425,239,186,289,142,147,81,425,239,186,289,142,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,21,000,窯業・土石製品製造業,734,10547,8266,2276,9056,7064,1987,163,336,222,114,112,51,61,570,10211,8044,2162,8944,7013,1926,570,10211,8044,2162,8944,7013,1926,568,10207,8040,2162,8941,7010,1926,2,4,4,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
3,E,21,210,管理，補助的経済活動を行う事業所,54,2038,1618,420,1856,1454,402,-,-,-,-,-,-,-,54,2038,1618,420,1856,1454,402,54,2038,1618,420,1856,1454,402,54,2038,1618,420,1856,1454,402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,211,ガラス・同製品製造業,290,3980,2951,1026,3470,2565,902,102,208,135,73,71,30,41,187,3772,2816,953,3399,2535,861,187,3772,2816,953,3399,2535,861,186,3770,2814,953,3397,2533,861,1,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
3,E,21,212,セメント・同製品製造業,176,2596,2174,420,2143,1798,343,2,3,3,-,1,1,-,174,2593,2171,420,2142,1797,343,174,2593,2171,420,2142,1797,343,174,2593,2171,420,2142,1797,343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,213,建設用粘土製品製造業（陶磁器製を除く）,3,6,6,-,2,2,-,1,3,3,-,-,-,-,2,3,3,-,2,2,-,2,3,3,-,2,2,-,2,3,3,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,214,陶磁器・同関連製品製造業,35,146,105,41,96,68,28,12,22,12,10,3,-,3,23,124,93,31,93,68,25,23,124,93,31,93,68,25,23,124,93,31,93,68,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,215,耐火物製造業,10,190,158,32,167,139,28,3,5,3,2,1,-,1,7,185,155,30,166,139,27,7,185,155,30,166,139,27,7,185,155,30,166,139,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,216,炭素・黒鉛製品製造業,9,38,23,15,26,12,14,2,4,3,1,2,1,1,7,34,20,14,24,11,13,7,34,20,14,24,11,13,7,34,20,14,24,11,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,217,研磨材・同製品製造業,35,261,191,70,193,135,58,9,20,15,5,4,3,1,26,241,176,65,189,132,57,26,241,176,65,189,132,57,25,239,174,65,188,131,57,1,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,218,骨材・石工品等製造業,76,779,631,148,652,533,119,14,32,24,8,13,9,4,62,747,607,140,639,524,115,62,747,607,140,639,524,115,62,747,607,140,639,524,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,219,その他の窯業・土石製品製造業,46,513,409,104,451,358,93,18,39,24,15,17,7,10,28,474,385,89,434,351,83,28,474,385,89,434,351,83,28,474,385,89,434,351,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,22,000,鉄鋼業,495,8045,6663,1382,7122,5911,1211,109,203,144,59,64,31,33,386,7842,6519,1323,7058,5880,1178,385,7838,6515,1323,7054,5876,1178,383,7834,6512,1322,7053,5876,1177,2,4,3,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-
3,E,22,220,管理，補助的経済活動を行う事業所,34,3336,2740,596,3183,2589,594,-,-,-,-,-,-,-,34,3336,2740,596,3183,2589,594,34,3336,2740,596,3183,2589,594,34,3336,2740,596,3183,2589,594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,221,製鉄業,5,52,41,11,40,29,11,-,-,-,-,-,-,-,5,52,41,11,40,29,11,5,52,41,11,40,29,11,5,52,41,11,40,29,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,222,製鋼・製鋼圧延業,1,145,131,14,139,125,14,-,-,-,-,-,-,-,1,145,131,14,139,125,14,1,145,131,14,139,125,14,1,145,131,14,139,125,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,23,1342,1202,140,1295,1159,136,2,2,2,-,-,-,-,21,1340,1200,140,1295,1159,136,21,1340,1200,140,1295,1159,136,21,1340,1200,140,1295,1159,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,224,表面処理鋼材製造業,3,25,20,5,19,16,3,-,-,-,-,-,-,-,3,25,20,5,19,16,3,3,25,20,5,19,16,3,3,25,20,5,19,16,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,225,鉄素形材製造業,81,784,637,147,648,535,113,19,32,22,10,9,3,6,62,752,615,137,639,532,107,61,748,611,137,635,528,107,61,748,611,137,635,528,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-
3,E,22,229,その他の鉄鋼業,348,2361,1892,469,1798,1458,340,88,169,120,49,55,28,27,260,2192,1772,420,1743,1430,313,260,2192,1772,420,1743,1430,313,258,2188,1769,419,1742,1430,312,2,4,3,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,23,000,非鉄金属製造業,578,7909,5801,2098,6837,4960,1867,152,302,212,90,107,56,51,426,7607,5589,2008,6730,4904,1816,426,7607,5589,2008,6730,4904,1816,426,7607,5589,2008,6730,4904,1816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,230,管理，補助的経済活動を行う事業所,40,1801,1125,676,1673,1014,659,-,-,-,-,-,-,-,40,1801,1125,676,1673,1014,659,40,1801,1125,676,1673,1014,659,40,1801,1125,676,1673,1014,659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,231,非鉄金属第１次製錬・精製業,8,910,734,176,869,694,175,-,-,-,-,-,-,-,8,910,734,176,869,694,175,8,910,734,176,869,694,175,8,910,734,176,869,694,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,84,695,532,163,559,420,139,32,53,40,13,15,7,8,52,642,492,150,544,413,131,52,642,492,150,544,413,131,52,642,492,150,544,413,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,233,非鉄金属・同合金圧延業（抽伸，押出しを含む）,115,1920,1607,310,1720,1447,270,39,86,63,23,39,24,15,76,1834,1544,287,1681,1423,255,76,1834,1544,287,1681,1423,255,76,1834,1544,287,1681,1423,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,234,電線・ケーブル製造業,74,885,512,366,751,413,331,11,22,12,10,7,1,6,63,863,500,356,744,412,325,63,863,500,356,744,412,325,63,863,500,356,744,412,325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,235,非鉄金属素形材製造業,173,1283,1001,282,984,775,209,51,104,68,36,36,16,20,122,1179,933,246,948,759,189,122,1179,933,246,948,759,189,122,1179,933,246,948,759,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,239,その他の非鉄金属製造業,84,415,290,125,281,197,84,19,37,29,8,10,8,2,65,378,261,117,271,189,82,65,378,261,117,271,189,82,65,378,261,117,271,189,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,24,000,金属製品製造業,5559,40175,29716,10440,30849,22664,8166,1429,2861,2040,821,997,511,486,4129,37312,27675,9618,29851,22153,7679,4129,37312,27675,9618,29851,22153,7679,4098,37170,27573,9578,29752,22088,7645,28,130,97,33,90,62,28,3,12,5,7,9,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,-,1
3,E,24,240,管理，補助的経済活動を行う事業所,219,3673,2802,867,3258,2487,767,1,1,-,1,1,-,1,218,3672,2802,866,3257,2487,766,218,3672,2802,866,3257,2487,766,218,3672,2802,866,3257,2487,766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,241,ブリキ缶・その他のめっき板等製品製造業,33,271,191,80,216,148,68,7,12,7,5,3,1,2,26,259,184,75,213,147,66,26,259,184,75,213,147,66,26,259,184,75,213,147,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,242,洋食器・刃物・手道具・金物類製造業,594,3311,2321,990,2339,1584,755,177,329,247,82,101,53,48,416,2980,2073,907,2237,1531,706,416,2980,2073,907,2237,1531,706,413,2963,2060,903,2222,1520,702,3,17,13,4,15,11,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,-,1
3,E,24,243,暖房・調理等装置，配管工事用附属品製造業,167,1683,1260,423,1385,1027,358,23,46,35,11,21,11,10,144,1637,1225,412,1364,1016,348,144,1637,1225,412,1364,1016,348,143,1635,1223,412,1363,1015,348,1,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,244,建設用・建築用金属製品製造業（製缶板金業を含む）,1434,12056,9278,2773,9545,7360,2180,337,708,542,166,256,166,90,1097,11348,8736,2607,9289,7194,2090,1097,11348,8736,2607,9289,7194,2090,1091,11327,8722,2600,9278,7188,2085,5,18,12,6,11,6,5,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,245,金属素形材製品製造業,927,4878,3415,1457,3408,2314,1088,316,627,437,190,220,101,119,611,4251,2978,1267,3188,2213,969,611,4251,2978,1267,3188,2213,969,607,4236,2967,1263,3178,2206,966,4,15,11,4,10,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,246,金属被覆・彫刻業，熱処理業（ほうろう鉄器を除く）,1067,8034,5905,2129,6229,4558,1671,262,552,372,180,210,97,113,805,7482,5533,1949,6019,4461,1558,805,7482,5533,1949,6019,4461,1558,794,7422,5487,1935,5978,4431,1547,10,57,43,14,38,27,11,1,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,247,金属線製品製造業（ねじ類を除く）,112,487,345,142,307,218,89,27,53,35,18,13,7,6,85,434,310,124,294,211,83,85,434,310,124,294,211,83,85,434,310,124,294,211,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,407,2370,1750,620,1715,1249,466,123,236,153,83,72,26,46,284,2134,1597,537,1643,1223,420,284,2134,1597,537,1643,1223,420,279,2108,1582,526,1622,1213,409,4,20,15,5,15,10,5,1,6,-,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,249,その他の金属製品製造業,599,3412,2449,959,2447,1719,724,156,297,212,85,100,49,51,443,3115,2237,874,2347,1670,673,443,3115,2237,874,2347,1670,673,442,3114,2236,874,2347,1670,673,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,25,000,はん用機械器具製造業,1382,18832,14934,3879,16326,13013,3294,205,386,278,108,136,68,68,1177,18446,14656,3771,16190,12945,3226,1177,18446,14656,3771,16190,12945,3226,1169,18395,14620,3756,16154,12919,3216,5,31,22,9,21,17,4,1,8,6,2,7,5,2,2,12,8,4,8,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,250,管理，補助的経済活動を行う事業所,71,2818,2233,585,2648,2091,557,-,-,-,-,-,-,-,71,2818,2233,585,2648,2091,557,71,2818,2233,585,2648,2091,557,71,2818,2233,585,2648,2091,557,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,251,ボイラ・原動機製造業,29,264,208,56,208,165,43,1,1,1,-,-,-,-,28,263,207,56,208,165,43,28,263,207,56,208,165,43,28,263,207,56,208,165,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,252,ポンプ・圧縮機器製造業,244,3763,2937,816,3286,2566,710,33,70,46,24,32,16,16,211,3693,2891,792,3254,2550,694,211,3693,2891,792,3254,2550,694,210,3685,2884,791,3250,2547,693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,7,1,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,253,一般産業用機械・装置製造業,394,5070,3993,1073,4413,3493,916,41,81,57,24,32,14,18,353,4989,3936,1049,4381,3479,898,353,4989,3936,1049,4381,3479,898,352,4986,3934,1048,4378,3477,897,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,25,259,その他のはん用機械・同部分品製造業,644,6917,5563,1349,5771,4698,1068,130,234,174,60,72,38,34,514,6683,5389,1289,5699,4660,1034,514,6683,5389,1289,5699,4660,1034,508,6643,5362,1276,5670,4639,1026,4,28,20,8,18,15,3,1,8,6,2,7,5,2,1,4,1,3,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,26,000,生産用機械器具製造業,3411,33755,26612,7086,27778,22001,5720,602,1165,838,324,393,215,175,2809,32590,25774,6762,27385,21786,5545,2809,32590,25774,6762,27385,21786,5545,2800,32559,25751,6754,27362,21769,5539,5,21,16,5,15,12,3,1,6,4,2,5,3,2,3,4,3,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,260,管理，補助的経済活動を行う事業所,134,5803,4697,1106,5443,4401,1042,-,-,-,-,-,-,-,134,5803,4697,1106,5443,4401,1042,134,5803,4697,1106,5443,4401,1042,132,5800,4695,1105,5441,4400,1041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,261,農業用機械製造業（農業用器具を除く）,16,357,270,87,309,233,76,2,2,1,1,-,-,-,14,355,269,86,309,233,76,14,355,269,86,309,233,76,14,355,269,86,309,233,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,262,建設機械・鉱山機械製造業,104,1468,1212,247,1259,1054,196,12,30,23,7,13,8,5,92,1438,1189,240,1246,1046,191,92,1438,1189,240,1246,1046,191,92,1438,1189,240,1246,1046,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,263,繊維機械製造業,35,155,107,48,99,63,36,10,23,14,9,7,1,6,25,132,93,39,92,62,30,25,132,93,39,92,62,30,25,132,93,39,92,62,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,264,生活関連産業用機械製造業,420,3598,2901,697,2867,2337,530,67,151,109,42,64,38,26,353,3447,2792,655,2803,2299,504,353,3447,2792,655,2803,2299,504,353,3447,2792,655,2803,2299,504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,265,基礎素材産業用機械製造業,256,2491,1940,546,2053,1590,458,26,44,31,13,4,3,1,230,2447,1909,533,2049,1587,457,230,2447,1909,533,2049,1587,457,230,2447,1909,533,2049,1587,457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,266,金属加工機械製造業,1030,6695,5115,1553,5011,3839,1145,249,456,333,123,143,78,65,781,6239,4782,1430,4868,3761,1080,781,6239,4782,1430,4868,3761,1080,778,6228,4775,1426,4860,3756,1077,2,5,3,2,3,2,1,1,6,4,2,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,267,半導体・フラットパネルディスプレイ製造装置製造業,306,5432,4242,1180,4841,3779,1052,34,65,43,22,24,13,11,272,5367,4199,1158,4817,3766,1041,272,5367,4199,1158,4817,3766,1041,271,5366,4198,1158,4816,3765,1041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,26,269,その他の生産用機械・同部分品製造業,1110,7756,6128,1622,5896,4705,1185,202,394,284,107,138,74,61,908,7362,5844,1515,5758,4631,1124,908,7362,5844,1515,5758,4631,1124,905,7346,5831,1512,5746,4621,1122,3,16,13,3,12,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,27,000,業務用機械器具製造業,1873,31872,23791,8077,28092,20990,7098,273,624,431,191,291,155,134,1600,31248,23360,7886,27801,20835,6964,1598,31218,23339,7877,27772,20815,6955,1591,31197,23325,7870,27760,20807,6951,7,21,14,7,12,8,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30,21,9,29,20,9,-,-,-,-,-,-,-
3,E,27,270,管理，補助的経済活動を行う事業所,95,5258,4090,1168,4801,3819,982,-,-,-,-,-,-,-,95,5258,4090,1168,4801,3819,982,95,5258,4090,1168,4801,3819,982,95,5258,4090,1168,4801,3819,982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,27,271,事務用機械器具製造業,121,2857,2213,644,2579,1996,583,12,29,22,7,11,7,4,109,2828,2191,637,2568,1989,579,109,2828,2191,637,2568,1989,579,109,2828,2191,637,2568,1989,579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,27,272,サービス用・娯楽用機械器具製造業,158,4400,3421,979,4083,3203,880,11,34,19,15,19,9,10,147,4366,3402,964,4064,3194,870,147,4366,3402,964,4064,3194,870,147,4366,3402,964,4064,3194,870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,27,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,771,10025,7704,2320,8573,6554,2018,89,183,129,54,75,37,38,682,9842,7575,2266,8498,6517,1980,682,9842,7575,2266,8498,6517,1980,680,9836,7572,2263,8496,6516,1979,2,6,3,3,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,27,274,医療用機械器具・医療用品製造業,517,7517,5077,2437,6596,4399,2194,116,253,180,71,119,64,53,401,7264,4897,2366,6477,4335,2141,399,7234,4876,2357,6448,4315,2132,394,7219,4865,2353,6438,4308,2129,5,15,11,4,10,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30,21,9,29,20,9,-,-,-,-,-,-,-
3,E,27,275,光学機械器具・レンズ製造業,203,1740,1226,514,1398,969,429,43,118,77,41,64,36,28,160,1622,1149,473,1334,933,401,160,1622,1149,473,1334,933,401,160,1622,1149,473,1334,933,401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,27,276,武器製造業,8,75,60,15,62,50,12,2,7,4,3,3,2,1,6,68,56,12,59,48,11,6,68,56,12,59,48,11,6,68,56,12,59,48,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,28,000,電子部品・デバイス・電子回路製造業,1038,18401,13292,5054,16516,11817,4646,95,232,144,83,111,47,61,943,18169,13148,4971,16405,11770,4585,943,18169,13148,4971,16405,11770,4585,936,18046,13045,4957,16286,11670,4572,2,5,3,2,2,1,1,2,102,89,10,102,89,10,3,16,11,2,15,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,280,管理，補助的経済活動を行う事業所,77,1877,1443,431,1711,1306,402,-,-,-,-,-,-,-,77,1877,1443,431,1711,1306,402,77,1877,1443,431,1711,1306,402,76,1874,1443,431,1708,1306,402,-,-,-,-,-,-,-,1,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,281,電子デバイス製造業,50,1332,1049,261,1237,968,247,3,10,6,4,7,3,4,47,1322,1043,257,1230,965,243,47,1322,1043,257,1230,965,243,44,1218,952,247,1126,874,233,-,-,-,-,-,-,-,1,99,89,10,99,89,10,2,5,2,-,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,282,電子部品製造業,218,4937,3514,1423,4545,3220,1325,23,58,33,25,25,8,17,195,4879,3481,1398,4520,3212,1308,195,4879,3481,1398,4520,3212,1308,195,4879,3481,1398,4520,3212,1308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,283,記録メディア製造業,15,283,176,107,254,152,102,2,10,7,3,6,4,2,13,273,169,104,248,148,100,13,273,169,104,248,148,100,13,273,169,104,248,148,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
