地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
4,13119,板橋区,2,E,27,業務用機械器具製造業,137,2443,92921
4,13119,板橋区,2,E,28,電子部品・デバイス・電子回路製造業,33,744,3811
4,13119,板橋区,2,E,29,電気機械器具製造業,47,613,11555
4,13119,板橋区,2,E,30,情報通信機械器具製造業,15,565,1241
4,13119,板橋区,2,E,31,輸送用機械器具製造業,34,524,11758
4,13119,板橋区,2,E,32,その他の製造業,129,874,11763
4,13119,板橋区,1,F,00,電気・ガス・熱供給・水道業,10,213,…
4,13119,板橋区,2,F,33,電気業,2,98,…
4,13119,板橋区,2,F,34,ガス業,-,-,…
4,13119,板橋区,2,F,35,熱供給業,1,-,…
4,13119,板橋区,2,F,36,水道業,7,115,…
4,13119,板橋区,1,G,00,情報通信業,153,2435,…
4,13119,板橋区,2,G,37,通信業,6,61,…
4,13119,板橋区,2,G,38,放送業,7,120,…
4,13119,板橋区,2,G,39,情報サービス業,68,1503,13331
4,13119,板橋区,2,G,40,インターネット附随サービス業,16,55,715
4,13119,板橋区,2,G,41,映像・音声・文字情報制作業,56,696,…
4,13119,板橋区,1,H,00,運輸業，郵便業,602,13735,…
4,13119,板橋区,2,H,42,鉄道業,1,41,…
4,13119,板橋区,2,H,43,道路旅客運送業,294,5978,…
4,13119,板橋区,2,H,44,道路貨物運送業,220,5553,…
4,13119,板橋区,2,H,45,水運業,-,-,…
4,13119,板橋区,2,H,46,航空運輸業,2,13,…
4,13119,板橋区,2,H,47,倉庫業,36,452,…
4,13119,板橋区,2,H,48,運輸に附帯するサービス業,47,1379,…
4,13119,板橋区,2,H,49,郵便業（信書便事業を含む）,2,319,…
4,13119,板橋区,1,I,00,卸売業，小売業,3663,36819,1404556
4,13119,板橋区,2,I,50,各種商品卸売業,1,4,X
4,13119,板橋区,2,I,51,繊維・衣服等卸売業,45,198,6797
4,13119,板橋区,2,I,52,飲食料品卸売業,176,2947,304756
4,13119,板橋区,2,I,53,建築材料，鉱物・金属材料等卸売業,284,2114,148688
4,13119,板橋区,2,I,54,機械器具卸売業,303,3984,215781
4,13119,板橋区,2,I,55,その他の卸売業,287,4334,300608
4,13119,板橋区,2,I,56,各種商品小売業,8,1277,X
4,13119,板橋区,2,I,57,織物・衣服・身の回り品小売業,266,1391,15295
4,13119,板橋区,2,I,58,飲食料品小売業,932,11668,171059
4,13119,板橋区,2,I,59,機械器具小売業,270,1997,70647
4,13119,板橋区,2,I,60,その他の小売業,981,5972,102997
4,13119,板橋区,2,I,61,無店舗小売業,106,924,34616
4,13119,板橋区,1,J,00,金融業，保険業,203,3405,…
4,13119,板橋区,2,J,62,銀行業,35,1108,…
4,13119,板橋区,2,J,63,協同組織金融業,40,813,…
4,13119,板橋区,2,J,64,貸金業，クレジットカード業等非預金信用機関,23,92,…
4,13119,板橋区,2,J,65,金融商品取引業，商品先物取引業,9,24,…
4,13119,板橋区,2,J,66,補助的金融業等,2,9,…
4,13119,板橋区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,94,1359,…
4,13119,板橋区,1,K,00,不動産業，物品賃貸業,1280,4303,81158
4,13119,板橋区,2,K,68,不動産取引業,286,1265,42108
4,13119,板橋区,2,K,69,不動産賃貸業・管理業,937,2558,31247
4,13119,板橋区,2,K,70,物品賃貸業,51,453,7636
4,13119,板橋区,1,L,00,学術研究，専門・技術サービス業,569,2799,27821
4,13119,板橋区,2,L,71,学術・開発研究機関,17,285,1934
4,13119,板橋区,2,L,72,専門サービス業（他に分類されないもの）,296,1140,10467
4,13119,板橋区,2,L,73,広告業,18,66,1027
4,13119,板橋区,2,L,74,技術サービス業（他に分類されないもの）,238,1308,14393
4,13119,板橋区,1,M,00,宿泊業，飲食サービス業,2054,14588,59021
4,13119,板橋区,2,M,75,宿泊業,41,226,1060
4,13119,板橋区,2,M,76,飲食店,1769,11882,46813
4,13119,板橋区,2,M,77,持ち帰り・配達飲食サービス業,242,2440,11025
4,13119,板橋区,1,N,00,生活関連サービス業，娯楽業,1373,7372,121750
4,13119,板橋区,2,N,78,洗濯・理容・美容・浴場業,1054,3711,17472
4,13119,板橋区,2,N,79,その他の生活関連サービス業,151,820,9840
4,13119,板橋区,2,N,80,娯楽業,168,2841,94437
4,13119,板橋区,1,O,00,教育，学習支援業,495,8913,…
4,13119,板橋区,2,O,81,学校教育,74,5955,…
4,13119,板橋区,2,O,82,その他の教育，学習支援業,421,2958,7604
4,13119,板橋区,1,P,00,医療，福祉,1569,35651,335190
4,13119,板橋区,2,P,83,医療業,1003,22235,249136
4,13119,板橋区,2,P,84,保健衛生,8,753,9011
4,13119,板橋区,2,P,85,社会保険・社会福祉・介護事業,555,12642,76994
4,13119,板橋区,1,Q,00,複合サービス事業,51,1112,…
4,13119,板橋区,2,Q,86,郵便局,47,1074,…
4,13119,板橋区,2,Q,87,協同組合（他に分類されないもの）,4,38,2601
4,13119,板橋区,1,R,00,サービス業（他に分類されないもの）,693,9315,…
4,13119,板橋区,2,R,88,廃棄物処理業,42,865,11726
4,13119,板橋区,2,R,89,自動車整備業,85,502,6613
4,13119,板橋区,2,R,90,機械等修理業（別掲を除く）,88,849,13534
4,13119,板橋区,2,R,91,職業紹介・労働者派遣業,23,837,4253
4,13119,板橋区,2,R,92,その他の事業サービス業,278,5405,39684
4,13119,板橋区,2,R,93,政治・経済・文化団体,46,429,…
4,13119,板橋区,2,R,94,宗教,121,330,…
4,13119,板橋区,2,R,95,その他のサービス業,5,73,45
4,13120,練馬区,1,A,00,農業，林業,21,122,1061
4,13120,練馬区,2,A,01,農業,21,122,1061
4,13120,練馬区,2,A,02,林業,-,-,-
4,13120,練馬区,1,B,00,漁業,-,-,-
4,13120,練馬区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13120,練馬区,2,B,04,水産養殖業,-,-,-
4,13120,練馬区,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13120,練馬区,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13120,練馬区,1,D,00,建設業,2011,13575,…
4,13120,練馬区,2,D,06,総合工事業,665,4623,…
4,13120,練馬区,2,D,07,職別工事業（設備工事業を除く）,748,5010,…
4,13120,練馬区,2,D,08,設備工事業,596,3933,…
4,13120,練馬区,1,E,00,製造業,716,5596,92797
4,13120,練馬区,2,E,09,食料品製造業,53,989,13169
4,13120,練馬区,2,E,10,飲料・たばこ・飼料製造業,-,-,-
4,13120,練馬区,2,E,11,繊維工業,104,384,2268
4,13120,練馬区,2,E,12,木材・木製品製造業（家具を除く）,8,58,76
4,13120,練馬区,2,E,13,家具・装備品製造業,40,212,3926
4,13120,練馬区,2,E,14,パルプ・紙・紙加工品製造業,33,316,6148
4,13120,練馬区,2,E,15,印刷・同関連業,98,682,6524
4,13120,練馬区,2,E,16,化学工業,13,170,11682
4,13120,練馬区,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13120,練馬区,2,E,18,プラスチック製品製造業（別掲を除く）,48,318,3498
4,13120,練馬区,2,E,19,ゴム製品製造業,5,25,387
4,13120,練馬区,2,E,20,なめし革・同製品・毛皮製造業,6,26,308
4,13120,練馬区,2,E,21,窯業・土石製品製造業,11,132,5165
4,13120,練馬区,2,E,22,鉄鋼業,4,6,31
4,13120,練馬区,2,E,23,非鉄金属製造業,11,261,6581
4,13120,練馬区,2,E,24,金属製品製造業,48,280,2536
4,13120,練馬区,2,E,25,はん用機械器具製造業,15,76,1589
4,13120,練馬区,2,E,26,生産用機械器具製造業,29,156,2678
4,13120,練馬区,2,E,27,業務用機械器具製造業,44,545,9571
4,13120,練馬区,2,E,28,電子部品・デバイス・電子回路製造業,15,113,1596
4,13120,練馬区,2,E,29,電気機械器具製造業,36,244,4796
4,13120,練馬区,2,E,30,情報通信機械器具製造業,7,212,5903
4,13120,練馬区,2,E,31,輸送用機械器具製造業,11,81,537
4,13120,練馬区,2,E,32,その他の製造業,75,307,3822
4,13120,練馬区,1,F,00,電気・ガス・熱供給・水道業,7,256,…
4,13120,練馬区,2,F,33,電気業,2,196,…
4,13120,練馬区,2,F,34,ガス業,1,27,…
4,13120,練馬区,2,F,35,熱供給業,1,9,…
4,13120,練馬区,2,F,36,水道業,3,24,…
4,13120,練馬区,1,G,00,情報通信業,293,3348,…
4,13120,練馬区,2,G,37,通信業,7,22,…
4,13120,練馬区,2,G,38,放送業,7,269,…
4,13120,練馬区,2,G,39,情報サービス業,111,871,8740
4,13120,練馬区,2,G,40,インターネット附随サービス業,24,91,856
4,13120,練馬区,2,G,41,映像・音声・文字情報制作業,144,2095,…
4,13120,練馬区,1,H,00,運輸業，郵便業,648,11209,…
4,13120,練馬区,2,H,42,鉄道業,21,1035,…
4,13120,練馬区,2,H,43,道路旅客運送業,439,5125,…
4,13120,練馬区,2,H,44,道路貨物運送業,163,4063,…
4,13120,練馬区,2,H,45,水運業,-,-,…
4,13120,練馬区,2,H,46,航空運輸業,1,13,…
4,13120,練馬区,2,H,47,倉庫業,6,28,…
4,13120,練馬区,2,H,48,運輸に附帯するサービス業,16,258,…
4,13120,練馬区,2,H,49,郵便業（信書便事業を含む）,2,687,…
4,13120,練馬区,1,I,00,卸売業，小売業,4085,36042,1106231
4,13120,練馬区,2,I,50,各種商品卸売業,6,99,30956
4,13120,練馬区,2,I,51,繊維・衣服等卸売業,56,316,15457
4,13120,練馬区,2,I,52,飲食料品卸売業,206,2022,111895
4,13120,練馬区,2,I,53,建築材料，鉱物・金属材料等卸売業,255,1764,103364
4,13120,練馬区,2,I,54,機械器具卸売業,259,2468,154711
4,13120,練馬区,2,I,55,その他の卸売業,296,2004,149073
4,13120,練馬区,2,I,56,各種商品小売業,6,880,28523
4,13120,練馬区,2,I,57,織物・衣服・身の回り品小売業,346,1771,22212
4,13120,練馬区,2,I,58,飲食料品小売業,1022,13476,209364
4,13120,練馬区,2,I,59,機械器具小売業,398,2716,100058
4,13120,練馬区,2,I,60,その他の小売業,1094,7391,125080
4,13120,練馬区,2,I,61,無店舗小売業,139,1104,55510
4,13120,練馬区,1,J,00,金融業，保険業,219,3568,…
4,13120,練馬区,2,J,62,銀行業,44,1218,…
4,13120,練馬区,2,J,63,協同組織金融業,31,562,…
4,13120,練馬区,2,J,64,貸金業，クレジットカード業等非預金信用機関,19,80,…
4,13120,練馬区,2,J,65,金融商品取引業，商品先物取引業,14,99,…
4,13120,練馬区,2,J,66,補助的金融業等,2,11,…
4,13120,練馬区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,109,1598,…
4,13120,練馬区,1,K,00,不動産業，物品賃貸業,1664,5923,213576
4,13120,練馬区,2,K,68,不動産取引業,360,2016,144475
4,13120,練馬区,2,K,69,不動産賃貸業・管理業,1233,3357,59652
4,13120,練馬区,2,K,70,物品賃貸業,71,550,9449
4,13120,練馬区,1,L,00,学術研究，専門・技術サービス業,783,3530,41350
4,13120,練馬区,2,L,71,学術・開発研究機関,8,229,2376
4,13120,練馬区,2,L,72,専門サービス業（他に分類されないもの）,437,1576,16097
4,13120,練馬区,2,L,73,広告業,24,67,836
4,13120,練馬区,2,L,74,技術サービス業（他に分類されないもの）,313,1657,22041
4,13120,練馬区,1,M,00,宿泊業，飲食サービス業,1999,16263,68418
4,13120,練馬区,2,M,75,宿泊業,32,512,3381
4,13120,練馬区,2,M,76,飲食店,1748,13624,55403
4,13120,練馬区,2,M,77,持ち帰り・配達飲食サービス業,217,2115,9557
4,13120,練馬区,1,N,00,生活関連サービス業，娯楽業,1753,7905,118017
4,13120,練馬区,2,N,78,洗濯・理容・美容・浴場業,1345,4261,17603
4,13120,練馬区,2,N,79,その他の生活関連サービス業,198,844,16155
4,13120,練馬区,2,N,80,娯楽業,210,2800,84260
4,13120,練馬区,1,O,00,教育，学習支援業,776,8111,…
4,13120,練馬区,2,O,81,学校教育,59,2970,…
4,13120,練馬区,2,O,82,その他の教育，学習支援業,717,5141,18976
4,13120,練馬区,1,P,00,医療，福祉,2175,30960,202736
4,13120,練馬区,2,P,83,医療業,1382,13930,120201
4,13120,練馬区,2,P,84,保健衛生,7,284,3819
4,13120,練馬区,2,P,85,社会保険・社会福祉・介護事業,783,16731,78471
4,13120,練馬区,1,Q,00,複合サービス事業,64,1149,…
4,13120,練馬区,2,Q,86,郵便局,60,1021,…
4,13120,練馬区,2,Q,87,協同組合（他に分類されないもの）,4,128,1500
4,13120,練馬区,1,R,00,サービス業（他に分類されないもの）,730,8830,…
4,13120,練馬区,2,R,88,廃棄物処理業,33,993,10489
4,13120,練馬区,2,R,89,自動車整備業,89,371,4394
4,13120,練馬区,2,R,90,機械等修理業（別掲を除く）,84,439,7820
4,13120,練馬区,2,R,91,職業紹介・労働者派遣業,27,914,4281
4,13120,練馬区,2,R,92,その他の事業サービス業,281,5058,40346
4,13120,練馬区,2,R,93,政治・経済・文化団体,47,301,…
4,13120,練馬区,2,R,94,宗教,159,691,…
4,13120,練馬区,2,R,95,その他のサービス業,6,32,181
4,13121,足立区,1,A,00,農業，林業,9,173,1257
4,13121,足立区,2,A,01,農業,9,173,1257
4,13121,足立区,2,A,02,林業,-,-,-
4,13121,足立区,1,B,00,漁業,-,-,-
4,13121,足立区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13121,足立区,2,B,04,水産養殖業,-,-,-
4,13121,足立区,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13121,足立区,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13121,足立区,1,D,00,建設業,2214,15445,…
4,13121,足立区,2,D,06,総合工事業,677,5244,…
4,13121,足立区,2,D,07,職別工事業（設備工事業を除く）,919,5742,…
4,13121,足立区,2,D,08,設備工事業,618,4459,…
4,13121,足立区,1,E,00,製造業,2834,20664,353268
4,13121,足立区,2,E,09,食料品製造業,147,2612,35016
4,13121,足立区,2,E,10,飲料・たばこ・飼料製造業,2,2,X
4,13121,足立区,2,E,11,繊維工業,192,937,5095
4,13121,足立区,2,E,12,木材・木製品製造業（家具を除く）,33,129,911
4,13121,足立区,2,E,13,家具・装備品製造業,159,821,12397
4,13121,足立区,2,E,14,パルプ・紙・紙加工品製造業,143,1196,25329
4,13121,足立区,2,E,15,印刷・同関連業,252,1777,23394
4,13121,足立区,2,E,16,化学工業,42,1180,53808
4,13121,足立区,2,E,17,石油製品・石炭製品製造業,4,91,X
4,13121,足立区,2,E,18,プラスチック製品製造業（別掲を除く）,166,1171,15001
4,13121,足立区,2,E,19,ゴム製品製造業,57,378,3404
4,13121,足立区,2,E,20,なめし革・同製品・毛皮製造業,306,1580,28115
4,13121,足立区,2,E,21,窯業・土石製品製造業,23,277,7064
4,13121,足立区,2,E,22,鉄鋼業,28,265,20510
4,13121,足立区,2,E,23,非鉄金属製造業,37,208,5240
4,13121,足立区,2,E,24,金属製品製造業,496,2767,34416
4,13121,足立区,2,E,25,はん用機械器具製造業,86,553,8031
4,13121,足立区,2,E,26,生産用機械器具製造業,202,1272,20490
4,13121,足立区,2,E,27,業務用機械器具製造業,89,722,14144
4,13121,足立区,2,E,28,電子部品・デバイス・電子回路製造業,16,173,2462
4,13121,足立区,2,E,29,電気機械器具製造業,67,499,8598
4,13121,足立区,2,E,30,情報通信機械器具製造業,7,60,397
4,13121,足立区,2,E,31,輸送用機械器具製造業,50,380,6340
4,13121,足立区,2,E,32,その他の製造業,229,1599,21409
4,13121,足立区,1,F,00,電気・ガス・熱供給・水道業,8,385,…
4,13121,足立区,2,F,33,電気業,2,312,…
4,13121,足立区,2,F,34,ガス業,-,-,…
4,13121,足立区,2,F,35,熱供給業,-,-,…
4,13121,足立区,2,F,36,水道業,6,73,…
4,13121,足立区,1,G,00,情報通信業,103,837,…
4,13121,足立区,2,G,37,通信業,5,116,…
4,13121,足立区,2,G,38,放送業,3,85,…
4,13121,足立区,2,G,39,情報サービス業,52,407,12486
4,13121,足立区,2,G,40,インターネット附随サービス業,11,44,578
4,13121,足立区,2,G,41,映像・音声・文字情報制作業,32,185,…
4,13121,足立区,1,H,00,運輸業，郵便業,1179,21562,…
4,13121,足立区,2,H,42,鉄道業,11,1022,…
4,13121,足立区,2,H,43,道路旅客運送業,688,9758,…
4,13121,足立区,2,H,44,道路貨物運送業,376,9018,…
4,13121,足立区,2,H,45,水運業,4,38,…
4,13121,足立区,2,H,46,航空運輸業,-,-,…
4,13121,足立区,2,H,47,倉庫業,56,749,…
4,13121,足立区,2,H,48,運輸に附帯するサービス業,44,977,…
4,13121,足立区,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13121,足立区,1,I,00,卸売業，小売業,5387,44464,1629344
4,13121,足立区,2,I,50,各種商品卸売業,4,29,1017
4,13121,足立区,2,I,51,繊維・衣服等卸売業,116,619,20509
4,13121,足立区,2,I,52,飲食料品卸売業,325,4090,352923
4,13121,足立区,2,I,53,建築材料，鉱物・金属材料等卸売業,453,3954,214176
4,13121,足立区,2,I,54,機械器具卸売業,312,2633,149339
4,13121,足立区,2,I,55,その他の卸売業,432,3204,242200
4,13121,足立区,2,I,56,各種商品小売業,9,1039,41443
4,13121,足立区,2,I,57,織物・衣服・身の回り品小売業,487,3018,78631
4,13121,足立区,2,I,58,飲食料品小売業,1263,13293,194197
4,13121,足立区,2,I,59,機械器具小売業,486,3026,132068
4,13121,足立区,2,I,60,その他の小売業,1372,8349,162811
4,13121,足立区,2,I,61,無店舗小売業,122,1161,39638
4,13121,足立区,1,J,00,金融業，保険業,258,4110,…
4,13121,足立区,2,J,62,銀行業,31,917,…
4,13121,足立区,2,J,63,協同組織金融業,75,1265,…
4,13121,足立区,2,J,64,貸金業，クレジットカード業等非預金信用機関,28,175,…
4,13121,足立区,2,J,65,金融商品取引業，商品先物取引業,9,129,…
4,13121,足立区,2,J,66,補助的金融業等,1,21,…
4,13121,足立区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,114,1603,…
4,13121,足立区,1,K,00,不動産業，物品賃貸業,1660,6337,124493
4,13121,足立区,2,K,68,不動産取引業,285,1378,48820
4,13121,足立区,2,K,69,不動産賃貸業・管理業,1253,3765,57165
4,13121,足立区,2,K,70,物品賃貸業,114,1163,18402
4,13121,足立区,1,L,00,学術研究，専門・技術サービス業,527,2967,60146
4,13121,足立区,2,L,71,学術・開発研究機関,9,157,38
4,13121,足立区,2,L,72,専門サービス業（他に分類されないもの）,280,1313,43659
4,13121,足立区,2,L,73,広告業,19,132,2048
4,13121,足立区,2,L,74,技術サービス業（他に分類されないもの）,219,1365,14401
4,13121,足立区,1,M,00,宿泊業，飲食サービス業,2486,20675,91034
4,13121,足立区,2,M,75,宿泊業,41,483,1785
4,13121,足立区,2,M,76,飲食店,2146,16786,78256
4,13121,足立区,2,M,77,持ち帰り・配達飲食サービス業,298,3379,10946
4,13121,足立区,1,N,00,生活関連サービス業，娯楽業,1707,7646,165523
4,13121,足立区,2,N,78,洗濯・理容・美容・浴場業,1335,4120,19725
4,13121,足立区,2,N,79,その他の生活関連サービス業,191,1124,18479
4,13121,足立区,2,N,80,娯楽業,181,2402,127318
4,13121,足立区,1,O,00,教育，学習支援業,438,5780,…
4,13121,足立区,2,O,81,学校教育,63,2977,…
4,13121,足立区,2,O,82,その他の教育，学習支援業,375,2803,12402
4,13121,足立区,1,P,00,医療，福祉,1640,31379,219448
4,13121,足立区,2,P,83,医療業,1059,15993,143619
4,13121,足立区,2,P,84,保健衛生,1,9,X
4,13121,足立区,2,P,85,社会保険・社会福祉・介護事業,579,15363,X
4,13121,足立区,1,Q,00,複合サービス事業,79,1768,…
4,13121,足立区,2,Q,86,郵便局,68,1635,…
4,13121,足立区,2,Q,87,協同組合（他に分類されないもの）,11,133,5355
4,13121,足立区,1,R,00,サービス業（他に分類されないもの）,1030,14300,…
4,13121,足立区,2,R,88,廃棄物処理業,137,3117,37631
4,13121,足立区,2,R,89,自動車整備業,178,1062,12855
4,13121,足立区,2,R,90,機械等修理業（別掲を除く）,106,691,9589
4,13121,足立区,2,R,91,職業紹介・労働者派遣業,28,994,5510
4,13121,足立区,2,R,92,その他の事業サービス業,337,7455,39548
4,13121,足立区,2,R,93,政治・経済・文化団体,37,325,…
4,13121,足立区,2,R,94,宗教,196,557,…
4,13121,足立区,2,R,95,その他のサービス業,2,56,X
4,13122,葛飾区,1,A,00,農業，林業,7,33,403
4,13122,葛飾区,2,A,01,農業,7,33,403
4,13122,葛飾区,2,A,02,林業,-,-,-
4,13122,葛飾区,1,B,00,漁業,-,-,-
4,13122,葛飾区,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13122,葛飾区,2,B,04,水産養殖業,-,-,-
4,13122,葛飾区,1,C,00,鉱業，採石業，砂利採取業,1,3,X
4,13122,葛飾区,2,C,05,鉱業，採石業，砂利採取業,1,3,X
4,13122,葛飾区,1,D,00,建設業,1185,9493,…
4,13122,葛飾区,2,D,06,総合工事業,385,2469,…
4,13122,葛飾区,2,D,07,職別工事業（設備工事業を除く）,443,2896,…
4,13122,葛飾区,2,D,08,設備工事業,357,4128,…
4,13122,葛飾区,1,E,00,製造業,2563,15138,231520
4,13122,葛飾区,2,E,09,食料品製造業,61,719,28912
4,13122,葛飾区,2,E,10,飲料・たばこ・飼料製造業,2,12,X
4,13122,葛飾区,2,E,11,繊維工業,156,670,7371
4,13122,葛飾区,2,E,12,木材・木製品製造業（家具を除く）,24,69,397
4,13122,葛飾区,2,E,13,家具・装備品製造業,63,254,1840
4,13122,葛飾区,2,E,14,パルプ・紙・紙加工品製造業,94,821,23359
4,13122,葛飾区,2,E,15,印刷・同関連業,149,857,10606
4,13122,葛飾区,2,E,16,化学工業,19,309,5071
4,13122,葛飾区,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13122,葛飾区,2,E,18,プラスチック製品製造業（別掲を除く）,188,1135,15288
4,13122,葛飾区,2,E,19,ゴム製品製造業,182,1212,12608
4,13122,葛飾区,2,E,20,なめし革・同製品・毛皮製造業,177,846,9201
4,13122,葛飾区,2,E,21,窯業・土石製品製造業,29,207,5724
4,13122,葛飾区,2,E,22,鉄鋼業,31,115,1077
4,13122,葛飾区,2,E,23,非鉄金属製造業,49,182,3839
4,13122,葛飾区,2,E,24,金属製品製造業,593,3189,37625
4,13122,葛飾区,2,E,25,はん用機械器具製造業,43,337,4713
4,13122,葛飾区,2,E,26,生産用機械器具製造業,238,1373,23794
4,13122,葛飾区,2,E,27,業務用機械器具製造業,74,575,10255
4,13122,葛飾区,2,E,28,電子部品・デバイス・電子回路製造業,18,118,1556
4,13122,葛飾区,2,E,29,電気機械器具製造業,64,541,6141
4,13122,葛飾区,2,E,30,情報通信機械器具製造業,7,182,X
4,13122,葛飾区,2,E,31,輸送用機械器具製造業,51,196,1598
4,13122,葛飾区,2,E,32,その他の製造業,250,1216,16384
4,13122,葛飾区,1,F,00,電気・ガス・熱供給・水道業,6,135,…
4,13122,葛飾区,2,F,33,電気業,1,98,…
4,13122,葛飾区,2,F,34,ガス業,-,-,…
4,13122,葛飾区,2,F,35,熱供給業,-,-,…
4,13122,葛飾区,2,F,36,水道業,5,37,…
4,13122,葛飾区,1,G,00,情報通信業,68,228,…
4,13122,葛飾区,2,G,37,通信業,3,11,…
4,13122,葛飾区,2,G,38,放送業,2,14,…
4,13122,葛飾区,2,G,39,情報サービス業,38,136,1053
4,13122,葛飾区,2,G,40,インターネット附随サービス業,7,15,144
4,13122,葛飾区,2,G,41,映像・音声・文字情報制作業,18,52,…
4,13122,葛飾区,1,H,00,運輸業，郵便業,435,9359,…
4,13122,葛飾区,2,H,42,鉄道業,21,764,…
4,13122,葛飾区,2,H,43,道路旅客運送業,226,4571,…
4,13122,葛飾区,2,H,44,道路貨物運送業,147,2687,…
4,13122,葛飾区,2,H,45,水運業,-,-,…
4,13122,葛飾区,2,H,46,航空運輸業,-,-,…
4,13122,葛飾区,2,H,47,倉庫業,13,180,…
4,13122,葛飾区,2,H,48,運輸に附帯するサービス業,25,440,…
4,13122,葛飾区,2,H,49,郵便業（信書便事業を含む）,2,716,…
4,13122,葛飾区,1,I,00,卸売業，小売業,3559,27331,878157
4,13122,葛飾区,2,I,50,各種商品卸売業,4,41,1852
4,13122,葛飾区,2,I,51,繊維・衣服等卸売業,61,306,7653
4,13122,葛飾区,2,I,52,飲食料品卸売業,129,1085,59149
4,13122,葛飾区,2,I,53,建築材料，鉱物・金属材料等卸売業,249,1556,91696
4,13122,葛飾区,2,I,54,機械器具卸売業,204,1348,70935
4,13122,葛飾区,2,I,55,その他の卸売業,299,2996,264069
4,13122,葛飾区,2,I,56,各種商品小売業,9,1434,57288
4,13122,葛飾区,2,I,57,織物・衣服・身の回り品小売業,339,1586,18168
4,13122,葛飾区,2,I,58,飲食料品小売業,948,9447,138331
4,13122,葛飾区,2,I,59,機械器具小売業,282,1888,67297
4,13122,葛飾区,2,I,60,その他の小売業,947,5124,84096
4,13122,葛飾区,2,I,61,無店舗小売業,87,506,16990
4,13122,葛飾区,1,J,00,金融業，保険業,180,2744,…
4,13122,葛飾区,2,J,62,銀行業,26,826,…
4,13122,葛飾区,2,J,63,協同組織金融業,50,912,…
4,13122,葛飾区,2,J,64,貸金業，クレジットカード業等非預金信用機関,18,41,…
4,13122,葛飾区,2,J,65,金融商品取引業，商品先物取引業,7,66,…
4,13122,葛飾区,2,J,66,補助的金融業等,3,22,…
4,13122,葛飾区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,75,875,…
4,13122,葛飾区,1,K,00,不動産業，物品賃貸業,1406,3936,53912
4,13122,葛飾区,2,K,68,不動産取引業,234,840,15909
4,13122,葛飾区,2,K,69,不動産賃貸業・管理業,1123,2489,31140
4,13122,葛飾区,2,K,70,物品賃貸業,48,605,6863
4,13122,葛飾区,1,L,00,学術研究，専門・技術サービス業,444,2344,21026
4,13122,葛飾区,2,L,71,学術・開発研究機関,5,384,4590
4,13122,葛飾区,2,L,72,専門サービス業（他に分類されないもの）,246,926,7615
4,13122,葛飾区,2,L,73,広告業,14,69,1664
4,13122,葛飾区,2,L,74,技術サービス業（他に分類されないもの）,179,965,7157
4,13122,葛飾区,1,M,00,宿泊業，飲食サービス業,1893,12338,50200
4,13122,葛飾区,2,M,75,宿泊業,32,228,1717
4,13122,葛飾区,2,M,76,飲食店,1705,10744,42988
4,13122,葛飾区,2,M,77,持ち帰り・配達飲食サービス業,156,1366,5496
4,13122,葛飾区,1,N,00,生活関連サービス業，娯楽業,1297,5781,96518
4,13122,葛飾区,2,N,78,洗濯・理容・美容・浴場業,1004,2960,12238
4,13122,葛飾区,2,N,79,その他の生活関連サービス業,156,568,13896
4,13122,葛飾区,2,N,80,娯楽業,137,2253,70383
4,13122,葛飾区,1,O,00,教育，学習支援業,339,3911,…
4,13122,葛飾区,2,O,81,学校教育,46,2226,…
4,13122,葛飾区,2,O,82,その他の教育，学習支援業,293,1685,7135
4,13122,葛飾区,1,P,00,医療，福祉,1261,19679,143631
4,13122,葛飾区,2,P,83,医療業,850,10684,100771
4,13122,葛飾区,2,P,84,保健衛生,2,7,X
4,13122,葛飾区,2,P,85,社会保険・社会福祉・介護事業,409,8988,X
4,13122,葛飾区,1,Q,00,複合サービス事業,49,486,…
4,13122,葛飾区,2,Q,86,郵便局,44,321,…
4,13122,葛飾区,2,Q,87,協同組合（他に分類されないもの）,5,165,1771
4,13122,葛飾区,1,R,00,サービス業（他に分類されないもの）,600,5982,…
4,13122,葛飾区,2,R,88,廃棄物処理業,42,912,10958
4,13122,葛飾区,2,R,89,自動車整備業,105,468,4967
4,13122,葛飾区,2,R,90,機械等修理業（別掲を除く）,67,435,4555
4,13122,葛飾区,2,R,91,職業紹介・労働者派遣業,8,22,117
4,13122,葛飾区,2,R,92,その他の事業サービス業,164,3122,26561
4,13122,葛飾区,2,R,93,政治・経済・文化団体,24,365,…
