地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
1,13100,区部,1,E,00,製造業,36560,440047,306676,127735,375486,258831,111088,21534,49259,32455,16640,21664,11816,9688,7524,48971,32157,16566,35158,22406,12504,3885,52332,35489,16631,43540,29192,14136,1438,34415,23868,10472,30615,21029,9511,955,36164,25532,10632,33132,23138,9994,640,43501,31286,11980,41104,29289,11580,250,34555,24464,9963,33299,23366,9812,90,21343,15195,6148,20584,14579,6005,73,27791,19753,8038,26411,18909,7502,77,91716,66477,20665,89979,65107,20356,94
1,13100,区部,2,E,09,食料品製造業,1700,40494,23093,17291,37118,20797,16211,616,1488,896,580,772,398,362,427,2827,1614,1202,2167,1161,995,284,3878,2165,1679,3273,1752,1487,126,3048,1737,1311,2762,1544,1218,98,3658,1938,1720,3365,1744,1621,74,4947,2703,2191,4655,2480,2122,34,4901,2492,2409,4790,2407,2383,14,3426,1771,1655,3372,1719,1653,11,3932,2279,1653,3673,2191,1482,7,8389,5498,2891,8289,5401,2888,9
1,13100,区部,2,E,10,飲料・たばこ・飼料製造業,152,8851,6471,2370,8573,6246,2317,62,129,94,33,66,43,21,38,263,160,95,206,122,76,15,208,137,71,175,116,59,11,263,185,78,233,163,70,8,331,259,72,312,242,70,4,291,202,89,264,175,89,5,739,592,147,709,562,147,4,973,693,280,972,692,280,2,809,566,243,799,556,243,2,4845,3583,1262,4837,3575,1262,1
1,13100,区部,2,E,11,繊維工業,2774,16383,7886,8422,11978,5067,6836,1932,4291,2355,1922,1758,663,1081,519,3317,1537,1758,2383,941,1420,197,2567,1106,1448,2102,830,1259,68,1598,681,891,1370,552,792,28,1064,475,589,990,423,567,17,1042,458,584,904,413,491,6,926,394,532,906,376,530,1,244,99,145,236,92,144,2,790,414,376,785,410,375,1,544,367,177,544,367,177,3
1,13100,区部,2,E,12,木材・木製品製造業（家具を除く）,381,1861,1379,482,1325,968,357,268,554,385,169,238,135,103,70,445,327,118,320,236,84,32,430,315,115,356,265,91,5,115,92,23,102,80,22,4,176,131,45,169,124,45,2,141,129,12,140,128,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,2,E,13,家具・装備品製造業,1047,5758,4132,1620,4095,2839,1250,742,1670,1217,453,700,442,258,221,1408,1008,394,965,687,272,47,595,443,152,470,353,117,14,345,243,102,318,221,97,14,549,411,138,484,352,132,5,328,234,94,308,215,93,2,338,187,151,330,185,145,1,208,149,59,203,144,59,1,317,240,77,317,240,77,-,-,-,-,-,-,-,-
1,13100,区部,2,E,14,パルプ・紙・紙加工品製造業,1434,11678,7777,3773,9217,5978,3118,841,1996,1271,725,869,434,435,302,1955,1251,704,1388,838,550,172,2247,1430,817,1875,1181,694,55,1293,804,489,1130,693,437,36,1344,899,445,1209,796,413,17,1168,845,323,1130,809,321,6,868,609,131,837,586,130,2,480,383,97,472,375,97,1,327,285,42,307,266,41,-,-,-,-,-,-,-,2
1,13100,区部,2,E,15,印刷・同関連業,6370,73371,53854,19418,62566,45961,16507,3560,8477,5620,2826,4077,2310,1737,1361,8853,5998,2820,6543,4375,2133,731,9924,7153,2738,8351,6035,2283,279,6695,4920,1775,6016,4438,1578,194,7301,5401,1900,6772,4982,1790,166,11256,8506,2750,10785,8129,2656,37,5166,3861,1305,5031,3741,1290,10,2357,1788,569,2042,1585,457,5,1901,1436,465,1559,1246,313,12,11441,9171,2270,11390,9120,2270,15
1,13100,区部,2,E,16,化学工業,959,48189,29488,13969,45846,27638,13534,283,636,400,221,359,194,150,225,1456,939,481,1039,634,369,140,1951,1217,719,1629,981,633,94,2298,1523,775,2086,1350,736,66,2582,1676,906,2362,1494,868,62,4196,2834,1270,3952,2610,1250,36,4924,3175,1749,4718,2992,1726,18,4263,2910,1353,4142,2809,1333,13,5352,3625,1727,5277,3557,1720,15,20531,11189,4768,20282,11017,4749,7
1,13100,区部,2,E,17,石油製品・石炭製品製造業,41,5202,4436,766,5055,4294,761,9,21,19,2,15,13,2,9,61,42,19,52,34,18,6,77,61,16,63,49,14,6,143,119,24,124,100,24,3,129,94,35,116,81,35,2,112,96,16,97,81,16,2,224,190,34,198,165,33,1,285,215,70,273,204,69,-,-,-,-,-,-,-,2,4150,3600,550,4117,3567,550,1
1,13100,区部,2,E,18,プラスチック製品製造業（別掲を除く）,1785,16494,11202,5284,13291,8899,4384,1005,2348,1472,873,1049,528,518,404,2619,1547,1067,1821,1020,796,213,2797,1710,1087,2338,1386,952,81,1967,1281,686,1743,1119,624,45,1680,1198,482,1494,1039,455,15,956,692,264,891,632,259,12,1548,1234,314,1507,1194,313,2,457,360,97,445,348,97,1,374,327,47,345,327,18,2,1748,1381,367,1658,1306,352,5
1,13100,区部,2,E,19,ゴム製品製造業,693,8613,6200,2405,7356,5295,2053,396,948,583,357,400,185,207,164,1030,620,410,717,414,303,82,1079,636,443,877,502,375,29,696,457,239,634,412,222,10,379,259,120,347,233,114,5,374,296,78,363,285,78,2,285,233,52,277,225,52,1,299,299,-,299,299,-,2,668,548,120,658,539,119,2,2855,2269,586,2784,2201,583,-
1,13100,区部,2,E,20,なめし革・同製品・毛皮製造業,1634,8275,5033,3195,5696,3183,2467,1190,2544,1578,950,871,397,459,262,1696,1006,669,1231,670,540,115,1522,877,635,1273,707,556,29,705,473,232,630,408,222,27,998,644,354,910,569,341,9,596,336,260,575,318,257,2,214,119,95,206,114,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,2,E,21,窯業・土石製品製造業,545,8425,6492,1930,7279,5557,1719,271,615,409,203,268,143,122,117,763,547,216,552,387,165,70,969,724,245,805,602,203,38,890,730,160,750,608,142,19,748,596,152,678,532,146,13,937,740,197,867,675,192,5,613,449,164,570,411,159,1,257,216,41,249,208,41,3,1260,1038,222,1204,984,220,1,1373,1043,330,1336,1007,329,7
1,13100,区部,2,E,22,鉄鋼業,441,7397,6109,1288,6578,5437,1141,260,566,401,165,236,141,95,92,604,444,160,425,315,110,34,440,354,86,363,292,71,21,518,428,90,467,386,81,13,463,373,90,433,344,89,10,642,542,100,601,501,100,7,851,753,98,819,723,96,1,216,195,21,213,192,21,1,312,294,18,312,294,18,1,2785,2325,460,2709,2249,460,1
1,13100,区部,2,E,23,非鉄金属製造業,490,6619,4912,1707,5699,4187,1512,321,691,488,203,259,155,104,87,553,363,190,388,243,145,38,522,366,156,411,278,133,19,449,333,116,396,297,99,8,309,236,73,290,220,70,6,414,349,65,385,322,63,5,631,529,102,608,506,102,1,232,209,23,229,206,23,1,404,-,404,404,-,404,3,2414,2039,375,2329,1960,369,1
1,13100,区部,2,E,24,金属製品製造業,4788,34180,25217,8954,26138,19127,7002,3147,7166,5001,2161,2999,1780,1215,956,6190,4351,1834,4330,3015,1310,453,6089,4477,1612,5019,3723,1296,104,2458,1798,660,2136,1556,580,71,2689,2077,612,2430,1861,569,33,2211,1778,433,2039,1622,417,11,1429,1121,308,1292,1010,282,3,783,596,187,769,582,187,1,429,336,93,421,328,93,3,4736,3682,1054,4703,3650,1053,6
1,13100,区部,2,E,25,はん用機械器具製造業,1149,13851,10851,2995,11756,9221,2530,667,1509,1032,477,677,394,283,237,1595,1170,420,1096,813,278,132,1800,1391,409,1485,1154,331,38,911,706,205,802,613,189,30,1125,891,234,999,795,204,24,1501,1151,350,1433,1087,346,5,864,765,99,849,750,99,7,1565,1274,291,1523,1233,290,2,727,618,109,700,591,109,3,2254,1853,401,2192,1791,401,4
1,13100,区部,2,E,26,生産用機械器具製造業,2683,25236,19893,5296,20548,16262,4239,1674,3797,2677,1113,1607,977,623,523,3390,2502,874,2391,1787,590,283,3775,3035,740,3096,2509,587,84,2013,1619,368,1771,1434,311,57,2197,1852,345,2020,1713,307,33,2346,1902,444,2184,1762,422,10,1373,1096,277,1328,1051,277,5,1053,872,181,1031,850,181,2,762,660,102,731,630,101,4,4530,3678,852,4389,3549,840,8
1,13100,区部,2,E,27,業務用機械器具製造業,1400,23355,17347,6005,20458,15233,5222,733,1725,1153,569,817,451,363,288,1913,1329,584,1374,930,444,173,2383,1699,684,1959,1398,561,65,1546,1119,427,1398,1006,392,61,2310,1732,578,2125,1573,552,38,2678,2097,581,2554,1991,563,15,2127,1702,425,2033,1626,407,5,1230,962,268,1221,953,268,7,2541,1824,717,2427,1763,664,7,4902,3730,1172,4550,3542,1008,8
1,13100,区部,2,E,28,電子部品・デバイス・電子回路製造業,560,8337,6145,2167,7288,5293,1970,287,705,473,226,339,191,142,117,780,543,232,562,379,178,70,968,656,298,822,544,264,27,639,497,142,553,422,131,23,869,640,229,797,574,223,17,1224,888,336,1152,822,330,9,1282,994,288,1229,943,286,1,220,124,96,219,123,96,3,1142,934,208,1115,907,208,1,508,396,112,500,388,112,5
1,13100,区部,2,E,29,電気機械器具製造業,1328,21276,16176,4960,18755,14166,4449,663,1579,1088,479,728,427,289,303,1977,1390,573,1424,973,437,189,2549,1865,660,2115,1507,584,74,1775,1316,459,1583,1154,429,46,1722,1327,395,1606,1221,385,26,1803,1376,337,1720,1296,334,11,1386,1124,262,1315,1057,258,4,959,747,212,936,724,212,4,1383,900,483,1319,897,422,4,6143,5043,1100,6009,4910,1099,4
1,13100,区部,2,E,30,情報通信機械器具製造業,342,11468,9141,2305,10693,8476,2195,138,323,223,95,182,114,63,71,474,339,128,367,260,100,44,617,462,145,509,371,128,32,754,588,166,660,505,155,19,695,579,116,647,536,111,18,1294,1071,223,1243,1020,223,8,1094,874,220,1061,843,218,2,490,394,96,485,389,96,6,2369,1931,438,2259,1832,427,3,3358,2680,678,3280,2606,674,1
1,13100,区部,2,E,31,輸送用機械器具製造業,694,11726,8780,2933,10354,7747,2594,384,873,596,277,391,243,148,139,892,664,228,638,486,152,84,1161,867,281,981,727,241,41,979,796,183,864,714,150,16,617,504,113,584,476,108,16,1151,872,279,1082,810,272,5,739,546,193,732,539,193,-,-,-,-,-,-,-,5,1992,1498,494,1799,1351,448,3,3322,2437,885,3283,2401,882,1
1,13100,区部,2,E,32,その他の製造業,3133,22304,14154,8004,17165,10490,6531,2072,4576,3000,1553,1963,1041,901,584,3854,2425,1375,2728,1649,1025,272,3666,2255,1365,3083,1848,1189,95,2244,1364,857,2023,1202,798,58,2189,1308,881,1956,1185,771,27,1811,1145,666,1701,1065,636,14,1933,1343,590,1855,1279,576,5,1143,801,342,1058,721,337,-,-,-,-,-,-,-,1,888,513,375,798,500,298,5
1,13100,区部,1,F,00,電気・ガス・熱供給・水道業,315,18854,16184,2507,18493,15836,2494,74,154,128,19,122,97,18,42,288,243,32,261,218,30,80,1066,996,48,1006,942,42,16,369,326,43,355,312,43,14,523,418,67,495,390,67,40,3549,3000,466,3511,2962,466,13,1797,1599,198,1769,1572,197,10,2345,1938,407,2291,1885,406,5,1862,1701,161,1862,1701,161,5,6901,5835,1066,6821,5757,1064,16
1,13100,区部,2,F,33,電気業,105,8459,7347,952,8257,7152,945,22,44,33,7,31,21,6,6,36,15,8,29,8,8,11,144,103,19,125,89,14,7,165,140,25,158,133,25,7,260,192,30,248,180,30,34,3172,2665,424,3134,2627,424,7,980,893,87,960,873,87,5,1252,1027,225,1206,982,224,1,309,300,9,309,300,9,2,2097,1979,118,2057,1939,118,3
1,13100,区部,2,F,34,ガス業,28,6715,5527,1188,6660,5474,1186,4,8,8,-,5,5,-,1,6,5,1,6,5,1,5,70,57,13,65,52,13,2,50,40,10,47,37,10,2,72,64,8,68,60,8,6,377,335,42,377,335,42,1,148,128,20,148,128,20,2,429,373,56,429,373,56,2,751,661,90,751,661,90,3,4804,3856,948,4764,3818,946,-
1,13100,区部,2,F,35,熱供給業,81,808,712,96,745,650,95,31,67,58,9,57,48,9,17,119,105,14,108,95,13,15,198,189,9,167,158,9,3,65,63,2,63,61,2,2,79,68,11,70,59,11,-,-,-,-,-,-,-,2,280,229,51,280,229,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
1,13100,区部,2,F,36,水道業,101,2872,2598,271,2831,2560,268,17,35,29,3,29,23,3,18,127,118,9,118,110,8,49,654,647,7,649,643,6,4,89,83,6,87,81,6,3,112,94,18,109,91,18,-,-,-,-,-,-,-,3,389,349,40,381,342,39,3,664,538,126,656,530,126,2,802,740,62,802,740,62,-,-,-,-,-,-,-,2
1,13100,区部,1,G,00,情報通信業,19922,810679,598511,206484,772439,567725,199056,7206,16205,10574,4949,9034,5069,3288,3904,25856,17459,7672,20113,12978,6410,3109,42556,30039,11671,37041,25545,10654,1486,35733,26155,9211,32565,23506,8692,1436,54876,40120,14143,51192,37049,13530,1293,91423,66603,24154,87175,63040,23481,750,103936,76611,26854,100567,73850,26250,208,49494,36978,12013,48126,35922,11702,196,75543,55395,20148,74045,54292,19753,240,315057,238577,75669,312581,236474,75296,94
1,13100,区部,2,G,37,通信業,434,61770,45429,16180,61136,44864,16111,121,278,194,76,192,125,59,78,507,367,129,445,310,124,63,864,587,234,786,526,217,34,807,590,217,768,552,216,36,1442,1093,300,1402,1054,299,30,2063,1549,464,2010,1504,456,26,3570,2790,780,3504,2730,774,10,2276,1547,729,2256,1528,728,8,3204,2379,825,3187,2363,824,19,46759,34333,12426,46586,34172,12414,9
1,13100,区部,2,G,38,放送業,271,21574,15786,5781,21106,15367,5732,64,132,86,46,113,68,45,50,348,252,89,317,228,82,63,804,615,189,763,584,179,18,457,348,109,428,323,105,15,584,418,166,533,375,158,29,2066,1504,562,1987,1431,556,14,1887,1267,620,1827,1210,617,4,972,817,155,963,809,154,3,1085,817,268,1072,805,267,8,13239,9662,3577,13103,9534,3569,3
1,13100,区部,2,G,39,情報サービス業,9847,513695,397333,112343,494160,381041,109107,2845,6378,4437,1605,3595,2192,1069,1759,11778,8590,2824,9240,6524,2352,1642,22672,17226,4978,19876,14874,4534,902,21815,17070,4560,20067,15559,4323,894,34251,26372,7412,32214,24650,7097,816,57817,44252,13151,55381,42196,12771,495,68874,53118,15285,66576,51296,14813,138,32888,25451,6934,32210,24868,6840,137,52716,40180,12536,51792,39491,12301,172,204506,160637,43058,203209,159391,43007,47
1,13100,区部,2,G,40,インターネット附随サービス業,2184,73751,48775,24226,69832,45453,23638,885,1970,1274,524,1217,663,383,430,2822,1810,859,2214,1305,756,325,4409,2808,1386,3867,2326,1327,135,3165,2066,986,2866,1811,942,129,4788,3251,1507,4486,2979,1477,136,9523,6343,3113,8982,5885,3037,72,10145,6731,3414,9827,6442,3385,23,5363,3975,1388,5209,3852,1357,18,7081,4806,2275,6877,4639,2238,16,24485,15711,8774,24287,15551,8736,15
1,13100,区部,2,G,41,映像・音声・文字情報制作業,7157,138655,90448,47460,125010,80294,43979,3279,7420,4565,2689,3897,2008,1725,1579,10346,6411,3745,7851,4589,3072,1014,13787,8792,4875,11731,7225,4389,395,9442,6037,3336,8392,5220,3103,362,13811,8986,4758,12557,7991,4499,280,19848,12870,6843,18710,11940,6640,141,19212,12533,6679,18587,12002,6585,33,7995,5188,2807,7488,4865,2623,30,11457,7213,4244,11117,6994,4123,24,25337,17853,7484,24680,17460,7220,20
1,13100,区部,1,H,00,運輸業，郵便業,12829,371448,296726,73516,347934,277715,69018,5766,9187,7291,1853,3405,2437,930,1778,12224,9438,2683,10262,7944,2215,1958,26968,21676,5146,24203,19551,4506,913,21772,17703,3928,20026,16357,3528,873,33005,26928,5890,30951,25222,5542,699,48946,40661,8285,46471,38434,8037,441,61418,52185,9233,59450,50600,8850,159,38315,32687,5404,37549,32008,5317,93,34831,29258,5211,34302,28821,5119,74,84782,58899,25883,81315,56341,24974,75
1,13100,区部,2,H,42,鉄道業,428,41031,37025,4006,40521,36550,3971,20,55,46,9,50,41,9,50,336,306,30,336,306,30,68,984,904,80,978,899,79,48,1198,1091,107,1167,1063,104,78,2900,2619,281,2774,2498,276,67,4807,4360,447,4695,4254,441,38,5693,5228,465,5674,5210,464,18,4453,4003,450,4421,3975,446,22,7885,6963,922,7804,6895,909,9,12720,11505,1215,12622,11409,1213,10
1,13100,区部,2,H,43,道路旅客運送業,4214,77301,72223,4823,71618,67487,3878,3607,4430,3777,646,209,115,89,82,560,419,127,414,299,101,63,895,712,173,745,618,117,29,671,533,138,571,473,98,43,1687,1505,182,1635,1470,165,95,7187,6726,461,7038,6597,441,180,26070,24653,1417,25702,24367,1335,77,18137,17150,763,17840,16894,722,26,9623,9165,458,9575,9131,444,12,8041,7583,458,7889,7523,366,-
1,13100,区部,2,H,44,道路貨物運送業,4954,119932,98296,21279,108467,89389,18724,1220,2493,1927,549,1533,1195,324,957,6664,5423,1183,5623,4633,932,1253,17292,14440,2767,15480,13091,2304,569,13542,11489,2009,12454,10640,1770,452,17110,14776,2181,15928,13819,1956,303,20700,17539,3161,19183,16215,2968,117,15197,12312,2885,14332,11611,2721,32,7693,5687,2006,7571,5587,1984,9,3598,2840,758,3549,2802,747,17,15643,11863,3780,12814,9796,3018,25
1,13100,区部,2,H,45,水運業,349,11507,8840,2610,10542,8007,2478,94,251,170,81,167,106,61,83,566,385,176,400,260,135,71,921,661,260,738,505,233,23,560,398,110,450,318,80,34,1307,990,317,1202,893,309,22,1534,1145,389,1412,1027,385,11,1518,1227,291,1455,1164,291,4,1037,914,123,987,864,123,-,-,-,-,-,-,-,4,3813,2950,863,3731,2870,861,3
1,13100,区部,2,H,46,航空運輸業,157,32908,16318,16218,32708,16131,16205,24,65,36,19,59,30,19,29,202,114,88,195,111,84,20,278,191,87,259,173,86,12,278,189,89,276,187,89,19,690,394,296,683,387,296,20,1326,802,524,1321,797,524,9,1456,1049,407,1456,1049,407,5,1314,1053,261,1268,1015,253,6,2325,1564,399,2291,1530,399,10,24974,10926,14048,24900,10852,14048,3
1,13100,区部,2,H,47,倉庫業,835,15270,10067,5152,14262,9216,4995,270,597,435,161,473,342,130,172,1142,839,297,1020,744,270,173,2341,1705,614,2145,1539,584,68,1592,1155,415,1482,1066,394,61,2311,1619,692,2116,1456,660,45,3146,2201,945,2992,2049,943,27,3485,1776,1709,3378,1683,1695,1,272,89,183,272,89,183,1,384,248,136,384,248,136,-,-,-,-,-,-,-,17
1,13100,区部,2,H,48,運輸に附帯するサービス業,1848,56664,40809,15741,53337,38044,15179,527,1286,893,385,912,608,296,401,2726,1933,773,2253,1577,656,309,4245,3051,1165,3851,2719,1103,162,3883,2811,1049,3582,2575,984,186,7000,5025,1941,6613,4699,1880,146,10162,7837,2325,9748,7445,2303,59,7999,5940,2059,7453,5516,1937,18,4299,2960,1339,4105,2771,1334,11,4269,3383,886,4071,3198,873,12,10795,6976,3819,10749,6936,3813,17
1,13100,区部,2,H,49,郵便業（信書便事業を含む）,41,16829,13142,3687,16479,12891,3588,1,4,1,3,2,-,2,4,28,19,9,21,14,7,1,12,12,-,7,7,-,2,48,37,11,44,35,9,-,-,-,-,-,-,-,1,84,51,33,82,50,32,-,-,-,-,-,-,-,4,1110,831,279,1085,813,272,18,6747,5095,1652,6628,5017,1611,10,8796,7096,1700,8610,6955,1655,-
1,13100,区部,1,I,00,卸売業，小売業,120853,1690141,999925,684617,1531314,894879,630886,60698,141683,74893,65750,79789,34451,44319,26827,175953,88740,86043,147498,69731,76604,17665,239830,135893,102911,217345,120315,96009,6125,144332,84473,59345,134159,77245,56405,3929,147036,90007,56434,138515,83609,54312,2723,187670,113515,73761,180050,107865,71798,1352,187635,112479,74592,182173,108300,73313,357,85827,52948,32583,83114,51266,31552,221,83443,52973,30470,81879,51627,30252,258,296732,194004,102728,286792,190470,96322,698
1,13100,区部,2,I,50,各種商品卸売業,161,24331,17161,7162,23549,16701,6840,59,143,102,41,90,63,27,32,210,133,69,167,96,63,24,310,207,103,267,173,94,12,307,231,76,257,183,74,11,411,303,108,392,289,103,6,390,280,110,379,269,110,5,763,457,306,750,444,306,5,1155,785,370,1102,735,367,-,-,-,-,-,-,-,7,20642,14663,5979,20145,14449,5696,-
1,13100,区部,2,I,51,繊維・衣服等卸売業,5736,91502,43415,47689,83580,37960,45223,2761,6734,4067,2588,4190,2230,1882,1316,8714,4811,3817,6970,3643,3241,820,10927,5984,4862,9504,5004,4419,313,7420,3864,3504,6813,3425,3336,223,8415,4341,4033,7896,3988,3867,151,10216,4996,5161,9748,4684,5005,74,10431,4674,5757,10042,4498,5544,26,6560,3281,3279,6463,3206,3257,9,3367,1200,2167,3327,1165,2162,18,18718,6197,12521,18627,6117,12510,25
1,13100,区部,2,I,52,飲食料品卸売業,7630,130948,89140,41384,118229,79494,38318,3159,7839,5093,2666,4454,2638,1737,1853,12177,8165,3949,9357,6127,3168,1243,16650,11445,5130,14385,9705,4605,471,11122,7652,3399,10097,6844,3187,378,14080,9697,4343,13153,8989,4124,269,18320,12655,5570,17481,11993,5393,135,18805,12578,6227,18108,12032,6076,28,6687,4670,2017,6453,4458,1995,20,7732,4950,2782,7511,4768,2743,18,17536,12235,5301,17230,11940,5290,56
1,13100,区部,2,I,53,建築材料，鉱物・金属材料等卸売業,9437,169288,124431,44475,153111,111111,41618,4070,10154,6786,3288,5844,3543,2221,2316,15329,10616,4603,11893,8044,3739,1523,20244,14800,5402,17622,12692,4888,505,11958,8889,3049,10811,7890,2901,439,16602,12157,4445,15390,11057,4333,283,19197,14212,4985,18182,13249,4933,142,19770,14389,5251,18924,13561,5233,48,11981,8910,3071,11555,8498,3057,29,10456,7840,2616,10026,7414,2612,35,33597,25832,7765,32864,25163,7701,47
1,13100,区部,2,I,54,機械器具卸売業,12296,341986,262266,78402,323595,246884,75409,4470,11011,7672,3174,6793,4379,2250,2954,19427,14011,5276,15796,11245,4415,2091,28493,21313,7032,25608,18968,6492,854,20360,15555,4736,18929,14308,4552,775,29255,22370,6679,27669,20925,6538,558,38877,29525,9228,37384,28175,9092,305,41976,31971,9835,40826,30890,9770,80,19037,14624,4117,18673,14269,4108,63,23998,19137,4861,23575,18769,4806,85,109552,86088,23464,108342,84956,23386,61
1,13100,区部,2,I,55,その他の卸売業,12555,247585,152120,94695,221971,137248,83955,5633,13607,8311,5148,7757,4150,3461,2907,18986,11850,6939,14716,8866,5653,1847,24779,15909,8732,21701,13668,7895,702,16679,11034,5622,15300,9939,5338,569,21509,13706,7689,20114,12563,7437,451,31310,20286,11024,29815,19184,10631,231,32170,19745,12275,30878,18878,11850,65,15029,9147,5882,14210,8838,5372,38,14426,9515,4911,14215,9329,4886,53,59090,32617,26473,53265,31833,21432,59
1,13100,区部,2,I,56,各種商品小売業,196,35642,14901,20741,34431,14606,19825,25,50,22,28,36,14,22,29,186,56,130,161,40,121,25,339,124,215,337,124,213,7,162,74,88,146,59,87,16,576,256,320,565,253,312,20,1481,693,788,1477,693,784,28,4089,1795,2294,4067,1792,2275,13,3193,1231,1962,3182,1230,1952,15,5556,2275,3281,5508,2254,3254,18,20010,8375,11635,18952,8147,10805,-
1,13100,区部,2,I,57,織物・衣服・身の回り品小売業,13741,98896,31501,66819,88911,26637,61701,8257,19345,6293,12948,12659,2962,9596,3521,22339,5157,17002,20761,4417,16164,1054,13589,4034,9424,12919,3738,9050,252,6040,2165,3830,5837,2041,3751,188,7181,2429,4752,6977,2317,4660,135,9405,3112,6177,9068,3007,5945,55,7958,3166,4792,7775,3074,4701,18,4368,1597,2771,4350,1583,2767,15,5639,2200,3439,5564,2181,3383,5,3032,1348,1684,3001,1317,1684,241
1,13100,区部,2,I,58,飲食料品小売業,22678,261622,116585,144282,235014,100742,133526,10465,24130,11434,12616,11492,3572,7843,4058,27536,10912,16490,24117,8824,15160,4921,69090,33968,34875,63598,30674,32682,1796,41653,19076,22440,38909,17652,21120,662,24442,10675,13724,23126,10034,13049,482,33563,13754,19809,32820,13407,19413,217,29208,10983,18111,29073,10908,18051,28,6797,3161,3636,6737,3109,3628,6,2307,1007,1300,2261,962,1299,3,2896,1615,1281,2881,1600,1281,40
