産業分類階層,大分類,中分類,分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業／総数（企業）,外国資本比率／０％／企業数（企業）,外国資本比率／０％超～10％未満／企業数（企業）,外国資本比率／10％以上～20％未満／企業数（企業）,外国資本比率／20％以上～30％未満／企業数（企業）,外国資本比率／30％以上～50％未満／企業数（企業）,外国資本比率／50％／企業数（企業）,外国資本比率／50％超～100％未満／企業数（企業）,外国資本比率／100％／企業数（企業）
2,E,20,なめし革・同製品・毛皮製造業,1,06,5000万～1億円未満,13,13,-,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,07,1億～3億円未満,6,5,-,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,08,3億～10億円未満,2,2,-,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,09,10億～50億円未満,1,1,-,-,-,-,-,-,-
2,E,20,なめし革・同製品・毛皮製造業,1,10,50億円以上,-,-,-,-,-,-,-,-,-
2,E,21,窯業・土石製品製造業,0,00,合計（資本金額が不詳含む）,546,484,9,5,1,3,1,3,6
2,E,21,窯業・土石製品製造業,1,01,300万円未満,7,7,-,-,-,-,-,-,-
2,E,21,窯業・土石製品製造業,1,02,300万～500万円未満,110,103,-,-,-,-,-,-,1
2,E,21,窯業・土石製品製造業,1,03,500万～1000万円未満,30,26,-,-,-,1,-,-,-
2,E,21,窯業・土石製品製造業,1,04,1000万～3000万円未満,208,197,-,-,-,1,-,-,1
2,E,21,窯業・土石製品製造業,1,05,3000万～5000万円未満,50,49,-,1,-,-,-,-,-
2,E,21,窯業・土石製品製造業,1,06,5000万～1億円未満,43,41,-,-,-,-,-,-,-
2,E,21,窯業・土石製品製造業,1,07,1億～3億円未満,34,28,-,-,-,-,-,-,1
2,E,21,窯業・土石製品製造業,1,08,3億～10億円未満,18,12,2,-,-,-,-,2,2
2,E,21,窯業・土石製品製造業,1,09,10億～50億円未満,27,19,5,-,-,-,1,1,1
2,E,21,窯業・土石製品製造業,1,10,50億円以上,10,2,2,4,1,1,-,-,-
2,E,22,鉄鋼業,0,00,合計（資本金額が不詳含む）,386,360,4,2,2,-,-,-,-
2,E,22,鉄鋼業,1,01,300万円未満,9,7,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,02,300万～500万円未満,108,104,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,03,500万～1000万円未満,24,23,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,04,1000万～3000万円未満,137,132,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,05,3000万～5000万円未満,21,21,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,06,5000万～1億円未満,28,25,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,07,1億～3億円未満,16,16,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,08,3億～10億円未満,17,16,-,-,-,-,-,-,-
2,E,22,鉄鋼業,1,09,10億～50億円未満,7,6,1,-,-,-,-,-,-
2,E,22,鉄鋼業,1,10,50億円以上,17,10,3,2,2,-,-,-,-
2,E,23,非鉄金属製造業,0,00,合計（資本金額が不詳含む）,435,408,5,4,5,1,-,1,2
2,E,23,非鉄金属製造業,1,01,300万円未満,9,8,-,-,-,-,-,-,-
2,E,23,非鉄金属製造業,1,02,300万～500万円未満,140,137,-,-,-,-,-,-,-
2,E,23,非鉄金属製造業,1,03,500万～1000万円未満,38,38,-,-,-,-,-,-,-
2,E,23,非鉄金属製造業,1,04,1000万～3000万円未満,142,141,-,-,-,-,-,-,-
2,E,23,非鉄金属製造業,1,05,3000万～5000万円未満,30,28,-,-,1,-,-,-,-
2,E,23,非鉄金属製造業,1,06,5000万～1億円未満,21,20,1,-,-,-,-,-,-
2,E,23,非鉄金属製造業,1,07,1億～3億円未満,15,14,-,-,-,-,-,-,1
2,E,23,非鉄金属製造業,1,08,3億～10億円未満,9,7,-,-,-,-,-,-,1
2,E,23,非鉄金属製造業,1,09,10億～50億円未満,9,6,2,-,-,-,-,1,-
2,E,23,非鉄金属製造業,1,10,50億円以上,20,9,2,4,4,1,-,-,-
2,E,24,金属製品製造業,0,00,合計（資本金額が不詳含む）,3945,3716,12,4,-,1,2,1,8
2,E,24,金属製品製造業,1,01,300万円未満,119,104,-,-,-,-,-,-,-
2,E,24,金属製品製造業,1,02,300万～500万円未満,1494,1433,2,-,-,-,-,-,1
2,E,24,金属製品製造業,1,03,500万～1000万円未満,462,444,-,-,-,-,-,-,-
2,E,24,金属製品製造業,1,04,1000万～3000万円未満,1458,1391,-,1,-,-,-,1,3
2,E,24,金属製品製造業,1,05,3000万～5000万円未満,145,139,-,-,-,1,-,-,-
2,E,24,金属製品製造業,1,06,5000万～1億円未満,123,118,-,-,-,-,1,-,1
2,E,24,金属製品製造業,1,07,1億～3億円未満,51,44,1,-,-,-,1,-,2
2,E,24,金属製品製造業,1,08,3億～10億円未満,28,25,2,-,-,-,-,-,1
2,E,24,金属製品製造業,1,09,10億～50億円未満,15,9,5,1,-,-,-,-,-
2,E,24,金属製品製造業,1,10,50億円以上,13,9,2,2,-,-,-,-,-
2,E,25,はん用機械器具製造業,0,00,合計（資本金額が不詳含む）,1119,1015,5,5,2,3,-,7,8
2,E,25,はん用機械器具製造業,1,01,300万円未満,30,28,-,-,-,-,-,-,-
2,E,25,はん用機械器具製造業,1,02,300万～500万円未満,340,319,-,-,-,-,-,-,-
2,E,25,はん用機械器具製造業,1,03,500万～1000万円未満,84,75,-,-,-,-,-,-,-
2,E,25,はん用機械器具製造業,1,04,1000万～3000万円未満,450,426,-,-,-,-,-,-,2
2,E,25,はん用機械器具製造業,1,05,3000万～5000万円未満,62,58,-,-,-,-,-,-,-
2,E,25,はん用機械器具製造業,1,06,5000万～1億円未満,63,59,-,-,-,-,-,-,3
2,E,25,はん用機械器具製造業,1,07,1億～3億円未満,28,27,-,-,-,-,-,-,1
2,E,25,はん用機械器具製造業,1,08,3億～10億円未満,23,17,2,-,-,-,-,1,2
2,E,25,はん用機械器具製造業,1,09,10億～50億円未満,14,5,3,2,-,-,-,3,-
2,E,25,はん用機械器具製造業,1,10,50億円以上,12,1,-,3,2,3,-,3,-
2,E,26,生産用機械器具製造業,0,00,合計（資本金額が不詳含む）,2643,2466,11,8,6,7,1,5,15
2,E,26,生産用機械器具製造業,1,01,300万円未満,49,39,-,-,-,-,-,-,2
2,E,26,生産用機械器具製造業,1,02,300万～500万円未満,889,861,-,-,-,-,-,-,1
2,E,26,生産用機械器具製造業,1,03,500万～1000万円未満,299,284,-,-,-,-,-,1,-
2,E,26,生産用機械器具製造業,1,04,1000万～3000万円未満,1026,974,1,2,-,-,1,1,2
2,E,26,生産用機械器具製造業,1,05,3000万～5000万円未満,140,135,-,-,-,-,-,-,1
2,E,26,生産用機械器具製造業,1,06,5000万～1億円未満,113,107,-,1,-,-,-,2,1
2,E,26,生産用機械器具製造業,1,07,1億～3億円未満,39,32,1,-,1,1,-,1,1
2,E,26,生産用機械器具製造業,1,08,3億～10億円未満,22,16,1,1,-,1,-,-,3
2,E,26,生産用機械器具製造業,1,09,10億～50億円未満,26,14,6,-,1,1,-,-,3
2,E,26,生産用機械器具製造業,1,10,50億円以上,19,4,2,4,4,4,-,-,1
2,E,27,業務用機械器具製造業,0,00,合計（資本金額が不詳含む）,1499,1343,10,3,3,6,1,3,12
2,E,27,業務用機械器具製造業,1,01,300万円未満,42,36,1,1,-,-,-,-,-
2,E,27,業務用機械器具製造業,1,02,300万～500万円未満,390,363,-,-,-,-,-,-,-
2,E,27,業務用機械器具製造業,1,03,500万～1000万円未満,103,84,-,-,-,-,-,1,1
2,E,27,業務用機械器具製造業,1,04,1000万～3000万円未満,644,599,-,1,-,-,-,2,3
2,E,27,業務用機械器具製造業,1,05,3000万～5000万円未満,93,81,1,-,-,-,-,-,2
2,E,27,業務用機械器具製造業,1,06,5000万～1億円未満,109,105,-,-,-,-,1,-,1
2,E,27,業務用機械器具製造業,1,07,1億～3億円未満,45,43,1,-,-,-,-,-,1
2,E,27,業務用機械器具製造業,1,08,3億～10億円未満,22,17,1,-,-,-,-,-,2
2,E,27,業務用機械器具製造業,1,09,10億～50億円未満,18,10,5,-,1,1,-,-,1
2,E,27,業務用機械器具製造業,1,10,50億円以上,15,5,1,1,2,5,-,-,1
2,E,28,電子部品・デバイス・電子回路製造業,0,00,合計（資本金額が不詳含む）,864,754,20,7,5,2,-,5,15
2,E,28,電子部品・デバイス・電子回路製造業,1,01,300万円未満,22,19,-,-,-,-,-,-,-
2,E,28,電子部品・デバイス・電子回路製造業,1,02,300万～500万円未満,183,170,-,-,-,-,-,-,-
2,E,28,電子部品・デバイス・電子回路製造業,1,03,500万～1000万円未満,66,63,-,-,-,-,-,-,-
2,E,28,電子部品・デバイス・電子回路製造業,1,04,1000万～3000万円未満,367,347,-,-,-,-,-,-,2
2,E,28,電子部品・デバイス・電子回路製造業,1,05,3000万～5000万円未満,63,55,1,1,-,-,-,1,2
2,E,28,電子部品・デバイス・電子回路製造業,1,06,5000万～1億円未満,63,55,2,-,-,-,-,1,1
2,E,28,電子部品・デバイス・電子回路製造業,1,07,1億～3億円未満,29,24,1,-,-,-,-,-,4
2,E,28,電子部品・デバイス・電子回路製造業,1,08,3億～10億円未満,20,12,3,1,-,-,-,1,2
2,E,28,電子部品・デバイス・電子回路製造業,1,09,10億～50億円未満,16,5,8,1,-,-,-,-,1
2,E,28,電子部品・デバイス・電子回路製造業,1,10,50億円以上,25,4,5,4,5,2,-,2,3
2,E,29,電気機械器具製造業,0,00,合計（資本金額が不詳含む）,1680,1524,12,4,4,7,-,3,6
2,E,29,電気機械器具製造業,1,01,300万円未満,42,35,-,-,-,-,-,-,-
2,E,29,電気機械器具製造業,1,02,300万～500万円未満,371,340,-,-,-,-,-,-,-
2,E,29,電気機械器具製造業,1,03,500万～1000万円未満,104,99,-,-,-,-,-,-,-
2,E,29,電気機械器具製造業,1,04,1000万～3000万円未満,769,732,-,-,-,-,-,-,1
2,E,29,電気機械器具製造業,1,05,3000万～5000万円未満,127,124,-,-,-,-,-,-,-
2,E,29,電気機械器具製造業,1,06,5000万～1億円未満,124,117,3,-,-,-,-,1,-
2,E,29,電気機械器具製造業,1,07,1億～3億円未満,42,36,1,-,-,-,-,-,2
2,E,29,電気機械器具製造業,1,08,3億～10億円未満,25,19,1,-,1,-,-,1,2
2,E,29,電気機械器具製造業,1,09,10億～50億円未満,20,12,5,2,-,-,-,-,1
2,E,29,電気機械器具製造業,1,10,50億円以上,25,10,2,2,3,7,-,1,-
2,E,30,情報通信機械器具製造業,0,00,合計（資本金額が不詳含む）,426,362,9,4,6,3,-,2,5
2,E,30,情報通信機械器具製造業,1,01,300万円未満,12,11,-,-,-,-,-,-,-
2,E,30,情報通信機械器具製造業,1,02,300万～500万円未満,56,54,-,-,-,-,-,-,-
2,E,30,情報通信機械器具製造業,1,03,500万～1000万円未満,24,22,-,-,-,-,-,-,-
2,E,30,情報通信機械器具製造業,1,04,1000万～3000万円未満,164,152,-,1,-,-,-,-,-
2,E,30,情報通信機械器具製造業,1,05,3000万～5000万円未満,31,29,-,-,-,-,-,1,-
2,E,30,情報通信機械器具製造業,1,06,5000万～1億円未満,54,49,-,1,-,-,-,-,1
2,E,30,情報通信機械器具製造業,1,07,1億～3億円未満,37,29,3,-,-,1,-,-,2
2,E,30,情報通信機械器具製造業,1,08,3億～10億円未満,13,10,-,-,1,-,-,1,1
2,E,30,情報通信機械器具製造業,1,09,10億～50億円未満,7,1,3,1,1,-,-,-,-
2,E,30,情報通信機械器具製造業,1,10,50億円以上,17,5,3,1,4,2,-,-,1
2,E,31,輸送用機械器具製造業,0,00,合計（資本金額が不詳含む）,747,685,3,4,3,4,-,-,8
2,E,31,輸送用機械器具製造業,1,01,300万円未満,18,16,-,-,-,-,-,-,-
2,E,31,輸送用機械器具製造業,1,02,300万～500万円未満,213,203,-,-,-,-,-,-,-
2,E,31,輸送用機械器具製造業,1,03,500万～1000万円未満,67,61,-,-,-,-,-,-,-
2,E,31,輸送用機械器具製造業,1,04,1000万～3000万円未満,285,272,-,-,-,-,-,-,1
2,E,31,輸送用機械器具製造業,1,05,3000万～5000万円未満,57,56,-,-,-,-,-,-,1
2,E,31,輸送用機械器具製造業,1,06,5000万～1億円未満,32,32,-,-,-,-,-,-,-
2,E,31,輸送用機械器具製造業,1,07,1億～3億円未満,19,17,-,-,-,-,-,-,1
2,E,31,輸送用機械器具製造業,1,08,3億～10億円未満,15,10,-,-,-,-,-,-,3
2,E,31,輸送用機械器具製造業,1,09,10億～50億円未満,19,12,3,2,1,-,-,-,-
2,E,31,輸送用機械器具製造業,1,10,50億円以上,16,6,-,2,2,4,-,-,2
2,E,32,その他の製造業,0,00,合計（資本金額が不詳含む）,2541,2264,8,2,1,1,1,1,8
2,E,32,その他の製造業,1,01,300万円未満,117,100,-,-,-,1,-,-,-
2,E,32,その他の製造業,1,02,300万～500万円未満,893,839,1,-,-,-,-,-,1
2,E,32,その他の製造業,1,03,500万～1000万円未満,241,206,-,-,-,-,-,-,2
2,E,32,その他の製造業,1,04,1000万～3000万円未満,991,909,1,1,-,-,-,-,5
2,E,32,その他の製造業,1,05,3000万～5000万円未満,84,79,-,-,-,-,-,-,-
2,E,32,その他の製造業,1,06,5000万～1億円未満,81,75,-,-,-,-,1,-,-
2,E,32,その他の製造業,1,07,1億～3億円未満,31,29,-,-,-,-,-,-,-
2,E,32,その他の製造業,1,08,3億～10億円未満,15,14,-,-,-,-,-,1,-
2,E,32,その他の製造業,1,09,10億～50億円未満,15,10,5,-,-,-,-,-,-
2,E,32,その他の製造業,1,10,50億円以上,6,3,1,1,1,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,0,00,合計（資本金額が不詳含む）,130,104,1,2,1,1,-,1,4
1,F,00,電気・ガス・熱供給・水道業,1,01,300万円未満,2,2,-,-,-,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,02,300万～500万円未満,2,2,-,-,-,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,03,500万～1000万円未満,4,4,-,-,-,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,04,1000万～3000万円未満,13,13,-,-,-,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,05,3000万～5000万円未満,9,9,-,-,-,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,06,5000万～1億円未満,11,9,-,-,-,-,-,-,1
1,F,00,電気・ガス・熱供給・水道業,1,07,1億～3億円未満,23,20,-,-,-,-,-,-,2
1,F,00,電気・ガス・熱供給・水道業,1,08,3億～10億円未満,36,33,-,-,1,-,-,-,-
1,F,00,電気・ガス・熱供給・水道業,1,09,10億～50億円未満,7,5,-,1,-,-,-,1,-
1,F,00,電気・ガス・熱供給・水道業,1,10,50億円以上,13,7,1,1,-,1,-,-,1
2,F,33,電気業,0,00,合計（資本金額が不詳含む）,57,41,1,1,1,-,-,1,2
2,F,33,電気業,1,01,300万円未満,2,2,-,-,-,-,-,-,-
2,F,33,電気業,1,02,300万～500万円未満,1,1,-,-,-,-,-,-,-
2,F,33,電気業,1,03,500万～1000万円未満,3,3,-,-,-,-,-,-,-
2,F,33,電気業,1,04,1000万～3000万円未満,5,5,-,-,-,-,-,-,-
2,F,33,電気業,1,05,3000万～5000万円未満,4,4,-,-,-,-,-,-,-
2,F,33,電気業,1,06,5000万～1億円未満,4,2,-,-,-,-,-,-,1
2,F,33,電気業,1,07,1億～3億円未満,8,6,-,-,-,-,-,-,1
2,F,33,電気業,1,08,3億～10億円未満,11,10,-,-,1,-,-,-,-
2,F,33,電気業,1,09,10億～50億円未満,4,3,-,-,-,-,-,1,-
2,F,33,電気業,1,10,50億円以上,9,5,1,1,-,-,-,-,-
2,F,34,ガス業,0,00,合計（資本金額が不詳含む）,9,7,-,-,-,1,-,-,1
2,F,34,ガス業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,F,34,ガス業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,F,34,ガス業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,F,34,ガス業,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,F,34,ガス業,1,05,3000万～5000万円未満,2,2,-,-,-,-,-,-,-
2,F,34,ガス業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
2,F,34,ガス業,1,07,1億～3億円未満,3,2,-,-,-,-,-,-,1
2,F,34,ガス業,1,08,3億～10億円未満,2,2,-,-,-,-,-,-,-
2,F,34,ガス業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,F,34,ガス業,1,10,50億円以上,1,-,-,-,-,1,-,-,-
2,F,35,熱供給業,0,00,合計（資本金額が不詳含む）,35,32,-,1,-,-,-,-,-
2,F,35,熱供給業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,F,35,熱供給業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,F,35,熱供給業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,F,35,熱供給業,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,F,35,熱供給業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,F,35,熱供給業,1,06,5000万～1億円未満,1,1,-,-,-,-,-,-,-
2,F,35,熱供給業,1,07,1億～3億円未満,7,7,-,-,-,-,-,-,-
2,F,35,熱供給業,1,08,3億～10億円未満,22,20,-,-,-,-,-,-,-
2,F,35,熱供給業,1,09,10億～50億円未満,3,2,-,1,-,-,-,-,-
2,F,35,熱供給業,1,10,50億円以上,2,2,-,-,-,-,-,-,-
2,F,36,水道業,0,00,合計（資本金額が不詳含む）,29,24,-,-,-,-,-,-,1
2,F,36,水道業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,F,36,水道業,1,02,300万～500万円未満,1,1,-,-,-,-,-,-,-
2,F,36,水道業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
2,F,36,水道業,1,04,1000万～3000万円未満,8,8,-,-,-,-,-,-,-
2,F,36,水道業,1,05,3000万～5000万円未満,3,3,-,-,-,-,-,-,-
2,F,36,水道業,1,06,5000万～1億円未満,5,5,-,-,-,-,-,-,-
2,F,36,水道業,1,07,1億～3億円未満,5,5,-,-,-,-,-,-,-
2,F,36,水道業,1,08,3億～10億円未満,1,1,-,-,-,-,-,-,-
2,F,36,水道業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,F,36,水道業,1,10,50億円以上,1,-,-,-,-,-,-,-,1
1,G,00,情報通信業,0,00,合計（資本金額が不詳含む）,17018,13970,117,54,22,30,11,55,255
1,G,00,情報通信業,1,01,300万円未満,1211,1004,-,1,-,-,-,3,18
1,G,00,情報通信業,1,02,300万～500万円未満,2926,2644,-,-,1,-,-,2,14
1,G,00,情報通信業,1,03,500万～1000万円未満,1220,1013,-,2,-,-,2,-,22
1,G,00,情報通信業,1,04,1000万～3000万円未満,6831,6187,1,2,-,4,4,16,87
1,G,00,情報通信業,1,05,3000万～5000万円未満,1101,995,2,3,-,2,1,9,16
1,G,00,情報通信業,1,06,5000万～1億円未満,1128,1006,5,6,-,5,1,6,32
1,G,00,情報通信業,1,07,1億～3億円未満,718,612,9,6,4,5,-,8,35
1,G,00,情報通信業,1,08,3億～10億円未満,462,343,56,10,2,6,2,7,20
1,G,00,情報通信業,1,09,10億～50億円未満,193,118,34,15,7,3,1,3,6
1,G,00,情報通信業,1,10,50億円以上,91,48,10,9,8,5,-,1,5
2,G,37,通信業,0,00,合計（資本金額が不詳含む）,248,185,4,3,3,1,-,1,15
2,G,37,通信業,1,01,300万円未満,11,8,-,-,-,-,-,-,-
2,G,37,通信業,1,02,300万～500万円未満,26,24,-,-,-,-,-,-,-
2,G,37,通信業,1,03,500万～1000万円未満,18,14,-,1,-,-,-,-,-
2,G,37,通信業,1,04,1000万～3000万円未満,66,55,-,-,-,-,-,-,5
2,G,37,通信業,1,05,3000万～5000万円未満,13,12,-,-,-,-,-,-,-
2,G,37,通信業,1,06,5000万～1億円未満,23,19,-,-,-,-,-,-,2
2,G,37,通信業,1,07,1億～3億円未満,26,19,-,1,-,1,-,-,3
2,G,37,通信業,1,08,3億～10億円未満,19,12,1,-,1,-,-,1,4
2,G,37,通信業,1,09,10億～50億円未満,19,14,2,-,2,-,-,-,1
2,G,37,通信業,1,10,50億円以上,12,8,1,1,-,-,-,-,-
2,G,38,放送業,0,00,合計（資本金額が不詳含む）,109,92,4,1,-,1,-,-,4
2,G,38,放送業,1,01,300万円未満,2,2,-,-,-,-,-,-,-
2,G,38,放送業,1,02,300万～500万円未満,3,3,-,-,-,-,-,-,-
2,G,38,放送業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
2,G,38,放送業,1,04,1000万～3000万円未満,18,17,-,-,-,-,-,-,-
2,G,38,放送業,1,05,3000万～5000万円未満,7,6,-,-,-,-,-,-,-
2,G,38,放送業,1,06,5000万～1億円未満,7,6,1,-,-,-,-,-,-
2,G,38,放送業,1,07,1億～3億円未満,17,13,-,1,-,-,-,-,3
2,G,38,放送業,1,08,3億～10億円未満,13,12,-,-,-,-,-,-,-
2,G,38,放送業,1,09,10億～50億円未満,22,18,2,-,-,1,-,-,-
2,G,38,放送業,1,10,50億円以上,17,14,1,-,-,-,-,-,1
2,G,39,情報サービス業,0,00,合計（資本金額が不詳含む）,8407,7002,59,30,10,20,7,37,178
2,G,39,情報サービス業,1,01,300万円未満,564,482,-,1,-,-,-,2,15
2,G,39,情報サービス業,1,02,300万～500万円未満,1155,1051,-,-,1,-,-,1,10
2,G,39,情報サービス業,1,03,500万～1000万円未満,583,474,-,-,-,-,2,-,19
2,G,39,情報サービス業,1,04,1000万～3000万円未満,3453,3124,1,1,-,4,2,11,60
2,G,39,情報サービス業,1,05,3000万～5000万円未満,687,624,1,3,-,1,1,7,11
2,G,39,情報サービス業,1,06,5000万～1億円未満,682,604,2,4,-,5,-,6,26
2,G,39,情報サービス業,1,07,1億～3億円未満,433,379,6,2,1,2,-,5,19
2,G,39,情報サービス業,1,08,3億～10億円未満,255,194,31,5,-,3,1,2,12
2,G,39,情報サービス業,1,09,10億～50億円未満,89,53,14,8,2,2,1,2,3
2,G,39,情報サービス業,1,10,50億円以上,41,17,4,6,6,3,-,1,3
2,G,40,インターネット附随サービス業,0,00,合計（資本金額が不詳含む）,1990,1320,35,14,9,6,-,9,31
2,G,40,インターネット附随サービス業,1,01,300万円未満,216,166,-,-,-,-,-,1,1
2,G,40,インターネット附随サービス業,1,02,300万～500万円未満,294,246,-,-,-,-,-,-,1
2,G,40,インターネット附随サービス業,1,03,500万～1000万円未満,176,138,-,1,-,-,-,-,2
2,G,40,インターネット附随サービス業,1,04,1000万～3000万円未満,466,386,-,-,-,-,-,4,11
2,G,40,インターネット附随サービス業,1,05,3000万～5000万円未満,95,72,1,-,-,-,-,-,3
2,G,40,インターネット附随サービス業,1,06,5000万～1億円未満,135,114,1,2,-,-,-,-,3
2,G,40,インターネット附随サービス業,1,07,1億～3億円未満,134,110,1,1,3,1,-,1,4
2,G,40,インターネット附随サービス業,1,08,3億～10億円未満,110,73,17,3,1,3,-,3,4
2,G,40,インターネット附随サービス業,1,09,10億～50億円未満,37,11,13,7,3,-,-,-,2
2,G,40,インターネット附随サービス業,1,10,50億円以上,11,4,2,-,2,2,-,-,-
2,G,41,映像・音声・文字情報制作業,0,00,合計（資本金額が不詳含む）,6243,5355,15,6,-,2,4,8,27
2,G,41,映像・音声・文字情報制作業,1,01,300万円未満,418,346,-,-,-,-,-,-,2
2,G,41,映像・音声・文字情報制作業,1,02,300万～500万円未満,1443,1316,-,-,-,-,-,1,3
2,G,41,映像・音声・文字情報制作業,1,03,500万～1000万円未満,439,384,-,-,-,-,-,-,1
2,G,41,映像・音声・文字情報制作業,1,04,1000万～3000万円未満,2818,2595,-,1,-,-,2,1,11
2,G,41,映像・音声・文字情報制作業,1,05,3000万～5000万円未満,298,281,-,-,-,1,-,2,2
2,G,41,映像・音声・文字情報制作業,1,06,5000万～1億円未満,279,263,1,-,-,-,1,-,1
2,G,41,映像・音声・文字情報制作業,1,07,1億～3億円未満,108,91,2,1,-,1,-,2,6
2,G,41,映像・音声・文字情報制作業,1,08,3億～10億円未満,65,52,7,2,-,-,1,1,-
2,G,41,映像・音声・文字情報制作業,1,09,10億～50億円未満,26,22,3,-,-,-,-,1,-
2,G,41,映像・音声・文字情報制作業,1,10,50億円以上,10,5,2,2,-,-,-,-,1
1,H,00,運輸業，郵便業,0,00,合計（資本金額が不詳含む）,5094,4574,16,13,6,9,-,31,80
1,H,00,運輸業，郵便業,1,01,300万円未満,104,83,-,-,-,-,-,-,4
1,H,00,運輸業，郵便業,1,02,300万～500万円未満,864,800,-,-,-,1,-,1,3
1,H,00,運輸業，郵便業,1,03,500万～1000万円未満,530,487,-,-,-,1,-,-,3
1,H,00,運輸業，郵便業,1,04,1000万～3000万円未満,2277,2125,1,1,1,2,-,13,27
1,H,00,運輸業，郵便業,1,05,3000万～5000万円未満,373,350,-,-,1,1,-,5,5
1,H,00,運輸業，郵便業,1,06,5000万～1億円未満,409,359,-,4,-,1,-,6,19
1,H,00,運輸業，郵便業,1,07,1億～3億円未満,213,192,-,-,-,-,-,4,13
1,H,00,運輸業，郵便業,1,08,3億～10億円未満,113,101,1,3,-,-,-,1,5
1,H,00,運輸業，郵便業,1,09,10億～50億円未満,67,53,10,-,1,-,-,-,1
1,H,00,運輸業，郵便業,1,10,50億円以上,40,24,4,5,3,3,-,1,-
2,H,42,鉄道業,0,00,合計（資本金額が不詳含む）,19,12,1,3,-,1,-,-,-
2,H,42,鉄道業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,04,1000万～3000万円未満,2,2,-,-,-,-,-,-,-
2,H,42,鉄道業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,06,5000万～1億円未満,1,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,07,1億～3億円未満,5,4,-,-,-,-,-,-,-
2,H,42,鉄道業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,H,42,鉄道業,1,09,10億～50億円未満,1,1,-,-,-,-,-,-,-
2,H,42,鉄道業,1,10,50億円以上,10,5,1,3,-,1,-,-,-
2,H,43,道路旅客運送業,0,00,合計（資本金額が不詳含む）,545,499,-,1,-,-,-,1,1
2,H,43,道路旅客運送業,1,01,300万円未満,22,18,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,02,300万～500万円未満,51,43,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,03,500万～1000万円未満,43,38,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,04,1000万～3000万円未満,267,256,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,05,3000万～5000万円未満,70,68,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,06,5000万～1億円未満,55,51,-,-,-,-,-,1,1
2,H,43,道路旅客運送業,1,07,1億～3億円未満,15,14,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,08,3億～10億円未満,6,5,-,1,-,-,-,-,-
2,H,43,道路旅客運送業,1,09,10億～50億円未満,5,5,-,-,-,-,-,-,-
2,H,43,道路旅客運送業,1,10,50億円以上,1,1,-,-,-,-,-,-,-
2,H,44,道路貨物運送業,0,00,合計（資本金額が不詳含む）,3046,2808,2,2,3,-,-,5,22
2,H,44,道路貨物運送業,1,01,300万円未満,54,39,-,-,-,-,-,-,2
