産業分類階層,大分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
1,M,宿泊業，飲食サービス業,1,05,30～49人,754,28474,49,1864,190,6974,81,3133,293,11251,37,1400,29,1143,10,383,1,38,1,43,-,-
1,M,宿泊業，飲食サービス業,1,06,50～99人,537,37227,16,1064,94,6302,41,2928,252,17278,50,3659,42,2967,16,1198,3,193,1,54,-,-
1,M,宿泊業，飲食サービス業,1,07,100～299人,421,70882,5,777,31,4180,26,4158,175,29010,57,10128,67,12149,35,6497,7,1266,4,697,-,-
1,M,宿泊業，飲食サービス業,1,08,300～999人,173,98062,2,999,2,722,4,2304,54,29160,22,13124,39,20937,32,18899,5,3550,10,6908,3,1459
1,M,宿泊業，飲食サービス業,1,09,1000人～1999人,69,96628,-,-,-,-,1,1019,12,15833,7,9050,13,20620,21,28235,9,13132,6,8739,-,-
1,M,宿泊業，飲食サービス業,1,10,2000人～4999人,58,187617,-,-,-,-,-,-,9,30808,4,9683,9,29387,22,71445,6,20342,5,17011,3,8941
1,M,宿泊業，飲食サービス業,1,11,5000人以上,44,621432,-,-,-,-,-,-,7,85329,-,-,4,46513,12,174312,4,34831,11,212240,6,68207
1,M,宿泊業，飲食サービス業,1,12,出向・派遣従業者のみ,9,-,2,-,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-
1,N,生活関連サービス業，娯楽業,0,00,全ての規模,11129,429169,884,5635,4056,30424,1186,19822,2901,74105,349,27843,382,53741,187,71048,58,21266,40,58576,12,57575
1,N,生活関連サービス業，娯楽業,1,01,1～4人,5007,12571,500,1186,2288,5732,582,1477,964,2474,57,155,34,91,11,30,3,12,1,1,-,-
1,N,生活関連サービス業，娯楽業,1,02,5～9人,2764,18082,242,1570,1044,6782,331,2169,735,4843,53,375,39,261,13,88,5,38,1,9,-,-
1,N,生活関連サービス業，娯楽業,1,03,10～19人,1443,19455,99,1341,439,5798,144,1877,500,6851,63,863,64,922,18,267,1,15,-,-,-,-
1,N,生活関連サービス業，娯楽業,1,04,20～29人,545,12918,27,625,125,2917,59,1415,202,4810,33,773,42,1029,10,246,1,28,-,-,1,20
1,N,生活関連サービス業，娯楽業,1,05,30～49人,468,17740,6,219,98,3608,39,1469,198,7539,33,1239,46,1814,23,883,4,160,-,-,-,-
1,N,生活関連サービス業，娯楽業,1,06,50～99人,385,26667,7,447,48,3144,18,1189,159,11111,52,3631,54,3940,16,1094,9,637,5,365,1,81
1,N,生活関連サービス業，娯楽業,1,07,100～299人,303,50449,2,247,10,1817,6,1034,113,17659,33,5446,62,10695,52,9158,12,2351,6,1061,-,-
1,N,生活関連サービス業，娯楽業,1,08,300～999人,135,69492,-,-,1,626,6,2778,25,11941,22,12695,30,14431,25,13147,16,7984,8,4627,1,883
1,N,生活関連サービス業，娯楽業,1,09,1000人～1999人,37,53534,-,-,-,-,-,-,2,2304,2,2666,7,10378,11,15598,5,7213,8,11647,2,3728
1,N,生活関連サービス業，娯楽業,1,10,2000人～4999人,24,72924,-,-,-,-,-,-,2,4573,-,-,3,10180,6,16969,1,2828,9,28014,3,10360
1,N,生活関連サービス業，娯楽業,1,11,5000人以上,9,75337,-,-,-,-,1,6414,-,-,-,-,-,-,2,13568,-,-,2,12852,4,42503
1,N,生活関連サービス業，娯楽業,1,12,出向・派遣従業者のみ,9,-,1,-,3,-,-,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-
1,O,教育，学習支援業,0,00,全ての規模,3311,141360,375,2493,986,8659,344,5860,973,38540,109,9678,105,13216,61,31929,23,22783,5,3957,-,-
1,O,教育，学習支援業,1,01,1～4人,1309,2965,219,470,482,1069,144,331,287,686,13,34,13,27,2,2,1,3,-,-,-,-
1,O,教育，学習支援業,1,02,5～9人,749,4975,88,587,240,1587,96,617,211,1414,15,113,6,43,5,33,4,28,-,-,-,-
1,O,教育，学習支援業,1,03,10～19人,529,7158,45,574,155,2092,52,691,169,2297,26,380,15,235,9,131,-,-,-,-,-,-
1,O,教育，学習支援業,1,04,20～29人,208,4992,8,191,53,1240,15,370,79,1922,13,324,15,365,3,69,1,22,-,-,-,-
1,O,教育，学習支援業,1,05,30～49人,202,7808,10,359,40,1490,20,755,92,3661,10,378,13,518,9,374,-,-,1,34,-,-
1,O,教育，学習支援業,1,06,50～99人,145,10100,3,206,12,800,10,757,75,5075,15,1021,12,842,8,702,3,210,-,-,-,-
1,O,教育，学習支援業,1,07,100～299人,97,16829,1,106,3,381,4,766,39,6546,13,2149,21,4019,10,1897,2,344,1,155,-,-
1,O,教育，学習支援業,1,08,300～999人,51,27356,-,-,-,-,3,1573,16,7421,3,1346,9,5717,8,4700,8,4862,2,827,-,-
1,O,教育，学習支援業,1,09,1000人～1999人,9,13560,-,-,-,-,-,-,3,4616,-,-,1,1450,4,6266,1,1228,-,-,-,-
1,O,教育，学習支援業,1,10,2000人～4999人,6,19346,-,-,-,-,-,-,2,4902,1,3933,-,-,-,-,2,7570,1,2941,-,-
1,O,教育，学習支援業,1,11,5000人以上,3,26271,-,-,-,-,-,-,-,-,-,-,-,-,2,17755,1,8516,-,-,-,-
1,O,教育，学習支援業,1,12,出向・派遣従業者のみ,3,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
1,P,医療，福祉,0,00,全ての規模,4473,228064,735,7846,1557,20843,587,10166,798,37455,108,12437,104,56387,63,40281,23,15585,3,3949,4,17662
1,P,医療，福祉,1,01,1～4人,1326,3261,271,658,552,1356,142,356,147,337,7,22,2,4,4,11,-,-,-,-,-,-
1,P,医療，福祉,1,02,5～9人,1035,6944,197,1326,364,2437,146,996,157,1060,6,38,6,42,2,13,-,-,-,-,-,-
1,P,医療，福祉,1,03,10～19人,933,12594,168,2222,330,4463,153,2039,153,2150,18,250,8,122,4,56,4,53,-,-,-,-
1,P,医療，福祉,1,04,20～29人,365,8798,46,1083,146,3531,60,1447,78,1901,5,110,7,167,3,77,-,-,-,-,-,-
1,P,医療，福祉,1,05,30～49人,326,12505,38,1416,112,4241,48,1814,83,3209,18,756,9,348,9,345,1,40,-,-,-,-
1,P,医療，福祉,1,06,50～99人,240,16714,12,755,37,2545,24,1494,115,8259,18,1213,18,1269,7,555,5,357,-,-,-,-
1,P,医療，福祉,1,07,100～299人,141,23853,3,386,16,2270,12,1682,47,7458,25,4804,17,3478,13,2498,4,704,2,316,-,-
1,P,医療，福祉,1,08,300～999人,61,30738,-,-,-,-,1,338,12,5203,9,3852,21,11483,11,5547,5,2992,-,-,-,-
1,P,医療，福祉,1,09,1000人～1999人,23,32457,-,-,-,-,-,-,4,5696,1,1392,8,11206,6,8888,3,4246,-,-,1,1029
1,P,医療，福祉,1,10,2000人～4999人,13,36204,-,-,-,-,-,-,1,2182,-,-,6,15441,3,6985,-,-,1,3633,2,7963
1,P,医療，福祉,1,11,5000人以上,5,43996,-,-,-,-,-,-,-,-,-,-,2,12827,1,15306,1,7193,-,-,1,8670
1,P,医療，福祉,1,12,出向・派遣従業者のみ,5,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,0,00,全ての規模,6,407840,-,-,2,11,1,4,2,16,-,-,-,-,-,-,-,-,-,-,1,407809
1,Q,複合サービス事業,1,01,1～4人,2,8,-,-,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,02,5～9人,2,12,-,-,1,7,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,03,10～19人,1,11,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,04,20～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,06,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,複合サービス事業,1,11,5000人以上,1,407809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,407809
1,Q,複合サービス事業,1,12,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,R,サービス業（他に分類されないもの）,0,00,全ての規模,12763,1553727,711,7416,3274,26750,1004,12160,5031,264683,736,117966,733,252120,386,327022,145,272802,47,75298,25,183995
1,R,サービス業（他に分類されないもの）,1,01,1～4人,4640,10966,445,929,1885,4401,489,1183,1297,3238,72,179,48,123,26,53,10,18,1,1,-,-
1,R,サービス業（他に分類されないもの）,1,02,5～9人,2455,16228,131,874,782,5039,241,1594,1005,6754,74,498,57,393,20,128,3,23,-,-,1,6
1,R,サービス業（他に分類されないもの）,1,03,10～19人,1662,22391,72,968,340,4467,141,1920,838,11281,105,1489,55,792,27,382,8,109,3,34,-,-
1,R,サービス業（他に分類されないもの）,1,04,20～29人,759,18030,20,467,116,2765,40,917,443,10592,51,1215,40,949,18,424,3,70,4,103,-,-
1,R,サービス業（他に分類されないもの）,1,05,30～49人,856,32748,17,629,77,2929,52,2000,487,18624,78,2913,70,2736,29,1154,10,406,3,123,1,33
1,R,サービス業（他に分類されないもの）,1,06,50～99人,853,59499,14,968,47,3129,28,1832,455,31499,122,8638,115,8399,40,2864,15,1085,3,207,1,52
1,R,サービス業（他に分類されないもの）,1,07,100～299人,769,132302,9,1325,23,3613,9,1194,338,55280,126,22242,167,29982,60,11652,22,4217,1,154,2,301
1,R,サービス業（他に分類されないもの）,1,08,300～999人,500,276079,2,1256,1,407,4,1520,123,65630,82,40454,130,75259,98,54547,36,21837,14,9288,4,2586
1,R,サービス業（他に分類されないもの）,1,09,1000人～1999人,118,163443,-,-,-,-,-,-,26,37187,20,26596,25,33876,27,37346,12,17153,3,4142,3,4529
1,R,サービス業（他に分類されないもの）,1,10,2000人～4999人,89,267363,-,-,-,-,-,-,4,10325,3,6995,18,54138,31,91034,17,54213,13,41459,3,9199
1,R,サービス業（他に分類されないもの）,1,11,5000人以上,39,554678,-,-,-,-,-,-,2,14273,1,6747,5,45473,10,127438,9,173671,2,19787,10,167289
1,R,サービス業（他に分類されないもの）,1,12,出向・派遣従業者のみ,23,-,1,-,3,-,-,-,13,-,2,-,3,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,,,,,,,,,,,,,,,,,,,,,
第22表　企業産業（大分類）、企業従業者規模（１２区分）、資本金階級（１０区分）別会社企業数及び企業従業者数,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）会社企業の総数は、資本金額が不詳の会社企業を含むため、各資本金階級の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）全産業には、「農業，林業，漁業間格付不能」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0:全産業総数　1:産業大分類　2:産業中分類　3:産業小分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,
企業常用雇用者規模階層（0:総数　1:企業常用雇用者規模階層）,,,,,,,,,,,,,,,,,,,,,,,,,,,
