地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
4,13114,中野区,2,H,43,道路旅客運送業,15,1459,1391,68,1426,1362,64,3,9,5,4,7,3,4,2,14,10,4,8,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,59,48,11,51,40,11,8,1162,1127,35,1149,1117,32,1,215,201,14,211,198,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,44,道路貨物運送業,73,1013,847,166,908,772,136,12,30,21,9,13,11,2,17,116,91,25,90,71,19,28,421,353,68,388,329,59,11,254,207,47,231,192,39,5,192,175,17,186,169,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,47,倉庫業,5,10,9,1,3,2,1,4,5,4,1,3,2,1,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,48,運輸に附帯するサービス業,19,273,189,84,236,162,74,9,23,16,7,13,9,4,1,8,8,-,7,7,-,3,40,18,22,32,12,20,3,70,44,26,65,44,21,2,68,60,8,55,47,8,1,64,43,21,64,43,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,H,49,郵便業（信書便事業を含む）,1,375,288,87,373,287,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,375,288,87,373,287,86,-,-,-,-,-,-,-,-
4,13114,中野区,1,I,00,卸売業，小売業,1895,24864,14782,10020,22509,13218,9229,921,2238,1177,1038,1269,527,719,459,3023,1529,1466,2536,1210,1298,284,3853,2231,1611,3464,1979,1474,96,2315,1301,1014,2141,1192,949,61,2280,1427,853,2184,1344,840,42,2818,1580,1238,2746,1534,1212,17,2534,1272,1262,2453,1250,1203,4,974,743,231,969,738,231,3,1217,998,219,1184,966,218,4,3612,2524,1088,3563,2478,1085,4
4,13114,中野区,2,I,50,各種商品卸売業,1,2,1,1,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,51,繊維・衣服等卸売業,44,696,542,152,607,476,129,22,60,36,22,33,17,14,8,59,36,23,44,25,19,9,119,72,47,85,46,39,2,49,14,35,43,11,32,1,35,35,-,32,32,-,1,81,56,25,81,56,25,-,-,-,-,-,-,-,1,293,293,-,289,289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,52,飲食料品卸売業,106,1250,839,411,1114,746,368,48,113,68,45,60,35,25,21,131,82,49,99,61,38,19,260,191,69,237,175,62,5,111,85,26,101,76,25,7,268,189,79,259,182,77,4,256,155,101,249,150,99,1,111,69,42,109,67,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,2,I,53,建築材料，鉱物・金属材料等卸売業,106,1199,886,309,1027,768,255,54,132,75,53,64,31,29,19,123,91,32,87,65,22,19,237,162,75,188,130,58,4,90,61,29,83,56,27,8,288,219,69,277,209,68,-,-,-,-,-,-,-,1,105,80,25,105,80,25,1,224,198,26,223,197,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,54,機械器具卸売業,170,5568,4483,1072,5310,4268,1029,74,176,105,65,91,46,39,48,325,232,86,272,190,75,16,213,154,59,189,134,55,8,214,155,59,206,147,59,7,242,190,52,219,169,50,7,461,392,69,456,387,69,4,555,417,138,546,408,138,1,227,153,74,227,153,74,2,905,761,144,878,734,144,2,2250,1924,326,2226,1900,326,1
4,13114,中野区,2,I,55,その他の卸売業,194,2545,1604,930,2163,1367,785,88,203,123,77,95,44,48,45,286,174,104,212,126,78,23,318,203,115,283,180,103,20,466,307,159,408,267,141,10,395,243,152,373,221,152,6,394,278,116,380,265,115,1,171,39,132,106,32,74,-,-,-,-,-,-,-,1,312,237,75,306,232,74,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,56,各種商品小売業,2,83,50,33,83,50,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,5,9,14,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,69,45,24,69,45,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,57,織物・衣服・身の回り品小売業,157,1458,664,786,1281,560,713,99,243,97,146,131,32,99,45,280,80,192,248,61,179,7,76,23,53,58,15,43,1,29,2,27,27,1,26,1,46,33,13,39,28,11,3,233,110,123,233,110,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,551,319,232,545,313,232,-
4,13114,中野区,2,I,58,飲食料品小売業,402,6327,2959,3364,5854,2669,3181,135,347,181,162,174,62,108,87,610,271,339,533,223,310,103,1422,816,606,1311,745,566,36,863,439,424,803,412,391,16,630,288,342,617,281,336,17,1134,448,686,1095,430,665,7,1091,417,674,1091,417,674,1,230,99,131,230,99,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,59,機械器具小売業,109,718,506,201,625,438,176,73,168,120,48,109,76,33,17,112,83,29,98,71,27,12,180,123,46,161,112,38,3,68,62,6,68,62,6,2,66,30,36,66,30,36,2,124,88,36,123,87,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,I,60,その他の小売業,513,3726,1667,2059,3283,1386,1897,266,663,307,356,453,167,286,154,999,415,584,863,335,528,65,885,409,476,821,371,450,16,400,161,239,379,147,232,6,212,117,95,211,116,95,1,66,8,58,60,4,56,3,501,250,251,496,246,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,2,I,61,無店舗小売業,87,1281,578,694,1157,489,659,57,120,61,55,54,16,34,15,98,65,28,80,53,22,10,129,73,56,117,66,51,1,25,15,10,23,13,10,3,98,83,15,91,76,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,811,281,530,792,265,527,-
4,13114,中野区,1,J,00,金融業，保険業,122,5976,2566,3410,5827,2454,3373,37,91,65,26,33,21,12,17,99,50,49,82,41,41,20,294,156,138,290,156,134,15,361,182,179,337,161,176,16,591,172,419,582,171,411,6,449,186,263,442,179,263,4,505,260,245,502,257,245,2,492,330,162,484,322,162,2,707,488,219,689,470,219,2,2387,677,1710,2386,676,1710,1
4,13114,中野区,2,J,62,銀行業,19,982,410,572,976,410,566,-,-,-,-,-,-,-,1,5,-,5,4,-,4,1,19,9,10,19,9,10,3,78,23,55,78,23,55,7,262,89,173,257,89,168,4,277,93,184,277,93,184,1,116,52,64,116,52,64,1,225,144,81,225,144,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,2,J,63,協同組織金融業,24,610,397,213,602,389,213,1,2,1,1,2,1,1,1,5,3,2,5,3,2,16,227,142,85,227,142,85,5,109,65,44,109,65,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,267,186,81,259,178,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,J,64,貸金業，クレジットカード業等非預金信用機関,9,1394,433,961,1384,423,961,5,13,11,2,3,1,2,2,14,7,7,14,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,30,24,6,30,24,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1337,391,946,1337,391,946,-
4,13114,中野区,2,J,65,金融商品取引業，商品先物取引業,14,85,54,31,72,45,27,11,20,14,6,7,5,2,1,5,3,2,5,3,2,-,-,-,-,-,-,-,1,21,12,9,21,12,9,1,39,25,14,39,25,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,J,66,補助的金融業等,5,1041,644,397,1017,620,397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,82,52,30,79,49,30,2,252,104,148,249,101,148,-,-,-,-,-,-,-,2,707,488,219,689,470,219,-,-,-,-,-,-,-,-
4,13114,中野区,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,51,1864,628,1236,1776,567,1209,20,56,39,17,21,14,7,12,70,37,33,54,28,26,3,48,5,43,44,5,39,6,153,82,71,129,61,68,7,260,34,226,256,33,223,1,90,41,49,86,37,49,1,137,104,33,137,104,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1050,286,764,1049,285,764,-
4,13114,中野区,1,K,00,不動産業，物品賃貸業,937,4658,2814,1841,3018,1866,1149,702,1616,871,742,556,278,275,164,1024,593,431,638,378,260,39,469,313,156,401,271,130,9,210,162,48,182,140,42,12,457,296,161,388,248,140,5,309,221,88,288,200,88,4,573,358,215,565,351,214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,2,K,68,不動産取引業,275,1510,1027,483,1153,774,379,177,430,267,163,221,119,102,68,441,292,149,356,233,123,20,244,170,74,205,141,64,4,82,62,20,66,51,15,4,146,93,53,139,88,51,1,67,65,2,66,64,2,1,100,78,22,100,78,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,K,69,不動産賃貸業・管理業,624,2765,1513,1249,1571,881,687,508,1149,577,569,313,144,166,89,542,275,267,249,125,124,12,144,86,58,121,76,45,2,56,39,17,50,34,16,4,159,100,59,151,93,58,4,242,156,86,222,136,86,3,473,280,193,465,273,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,2,K,70,物品賃貸業,37,348,247,101,287,204,83,17,37,27,10,22,15,7,7,41,26,15,33,20,13,7,81,57,24,75,54,21,3,72,61,11,66,55,11,3,117,76,41,91,60,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,L,00,学術研究，専門・技術サービス業,480,5649,3132,2509,4777,2495,2274,307,650,411,231,270,153,109,89,583,359,224,409,232,177,46,615,394,221,473,291,182,14,341,270,71,298,232,66,9,355,246,109,334,229,105,8,552,389,163,493,337,156,1,171,157,14,166,152,14,3,735,505,230,699,475,224,1,302,226,76,290,219,71,1,1345,175,1170,1345,175,1170,1
4,13114,中野区,2,L,71,学術・開発研究機関,15,113,67,46,71,42,29,9,21,9,12,9,4,5,4,23,7,16,12,2,10,1,13,12,1,13,12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,56,39,17,37,24,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,L,72,専門サービス業（他に分類されないもの）,204,3262,1387,1869,2830,1078,1746,136,279,159,114,99,42,51,41,279,161,118,196,98,98,16,220,120,100,150,75,75,3,70,51,19,54,37,17,1,40,25,15,34,19,15,3,205,145,60,176,118,58,-,-,-,-,-,-,-,2,522,325,197,486,295,191,1,302,226,76,290,219,71,1,1345,175,1170,1345,175,1170,-
4,13114,中野区,2,L,73,広告業,38,308,228,78,255,184,69,21,47,33,12,24,16,6,5,27,20,7,22,15,7,7,88,60,28,71,46,25,4,99,80,19,94,75,19,1,47,35,12,44,32,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,L,74,技術サービス業（他に分類されないもの）,222,1965,1449,516,1621,1191,430,140,302,209,93,138,91,47,39,254,171,83,179,117,62,22,294,202,92,239,158,81,7,172,139,33,150,120,30,7,268,186,82,256,178,78,4,291,205,86,280,195,85,1,171,157,14,166,152,14,1,213,180,33,213,180,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,1,M,00,宿泊業，飲食サービス業,807,8379,4229,4100,7353,3702,3601,237,608,335,269,406,195,207,273,1854,939,909,1631,801,824,184,2416,1278,1128,2241,1165,1066,61,1465,787,678,1339,703,636,41,1506,675,801,1392,628,734,7,421,214,207,343,209,134,1,109,1,108,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13114,中野区,2,M,75,宿泊業,24,147,55,92,134,46,88,10,18,6,12,16,5,11,9,57,21,36,56,21,35,3,38,8,30,33,4,29,-,-,-,-,-,-,-,1,34,20,14,29,16,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,2,M,76,飲食店,651,7031,3690,3325,6087,3216,2855,193,505,305,200,306,166,140,197,1336,782,548,1121,647,468,162,2152,1158,984,1993,1054,929,57,1370,718,652,1289,667,622,33,1188,547,641,1084,507,577,6,371,179,192,293,174,119,1,109,1,108,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,2,M,77,持ち帰り・配達飲食サービス業,132,1201,484,683,1132,440,658,34,85,24,57,84,24,56,67,461,136,325,454,133,321,19,226,112,114,215,107,108,4,95,69,26,50,36,14,7,284,108,146,279,105,144,1,50,35,15,50,35,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,N,00,生活関連サービス業，娯楽業,498,4340,2204,2130,3527,1768,1753,277,673,281,392,423,125,298,120,781,383,392,615,272,337,58,807,474,333,727,416,311,19,472,259,213,417,222,195,13,498,289,209,482,276,206,4,259,155,104,228,134,94,1,104,56,48,97,50,47,3,746,307,439,538,273,265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13114,中野区,2,N,78,洗濯・理容・美容・浴場業,262,1272,514,758,1020,355,665,171,413,150,263,276,70,206,65,418,176,242,343,128,215,18,243,123,120,226,107,119,3,71,31,40,60,21,39,2,68,17,51,68,17,51,1,59,17,42,47,12,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13114,中野区,2,N,79,その他の生活関連サービス業,100,924,490,434,780,393,387,54,136,57,79,86,23,63,27,180,91,89,136,65,71,11,149,99,50,130,83,47,3,84,40,44,64,27,37,2,78,43,35,77,42,35,1,54,35,19,44,28,16,-,-,-,-,-,-,-,1,243,125,118,243,125,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,2,N,80,娯楽業,136,2144,1200,938,1727,1020,701,52,124,74,50,61,32,29,28,183,116,61,136,79,51,29,415,252,163,371,226,145,13,317,188,129,293,174,119,9,352,229,123,337,217,120,2,146,103,43,137,94,43,1,104,56,48,97,50,47,2,503,182,321,295,148,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,O,00,教育，学習支援業,228,6041,3164,2867,5528,2848,2670,66,161,71,86,99,42,53,39,257,141,110,203,105,92,50,697,276,421,593,215,378,25,602,283,319,507,227,280,22,871,394,477,846,373,473,14,999,548,451,991,540,451,5,600,383,217,439,280,159,3,727,410,317,723,408,315,1,339,194,145,339,194,145,1,788,464,324,788,464,324,2
4,13114,中野区,2,O,81,学校教育,68,3381,1788,1593,3145,1618,1527,2,5,3,2,5,3,2,8,58,27,31,49,18,31,16,224,76,148,192,47,145,8,192,69,123,190,68,122,15,578,264,314,558,246,312,11,771,441,330,763,433,330,4,487,304,183,326,201,125,3,727,410,317,723,408,315,1,339,194,145,339,194,145,-,-,-,-,-,-,-,-
4,13114,中野区,2,O,82,その他の教育，学習支援業,160,2660,1376,1274,2383,1230,1143,64,156,68,84,94,39,51,31,199,114,79,154,87,61,34,473,200,273,401,168,233,17,410,214,196,317,159,158,7,293,130,163,288,127,161,3,228,107,121,228,107,121,1,113,79,34,113,79,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,788,464,324,788,464,324,2
4,13114,中野区,1,P,00,医療，福祉,580,12723,3742,8864,11838,3351,8370,117,310,143,164,232,92,137,154,1084,384,660,924,302,582,159,2164,587,1552,1929,474,1430,59,1428,376,1003,1355,343,963,57,2221,547,1674,1938,479,1459,17,1128,360,768,1083,327,756,9,1282,366,916,1271,355,916,1,239,69,170,239,69,170,3,1143,422,721,1143,422,721,2,1724,488,1236,1724,488,1236,2
4,13114,中野区,2,P,83,医療業,239,5334,1773,3561,4945,1541,3404,76,209,108,101,148,67,81,78,535,199,336,407,129,278,54,690,202,488,568,129,439,10,246,98,148,227,91,136,8,289,104,185,274,97,177,3,207,115,92,170,88,82,5,746,250,496,739,243,496,1,239,69,170,239,69,170,1,449,140,309,449,140,309,2,1724,488,1236,1724,488,1236,1
4,13114,中野区,2,P,84,保健衛生,2,34,13,21,30,10,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,34,13,21,30,10,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,P,85,社会保険・社会福祉・介護事業,337,7339,1953,5269,6847,1797,4933,40,97,34,60,80,24,53,76,549,185,324,517,173,304,102,1428,370,1033,1319,333,961,49,1182,278,855,1128,252,827,49,1932,443,1489,1664,382,1282,14,921,245,676,913,239,674,4,536,116,420,532,112,420,-,-,-,-,-,-,-,2,694,282,412,694,282,412,-,-,-,-,-,-,-,1
4,13114,中野区,1,Q,00,複合サービス事業,29,683,417,266,677,412,265,2,8,4,4,8,4,4,18,124,42,82,124,42,82,7,81,27,54,81,27,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,177,127,50,174,125,49,1,293,217,76,290,214,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,Q,86,郵便局,29,683,417,266,677,412,265,2,8,4,4,8,4,4,18,124,42,82,124,42,82,7,81,27,54,81,27,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,177,127,50,174,125,49,1,293,217,76,290,214,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,1,R,00,サービス業（他に分類されないもの）,503,10328,6840,3446,8666,5440,3184,247,516,312,202,307,167,138,96,640,403,219,512,311,183,75,985,701,284,788,558,230,27,650,467,161,594,425,147,18,675,398,277,600,379,221,17,1170,869,301,1135,844,291,10,1374,1003,371,1185,819,366,3,718,431,287,704,421,283,4,1444,650,794,1443,649,794,3,2156,1606,550,1398,867,531,3
4,13114,中野区,2,R,88,廃棄物処理業,17,1270,1213,52,441,394,42,5,10,8,2,6,6,-,3,21,14,2,20,13,2,3,31,27,4,22,21,1,2,50,41,9,45,37,8,-,-,-,-,-,-,-,1,66,46,20,63,43,20,2,301,294,7,222,218,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,791,783,8,63,56,7,-
4,13114,中野区,2,R,89,自動車整備業,20,141,125,16,116,107,9,10,22,19,3,12,11,1,5,35,27,8,28,23,5,4,61,56,5,53,50,3,1,23,23,-,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,R,90,機械等修理業（別掲を除く）,30,228,187,41,204,173,31,14,26,18,8,17,12,5,9,64,51,13,54,47,7,4,50,45,5,48,44,4,2,51,38,13,48,35,13,1,37,35,2,37,35,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,R,91,職業紹介・労働者派遣業,26,1000,602,376,833,484,327,10,18,14,4,12,11,1,4,27,14,13,22,11,11,5,76,49,27,61,38,23,2,47,21,4,47,21,4,1,38,3,35,2,1,1,1,65,62,3,60,60,-,1,100,97,3,6,4,2,1,219,206,13,214,203,11,1,410,136,274,409,135,274,-,-,-,-,-,-,-,-
4,13114,中野区,2,R,92,その他の事業サービス業,232,6585,4107,2463,6206,3849,2342,75,161,103,56,95,58,35,48,327,195,119,259,148,98,48,633,433,200,524,363,161,19,454,329,125,406,294,112,15,562,351,211,549,339,210,12,803,633,170,776,613,163,7,973,612,361,957,597,360,1,273,114,159,271,112,159,3,1034,514,520,1034,514,520,2,1365,823,542,1335,811,524,2
4,13114,中野区,2,R,93,政治・経済・文化団体,59,458,270,188,384,205,179,41,82,41,41,59,26,33,8,55,41,14,44,30,14,5,60,45,15,20,6,14,1,25,15,10,25,15,10,-,-,-,-,-,-,-,3,236,128,108,236,128,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13114,中野区,2,R,94,宗教,115,352,202,150,223,106,117,92,197,109,88,106,43,63,19,111,61,50,85,39,46,4,44,32,12,32,24,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,2,R,95,その他のサービス業,3,282,126,156,249,116,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,6,12,18,6,12,-,-,-,-,-,-,-,1,38,9,29,12,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,226,111,115,219,106,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,0,A～R,00,全産業（Ｓ公務を除く）,11893,137311,75396,61366,119807,64335,54931,5712,13408,7294,6054,7187,3313,3814,2922,19213,10023,9065,15357,7560,7673,1796,24289,12912,11251,21278,10954,10198,638,15052,7794,7139,13716,6936,6661,383,14336,7011,7264,13319,6467,6791,230,15465,8489,6918,14488,7943,6494,95,12977,8500,4477,12321,8070,4251,27,6481,4149,2332,6436,4116,2320,21,8161,5122,3039,7849,4920,2929,10,7929,4102,3827,7856,4056,3800,59
