"経営","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号"
"営利法人","かがやき相談支援事業所","176-0025","練馬区中村南２－１８－１４　マウントスクウエア１０１号室","139.641934","35.727026","JGD2011","03-3990-7531"
"社福法人","未来こどもランドすまいる相談支援室","177-0041","練馬区石神井町３－２７－１４－２０７","139.603294","35.743001","JGD2011","03-3995-5575"
"他の法人","相談支援事業所さくら","177-0044","練馬区上石神井３－１６－２５","139.596076","35.731208","JGD2011","03-5903-9807"
"他の法人","相談支援事業所陽(てぃーら)","177-0045","練馬区石神井台７－２６－５","139.578036","35.731607","JGD2011","03-6904-8965"
"営利法人","たまみずき相談支援事業所","177-0045","練馬区石神井台３－２－１８","139.593515","35.742956","JGD2011","03-5923-9223"
"営利法人","ヘルプメイト関町相談支援部","177-0051","練馬区関町北４－２－１２　ワイズビル","139.576153","35.728063","JGD2011","03-3928-0099"
"他の法人","相談支援事業所スプラウト","177-0051","練馬区関町北２－２９－９　七尾屋ビル２０１号室","139.575978","35.727516","JGD2011","03-6904-9753"
"他の法人","ケアセンター彩り","178-0063","練馬区東大泉６－１８－１８","139.586135","35.744484","JGD2011","03-3867-6239"
"区市町村","練馬区立こども発達支援センター","179-0072","練馬区光が丘３－１－１","139.630961","35.754201","JGD2011","03-3975-6251"
"社福法人","障害者相談支援事業所　あかり","179-0075","練馬区高松２－２６－６","139.631497","35.750937","JGD2011","03-5848-3061"
"営利法人","相談支援事業所　あしたも笑顔","120-0006","足立区谷中２－１０－１　小倉ビル１階","139.832429","35.776212","JGD2011","03-5849-3440"
"他の法人","相談室あだち","120-0036","足立区千住仲町２４－２","139.800853","35.744929","JGD2011","03-5813-7211"
"営利法人","相談支援センター　えにし","121-0051","足立区神明１－６－２","139.830059","35.792982","JGD2011","03-5856-2950"
"他の法人","ぷらちな相談支援センター","121-0055","足立区加平１－８－２３","139.826032","35.774848","JGD2011","03-5697-9200"
"営利法人","ひるがお足立","121-0061","足立区花畑４－２３－８","139.810277","35.804494","JGD2011","03-5856-6703"
"営利法人","相談支援事業所夢工房","121-0061","足立区花畑１－３５－１５　メゾンエスポワール１０１","139.817088","35.800497","JGD2011","03-3860-6309"
"営利法人","のんの相談支援事業所","121-0063","足立区東保木間２－８－１６　章江二番館１階","139.811669","35.79332","JGD2011","03-5856-6941"
"営利法人","ハートぽっぽ相談支援事業所","121-0064","足立区保木間１－５－２１","139.805111","35.789587","JGD2011","03-3850-8487"
"他の法人","相談支援ＳＯ・ＳＩ・ＲＥ・ＭＩ","121-0064","足立区保木間２－２－１　オオサキ竹ノ塚マンション１階","139.802675","35.793867","JGD2011","03-6687-7535"
"社福法人","竹の塚相談支援センター","121-0813","足立区竹の塚７－１９－９","139.795945","35.800822","JGD2011","03-5831-1770"
"営利法人","日介センター足立東","121-0813","足立区竹の塚５－１－１４","139.797684","35.793648","JGD2011","03-5851-3520"
"営利法人","株式会社ベル訪問介護ステーション","121-0814","足立区六月３－３－４","139.790796","35.785737","JGD2011","03-3850-6334"
"医療法人","成仁　相談支援事業所","121-0815","足立区島根３－２－１","139.796318","35.778733","JGD2011","050-3734-5406"
"区市町村","足立区障がい福祉センター自立生活支援室","121-0816","足立区梅島３－３１－１９","139.792921","35.777505","JGD2011","03-5681-0132"
"営利法人","しっぷす相談支援事業所","121-0822","足立区西竹の塚１－１４－１６　紺屋ビル２０１","139.788793","35.793884","JGD2011","03-5647-6977"
"他の法人","ぽぽらーと相談室","121-0836","足立区入谷１－１６－１３","139.766872","35.805459","JGD2011","03-5888-5302"
"営利法人","スマイル相談支援センター","123-0841","足立区西新井１－３８－１１","139.780333","35.78246","JGD2011","03-5838-2825"
"社福法人","うめだ・あけぼの子ども相談支援センター","123-0851","足立区梅田７－１２－１５","139.800899","35.76922","JGD2011","03-3848-1197"
"他の法人","相談室とまりぎ","123-0873","足立区扇１－４４－１５","139.776915","35.766673","JGD2011","03-5809-5388"
"営利法人","ケアステーションダッシュ","124-0003","葛飾区お花茶屋１－５－１０","139.836885","35.748624","JGD2011","03-6661-3370"
"区市町村","葛飾区自立生活支援センター","124-0006","葛飾区堀切３丁目３４－１","139.834522","35.744335","JGD2011","03-5698-1315"
"区市町村","葛飾区子ども発達センター","124-0006","葛飾区堀切３－３４－１","139.834522","35.744335","JGD2011","03-5698-1324"
"営利法人","花しょうぶ指定特定相談支援事業所","124-0006","葛飾区堀切６－５－１１　１階","139.830011","35.752267","JGD2011","03-6671-1880"
"営利法人","フタバ介護サービス","124-0011","葛飾区四つ木４－２８－１１","139.835611","35.739625","JGD2011","03-5698-2841"
"他の法人","相談支援事業さくら","124-0011","葛飾区四つ木５－６－７","139.838294","35.740716","JGD2011","03-6657-7945"
"他の法人","相談支援センターおおぞら","124-0021","葛飾区細田５－１６－１１","139.876299","35.738242","JGD2011","03-6458-0127"
"営利法人","広伸会相談支援事業所","124-0023","葛飾区東新小岩５－１８－１　１階","139.857049","35.72331","JGD2011","03-3694-3398"
"営利法人","相談支援室　ひまわり","124-0023","葛飾区東新小岩５－１６－１１－２０２","139.855882","35.72334","JGD2011","03-5654-7026"
"他の法人","風の子相談室","125-0031","葛飾区西水元５－１１－３","139.854533","35.78446","JGD2011","03-3600-0701"
"他の法人","にじいろ相談支援事業所","125-0052","葛飾区柴又７－１４－４","139.879159","35.759842","JGD2011","03-6801-7851"
"営利法人","オリーブ相談支援事業所","125-0061","葛飾区亀有３－１６－１５","139.848545","35.763541","JGD2011","03-5629-5177"
"社福法人","相談支援事業所ひかり","125-0061","葛飾区亀有２－２２－１１","139.85232","35.760061","JGD2011","03-6231-2262"
"区市町村","葛飾区子ども総合センター","125-0062","葛飾区青戸４丁目１５－１４","139.850589","35.751567","JGD2011","03-3602-1388"
"営利法人","きらら介護サービス亀有","125-0062","葛飾区青戸８－９－１６","139.851834","35.756234","JGD2011","03-5650-2735"
"営利法人","ケアステーション大空","132-0001","江戸川区新堀２－３２－１０　コンビニエンスオフィス稲毛１号","139.893193","35.704143","JGD2011","03-5664-6027"
"他の法人","地域活動支援センター　はるえ野","132-0003","江戸川区春江町２－４１－８","139.890744","35.699504","JGD2011","03-5664-6070"
"営利法人","永仁介護サービス　瑞江相談支援事業所","132-0003","江戸川区春江町３－５１－４","139.891288","35.697255","JGD2011","03-3698-4441"
"営利法人","有限会社　椿ケアステーション","132-0003","江戸川区春江町３－２９－１２","139.886933","35.694988","JGD2011","03-3676-1180"
"社福法人","江東園ケアセンターつばき　えぽっく","132-0003","江戸川区春江町２－５－１５","139.887083","35.700762","JGD2011","03-5636-6211"
"営利法人","ウィット相談支援室","132-0011","江戸川区瑞江４－４８－２","139.894896","35.69323","JGD2011","03-5243-6065"
"他の法人","特定非営利活動法人　江戸川在宅支援グループ","132-0013","江戸川区江戸川３－１７","139.893205","35.686433","JGD2011","03-5243-5577"
"社福法人","江東園さわやか相談室　宙","132-0014","江戸川区東瑞江１－１１－５","139.899527","35.688733","JGD2011","03-5664-1801"
"営利法人","わだつみケアサービス","132-0015","江戸川区西瑞江３－９－１０３","139.892416","35.687511","JGD2011","03-5243-9202"
"営利法人","にじいろ相談支援事業所","132-0021","江戸川区中央４－２５－１６　石井ビル２階","139.867615","35.708736","JGD2011","03-5879-3820"
"営利法人","あるぷす相談室","132-0021","江戸川区中央３－７－１３","139.871825","35.712867","JGD2011","03-3656-8851"
"営利法人","ケア　あんじゅ","132-0022","江戸川区大杉５－２０－１","139.877689","35.708871","JGD2011","03-6795-9937"
"営利法人","東京福祉交通サービス株式会社　相談支援センター","132-0023","江戸川区西一之江３－１２－３０","139.875768","35.6927","JGD2011","03-3674-3432"
"営利法人","日本リック相談支援一之江事業所","132-0024","江戸川区一之江４－６－２２","139.879228","35.690029","JGD2011","03-5879-2630"
"営利法人","ゆたか福祉サービス","132-0024","江戸川区一之江３－７－１１　プレジデント１０２","139.885111","35.688071","JGD2011","03-5879-6973"
"他の法人","相談支援センターぽこ・あ・ぽこ","132-0031","江戸川区松島３－４２－１１","139.864635","35.711711","JGD2011","03-6231-4278"
"他の法人","地域活動支援センターえどがわ","132-0031","江戸川区松島３－４６－１０　かとりコーポ１０１","139.865904","35.709844","JGD2011","03-5879-0708"
"営利法人","ひまわり介護サービス","132-0031","江戸川区松島１－４３－１４　小森ビル１階","139.867707","35.705095","JGD2011","03-5879-2614"
"営利法人","永仁介護サービス　平井相談支援事業所","132-0035","江戸川区平井４－１－１９","139.847148","35.703905","JGD2011","03-3683-4441"
"区市町村","江戸川区立みんなの家","133-0044","江戸川区本一色３－３８－３","139.872578","35.720763","JGD2011","03-5662-3411"
"区市町村","江戸川区鹿本育成室","133-0044","江戸川区本一色２－１０－１５","139.872933","35.718194","JGD2011","03-3653-6153"
"他の法人","ＨＡＬＯ（ハロ）相談支援センター","133-0044","江戸川区本一色１－２８－７","139.869448","35.715528","JGD2011","03-5607-7883"
"営利法人","トロールケアサービス","133-0051","江戸川区北小岩５－１－９","139.885671","35.741091","JGD2011","03-5612-1306"
"営利法人","でこぽん","133-0051","江戸川区北小岩１－１０－１　サンライズⅡ１０３","139.889656","35.736245","JGD2011","03-5612-4451"
"営利法人","赤とんぼ","133-0052","江戸川区東小岩５－１６－６　ライトハイツ２階","139.887615","35.731959","JGD2011","03-6801-7006"
"他の法人","相談支援センター　カピリナ","133-0052","江戸川区東小岩２－２３－３","139.893401","35.726883","JGD2011","03-6801-7048"
"営利法人","あいしんケア相談支援センター","133-0054","江戸川区上篠崎３－２－２　金子ハイツ１０１","139.898609","35.710136","JGD2011","03-3678-0094"
"他の法人","いきいきサポートケアプラン","133-0056","江戸川区南小岩３－５－４","139.884457","35.724797","JGD2011","03-5622-7575"
"営利法人","なでしこプランセンター","133-0056","江戸川区南小岩３－２５－１４　パスカルビル２０５号室","139.888701","35.725202","JGD2011","03-5876-8228"
"営利法人","マミー相談支援","133-0056","江戸川区南小岩３－２０－２","139.886912","35.726488","JGD2011","03-6318-5091"
"営利法人","相談支援事業所　けいプラン","133-0057","江戸川区西小岩１－２１－１６　エーチワイ江戸川２０１","139.880424","35.73449","JGD2011","03-6657-8951"
"社福法人","江東園さわやか相談室　海","133-0061","江戸川区篠崎町７－１８－８","139.901795","35.707362","JGD2011","03-5636-4611"
"他の法人","ＳＴＥＰえどがわ","133-0065","江戸川区南篠崎町３－９－７－１Ｆ","139.898904","35.695572","JGD2011","03-3676-7422"
"他の法人","相談支援センターむくむく","133-0073","江戸川区鹿骨１－５６－１","139.891265","35.709536","JGD2011","03-5636-5131"
"営利法人","東京ケア","133-0073","江戸川区鹿骨３－１８－８","139.891971","35.716107","JGD2011","03-5666-5678"
"区市町村","江戸川区立希望の家","134-0013","江戸川区江戸川５－３２－６","139.882976","35.673036","JGD2011","03-3680-1531"
"営利法人","蜂輪","134-0083","江戸川区中葛西２－７－１２","139.874307","35.672788","JGD2011","03-6808-4814"
"区市町村","江戸川区立障害者支援ハウス","134-0083","江戸川区中葛西２－１１－８","139.875032","35.673425","JGD2011","03-5667-1333"
"社福法人","｢まある｣相談支援事業所","134-0083","江戸川区中葛西１－３８－１８","139.871208","35.671255","JGD2011","03-6663-9870"
"営利法人","ハートケア","134-0083","江戸川区中葛西３－１８－１１　ハイツ星１０２号","139.870461","35.664911","JGD2011","03-6663-8807"
"営利法人","ゆーあいスマイル","134-0083","江戸川区中葛西２－１０－１５　２階","139.874432","35.673072","JGD2011","03-6680-2524"
"他の法人","相談支援センター　こんにちわ","134-0084","江戸川区東葛西７－８－１５　メゾン・ド・フォレ１０３","139.874572","35.65899","JGD2011","03-4285-9773"
"他の法人","相談支援ＮＰＯ虹の会","134-0085","江戸川区南葛西７－２－３","139.882261","35.647153","JGD2011","03-3686-4477"
"営利法人","いわいだ介護相談室","134-0085","江戸川区南葛西２－６－５－１０２","139.873528","35.655224","JGD2011","03-6808-5115"
"他の法人","相談支援センターＦＵＲＥＡＩ（ふれあい）","134-0088","江戸川区西葛西６－２３－３　秀合ビル１Ｆ","139.863209","35.664064","JGD2011","080-2218-5211"
"他の法人","相談支援センターくらふと","134-0091","江戸川区船堀１－４－１０","139.864536","35.686253","JGD2011","03-5679-6360"
"他の法人","ぽんぽこ相談室","192-0045","八王子市大和田町２－２０－７","139.359596","35.665101","JGD2011","042-649-2335"
"他の法人","障害者相談支援センター　ぴあらいふ","192-0046","八王子市明神町４－１４－１　１階","139.342334","35.659863","JGD2011","042-646-4991"
"他の法人","相談支援スペース「ゆめ」","192-0054","八王子市小門町８－２７　サンビレッジ１階","139.326971","35.65901","JGD2011","042-649-7077"
"他の法人","相談支援センター　｢タック｣","192-0081","八王子市横山町２５－１６　フロイデンビル２階","139.340226","35.660212","JGD2011","042-686-2833"
"営利法人","美山相談支援事業所","192-0152","八王子市美山町２５５４","139.230166","35.703388","JGD2011","090-6798-7302"
"営利法人","障がい者（児）の夢を実現させる相談支援","192-0902","八王子市上野町３４－１１　１階","139.326277","35.656576","JGD2011","042-686-3472"
"営利法人","ウェーブ・フォー・ネット相談室","192-0914","八王子市片倉町３５９－４　パラグアスＦ１階１０２号","139.338226","35.642803","JGD2011","042-632-5655"
"他の法人","わかこま相談支援室","193-0823","八王子市横川町５２１－１","139.304304","35.664664","JGD2011","042-621-2277"
"営利法人","サポートＮＡＲＳ","193-0823","八王子市横川町５３８－１","139.304331","35.666405","JGD2011","042-623-7774"
"他の法人","トマリ相談支援研究所","193-0844","八王子市高尾町１６４２","139.277737","35.643094","JGD2011","042-673-4379"
"社福法人","相談支援事業所もなか","193-0931","八王子市台町１－２４－２７　１階","139.325649","35.650535","JGD2011","042-657-2817"
"社福法人","相談支援室ぱれっと","193-0931","八王子市台町４－３３－１３","139.318544","35.65749","JGD2011","042-634-8511"
"営利法人","障害者而立支援センター「おあしす」","193-0944","八王子市館町３８１－１－１１０","139.295675","35.635395","JGD2011","042-629-4530"
"社福法人","相談支援センターにんじん・立川","190-0011","立川市高松町２－２７－２７","139.418956","35.703776","JGD2011","042-522-1537"
"営利法人","相談支援事業所暖","190-0011","立川市高松町１－１７－２０　粕谷ビル２階","139.418015","35.708761","JGD2011","042-512-5868"
"他の法人","相談支援事業所　介護グループふれあい","190-0021","立川市羽衣町２－４１－１　羽衣第一ビル２階","139.426056","35.694049","JGD2011","042-595-6620"
"他の法人","特定指定相談支援事業　自立生活センター・立川","190-0023","立川市柴崎町２－１０－１６　オオノビル２Ｆ","139.408882","35.696268","JGD2011","042-525-0879"
"社福法人","相談支援センター　らいふぱる","190-0034","立川市西砂町４－７５－２","139.355911","35.735837","JGD2011","042-531-0761"
"社福法人","地域生活支援センター　びーと","180-0001","武蔵野市吉祥寺北町４－１１－１６","139.565901","35.71575","JGD2011","0422-54-7666"
"営利法人","相談支援事業所ハローワールド","180-0005","武蔵野市御殿山１－６－１１　Ｋ２ビル４階","139.574918","35.702877","JGD2011","042-226-9030"
"社福法人","地域療育相談室　ハビット","180-0012","武蔵野市緑町２－６－８","139.561899","35.716931","JGD2011","0422-55-8510"
"社福法人","相談支援事業所せんかわ","180-0023","武蔵野市境南町４－２０－５","139.536946","35.698446","JGD2011","0422-30-0022"
"他の法人","相談支援事業所　結い","181-0001","三鷹市井の頭２－２１－１８","139.584342","35.691187","JGD2011","0422-43-8135"
"区市町村","三鷹市北野ハピネスセンター","181-0003","三鷹市北野一丁目９番２９号","139.586148","35.679899","JGD2011","0422-48-6331"
"社福法人","障がい者相談センター　つなぐ手","181-0004","三鷹市新川３－２１－１９　はなはなテラス１階","139.569528","35.678271","JGD2011","0422-45-1127"
"社福法人","相談支援事業所にじアート","181-0004","三鷹市新川４－１１－１３","139.57133","35.673208","JGD2011","0422-43-0727"
"区市町村","三鷹市子ども発達支援センター","181-0004","三鷹市新川６－３７－１","139.561834","35.681774","JGD2011","0422-45-1122"
"営利法人","じゅうと生活サポートセンター","181-0015","三鷹市大沢１－１６－２６","139.539844","35.673994","JGD2011","0422-26-1772"
"社福法人","相談支援事業所おおぞら","198-0001","青梅市成木２－１３０－２","139.271746","35.832507","JGD2011","0428-74-4192"
"他の法人","特定相談支援事業所だいもん","198-0014","青梅市大門２－２６１－１","139.29145","35.795681","JGD2011","0428-30-0152"
"他の法人","相談支援センターわかば","198-0014","青梅市大門２－２５９－３","139.291306","35.795176","JGD2011","0428-34-9230"
"社福法人","特定・障害児相談支援事業所じりつ","198-0023","青梅市今井５－２４３４－２","139.328378","35.793435","JGD2011","0428-32-1631"
"社福法人","相談支援事業所　くらやしき","198-0024","青梅市新町１－８－２","139.297739","35.786022","JGD2011","0428-78-2722"
"他の法人","相談支援事業所　もしもしすばる","198-0024","青梅市新町３－２０－３","139.302077","35.78002","JGD2011","0428-78-0955"
"営利法人","ケアープラン新町","198-0024","青梅市新町７－６３－５","139.316854","35.7888","JGD2011","0428-30-0085"
"他の法人","ポラリス相談室","198-0024","青梅市新町７－５－５","139.315835","35.783836","JGD2011","0428-27-4178"
"営利法人","有限会社アイケアーサービス青梅","198-0042","青梅市東青梅１－７－８","139.27393","35.788243","JGD2011","0428-22-2339"
"営利法人","もみの木","198-0042","青梅市東青梅６－２－２９－１０２","139.273071","35.793787","JGD2011","0428-78-3691"
"営利法人","シエル相談支援センター","183-0004","府中市紅葉丘１－３８－７１","139.513683","35.676926","JGD2011","042-319-0938"
"社福法人","つくしんぼう","183-0012","府中市押立町１－１７－１３","139.509261","35.659686","JGD2011","042-365-3715"
"営利法人","地域生活支援センターふらっと","183-0015","府中市清水が丘３－２３－１７　１Ｆ","139.503473","35.66631","JGD2011","042-370-1781"
"営利法人","ＪＰＳ相談支援センター","183-0022","府中市宮西町３－５－４　パークヒル１階","139.473958","35.67182","JGD2011","042-365-2689"
"営利法人","相談支援ワンセルフ","183-0022","府中市宮西町２－４－３　アイスバーグビル５階","139.478447","35.670176","JGD2011","080-5376-3420"
"区市町村","地域生活支援センターみ～な","183-0026","府中市南町５－３８","139.467787","35.654888","JGD2011","042-360-1313"
"他の法人","コンパス","183-0027","府中市本町１－１５－３　宮ノ森コーポ１０３","139.478636","35.666671","JGD2011","042-319-9937"
"他の法人","つづれおり","183-0034","府中市住吉町２－１３－３　ベルメゾン住吉第２　２０１号","139.458746","35.658032","JGD2011","042-368-2550"
"他の法人","わの会相談支援","183-0034","府中市住吉町１－６０－１０","139.460032","35.660743","JGD2011","042-319-2688"
"営利法人","相談室ウェル","183-0045","府中市美好町１－１－１８　石川ビル２０１","139.472983","35.67307","JGD2011","042-336-8343"
"営利法人","相談支援センターリアン","183-0045","府中市美好町３－１３－３　第一グリーンテラス２","139.466048","35.671917","JGD2011","042-340-3078"
"営利法人","相談支援　やすらぎ","183-0055","府中市府中町２－２１－４","139.484541","35.675137","JGD2011","042-358-8340"
"社福法人","地域生活支援センターあけぼの","183-0056","府中市寿町３－９－１１　山上ビル１階","139.473828","35.676392","JGD2011","042-358-1085"
"社福法人","昭島生活実習所","196-0003","昭島市松原町３－１１－１５","139.344846","35.717217","JGD2011","042-541-8796"
"他の法人","ウイズ相談支援事業所","196-0004","昭島市緑町４－１５－２３","139.345004","35.71534","JGD2011","042-544-1782"
"社福法人","ゆいのもり相談支援センター","196-0012","昭島市つつじが丘３－５－６－１１４","139.368094","35.71339","JGD2011","042-545-5451"
"社福法人","昭島市障害者相談支援センター","196-0015","昭島市昭和町４－７－１　昭島市保健福祉センター内","139.364125","35.710835","JGD2011","042-544-5033"
"他の法人","特定非営利活動法人　昭島ひよこ教室","196-0015","昭島市昭和町４－７－１","139.364125","35.710835","JGD2011","042-545-3676"
"社福法人","虹のセンター２５","196-0025","昭島市朝日町３－７－１８","139.374568","35.707658","JGD2011","042-549-7733"
"他の法人","特定非営利活動法人自立生活センター・昭島","196-0025","昭島市朝日町３－１８－１２","139.373463","35.707985","JGD2011","042-545-7553"
"営利法人","めりーらいふ","196-0033","昭島市東町４－９－３","139.390314","35.701225","JGD2011","042-546-4243"
"他の法人","特定非営利活動法人にこにこ","196-0034","昭島市玉川町３－１７－１３","139.382626","35.704903","JGD2011","042-541-0706"
"営利法人","エアリ","182-0022","調布市国領町１－４０－６　モンターニュ国領３０８","139.556016","35.650377","JGD2011","042-455-1190"
"その他","社会福祉法人調布市社会福祉協議会相談支援事業所調布市こころの健康支援センター","182-0024","調布市布田５－４６－１","139.54184","35.645684","JGD2011","042-490-8166"
"他の法人","銀河ケアサービス","182-0026","調布市小島町１－２１－６　アジャンタ調布２０５","139.54047","35.654599","JGD2011","042-426-4618"
"その他","社会福祉法人調布市社会福祉協議会相談支援事業所ドルチェ","182-0026","調布市小島町２－４７－１","139.542753","35.651397","JGD2011","042-490-6675"
"他の法人","ＣＩＬちょうふ","182-0026","調布市小島町２－２１－５　１階","139.538804","35.650986","JGD2011","042-446-0683"
"営利法人","ケア２１　調布","182-0026","調布市小島町２－５１－９","139.543195","35.65028","JGD2011","042-440-3484"
"区市町村","調布市子ども発達センター","182-0032","調布市西町２９０－４９","139.522529","35.666277","JGD2011","042-486-1190"
"区市町村","調布市福祉健康部障害福祉課","182-8511","調布市小島町２丁目３５－１","139.540682","35.650627","JGD2011","042-481-7094"
"他の法人","障害者生活支援センターまちだや","194-0013","町田市原町田２－２２－２６　プリモ・レガーロ町田１Ｆ","139.453845","35.538918","JGD2011","042-724-8616"
"区市町村","町田市子ども発達センター","194-0021","町田市中町２－１３－１４","139.444459","35.551569","JGD2011","042-726-6570"
"他の法人","相談支援事業所　うらら","194-0022","町田市森野２－４－１４　メゾンボヌール１０１","139.437668","35.547266","JGD2011","080-3202-7316"
"営利法人","相談支援センター　アイケア","194-0023","町田市旭町２－１２－２","139.435735","35.557835","JGD2011","042-739-3839"
"他の法人","みずきの会ケアマネクラブ","194-0032","町田市本町田２７９７","139.445584","35.566426","JGD2011","042-789-3906"
"社福法人","相談支援センター　ポンテ","194-0037","町田市木曽西２－１７－１６","139.415397","35.570011","JGD2011","042-791-5150"
"社福法人","相談支援事業　かけはし","194-0202","町田市下小山田町３２６７－２","139.410634","35.585665","JGD2011","042-797-6004"
"区市町村","小金井市児童発達支援センター　きらり","184-0002","小金井市梶野町１－２－３","139.528755","35.701987","JGD2011","0422-60-1550"
"区市町村","小金井市障害者地域自立生活支援センター","184-0003","小金井市緑町４－１７－１０","139.517392","35.708678","JGD2011","042-381-8411"
"営利法人","にこにこパートナーズ","184-0004","小金井市本町１－２－２０　ＢＬＤ５５　２０５号","139.511179","35.698646","JGD2011","042-401-2925"
"社福法人","ふらっとヨハネ","184-0011","小金井市東町５－２４－３","139.520959","35.693072","JGD2011","042-316-1141"
"他の法人","NPO法人　Passo　a　Passo","184-0013","小金井市前原町３－４１－２８","139.505705","35.698218","JGD2011","042-385-7401"
"営利法人","合同会社いちいちのはな","184-0013","小金井市前原町４－２－１－２１４　ウエスト小金井","139.501894","35.684308","JGD2011","042-207-6888"
"社福法人","テラスこだいら","187-0002","小平市花小金井８－１－１０","139.50204","35.731692","JGD2011","042-433-9330"
"他の法人","障がい者相談支援センターぴありす","187-0003","小平市花小金井南町１－１８－４５－１０－１階","139.511792","35.725029","JGD2011","042-461-7001"
"その他","小平市立あおぞら福祉センター","187-0011","小平市鈴木町１－４７２","139.497493","35.720067","JGD2011","042-326-4980"
"社福法人","地域生活支援センター澄水","187-0032","小平市小川町１－４８５","139.440373","35.727651","JGD2011","042-346-7412"
"社福法人","ＮＰＯあい","187-0035","小平市小川西町五丁目２２番１２号","139.458429","35.734376","JGD2011","042-349-2191"
"その他","小平市立障害者福祉センター","187-0035","小平市小川西町５－２５－１５","139.458943","35.736612","JGD2011","042-343-4976"
"他の法人","なんでも相談いるおーる","187-0042","小平市仲町２６９－１　サンハイム小山１０２","139.490468","35.730897","JGD2011","042-308-3732"
"社福法人","スカイサポートセンター","187-0042","小平市仲町３５７－６","139.489696","35.728267","JGD2011","042-312-1894"
"その他","小平市障がい者地域自立生活支援センター","187-0043","小平市学園東町１－１９－１３　小平市福祉会館内","139.478114","35.726567","JGD2011","042-341-6555"
"他の法人","指定特定相談事業所　ほっとぽむ","191-0001","日野市栄町２－２－１５　シティハイム日野１０１号","139.390732","35.681775","JGD2011","042-843-3535"
"営利法人","なごみ在宅介護サービス日野","191-0002","日野市新町１－５－３５　大沢新町ビル２階","139.391165","35.681356","JGD2011","042-589-2660"
"他の法人","プラン湧水路","191-0033","日野市百草１０４２－２０　石坂ビル２Ｆ","139.424588","35.646305","JGD2011","042-506-5265"
"社福法人","地域生活相談室　おあしす","191-0042","日野市程久保８７２－１","139.415328","35.651401","JGD2011","042-591-4016"
"社福法人","やまばと","191-0065","日野市旭が丘２－４２－５","139.369165","35.663135","JGD2011","042-582-3400"
"区市町村","日野市発達・教育支援センター","191-0065","日野市旭が丘２－４２－８","139.368756","35.662991","JGD2011","042-589-8877"
"他の法人","くおりあ相談室","189-0003","東村山市久米川町３－１２－７","139.47301","35.766095","JGD2011","042-306-4245"
"社福法人","相談支援事業所　ふわり","189-0012","東村山市萩山町１－３５－１　東京都東村山福祉園内","139.482663","35.737102","JGD2011","042-343-8141"
"社福法人","相談支援センター　こだま","189-0013","東村山市栄町２－９－３２　晃生プラザ３０３","139.471716","35.749458","JGD2011","042-395-1427"
"営利法人","みのり障害生活支援センター","189-0014","東村山市本町二丁目２４番地１","139.469633","35.759163","JGD2011","042-306-0355"
"社福法人","相談支援事業所トビラ","189-0024","東村山市富士見町３－４－１６","139.454413","35.748711","JGD2011","042-394-1868"
"社福法人","地域活動支援センター虹","185-0003","国分寺市戸倉４－１４　福祉センター内","139.455311","35.708513","JGD2011","042-324-7475"
"区市町村","こどもの発達センターつくしんぼ","185-0003","国分寺市戸倉３－１－１","139.455022","35.707935","JGD2011","042-323-7912"
"社福法人","ヘルパーステーション　びいと","185-0023","国分寺市西元町３－６－１４","139.469341","35.689448","JGD2011","042-316-8523"
"社福法人","国分寺市障害者センター　地域活動支援センターつばさ","185-0024","国分寺市泉町２－３－８","139.468855","35.696398","JGD2011","042-321-1212"
"社福法人","相談支援事業所のぞみ","185-0034","国分寺市光町２－１９－１２　１階","139.437816","35.704462","JGD2011","042-580-2887"
"営利法人","ハッピーテラス国立駅前","186-0001","国立市北１－５－８　プラース壱番館２階　店舗Ｅ","139.44686","35.699974","JGD2011","042-505-6543"
"社福法人","相談支援エプシロン","186-0003","国立市富士見台２－１６－４　トーコービル４０６","139.44606","35.681835","JGD2011","042-505-7021"
"他の法人","指定相談支援事業所福祉サポートライン","186-0004","国立市中１－１８－３５","139.442493","35.696469","JGD2011","042-573-5987"
"他の法人","相談支援事業ルピナス","186-0005","国立市西２－２０－１０　第２村上ビル２階","139.436072","35.693372","JGD2011","042-573-0933"
"社福法人","相談支援センター「みなも」","186-0011","国立市谷保６３１２","139.429501","35.680959","JGD2011","042-577-2557"
"その他","福生市社会福祉協議会","197-0004","福生市南田園２－１３－１","139.332271","35.727485","JGD2011","042-552-2121"
"営利法人","介護センター　みらい","197-0012","福生市加美平２－１－１３","139.325585","35.745674","JGD2011","042-513-0735"
"他の法人","やなぎ社会福祉事務所","197-0023","福生市志茂１６９－１","139.329216","35.737823","JGD2011","042-513-0244"
"その他","狛江市特定相談支援事業所サポート","201-0013","狛江市元和泉２－３５－１　あいとぴあセンター内","139.567777","35.6333","JGD2011","03-5438-3533"
"社福法人","相談支援センターみずき","201-0014","狛江市東和泉１－３２－２１","139.575946","35.6304","JGD2011","03-5761-4796"
"社福法人","相談支援にじ","207-0004","東大和市清水３－８５５－２","139.443224","35.753549","JGD2011","042-564-2883"
"区市町村","東大和市立やまとあけぼの学園","207-0012","東大和市新堀１－１５２３－２","139.45173","35.741078","JGD2011","042-564-5923"
"他の法人","特定非営利活動法人　自立生活センター・東大和","207-0014","東大和市南街１－２２－６","139.43169","35.740497","JGD2011","042-567-2622"
