経営,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
営利法人,ＴＡＫＵＭＩ　祖師ヶ谷大蔵,157-0073,世田谷区砧２－１７－７　Ｅ・スペース２階,139.615581,35.644565,JGD2011,03-5429-6500
区市町村,世田谷区発達障害相談・療育センター,157-0074,世田谷区大蔵２－１０－１８,139.612803,35.634633,JGD2011,03-5727-2235
他の法人,イクツアルポック,158-0092,世田谷区野毛２－２８－２３　Ｂ棟,139.639944,35.602849,JGD2011,03-5752-5252
営利法人,発達支援ルーム　琉りゅう,158-0093,世田谷区上野毛２－２２－１４　Ａ－２階,139.635089,35.609468,JGD2011,03-6411-6684
営利法人,運動療育スパークスタジオ世田谷,158-0095,世田谷区瀬田４－２７－９　ＡＭビル２階,139.630011,35.621691,JGD2011,03-5797-9782
他の法人,ウイング用賀,158-0097,世田谷区用賀２－４０－２,139.634549,35.625871,JGD2011,03-6432-7582
営利法人,スタジオそら用賀,158-0097,世田谷区用賀２－３６－１７　林ビル２階,139.635735,35.627263,JGD2011,03-6447-9938
社福法人,広尾てくてく,150-0012,渋谷区広尾四丁目２番１２号,139.722279,35.655159,JGD2011,03-6427-6527
営利法人,特別支援教育研究所　Ｗｉｓh,150-0045,渋谷区神泉町１５－１１,139.691963,35.657005,JGD2011,03-6455-0912
営利法人,よよこ～クラブ,151-0051,渋谷区千駄ヶ谷５－８－２,139.705038,35.681647,JGD2011,050-3535-2796
営利法人,スタジオそら原宿,151-0051,渋谷区千駄ヶ谷３－５１－６　原宿ＭＯＡ１階,139.706133,35.675037,JGD2011,03-6432-9887
区市町村,渋谷区障害者福祉センター代々木の杜,151-0053,渋谷区代々木２－３５－１,139.697725,35.684158,JGD2011,03-5371-1550
営利法人,スタジオそら代々木公園,151-0063,渋谷区富ヶ谷一丁目２番１号,139.690043,35.670367,JGD2011,03-6407-8477
営利法人,放課後等デイサービス　あいだっく,151-0064,渋谷区上原３－２３－５　オーガストハウス１階,139.676789,35.66427,JGD2011,03-5738-8933
他の法人,デイサービスなかよし,151-0066,渋谷区西原２－３６－７,139.675613,35.674441,JGD2011,03-3485-3548
営利法人,児童発達支援・放課後等デイサービス　マリリン　スポーツ塾　初台,151-0071,渋谷区本町２－５－１１　三山ビル1階,139.683515,35.684004,JGD2011,03-6276-5851
営利法人,Ａｒｔ＆Ｍｕｓｉｃ　豆庭　Ｍａｍｅ－Ｎｉｗａ,151-0072,渋谷区幡ヶ谷１－８－４　リッツパラシオ２０２,139.672291,35.675572,JGD2011,03-6383-3101
営利法人,ハッピー・テラス中野,164-0001,中野区中野４－７－１　野口ビル７階,139.66348,35.709726,JGD2011,03-5942-6604
営利法人,Ｐｕｒ　ａｉｌｅ　新井薬師,164-0002,中野区上高田５－３５－９－１階,139.673759,35.716528,JGD2011,03-5942-7395
営利法人,スタジオそら東中野,164-0003,中野区東中野４－２７－３３　エムエス東中野ビル１階,139.689136,35.710963,JGD2011,03-5989-1915
営利法人,発達支援センタージョイナス東中野教室,164-0003,中野区東中野１－５０－２　オクト森ビル１階,139.686381,35.705694,JGD2011,03-6908-8181
営利法人,フリップ,164-0011,中野区中央５－３８－１３　エスエス１０Ａ２０２,139.667274,35.699649,JGD2011,03-6885-8456
営利法人,パソコンあいだっく,164-0012,中野区本町２－４５－１３　山手ビル７階,139.682392,35.695861,JGD2011,03-6300-6061
営利法人,アトリエあいだっく新中野,164-0012,中野区本町６－３５－１４　アダチビル３階,139.662461,35.697244,JGD2011,03-6382-7894
他の法人,おでんくらぶ,164-0012,中野区本町６－３６－５　シーアイマンション新中野１０２号,139.662286,35.697261,JGD2011,03-6454-1230
営利法人,アトリエあいだっく,164-0013,中野区弥生町２－１０－１　霜田ビル１階,139.675802,35.692992,JGD2011,03-6300-5630
社福法人,中野区療育センターゆめなりあ,164-0013,中野区弥生町５－５－２,139.666333,35.686165,JGD2011,03-6382-4781
他の法人,スパーク中野センター,164-0013,中野区弥生町４－２５－１,139.669297,35.686345,JGD2011,03-6454-1340
他の法人,中野区　放課後デイサービスセンター　みずいろ,165-0021,中野区丸山一丁目１７番２号,139.657739,35.725683,JGD2011,03-3388-5777
社福法人,中野区子ども発達センター　たんぽぽ,165-0021,中野区丸山一丁目１７番２号,139.657739,35.725683,JGD2011,03-5343-7883
営利法人,Ｃａｔｃｈ　ａｎｄ　Ｓｍｉｌｅ,165-0022,中野区江古田４－７－３　金子ビル２階,139.662826,35.724363,JGD2011,03-5942-7608
営利法人,さくらそうキッズ,165-0025,中野区沼袋一丁目２番地７号,139.666968,35.717864,JGD2011,03-3386-0520
営利法人,アプリ児童デイサービス沼袋,165-0025,中野区沼袋２－２８－３４,139.665684,35.722075,JGD2011,03-5942-9451
他の法人,space,165-0031,中野区上鷺宮４－６－２０　イサカビル２階,139.630162,35.733861,JGD2011,03-5848-9005
他の法人,ｓｐａｃｅ　Ｋｉｄ’ｓ．ｃｏｎ　鷺ノ宮,165-0031,中野区上鷺宮５－８－５　ベル・ヴィベール１０２号,139.627135,35.727484,JGD2011,03-5848-8722
他の法人,発達支援ルーム　にこっと,166-0002,杉並区高円寺北３－４０－１３　ＢＩＧ　ＶＡＬＬＥＹ２階,139.64657,35.710514,JGD2011,03-6265-5777
営利法人,スタジオあいだっく,166-0003,杉並区高円寺南３－１－４　キングスコートⅡ４階,139.646929,35.697955,JGD2011,03-6383-1125
営利法人,アンソレイユ,166-0003,杉並区高円寺南２－３５－１５　花月第一ビル２階,139.65442,35.699241,JGD2011,03-5929-7840
営利法人,カノン,166-0003,杉並区高円寺南３－１６－２０,139.645509,35.700299,JGD2011,03-6794-9473
営利法人,プレミア･ケア･ジュニア阿佐ヶ谷店,166-0004,杉並区阿佐谷南２－３２－９－１階,139.644173,35.704443,JGD2011,03-5929-7371
営利法人,ハッピーテラス荻窪教室,166-0004,杉並区阿佐谷南３－１２－４,139.628675,35.702762,JGD2011,03-5335-7521
営利法人,バンブーワァオ阿佐ヶ谷校,166-0004,杉並区阿佐谷南１－１５－１８　伊藤ビル２０１－Ｂ号室,139.636905,35.699937,JGD2011,03-6383-1860
営利法人,フェイト,166-0011,杉並区梅里２－４０－１５－３０１,139.639313,35.697946,JGD2011,03-6324-6718
他の法人,フォスター,166-0012,杉並区和田２－４１－７,139.655017,35.691728,JGD2011,03-5340-7810
他の法人,よりみちくらぶ　ネコのトランク,166-0015,杉並区成田東４－１－２６－２階,139.63363,35.695118,JGD2011,03-3313-5763
社福法人,ドルフィンキッズ,167-0032,杉並区天沼２－４－１　井上ビル２０３,139.623386,35.705323,JGD2011,03-5335-7690
他の法人,よりみちくらぶ　トラのながぐつ,167-0033,杉並区清水１－２３－２３,139.617953,35.710822,JGD2011,03-6913-8820
営利法人,コロロ杉並少年隊,167-0042,杉並区西荻北３－３３－９,139.600343,35.706547,JGD2011,03-3399-0510
営利法人,プレミア・ケア・ジュニア西荻窪店,167-0043,杉並区上荻３－５－４　１階,139.607918,35.706864,JGD2011,03-6913-9461
他の法人,みかんの木,167-0052,杉並区南荻窪１－５－１１　１階,139.617259,35.694962,JGD2011,03-5941-7241
他の法人,放課後等デイサービスくじら,168-0063,杉並区和泉３－２２－１５　グランヴェール和泉１０１,139.647741,35.677813,JGD2011,03-6265-7993
営利法人,プレミア・ケア・ジュニア代田橋店,168-0063,杉並区和泉１－１９－１３,139.65859,35.674624,JGD2011,03-6379-3681
他の法人,まぁぶる高井戸,168-0072,杉並区高井戸東３－２８－４０　小向高井戸ビル２階,139.616573,35.686774,JGD2011,03-5941-9837
他の法人,くるみの木,168-0074,杉並区上高井戸３－１１－９,139.614629,35.676506,JGD2011,03-6379-9135
他の法人,よりみちくらぶ　ヤギのサンダル,168-0081,杉並区宮前２－１０－４２　宮前ヴィレッジＡ棟１０４,139.612157,35.692521,JGD2011,03-3247-0663
他の法人,手話でいきる子どもの児童発達支援・放課後等デイサービス　あ～とん塾,170-0002,豊島区巣鴨３－６－１２　藤ビル２階,139.734409,35.734014,JGD2011,03-5980-7140
営利法人,ハッピーキッズスペースみんと大塚,170-0004,豊島区北大塚３－１０－４　岩田ビル１階,139.722004,35.734308,JGD2011,03-5961-1022
営利法人,space,170-0005,豊島区南大塚１－５０－１２　糸原ビル２階,139.731812,35.730137,JGD2011,03-5981-9979
営利法人,児童デイサービス・アニマートいけぶくろ,170-0013,豊島区東池袋３－１１－７,139.718835,35.732178,JGD2011,03-5960-7139
営利法人,LITALICOジュニア池袋西口教室,171-0014,豊島区池袋２－４６－３　２階,139.710436,35.733719,JGD2011,03-6863-4400
営利法人,オリーブキッズ　せんかわ,171-0041,豊島区千川２－１２－１１　府川ビル１階,139.693395,35.741868,JGD2011,03-5926-7852
営利法人,エントランス池袋教室,171-0043,豊島区要町２－９－１２　要町ホワイトビル２階Ｅ号,139.692765,35.735316,JGD2011,03-5964-5083
他の法人,アフタースクールの会,171-0051,豊島区長崎６－３５－８,139.683005,35.735601,JGD2011,03-5926-8300
社福法人,ジャックと豆の樹デイサービスセンター星,171-0052,豊島区南長崎６－３４－７　風の樹ビル１Ｆ,139.679333,35.731899,JGD2011,03-3950-2002
営利法人,放課後デイサービス　ホウェイルリゾート落合南長崎,171-0052,豊島区南長崎３－６－１４,139.687166,35.724172,JGD2011,03-3565-6929
営利法人,放課後等デイサービス　ライトハウス,171-0052,豊島区南長崎５－１０－１０　エラール１階,139.68293,35.727174,JGD2011,03-6915-3694
営利法人,運動発達支援スタジオＵＮＩＭＯ南長崎,171-0052,豊島区南長崎４－１－１　ＢＡＪビル１階,139.685841,35.723014,JGD2011,03-6914-4008
社福法人,つみき第３,114-0002,北区王子４－２４－１２－３０１,139.737196,35.76158,JGD2011,03-6915-4038
社福法人,つみき第５,114-0003,北区豊島１－１７－４－１００,139.73871,35.758939,JGD2011,03-5944-6520
営利法人,放課後等デイサービス　あんプラス,114-0005,北区栄町５０－３,139.746207,35.751298,JGD2011,03-6903-3048
営利法人,こどもプラス１,114-0012,北区田端新町３－３４－１,139.764337,35.742334,JGD2011,03-3800-7774
社福法人,つみき第２,114-0022,北区王子本町１－１９－１,139.733005,35.753856,JGD2011,03-6454-3998
他の法人,放課後デイサービス勉強レストランそうなんだ！！,114-0023,北区滝野川１－６８－７　早稲田ビル２階,139.733955,35.748068,JGD2011,03-5394-6148
営利法人,このこのリーフ　滝野川,114-0023,北区滝野川五丁目４１番３号,139.723126,35.748126,JGD2011,03-3917-0186
営利法人,このこのリーフ滝野川　第２,114-0023,北区滝野川７－２０－１　笹岡ビル１階,139.720329,35.742496,JGD2011,03-5980-7062
社福法人,飛鳥晴山苑　放課後等デイサービスさくら,114-0024,北区西ケ原４－５１－１,139.735978,35.74141,JGD2011,03-3940-9181
営利法人,スキップランド　西ヶ原,114-0024,北区西ケ原四丁目２番１９号,139.739591,35.742396,JGD2011,03-6326-5845
社福法人,つみき第６,114-0024,北区西ケ原３－５４－８－１０１,139.737508,35.744193,JGD2011,03-5972-1248
社福法人,つみき第１,114-0034,北区上十条１－１９－６,139.723289,35.759352,JGD2011,03-5948-9551
営利法人,放課後等デイサービス　ぴーす,114-0034,北区上十条５－４－１　サンタケビル１階,139.717381,35.764799,JGD2011,03-5948-6640
営利法人,スキップランド　神谷,115-0043,北区神谷二丁目２３番１５号,139.728288,35.771257,JGD2011,03-6323-0874
他の法人,特定非営利活動法人クレセール心の相談室,115-0045,北区赤羽１－４１－５　ＡＴエミネンス２階２０１号室,139.719725,35.781599,JGD2011,03-6679-0187
他の法人,第２特定非営利活動法人クレセール心の相談室,115-0045,北区赤羽２－６９－４　ヴェルメゾン赤羽１階,139.722752,35.782555,JGD2011,03-3903-6608
営利法人,児童デイサービス　まぁる,115-0051,北区浮間四丁目３２番２０号　松岡ビル２階,139.691607,35.791195,JGD2011,03-6755-3945
社福法人,つみき第４,115-0051,北区浮間４－５－５－１０１,139.697532,35.789051,JGD2011,03-6454-5196
営利法人,放課後等デイサービスしらゆり　あそぼーよ　みんなで,115-0052,北区赤羽北３丁目２１番２０－１０２号,139.705468,35.779105,JGD2011,03-6454-3812
営利法人,わいわいプラス荒川教室,116-0001,荒川区町屋５－５－１９　コーポアポロン１階,139.779288,35.749828,JGD2011,03-6807-7335
営利法人,スキップランド　町屋,116-0002,荒川区荒川５－４０－１,139.7763,35.739618,JGD2011,03-6807-9482
営利法人,つばめクラブ児童デイサービス,116-0002,荒川区荒川６－６１－１　ヒロマチヤ１０１号室,139.775114,35.742154,JGD2011,03-6807-6239
営利法人,アトリエ　Ｌｏｐ,116-0002,荒川区荒川４－８－１－１０１　アルビオン宮地,139.77772,35.737035,JGD2011,03-6458-3270
営利法人,放課後等デイサービス　あんプラス三ノ輪,116-0003,荒川区南千住１－１９－１,139.790266,35.73338,JGD2011,03-6806-8208
営利法人,放課後等デイサービスハート,116-0011,荒川区西尾久７丁目５番１１号　マンションシリウスオグ１階,139.757787,35.750424,JGD2011,03-6807-6533
他の法人,療養通所それいゆ,116-0012,荒川区東尾久３－１９－６,139.771147,35.747125,JGD2011,03-6458-2890
営利法人,ハッピーテラス尾久教室,116-0012,荒川区東尾久４－８－１４　鈴木ビル１階,139.768661,35.742973,JGD2011,03-6807-9361
営利法人,ＺＩＰＰＹＫＩＤＳ　ＡＮＮＥＸ　荒川,116-0012,荒川区東尾久３－６－８　２階,139.772414,35.744825,JGD2011,03-3809-0456
営利法人,こぱんはうす　さくら,116-0013,荒川区西日暮里６－２３－５　光ビル１階,139.770115,35.736071,JGD2011,03-3810-2112
営利法人,スマイルスイッチＯＮ,116-0014,荒川区東日暮里６－４５－３,139.775542,35.728811,JGD2011,03-6806-8028
営利法人,かすみくらぶ,116-0014,荒川区東日暮里６－２９－５　サンハイツ磯山１０１,139.775417,35.732927,JGD2011,03-5615-2103
営利法人,このこのリーフ　板橋区役所前,173-0004,板橋区板橋２－６４－１３　Ｙ＆Ｉビル２階,139.709543,35.750331,JGD2011,03-6905-7190
営利法人,フォレストケア,173-0021,板橋区弥生町４９－１１　NYビル中板橋１Ｆ,139.692495,35.755088,JGD2011,03-6905-8913
営利法人,ライブリーライフそよかぜ,173-0023,板橋区大山町３０－１８　大澤ビル２階,139.700764,35.748673,JGD2011,03-5926-5996
営利法人,クローバー　よつばのいえ,173-0025,板橋区熊野町１５－５,139.707197,35.742585,JGD2011,03-6909-5905
営利法人,レインボー熊野町,173-0025,板橋区熊野町１５－１　パレ・ドール池袋北１０１,139.707477,35.742546,JGD2011,03-4291-6550
営利法人,児童デイサービス　悠湯館,173-0031,板橋区大谷口北町７８－６,139.685779,35.749205,JGD2011,03-5926-6135
公益法人,東京ＹＷＣＡキッズガーデン,174-0043,板橋区坂下１－３４－２５,139.684505,35.780993,JGD2011,03-5914-1854
営利法人,児童デイサービス・アニマート蓮根駅前,174-0043,板橋区坂下２－１６－８,139.679436,35.784001,JGD2011,03-5392-2501
営利法人,放課後等デイサービス事業所　ウイング・ケアサービス,174-0046,板橋区蓮根２－２１－５　計良ビル２０１,139.676834,35.782679,JGD2011,03-6279-8474
社福法人,板橋ゆめの園　はすねっこ,174-0046,板橋区蓮根３－６－３　,139.6759,35.785912,JGD2011,03-3967-3933
営利法人,児童放課後等デイサービス　ノア,174-0046,板橋区蓮根２－１９－４　足立ビル１階１０１号室,139.678448,35.782473,JGD2011,03-5918-7290
営利法人,フォレストケア板橋本町,174-0054,板橋区宮本町１－１　健生ビル１階,139.704829,35.762391,JGD2011,03-5939-8152
他の法人,放課後等デイサービス　第２もちの木,174-0062,板橋区富士見町７－１１,139.700691,35.761388,JGD2011,03-6909-6089
営利法人,このこのランド上板橋,174-0064,板橋区中台１丁目４１－１２,139.677079,35.767039,JGD2011,03-6906-4775
社福法人,若葉ゆめの園多機能型事業所,174-0065,板橋区若木３－１５－１,139.674201,35.772105,JGD2011,03-3935-5780
営利法人,ドリームボックスときわ台,174-0072,板橋区南常盤台２－９－１３　キャッスルミナミときわ台１階,139.685409,35.756963,JGD2011,03-6789-1260
他の法人,キッズステーションフレンズ,174-0075,板橋区桜川２－２８－３１,139.678362,35.759937,JGD2011,03-6906-4150
営利法人,このこのランド桜川五本けやき,174-0075,板橋区桜川３－２３－９　ヒルトップＹＳ１階,139.673843,35.761112,JGD2011,03-6906-5841
営利法人,キャプテンキッズ,174-0076,板橋区上板橋２－１３－３　ライオンズマンション１F,139.670993,35.762376,JGD2011,03-5940-2155
他の法人,放課後サポートわくわく,175-0045,板橋区西台４－４－１１　キャッスル西台,139.667493,35.769708,JGD2011,03-6915-7859
他の法人,児童デイサービス　もちの木,175-0082,板橋区高島平１－３４－７,139.670179,35.783648,JGD2011,03-6906-6234
営利法人,放課後等デイサービス事業所　てんとう虫,175-0082,板橋区高島平９－２８－７　技興舎ビル１０１,139.670137,35.7899,JGD2011,03-6782-1111
営利法人,アプリ児童デイサービス高島平,175-0082,板橋区高島平７－４３－２　Ｆｏｒｔｒｅｓｓ．Ｕ１０１号室,139.65788,35.792108,JGD2011,03-6909-2513
営利法人,ドリームボックス高島平,175-0082,板橋区高島平四丁目２３番１５号　ハイネス新高１階,139.652444,35.789402,JGD2011,03-6904-1259
営利法人,このこのリーフ西台駅前,175-0082,板橋区高島平１丁目８０番１３号,139.673181,35.786764,JGD2011,03-6915-7805
営利法人,アプリ児童デイサービス高島平２号館,175-0082,板橋区高島平７丁目１８番１８号　高島平セントラルコート,139.656538,35.790916,JGD2011,03-6915-6293
営利法人,放課後等デイサービス　オレンジスイート,175-0083,板橋区徳丸七丁目２４番１５号　徳丸ビル２階,139.665215,35.781287,JGD2011,03-6906-6808
営利法人,このこのリーフ,175-0094,板橋区成増１－１４－１５　アーバンスパークビル１０２号,139.632402,35.775829,JGD2011,03-6909-9645
営利法人,シルバーハート放課後デイサービスひまわり　成増,175-0094,板橋区成増１－５－１１　第一相互マンション１階,139.632588,35.773251,JGD2011,03-6904-1253
他の法人,ＮＰＯ法人ふれあい学童　空,176-0012,練馬区豊玉北２－１６－３　セントローズ江古田１階,139.664853,35.734612,JGD2011,03-6915-8782
社福法人,発達支援室あかねっこ　練馬教室,176-0012,練馬区豊玉北４－２７－２　練馬民団ビル１階,139.657093,35.736917,JGD2011,03-6914-7515
他の法人,かめの子教室,176-0021,練馬区貫井３－２８－６,139.626095,35.738183,JGD2011,03-5936-4892
営利法人,運動発達支援スタジオＵＮＩＭＯ中村橋,176-0021,練馬区貫井１－２－１　中村橋サンパレス１１１,139.637711,35.73713,JGD2011,03-5848-5444
営利法人,発達支援センタージョイナス　向山教室,176-0022,練馬区向山一丁目１５番２号　上野ビル３階,139.639158,35.737122,JGD2011,03-5848-4843
営利法人,発達支援センタージョイナス中村橋教室,176-0023,練馬区中村北３－９－８　第２真ビル２０１,139.640475,35.736372,JGD2011,03-5848-8653
他の法人,放課後等デイサービス　ぱれっと,177-0031,練馬区三原台２－１８－２　グリーンビル１階,139.604369,35.755747,JGD2011,03-3867-3903
他の法人,ラフカｋｉｄｓ,177-0032,練馬区谷原４－２０－３１　ディアコート・アクア１階,139.614412,35.757977,JGD2011,03-6915-9675
社福法人,すまいる・キッズ＆すまいる・ツリー,177-0032,練馬区谷原５－２２－２　ＭＫＬビル２階,139.608163,35.750212,JGD2011,03-5923-6577
営利法人,このこのリーフ谷原,177-0032,練馬区谷原６－３－５,139.610152,35.754128,JGD2011,03-5923-7827
社福法人,すまいる・ステップ,177-0033,練馬区高野台３－１２－９　メゾンドサントロペ１階,139.615796,35.743174,JGD2011,03-3904-3400
営利法人,たまみずき,177-0041,練馬区石神井町７－３２－７　１階,139.596162,35.745462,JGD2011,03-5923-7188
他の法人,児童デイサービス　陽（てぃーら）,177-0045,練馬区石神井台７－２６－６,139.577958,35.731557,JGD2011,03-5934-4105
営利法人,くまさん,177-0045,練馬区石神井台５－２５－２７,139.587363,35.738748,JGD2011,03-5903-9981
営利法人,児童デイ　月のうさぎ,177-0045,練馬区石神井台８－７－１６,139.580149,35.735735,JGD2011,03-5933-3462
営利法人,このこのリーフ練馬,177-0045,練馬区石神井台５－２２－４１　フォーラム石神井１０６,139.588804,35.737085,JGD2011,03-5903-8247
他の法人,ふるーれプラス,177-0045,練馬区石神井台３－２４－３５,139.590209,35.743659,JGD2011,03-6913-3913
他の法人,放課後デイサービス　うぃんくる,177-0051,練馬区関町北３－１－３　ＭＳビル１階,139.572712,35.723272,JGD2011,03-6279-7886
他の法人,発達支援研究所スプラウト武蔵関教室,177-0051,練馬区関町北２－２４－１０　ＬＵＣＥ関町００１号,139.5757,35.726927,JGD2011,03-6904-9593
営利法人,あいの風キッズステーション,177-0052,練馬区関町東２－１５－８　マンション柚子１０１号,139.579008,35.728452,JGD2011,03-5903-8493
営利法人,いまここ大泉学園,178-0061,練馬区大泉学園町８－７－３５,139.594167,35.771986,JGD2011,03-5935-6753
営利法人,児童デイサービス　ＯＨＡＮＡ　ＫＩＤＳ大泉学園,178-0061,練馬区大泉学園町８－２５－１８　エスファルド１０２,139.595297,35.774869,JGD2011,03-5935-4623
営利法人,療育ルーム　りんごの木,178-0061,練馬区大泉学園町１－２８－５,139.588723,35.760268,JGD2011,03-6321-2611
営利法人,ふれあい学童　空,178-0062,練馬区大泉町５－３５－１　ジョイハウス北園１階,139.590462,35.758096,JGD2011,03-5935-4615
社福法人,発達支援室あかねっこ　大泉教室,178-0063,練馬区東大泉３－１９－６　第一豊田ビル２階,139.585854,35.7515,JGD2011,03-3921-3105
営利法人,でぃあな,178-0063,練馬区東大泉４－２５－１６,139.583354,35.752022,JGD2011,03-5935-9478
営利法人,はつらつ,178-0064,練馬区南大泉５－３－３,139.578802,35.749653,JGD2011,03-5905-2677
営利法人,ハーモニー,178-0065,練馬区西大泉３－１１－４,139.581637,35.753955,JGD2011,03-5935-6670
営利法人,このこのリーフ光が丘,179-0071,練馬区旭町１－４１－１２,139.620131,35.766268,JGD2011,03-5968-8357
区市町村,練馬区立こども発達支援センター,179-0072,練馬区光が丘３－１－１,139.630961,35.754201,JGD2011,03-3975-6251
他の法人,みかん,179-0074,練馬区春日町３－１－１２　クリスタルエム１階,139.644566,35.748121,JGD2011,03-5848-3747
他の法人,はじめのいっぽ春日町,179-0074,練馬区春日町２－２８－３　春日町児童館１階,139.646351,35.757087,JGD2011,03-3998-8506
営利法人,シルバーハート放課後デイサービスひまわり,179-0074,練馬区春日町５－３３－３０－２Ｆ,139.637419,35.751223,JGD2011,03-3577-8840
社福法人,春日びより,179-0074,練馬区春日町５－３３－３３　春日町ＮＣビル１階,139.637855,35.751326,JGD2011,03-5848-7455
社福法人,発達支援室あかねっこ　春日町教室,179-0075,練馬区高松２－２６－６　サングリーン高松２階,139.631497,35.750937,JGD2011,03-5933-9209
営利法人,にじ色くらぶ,179-0075,練馬区高松６－５－８　フジハイムⅡ１０２,139.618098,35.756694,JGD2011,03-5923-9644
医療法人,あんしぇる,179-0081,練馬区北町６－２７－１１　パチェフォレスタ１階,139.652831,35.760114,JGD2011,03-3990-9380
営利法人,つむぎの里　雅　錦,179-0082,練馬区錦１－１６－１０,139.670308,35.757665,JGD2011,03-6906-5699
営利法人,白い鳥,120-0001,足立区大谷田４－１－１８,139.83809,35.777295,JGD2011,03-5849-5736
営利法人,あしたも笑顔　谷中公園,120-0003,足立区東和５－１４－１８－１Ｆ,139.838676,35.775939,JGD2011,03-5856-2506
他の法人,児童デイサービス　にじいろ東和,120-0003,足立区東和４－４－２０,139.84307,35.771046,JGD2011,03-5849-3105
営利法人,からふるＫids綾瀬,120-0005,足立区綾瀬２－４６－６　河合ビル１階,139.830591,35.762183,JGD2011,03-6662-7518
営利法人,あしたも笑顔　北綾瀬,120-0006,足立区谷中２－１０－１　小倉ビル１階,139.832429,35.776212,JGD2011,03-5849-3440
営利法人,放課後等デイサービスおはな,120-0006,足立区谷中２－１４－３　皐月マンション１０２,139.832329,35.775345,JGD2011,03-6802-6740
営利法人,放課後等デイサービス　笑がお,120-0012,足立区青井三丁目５番２６号１０１号室,139.818159,35.770298,JGD2011,03-5845-5385
他の法人,まつぼっくりツリー,120-0015,足立区足立３－１０－６　ヴァロービル２階,139.809093,35.764746,JGD2011,03-5888-9311
営利法人,児童デイサービスＫｏＭｏＲｅＢｉ北千住,120-0023,足立区千住曙町３７－１０　段上ビル２階,139.816091,35.741827,JGD2011,03-6806-1397
社福法人,発達支援室あかねっこ　北千住教室　サポートワン,120-0026,足立区千住旭町７－２５,139.806125,35.746968,JGD2011,03-5284-8806
営利法人,きたせんじゅステップ第３,120-0031,足立区千住大川町３７－２,139.798011,35.755477,JGD2011,03-3888-2555
営利法人,きたせんじゅステップ第２,120-0033,足立区千住寿町３８－８,139.800241,35.754939,JGD2011,03-3870-7301
営利法人,きたせんじゅステップ,120-0042,足立区千住龍田町３－１３,139.796278,35.750734,JGD2011,03-6806-2133
営利法人,えにし　こどもプラス,121-0051,足立区神明２－２－１１,139.831742,35.793165,JGD2011,03-5613-8108
他の法人,放課後等デイサービスあおぞら六木,121-0052,足立区六木１－４－１７,139.837667,35.789746,JGD2011,03-5856-3023
他の法人,ぷらちな児童デイ,121-0055,足立区加平１－８－２３,139.826032,35.774848,JGD2011,03-5697-9933
営利法人,あある　まつりかフラワー,121-0061,足立区花畑４－２３－８　グリーンパーク花畑Ⅳ１０１号室,139.810277,35.804494,JGD2011,03-5856-6701
営利法人,あったかいデイ　花畑,121-0061,足立区花畑５－１２－１　花畑団地８２号棟１０２号,139.809927,35.807,JGD2011,03-5851-5400
他の法人,キッズの森第３　南花畑,121-0062,足立区南花畑４－３１－４　ＭＹ第２ビル１０１号室,139.817896,35.799053,JGD2011,03-5831-5607
営利法人,あある　まつりか,121-0063,足立区東保木間２－６－８,139.81158,35.794351,JGD2011,03-5856-5443
営利法人,児童デイサービス　ハートぽっぽ　ＥＡＳＴ,121-0063,足立区東保木間２－２３－５,139.814166,35.794601,JGD2011,03-3883-0841
営利法人,児童デイサービスハートぽっぽ,121-0064,足立区保木間１－５－２１,139.805111,35.789587,JGD2011,03-3850-8487
他の法人,キッズの森,121-0064,足立区保木間２－２－１　オオサキ竹ノ塚マンション１階,139.802675,35.793867,JGD2011,03-5831-8091
営利法人,にこにこキッズ,121-0064,足立区保木間三丁目３３番８号　第１２６新井ビル１０２号室,139.809947,35.795308,JGD2011,03-3858-3725
営利法人,児童デイサービス　リズム東伊興,121-0801,足立区東伊興３－１４－２３　第二佐藤ビル１階,139.791804,35.802777,JGD2011,03-5838-1145
営利法人,すかいきっず,121-0812,足立区西保木間１－２１－７－１０１,139.798414,35.796695,JGD2011,03-5856-6136
他の法人,パワフルキッズ西保木間,121-0812,足立区西保木間２－５－５,139.797856,35.798978,JGD2011,03-5856-6418
営利法人,ハッピートライアングル竹ノ塚,121-0813,足立区竹の塚１－３０－１－１階,139.792187,35.791567,JGD2011,03-5851-7151
営利法人,児童デイサービス　たのしー,121-0814,足立区六月３－３－４,139.790796,35.785737,JGD2011,03-3850-6565
営利法人,みつばちはうす,121-0814,足立区六月３－３－５,139.790624,35.785824,JGD2011,03-3850-6339
他の法人,キッズの森　六月,121-0814,足立区六月１－５－２８　相川ビル１階,139.801015,35.785702,JGD2011,03-5851-9371
営利法人,でいじいすまいる,121-0815,足立区島根２－２－１　島根グリーンフォレスト,139.802892,35.780641,JGD2011,03-5856-6260
営利法人,Ｏｎｌｙ　Ｏｎｅ足立,121-0815,足立区島根３－１－１０,139.796996,35.7791,JGD2011,050-3734-5542
他の法人,パワフルキッズ,121-0836,足立区入谷１－１６－１３,139.766872,35.805459,JGD2011,03-5647-6130
営利法人,すかいきっずぷらす,123-0841,足立区西新井１－３８－１１　オリエント第６ビル１０２号,139.780333,35.78246,JGD2011,03-5856-9803
営利法人,児童デイサービス　リズム西新井,123-0845,足立区西新井本町１－１９－１１　１階,139.776911,35.776388,JGD2011,03-5837-4933
