経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,はるの相談室,158-0082,世田谷区等々力２－３６－２　エクセル等々力２０１号室,139.647107,35.605435,JGD2011,03-6411-6064
医療法人,相談支援事業所青い鳥,158-0083,世田谷区奥沢７－１２－２５－２階,139.664042,35.607318,JGD2011,03-5758-6331
他の法人,プリズム,158-0091,世田谷区中町２－２１－１２,139.644685,35.61382,JGD2011,03-3705-9503
他の法人,なかまっち相談室,158-0091,世田谷区中町２－１７－２１,139.644763,35.611081,JGD2011,03-6411-6597
社福法人,相談支援センター　フォルテ,158-0094,世田谷区玉川１－７－２,139.628015,35.610121,JGD2011,03-6805-6693
営利法人,相談支援　ツナカン,158-0095,世田谷区瀬田１－７－１３,139.631506,35.615014,JGD2011,090-3204-9945
社福法人,発達障害者就労支援センターゆに（ＵＮＩ）相談支援事業所,158-0098,世田谷区上用賀５－１４－１－１０２,139.626089,35.630337,JGD2011,03-5797-2340
その他,はぁとぴあ相談ステーション,150-0001,渋谷区神宮前３－１８－３７,139.709527,35.671407,JGD2011,03-5412-0053
区市町村,渋谷区子ども発達相談センター,150-0001,渋谷区神宮前３－１８－３３,139.709272,35.670937,JGD2011,03-3405-9658
社福法人,宮代学園相談支援センター,150-0012,渋谷区広尾４－２－１２,139.722279,35.655159,JGD2011,03-6427-6540
社福法人,パールケア,150-0035,渋谷区鉢山町３－２７　社会福祉法人パール福祉総合プラザ内,139.698709,35.652756,JGD2011,03-5458-4816
区市町村,渋谷区障害者福祉センター代々木の杜,151-0053,渋谷区代々木２－３５－１,139.697725,35.684158,JGD2011,03-5371-1550
その他,渋谷区精神障害者地域生活支援センター,151-0053,渋谷区代々木１－２０－８,139.702561,35.680225,JGD2011,03-3299-0317
他の法人,障がい者相談支援センター樹音,151-0053,渋谷区代々木１－３８－８－４７,139.701116,35.682833,JGD2011,03-6276-1407
営利法人,障害児相談支援事業所さち,151-0071,渋谷区本町２－５－１１　三山ビル２階,139.683515,35.684004,JGD2011,03-6276-5851
社福法人,地域活動支援センターふれあい,151-0073,渋谷区笹塚３－４３－１,139.669514,35.679691,JGD2011,03-5302-1190
他の法人,東京総合福祉,151-0073,渋谷区笹塚１－６１－８－８２３,139.663545,35.673033,JGD2011,03-6318-4220
社福法人,もみじやま障害者計画相談室,164-0001,中野区中野５－３－３２,139.672271,35.708118,JGD2011,03-5318-9954
他の法人,中野区精神障害者地域生活支援センター　通称「せせらぎ」,164-0001,中野区中野５－６８－７　中野区社会福祉会館６階,139.665196,35.709262,JGD2011,03-3387-1326
社福法人,相談支援センターあいいく,164-0001,中野区中野１－６－１２,139.682509,35.693609,JGD2011,03-3371-5231
営利法人,ラナイ相談支援事業所,164-0002,中野区上高田５－４７－１１－１０１,139.673153,35.718139,JGD2011,03-6875-7485
他の法人,ことり,164-0003,中野区東中野４－２－２　篠木ビル３階,139.685581,35.706541,JGD2011,03-3360-3517
社福法人,社会福祉法人中野あいいく会　中部すこやか障害者相談支援事業所,164-0011,中野区中央３－１９－１,139.674176,35.7004,JGD2011,03-3367-7810
営利法人,指定特定相談支援事業所メノウ中野,164-0011,中野区中央３－１３－１０　ジョイ林４０１号室,139.673576,35.702055,JGD2011,03-5937-0480
社福法人,ふらっとなかの,164-0012,中野区本町５－４０－１４,139.668269,35.691709,JGD2011,03-6805-6580
営利法人,相談支援事業所あいだっく,164-0012,中野区本町３－１９－１１　ライフピアハラ１階,139.674302,35.69537,JGD2011,03-6276-3903
社福法人,弥生福祉作業所障害者相談支援事業所,164-0013,中野区弥生町４－３６－１５,139.67091,35.689801,JGD2011,03-3384-2939
他の法人,南部すこやか障害者相談支援事業所,164-0013,中野区弥生町５－１１－２６,139.668377,35.688192,JGD2011,03-5340-7888
社福法人,中野区療育センターゆめなりあ,164-0013,中野区弥生町５－５－２,139.666333,35.686165,JGD2011,03-6382-4781
社福法人,障害者支援施設江古田の森相談支援事業所,165-0022,中野区江古田３－１４－１９,139.665368,35.729629,JGD2011,03-5318-3711
他の法人,北部すこやか障害者相談支援事業所,165-0022,中野区江古田４－３１－１０,139.661418,35.724616,JGD2011,03-5942-5800
社福法人,障害者福祉会館障害者相談支援事業所,165-0025,中野区沼袋２－４０－１８,139.66304,35.723597,JGD2011,03-3389-2171
他の法人,障害者相談支援事業所　わ・らいふ,165-0026,中野区新井２－８－１３,139.664832,35.712234,JGD2011,03-3388-2941
他の法人,まっしろキャンバス,165-0027,中野区野方５－２８－１　エクセルシオール野方１－１０２,139.653441,35.719461,JGD2011,03-6753-5566
社福法人,かみさぎこぶし園障害者相談支援事業所,165-0031,中野区上鷺宮１－２１－３０,139.636028,35.729942,JGD2011,03-5241-8121
社福法人,中野障害者計画相談支援室,165-0032,中野区鷺宮３－１８－５,139.638806,35.723085,JGD2011,03-5988-7619
社福法人,鷺宮すこやか障害者相談支援事業所,165-0033,中野区若宮３－５８－１０,139.640337,35.722082,JGD2011,03-6265-5770
社福法人,ひゅーまん地域生活相談室,166-0001,杉並区阿佐谷北１－３６－３　ＹＯＫＯＫＡＷＡビル３階,139.635974,35.708706,JGD2011,03-5327-6781
社福法人,相談支援事業所　なでしこ,166-0002,杉並区高円寺北１－２８－１,139.657789,35.709012,JGD2011,03-5345-6741
他の法人,発達支援ルーム　にこっと,166-0002,杉並区高円寺北３－４０－１３　ＢＩＧ　ＶＡＬＬＥＹ２階,139.64657,35.710514,JGD2011,03-6265-5777
他の法人,ＮＰＯ法人　すぎなみ障害者生活支援コーディネイトセンター,166-0003,杉並区高円寺南４－２７－４　高円寺ホワイトレジデンス２０２号,139.649826,35.704132,JGD2011,03-3315-2110
営利法人,相談支援事業所　ＨＵＧ　はぐ,166-0003,杉並区高円寺南４－４５－４　高円寺南サマリアマンション７０４,139.650475,35.704921,JGD2011,03-5307-8989
営利法人,朝焼け相談支援事業所,166-0003,杉並区高円寺南２－３７－１４　メゾン高円寺２０１,139.654417,35.701307,JGD2011,03-6454-6736
医療法人,相談支援事業所　リリーフ,166-0004,杉並区阿佐谷南３－３７－１３　大同ビル４０３,139.635649,35.704573,JGD2011,03-5335-1233
区市町村,杉並区児童発達相談係,166-0004,杉並区阿佐谷南１－１４－８,139.63711,35.699774,JGD2011,03-5307-0371
営利法人,キラキラステーション,166-0004,杉並区阿佐谷南２－１２－２　第２丸伊荘１１号,139.638999,35.703568,JGD2011,03-6454-6513
社福法人,かたつむり相談室,166-0012,杉並区和田１－５－１８　アテナビル２階,139.663214,35.68902,JGD2011,03-3381-4278
営利法人,ケア２１　堀之内,166-0013,杉並区堀ノ内２－２７－１２　パレドール方南町１０３号室,139.654581,35.690075,JGD2011,03-5305-6552
他の法人,障害者ケアマネジメント友愛,166-0014,杉並区松ノ木３－１６－１２,139.645771,35.694372,JGD2011,03-5307-6790
他の法人,相談支援事業所　ゆい企画,166-0015,杉並区成田東５－１５－２１　成宗マンション１階,139.628827,35.702087,JGD2011,03-3220-7880
営利法人,ヘルプメイト井草相談支援部,167-0021,杉並区井草３－２－４,139.613914,35.724876,JGD2011,03-5382-1663
社福法人,八成相談支援事業所,167-0021,杉並区井草２－２５－４,139.619555,35.72855,JGD2011,03-3395-7531
医療法人,ユトリロ,167-0022,杉並区下井草１－１０－５,139.632971,35.71616,JGD2011,03-3399-8373
社福法人,いたる相談室,167-0032,杉並区天沼１－１５－１８,139.630027,35.707697,JGD2011,03-6383-5571
営利法人,株式会社よりみち,167-0032,杉並区天沼３－２９－１４,139.620411,35.706375,JGD2011,03-3392-0915
他の法人,あおばケアセンター,167-0032,杉並区天沼３－２６－２５,139.620847,35.707855,JGD2011,03-6383-6080
営利法人,地域福祉研究所,167-0032,杉並区天沼１－２８－１１,139.629508,35.708322,JGD2011,03-3220-0329
社福法人,しゃろーむ杉並,167-0032,杉並区天沼２－４－１　井上ビル２０３,139.623386,35.705323,JGD2011,03-5335-7690
他の法人,相談支援　ＯＫプラネット,167-0034,杉並区桃井２－１－６　シャトレ・オギ１－Ｃ号,139.610631,35.710622,JGD2011,03-6913-8607
社福法人,杉並障害者自立生活支援センターすだち,167-0035,杉並区今川２－１４－１２,139.609034,35.718062,JGD2011,03-5310-3362
営利法人,福は家相談室,167-0041,杉並区善福寺４－１７－６　１階,139.590874,35.719906,JGD2011,03-6913-8824
他の法人,相談支援事業所うぃる,167-0042,杉並区西荻北２－２－１６　オーシャンアート２０２,139.602735,35.704055,JGD2011,03-4285-9727
営利法人,青い鳥合同会社,167-0051,杉並区荻窪４－２４－１８　荻窪家族レジデンス１０２,139.624381,35.702062,JGD2011,03-6383-5888
営利法人,ケアセンターこもれび,167-0051,杉並区荻窪１－３２－３,139.618531,35.693654,JGD2011,050-3559-4195
営利法人,スギコーケアセンター荻窪,167-0051,杉並区荻窪４－６－１６,139.617551,35.699406,JGD2011,03-5347-4646
他の法人,相談支援事業所　木の実,167-0052,杉並区南荻窪１－５－１１　１階,139.617259,35.694962,JGD2011,03-5941-7351
社福法人,済美福祉相談室,167-0054,杉並区松庵２－２２－２２,139.592772,35.698328,JGD2011,03-3334-0866
他の法人,相談支援事業所かすみ草,168-0063,杉並区和泉３－２２－１５　グランヴェール和泉１０１,139.647741,35.677813,JGD2011,03-6265-7991
社福法人,永福南社会福祉ガーデン　相談支援事業所,168-0064,杉並区永福１－７－６,139.642103,35.669383,JGD2011,03-6379-3011
他の法人,やどり木,168-0064,杉並区永福１－２７－３１,139.644652,35.67226,JGD2011,03-6265-7490
営利法人,あおいサポートステーション,168-0065,杉並区浜田山３－２５－１６　エスカイア浜田山１０２,139.629234,35.682073,JGD2011,03-6795-8149
区市町村,杉並区立こども発達センター,168-0072,杉並区高井戸東１－１８－５,139.619729,35.682622,JGD2011,03-5317-5661
営利法人,スギコーケアセンター,168-0072,杉並区高井戸東３－１８－７　杉交第２ビル,139.621595,35.685597,JGD2011,03-5344-1681
社福法人,ホープ相談支援センター,168-0082,杉並区久我山５－３６－１７,139.60228,35.690557,JGD2011,03-3335-3780
社福法人,豊島区立駒込福祉作業所　相談支援事業所　あとりえ,170-0003,豊島区駒込４－７－１,139.742364,35.734978,JGD2011,03-3910-2301
社福法人,豊島区立駒込生活実習所　相談支援事業所　ぎゃらりー,170-0003,豊島区駒込４－７－１,139.742364,35.734978,JGD2011,03-3910-2301
区市町村,豊島区東部障害支援センター特定相談支援事業所,170-0005,豊島区南大塚２－３６－２,139.730329,35.729037,JGD2011,03-3946-2511
社福法人,地域生活支援センターこかげ,170-0013,豊島区東池袋４－５－1　エアライズタワー１０３,139.718982,35.726467,JGD2011,03-5958-1990
営利法人,Ｌｉｎｋ福祉相談局,170-0013,豊島区東池袋１－２５－１７　ウエストビル７階,139.716233,35.728078,JGD2011,03-5957-1179
営利法人,障害児相談支援事業所・アニマートとしま,170-0013,豊島区東池袋２－２２－４　市川ビル１０１,139.722279,35.731095,JGD2011,03-5927-1939
社福法人,いけぶくろ茜の里相談支援室,171-0014,豊島区池袋４－１５－１０,139.707719,35.739802,JGD2011,03-5960-5231
営利法人,イルカ相談支援事業所,171-0014,豊島区池袋２－３５－５　ウチダビル２階,139.706586,35.733447,JGD2011,03-3988-2688
社福法人,さくらんぼ特定相談支援事業所,171-0021,豊島区西池袋３－８－２０,139.703475,35.727714,JGD2011,03-5396-9581
社福法人,豊島区立目白福祉作業所　相談支援事業所　ひだまり,171-0031,豊島区目白５－２４－１２,139.696882,35.725328,JGD2011,03-3953-4195
区市町村,豊島区立心身障害者福祉センター,171-0031,豊島区目白５－２４－１２,139.696882,35.725328,JGD2011,03-3953-2811
社福法人,豊島区立目白生活実習所　相談支援事業所　にじ,171-0031,豊島区目白５－２４－１２,139.696882,35.725328,JGD2011,03-3953-4194
営利法人,相談支援センターさくら,171-0043,豊島区要町１－２８－２０,139.697259,35.735138,JGD2011,03-5935-4944
区市町村,豊島区西部障害支援センター特定相談支援事業所,171-0043,豊島区要町１－５－１,139.695873,35.733096,JGD2011,03-3974-5531
区市町村,豊島区立西部子ども家庭支援センター,171-0044,豊島区千早４－６－１４,139.682466,35.737684,JGD2011,03-5966-3131
他の法人,生活サポートセンター・こっとん,171-0051,豊島区長崎２－１５－１６　１階,139.693196,35.728783,JGD2011,03-3959-5941
他の法人,あおぞら相談支援センター,171-0052,豊島区南長崎５－１６－８　平和ビル３０２号室,139.682797,35.728649,JGD2011,03-5983-0021
社福法人,相談支援事業　ゆきわりそう,171-0052,豊島区南長崎６－１９－５　ゆきわりそう１階,139.680286,35.72976,JGD2011,03-6908-3455
他の法人,相談支援事業所　ガーデニング,171-0052,豊島区南長崎５－２６－１３　２階,139.682619,35.72901,JGD2011,03-6908-0285
社福法人,フロイデ,114-0001,北区東十条６－５－１９,139.725733,35.770165,JGD2011,03-6454-4736
公益法人,あすか山訪問看護ステーション,114-0001,北区東十条１－９－１２　溝口ビル１階,139.731483,35.760689,JGD2011,03-5959-3121
区市町村,北区立あすなろ福祉園　相談支援事業所フレンズ,114-0002,北区王子６－４－６,139.741854,35.761125,JGD2011,03-3913-0188
営利法人,スマイルハート王子,114-0003,北区豊島６－７－１６　モリヤマンション３０１,139.746779,35.764475,JGD2011,03-5959-0770
営利法人,株式会社　かいごのきもち,114-0015,北区中里１－１５－１　アムロゼッタ駒込１０２,139.750629,35.737481,JGD2011,03-5834-7267
他の法人,つみき相談室,114-0022,北区王子本町１－１９－１,139.733005,35.753856,JGD2011,03-3908-7166
他の法人,マック・ファミリーエイド,114-0023,北区滝野川６－７６－９　エスポワール・オチアイ１階,139.722756,35.747715,JGD2011,03-5972-4771
社福法人,就労・生活支援センター　飛鳥晴山苑,114-0024,北区西ケ原４－５１－１,139.735978,35.74141,JGD2011,03-3940-9181
他の法人,特定相談支援事業　コンティヌオ,114-0024,北区西ケ原２－４０－１２　パーソナルハイツ飛鳥山１階,139.741571,35.746421,JGD2011,070-5086-2044
社福法人,ドリームヴイ　相談支援センター,114-0034,北区上十条２－１－１２,139.722164,35.757492,JGD2011,03-3906-7753
営利法人,リーフ介護ステーション,114-0034,北区上十条３－２５－８－３０１,139.717903,35.762421,JGD2011,03-5963-6422
社福法人,つみき相談室,114-0034,北区上十条１－１９－６,139.723289,35.759352,JGD2011,03-5948-9554
営利法人,障がい者相談支援センターしらゆり,115-0044,北区赤羽南１－３－１　?橋ビル４階,139.722847,35.7761,JGD2011,03-3598-6310
他の法人,相談事業所わくわくかん,115-0044,北区赤羽南２－６－６　スカイブリッジビルＢ１階,139.722733,35.772245,JGD2011,03-3902-9996
営利法人,相談支援事業所ケアネットワーク,115-0044,北区赤羽南１－１７－６　石垣ビル１Ｆ,139.724213,35.776745,JGD2011,03-6903-9633
営利法人,ヘルパーステーション赤羽,115-0045,北区赤羽２－６９－２　千秀ビル３Ｆ,139.722749,35.782491,JGD2011,03-3598-8690
区市町村,北区立若葉福祉園　相談支援事業所ぴーす,115-0055,北区赤羽西６－９－２,139.707932,35.773161,JGD2011,03-5993-5556
営利法人,宮本相談支援センター,116-0001,荒川区町屋２－１４－９　メゾンドカスターナ１０１,139.778805,35.744492,JGD2011,03-5692-1610
区市町村,荒川区立障害者福祉会館,116-0002,荒川区荒川２－５７－８,139.783264,35.740549,JGD2011,03-3803-6221
営利法人,トラム相談支援事業所,116-0002,荒川区荒川６－６４－９　Ｋ’ｓハウス２０１,139.775992,35.742418,JGD2011,03-5855-2087
社福法人,相談支援事業所　荒川愛恵苑,116-0011,荒川区西尾久７－５０－６,139.751473,35.750027,JGD2011,03-3894-4100
他の法人,オフィスサプライ相談支援事業所,116-0011,荒川区西尾久７－１９－６　ベルメゾンヤスダ１０３,139.756276,35.750582,JGD2011,03-6240-8195
区市町村,荒川区立精神障害者地域生活支援センター,116-0012,荒川区東尾久５－４５－１１,139.766383,35.748694,JGD2011,03-3819-3113
他の法人,相談支援センターあらかわ,116-0014,荒川区東日暮里１－１７－１２　二村ビル１Ｆ,139.790221,35.7297,JGD2011,03-3801-7227
区市町村,荒川区障害者福祉課,116-8501,荒川区荒川２－２－３,139.783373,35.736083,JGD2011,03-3802-3111
区市町村,東京都板橋区立加賀福祉園,173-0003,板橋区加賀１－７－２,139.718715,35.754192,JGD2011,03-3579-2366
営利法人,レインボーブリッジ板橋ケアセンター,173-0004,板橋区板橋３－５－１５,139.712265,35.750628,JGD2011,03-5943-2951
営利法人,相談支援　フォレストサポート,173-0004,板橋区板橋３－２６－６　リバティオザワ１階,139.713465,35.750231,JGD2011,03-6905-6626
他の法人,相談支援事業所フェリシダ,173-0004,板橋区板橋１－５３－１７　新板橋ビューハイツ３０５,139.720729,35.748506,JGD2011,03-6915-5596
営利法人,ケーアイサポート介護事業部,173-0012,板橋区大和町１０－１１,139.706171,35.758716,JGD2011,03-6905-1054
他の法人,板橋区地域生活応援センター,173-0013,板橋区氷川町４６－４－１０４,139.70646,35.751053,JGD2011,03-3964-5166
営利法人,泰心訪問介護センター,173-0015,板橋区栄町３０－１５,139.700344,35.754278,JGD2011,03-5944-2555
営利法人,介護センターともに,173-0015,板橋区栄町２０－５　小田嶋ビル１階,139.703183,35.753708,JGD2011,03-5943-1655
営利法人,よつば介護,173-0016,板橋区中板橋２２－９　堀越ビル１０１,139.697033,35.755358,JGD2011,03-5944-1766
他の法人,特定非営利活動法人レイ,173-0024,板橋区大山金井町２７－８,139.705494,35.746326,JGD2011,03-5926-6296
社福法人,心身障害児総合医療療育センター,173-0037,板橋区小茂根１－１－１０,139.682715,35.747517,JGD2011,03-3974-2146
営利法人,株式会社　ベスト・ケアー,173-0037,板橋区小茂根１－２５－２２－１０１号,139.677815,35.747371,JGD2011,03-3554-8135
社福法人,志村ゆめの園　障害者相談支援センター,174-0043,板橋区坂下１－１１－３－１０２,139.683197,35.778727,JGD2011,03-3966-2548
公益法人,東京YWCAキッズガーデン,174-0043,板橋区坂下１－３４－２５,139.684505,35.780993,JGD2011,03-5914-1854
営利法人,スローステップ　相談支援センター,174-0046,板橋区蓮根２－１７－７,139.677045,35.782418,JGD2011,03-5916-0980
他の法人,Ｂｅｅｃｈ,174-0053,板橋区清水町８１－１１　アセッツ本蓮沼１０６,139.704396,35.767101,JGD2011,03-6909-6411
社福法人,東京聴覚障害者支援センター,174-0056,板橋区志村２－１９－５,139.687852,35.775286,JGD2011,03-3967-0051
営利法人,株式会社ユーモア,174-0064,板橋区中台１－４４－４,139.677034,35.767486,JGD2011,03-3550-0239
営利法人,株式会社もみの木,174-0071,板橋区常盤台１－３３－４,139.693544,35.761671,JGD2011,03-3960-4487
営利法人,アイサービス,174-0071,板橋区常盤台２－３３－４－１０１,139.686789,35.763309,JGD2011,03-5918-9561
営利法人,ヘルパーステーション上板橋,174-0071,板橋区常盤台４－２２－１２　山和常盤台ビル,139.678498,35.763395,JGD2011,03-5945-9511
社福法人,指定相談事業所　スペースピア,174-0072,板橋区南常盤台２－１－７,139.687603,35.759057,JGD2011,03-3554-3081
営利法人,ハートケア相談支援センター,174-0072,板橋区南常盤台１－３４－９,139.688248,35.757388,JGD2011,03-5917-6777
営利法人,ふれあいパーク,174-0072,板橋区南常盤台２－９－１３　キャッスルミナミときわ台１階,139.685409,35.756963,JGD2011,03-6789-1260
営利法人,すこやかサポート雅,174-0074,板橋区東新町２－２０－１,139.680748,35.754219,JGD2011,03-5917-1473
社福法人,シャローム相談支援事業所,174-0075,板橋区桜川２－２８－１２,139.676873,35.760284,JGD2011,03-5398-1677
営利法人,株式会社福ぶくろ　介護のたくみ,174-0076,板橋区上板橋２－３０－２,139.674293,35.762326,JGD2011,03-6906-4182
他の法人,相談支援事業所　わくわくリンク,175-0045,板橋区西台４－４－１１　キャッスル西台１Ｆ,139.667493,35.769708,JGD2011,03-6915-7859
営利法人,ピースケアサービス,175-0081,板橋区新河岸３－１５－７－３０３　サンライフ新高島平,139.651075,35.796076,JGD2011,03-5968-3235
営利法人,さくらヘルプケア,175-0082,板橋区高島平１－４８－５－１０２,139.668871,35.784284,JGD2011,03-3935-2201
社福法人,板橋区立障がい者福祉センター,175-0082,板橋区高島平９－２５－１２,139.668176,35.79048,JGD2011,03-6906-5721
社福法人,生活支援センターにりん草,175-0082,板橋区高島平１－２０－５　飯島ハイツ１０５,139.66919,35.78307,JGD2011,03-6785-1575
他の法人,生活サポート　こころ,175-0082,板橋区高島平１－４８－６－１階,139.668651,35.784287,JGD2011,03-6913-0242
医療法人,サンライズ高島平,175-0082,板橋区高島平７－２６－８,139.65826,35.791358,JGD2011,03-3979-3350
営利法人,株式会社ケアプラン徳丸,175-0084,板橋区四葉２－１９－６－２０１,139.650161,35.781312,JGD2011,03-5967-0770
営利法人,相談支援センター　ｆｔｌアクセス,175-0094,板橋区成増２－２４－３　バーチヒルズ１０６,139.630007,35.779198,JGD2011,03-6904-1015
営利法人,シルバーハートひまわり相談支援事業所,175-0094,板橋区成増１－５－１１,139.632588,35.773251,JGD2011,03-6904-2680
営利法人,みつば相談支援センター　成増,175-0094,板橋区成増１－１６－７　セントヒルズ成増１０２,139.630649,35.77429,JGD2011,03-6904-0684
社福法人,かすたねっと相談支援事業所,176-0001,練馬区練馬２－１－９,139.65604,35.741336,JGD2011,03-3991-2259
他の法人,ＮＰＯ・ＡＣＴねりま居宅介護支援事業所,176-0002,練馬区桜台１－１２－９　メーナジュ桜台１Ｆ,139.662778,35.739695,JGD2011,03-5946-6881
営利法人,小竹メンタルサポート,176-0004,練馬区小竹町１－４７－１３－２０１,139.674994,35.73939,JGD2011,03-6753-1342
その他,練馬区立豊玉障害者地域生活支援センター,176-0012,練馬区豊玉北５－１５－１９,139.654851,35.736014,JGD2011,03-3557-2020
社福法人,ねりま相談支援事業所みらい,176-0024,練馬区中村１－７－１０　マーべラスＡ１０１号,139.647638,35.731992,JGD2011,03-3577-8658
営利法人,かがやき相談支援事業所,176-0025,練馬区中村南２－１８－１４　マウントスクウエア１０１号室,139.641934,35.727026,JGD2011,03-3990-7531
社福法人,山彦相談支援事業所,177-0034,練馬区富士見台２－１９－９,139.62406,35.735733,JGD2011,03-3970-2365
他の法人,ケアサポートサニーサイド相談支援事業所,177-0041,練馬区石神井町３－１７－１４　コスモス石神井公園３０３号室,139.604228,35.742565,JGD2011,03-5393-0368
その他,練馬区立石神井障害者地域生活支援センター,177-0041,練馬区石神井町７－３－２８,139.601328,35.74452,JGD2011,03-3997-2181
社福法人,ワークショップ石神井相談支援事業所,177-0041,練馬区石神井町７－１７－４,139.596015,35.741754,JGD2011,03-5923-9818
社福法人,未来こどもランドすまいる相談支援室,177-0041,練馬区石神井町３－２７－１４－２０７,139.603294,35.743001,JGD2011,03-3995-5575
医療法人,石神井生活相談支援室,177-0041,練馬区石神井町４－３－１６,139.604366,35.744532,JGD2011,03-5923-9121
他の法人,相談支援事業所さくら,177-0044,練馬区上石神井３－１６－２５,139.596076,35.731208,JGD2011,03-5903-9807
他の法人,相談支援事業所陽（てぃーら）,177-0045,練馬区石神井台７－２６－５,139.578036,35.731607,JGD2011,03-6904-8965
営利法人,たまみずき相談支援事業所,177-0045,練馬区石神井台３－２－１８,139.593515,35.742956,JGD2011,03-5923-9223
社福法人,やすらぎラウンジ　相談支援事業所,177-0045,練馬区石神井台８－２２－６,139.579891,35.737648,JGD2011,03-5947-4503
他の法人,プラン石神井台,177-0045,練馬区石神井台５－８－７,139.585255,35.734221,JGD2011,03-6794-1072
営利法人,ヘルプメイト関町相談支援部,177-0051,練馬区関町北４－２－１２,139.576153,35.728063,JGD2011,03-3928-0099
社福法人,やすらぎの杜　相談支援事業所,177-0051,練馬区関町北５－７－１０,139.571717,35.731907,JGD2011,03-3928-3315
他の法人,相談支援事業所スプラウト,177-0051,練馬区関町北２－２９－９　七尾屋ビル２０１号室,139.575978,35.727516,JGD2011,03-6904-9753
社福法人,練馬福祉園　相談支援事業所　るみえーる,178-0061,練馬区大泉学園町９－４－１,139.593464,35.77608,JGD2011,03-3978-5141
他の法人,ライフデザイン相談支援事業所,178-0061,練馬区大泉学園町１－３１－８　メルヴェーユ大泉学園４０１号,139.588262,35.763307,JGD2011,03-5947-4558
事務組合,いずみ医療生活協同組合　大泉クリニック相談支援事業所,178-0062,練馬区大泉町６－２９－２０,139.591906,35.757566,JGD2011,03-3925-0422
社福法人,練馬区立大泉障害者地域生活支援センター,178-0063,練馬区東大泉５－３５－２,139.589509,35.747611,JGD2011,03-3925-7371
他の法人,いずみ相談室,178-0063,練馬区東大泉６－５５－５－１０２,139.583076,35.749736,JGD2011,03-5935-7491
他の法人,ケアセンター彩り,178-0063,練馬区東大泉６－１８－１８　メゾン寿１０４号,139.586135,35.744484,JGD2011,03-3867-6239
社福法人,練馬区立光が丘障害者地域生活支援センター,179-0072,練馬区光が丘２－９－６,139.629589,35.759486,JGD2011,03-5997-7858
区市町村,練馬区立こども発達支援センター,179-0072,練馬区光が丘３－１－１,139.630961,35.754201,JGD2011,03-3975-6251
社福法人,障害者相談支援事業所あかり,179-0075,練馬区高松２－２６－６　サングリーン高松２階,139.631497,35.750937,JGD2011,03-5848-3061
社福法人,やまびこ第二相談支援事業所,179-0081,練馬区北町７－２０－３６,139.650492,35.763189,JGD2011,03-6906-9803
営利法人,指定特定相談支援事業所　株式会社ケアサービス伊東　早宮営業所,179-0085,練馬区早宮２－１６－２６,139.654678,35.756726,JGD2011,03-3934-1210
営利法人,相談支援事業所　あしたも笑顔,120-0006,足立区谷中２－１０－１　小倉ビル１階,139.832429,35.776212,JGD2011,03-5849-3440
他の法人,あしたば相談支援センター,120-0013,足立区弘道１－１４－２３　弘道ベルハイム１０３,139.810353,35.767882,JGD2011,03-5888-6576
営利法人,相談支援事業所　ウェルビー北千住駅前センター,120-0034,足立区千住３－１　藤田ビル２階,139.80048,35.751161,JGD2011,070-6409-8126
他の法人,相談室あだち,120-0036,足立区千住仲町２４－２,139.800853,35.744929,JGD2011,03-5813-7211
営利法人,指定特定相談支援事業所Grow北千住,120-0036,足立区千住仲町１８－８　石戸ビル３階,139.800734,35.746518,JGD2011,03-5284-9766
営利法人,特定相談支援事業所アーニモ,121-0011,足立区中央本町４－１２－６　五反野ハイツ１０１,139.807376,35.776067,JGD2011,03-3848-1515
営利法人,相談支援センター　えにし,121-0051,足立区神明１－６－２,139.830059,35.792982,JGD2011,03-5856-2950
他の法人,ぷらちな相談支援センター,121-0055,足立区加平１－８－２３,139.826032,35.774848,JGD2011,03-5697-9200
他の法人,でてこいサービス　相談支援,121-0061,足立区花畑３－３７－１４　第１５０荒井ビル２０６,139.814041,35.804791,JGD2011,03-5856-6052
医療法人,一粒の麦,121-0061,足立区花畑４－３４－１６,139.804797,35.805352,JGD2011,03-3884-8351
営利法人,ひるがお足立,121-0061,足立区花畑４－２３－８　グリーンパーク花畑Ⅳ１０１,139.810277,35.804494,JGD2011,03-5856-6703
営利法人,相談支援事業所夢工房,121-0061,足立区花畑１－３５－１５　メゾンエスポワール１０１,139.817088,35.800497,JGD2011,03-3860-6309
営利法人,のんの相談支援事業所,121-0063,足立区東保木間２－８－１６　章江二番館１階,139.811669,35.79332,JGD2011,03-5856-6941
営利法人,ハートぽっぽ相談支援事業所,121-0064,足立区保木間１－５－２１,139.805111,35.789587,JGD2011,03-3850-8487
他の法人,相談支援ＳＯ・ＳＩ・ＲＥ・ＭＩ,121-0064,足立区保木間２－２－１　オオサキ竹ノ塚マンション１階,139.802675,35.793867,JGD2011,03-6687-7535
区市町村,足立区精神障がい者自立支援センター,121-0813,足立区竹の塚６－１８－４,139.792629,35.796617,JGD2011,03-3883-7177
社福法人,竹の塚相談支援センター,121-0813,足立区竹の塚７－１９－９,139.795945,35.800822,JGD2011,03-5831-1770
営利法人,日介センター足立東,121-0813,足立区竹の塚５－１－１４,139.797684,35.793648,JGD2011,03-5851-3520
