経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
他の法人,koen　the　TAO,166-0002,杉並区高円寺北３－６－２　１階,139.645156,35.705329,JGD2011,03-6383-0445
社福法人,杉並・あしたの会福祉作業所,166-0004,杉並区阿佐谷南３－１２－１　第三栄ビル,139.62913,35.702479,JGD2011,03-5397-3636
他の法人,魔法陣,166-0004,杉並区阿佐谷南３－９－２　新光ハイツ１－Ｄ,139.631336,35.70137,JGD2011,03-3393-5522
社福法人,ワークショップ・かたつむり,166-0012,杉並区和田１－５－１８　アテナビル２階,139.663214,35.68902,JGD2011,03-3381-4278
社福法人,済美職業実習所,166-0013,杉並区堀ノ内１－２６－６,139.649174,35.686076,JGD2011,03-3312-0566
他の法人,けやき亭,166-0015,杉並区成田東３－１－３,139.640871,35.694546,JGD2011,03-3311-6101
他の法人,ゆい企画,166-0015,杉並区成田東５－１５－２１　成宗マンション１階,139.628827,35.702087,JGD2011,03-3220-7880
社福法人,あけぼの作業所,167-0023,杉並区上井草４－３－１１,139.597071,35.718106,JGD2011,03-3395-1441
他の法人,障害者就労支援センター　どんまい福祉工房,167-0031,杉並区本天沼１－２４－９,139.632099,35.713897,JGD2011,03-3396-2881
他の法人,マカナ,167-0032,杉並区天沼２－３－９　伊藤ビル２階、３階,139.623983,35.705311,JGD2011,03-6279-9579
他の法人,ワークみらい,167-0032,杉並区天沼３－６－６　吉田ビル２０１,139.618572,35.706383,JGD2011,050-3577-1361
社福法人,阿佐谷福祉工房,167-0032,杉並区天沼１－１５－１８,139.630027,35.707697,JGD2011,03-3392-7347
他の法人,作業所にしおぎ館,167-0042,杉並区西荻北４－３１－１２　西荻マンション１階,139.592913,35.709002,JGD2011,03-3397-3154
他の法人,リブレ,167-0043,杉並区上荻１－５－８,139.62187,35.705022,JGD2011,03-3392-7946
他の法人,パルテ,167-0043,杉並区上荻１－１３－１０　共栄ビル３０３号室、３０２号室,139.618136,35.70502,JGD2011,03-3392-7939
他の法人,工房ラルゴ,167-0043,杉並区上荻４－２６－１１,139.602829,35.711771,JGD2011,03-3399-1338
社福法人,チャレンジ,167-0043,杉並区桃井４－４－３　スカイコート西荻窪２,139.601465,35.712596,JGD2011,03-5310-5052
他の法人,パソコン工房ゆずりは,167-0051,杉並区荻窪１－２０－１５,139.619537,35.692924,JGD2011,03-6383-5364
社福法人,ひまわり作業所,167-0054,杉並区松庵２－２２－２２,139.592772,35.698328,JGD2011,03-3333-9724
社福法人,あすなろ作業所,168-0062,杉並区方南１－３－４,139.660248,35.674144,JGD2011,03-3322-1020
他の法人,杉並いずみ　第二,168-0062,杉並区方南１－５２－２０,139.657487,35.679749,JGD2011,03-3321-4485
他の法人,杉並いずみ　第一,168-0063,杉並区和泉４－４４－４,139.653504,35.681348,JGD2011,03-5377-2121
他の法人,アゲイン,168-0064,杉並区永福１－２７－３１,139.644652,35.67226,JGD2011,03-5300-2834
他の法人,地球儀,168-0064,杉並区永福４－１－５　三永永福ビル２階,139.643372,35.676707,JGD2011,03-5300-0310
他の法人,かいとー,168-0065,杉並区浜田山３－１－９,139.633339,35.679956,JGD2011,03-5374-3033
他の法人,Ｓ．Ｕストリート,168-0074,杉並区上高井戸１－１－９,139.615702,35.669635,JGD2011,03-5374-2505
社福法人,希望の家,168-0082,杉並区久我山５－３６－１７,139.60228,35.690557,JGD2011,03-3335-3774
区市町村,豊島区立駒込福祉作業所,170-0003,豊島区駒込４－７－１,139.742364,35.734978,JGD2011,03-3910-2301
社福法人,豊芯会ジョブトレーニング事業所,170-0004,豊島区北大塚３－３４－７,139.726684,35.735203,JGD2011,03-3915-9002
営利法人,だんでぃらいおん,170-0011,豊島区池袋本町１－８－４　小川ビル２０３,139.713657,35.738016,JGD2011,03-5985-4062
他の法人,自立支援センターまめの樹,170-0013,豊島区東池袋５－５０－６　栄第一ビル２階,139.728135,35.726798,JGD2011,03-6912-5341
他の法人,共同作業所オーク,171-0014,豊島区池袋２－５３－１３　ルート池袋第２ビル４階・５階・６階,139.709133,35.733836,JGD2011,03-5992-8287
社福法人,いけぶくろ茜の里,171-0014,豊島区池袋４－１５－１０,139.707719,35.739802,JGD2011,03-5960-5231
他の法人,こみっとプレイス,171-0022,豊島区南池袋４－１０－５　１階,139.717391,35.723176,JGD2011,03-6903-1355
営利法人,は～と豊島,171-0022,豊島区南池袋４－２４－５　ロゼ南池袋２０１,139.722507,35.723132,JGD2011,03-5927-9795
区市町村,豊島区立目白福祉作業所,171-0031,豊島区目白５－２４－１２,139.696882,35.725328,JGD2011,03-3953-4195
他の法人,ル・ピュル,171-0051,豊島区長崎１－１８－９　阿部ビル,139.693637,35.728725,JGD2011,03-6905-8005
他の法人,あおぞら作業所,171-0052,豊島区南長崎５－９－１０　レジェンド南長崎１０１,139.682605,35.727327,JGD2011,03-3565-6242
社福法人,就労継続支援Ｂ型　みつばちブンブン,171-0052,豊島区南長崎６－３４－１３　風の樹ビル２号館,139.679619,35.731952,JGD2011,03-3954-0839
他の法人,ワークスペース　のぞみ,171-0052,豊島区南長崎５－１６－８　平和ビル２階,139.682797,35.728649,JGD2011,03-6908-1919
他の法人,このはの家,171-0052,豊島区南長崎５－１８－７　コーポ藤１階１０２,139.68155,35.728552,JGD2011,03-6850-3019
社福法人,第二あゆみ福祉センター,114-0001,北区東十条３－１４－２５,139.729141,35.765407,JGD2011,03-5959-3505
社福法人,あゆみ福祉センター,114-0001,北区東十条６－５－１９,139.725733,35.770165,JGD2011,03-6454-4405
区市町村,東京都北区立王子福祉作業所,114-0002,北区王子２－１９－２０,139.736549,35.758664,JGD2011,03-3919-9575
他の法人,たいよう,114-0003,北区豊島５－３－３５,139.749889,35.765083,JGD2011,03-3927-0348
他の法人,あいアイ工房,114-0012,北区田端新町３－３６－６　四季ビル１階,139.76422,35.742056,JGD2011,03-6807-6622
他の法人,フリッカ・ビーウーマン,114-0014,北区田端６－３－１８　ビラカミムラ３０２,139.758987,35.738812,JGD2011,03-3822-7658
区市町村,東京都北区立たばた福祉作業所,114-0024,北区西ケ原１－１９－１２,139.747571,35.74278,JGD2011,03-5907-5215
社福法人,就労・生活支援センター飛鳥晴山苑,114-0024,北区西ケ原４－５１－１,139.735978,35.74141,JGD2011,03-3940-9181
他の法人,つばさ工房,114-0024,北区西ケ原２－４０－１２　パーソナルハイツ１階,139.741571,35.746421,JGD2011,03-3910-4617
他の法人,ワーク・イン・あすか,114-0024,北区西ケ原１－１－１３　ヴェルテＮ１０１,139.748038,35.739586,JGD2011,03-3910-7550
他の法人,第二ワーク・イン・あすか,114-0024,北区西ケ原２－３５－８,139.740202,35.747049,JGD2011,03-3949-0009
社福法人,ワーク・スペース・ポピー,114-0031,北区十条仲原３－９－１,139.720434,35.766446,JGD2011,03-5993-5199
社福法人,工房ヴイ,114-0034,北区上十条２－１－１２,139.722164,35.757492,JGD2011,03-3906-7767
社福法人,ワークハウスペガサス,115-0043,北区神谷２－１７－２,139.728349,35.770307,JGD2011,03-3903-3942
社福法人,来夢,115-0044,北区赤羽南２－６－６　スカイブリッジ２１,139.722733,35.772245,JGD2011,03-3598-9100
社福法人,第二ワークハウスペガサス,115-0052,北区赤羽北１－２０－２,139.714211,35.787226,JGD2011,03-5963-6090
社福法人,ヴイ長屋,115-0054,北区桐ケ丘１－９－４－Ｅ２８Ａ－１０７,139.708562,35.776164,JGD2011,03-5948-4300
区市町村,東京都北区立赤羽西福祉作業所,115-0055,北区赤羽西５－７－５,139.710509,35.775461,JGD2011,03-3907-5801
社福法人,りんりんりん,115-0055,北区赤羽西２－３－２０,139.721611,35.773245,JGD2011,03-5948-9181
他の法人,町屋あさがお　,116-0001,荒川区町屋３－２８－２,139.782374,35.748847,JGD2011,03-3810-3900
区市町村,荒川区立荒川福祉作業所,116-0002,荒川区荒川１－５３ー９,139.785108,35.732925,JGD2011,03-3807-3442
社福法人,荒川ひまわり,116-0002,荒川区荒川１－１７－３－１０３,139.787041,35.735664,JGD2011,03-3891-0507
他の法人,小台橋あさがお,116-0002,荒川区荒川４－１９－１,139.780828,35.737052,JGD2011,03-6806-6872
社福法人,ワークハウス荒川,116-0011,荒川区西尾久７－５０－６,139.751473,35.750027,JGD2011,03-3894-4100
他の法人,オフィスサプライ東京,116-0011,荒川区西尾久５－２０－１８,139.758487,35.747905,JGD2011,03-6240-8944
社福法人,ワークハウス荒川第２,116-0011,荒川区西尾久７－５１－７,139.751409,35.750229,JGD2011,03-3894-4100
社福法人,荒川ひまわり第２,116-0012,荒川区東尾久３－２０－１０　ベルメゾンエス２階,139.770542,35.747325,JGD2011,03-3895-6149
社福法人,作業所ボンエルフ,116-0013,荒川区東日暮里３－８－１６　３階,139.782417,35.729572,JGD2011,03-3806-9424
他の法人,ワン・ステップ,116-0014,荒川区東日暮里１－１０－４,139.788513,35.73145,JGD2011,03-6458-3232
医療法人,studio　753,116-0014,荒川区東日暮里６－２２－１３　１階,139.776928,35.731375,JGD2011,03-6806-7534
区市町村,東京都板橋区立加賀福祉園,173-0003,板橋区加賀１－７－２,139.718715,35.754192,JGD2011,03-3579-2366
社福法人,ＪＨＣ大山,173-0024,板橋区大山金井町３８－１２－１０４,139.70353,35.747637,JGD2011,03-3974-9981
社福法人,おおやま福祉作業所,173-0024,板橋区大山金井町２１－１,139.70688,35.746492,JGD2011,03-5995-6186
他の法人,こもね作業所,173-0025,板橋区熊野町１４－８,139.70695,35.742565,JGD2011,03-3958-6368
区市町村,東京都板橋区立小茂根福祉園,173-0037,板橋区小茂根３－１２－２１,139.678685,35.750313,JGD2011,03-3958-8831
他の法人,ひあしんす城北,173-0037,板橋区小茂根４－１８－１４,139.67473,35.749586,JGD2011,03-3956-9521
営利法人,愛輪の里　雅　小茂根,173-0037,板橋区小茂根１－２６－６,139.677321,35.746403,JGD2011,03-5926-5672
他の法人,りそうとひかり,174-0041,板橋区舟渡３－２８－１４,139.682952,35.795675,JGD2011,03-5939-8530
区市町村,東京都板橋区立蓮根福祉園,174-0043,板橋区坂下２－８－１－１０１,139.6832,35.781732,JGD2011,03-5392-0761
他の法人,Ｙ’ｓコート　ゆい,174-0043,板橋区坂下１－３４－２５　公益財団法人東京ＹＷＣＡ板橋センターつくい館,139.684505,35.780993,JGD2011,03-5939-8623
社福法人,ＪＨＣ志村,174-0046,板橋区蓮根３－２－１５　ウエクサビル３階,139.679306,35.786156,JGD2011,03-3967-3489
社福法人,とくまる福祉作業所,174-0046,板橋区蓮根３－９－２６,139.675581,35.787492,JGD2011,03-3558-1910
他の法人,Ｂｅｅｃｈ,174-0053,板橋区清水町８１－１１,139.704396,35.767101,JGD2011,03-6909-6411
社福法人,東京聴覚障害者支援センター,174-0056,板橋区志村２－１９－５,139.687852,35.775286,JGD2011,03-3967-0051
区市町村,東京都板橋区立前野福祉園,174-0063,板橋区前野町４丁目１６番１号,139.689869,35.771647,JGD2011,03-5392-8731
社福法人,まえの福祉作業所,174-0063,板橋区前野町３－１７－１２,139.69135,35.768503,JGD2011,03-3965-1031
営利法人,愛輪の里　雅　前野町,174-0063,板橋区前野町２－３９－４　１０１,139.690483,35.766317,JGD2011,03-5918-9138
他の法人,ときわの杜,174-0071,板橋区常盤台３－２７－１２,139.682873,35.761732,JGD2011,03-5939-8994
営利法人,愛輪の里　雅,174-0074,板橋区東新町２－２０－１,139.680748,35.754219,JGD2011,03-5917-1473
区市町村,東京都板橋区立高島平福祉園,175-0082,板橋区高島平９－２５－１２,139.668176,35.79048,JGD2011,03-3550-3403
他の法人,リトルハウス,175-0082,板橋区高島平９－２４－４,139.668082,35.790055,JGD2011,03-6361-0596
社福法人,東京都板橋福祉工場　就労継続支援Ｂ型事業所,175-0082,板橋区高島平９－４２－７,139.66929,35.791577,JGD2011,03-3935-2601
区市町村,東京都板橋区立徳丸福祉園,175-0083,板橋区徳丸３－４１－１６,139.656391,35.775607,JGD2011,03-3935-7213
区市町村,東京都板橋区立赤塚福祉園,175-0092,板橋区赤塚６－１９－１４,139.645084,35.776973,JGD2011,03-5383-5741
社福法人,ＪＨＣ秋桜,175-0092,板橋区赤塚２－１５－２０,139.644526,35.772835,JGD2011,03-5997-2832
社福法人,ＪＨＣ赤塚,175-0092,板橋区赤塚１－８－１５,139.646773,35.770955,JGD2011,03-3975-3299
他の法人,コア・デイケア・センター,175-0092,板橋区赤塚４－３３－１１,139.640723,35.786614,JGD2011,090-6885-3492
営利法人,ｆｔｌ　ビー・ワーク,175-0094,板橋区成増２－２３－１　太郎第二ビル,139.630574,35.778698,JGD2011,03-6904-1095
社福法人,たんぽぽ,176-0001,練馬区練馬２－１４－９,139.652871,35.742153,JGD2011,03-5946-3588
社福法人,かすたねっと桜台,176-0001,練馬区練馬２－１－９,139.65604,35.741336,JGD2011,03-3948-1640
他の法人,銀杏,176-0001,練馬区練馬１－２６－６,139.655212,35.739061,JGD2011,03-5999-8314
他の法人,共同作業所ホサナショップ,176-0002,練馬区桜台１－１２－５－２０３,139.662837,35.739431,JGD2011,03-3991-7931
他の法人,あんずの家,176-0002,練馬区桜台１－８－２　ニュー桜台ビル,139.662437,35.739195,JGD2011,03-6914-8393
社福法人,すのうべる,176-0005,練馬区旭丘１－３３－４　森田方１階,139.676297,35.733787,JGD2011,03-3952-3194
社福法人,えごのみ,176-0006,練馬区栄町３６－１　グレースコートＢ１－Ｃ,139.670661,35.739056,JGD2011,03-3948-1213
他の法人,ユニバースショップ,176-0012,練馬区豊玉北５－６－２,139.656046,35.735492,JGD2011,03-3994-1885
社福法人,ねりま事業所,176-0013,練馬区豊玉中４－１０－６,139.648947,35.731062,JGD2011,03-3948-0275
社福法人,すまいる・フォレスト,177-0032,練馬区谷原５－２２－２　ＭＫＬビル３Ｆ,139.608163,35.750212,JGD2011,03-5372-3666
社福法人,山彦作業所,177-0034,練馬区富士見台２－１９－９,139.62406,35.735733,JGD2011,03-3998-5023
他の法人,共同作業所ほっとすぺーす練馬,177-0034,練馬区富士見台１－２６－１９　ロイヤルハイネス１０２号,139.619079,35.735108,JGD2011,03-5848-7730
社福法人,ワークショップ石神井,177-0041,練馬区石神井町７－１７－４,139.596015,35.741754,JGD2011,03-5923-9811
区市町村,練馬区立白百合福祉作業所,177-0041,練馬区石神井町５－１３－１０,139.600614,35.737138,JGD2011,03-3995-7796
他の法人,ほっとすぺーす関町,177-0045,練馬区石神井台７－１３－１４,139.577991,35.730582,JGD2011,03-3929-3917
社福法人,やすらぎラウンジ,177-0045,練馬区石神井台８－２２－６,139.579891,35.737648,JGD2011,03-5947-4503
社福法人,やすらぎの杜,177-0051,練馬区関町北５－７－１０,139.571717,35.731907,JGD2011,03-3928-3315
他の法人,Ｈｏｔ　Ｊｏｂ,177-0052,練馬区関町東１－１－８－２階,139.585052,35.722833,JGD2011,03-3929-7178
社福法人,つくりっこの家クラブハウス,178-0061,練馬区大泉学園町１－２３－５,139.590831,35.762154,JGD2011,03-5387-2477
社福法人,大泉障害者支援ホーム,178-0061,練馬区大泉学園町９－４－２,139.594589,35.775805,JGD2011,03-3978-5581
区市町村,練馬区立かたくり福祉作業所,178-0062,練馬区大泉町３－２７－１０,139.59825,35.767067,JGD2011,03-5387-4610
他の法人,大泉学園実習ホーム,178-0062,練馬区大泉町４－２０－６,139.598261,35.761507,JGD2011,03-3923-6618
区市町村,練馬区立大泉福祉作業所,178-0063,練馬区東大泉２－１１－２２,139.59612,35.751636,JGD2011,03-3922-6193
社福法人,べるはうす,178-0063,練馬区東大泉３－６６－１６　大泉ガーデン内,139.588048,35.756521,JGD2011,03-3867-7740
社福法人,ねりま第二事業所,178-0063,練馬区東大泉２－１－１５,139.595714,35.749542,JGD2011,03-3921-6382
他の法人,トントゥハウス,178-0063,練馬区東大泉３－１８－１５,139.587159,35.751514,JGD2011,03-5387-1745
社福法人,あかねの会　就労支援室,179-0074,練馬区春日町１－１８－３６,139.647588,35.748918,JGD2011,03-3577-7421
社福法人,ねりま高松事業所,179-0075,練馬区高松４－３１－１０,139.623426,35.751587,JGD2011,03-5848-8311
社福法人,やすらぎ夢工房,179-0076,練馬区土支田３－２９－２５,139.60906,35.762452,JGD2011,03-5933-2023
区市町村,練馬区立北町福祉作業所,179-0081,練馬区北町８－２－１２,139.651026,35.76425,JGD2011,03-3559-0361
社福法人,やまびこ第二作業所,179-0081,練馬区北町７－２０－３６,139.650492,35.763189,JGD2011,03-3933-8935
他の法人,ウェルネス　アンド　ワークス,179-0081,練馬区北町６－３５－１５　八鍬ビル１階,139.649182,35.75749,JGD2011,03-5945-8381
営利法人,愛輪の里　雅　錦,179-0082,練馬区錦１－１６－１０,139.670308,35.757665,JGD2011,03-6906-6992
営利法人,アトリエ･ミック,120-0001,足立区大谷田１－４１－８,139.845667,35.779206,JGD2011,03-5856-0369
区市町村,足立区大谷田就労支援センター,120-0001,足立区大谷田１－４４－３,139.845286,35.779986,JGD2011,03-3605-6762
社福法人,綾瀬スマイル工房,120-0002,足立区中川４－７－３,139.844639,35.772393,JGD2011,03-5697-5383
他の法人,綾瀬共同作業所,120-0004,足立区東綾瀬１－２３－５　雅マンション１０１,139.82951,35.764982,JGD2011,03-5682-9988
社福法人,綾瀬ひまわり園,120-0005,足立区綾瀬７－２－７,139.824238,35.774837,JGD2011,03-3629-3231
社福法人,綾瀬なないろ園,120-0005,足立区綾瀬７－１４－１２,139.827141,35.773334,JGD2011,03-5682-0730
営利法人,すたっかぁと,120-0005,足立区綾瀬２－３７－１,139.829305,35.75935,JGD2011,03-6662-9001
他の法人,コレカラ堂,120-0006,足立区谷中３－７－２１,139.834934,35.778872,JGD2011,03-5849-5759
他の法人,アリス,120-0011,足立区中央本町１－１８－１７,139.805387,35.775106,JGD2011,03-3849-6300
他の法人,ラトリエＡＯＩ,120-0012,足立区青井１－１７－７,139.814072,35.774667,JGD2011,03-6807-2427
他の法人,ワーカーズコープ青井,120-0012,足立区青井５－１０－２,139.818005,35.776892,JGD2011,03-6807-2982
社福法人,はなさく第二共同作業所　,120-0022,足立区柳原１－１－１５　柳原共同会館,139.810797,35.746232,JGD2011,03-5813-3625
他の法人,メロディー竹の塚,120-0023,足立区保木間１－１－１３　足立水道会館２０１,139.804061,35.788999,JGD2011,03-5851-9802
社福法人,ボンサンス・千寿,120-0034,足立区千住４－３－９,139.801408,35.753386,JGD2011,03-3888-1470
他の法人,Ｓ．Ｇ．Ｓ．さんらいず,120-0041,足立区千住元町１０－７,139.792833,35.754566,JGD2011,03-3881-6554
社福法人,神明福祉作業所,121-0057,足立区神明南２－６－１８,139.833115,35.787796,JGD2011,03-5682-5370
医療法人,一粒の麦,121-0061,足立区花畑４－３４－１６,139.804797,35.805352,JGD2011,03-3884-8351
営利法人,のんの,121-0064,足立区保木間１－１－３　東潤ビル２階,139.802992,35.789201,JGD2011,03-5831-1015
他の法人,渕江作業所,121-0064,足立区保木間３－４－１３　シオガマビル１階,139.803209,35.796309,JGD2011,03-5856-5806
社福法人,花畑共同作業所,121-0071,足立区東六月町５－２０,139.804256,35.788632,JGD2011,03-6684-3990
他の法人,保木間作業所,121-0072,足立区保塚町９－１４,139.814002,35.787024,JGD2011,03-3860-9513
社福法人,葦の会作業所,121-0801,足立区東伊興１－１４－７,139.782616,35.804504,JGD2011,03-3857-8839
社福法人,希望の苑,121-0813,足立区竹の塚７－１９－９,139.795945,35.800822,JGD2011,03-5831-1801
社福法人,竹の塚ひまわり園,121-0813,足立区竹の塚７－１９－７,139.795551,35.8007,JGD2011,03-5831-1721
区市町村,足立区精神障がい者自立支援センター,121-0813,足立区竹の塚６－１８－４,139.792629,35.796617,JGD2011,03-3883-7177
社福法人,協立作業所,121-0816,足立区梅島３－７－２１,139.796732,35.775464,JGD2011,03-3840-4339
他の法人,就労継続支援Ｂ型事業所ＷＥＬ’Ｓ　ＦＬＡＴ,121-0831,足立区舎人６－６－２２,139.765964,35.815344,JGD2011,03-5837-4495
他の法人,諏訪木作業所,123-0841,足立区西新井３－１０－１７,139.783927,35.78787,JGD2011,03-3899-9513
営利法人,けい　SHARE,123-0841,足立区西新井２－３２－１４　サンセール西新井１階,139.779733,35.786012,JGD2011,03-5647-6616
社福法人,就労支援施設　ウィズユー,123-0844,足立区興野２－１８－１２,139.777984,35.769258,JGD2011,03-5837-4830
他の法人,ベルの会共同作業所,123-0845,足立区西新井本町２－１５－７,139.772278,35.777355,JGD2011,03-3856-9420
社福法人,萌作業所,123-0851,足立区梅田２－１９－１,139.801129,35.764585,JGD2011,03-3840-1003
他の法人,コスモス会,123-0856,足立区本木西町１７－１８,139.777912,35.762206,JGD2011,03-3854-3175
社福法人,谷在家福祉作業所,123-0863,足立区谷在家３－１３－１,139.765734,35.788325,JGD2011,03-3853-0632
社福法人,アトリエほっと・しかはま,123-0864,足立区鹿浜７－２３－１３,139.762174,35.785784,JGD2011,03-3855-6135
営利法人,かがやき夢工場,124-0001,葛飾区小菅４－８－６　エバー綾瀬２階～４階,139.82468,35.761244,JGD2011,03-3604-8501
社福法人,Craft,124-0004,葛飾区東堀切１－１６－２２,139.835294,35.749685,JGD2011,03-3603-0598
社福法人,第２あすなろの家,124-0005,葛飾区宝町２－２－２７,139.835164,35.744766,JGD2011,03-5698-8293
営利法人,レッツ・エンジョイ,124-0006,葛飾区堀切２－６－４　ぷれじお華３階,139.824423,35.743616,JGD2011,03-6662-8701
他の法人,就労継続支援B型事業所　天使のランドリー,124-0013,葛飾区東立石２－１８－４,139.848499,35.732561,JGD2011,03-6657-7467
社福法人,きね川福祉作業所,124-0014,葛飾区東四つ木３－８－１０,139.838278,35.729588,JGD2011,03-3694-1577
他の法人,就労支援センターファンタジア,124-0021,葛飾区細田５－１６－１１,139.876299,35.738242,JGD2011,03-6458-0127
社福法人,奥戸福祉館,124-0022,葛飾区奥戸３－１７－４－１０１,139.861187,35.730059,JGD2011,03-5670-8111
社福法人,しょうぶエバンズ,124-0022,葛飾区奥戸１－１－１,139.850907,35.728717,JGD2011,03-5654-3353
社福法人,シャイン,124-0022,葛飾区奥戸２－１－８,139.855923,35.733228,JGD2011,03-5671-2145
社福法人,あすなろの家,124-0024,葛飾区新小岩３－２０－６,139.866151,35.715325,JGD2011,03-3674-2560
社福法人,やすらぎリバーシティ,124-0024,葛飾区新小岩１－５－２,139.853847,35.71383,JGD2011,03-5678-6170
他の法人,グリーンカフェ,124-0024,葛飾区新小岩１－４９－２　古屋ビル３階,139.859621,35.71571,JGD2011,03-5879-4435
社福法人,西水元福祉館,125-0031,葛飾区西水元３－１１－１,139.847005,35.788404,JGD2011,03-5660-2101
社福法人,水元そよかぜ園,125-0032,葛飾区水元５－１６－１１,139.862899,35.789346,JGD2011,03-3607-5656
営利法人,叶夢,125-0035,葛飾区南水元２－２３－２０　センチュリーライム１階,139.858013,35.778014,JGD2011,070-5575-2851
社福法人,社会福祉法人東京コロニー　東京都葛飾福祉工場,125-0042,葛飾区金町２－８－２０,139.869124,35.764547,JGD2011,03-3600-4001
営利法人,あさひ,125-0042,葛飾区金町６－５－８,139.871704,35.768607,JGD2011,03-3826-6075
社福法人,かがやけ第２共同作業所,125-0051,葛飾区新宿１－１－１５,139.859466,35.757192,JGD2011,03-3607-3180
社福法人,就労支援施設ビオラ,125-0051,葛飾区新宿３－９－１１,139.86293,35.760231,JGD2011,03-6410-6147
社福法人,さくらハウス,125-0051,葛飾区新宿２－１１－１１　コイズミハイツ１０１,139.857808,35.763011,JGD2011,03-3627-3473
社福法人,葛飾しょうぶ園,125-0054,葛飾区高砂二丁目８番１号,139.863797,35.748865,JGD2011,03-3672-7161
社福法人,高砂福祉館,125-0054,葛飾区高砂５－１０－１,139.864011,35.751804,JGD2011,03-5699-6221
他の法人,就労移行支援施設すずかぜ,125-0061,葛飾区亀有３－１６－１０　たちばなやビル２階,139.848636,35.764161,JGD2011,03-6231-2055
社福法人,パランしょうぶ,125-0062,葛飾区青戸８－２４－２７,139.854803,35.757898,JGD2011,03-6231-2161
社福法人,青戸しょうぶ,125-0062,葛飾区青戸五丁目２０番６号,139.854317,35.750157,JGD2011,03-3603-9729
社福法人,白鳥福祉館,125-0063,葛飾区白鳥４－８－１,139.846395,35.752409,JGD2011,03-3604-0034
社福法人,もぐらの家,132-0003,江戸川区春江町３－２１－６,139.888819,35.69336,JGD2011,03-3679-0110
他の法人,トリコローレ,132-0013,江戸川区江戸川２－８－９３　セントラルハウス１階,139.903302,35.687334,JGD2011,03-6638-9308
他の法人,ＹＳＧ　土の夢,132-0023,江戸川区西一之江４－１６－１１　前波ビル１階,139.87424,35.694361,JGD2011,03-3655-7224
社福法人,エスプリドゥ,132-0033,江戸川区東小松川１－１３－１－１Ｆ・３Ｆ,139.86766,35.69874,JGD2011,03-5879-4792
他の法人,ＰＣ工房,132-0034,江戸川区小松川１－５－２　トニワンビル３０５号室,139.850273,35.688991,JGD2011,03-5875-5592
他の法人,イーストフライト,132-0034,江戸川区小松川３－２－１　テクノタウン３０６,139.847592,35.696756,JGD2011,03-5875-5941
他の法人,第二悠遊舎えどがわ,132-0035,江戸川区平井１－６－１０　チェルシー泉１階,139.848587,35.701628,JGD2011,03-5628-2706
社福法人,すみれ福祉作業所,133-0041,江戸川区上一色３－２７－３　福島ビル１階・２階,139.872811,35.730035,JGD2011,03-3674-0346
社福法人,東京光の村授産学園,133-0051,江戸川区北小岩２－３３－３,139.88754,35.737364,JGD2011,03-5612-2502
社福法人,第二オハナ,133-0054,江戸川区上篠崎４－１０－７,139.897265,35.709248,JGD2011,03-5666-3310
社福法人,さざんくろす篠崎,133-0054,江戸川区上篠崎２－４－２１,139.901159,35.711222,JGD2011,03-5666-3301
他の法人,エルムワークメイト,133-0056,江戸川区南小岩６－５－９,139.877574,35.730326,JGD2011,03-3658-6288
他の法人,小岩作業所,133-0056,江戸川区南小岩３－９－６　テクノプラザビル１Ｆ,139.885521,35.725791,JGD2011,03-3671-8828
区市町村,江戸川区立福祉作業所,133-0057,江戸川区西小岩３－２５－１５,139.877216,35.737678,JGD2011,03-3657-1971
社福法人,第三オハナ,133-0061,江戸川区篠崎町２－２－１８,139.905689,35.704854,JGD2011,03-6658-4308
他の法人,味噌工房わくわく,133-0061,江戸川区篠崎町１－６－２２,139.904639,35.709584,JGD2011,03-6638-9748
他の法人,元明館,133-0065,江戸川区南篠崎町２－３４－６　第６ストークマンション１０２,139.902304,35.692294,JGD2011,03-3678-1814
他の法人,ジョブアンティ,133-0073,江戸川区鹿骨１－６１－８　１階,139.890254,35.7106,JGD2011,03-6231-8035
社福法人,るーぷ,134-0003,江戸川区春江町４－１８－１５　インスコート１０１,139.877135,35.682902,JGD2011,03-5879-9288
区市町村,江戸川区立希望の家,134-0013,江戸川区江戸川５－３２－６,139.882976,35.673036,JGD2011,03-3680-1531
社福法人,菜の花作業所,134-0083,江戸川区中葛西２－８－２　,139.872238,35.673019,JGD2011,03-3680-4735
社福法人,江戸川かもめ第一事業所,134-0083,江戸川区中葛西２－８－１,139.872083,35.672919,JGD2011,03-3804-1728
社福法人,江戸川かもめ第二事業所,134-0083,江戸川区中葛西２－８－２１,139.872252,35.672927,JGD2011,03-5658-4865
他の法人,就労継続支援事業所　ワーク花きりん,134-0083,江戸川区中葛西６－１０－７　江戸川ビル１階,139.866411,35.661026,JGD2011,03-6808-1670
社福法人,江戸川かもめ第三事業所,134-0088,江戸川区西葛西７－２８－１８,139.862564,35.658976,JGD2011,03-5676-1430
他の法人,ワークスペースことのはBooks,134-0091,江戸川区船堀２－２１－６　藤ビル１階,139.861508,35.681928,JGD2011,03-6456-0735
他の法人,Ｓｏｒａ,192-0001,八王子市戸吹町５５７,139.282595,35.712368,JGD2011,042-696-3108
社福法人,ESPRIT,192-0001,八王子市戸吹町１１１－３－１Ｆ　　,139.30028,35.706892,JGD2011,042-696-3381
