項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
3,3,0,0,0,有価証券純購入,7787,-,683,-,556,-,2949,-,1536,-,37774,-,7196,-,8966,-
3,1,0,0,0,土地家屋借金純減,41749,-,20351,-,23419,-,18690,-,50618,-,52370,-,74212,-,74175,-
3,1,0,0,0,他の借金純減,498,-,50,-,1381,-,852,-,1757,-,-502,-,-3427,-,1448,-
3,1,0,0,0,クレジット購入借入金純減,-9455,-,-19302,-,-5841,-,-2923,-,-13269,-,-17347,-,-11634,-,4829,-
3,1,0,0,0,土地家屋純増,15145,-,-,-,-,-,58537,-,-,-,-48206,-,2536,-,81553,-
3,1,0,0,0,その他の純増,-9,-,328,-,581,-,-384,-,589,-,333,-,114,-,-1127,-
3,1,0,0,0,繰越純増,-20995,-,-25645,-,-17826,-,-20205,-,-21539,-,-19564,-,-12048,-,-29653,-
,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 2年,,,,,,,,,,,,,,,,,,,,,
第１６表　定期収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,
