一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
187,世田谷区太子堂１-4-24,35.645943,139.676056,JGD2011,国道246号（玉川通り）,c,2011-05-24,2011-06-03,3,6,4.4,1.2,73,73
188,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号（玉川通り）,c,2011-08-23,2011-09-02,3,6,3.2,1.2,74,74
189,世田谷区野毛1-25-1,35.605718,139.643334,JGD2011,都道環状8号線（環八通り）,b,2011-09-06,2011-09-16,4,6,2.7,1.2,71,70
190,世田谷区八幡山2-10-2,35.660605,139.614968,JGD2011,都道環状8号線（環八通り）,b,2011-10-04,2011-10-14,4,6,4.3,1.2,67,66
191,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号（甲州街道）,b,2011-10-18,2011-10-28,3,4,3,1.2,75,74
192,世田谷区等々力4-19-18,35.610874,139.652435,JGD2011,都道白金台町等々力線（目黒通り）,b,2011-04-12,2011-04-22,4,4,8.8,1.2,70,67
193,世田谷区世田谷1-11-18,35.642334,139.653488,JGD2011,都道世田谷町田線（世田谷通り）,c,2011-06-07,2011-06-17,4,2,3.5,1.2,70,67
194,世田谷区上北沢2-1-3,35.669216,139.617523,JGD2011,都道調布経堂停車場線（赤堤通り）,a,2011-06-21,2011-07-01,4,2,1.7,1.2,66,61
195,世田谷区大原1-16-16,35.668644,139.665207,JGD2011,都道赤坂杉並線（井の頭通り）,a,2011-07-05,2011-07-15,4,2,3.9,1.2,64,63
196,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状7号線（環七通り）,b,2011-12-13,2011-12-14,4,6,2.7,1.2,74,73
197,世田谷区太子堂2-13-2,35.644619,139.673004,JGD2011,国道246号（玉川通り）,c,2011-12-13,2011-12-14,3,7,2.6,1.2,73,73
198,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号（甲州街道）,c,2011-12-13,2011-12-14,3,4,4.7,1.2,71,70
199,世田谷区砧公園7,35.632093,139.624210,JGD2011,都道環状8号線（環八通り）,b,2011-12-13,2011-12-14,4,6,4.6,1.2,71,69
200,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号（玉川通り）,b,2011-12-13,2011-12-14,3,8,3,1.2,75,74
201,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線（多摩堤通り）,a,2011-12-13,2011-12-14,4,2,0.8,1.2,69,65
202,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道20号（甲州街道）,c,2011-12-14,2011-12-15,3,8,3.5,1.2,74,74
203,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線（世田谷通り）,b,2011-12-13,2011-12-14,4,2,2.5,1.2,72,70
204,渋谷区幡ヶ谷2丁目1,35.678387,139.678772,JGD2011,国道20号,C,2011-12-07,2011-12-08,3,6,3.7,1.2,74,70
205,渋谷区神宮前2丁目3,35.673740,139.713135,JGD2011,都道北品川四谷線,B,2011-12-07,2011-12-08,4,4,3,1.2,69,66
206,渋谷区千駄ヶ谷5丁目32,35.686577,139.703445,JGD2011,都道芝新宿王子線,C,2011-12-07,2011-12-08,4,4,3.5,1.2,71,71
207,渋谷区円山町19,35.656639,139.694885,JGD2011,国道246号,C,2011-12-07,2011-12-08,3,8,4.7,1.2,74,73
208,渋谷区神宮前5丁目2,35.665829,139.709366,JGD2011,都道赤坂杉並線,C,2011-12-07,2011-12-08,4,4,11.4,1.2,65,64
209,中野区江古田4-2,35.724026,139.665192,JGD2011,都道落合井草線,C,2011-11-28,2011-11-29,4,2,3.1,1.2,70,68
210,中野区鷺宮1-31,35.724491,139.645264,JGD2011,都道落合井草線,C,2011-11-28,2011-11-29,4,2,4.5,1.2,68,65
211,中野区大和町1-12,35.712528,139.653717,JGD2011,都道環状7号線,C,2011-11-29,2011-11-30,4,4,6.5,1.2,78,77
212,中野区江古田4-2,35.724026,139.665192,JGD2011,都道落合井草線（新青梅街道）,c,2011-11-28,2010-11-29,4,2,3.1,1.2,69,68
213,中野区鷺宮2-5,35.724804,139.645691,JGD2011,都道落合井草線（新青梅街道）,c,2010-11-28,2010-11-29,4,2,3,1.2,67,65
214,中野区大和町1-12,35.712528,139.653717,JGD2011,都道環状七号線（環七通り）,c,2010-11-28,2010-11-29,4,4,4.5,1.2,78,77
215,中野区中野5-68,35.709263,139.665207,JGD2011,都道鮫洲大山線（中野通り）,c,2010-11-28,2010-11-29,4,4,3.5,1.2,70,68
216,中野区上鷺宮3-17,35.735073,139.631134,JGD2011,都道椎名町上石神井線（千川通り）,c,2010-11-28,2010-11-29,4,2,2.7,1.2,70,67
217,中野区白鷺2-35,35.719379,139.636078,JGD2011,都道瀬田貫井線（中杉通り）,c,2010-11-28,2010-11-29,4,2,1.1,1.2,68,64
218,中野区弥生町2-4,35.691364,139.676819,JGD2011,区道補助63号線(本郷通り),c,2010-11-28,2010-11-29,6,2,2.2,1.2,66,62
219,杉並区上高井戸1丁目21,35.672245,139.609314,JGD2011,国道20号（甲州街道）,B,2011-11-30,2011-12-01,3,4,3.5,1.2,74,74
220,杉並区上高井戸3丁目6,35.675556,139.617264,JGD2011,首都高速4号新宿線,B,2011-11-30,2011-12-01,2,4,10.5,1.2,71,69
221,杉並区高井戸東2丁目1,35.676998,139.617569,JGD2011,首都高速4号新宿線,B,2011-11-30,2011-12-01,2,4,9.8,1.2,74,72
222,杉並区上高井戸2丁目13,35.678734,139.608994,JGD2011,高速国道中央自動車道富士吉田線,B,2011-11-30,2011-12-01,1,4,17,1.2,62,61
223,杉並区高井戸東2丁目13,35.680080,139.614975,JGD2011,都道環状8号線（環八通り）,B,2011-11-30,2011-12-01,4,4,4.5,1.2,71,74
224,杉並区高井戸東3丁目16,35.684673,139.621704,JGD2011,都道新宿国立線（人見街道）,A,2011-11-30,2011-12-01,4,2,1.8,1.2,68,67
225,杉並区久我山5丁目12,35.687050,139.604507,JGD2011,都道新宿国立線（人見街道）,A,2011-11-30,2011-12-01,4,2,0.9,1.2,68,69
226,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状7号線（環七通り）,c,2012-01-31,2012-02-03,4,6,6.3,1.2,70,69
227,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状7号線（環七通り）,c,2011-05-17,2011-05-20,4,6,3.8,1.2,69,68
228,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状7号線（環七通り）,c,2011-05-24,2011-05-27,4,6,3.3,1.2,72,70
229,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状8号線（環八通り）,b,2011-07-05,2011-07-08,4,4,4.1,1.2,67,66
230,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状8号線（環八通り）,c,2011-06-07,2011-06-10,4,4,3.3,1.2,72,71
231,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状8号線（環八通り）,b,2011-06-28,2011-07-01,4,4,4.3,1.2,69,68
232,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道20号（甲州街道）,c,2011-09-13,2011-09-16,3,8,4.9,1.2,70,69
233,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道放射5号新宿国立線,b,2011-10-04,2011-10-07,4,6,6.1,1.2,71,69
234,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道放射5号新宿国立線,b,2011-10-18,2011-10-21,4,2,8.7,1.2,63,62
235,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2011-10-11,2011-10-14,4,4,4.4,1.2,70,69
236,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2011-11-08,2011-11-11,4,4,6.6,1.2,71,70
237,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2011-11-15,2011-11-18,4,4,5,1.2,72,70
238,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2011-11-01,2011-11-04,4,4,3.1,1.2,73,71
239,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2011-11-29,2011-12-02,4,4,4.3,1.4,70,70
240,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-10-25,2011-10-28,4,2,3.2,1.5,65,60
241,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-11-22,2011-11-25,4,2,2,1.2,68,68
242,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2012-01-24,2012-01-27,4,2,2.5,2.3,67,67
243,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2011-12-06,2011-12-09,4,2,2.9,1.3,67,64
244,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2012-02-28,2012-03-02,4,4,4,1.2,68,64
245,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2011-12-13,2011-12-16,4,2,6.5,1.2,65,63
246,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道2132号線（神明通り）,a,2011-06-14,2011-06-17,6,1,1.8,1.2,66,62
247,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道2103号線（真中橋通り）,a,2011-06-21,2011-06-24,6,2,0.5,1.2,67,60
248,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道2133号線,a,2011-05-31,2011-06-03,6,2,0.7,1.2,65,61
249,豊島区巣鴨2丁目11,35.735500,139.736633,JGD2011,国道17号,C,2011-11-14,2011-11-15,3,4,11.4,1.2,70,69
250,豊島区東池袋5丁目39,35.728218,139.725494,JGD2011,国道254号,C,2011-11-16,2011-11-17,3,4,3.6,1.2,69,67
251,豊島区池袋本町1丁目7,35.738117,139.712723,JGD2011,国道254号,C,2011-11-14,2011-11-15,3,6,5.3,1.2,72,70
252,豊島区西巣鴨1丁目14,35.739410,139.723801,JGD2011,都道芝新宿王子線,C,2011-11-14,2011-11-15,4,4,3.6,1.2,69,69
253,豊島区東池袋3丁目4,35.730648,139.717163,JGD2011,都道音羽池袋線,C,2011-11-16,2011-11-17,4,6,5,1.2,69,68
254,豊島区南大塚2丁目36,35.729092,139.729858,JGD2011,区道31-1180号,C,2011-11-16,2011-11-17,5,4,4,1.2,64,61
255,豊島区池袋1-13,35.737099,139.713638,JGD2011,首都高速5号池袋線,c,2011-11-28,2011-12-01,2,4,7.4,22,76,75
256,豊島区池袋1-13,35.737099,139.713638,JGD2011,国道254号(川越街道),c,2011-11-28,2011-12-01,3,4,5.5,1.2,72,71
257,北区神谷3丁目16,35.773369,139.732498,JGD2011,国道122号,C,2012-02-20,2012-02-21,3,6,3.7,1.2,69,67
258,北区赤羽北2丁目22,35.784939,139.704636,JGD2011,都道環状8号線,B,2012-02-20,2012-02-21,4,4,4.7,1.2,70,67
259,北区岩渕町26-6,35.785576,139.721802,JGD2011,国道122号（北本通り）,c,2011-11-28,2011-12-01,3,5,5.8,2.1,69,67
260,北区志茂3-46-8,35.775665,139.734360,JGD2011,国道122号（北本通り）,c,2011-11-28,2011-12-01,3,7,3.4,1.2,71,67
261,北区王子5-29,35.766922,139.735992,JGD2011,国道122号（北本通り）,c,2011-11-28,2011-12-01,3,6,3.4,1.2,69,66
262,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2011-11-28,2011-12-01,4,4,4.1,1.2,69,66
263,北区滝野川1-90-8,35.746017,139.730728,JGD2011,国道122号（明治通り）,c,2011-11-28,2011-12-01,3,4,4.5,1.2,72,72
264,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状8号線（環八通り）,c,2011-11-28,2011-12-01,4,4,4.2,1.2,71,68
265,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状7号線（環七通り）,c,2011-11-28,2011-12-01,4,4,5.4,1.2,69,67
266,荒川区西日暮里1丁目18,35.736115,139.775024,JGD2011,都道457号駒込宮地線,C,2011-11-28,2011-11-29,4,2,3.2,1.2,65,62
267,荒川区南千住2丁目29,35.729717,139.798782,JGD2011,都道464号言問橋南千住線,C,2011-11-28,2011-11-29,4,2,3.2,1.2,68,65
268,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道4号（日光街道）,c,2011-05-09,2011-05-13,3,4,4.1,1.4,74,73
269,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2011-05-30,2011-06-03,4,4,4.2,1.5,69,65
270,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2011-04-18,2011-04-22,4,4,6.1,1.2,72,66
271,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2011-09-26,2011-09-30,4,4,3.4,1.4,69,64
272,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2011-10-17,2011-10-21,4,2,3.5,1.5,66,63
273,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,区道荒107号(日暮里中央通り),c,2011-11-07,2011-11-11,6,2,4.1,1.7,65,61
274,荒川区東尾久6-35,35.749165,139.772858,JGD2011,区道荒111号(旭電化通り),c,2011-12-05,2011-12-09,6,2,2.5,1.5,66,61
275,板橋区小豆沢4丁目21,35.781322,139.699860,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,71,67
276,板橋区坂下1丁目5,35.779690,139.687164,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,67,64
277,板橋区若木3丁目22,35.774258,139.674988,JGD2011,都道環状8号線,B,2011-10-18,2011-10-19,4,4,8.5,1.2,59,56
278,板橋区大山金井町13,35.745518,139.707504,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,6,4.5,1.2,73,71
279,板橋区南町4,35.737480,139.703476,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,4,7.5,1.2,69,66
280,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道17号(中山道),c,2011-07-11,2011-07-14,3,7,4,1.2,68,64
281,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道446号線(都道補助201号),b,2011-10-04,2011-10-07,4,6,2,1.2,72,69
282,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道318号線(環七通り),c,2011-11-07,2011-11-10,4,4,4,1.2,69,67
283,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道446号線(高島通り),b,2011-10-17,2011-10-20,4,4,4,1.2,68,64
284,板橋区南常盤台2-8-9,35.756570,139.686306,JGD2011,国道254号(川越街道),c,2011-09-05,2011-09-08,3,4,4,1.2,70,69
285,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道317号線(山手通り),c,2011-07-04,2011-07-05,4,6,4,1.2,74,72
286,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道254号(川越街道),c,2011-09-12,2011-09-13,3,4,4,1.2,71,68
287,板橋区本町41-3,35.757792,139.707237,JGD2011,国道17号(中山道),c,2011-09-01,2011-09-02,3,6,4,1.2,76,74
288,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道318号線(環七通り),c,2011-09-15,2011-09-16,4,4,4,1.2,74,73
289,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道17号(中山道),c,2011-09-29,2011-09-30,3,4,4,1.2,72,70
290,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道17号(中山道),c,2011-10-13,2011-10-14,3,4,4,1.2,71,70
291,板橋区小豆沢4-29-9,35.781399,139.696838,JGD2011,都道311号線(環八通り),c,2011-09-28,2011-09-29,4,4,4,1.2,72,68
292,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道318号線(環七通り),c,2011-10-11,2011-10-12,4,4,3,1.2,73,72
293,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道317号線(山手通り),c,2011-11-14,2011-11-15,4,9,4,1.2,70,69
294,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道17号(新大宮バイパス),c,2011-10-27,2011-10-28,3,9,4,1.2,72,69
295,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道17号(新大宮バイパス),a,2011-11-21,2011-11-22,3,2,4,1.2,67,65
296,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道254号(川越街道),c,2012-01-30,2012-01-31,3,4,4,1.2,71,70
297,足立区中央本町1丁目17,35.775124,139.805023,JGD2011,国道4号（日光街道）,C,2011-10-25,2011-10-26,3,6,4.5,1.2,71,70
298,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道307号王子金町江戸川線,C,2011-10-27,2011-10-28,4,4,5,1.2,71,71
299,足立区綾瀬1丁目22,35.758762,139.820572,JGD2011,首都高速6号三郷線,B,2011-10-27,2011-10-28,2,4,12.7,1.2,71,68
300,足立区江北2丁目8,35.767609,139.762558,JGD2011,首都高速川口線,C,2011-10-25,2011-10-26,2,4,5.9,1.2,72,69
301,足立区椿2丁目3,35.778679,139.757507,JGD2011,都道318号環状7号線,C,2011-10-25,2011-10-26,4,6,3.2,1.2,74,71
302,足立区関原2丁目48,35.768745,139.786407,JGD2011,都道461号吾妻橋伊興町線,C,2011-10-25,2011-10-26,4,4,3.1,1.2,70,67
303,足立区南花畑3丁目36,35.793430,139.825668,JGD2011,都道466号内匠橋花畑線,B,2011-10-27,2011-10-28,4,2,3.2,1.2,64,59
304,足立区西綾瀬3丁目11,35.763920,139.816254,JGD2011,都道467号千住新宿町線,C,2011-10-27,2011-10-28,4,2,3.5,1.2,67,65
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道318号線環状7号（環七通り）,c,2011-05-25,2011-05-26,4,4,3,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,4,4,1.5,68,66
307,足立区千住河原町10,35.743710,139.797867,JGD2011,国道4号（日光街道）,c,2011-11-28,2011-11-29,3,7,4,1.5,69,67
308,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道4号（日光街道）,c,2011-11-24,2011-11-25,3,4,4,1.5,66,65
309,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道4号（日光街道）,c,2011-11-28,2011-11-29,3,4,4.8,1.5,74,73
310,足立区西新井本町2-3-1,35.777260,139.775710,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,2,1,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2011-12-07,2011-12-08,4,4,7.1,1.5,71,67
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道314号言問大谷田線,b,2011-12-07,2011-12-08,4,2,6,1.5,67,63
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道308号千住小松川葛西沖線,b,2011-12-07,2011-12-08,4,2,3,1.5,65,63
314,葛飾区四つ木2丁目4,35.736511,139.835846,JGD2011,国道6号(水戸街道),C,2011-12-15,2011-12-16,3,8,2,1.2,70,68
315,葛飾区水元公園,35.788548,139.869415,JGD2011,都道葛飾吉川松伏線,A,2011-12-15,2011-12-16,4,2,3.7,1.2,68,65
316,葛飾区柴又1丁目37,35.756058,139.872635,JGD2011,都道王子金町江戸川線,C,2011-12-15,2011-12-16,4,2,2.5,1.2,65,59
317,葛飾区亀有3丁目38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),C,2011-12-15,2011-12-16,4,4,4.3,1.2,71,68
318,葛飾区柴又5丁目45,35.751671,139.884766,JGD2011,都道江戸川堤防線,A,2011-12-15,2011-12-16,4,2,14.5,1.2,58,53
319,葛飾区新宿2丁目25,35.762100,139.858307,JGD2011,都道千住新宿町線,B,2011-12-15,2011-12-16,4,2,2.5,1.2,60,57
320,葛飾区水元3-20,35.782383,139.865417,JGD2011,都道王子金町江戸川線(岩槻街道),b,2011-09-07,2011-09-14,4,2,5,1.2,63,58
321,葛飾区西水元6-16,35.788822,139.856949,JGD2011,都道王子金町江戸川線,b,2011-09-07,2011-09-14,4,2,1.5,1.2,67,62
322,葛飾区東金町8-2,35.779060,139.883957,JGD2011,都道松戸草加線,c,2011-07-20,2011-07-27,4,4,4.9,1.2,66,62
323,葛飾区柴又4-30,35.752903,139.877029,JGD2011,都道王子金町江戸川線(柴又街道),c,2011-09-07,2011-09-14,4,2,5,1.2,65,60
324,葛飾区亀有3-38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),c,2011-07-28,2011-08-04,4,4,4.3,1.2,70,67
325,葛飾区高砂1-2,35.741302,139.863144,JGD2011,都道環状7号線(環七通り),c,2011-07-28,2011-08-04,4,5,4.1,2.3,71,69
326,葛飾区金町5-24,35.765957,139.868622,JGD2011,国道6号(水戸街道),c,2011-07-20,2011-07-27,3,8,3.8,1.2,66,64
327,葛飾区四つ木5-15,35.742584,139.841217,JGD2011,国道6号(水戸街道),c,2011-08-05,2011-08-12,3,4,4.7,1.2,68,66
328,葛飾区堀切6-1,35.752026,139.827789,JGD2011,都道言問大谷田線,c,2011-09-07,2011-09-14,4,4,8.6,1.2,67,64
329,葛飾区小菅3-6,35.755337,139.824203,JGD2011,都道千住小松川葛西沖線,c,2011-07-20,2011-07-27,4,2,0.3,1.2,67,62
330,葛飾区小菅2-19,35.750191,139.825821,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,5,4.1,1.2,68,63
331,葛飾区堀切3-32,35.743622,139.833282,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,2,3.8,1.6,69,65
332,葛飾区東立石2-1,35.733753,139.843430,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,3,4,1.2,66,62
333,葛飾区奥戸2-37,35.734699,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2011-07-28,2011-08-04,4,2,3.2,1.8,64,61
334,葛飾区新小岩1-53,35.714451,139.861130,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,3,3.7,1.2,66,64
335,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2011-08-05,2011-08-12,4,4,4.6,1.4,67,64
336,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線,b,2011-08-30,2011-09-06,4,4,4.6,1.8,68,65
337,葛飾区小菅1-2,35.752621,139.818939,JGD2011,首都高速中央環状線,c,2011-08-30,2011-09-06,2,4,23.2,13.6,64,63
338,葛飾区小菅1-36,35.758541,139.819077,JGD2011,首都高速三郷線,b,2011-08-30,2011-09-06,2,4,52,1.2,60,60
339,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2011-08-30,2011-09-06,4,2,13,1.2,67,66
340,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2011-08-30,2011-09-06,4,2,17.2,7.5,66,64
341,葛飾区堀切2-4,35.742863,139.825012,JGD2011,首都高速中央環状線,b,2011-08-30,2011-09-06,2,4,17.2,19.7,64,64
342,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2011-09-07,2011-09-14,4,3,10,1.2,64,61
343,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2011-09-07,2011-09-14,4,3,25.5,9.4,62,59
344,葛飾区東金町8-10,35.779598,139.885056,JGD2011,国道298号,c,2011-07-20,2011-07-27,3,6,4.7,1.2,62,56
345,葛飾区東金町8-16,35.779942,139.886841,JGD2011,国道298号,a,2011-07-20,2011-07-27,3,6,5.3,1.2,54,50
346,葛飾区東金町8-33,35.782219,139.884689,JGD2011,国道298号,a,2011-07-20,2011-07-27,3,6,5.8,1.2,62,57
347,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2011-07-28,2011-08-04,3,8,4.6,1.8,70,68
348,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2011-07-28,2011-08-04,3,8,4.6,11.8,69,68
349,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2011-07-28,2011-08-04,3,8,4.6,17.3,73,71
350,江戸川区松江2丁目26,35.697926,139.873413,JGD2011,首都高速7号小松川線,C,2011-11-30,2011-12-01,2,4,5.3,1.2,69,64
351,江戸川区篠崎町7丁目12,35.703369,139.901749,JGD2011,国道14号,C,2011-11-30,2011-12-01,3,6,6.2,1.2,74,71
352,江戸川区谷河内1丁目7,35.702168,139.894180,JGD2011,国道14号,C,2011-11-30,2011-12-01,3,4,6,1.2,73,71
353,江戸川区東小松川1丁目7,35.702568,139.867020,JGD2011,国道14号,C,2011-11-30,2011-12-01,3,5,3.5,1.2,73,71
354,江戸川区東小松川4丁目18,35.687618,139.862045,JGD2011,都道東京市川線,C,2011-11-30,2011-12-01,4,4,5,1.2,71,70
355,江戸川区一之江3011,35.683151,139.872986,JGD2011,都道東京市川線,C,2011-11-30,2011-12-01,4,4,5.8,1.2,65,61
356,江戸川区小松川3丁目7,35.698223,139.848190,JGD2011,国道14号,C,2011-11-30,2011-12-01,3,6,12.8,1.2,69,68
357,江戸川区松江2-26,35.697926,139.873413,JGD2011,首都高速7号小松川線,c,2011-11-30,2011-12-01,2,4,5.3,1.2,69,64
358,江戸川区篠崎町7-12,35.703369,139.901749,JGD2011,国道14号,c,2011-11-30,2011-12-01,3,6,6.2,1.2,74,71
359,江戸川区谷河内1-7,35.702168,139.894180,JGD2011,国道14号,c,2011-11-30,2011-12-01,3,4,6.0,1.2,73,71
360,江戸川区東小松川1-7,35.702568,139.867020,JGD2011,国道14号,c,2011-11-30,2011-12-01,3,5,3.5,1.2,73,71
361,江戸川区東小松川4-18,35.687618,139.862045,JGD2011,都道東京市川線,c,2011-11-30,2011-12-01,4,4,5.0,1.2,71,70
362,江戸川区一之江町3011,35.683151,139.872986,JGD2011,都道東京市川線,c,2011-11-30,2011-12-01,4,4,5.8,1.2,65,61
363,江戸川区小松川3-7,35.698223,139.848190,JGD2011,国道14号,c,2011-11-30,2011-12-01,3,6,12.8,1.2,69,68
364,八王子市北野529,35.648705,139.351425,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,4,3.9,1.2,70,69
365,八王子市大谷町48,35.668865,139.353210,JGD2011,国道16号,B,2011-11-21,2011-11-22,3,4,5.8,1.2,74,73
366,八王子市大和田町3-5,35.662178,139.355026,JGD2011,国道20号,C,2011-11-21,2011-11-22,3,4,4.4,1.2,70,67
367,八王子市明神町4-2,35.659321,139.343262,JGD2011,国道20号,C,2011-11-21,2011-11-22,3,4,5.7,1.2,64,60
368,八王子市川口町3281,35.696354,139.275360,JGD2011,都道八王子五日市線,A,2011-11-24,2011-11-25,4,2,1.5,1.2,71,64
369,八王子市廿里町35-1,35.643980,139.280414,JGD2011,都道八王子あきる野線,A,2011-11-21,2011-11-22,4,2,4.6,1.2,67,62
370,八王子市絹ヶ丘2-19,35.637615,139.360565,JGD2011,都道下柚木八王子線,A,2011-11-21,2011-11-22,4,4,4.7,1.2,68,64
371,八王子市万町112,35.653194,139.332748,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,2,4.5,1.2,67,64
372,八王子市暁町1-23,35.670490,139.332275,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,2,1.6,1.2,73,70
373,八王子市尾崎町348,35.681297,139.344101,JGD2011,国道16号,C,2011-11-09,2011-11-10,3,2,6.8,1.2,75,73
