地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13106,台東区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,2,13,7,-,-,12,7,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13106,台東区,2,184,発泡・強化プラスチック製品製造業,2,16,11,-,-,13,11,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,2,189,その他のプラスチック製品製造業,4,28,19,-,-,18,14,10,5,-,-,-,-,7010,10730,20964,16764,4200,9475,9475
2,13106,台東区,1,190,ゴム製品製造業,5,52,42,-,-,34,29,18,13,-,-,-,-,15185,42228,63229,55806,7423,19445,19445
2,13106,台東区,2,192,ゴム製・プラスチック製履物・同附属品製造業,4,48,39,-,-,30,26,18,13,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,199,その他のゴム製品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,200,なめし革・同製品・毛皮製造業,73,803,528,3,3,608,441,192,84,-,-,1,1,257419,1313910,1957030,1815004,71311,580480,597792
2,13106,台東区,2,201,なめし革製造業,1,11,8,-,-,7,5,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,203,革製履物用材料・同附属品製造業,20,180,102,-,-,136,89,44,13,-,-,-,-,53406,227718,304309,293994,10315,72178,72178
2,13106,台東区,2,204,革製履物製造業,34,447,326,1,1,347,268,99,57,-,-,1,1,140647,809917,1225501,1122660,32164,368536,385848
2,13106,台東区,2,206,かばん製造業,4,23,11,-,-,17,9,6,2,-,-,-,-,7363,31899,51701,50407,1256,18336,18336
2,13106,台東区,2,207,袋物製造業,12,129,73,2,2,93,63,34,8,-,-,-,-,48659,224440,335306,318625,16681,102655,102655
2,13106,台東区,2,209,その他のなめし革製品製造業,2,13,8,-,-,8,7,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,1,210,窯業・土石製品製造業,5,41,31,5,4,31,19,5,4,4,4,1,-,12521,20813,42185,10309,27888,19789,19789
2,13106,台東区,2,211,ガラス・同製品製造業,4,37,28,5,4,23,16,5,4,4,4,1,-,x,x,x,x,x,x,x
2,13106,台東区,2,218,骨材・石工品等製造業,1,4,3,-,-,8,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,1,230,非鉄金属製造業,2,16,11,-,-,12,10,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,239,その他の非鉄金属製造業,1,11,8,-,-,8,7,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,240,金属製品製造業,35,259,190,2,2,220,168,37,20,-,-,2,2,87313,83037,238599,179508,55958,144169,144169
2,13106,台東区,2,241,ブリキ缶・その他のめっき板等製品製造業,2,11,8,-,-,11,8,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,242,洋食器・刃物・手道具・金物類製造業,13,93,67,1,1,75,58,17,8,-,-,1,1,31384,18931,82649,81056,1376,58998,58998
2,13106,台東区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),5,43,33,-,-,36,27,7,6,-,-,-,-,16759,29517,65443,63420,262,33396,33396
2,13106,台東区,2,245,金属素形材製品製造業,1,10,7,-,-,8,6,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,13,85,62,1,1,78,58,6,3,-,-,-,-,25330,12886,56285,4734,50396,40183,40183
2,13106,台東区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,1,17,13,-,-,12,11,5,2,-,-,1,1,x,x,x,x,-,x,x
2,13106,台東区,1,260,生産用機械器具製造業,4,38,30,1,1,37,29,-,-,-,-,-,-,16796,28729,58824,54860,x,27871,27871
2,13106,台東区,2,264,生活関連産業用機械製造業,2,9,6,1,1,8,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,6,4,-,-,6,4,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,269,その他の生産用機械・同部分品製造業,1,23,20,-,-,23,20,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,270,業務用機械器具製造業,5,59,40,-,-,42,33,16,6,1,1,-,-,24782,26452,126600,124656,-,93345,93345
2,13106,台東区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,4,39,29,-,-,26,24,12,4,1,1,-,-,x,x,x,x,-,x,x
2,13106,台東区,2,274,医療用機械器具・医療用品製造業,1,20,11,-,-,16,9,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,290,電気機械器具製造業,7,51,38,-,-,41,34,10,4,-,-,-,-,21457,27972,65528,56426,7895,34808,34808
2,13106,台東区,2,291,発電用・送電用・配電用電気機械器具製造業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13106,台東区,2,294,電球・電気照明器具製造業,3,20,14,-,-,15,13,5,1,-,-,-,-,5180,11783,25302,20209,x,12518,12518
2,13106,台東区,2,296,電子応用装置製造業,1,6,5,-,-,3,2,3,3,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,2,297,電気計測器製造業,2,20,16,-,-,18,16,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,300,情報通信機械器具製造業,1,13,10,-,-,9,7,4,3,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,2,303,電子計算機・同附属装置製造業,1,13,10,-,-,9,7,4,3,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,1,310,輸送用機械器具製造業,3,19,14,-,-,18,13,1,1,-,-,-,-,5707,4540,17103,15084,2019,11632,11632
2,13106,台東区,2,311,自動車・同附属品製造業,3,19,14,-,-,18,13,1,1,-,-,-,-,5707,4540,17103,15084,2019,11632,11632
2,13106,台東区,1,320,その他の製造業,63,640,390,3,3,534,359,104,29,1,-,3,2,254114,802245,1370371,958437,153758,524112,526774
2,13106,台東区,2,321,貴金属・宝石製品製造業,25,209,139,2,2,182,131,26,7,-,-,3,2,92339,227870,390579,269634,110114,149407,150255
2,13106,台東区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,13,196,95,-,-,165,90,32,5,-,-,-,-,75267,305632,520882,439908,-,199009,199579
2,13106,台東区,2,323,時計・同部分品製造業,1,4,4,-,-,4,4,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,324,楽器製造業,1,34,27,-,-,34,27,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13106,台東区,2,325,がん具・運動用具製造業,2,13,9,-,-,13,9,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13106,台東区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,6,71,39,-,-,51,33,20,6,-,-,-,-,21633,48465,110219,109859,-,57872,57872
2,13106,台東区,2,328,畳等生活雑貨製品製造業,5,51,32,1,1,33,26,16,5,1,-,-,-,19109,135305,179815,15921,3864,40061,41217
2,13106,台東区,2,329,他に分類されない製造業,10,62,45,-,-,52,39,10,6,-,-,-,-,20411,65930,118919,74519,38580,49064,49064
2,13107,墨田区,0,000,総数,731,11946,7809,28,23,9704,7023,1888,696,348,88,76,32,5352898,10925922,24716338,22184303,1708137,12454978,12829037
2,13107,墨田区,1,090,食料品製造業,31,440,296,1,1,258,208,181,87,-,-,4,1,146006,478766,929094,817858,4608,413257,416962
2,13107,墨田区,2,091,畜産食料品製造業,1,10,8,-,-,6,6,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,092,水産食料品製造業,1,11,9,-,-,9,8,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,2,14,6,-,-,8,6,6,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,095,糖類製造業,1,5,4,-,-,5,4,-,-,-,-,1,-,x,x,x,x,-,x,x
2,13107,墨田区,2,096,精穀・製粉業,1,15,12,-,-,14,12,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,097,パン・菓子製造業,10,163,100,1,1,96,73,66,26,-,-,1,-,49033,175146,286121,260260,4000,99315,102728
2,13107,墨田区,2,098,動植物油脂製造業,5,81,73,-,-,47,44,34,29,-,-,-,-,45205,181432,409115,328328,x,210818,210818
2,13107,墨田区,2,099,その他の食料品製造業,10,141,84,-,-,73,55,68,29,-,-,2,1,34481,46056,122269,118289,-,70294,70586
2,13107,墨田区,1,100,飲料・たばこ・飼料製造業,4,63,58,-,-,54,50,8,7,1,1,-,-,31370,43326,98362,96196,-,50959,50959
2,13107,墨田区,2,101,清涼飲料製造業,1,4,4,-,-,2,2,2,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,104,製氷業,1,24,24,-,-,20,20,3,3,1,1,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,106,飼料・有機質肥料製造業,2,35,30,-,-,32,28,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,110,繊維工業,62,559,279,2,2,405,248,143,31,11,-,10,2,177407,661312,1139376,856098,273985,436307,443738
2,13107,墨田区,2,111,製糸業、紡績業、化学繊維・ねん糸製造業,1,9,7,-,-,7,7,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,113,ニット生地製造業,2,14,11,-,-,13,11,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,114,染色整理業,6,70,47,-,-,47,34,23,13,-,-,-,-,22587,15280,59686,745,58941,41116,41116
2,13107,墨田区,2,115,綱・網・レース・繊維粗製品製造業,1,31,12,-,-,31,12,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,116,外衣・シャツ製造業（和式を除く）,43,366,171,2,2,262,154,93,17,11,-,8,2,120068,537102,906142,720590,184345,341893,341893
2,13107,墨田区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,5,40,15,-,-,23,14,17,1,-,-,-,-,9087,22026,37435,25453,11982,14267,14267
2,13107,墨田区,2,119,その他の繊維製品製造業,4,29,16,-,-,22,16,7,-,-,-,2,-,7504,10649,28233,10110,x,16282,16282
2,13107,墨田区,1,120,木材・木製品製造業（家具を除く）,3,24,18,-,-,20,16,4,2,-,-,-,-,10457,16095,38705,37630,-,20936,20936
2,13107,墨田区,2,123,木製容器製造業（竹、とうを含む）,1,5,4,-,-,5,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,129,その他の木製品製造業(竹、とうを含む),2,19,14,-,-,15,12,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,130,家具・装備品製造業,15,101,82,-,-,94,77,6,4,1,1,-,-,35931,72407,154046,129723,24173,75592,75592
2,13107,墨田区,2,131,家具製造業,9,60,47,-,-,54,42,5,4,1,1,-,-,21652,52740,103643,81950,21693,47133,47133
2,13107,墨田区,2,132,宗教用具製造業,1,7,7,-,-,7,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,133,建具製造業,3,18,16,-,-,17,16,1,-,-,-,-,-,5886,10790,26395,26395,-,14449,14449
2,13107,墨田区,2,139,その他の家具・装備品製造業,2,16,12,-,-,16,12,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,1,140,パルプ・紙・紙加工品製造業,43,373,238,5,3,277,209,91,26,-,-,4,3,128508,182524,439605,320386,103313,238218,238218
2,13107,墨田区,2,144,紙製品製造業,9,90,50,2,2,60,44,28,4,-,-,1,-,28034,25270,88544,71345,14522,58764,58764
2,13107,墨田区,2,145,紙製容器製造業,25,206,131,3,1,158,118,45,12,-,-,3,3,79492,122667,268504,206141,49146,135037,135037
2,13107,墨田区,2,149,その他のパルプ・紙・紙加工品製造業,9,77,57,-,-,59,47,18,10,-,-,-,-,20982,34587,82557,42900,39645,44417,44417
2,13107,墨田区,1,150,印刷・同関連業,133,2320,1580,3,3,1927,1463,337,97,57,21,17,4,989574,1697433,3585565,3064504,421708,1598909,1756630
2,13107,墨田区,2,151,印刷業,83,1492,981,1,1,1227,914,241,61,25,7,14,1,610917,1014587,2287649,2075565,118457,1046274,1184968
2,13107,墨田区,2,152,製版業,14,494,363,-,-,424,329,40,22,32,14,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,153,製本業、印刷物加工業,35,321,223,2,2,264,208,55,13,-,-,3,3,115971,74997,288079,40,285539,197588,197588
2,13107,墨田区,2,159,印刷関連サービス業,1,13,13,-,-,12,12,1,1,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,1,160,化学工業,18,3028,1821,-,-,2723,1779,82,21,228,26,1,-,1874959,3621932,10215479,10158773,11510,5991920,6138850
2,13107,墨田区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,6,167,77,-,-,144,74,23,3,-,-,-,-,70354,72062,149506,145106,3800,68425,72237
2,13107,墨田区,2,165,医薬品製造業,2,89,37,-,-,56,30,30,4,3,3,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,5,2724,1673,-,-,2484,1647,20,8,225,23,-,-,1748152,3408745,9789574,9740570,5547,5807632,5941422
2,13107,墨田区,2,169,その他の化学工業,5,48,34,-,-,39,28,9,6,-,-,1,-,x,x,x,x,x,x,x
2,13107,墨田区,1,170,石油製品・石炭製品製造業,1,14,11,-,-,5,3,9,8,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,174,舗装材料製造業,1,14,11,-,-,5,3,9,8,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,180,プラスチック製品製造業（別掲を除く）,39,465,293,2,2,352,269,110,21,1,1,3,1,199542,262146,610354,358015,132709,314815,324652
2,13107,墨田区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,5,36,21,1,1,28,19,7,1,-,-,-,-,9895,13529,25182,20356,4826,10790,10790
2,13107,墨田区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,5,25,15,-,-,20,15,5,-,-,-,1,-,x,x,x,x,x,x,x
2,13107,墨田区,2,183,工業用プラスチック製品製造業,12,232,167,-,-,199,158,33,9,-,-,2,1,115252,140907,315392,175307,24772,153950,163787
2,13107,墨田区,2,184,発泡・強化プラスチック製品製造業,1,4,2,1,1,3,1,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,189,その他のプラスチック製品製造業,16,168,88,-,-,102,76,65,11,1,1,-,-,66058,98821,247279,151262,91700,137472,137472
2,13107,墨田区,1,190,ゴム製品製造業,52,584,380,1,1,431,321,133,45,19,13,2,2,204039,361977,777390,716125,47038,377364,384630
2,13107,墨田区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,46,515,340,1,1,370,282,125,44,19,13,2,2,177945,325885,680912,626833,39881,328730,328730
2,13107,墨田区,2,199,その他のゴム製品製造業,6,69,40,-,-,61,39,8,1,-,-,-,-,26094,36092,96478,89292,7157,48634,55900
2,13107,墨田区,1,200,なめし革・同製品・毛皮製造業,53,819,510,3,3,597,414,226,99,-,-,11,2,312476,969553,1755243,1614545,104167,725507,734024
2,13107,墨田区,2,201,なめし革製造業,16,192,149,1,1,110,90,81,58,-,-,8,1,71170,173191,316239,246162,62754,132475,132475
2,13107,墨田区,2,203,革製履物用材料・同附属品製造業,2,32,27,-,-,20,17,12,10,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,204,革製履物製造業,3,133,101,1,1,98,89,34,11,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,206,かばん製造業,5,51,28,-,-,32,23,19,5,-,-,1,-,15778,44161,73647,71918,-,27303,27303
2,13107,墨田区,2,207,袋物製造業,22,315,152,1,1,243,143,78,14,-,-,2,1,132198,582589,909900,881509,4020,306398,309440
2,13107,墨田区,2,209,その他のなめし革製品製造業,5,96,53,-,-,94,52,2,1,-,-,-,-,39622,26000,85206,45406,36692,52030,54828
2,13107,墨田区,1,210,窯業・土石製品製造業,10,380,268,-,-,309,220,48,26,23,22,-,-,132758,353385,618220,411441,15398,215500,246128
2,13107,墨田区,2,211,ガラス・同製品製造業,10,380,268,-,-,309,220,48,26,23,22,-,-,132758,353385,618220,411441,15398,215500,246128
2,13107,墨田区,1,220,鉄鋼業,7,40,28,1,1,34,23,5,4,-,-,-,-,18034,72844,101537,95816,5721,26567,26567
2,13107,墨田区,2,229,その他の鉄鋼業,7,40,28,1,1,34,23,5,4,-,-,-,-,18034,72844,101537,95816,5721,26567,26567
2,13107,墨田区,1,230,非鉄金属製造業,5,41,26,-,-,34,24,7,2,-,-,-,-,15019,57488,100353,38556,12879,39689,39689
2,13107,墨田区,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,1,6,4,-,-,3,3,3,1,-,-,-,-,x,x,x,-,x,x,x
2,13107,墨田区,2,235,非鉄金属素形材製造業,1,10,6,-,-,7,6,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,239,その他の非鉄金属製造業,2,19,11,-,-,18,10,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,240,金属製品製造業,133,1282,900,3,3,1034,797,242,99,4,2,6,4,490053,920444,1817433,1435580,359826,827660,831068
2,13107,墨田区,2,241,ブリキ缶・その他のめっき板等製品製造業,3,40,24,-,-,38,23,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,242,洋食器・刃物・手道具・金物類製造業,16,140,92,1,1,110,81,29,10,-,-,3,2,55144,121028,218928,205071,13458,90648,90648
2,13107,墨田区,2,243,暖房・調理等装置、配管工事用附属品製造業,1,58,43,-,-,54,40,3,2,1,1,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),29,223,176,1,1,203,164,19,11,-,-,2,2,100937,166826,344636,319250,16203,164658,164658
2,13107,墨田区,2,245,金属素形材製品製造業,15,208,126,-,-,159,118,49,8,-,-,-,-,78811,240616,408003,363955,40205,151730,155444
2,13107,墨田区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,40,386,269,-,-,273,217,110,51,3,1,1,-,127139,153166,394228,107783,285275,223207,223207
2,13107,墨田区,2,247,金属線製品製造業（ねじ類を除く),5,31,23,-,-,28,22,3,1,-,-,-,-,11744,74234,94371,86714,225,18668,18668
2,13107,墨田区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,14,107,75,-,-,92,69,15,6,-,-,-,-,44857,51603,130396,126017,4379,72956,72956
2,13107,墨田区,2,249,その他の金属製品製造業,10,89,72,1,1,77,63,12,9,-,-,-,-,35861,35748,82270,82247,23,43077,43077
2,13107,墨田区,1,250,はん用機械器具製造業,10,170,135,-,-,159,128,11,7,-,-,-,-,81458,247486,412489,331688,36942,157129,153562
2,13107,墨田区,2,252,ポンプ・圧縮機器製造業,3,16,13,-,-,13,10,3,3,-,-,-,-,6217,11489,24057,22049,1922,11637,11637
2,13107,墨田区,2,253,一般産業用機械・装置製造業,3,25,18,-,-,24,17,1,1,-,-,-,-,9430,9925,27364,5110,21942,16147,16147
2,13107,墨田区,2,259,その他のはん用機械・同部分品製造業,4,129,104,-,-,122,101,7,3,-,-,-,-,65811,226072,361068,304529,13078,129345,125778
2,13107,墨田区,1,260,生産用機械器具製造業,36,521,417,2,1,438,366,80,51,3,1,4,4,223638,212122,662337,586510,71494,415005,417837
2,13107,墨田区,2,262,建設機械・鉱山機械製造業,1,9,7,-,-,8,6,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,264,生活関連産業用機械製造業,5,33,24,-,-,25,18,8,6,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,266,金属加工機械製造業,13,145,108,2,1,110,84,31,23,2,-,3,3,53254,66702,184311,123965,59273,109213,109233
2,13107,墨田区,2,269,その他の生産用機械・同部分品製造業,17,334,278,-,-,295,258,40,21,1,1,1,1,154280,129324,428110,423036,3276,274450,277262
2,13107,墨田区,1,270,業務用機械器具製造業,5,34,24,-,-,28,21,6,3,-,-,1,1,19202,28503,57712,39408,214,27068,27068
2,13107,墨田区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,2,16,10,-,-,13,10,3,-,-,-,1,1,x,x,x,x,-,x,x
2,13107,墨田区,2,274,医療用機械器具・医療用品製造業,3,18,14,-,-,15,11,3,3,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,1,280,電子部品・デバイス・電子回路製造業,2,15,8,-,-,11,9,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,282,電子部品製造業,1,7,6,-,-,8,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,289,その他の電子部品・デバイス・電子回路製造業,1,8,2,-,-,3,2,5,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,290,電気機械器具製造業,10,110,61,1,-,75,56,34,5,-,-,-,-,39503,90619,174129,123670,49210,77323,77323
2,13107,墨田区,2,291,発電用・送電用・配電用電気機械器具製造業,3,43,23,1,-,28,20,14,3,-,-,-,-,17708,31363,59633,46119,x,26176,26176
2,13107,墨田区,2,292,産業用電気機械器具製造業,1,7,4,-,-,5,3,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,294,電球・電気照明器具製造業,4,39,19,-,-,21,18,18,1,-,-,-,-,11169,43702,67433,54163,13270,21973,21973
2,13107,墨田区,2,296,電子応用装置製造業,1,17,12,-,-,17,12,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13107,墨田区,2,299,その他の電気機械器具製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,300,情報通信機械器具製造業,1,10,8,-,-,10,8,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,303,電子計算機・同附属装置製造業,1,10,8,-,-,10,8,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,310,輸送用機械器具製造業,8,95,66,-,-,78,58,17,8,-,-,-,-,33642,68669,130353,120588,4847,57114,57114
2,13107,墨田区,2,311,自動車・同附属品製造業,5,68,48,-,-,55,42,13,6,-,-,-,-,22932,52799,91534,81859,4847,35866,35866
2,13107,墨田区,2,312,鉄道車両・同部分品製造業,2,22,15,-,-,18,13,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,319,その他の輸送用機械器具製造業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,1,320,その他の製造業,50,458,302,4,3,351,256,103,43,-,-,13,8,172382,418707,744137,680380,28395,306773,306124
2,13107,墨田区,2,321,貴金属・宝石製品製造業,5,35,24,-,-,26,19,9,5,-,-,10,7,x,x,x,x,x,x,x
2,13107,墨田区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,13,114,66,1,-,78,49,35,17,-,-,-,-,31314,77456,127738,93738,18870,46557,46557
2,13107,墨田区,2,324,楽器製造業,1,8,5,-,-,6,5,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13107,墨田区,2,325,がん具・運動用具製造業,7,99,66,1,1,71,54,27,11,-,-,3,1,35664,121697,204479,199281,4670,77562,76913
2,13107,墨田区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,5,44,23,1,1,27,20,16,2,-,-,-,-,19732,19843,84988,84984,4,60319,60319
2,13107,墨田区,2,328,畳等生活雑貨製品製造業,6,36,20,1,1,25,14,10,5,-,-,-,-,10259,16736,34806,28026,1180,16731,16731
2,13107,墨田区,2,329,他に分類されない製造業,13,122,98,-,-,118,95,4,3,-,-,-,-,62842,162585,244042,229938,-,79963,79963
2,13108,江東区,0,000,総数,489,9317,6327,12,10,6981,5361,2117,800,267,214,111,33,4136583,12820598,25792355,21569124,2998757,11546445,12045795
2,13108,江東区,1,090,食料品製造業,44,1965,863,-,-,780,507,1179,359,16,7,62,5,581524,2591192,4327160,4086631,193923,1580805,1608726
2,13108,江東区,2,091,畜産食料品製造業,1,13,6,-,-,5,2,8,4,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,092,水産食料品製造業,9,166,93,-,-,90,72,71,19,5,2,-,-,67456,508831,647642,608287,12051,128602,128602
2,13108,江東区,2,095,糖類製造業,2,33,20,-,-,28,20,5,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,096,精穀・製粉業,2,41,26,-,-,38,28,5,4,4,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,097,パン・菓子製造業,15,719,280,-,-,312,168,407,112,-,-,62,5,198271,221655,782303,769973,5601,507514,521129
2,13108,江東区,2,099,その他の食料品製造業,15,993,438,-,-,307,217,683,220,7,5,-,-,269387,770184,1708648,1585033,120901,853906,868212
2,13108,江東区,1,100,飲料・たばこ・飼料製造業,1,7,6,-,-,6,6,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,103,茶・コーヒー製造業（清涼飲料を除く）,1,7,6,-,-,6,6,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,110,繊維工業,15,128,43,3,1,92,38,33,4,-,-,1,1,38269,145946,240171,41187,63201,87440,87440
2,13108,江東区,2,113,ニット生地製造業,1,7,6,-,-,6,5,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,115,綱・網・レース・繊維粗製品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,116,外衣・シャツ製造業（和式を除く）,7,69,18,1,-,49,17,19,1,-,-,-,-,18802,116313,174414,17669,23779,53850,53850
2,13108,江東区,2,117,下着類製造業,1,7,1,-,-,6,1,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,2,23,12,2,1,17,9,4,2,-,-,1,1,x,x,x,-,x,x,x
2,13108,江東区,2,119,その他の繊維製品製造業,3,18,3,-,-,10,3,8,-,-,-,-,-,2163,234,6550,-,6510,5848,5848
2,13108,江東区,1,120,木材・木製品製造業（家具を除く）,18,222,181,-,-,201,166,20,15,1,-,-,-,94938,215951,397509,355548,30336,166378,168100
2,13108,江東区,2,121,製材業、木製品製造業,11,107,87,-,-,95,77,12,10,-,-,-,-,41062,94904,192738,172674,16826,90588,90588
2,13108,江東区,2,122,造作材・合板・建築用組立材料製造業,7,115,94,-,-,106,89,8,5,1,-,-,-,53876,121047,204771,182874,13510,75790,77512
