地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
2,13114,中野区,1,09,食料品製造業,1,x,x,x,-,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13114,中野区,1,11,繊維工業,1,x,-,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13114,中野区,1,26,生産用機械器具製造業,1,x,x,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13114,中野区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13115,杉並区,0,00,総数,4,180579,27847,4910,24038,2146,44069,34635,86928,29580,-,61094,-,94,61000,-,4,2230,-,-,-,61094
2,13115,杉並区,1,11,繊維工業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13115,杉並区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13116,豊島区,0,00,総数,13,1854175,26158,21615,50795,52719,43869,43620,470365,351876,-,38076,3270,27086,7720,5784,19383,29249,1377,-,1377,39453
2,13116,豊島区,1,13,家具・装備品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13116,豊島区,1,15,印刷・同関連業,7,1188946,12555,13492,40235,38974,6153,6987,321570,269199,-,29564,1542,21076,6946,3894,17889,20333,-,-,-,29564
2,13116,豊島区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,x,-,x,x,-,-,-,-,x
2,13116,豊島区,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,-,x,-,-,x,-,x,-,x,x
2,13116,豊島区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,x,x,-,x,x
2,13117,北区,0,00,総数,41,13847090,624935,668461,1185098,1111629,810579,770706,7453419,5183706,-,724331,181256,310098,232977,12340,39765,631783,319185,303822,15363,739694
2,13117,北区,1,09,食料品製造業,1,x,-,-,-,-,-,-,-,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13117,北区,1,15,印刷・同関連業,17,7058623,190196,206938,612790,525344,108526,87162,7093999,3894688,-,312566,62217,215404,34945,12219,26348,448463,150668,120847,29821,342387
2,13117,北区,1,16,化学工業,4,1232286,48066,47121,484727,493826,140299,171549,82102,359986,-,206763,94184,51464,61115,x,8641,97954,146528,154362,-7834,198929
2,13117,北区,1,24,金属製品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13117,北区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,27,業務用機械器具製造業,4,2368135,239018,252335,19247,21076,438670,389031,101780,139450,-,92448,16051,3201,73196,-,31,8143,-,-,-,92448
2,13117,北区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,x,x,x,-,-,-,x
2,13117,北区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13117,北区,1,32,その他の製造業,5,1478452,8625,4252,17591,22204,4433,3821,102826,164702,-,12977,842,10891,1244,-,2623,11824,35,35,-,12977
2,13118,荒川区,0,00,総数,30,3123212,66816,63324,134544,115969,90557,89221,606295,616653,75097,194887,34517,131392,28978,1627,25786,100289,4455,3645,810,270794
2,13118,荒川区,1,09,食料品製造業,2,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,15,印刷・同関連業,12,1373409,3357,2898,48914,52191,4309,4696,349278,326863,66811,150251,25387,111153,13711,1627,14958,61438,1338,1598,-260,216802
2,13118,荒川区,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13118,荒川区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13118,荒川区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13118,荒川区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13119,板橋区,0,00,総数,104,26080093,1700051,2138220,976943,986008,1497666,1222566,4204593,6243289,63448,817192,153601,486012,177579,57786,153682,822015,357061,280886,76175,956815
2,13119,板橋区,1,09,食料品製造業,13,1933922,48445,61064,22496,26287,59079,55507,244740,580110,205,104746,42223,58833,3690,35132,9082,80526,58229,56990,1239,106190
2,13119,板橋区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,x,-,x,x
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,3,342335,556,504,661,961,2275,1648,51430,79849,-,614,-,339,275,-,42,13417,14,14,-,614
2,13119,板橋区,1,15,印刷・同関連業,41,6424259,54473,39539,57035,53390,32282,28999,1338839,1462686,52005,162904,25053,130301,7550,16938,4673,169707,7065,1317,5748,220657
2,13119,板橋区,1,16,化学工業,4,1606366,18072,17211,85134,80341,169005,126482,63718,134522,-,58145,8790,37913,11442,-,437,44684,36789,34417,2372,60517
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,3,222188,16215,16739,1169,1121,1145,1019,43447,43197,-,5140,53,3964,1123,-,4,7791,-,-,-,5140
2,13119,板橋区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,-,x,x
2,13119,板橋区,1,22,鉄鋼業,5,4711834,276150,259075,485808,457321,116689,120746,1233769,1678558,-,212050,42188,153015,16847,5716,75541,250955,202412,187598,14814,226864
2,13119,板橋区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,-,-,-,x
2,13119,板橋区,1,24,金属製品製造業,3,277138,11232,9632,2752,3004,4264,3138,67250,44858,-,5720,723,4550,447,-,12,9695,-,-,-,5720
2,13119,板橋区,1,25,はん用機械器具製造業,3,253556,963,1323,19618,26679,12528,13183,-,4931,-,506,67,281,158,-,-,1059,-,-,-,506
2,13119,板橋区,1,26,生産用機械器具製造業,3,517525,10197,11202,13578,21695,27813,27903,78094,28097,-,2464,420,226,1818,-,-,4119,-,-,-,2464
2,13119,板橋区,1,27,業務用機械器具製造業,9,6306715,1042118,1490071,181105,197422,984655,766660,368958,1248153,x,190397,24631,45325,120441,-,62775,141557,147,-,147,x
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13119,板橋区,1,29,電気機械器具製造業,2,x,x,-,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13119,板橋区,1,31,輸送用機械器具製造業,4,706521,-,-,24438,29175,28620,23602,169048,121118,-,37975,1748,34922,1305,-,501,21760,16630,550,16080,54055
2,13119,板橋区,1,32,その他の製造業,5,690915,33330,35719,8842,9533,18608,19513,120398,116857,-,9608,6473,56,3079,-,-,9889,-,-,-,9608
2,13120,練馬区,0,00,総数,23,3473944,125849,110655,46448,57924,116704,102360,642090,531660,-,111494,48334,39266,23894,-,21522,67797,10190,19086,-8896,102598
2,13120,練馬区,1,09,食料品製造業,11,1275547,28254,27264,2898,2718,56817,52299,260618,109486,-,12648,1791,8153,2704,-,5895,13053,-,-,-,12648
2,13120,練馬区,1,13,家具・装備品製造業,2,x,x,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,15,印刷・同関連業,3,171430,1796,1153,407,643,1022,725,56436,31471,-,8266,220,4775,3271,-,65,5071,-,-,-,8266
2,13120,練馬区,1,16,化学工業,1,x,x,x,x,x,x,x,-,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13120,練馬区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13120,練馬区,1,29,電気機械器具製造業,2,x,x,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13121,足立区,0,00,総数,69,11240390,673030,598516,243724,237761,444344,411112,4694878,3940155,14750,587058,194907,255465,136686,306280,92959,528169,154265,170994,-16729,585079
2,13121,足立区,1,09,食料品製造業,9,2106826,18762,19378,9775,8694,24890,30169,418674,689393,-,20319,8508,9317,2494,265549,1203,49640,-,-,-,20319
2,13121,足立区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,-,x,x
2,13121,足立区,1,13,家具・装備品製造業,3,518803,26000,18725,10667,13793,23584,21143,138636,71356,-,2330,887,802,641,-,4766,6931,-,-,-,2330
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,5,1019663,79589,76049,18482,13125,24298,23691,1599,64893,-,51921,7965,40337,3619,332,725,18437,11295,42886,-31591,20330
2,13121,足立区,1,15,印刷・同関連業,1,x,-,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13121,足立区,1,16,化学工業,6,2968216,300701,286890,106066,108031,243816,208286,2855909,1617100,-,162463,42770,75027,44666,-,72209,227624,131242,128082,3160,165623
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,3,162086,4968,6345,1048,1179,3282,3307,37600,128017,-,16904,13052,2494,1358,-,886,5729,-,-,-,16904
2,13121,足立区,1,19,ゴム製品製造業,3,212082,12101,13005,1403,1675,2784,2996,119055,210795,-,5940,931,3186,1823,-,5965,12724,-,-,-,5940
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,4,424102,57842,59668,16109,15905,26556,30470,82698,67075,8930,86823,85502,36,1285,-,31,7389,432,-,432,96185
2,13121,足立区,1,21,窯業・土石製品製造業,3,289650,26512,27176,441,79,4914,5510,260664,196209,5820,15968,5699,2529,7740,81,52,18972,x,x,5461,27249
2,13121,足立区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13121,足立区,1,23,非鉄金属製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13121,足立区,1,24,金属製品製造業,5,349075,12687,12152,9292,7530,10507,10779,87311,61964,-,5131,650,4443,38,-,2,8606,1432,-,1432,6563
2,13121,足立区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,26,生産用機械器具製造業,5,401232,5338,515,12067,18949,12050,7638,47756,51219,-,7262,105,6432,725,-,-,9157,-,-,-,7262
2,13121,足立区,1,27,業務用機械器具製造業,5,389149,44369,21040,18680,21639,6256,6527,78669,48683,-,3796,63,3330,403,-,202,2860,-,-,-,3796
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13121,足立区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,x,x,-,x,-,x,-,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13121,足立区,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13121,足立区,1,32,その他の製造業,5,179340,14026,6605,9595,2749,7007,810,133040,62953,-,15752,36,15542,174,40318,1973,6727,-,-,-,15752
2,13122,葛飾区,0,00,総数,49,6320566,383840,332994,124717,121836,199111,208644,1198744,1585131,7771,287677,136019,126431,25227,5813,70068,194012,148255,186612,-38357,257091
2,13122,葛飾区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,-,x,-,-,-,x
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,884793,45956,45797,7679,7453,30709,32284,189509,357201,-,157275,84457,64547,8271,-,11967,38481,85853,125142,-39289,117986
2,13122,葛飾区,1,15,印刷・同関連業,4,422175,53646,9145,9468,7895,3226,3075,101969,17228,-,2209,79,1717,413,-,59,3694,-,-,-,2209
2,13122,葛飾区,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,5,439510,8557,9887,2906,2975,11359,12527,139325,96773,-,5235,1507,2753,975,-,21,13996,-,-,-,5235
2,13122,葛飾区,1,19,ゴム製品製造業,3,173890,20736,22038,11619,9691,6127,6150,181544,45545,-,1694,652,829,213,4496,21,4398,-,-,-,1694
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,5,389742,25949,29586,15905,13288,29249,28713,53199,18932,5371,3053,1305,1426,322,1317,119,3364,-,-,-,8424
2,13122,葛飾区,1,24,金属製品製造業,10,893506,56764,49165,25023,29106,16327,15793,101717,95661,-,15799,206,14411,1182,-,48,16381,-,-,-,15799
2,13122,葛飾区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13122,葛飾区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,-,x
2,13122,葛飾区,1,29,電気機械器具製造業,3,493326,27494,37075,12936,11082,6617,7487,86007,97646,-,2982,-,2346,636,-,-,7089,150,-,150,3132
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13122,葛飾区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,-,x,x
2,13123,江戸川区,0,00,総数,42,8477873,368483,360902,190911,229433,356000,465415,2294829,1986892,78415,2966945,1618593,1289556,58796,108923,45420,380770,163964,219638,-55674,2989686
2,13123,江戸川区,1,09,食料品製造業,4,2690302,109154,110807,25477,28852,159820,249084,673831,544937,x,176668,114623,50395,11650,-,24083,69961,124883,125886,-1003,x
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,1750869,103853,91602,23166,24354,60561,60407,230032,652904,-,94978,20145,73743,1090,-,5465,96608,39026,91898,-52872,42106
2,13123,江戸川区,1,15,印刷・同関連業,5,437848,2921,2357,3030,2989,6225,5587,153523,214167,-,16251,3749,12433,69,-,768,22828,-,-,-,16251
2,13123,江戸川区,1,16,化学工業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,x,-,x,x,-,x,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,23,非鉄金属製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13123,江戸川区,1,24,金属製品製造業,6,577368,46235,57575,9829,9025,8780,10548,115840,85676,-,24857,7546,16386,925,-,491,11125,-,1854,-1854,23003
2,13123,江戸川区,1,25,はん用機械器具製造業,2,x,x,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13123,江戸川区,1,26,生産用機械器具製造業,9,1705354,33412,18735,85375,130236,54276,49589,825490,387131,68542,2631061,1466863,1123732,40466,108923,14384,156491,55,-,55,2699658
2,13123,江戸川区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13123,江戸川区,1,29,電気機械器具製造業,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13123,江戸川区,1,31,輸送用機械器具製造業,1,x,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13123,江戸川区,1,32,その他の製造業,1,x,x,-,x,-,-,-,-,x,-,-,-,-,-,-,-,x,-,-,-,-
1,13200,市部,0,00,総数,508,368246348,7562963,6643685,24765513,26785552,10192842,10464764,17298774,52365579,3141941,14194043,4686818,6157114,3350111,206883,1545577,9451466,8615492,8803426,-187934,17148050
1,13200,市部,1,09,食料品製造業,82,38427265,280714,323332,161308,185847,620468,584986,3347416,7231282,35586,1652831,524343,1042650,85838,19639,70149,1115379,667600,641421,26179,1714596
1,13200,市部,1,10,飲料・たばこ・飼料製造業,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,11,繊維工業,5,547132,22350,29524,21269,25486,13894,14092,128315,91210,2005,6225,3872,1251,1102,210,161,9504,-,-,-,8230
1,13200,市部,1,13,家具・装備品製造業,6,7176740,80605,69906,1501099,1953354,1273340,1296653,544200,1236436,-,238501,56797,79724,101980,-,68277,170629,32655,44225,-11570,226931
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,7,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13200,市部,1,15,印刷・同関連業,39,8645258,65397,69322,113741,100668,94712,103360,585429,961237,x,291544,32274,242956,16314,-,20109,168939,134790,201134,-66344,x
1,13200,市部,1,16,化学工業,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,12,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,19,ゴム製品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,21,窯業・土石製品製造業,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
1,13200,市部,1,23,非鉄金属製造業,8,2317165,237705,183486,210060,193512,61570,77368,283112,155056,6834,17893,11855,2172,3866,-,2458,23093,-,-,-,24727
1,13200,市部,1,24,金属製品製造業,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,44,13523939,395072,384244,1591127,1767450,673502,695192,1730794,2602450,236894,1752196,912020,403964,436212,56131,69128,414602,412097,513415,-101318,1887772
1,13200,市部,1,27,業務用機械器具製造業,40,8755219,414850,438001,1229682,1324063,611796,599517,926258,1489539,7465,230923,14239,90650,126034,-,271242,190869,49250,40335,8915,247303
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,42,25835192,784995,777111,1318854,1306292,879671,999997,1195608,6215718,79200,3632750,643381,2280515,708854,752,72268,2173726,x,x,x,x
1,13200,市部,1,29,電気機械器具製造業,68,52527245,3413516,2513420,10911795,9838208,3017848,2989401,2276523,7929095,70,1881899,937864,276431,667604,23900,547824,1183210,721172,1340851,-619679,1262290
1,13200,市部,1,30,情報通信機械器具製造業,24,48960931,592293,537594,3675457,6247952,792976,774262,462140,4446202,28547,715996,237499,40312,438185,40085,140658,912697,1227143,686939,540204,1284747
1,13200,市部,1,31,輸送用機械器具製造業,35,122931821,88536,67648,2229241,2014313,826797,844477,2208277,9722352,1369738,1730568,634634,540108,555826,5237,42252,1748855,1309081,1172951,136130,3236436
1,13200,市部,1,32,その他の製造業,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13201,八王子市,0,00,総数,117,27476694,669310,674179,1544617,1559975,1439169,1424729,2780827,5564080,37973,1582150,727823,711701,142626,6400,98113,738622,896147,1176591,-280444,1339679
2,13201,八王子市,1,09,食料品製造業,13,5609942,31497,42384,34474,37183,265359,220282,174489,1116676,-,136851,41078,86502,9271,-,8754,133280,1239,1901,-662,136189
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13201,八王子市,1,11,繊維工業,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x
2,13201,八王子市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13201,八王子市,1,15,印刷・同関連業,11,3434862,14602,13948,45542,38976,24255,25939,247138,386362,-,219726,22708,188787,8231,-,9195,79385,133799,200322,-66523,153203
2,13201,八王子市,1,16,化学工業,10,3405436,78694,83914,219320,176702,224027,244009,105307,942947,-,136284,28825,93005,14454,-,16391,127233,33330,40180,-6850,129434
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,3,249225,9386,10718,3128,6877,9028,7050,32027,85166,-,2377,-,2377,-,-,-,4991,x,x,x,x
2,13201,八王子市,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13201,八王子市,1,24,金属製品製造業,5,300629,1085,726,406,525,8210,9142,88420,122977,-,10788,3436,4876,2476,-,-,11054,-,-,-,10788
2,13201,八王子市,1,25,はん用機械器具製造業,4,395484,20287,18639,56463,26825,3302,2959,112077,82483,-,3420,86,2752,582,-,1637,12001,-,-,-,3420
2,13201,八王子市,1,26,生産用機械器具製造業,8,5171178,152628,140497,730473,791961,337815,327824,418892,1231074,-,534408,448399,31167,54842,x,50707,138206,404502,510167,-105665,428743
2,13201,八王子市,1,27,業務用機械器具製造業,14,1749000,86935,98735,116366,105029,162036,159309,155021,179120,x,29443,2859,20853,5731,-,1722,30118,1333,386,947,x
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,11,1734752,92004,109183,56395,69437,143494,151727,542350,369453,-,239269,10212,216648,12409,-,1249,55512,240186,198431,41755,281024
2,13201,八王子市,1,29,電気機械器具製造業,17,3029323,119839,104554,231696,237662,116209,108687,476927,384213,-,46363,1939,28344,16080,-,6303,77418,4361,2861,1500,47863
2,13201,八王子市,1,30,情報通信機械器具製造業,5,374907,9063,10032,11425,15205,44989,48621,46708,50226,-,4331,356,299,3676,-,22,8014,-,-,-,4331
2,13201,八王子市,1,31,輸送用機械器具製造業,7,908953,20444,13301,19846,21953,37391,35474,140500,312582,28503,197908,165597,22133,10178,-,2018,32735,63247,201809,-138562,87849
2,13201,八王子市,1,32,その他の製造業,1,x,-,-,x,x,x,x,-,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,0,00,総数,23,8725380,80626,77158,1622921,2072528,1190968,1251076,443931,1298962,42882,247693,68586,73901,105206,-,58757,200179,26168,37734,-11566,279009
2,13202,立川市,1,09,食料品製造業,6,1019980,505,507,35,25,5901,5951,65430,75929,-,10472,1489,7298,1685,-,1672,8454,-,-,-,10472
2,13202,立川市,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,x,x,-,-,-,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,274579,10575,14588,12072,11252,4232,5130,9314,38390,-,8195,640,4132,3423,-,91,9610,519,515,4,8199
2,13202,立川市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13202,立川市,1,26,生産用機械器具製造業,1,x,x,-,x,-,x,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13202,立川市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,x,x,x,x,x,x
