産業分類階層,産業コード,産業細分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
3,1646,洗浄剤・磨用剤製造業,11,190,124,190,124,-,60743,182452,302202,274407,8333,-,-,19462,106922,111022,92998,1196,3081,1989
3,1647,ろうそく製造業,2,40,15,40,15,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,1650,医薬品製造業,34,2882,1580,2898,1588,-,1664707,3456812,9580779,8828102,238571,-,-,514106,5176108,5734378,6278068,442456,78579,447120
3,1651,医薬品原薬製造業,2,50,38,50,38,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,1652,医薬品製剤製造業,25,2149,1181,2165,1189,-,1222764,2598412,5432627,4897493,238571,-,-,296563,2395650,2674380,1702790,338962,25250,250349
3,1653,生物学的製剤製造業,3,565,286,565,286,-,346999,478091,3337720,3247479,-,-,-,90241,2378782,2662396,4239427,92828,45012,182265
3,1654,生薬・漢方製剤製造業,1,12,9,12,9,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,1655,動物用医薬品製造業,3,106,66,106,66,-,62780,193718,568820,442805,-,-,-,126015,342876,346935,65203,2286,4,4837
2,1660,化粧品・歯磨・その他の化粧用調整品製造業,48,4041,2183,4070,2208,1,2223956,5388295,13301089,12434630,62462,-,-,803997,7210131,7398345,1544921,186071,12483,197222
3,1661,仕上用・皮膚用化粧品製造業（香水、オーデコロンを含む）,27,3576,1931,3586,1939,-,2038618,4766020,12125489,11364807,6925,-,-,753757,6710754,6876393,1173830,141060,1737,171891
3,1662,頭髪用化粧品製造業,17,332,204,351,221,1,152084,489809,946537,902879,201,-,-,43457,407752,432032,346859,45011,10746,24778
3,1669,その他の化粧品・歯磨・化粧用調整品製造業,4,133,48,133,48,-,33254,132466,229063,166944,55336,-,-,6783,91625,89920,24232,-,-,553
2,1690,その他の化学工業,39,1441,1041,1447,1046,-,842319,4783744,7305638,5668405,41072,-,-,1596161,2164566,2422634,4988185,429786,83862,296562
3,1693,香料製造業,4,235,153,236,153,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,1694,ゼラチン・接着剤製造業,6,170,107,170,107,-,102226,1463401,2297412,800929,-,-,-,1496483,645023,781325,3938844,34449,66909,142839
3,1695,写真感光材料製造業,2,20,16,20,16,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1697,試薬製造業,6,172,100,173,101,-,78768,108123,264336,243003,-,-,-,21333,143979,148231,41493,48122,-,8275
3,1699,他に分類されない化学工業製品製造業,21,844,665,848,669,-,521697,2386664,3507373,3437300,38422,-,-,31651,971787,1077357,626058,169399,15385,100434
1,1700,石油製品・石炭製品製造業,17,337,286,337,286,-,215730,1961481,2974870,2570575,25748,-,4102,374445,936156,940599,x,x,x,x
2,1720,潤滑油・グリース製造業（石油精製業によらないもの）,4,123,107,123,107,-,82980,583615,718385,667102,25748,-,x,x,122080,126523,x,x,x,x
3,1721,潤滑油・グリース製造業（石油精製業によらないもの）,4,123,107,123,107,-,82980,583615,718385,667102,25748,-,x,x,122080,126523,x,x,x,x
2,1740,舗装材料製造業,13,214,179,214,179,-,132750,1377866,2256485,1903473,-,-,x,x,814076,814076,-,-,-,-
3,1741,舗装材料製造業,13,214,179,214,179,-,132750,1377866,2256485,1903473,-,-,x,x,814076,814076,-,-,-,-
1,1800,プラスチック製品製造業（別掲を除く）,619,8019,4835,8009,4829,25,2999700,5560173,11760312,9478296,1456664,841,1603,822908,5665664,5758590,1346136,125458,49278,105487
2,1810,プラスチック板・棒・管・継手・異形押出製品製造業,82,1089,717,1090,718,2,433305,683533,1545098,1298185,132279,378,x,x,784265,800333,214113,11644,28567,19152
3,1811,プラスチック板・棒製造業,10,137,108,137,108,-,68082,104951,247336,179545,45857,-,-,21934,120069,133674,125523,6958,28326,11543
3,1812,プラスチック管製造業,4,66,40,66,40,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1813,プラスチック継手製造業,1,7,4,7,4,-,x,x,x,x,-,-,x,x,x,x,-,-,-,-
3,1814,プラスチック異形押出製品製造業,15,347,220,350,223,-,141410,229626,519105,449011,2400,-,-,67694,267850,268381,65759,2255,241,4890
3,1815,プラスチック板・棒・管・継手・異形押出製品加工業,52,532,345,530,343,2,197904,291573,660300,588508,58225,378,39,13150,339888,341820,22831,2431,-,2719
2,1820,プラスチックフィルム・シート・床材・合成皮革製造業,81,793,440,788,436,5,290214,488234,1063470,673124,322393,-,x,x,531257,532739,68173,1650,-,2752
3,1821,プラスチックフィルム製造業,23,249,159,249,159,-,96242,190278,400953,286140,103401,-,-,11412,195069,195069,-,-,-,-
3,1822,プラスチックシート製造業,9,77,47,77,47,-,35195,25361,88029,38991,47481,-,x,x,58026,58026,-,-,-,-
3,1825,プラスチックフィルム・シート・床材・合成皮革加工業,49,467,234,462,230,5,158777,272595,574488,347993,171511,-,-,54984,278162,279644,68173,1650,-,2752
2,1830,工業用プラスチック製品製造業,232,3190,1954,3195,1960,7,1176549,2049318,4386405,3598457,472616,463,51,314818,2142171,2173098,327918,40506,2376,27783
3,1831,電気機械器具用プラスチック製品製造業（加工業を除く）,41,469,263,469,263,-,185354,252762,600346,580053,15065,-,-,5228,315120,326146,80862,23791,1570,9511
3,1832,輸送機械器具用プラスチック製品製造業（加工業を除く）,29,361,195,359,195,2,100899,192829,446229,428377,11607,-,-,6245,234628,234628,-,-,-,-
3,1833,その他の工業用プラスチック製品製造業（加工業を除く）,86,1214,729,1215,730,2,458748,879251,1682547,1398712,120299,463,-,163073,733710,747089,53522,10750,797,12114
3,1834,工業用プラスチック製品加工業,76,1146,767,1152,772,3,431548,724476,1657283,1191315,325645,-,51,140272,858713,865235,193534,5965,9,6158
2,1840,発泡・強化プラスチック製品製造業,38,506,328,504,326,2,206392,287960,732768,588151,33380,-,-,111237,410618,412168,58104,5745,10504,9810
3,1841,軟質プラスチック発泡製品製造業（半硬質性を含む）,18,158,89,156,87,2,47531,96222,208403,175915,26506,-,-,5982,103870,103870,-,-,-,-
3,1842,硬質プラスチック発泡製品製造業,5,140,89,140,89,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,1843,強化プラスチック製板・棒・管・継手製造業,2,17,7,17,7,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,1844,強化プラスチック製容器・浴槽等製造業,7,139,109,139,109,-,60726,93527,198900,182311,1006,-,-,15583,103522,97660,9910,2821,-,2657
3,1845,発泡・強化プラスチック製品加工業,6,52,34,52,34,-,17753,16262,42919,39951,2968,-,-,-,24681,24681,-,-,-,-
2,1850,プラスチック成形材料製造業（廃プラスチックを含む）,17,184,132,184,132,-,80785,375982,601217,439364,23625,-,-,138228,200135,209890,104353,823,21,6491
3,1851,プラスチック成形材料製造業,17,184,132,184,132,-,80785,375982,601217,439364,23625,-,-,138228,200135,209890,104353,823,21,6491
2,1890,その他のプラスチック製品製造業,169,2257,1264,2248,1257,9,812455,1675146,3431354,2881015,472371,-,1513,76455,1597218,1630362,573475,65090,7810,39499
3,1891,プラスチック製日用雑貨・食卓用品製造業,19,286,149,285,148,1,84037,225628,364087,302760,59860,-,1467,-,125110,129992,155944,32878,1006,5114
3,1892,プラスチック製容器製造業,46,623,360,621,359,2,245707,584546,1210559,1104289,83766,-,-,22504,564803,581268,203083,21919,678,20458
3,1897,他に分類されないプラスチック製品製造業,50,637,302,634,299,3,215081,391136,873561,729196,135397,-,46,8922,444195,446767,88297,719,6107,3845
3,1898,他に分類されないプラスチック製品加工業,54,711,453,708,451,3,267630,473836,983147,744770,193348,-,-,45029,463110,472335,126151,9574,19,10082
1,1900,ゴム製品製造業,205,2694,1811,2677,1798,17,1111709,1904670,3863525,3585315,175976,73,277,101884,1768495,1845627,1543392,184468,13183,142721
2,1910,タイヤ・チューブ製造業,3,212,207,212,207,-,242447,372762,640622,640622,-,-,-,-,253152,275683,620041,101020,2449,95375
3,1911,自動車タイヤ・チューブ製造業,1,197,193,197,193,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,1919,その他のタイヤ・チューブ製造業,2,15,14,15,14,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,1920,ゴム製・プラスチック製履物・同附属品製造業,11,149,93,149,93,-,44592,115166,195669,183032,10701,-,-,1936,73561,74529,135834,-,-,1182
3,1921,ゴム製履物・同附属品製造業,9,111,73,111,73,-,x,x,x,x,x,-,-,x,x,x,x,-,-,x
3,1922,プラスチック製履物・同附属品製造業,2,38,20,38,20,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,1930,ゴムベルト・ゴムホース・工業用ゴム製品製造業,162,1992,1285,1975,1272,17,698834,1195862,2546619,2369802,135524,73,277,40943,1210866,1254371,733378,82258,10713,42445
3,1931,ゴムベルト製造業,2,20,15,20,15,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1932,ゴムホース製造業,1,5,3,5,3,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1933,工業用ゴム製品製造業,159,1967,1267,1950,1254,17,692680,1193381,2534653,2365352,128238,73,277,40713,1202083,1245588,733378,82258,10713,42445
2,1990,その他のゴム製品製造業,29,341,226,341,226,-,125836,220880,480615,391859,29751,-,-,59005,230916,241044,54139,1190,21,3719
3,1991,ゴム引布・同製品製造業,1,15,11,15,11,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1992,医療・衛生用ゴム製品製造業,4,51,29,51,29,-,20601,21973,62094,60942,-,-,-,1152,37150,37150,-,-,-,-
3,1993,ゴム練生地製造業,6,37,24,37,24,-,14778,37508,64462,60253,4089,-,-,120,24956,24956,-,-,-,-
3,1994,更生タイヤ製造業,1,6,6,6,6,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1995,再生ゴム製造業,1,10,6,10,6,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,1999,他に分類されないゴム製品製造業,16,222,150,222,150,-,80458,147453,322999,258679,8224,-,-,56096,152964,163092,54139,1190,21,3719
1,2000,なめし革・同製品・毛皮製造業,259,3362,2051,3336,2034,36,1168436,4391945,7241835,6359480,264545,2677,1886,613247,2610341,2655777,495761,121396,6371,42319
2,2010,なめし革製造業,26,269,201,263,197,6,96701,209026,405101,296405,95904,-,1886,10906,181715,181715,-,-,-,-
3,2011,なめし革製造業,26,269,201,263,197,6,96701,209026,405101,296405,95904,-,1886,10906,181715,181715,-,-,-,-
2,2020,工業用革製品製造業（手袋を除く）,2,44,23,44,23,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2021,工業用革製品製造業（手袋を除く）,2,44,23,44,23,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2030,革製履物用材料・同附属品製造業,27,265,157,265,157,-,77226,254159,368077,345864,21360,-,-,853,106740,106740,-,-,-,-
3,2031,革製履物用材料・同附属品製造業,27,265,157,265,157,-,77226,254159,368077,345864,21360,-,-,853,106740,106740,-,-,-,-
2,2040,革製履物製造業,76,1237,856,1236,855,4,418066,1863950,3016730,2514262,42615,879,-,458974,1032046,1075175,268966,113460,5941,31644
3,2041,革製履物製造業,76,1237,856,1236,855,4,418066,1863950,3016730,2514262,42615,879,-,458974,1032046,1075175,268966,113460,5941,31644
2,2060,かばん製造業,36,435,252,432,249,3,x,x,x,x,x,1798,-,832,x,x,91349,1723,-,5187
3,2061,かばん製造業,36,435,252,432,249,3,x,x,x,x,x,x,-,x,x,x,x,x,-,x
2,2070,袋物製造業,78,885,444,869,435,23,311141,1285022,1993583,1798576,56433,-,-,138574,660014,663079,99270,4532,322,1645
3,2071,袋物製造業（ハンドバッグを除く）,43,585,292,578,289,14,224203,863106,1380967,1233562,26525,-,-,120880,482841,485906,99270,4532,322,1645
3,2072,ハンドバッグ製造業,35,300,152,291,146,9,86938,421916,612616,565014,29908,-,-,17694,177173,177173,-,-,-,-
2,2090,その他のなめし革製品製造業,14,227,118,227,118,-,83115,142246,283694,241086,39500,-,-,3108,130754,131161,36176,1681,108,3843
3,2099,その他のなめし革製品製造業,14,227,118,227,118,-,83115,142246,283694,241086,39500,-,-,3108,130754,131161,36176,1681,108,3843
1,2100,窯業・土石製品製造業,198,3883,3091,3899,3104,9,2016994,9738606,17021270,15714972,378623,3133,71,924471,6692110,6871999,3524732,343001,28637,188037
2,2110,ガラス・同製品製造業,64,1617,1200,1610,1194,8,807713,2004822,4726058,3944548,296692,242,22,484554,2517197,2638931,1925111,257941,28283,113676
3,2112,板ガラス加工業,11,229,182,228,181,2,108631,222183,436888,237099,195492,109,-,4188,176587,199939,429619,14165,5582,21073
3,2113,ガラス製加工素材製造業,4,265,213,265,213,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2114,ガラス容器製造業,9,474,382,474,382,-,220056,502931,1104995,1023201,15080,-,22,66692,532290,561960,467715,21797,589,42942
3,2115,理化学用・医療用ガラス器具製造業,14,311,194,310,193,1,118758,260354,479512,345637,4963,110,-,128802,182234,204125,115270,12774,796,10412
3,2116,卓上用・ちゅう房用ガラス器具製造業,10,178,125,178,125,-,76259,150757,325328,311144,7568,23,-,6593,160265,161998,30230,-,-,1175
3,2117,ガラス繊維・同製品製造業,2,40,31,40,31,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2119,その他のガラス・同製品製造業,14,120,73,115,69,5,49289,90199,173517,161855,10504,-,-,1158,77531,77531,-,-,-,-
2,2120,セメント・同製品製造業,89,1542,1324,1562,1344,-,850589,6791579,10331965,x,x,-,-,189684,3247050,3280772,811254,26345,58,47789
3,2121,セメント製造業,2,31,25,31,25,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2122,生コンクリート製造業,76,1261,1089,1281,1109,-,728522,6208322,9311340,9233225,-,-,-,78115,2853141,2874566,286187,12376,58,21425
3,2123,コンクリート製品製造業,9,223,185,223,185,-,101111,531630,889730,778161,-,-,-,111569,320511,332808,525067,13969,-,26364
3,2129,その他のセメント製品製造業,2,27,25,27,25,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2140,陶磁器・同関連製品製造業,3,51,41,51,41,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2144,電気用陶磁器製造業,1,15,10,15,10,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2145,理化学用・工業用陶磁器製造業,2,36,31,36,31,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2150,耐火物製造業,1,9,9,9,9,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2159,その他の耐火物製造業,1,9,9,9,9,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2160,炭素・黒鉛製品製造業,3,20,11,20,11,-,6269,13960,30891,30891,-,-,-,-,15677,15677,-,-,-,-
3,2169,その他の炭素・黒鉛製品製造業,3,20,11,20,11,-,6269,13960,30891,30891,-,-,-,-,15677,15677,-,-,-,-
2,2170,研磨材・同製品製造業,11,164,119,164,119,-,81194,183066,303827,183572,4201,2891,-,113163,112428,116749,180580,32189,-,2375
3,2172,研削と石製造業,9,135,96,135,96,-,x,x,x,x,x,x,-,x,x,x,x,x,-,x
3,2179,その他の研磨材・同製品製造業,2,29,23,29,23,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
2,2180,骨材・石工品等製造業,20,245,208,249,208,-,119377,161278,530624,442911,37842,-,-,49871,342001,342001,-,-,-,-
3,2181,砕石製造業,9,130,119,130,119,-,66736,142287,434612,386414,-,-,-,48198,270671,270671,-,-,-,-
3,2182,再生骨材製造業,2,31,25,31,25,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2184,石工品製造業,9,84,64,88,64,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
2,2190,その他の窯業・土石製品製造業,7,235,179,234,178,1,124688,562300,1014140,916699,10193,-,49,87199,400197,420309,607787,26526,296,24197
3,2191,ロックウール・同製品製造業,1,21,19,21,19,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2192,石こう（膏）製品製造業,1,99,77,99,77,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,2193,石灰製造業,1,55,50,55,50,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2199,他に分類されない窯業・土石製品製造業,4,60,33,59,32,1,17549,12233,74214,x,10193,-,49,x,54639,57808,100540,2520,80,2813
1,2200,鉄鋼業,109,2578,2267,2577,2266,2,1310984,10339164,14319323,12982710,806061,-,10371,520181,3273678,3799842,4285198,377677,92009,438365
2,2220,製鋼・製鋼圧延業,1,144,133,144,133,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2221,製鋼・製鋼圧延業,1,144,133,144,133,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,2230,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,6,932,864,932,864,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2232,冷間圧延業（鋼管、伸鉄を除く）,2,453,427,453,427,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2234,鋼管製造業,3,245,231,245,231,-,116135,718885,1094210,1031563,50081,-,-,12566,271242,371400,927270,145945,13528,115010
3,2236,磨棒鋼製造業,1,234,206,234,206,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,2250,鉄素形材製造業,13,250,215,250,215,-,128984,412903,700529,669026,31503,-,-,-,247453,266473,214487,434,6621,11687
3,2251,銑鉄鋳物製造業（鋳鉄管、可鍛鋳鉄を除く）,5,70,58,70,58,-,31650,67278,139078,113660,25418,-,-,-,65341,66491,84503,-,-,-
3,2254,鍛工品製造業,8,180,157,180,157,-,97334,345625,561451,555366,6085,-,-,-,182112,199982,129984,434,6621,11687
2,2290,その他の鉄鋼業,89,1252,1055,1251,1054,2,606098,4060020,5889847,4715441,667809,-,10371,496226,1669495,1697303,95531,11126,-,8942
3,2291,鉄鋼シャースリット業,43,695,598,693,596,2,332867,2613020,3433264,2663119,378499,-,-,391646,740260,759326,48751,5605,-,5804
3,2292,鉄スクラップ加工処理業,20,289,246,289,246,-,155030,958628,1433312,1346891,9834,-,10371,66216,431712,439933,45148,5403,-,2617
3,2299,他に分類されない鉄鋼業,26,268,211,269,212,-,118201,488372,1023271,705431,279476,-,-,38364,497523,498044,1632,118,-,521
1,2300,非鉄金属製造業,128,2630,1920,2625,1915,7,1111818,5730421,8299030,7345373,488598,-,740,464319,2329726,2405028,1200418,143585,14753,86741
2,2320,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,16,665,530,665,530,-,342198,2926859,3495224,3338972,67585,-,-,88667,462217,537874,435207,4474,2312,16340
3,2321,鉛第２次製錬・精製業（鉛合金製造業を含む),2,66,59,66,59,-,x,x,x,x,x,-,-,-,x,x,x,x,-,x
3,2322,アルミニウム第２次製錬・精製業（アルミニウム合金製造業を含む）,2,11,7,11,7,-,x,x,x,x,x,-,-,-,x,x,x,x,-,x
3,2329,その他の非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,12,588,464,588,464,-,304166,2803869,3261563,3112975,59921,-,-,88667,353196,427428,392922,3826,2312,14390
2,2330,非鉄金属・同合金圧延業（抽伸、押出しを含む）,26,524,393,525,394,-,240768,1196831,1989298,1665320,186592,-,-,137386,778511,744021,509279,91112,4860,41456
3,2331,伸銅品製造業,12,180,132,181,133,-,82850,201122,378921,257235,121143,-,-,543,163087,168953,42030,55928,80,6241
3,2332,アルミニウム・同合金圧延業（抽伸、押出しを含む）,7,222,166,222,166,-,77396,314427,558332,411092,10767,-,-,136473,232231,229603,416827,28594,1976,15999
3,2339,その他の非鉄金属・同合金圧延業（抽伸、押出しを含む）,7,122,95,122,95,-,80522,681282,1052045,996993,54682,-,-,370,383193,345465,50422,6590,2804,19216
2,2340,電線・ケーブル製造業,19,429,173,428,172,1,114591,441656,684985,652255,30580,-,-,2150,221123,225455,76304,3093,-,4001
3,2341,電線・ケーブル製造業（光ファイバケーブルを除く）,17,406,163,405,162,1,x,x,x,x,x,-,-,x,x,x,x,x,-,x
3,2342,光ファイバケーブル製造業（通信複合ケーブルを含む）,2,23,10,23,10,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2350,非鉄金属素形材製造業,49,801,661,800,660,2,311576,758043,1469387,1346516,92578,-,-,30293,632138,661941,179628,44906,7581,24944
3,2351,銅・同合金鋳物製造業（ダイカストを除く）,12,178,156,177,155,1,78757,145805,316039,312123,3002,-,-,914,141073,158108,37877,17142,7435,8218
3,2352,非鉄金属鋳物製造業（銅・同合金鋳物及びダイカストを除く）,16,309,259,310,260,-,110336,240525,464136,425970,34060,-,-,4106,203140,209091,107602,19626,146,7405
3,2353,アルミニウム・同合金ダイカスト製造業,10,133,100,132,99,1,41657,182713,295648,249088,35281,-,-,11279,104570,104570,-,-,-,-
3,2354,非鉄金属ダイカスト製造業（アルミニウム・同合金ダイカストを除く）,6,104,79,104,79,-,35871,117566,178700,165292,-,-,-,13408,51759,57091,9840,6615,-,5211
3,2355,非鉄金属鍛造品製造業,5,77,67,77,67,-,44955,71434,214864,194043,20235,-,-,586,131596,133081,24309,1523,-,4110
2,2390,その他の非鉄金属製造業,18,211,163,207,159,4,102685,407032,660136,342310,111263,-,740,205823,235737,235737,-,-,-,-
3,2399,他に分類されない非鉄金属製造業,18,211,163,207,159,4,102685,407032,660136,342310,111263,-,740,205823,235737,235737,-,-,-,-
1,2400,金属製品製造業,1491,18206,13338,18191,13329,59,7283380,12194790,26943961,17946017,8187148,52853,4945,752998,13429585,13701954,4145448,411054,36065,311035
2,2410,ブリキ缶・その他のめっき板等製品製造業,8,130,97,130,97,-,40611,274275,361019,175284,958,-,-,184777,74534,80376,39457,2412,8,4965
3,2411,ブリキ缶・その他のめっき板等製品製造業,8,130,97,130,97,-,40611,274275,361019,175284,958,-,-,184777,74534,80376,39457,2412,8,4965
2,2420,洋食器・刃物・手道具・金物類製造業,134,1539,1057,1534,1052,5,575111,1213860,2369041,2125659,189745,18480,671,34486,1045769,1071944,715119,11659,6312,31693
3,2422,機械刃物製造業,44,382,296,380,294,2,152778,101486,366217,280273,60910,13873,-,11161,239084,245230,43921,1885,2025,4589
3,2423,利器工匠具・手道具製造業（やすり、のこぎり、食卓用刃物を除く）,5,37,26,36,25,1,9612,12725,32301,31699,-,14,-,588,18126,18126,-,-,-,-
3,2424,作業工具製造業,5,78,47,78,47,-,32389,67445,118601,103464,9500,4593,-,1044,49690,48243,2640,173,-,518
3,2426,農業用器具製造業（農業用機械を除く）,3,43,32,43,32,-,17550,43000,73272,20086,53186,-,-,-,28029,28029,-,-,-,-
3,2429,その他の金物類製造業,77,999,656,997,654,2,362782,989204,1778650,1690137,66149,-,671,21693,710840,732316,668558,9601,4287,26586
2,2430,暖房・調理等装置、配管工事用附属品製造業,44,627,459,626,458,1,254396,644501,1236764,1108025,76144,2342,-,50253,550359,551874,142482,15798,675,13233
3,2431,配管工事用附属品製造業（バルブ、コックを除く）,28,448,339,447,338,1,188937,533265,1003468,888122,73371,-,-,41975,436813,438634,128496,15798,675,13233
3,2432,ガス機器・石油機器製造業,14,164,110,164,110,-,x,x,x,x,x,x,-,x,x,x,x,-,-,-
3,2433,温風・温水暖房装置製造業,1,9,6,9,6,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2439,その他の暖房・調理装置製造業（電気機械器具、ガス機器、石油機器を除く）,1,6,4,6,4,-,x,x,x,x,-,x,-,-,x,x,-,-,-,-
2,2440,建設用・建築用金属製品製造業（製缶板金業を含む),390,3854,3017,3847,3011,19,1603951,3240279,6549970,5403476,938730,31264,2744,173756,3049426,3067022,329444,4656,368,7475
3,2441,鉄骨製造業,36,311,251,311,251,1,132389,350942,666420,630585,25275,-,-,10560,292516,292516,-,-,-,-
3,2442,建設用金属製品製造業（鉄骨を除く）,80,760,600,758,598,4,308154,735517,1312317,1114881,148574,15406,2110,31346,519792,534535,109965,2524,-,1796
3,2443,金属製サッシ・ドア製造業,32,323,230,323,230,-,123044,245961,521838,422805,48618,44,-,50371,255938,255938,-,-,-,-
3,2445,建築用金属製品製造業（サッシ、ドア、建築用金物を除く）,81,944,721,946,723,4,399991,894212,1780913,1527417,200197,448,347,52504,819863,821262,195604,747,-,4977
3,2446,製缶板金業,161,1516,1215,1509,1209,10,640373,1013647,2268482,1707788,516066,15366,287,28975,1161317,1162771,23875,1385,368,702
2,2450,金属素形材製品製造業,230,2766,1932,2758,1926,16,997252,2113221,3973956,3494900,426465,-,1357,51234,1670959,1726165,471425,48505,679,52249
3,2451,アルミニウム・同合金プレス製品製造業,40,517,355,514,354,9,187331,605016,899639,824692,72384,-,801,1762,267550,272912,88057,188,238,4399
3,2452,金属プレス製品製造業（アルミニウム・同合金を除く）,186,2194,1536,2189,1531,7,791917,1483390,3012322,2616529,346699,-,556,48538,1369731,1418825,369069,48278,441,47058
3,2453,粉末や金製品製造業,4,55,41,55,41,-,18004,24815,61995,53679,7382,-,-,934,33678,34428,14299,39,-,792
2,2460,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,414,6195,4514,6207,4527,7,2539583,2373906,7517957,1387298,6054558,477,-,75624,4629737,4782352,2035425,274968,25241,173142
3,2461,金属製品塗装業,94,955,713,954,713,2,376476,200970,863209,20736,841682,-,-,791,607033,613480,119017,3686,-,6165
3,2462,溶融めっき業（表面処理鋼材製造業を除く）,5,119,99,119,99,-,52079,50456,143668,2150,141518,-,-,-,85235,86431,19792,1988,45,1196
3,2463,金属彫刻業,19,146,113,146,113,1,56132,49935,146927,54340,69339,220,-,23028,89807,89807,-,-,-,-
3,2464,電気めっき業（表面処理鋼材製造業を除く）,173,3090,2198,3091,2199,3,1196715,1022338,3615599,5523,3601758,-,-,8318,2306511,2411334,1079789,173143,959,96279
3,2465,金属熱処理業,25,392,320,397,325,-,180122,210445,602211,205318,395519,-,-,1374,353625,364282,116134,21612,464,10543
3,2469,その他の金属表面処理業,98,1493,1071,1500,1078,1,678059,839762,2146343,1099231,1004742,257,-,42113,1187526,1217018,700693,74539,23773,58959
2,2470,金属線製品製造業（ねじ類を除く),30,267,184,264,182,3,96826,261236,454322,366425,75319,-,-,12578,178804,178804,-,-,-,-
3,2479,その他の金属線製品製造業,30,267,184,264,182,3,96826,261236,454322,366425,75319,-,-,12578,178804,178804,-,-,-,-
2,2480,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,113,1340,1014,1335,1010,5,538227,1169273,2405719,2058658,216317,-,173,130571,1163469,1156340,203889,23104,377,9355
3,2481,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,113,1340,1014,1335,1010,5,538227,1169273,2405719,2058658,216317,-,173,130571,1163469,1156340,203889,23104,377,9355
2,2490,その他の金属製品製造業,128,1488,1064,1490,1066,3,637423,904239,2075213,1826292,208912,290,-,39719,1066528,1087077,208207,29952,2405,18923
3,2491,金庫製造業,1,9,7,9,7,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2492,金属製スプリング製造業,57,588,421,590,423,2,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2499,他に分類されない金属製品製造業,70,891,636,891,636,1,395707,635924,1415732,1199637,184036,290,-,31769,701892,724657,137983,27554,2295,13106
