地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
2,13111,大田区,1,24,金属製品製造業,21,1448,1119,-,-,1199,975,210,129,50,25,4,4,686155,969345,570123,17761,35082,336213,2522523,1607125,907641,-,-,7757,1393354,1449162
2,13111,大田区,1,25,はん用機械器具製造業,8,468,411,-,-,384,347,83,66,3,-,-,-,255302,853160,351626,6009,6977,485222,1370959,771562,34957,562556,569,1315,441471,485682
2,13111,大田区,1,26,生産用機械器具製造業,22,1338,1112,-,-,1196,1036,108,48,37,31,-,-,731246,1299404,754915,3656,20302,431146,2714363,2323901,111781,141633,-,137048,1085428,1343825
2,13111,大田区,1,27,業務用機械器具製造業,7,363,298,-,-,316,278,46,19,1,1,-,-,172277,447380,390660,307,3700,30123,788857,721164,-,x,-,x,266395,317682
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,3,237,168,-,-,178,122,15,9,44,37,1,1,96440,337109,221699,3,1500,113907,558476,550550,7926,-,-,-,195665,204500
2,13111,大田区,1,29,電気機械器具製造業,13,775,645,-,-,731,628,59,30,12,9,-,-,400500,735145,500381,4919,14533,199494,1426257,1322941,19507,-,-,83809,688050,653177
2,13111,大田区,1,30,情報通信機械器具製造業,1,89,85,-,-,70,66,13,13,6,6,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,31,輸送用機械器具製造業,1,47,28,-,-,21,21,26,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,32,その他の製造業,1,34,27,-,-,23,20,5,3,6,4,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13112,世田谷区,0,00,総数,13,583,421,-,-,425,336,119,48,39,37,-,-,291117,488371,319956,4277,14712,103128,1285341,1251769,17534,-,-,16038,710639,741676
2,13112,世田谷区,1,09,食料品製造業,2,67,42,-,-,37,31,30,11,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13112,世田谷区,1,15,印刷・同関連業,3,166,99,-,-,110,63,22,2,34,34,-,-,76782,98850,56200,598,8992,17845,340871,340686,-,-,-,185,220985,223918
2,13112,世田谷区,1,21,窯業・土石製品製造業,1,33,30,-,-,33,30,-,-,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13112,世田谷区,1,27,業務用機械器具製造業,2,108,90,-,-,83,74,22,13,3,3,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,48,39,-,-,41,39,6,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13112,世田谷区,1,29,電気機械器具製造業,3,108,81,-,-,78,66,29,15,1,-,-,-,55459,75872,37756,130,2020,22994,173142,173142,-,-,-,-,86823,90668
2,13112,世田谷区,1,32,その他の製造業,1,53,40,-,-,43,33,10,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13113,渋谷区,0,00,総数,5,480,357,-,-,461,351,14,5,7,2,-,-,247271,467962,171670,571,8103,222232,927067,672678,143148,-,-,111241,370397,426898
2,13113,渋谷区,1,15,印刷・同関連業,4,397,296,-,-,384,292,8,3,7,2,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13113,渋谷区,1,27,業務用機械器具製造業,1,83,61,-,-,77,59,6,2,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13114,中野区,0,00,総数,4,209,130,-,-,185,117,19,10,6,4,1,-,100172,147470,105747,620,1379,31603,345064,278185,21780,-,-,45099,179881,187576
2,13114,中野区,1,09,食料品製造業,1,44,36,-,-,30,26,14,10,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13114,中野区,1,11,繊維工業,1,51,5,-,-,46,5,5,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13114,中野区,1,26,生産用機械器具製造業,1,45,37,-,-,45,37,-,-,-,-,1,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13114,中野区,1,27,業務用機械器具製造業,1,69,52,-,-,64,49,-,-,6,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13115,杉並区,0,00,総数,4,634,506,-,-,588,505,59,31,37,10,-,-,218863,106214,52366,3396,2617,985,275155,216385,9023,-,-,49747,113323,160382
2,13115,杉並区,1,11,繊維工業,2,65,24,-,-,45,21,20,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13115,杉並区,1,29,電気機械器具製造業,2,569,482,-,-,543,484,39,28,37,10,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13116,豊島区,0,00,総数,13,1080,684,-,-,878,610,174,71,29,4,-,-,511723,894392,474196,1519,8642,321386,2108467,1844810,11984,-,-,251673,1096737,1128605
2,13116,豊島区,1,13,家具・装備品製造業,1,63,44,-,-,57,44,6,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13116,豊島区,1,15,印刷・同関連業,7,787,487,-,-,624,426,135,58,29,4,-,-,386592,677367,310141,36,3351,287481,1429447,1189270,-,-,-,240177,677966,698623
2,13116,豊島区,1,25,はん用機械器具製造業,1,42,34,-,-,38,32,4,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13116,豊島区,1,28,電子部品・デバイス・電子回路製造業,1,54,28,-,-,51,28,3,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13116,豊島区,1,29,電気機械器具製造業,1,48,44,-,-,39,36,9,8,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13116,豊島区,1,32,その他の製造業,2,86,47,-,-,69,44,17,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13117,北区,0,00,総数,41,6018,4321,-,-,4457,3620,782,340,812,383,5,4,3529615,6926204,3620837,45747,140980,2502750,14322059,12053369,1823664,x,x,401260,6249293,6911019
2,13117,北区,1,09,食料品製造業,1,45,21,-,-,2,2,43,19,-,-,-,-,x,x,x,x,x,-,x,x,-,-,x,-,x,x
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,2,123,97,-,-,98,83,26,15,1,1,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13117,北区,1,15,印刷・同関連業,17,3463,2489,-,-,2732,2209,323,178,408,102,3,3,2227161,2288278,812944,18037,96689,1118111,7130062,5335881,1793446,-,-,735,3987744,4506911
2,13117,北区,1,16,化学工業,4,800,533,-,-,430,296,62,34,329,214,2,1,547282,780485,716475,11584,22150,10103,1244073,1224132,-,-,-,19941,360686,450486
2,13117,北区,1,24,金属製品製造業,1,61,54,-,-,44,38,15,14,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,25,はん用機械器具製造業,2,75,69,-,-,69,65,5,4,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,26,生産用機械器具製造業,2,104,68,-,-,78,63,23,4,3,1,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,27,業務用機械器具製造業,4,688,531,-,-,526,468,114,17,48,46,-,-,293876,1872481,1332227,382,4517,222414,2727879,2352989,-,28538,-,346352,804714,797711
2,13117,北区,1,29,電気機械器具製造業,1,53,42,-,-,41,34,12,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13117,北区,1,31,輸送用機械器具製造業,2,148,123,-,-,106,93,22,13,20,17,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13117,北区,1,32,その他の製造業,5,458,294,-,-,331,269,137,34,-,-,-,-,201874,1086006,275309,213,4353,797099,1487865,1447994,30218,-,-,9653,361706,373290
2,13118,荒川区,0,00,総数,30,1693,1189,-,-,1227,995,455,198,30,12,4,1,774340,2399365,1104012,9152,34312,517508,3884032,2992539,152740,34551,-,704202,1271152,1393508
2,13118,荒川区,1,09,食料品製造業,2,302,163,-,-,115,92,182,71,13,8,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,2,68,59,-,-,61,57,7,2,-,-,2,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13118,荒川区,1,15,印刷・同関連業,12,634,485,-,-,518,414,114,71,7,4,1,-,277459,661226,203842,2133,19558,383884,1371446,1248695,121896,-,-,855,610131,668751
2,13118,荒川区,1,16,化学工業,1,53,13,-,-,26,17,33,-,-,-,-,-,x,x,x,-,x,-,x,x,x,-,-,x,x,x
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,1,35,5,-,-,11,5,20,-,4,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,2,89,63,-,-,52,41,37,22,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,24,金属製品製造業,1,49,37,-,-,49,37,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13118,荒川区,1,25,はん用機械器具製造業,2,108,99,-,-,101,96,7,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,27,業務用機械器具製造業,2,75,47,-,-,53,45,22,2,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,1,39,32,-,-,32,26,7,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13118,荒川区,1,29,電気機械器具製造業,2,153,128,-,-,127,112,21,16,5,-,1,1,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13118,荒川区,1,32,その他の製造業,2,88,58,-,-,82,53,5,5,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,0,00,総数,104,9172,7028,-,-,7268,6114,1425,597,666,473,77,47,4895426,16013672,11751400,238525,320358,2855834,26318176,22302543,3330316,161668,22375,501274,9329055,9703836
2,13119,板橋区,1,09,食料品製造業,13,919,461,-,-,340,261,539,169,40,31,2,-,264092,1112681,906085,22243,35732,43395,1958840,1619683,297829,-,-,41328,728567,792683
2,13119,板橋区,1,11,繊維工業,1,103,50,-,-,80,46,23,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,3,161,112,-,-,136,103,22,9,3,-,-,-,71626,154801,113206,141,3731,35862,342087,342087,-,-,-,-,160243,173412
2,13119,板橋区,1,15,印刷・同関連業,41,3594,2806,-,-,3041,2522,426,207,167,102,17,13,2021366,3053396,1233022,21839,117586,1466452,6561629,4503957,1938881,-,22375,96416,3072328,3260614
2,13119,板橋区,1,16,化学工業,4,587,439,-,-,306,252,72,50,228,155,1,1,285426,1142918,1046835,4365,11290,52006,1624432,1612020,-,-,-,12412,404651,454989
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,57,51,-,-,54,49,1,-,2,2,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,3,130,84,-,-,110,79,20,5,-,-,-,-,91320,115289,89864,1201,2721,21503,355514,221712,-,-,-,133802,215486,222801
2,13119,板橋区,1,21,窯業・土石製品製造業,2,300,242,-,-,278,226,21,15,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13119,板橋区,1,22,鉄鋼業,5,821,780,-,-,751,716,46,43,24,21,-,-,x,x,2765104,103730,x,288510,x,x,x,-,-,x,x,x
2,13119,板橋区,1,23,非鉄金属製造業,1,33,28,-,-,29,26,1,-,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,24,金属製品製造業,3,190,144,-,-,171,131,12,6,7,7,-,-,79177,125076,98508,1220,5581,19767,278486,190997,87489,-,-,-,131343,142386
2,13119,板橋区,1,25,はん用機械器具製造業,3,130,97,-,-,98,79,32,18,-,-,1,1,71123,179538,137002,35,1190,18830,405376,244233,1902,131333,-,27908,220705,214343
2,13119,板橋区,1,26,生産用機械器具製造業,3,168,147,-,-,163,142,4,4,3,3,-,-,84678,268704,199065,49,2962,32302,556746,508403,-,-,-,48343,273297,268294
2,13119,板橋区,1,27,業務用機械器具製造業,9,1253,1009,-,-,1086,943,115,37,173,137,56,32,890339,4260904,3838379,1395,6474,365678,5875186,5842445,-,28801,-,3940,1822044,1499331
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,1,36,29,-,-,36,29,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13119,板橋区,1,29,電気機械器具製造業,2,142,106,-,-,123,104,19,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13119,板橋区,1,31,輸送用機械器具製造業,4,233,227,-,-,208,203,14,13,11,11,-,-,83286,375954,181222,2807,7253,182227,701784,310000,391784,-,-,-,290897,307920
2,13119,板橋区,1,32,その他の製造業,5,315,216,-,-,258,203,58,15,4,1,-,-,162561,518534,353686,2036,2785,65109,772369,681707,6128,1534,-,83000,236783,243592
2,13120,練馬区,0,00,総数,23,1460,940,-,-,994,786,453,150,35,21,16,15,620167,2237761,1642470,14435,38870,89838,3742493,3449682,27980,9356,-,255475,1351112,1422627
2,13120,練馬区,1,09,食料品製造業,11,663,337,-,-,278,210,377,121,8,6,-,-,175774,740665,411471,5284,16377,7392,1300048,1276691,26,-,-,23331,504327,518550
2,13120,練馬区,1,13,家具・装備品製造業,2,71,44,-,-,55,39,16,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,1,67,56,-,-,67,56,-,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,15,印刷・同関連業,3,137,104,-,-,124,98,9,4,4,2,16,15,71410,157331,50149,90,2323,62416,229127,143883,27954,-,-,57290,61590,67068
2,13120,練馬区,1,16,化学工業,1,68,49,-,-,58,46,7,3,4,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13120,練馬区,1,23,非鉄金属製造業,1,168,127,-,-,154,120,14,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,27,業務用機械器具製造業,1,52,44,-,-,50,42,-,-,2,2,-,-,x,x,x,-,x,x,x,x,-,x,-,x,x,x
2,13120,練馬区,1,29,電気機械器具製造業,2,68,45,-,-,44,35,24,10,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13120,練馬区,1,30,情報通信機械器具製造業,1,166,134,-,-,164,140,6,-,17,10,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,0,00,総数,69,5428,3168,-,-,3055,2434,1974,569,399,165,7,1,2040843,8927788,4822671,76447,244120,678116,15243571,10880568,440299,4924,27,3917753,5306051,5914697
2,13121,足立区,1,09,食料品製造業,9,1810,683,-,-,419,272,1155,339,236,72,7,1,346681,1957760,873353,12991,23928,13176,3722805,2107187,104,-,-,1615514,1586092,1636197
2,13121,足立区,1,11,繊維工業,1,74,15,-,-,27,15,47,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,x,-,x,x
2,13121,足立区,1,13,家具・装備品製造業,3,156,133,-,-,138,117,18,16,-,-,-,-,75239,334681,243818,943,2451,77811,532784,522952,-,-,-,9832,172341,183421
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,5,340,260,-,-,273,231,67,29,-,-,-,-,171555,569313,523953,11931,13880,-,1028560,1028560,-,-,-,-,399355,426689
2,13121,足立区,1,15,印刷・同関連業,1,40,5,-,-,13,5,27,-,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
2,13121,足立区,1,16,化学工業,6,820,551,-,-,583,474,176,61,61,16,-,-,461847,2940775,1409986,2589,21865,148925,4414284,2878520,101542,-,-,1434222,1150569,1390039
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,3,124,51,-,-,49,35,75,16,-,-,-,-,37246,95095,76660,-,4920,9320,166390,160578,-,-,-,5812,63047,67268
2,13121,足立区,1,19,ゴム製品製造業,3,139,106,-,-,126,106,13,-,-,-,-,-,46794,95714,77200,845,1561,14012,210906,210906,-,-,-,-,95566,107114
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,4,193,139,-,-,160,123,33,16,-,-,-,-,87503,531586,220711,300,1292,49817,771723,422480,-,210,-,349033,223525,229292
2,13121,足立区,1,21,窯業・土石製品製造業,3,208,163,-,-,194,162,12,1,2,-,-,-,112685,230591,128510,3017,5632,8758,372975,289348,-,-,-,83627,114799,133469
2,13121,足立区,1,22,鉄鋼業,1,144,133,-,-,133,124,10,8,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13121,足立区,1,23,非鉄金属製造業,2,74,63,-,-,29,21,6,3,39,39,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,24,金属製品製造業,5,215,161,-,-,192,157,23,4,-,-,-,-,109041,174620,77021,9566,10526,64493,357583,147528,203844,-,-,6211,160120,171023
2,13121,足立区,1,25,はん用機械器具製造業,2,96,72,-,-,77,58,6,1,13,13,-,-,x,x,x,-,x,x,x,x,-,-,x,x,x,x
2,13121,足立区,1,26,生産用機械器具製造業,5,229,202,-,-,190,172,34,30,5,-,-,-,98641,230980,116111,590,3470,102569,406322,380716,18457,-,-,7149,155466,162564
2,13121,足立区,1,27,業務用機械器具製造業,5,221,110,-,-,131,102,82,4,8,4,-,-,85180,177378,35725,47,1391,50164,431912,409519,-,4714,-,17679,219152,242382
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,130,42,-,-,38,33,73,4,19,5,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,29,電気機械器具製造業,2,81,57,-,-,63,47,18,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13121,足立区,1,30,情報通信機械器具製造業,1,38,9,-,-,11,8,27,1,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13121,足立区,1,31,輸送用機械器具製造業,2,78,68,-,-,50,45,13,8,15,15,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13121,足立区,1,32,その他の製造業,5,218,145,-,-,159,127,59,18,-,-,-,-,112177,252493,63793,760,835,14519,580256,x,x,-,-,386649,283218,304212
2,13122,葛飾区,0,00,総数,49,2724,1734,-,-,1934,1538,746,184,51,19,5,1,1161541,5912524,3211743,52769,83206,859325,8332478,5935260,439033,-,4207,1953978,2036406,2284145
2,13122,葛飾区,1,09,食料品製造業,2,221,189,-,-,190,169,30,20,1,-,-,-,x,x,x,x,x,-,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,11,繊維工業,2,80,37,-,-,74,35,6,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,4,325,234,-,-,251,204,53,21,22,10,-,-,193052,1916918,807037,3152,10671,118669,2147658,870678,14500,-,-,1262480,197672,236538
2,13122,葛飾区,1,15,印刷・同関連業,4,149,98,-,-,126,92,23,6,-,-,-,-,63805,270199,201700,320,2965,64906,468249,438849,29400,-,-,-,133764,183532
2,13122,葛飾区,1,16,化学工業,2,77,38,-,-,51,38,26,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,5,220,125,-,-,120,98,99,26,1,1,-,-,62639,252691,201262,418,4181,7997,476431,423111,15000,-,-,38320,195050,207647
2,13122,葛飾区,1,19,ゴム製品製造業,3,166,99,-,-,99,83,67,16,-,-,-,-,72829,99647,44593,880,5807,3929,228809,174516,-,-,-,54293,114698,119722
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,5,248,128,-,-,141,105,107,23,-,-,-,-,83265,238222,173036,139,1817,63201,388722,388722,-,-,-,-,137194,139538
2,13122,葛飾区,1,24,金属製品製造業,10,592,378,-,-,425,342,147,34,26,8,1,-,194418,531343,99660,5995,10564,379275,905404,538247,358775,-,1051,7331,327590,347487
2,13122,葛飾区,1,25,はん用機械器具製造業,1,65,59,-,-,65,59,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,26,生産用機械器具製造業,2,61,48,-,-,57,48,4,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,x,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,2,95,84,-,-,91,82,4,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13122,葛飾区,1,28,電子部品・デバイス・電子回路製造業,1,40,11,-,-,10,9,30,2,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13122,葛飾区,1,29,電気機械器具製造業,3,220,115,-,-,127,93,92,22,1,-,4,1,92667,284520,192147,1543,7663,83167,485599,485599,-,-,-,-,187118,186480
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,96,48,-,-,52,46,44,2,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,32,その他の製造業,2,69,43,-,-,55,35,14,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,0,00,総数,42,2709,2023,-,-,2356,1928,332,93,78,56,9,8,1377908,6640540,4128046,163700,148072,707578,10102631,8048064,398868,26365,1314,1628020,3090874,3440703
2,13123,江戸川区,1,09,食料品製造業,4,477,329,-,-,452,345,50,9,-,-,-,-,306454,2273948,1728635,52504,18859,3213,3151055,2636177,49097,-,-,465781,766922,831855
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,4,332,254,-,-,276,240,56,17,17,12,-,-,175540,1453468,855898,92384,88748,84702,2121027,1761932,-,-,-,359095,514689,622360
2,13123,江戸川区,1,15,印刷・同関連業,5,304,169,-,-,206,141,84,21,14,7,-,-,109153,266579,65448,324,9763,185178,439767,340629,97824,-,1314,-,138084,161517
2,13123,江戸川区,1,16,化学工業,1,63,44,-,-,58,43,3,-,2,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,18,プラスチック製品製造業（別掲を除く）,1,31,15,-,-,17,15,14,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,19,ゴム製品製造業,1,47,41,-,-,43,39,4,2,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,2,72,51,-,-,57,45,14,5,1,1,1,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,1,49,42,-,-,47,41,2,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,22,鉄鋼業,1,41,37,-,-,36,35,5,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,23,非鉄金属製造業,1,44,39,-,-,43,39,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,24,金属製品製造業,6,258,218,-,-,222,192,26,20,10,6,8,8,110068,427409,107555,6020,6691,73052,814535,376139,190693,-,-,247703,359696,360285
2,13123,江戸川区,1,25,はん用機械器具製造業,2,76,65,-,-,75,65,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13123,江戸川区,1,26,生産用機械器具製造業,9,737,604,-,-,684,580,34,9,34,29,-,-,391854,1327435,740883,1675,13044,249703,2106403,1630629,44541,25123,-,406110,798205,924512
2,13123,江戸川区,1,27,業務用機械器具製造業,1,35,27,-,-,28,25,7,2,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13123,江戸川区,1,29,電気機械器具製造業,1,55,44,-,-,49,42,6,2,-,-,-,-,x,x,-,-,-,x,x,x,-,-,-,-,x,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,1,43,28,-,-,42,28,1,-,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,32,その他の製造業,1,45,16,-,-,21,13,24,3,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13200,市部,0,00,総数,508,83982,63535,-,-,59366,50804,18424,8229,7813,5984,714,445,47005611,217846836,172317938,803593,2256714,30220860,396350488,361437566,5708021,744106,783,28460012,158862874,167213579
1,13200,市部,1,09,食料品製造業,82,14516,7481,-,-,5255,3983,8585,3155,678,344,241,117,4937417,23106302,20402889,314956,396493,391356,39912614,38219598,x,-,-,x,14635801,15684023
1,13200,市部,1,10,飲料・たばこ・飼料製造業,6,679,542,-,-,457,395,90,36,134,113,2,2,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,11,繊維工業,5,425,112,-,-,255,103,168,9,2,-,-,-,105891,339983,203961,621,4346,130346,536568,428842,106899,x,-,x,184386,182499
1,13200,市部,1,13,家具・装備品製造業,6,1254,955,-,-,1015,856,117,44,209,118,-,-,760730,5049136,1336389,2361,7599,3579860,7016173,6589367,145817,x,x,138838,2508429,2237502
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,7,454,285,-,-,324,239,112,32,18,14,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13200,市部,1,15,印刷・同関連業,39,3759,2545,-,-,2386,1918,1013,359,360,268,53,29,1702034,3389961,1631934,17915,157083,1322113,8849932,7516512,1137894,x,x,195439,4897352,5075439
1,13200,市部,1,16,化学工業,21,1772,1023,-,-,1107,838,523,109,143,76,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,12,633,404,-,-,404,327,178,42,51,35,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13200,市部,1,19,ゴム製品製造業,1,197,193,-,-,172,169,15,15,10,9,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13200,市部,1,21,窯業・土石製品製造業,5,373,315,-,-,287,257,49,35,43,29,21,21,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,22,鉄鋼業,2,287,255,-,-,239,217,28,23,20,15,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
