固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
公建3326,0,墨田区子育て支援総合ｾﾝﾀｰ,京島1-35-9-103,,,建物,区一般会計,福祉,行政財産,償却対象,一括,売却不可資産,,,47,10,,326.41,平方メートル,326.41,平成18年度,2007/2/1,,,,"168,898,080","135,456,267","37,157,570",0,0,0,"3,715,757",0,0,"131,740,510",,,,,135_0
公建3327,0,高齢者福祉関係施設,文花1-32-1-101,,,建物,区一般会計,福祉,行政財産,償却対象,一括,売却不可資産,,,50,38,,934.36,平方メートル,934.36,昭和53年度,1979/1/1,,,,"231,306,570","60,139,723","175,792,978",0,0,0,"4,626,131",0,0,"55,513,592",,,,,100_0
公建3328,0,障害児ﾃﾞｲｻｰﾋﾞｽ施設,文花1-32-7,,,建物,区一般会計,福祉,行政財産,償却対象,一括,売却不可資産,,,50,41,,271.09,平方メートル,271.09,昭和50年度,1976/3/1,,,,"65,639,900","13,127,980","53,824,718",0,0,0,"1,312,798",0,0,"11,815,182",,,,,101_1
公建3329,0,障害者生活介護施設,文花1-32-7,,,建物,区一般会計,福祉,行政財産,償却対象,一括,売却不可資産,,,50,41,,395.86,平方メートル,395.86,昭和50年度,1976/3/1,,,,"95,851,520","19,170,320","78,598,230",0,0,0,"1,917,030",0,0,"17,253,290",,,,,102_2
公建3330,0,文花子育てひろば,墨田区文花1-20-3,,,建物,区一般会計,教育,行政財産,償却対象,一括,売却不可資産,事務所,鉄骨造,38,13,,445.51,平方メートル,445.51,平成15年度,2003/10/14,,,,"93,269,400","63,050,124","32,737,549",0,0,0,"2,518,273",0,0,"60,531,851",,,,,
公建3331,0,外出児童館学童クラブ分室,墨田区亀沢2-24-12,,,建物,区一般会計,教育,行政財産,償却対象,一括,売却不可資産,事務所,鉄骨造,38,3,,180.67,平方メートル,180.67,平成25年度,2014/2/10,,,,"43,012,512","40,689,838","3,484,011",0,0,0,"1,161,337",0,0,"39,528,501",,,,,
公建4101,0,両国公園便所,両国4-25-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,1,,16.62,平方メートル,16.62,平成27年度,2016/3/31,,,,"18,741,000","18,741,000","506,007",0,0,0,"506,007",0,0,"18,234,993",,,,,公有財産台帳
公建4102,0,中和公園便所･詰所,菊川1-18-25,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,28,,10.16,,,昭和63年度,1988/11/1,,,,"8,138,000","2,205,398","6,152,328",0,0,0,"219,726",0,0,"1,985,672",,,,,170_0
公建4104,0,菊川公園便所,立川4-12-21,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,33,,4.92,平方メートル,4.92,昭和58年度,1984/3/1,,,,"1,978,750",1,"1,978,749",0,0,0,0,0,0,1,,,,,171_0
公建4104,2,菊川公園便所,墨田区立川4-12-21,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,3,,8.3,平方メートル,8.3,平成25年度,2014/3/31,,,,"12,739,000","11,668,924","1,605,114",0,0,0,"535,038",0,0,"11,133,886",,,,,4331_0
公建4105,0,業平公園便所,業平2-3-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,12,,8.7,,,平成16年度,2005/1/1,,,,"4,429,800","2,383,239","2,232,612",0,0,0,"186,051",0,0,"2,197,188",,,,,172_0
公建4107,0,若宮公園便所,本所2-2-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,34,35,,9.78,,,昭和56年度,1982/3/1,,,,"3,386,700",1,"3,386,699",0,0,0,0,0,0,1,,,,,173_0
公建4108,0,横川公園便所,東駒形4-18-21,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,6,,9.36,,,平成22年度,2011/3/1,,,,"19,160,000","16,573,400","3,103,920",0,0,0,"517,320",0,0,"16,056,080",,,,,174_0
公建4114,0,原公園便所,京島3-44-11,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,31,,7.2,,,昭和60年度,1985/11/1,,,,"2,658,600",1,"2,658,599",0,0,0,0,0,0,1,,,,,175_0
公建4117,0,新平井橋公園便所,東墨田1-6-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,17,,24.41,,,平成11年度,2000/3/1,,,,"7,064,280","4,012,520","3,242,495",0,0,0,"190,735",0,0,"3,821,785",,,,,176_0
公建4118,0,錦糸公園便所(東),錦糸4-15-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,30,,24.48,,,昭和61年度,1987/3/1,,,,"11,877,100","2,577,351","9,620,430",0,0,0,"320,681",0,0,"2,256,670",,,,,177_0
公建4120,0,旧安田庭園両国公会堂,横網1-12-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,47,91,,0,平方メートル,0,大正14年度,1926/1/1,平成28年度,2016/4/1,,0,1,0,0,0,0,0,0,1,0,,,,,179_0
公建4120,2,旧安田庭園詰所,横網1-12-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,47,46,,30.9,平方メートル,30.9,昭和45年度,1971/3/1,,,,"4,264,240","42,655","4,264,239",0,0,0,"42,654",0,0,1,,,,,180_0
公建4120,3,旧安田庭園便所,横網1-12-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,46,,25.76,平方メートル,25.76,昭和45年度,1970/12/1,,,,"4,285,420",1,"4,285,419",0,0,0,0,0,0,1,,,,,181_0
公建4120,4,旧安田庭園心字亭,横網1-12-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,17,32,,29.8,平方メートル,29.8,昭和59年度,1985/1/1,,,,"17,877,860",1,"17,877,859",0,0,0,0,0,0,1,,,,,182_0
公建4120,5,旧安田庭園四阿,横網1-12-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,17,32,,9,平方メートル,9,昭和59年度,1985/1/1,,,,"7,150,000",1,"7,149,999",0,0,0,0,0,0,1,,,,,183_0
公建4123,0,あずま百樹園便所,文花1-19-4,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,25,,12.8,,,平成3年度,1992/1/1,,,,"14,600,250",1,"14,600,249",0,0,0,0,0,0,1,,,,,184_0
公建4124,0,銅像堀公園便所･詰所,向島5-9-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,47,44,,75.8,平方メートル,75.8,昭和47年度,1973/3/1,,,,"17,763,270","959,257","17,194,804",0,0,0,"390,791",0,0,"568,466",,,,,185_0
公建4124,2,銅像堀公園便所,向島5-9-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,44,,0.95,平方メートル,0.95,昭和47年度,1973/3/1,,,,"576,270",1,"576,269",0,0,0,0,0,0,1,,,,,186_0
公建4125,0,堤通公園管理事務所,堤通1-8-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,41,43,,0,平方メートル,0,昭和48年度,1974/3/1,平成28年度,2017/3/1,,0,1,0,0,0,0,0,0,1,0,,,,,187_0
公建4125,2,堤通公園管理事務所便所,堤通1-8-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,34,43,,0,平方メートル,0,昭和48年度,1974/3/1,平成28年度,2017/3/1,,0,1,0,0,0,0,0,0,1,0,,,,,188_0
公建4125,3,堤通公園管理事務所便所,堤通1-8-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,34,43,,0,平方メートル,0,昭和48年度,1974/3/1,平成28年度,2017/3/1,,0,1,0,0,0,0,0,0,1,0,,,,,189_0
公建4125,4,堤通公園管理事務所,堤通1-8-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,事務所,鉄筋ｺﾝｸﾘｰﾄ,50,0,,0,平方メートル,156.6,平成28年度,2017/3/1,,,伝票番号：0027005,"65,778,480",0,0,0,0,"65,778,480",0,0,0,"65,778,480",,,,,
公建4126,0,日進公園詰所･便所,亀沢3-24-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,47,21,,32.3,,,平成7年度,1995/9/1,,,,"1,462,480","819,000","675,654",0,0,0,"32,174",0,0,"786,826",,,,,190_0
公建4128,0,東向島北公園詰所,東向島4-12-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,34,43,,11.81,平方メートル,11.81,昭和48年度,1974/3/1,,,,"821,860",1,"821,859",0,0,0,0,0,0,1,,,,,191_0
公建4128,2,東向島北公園便所,東向島4-12-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,9,,9.75,平方メートル,9.75,平成19年度,2008/1/1,,,,"8,119,000","6,365,296","1,972,917",0,0,0,"219,213",0,0,"6,146,083",,,,,192_0
公建4130,0,長寿庭園便所,東向島4-8-20,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,42,,13,,,昭和49年度,1974/4/1,,,,"2,803,300",1,"2,803,299",0,0,0,0,0,0,1,,,,,193_0
公建4133,0,隅田公園便所(日本庭園南),"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,37,,12.27,平方メートル,12.27,昭和54年度,1979/4/1,,,,"3,836,160","107,424","3,832,312",0,0,0,"103,576",0,0,"3,848",,,,,194_0
公建4133,2,隅田公園便所(日本庭園北),"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,37,,12.27,平方メートル,12.27,昭和54年度,1979/4/1,,,,"4,278,420","119,808","4,274,129",0,0,0,"115,517",0,0,"4,291",,,,,195_0
公建4133,3,隅田公園便所(小梅小裏),"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,25,,29,平方メートル,29,平成3年度,1992/3/1,,,,"17,220,760","6,061,720","11,624,000",0,0,0,"464,960",0,0,"5,596,760",,,,,196_0
公建4133,4,隅田公園便所,"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,39,,15.21,平方メートル,15.21,昭和52年度,1978/2/1,,,,"7,463,610",1,"7,463,609",0,0,0,0,0,0,1,,,,,197_0
公建4133,5,隅田公園機械室,"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,39,,9.62,平方メートル,9.62,昭和52年度,1978/2/1,,,,"5,428,080",1,"5,428,079",0,0,0,0,0,0,1,,,,,198_0
公建4133,6,隅田公園売店1号,"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,39,,4.84,平方メートル,4.84,昭和52年度,1978/2/1,,,,"1,606,500",1,"1,606,499",0,0,0,0,0,0,1,,,,,199_0
公建4133,7,隅田公園売店2号,"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,39,,4.84,平方メートル,4.84,昭和52年度,1978/2/1,,,,"1,683,990",1,"1,683,989",0,0,0,0,0,0,1,,,,,200_0
公建4133,8,隅田公園魚釣り場管理事務所,"向島1,2,5丁目先",,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,50,39,,50,平方メートル,50,昭和52年度,1978/2/1,,,,"13,008,870","3,122,144","10,146,903",0,0,0,"260,177",0,0,"2,861,967",,,,,201_0
公建4133,9,桜橋ﾃﾞｯｷｽｸｴｱ,向島2-8先,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,24,,20.67,平方メートル,20.67,平成4年度,1993/3/1,,,,"21,900,886","9,669,802","14,191,761",0,0,0,"591,323",0,"1,369,354","7,709,125",,,,,202_0
公建4133,10,隅田公園内駐車場公衆便所,向島5-6,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,4,,15.3,平方メートル,15.3,平成24年度,2013/3/31,,,,"17,726,000","16,290,194","1,914,408",0,0,0,"478,602",0,0,"15,811,592",,,,,4273_0
公建4135,0,京島南公園便所,京島2-20-17,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,12,,8.16,,,平成16年度,2005/3/1,,,,"8,167,310","4,394,013","4,116,324",0,0,0,"343,027",0,0,"4,050,986",,,,,203_0
公建4136,0,ふじのき公園便所,東向島2-7-5,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,8.64,,,昭和56年度,1981/12/1,,,,"4,997,200",1,"4,997,199",0,0,0,0,0,0,1,,,,,204_0
公建4137,0,さつき公園便所,東向島6-19-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.92,,,昭和59年度,1985/1/1,,,,"2,087,500",1,"2,087,499",0,0,0,0,0,0,1,,,,,205_0
公建4138,0,ひいらぎ公園便所,八広1-16-11,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,47,,9.45,,,昭和44年度,1970/3/1,,,,"1,891,080",1,"1,891,079",0,0,0,0,0,0,1,,,,,206_0
公建4139,0,つばき公園便所,墨田5-33-9,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.92,,,昭和59年度,1985/1/1,,,,"2,087,500",1,"2,087,499",0,0,0,0,0,0,1,,,,,207_0
公建4140,0,舟原公園便所,八広2-43-16,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,14,,7.68,,,平成14年度,2003/3/1,,,,"8,570,520","3,891,027","5,039,454",0,0,0,"359,961",0,0,"3,531,066",,,,,208_0
公建4141,0,福寿公園便所,立花3-24-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,41,,8.4,,,昭和50年度,1976/1/1,,,,"15,696,440",1,"15,696,439",0,0,0,0,0,0,1,,,,,209_0
公建4142,0,京島西公園便所,京島1-22-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,8,,8.94,,,平成20年度,2009/1/1,,,,"8,003,000","6,490,433","1,728,648",0,0,0,"216,081",0,0,"6,274,352",,,,,210_0
公建4143,0,東向島ふじ公園便所,東向島2-46-7,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,10,,8.16,,,平成18年度,2007/1/1,,,,"7,552,480","5,717,236","2,039,160",0,0,0,"203,916",0,0,"5,513,320",,,,,211_0
公建4144,0,曳舟さくら公園便所,京島1-40-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,39,,6.96,,,昭和52年度,1978/3/1,,,,"2,363,500",1,"2,363,499",0,0,0,0,0,0,1,,,,,212_0
公建4145,0,文花宮前橋公園便所,文花1-32-11,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,40,,5.76,平方メートル,5.76,昭和51年度,1977/3/1,,,,"2,282,000",1,"2,281,999",0,0,0,0,0,0,1,,,,,213_0
公建4145,2,文花宮前橋公衆便所,墨田区文花1-32-11,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,2,,9.22,平方メートル,9.22,平成26年度,2015/3/1,,,,"19,447,000","18,630,226","1,633,548",0,0,0,"816,774",0,0,"17,813,452",,,,,4464_0
公建4145,3,文花宮前橋公園便所,墨田区文花1-32-11,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,2,,9.22,平方メートル,9.22,平成26年度,2015/3/1,,,,"19,447,000","18,630,226","1,633,548",0,0,0,"816,774",0,0,"17,813,452",,,,,213_1
公建4146,0,立花南公園便所,立花1-27-5,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,40,,5.76,,,昭和51年度,1977/3/1,,,,"2,119,000",1,"2,118,999",0,0,0,0,0,0,1,,,,,214_0
公建4147,0,横川東公園便所,横川5-2-8,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,9,,9.85,,,平成19年度,2008/1/1,,,,"6,633,000","5,200,272","1,611,819",0,0,0,"179,091",0,0,"5,021,181",,,,,215_0
公建4148,0,八広中央公園便所,八広3-13-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,37,,6.96,,,昭和54年度,1979/4/1,,,,"9,656,000",1,"9,655,999",0,0,0,0,0,0,1,,,,,216_0
公建4149,0,千歳公園便所,千歳2-2-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,8,,9.98,,,平成20年度,2009/1/1,,,,"11,510,000","8,126,060","3,867,360",0,0,0,"483,420",0,0,"7,642,640",,,,,217_0
公建4150,0,たちばな仲よし公園便所,立花5-19-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,37,,6.96,,,昭和54年度,1979/12/1,,,,"2,159,820",1,"2,159,819",0,0,0,0,0,0,1,,,,,218_0
公建4151,0,東あずま公園便所,立花2-32-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,25,,22.32,平方メートル,22.32,平成3年度,1992/3/1,,,,"20,278,650",1,"20,278,649",0,0,0,0,0,0,1,,,,,219_0
公建4151,2,東あずま公園休憩所,立花2-32-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,36,,42.25,平方メートル,42.25,昭和55年度,1980/4/1,,,,"8,255,000",1,"8,254,999",0,0,0,0,0,0,1,,,,,220_0
公建4152,0,平井橋第一公園便所,立花6-8-55,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,36,,5.76,,,昭和55年度,1980/4/1,,,,"2,057,400",1,"2,057,399",0,0,0,0,0,0,1,,,,,221_0
公建4153,0,平井橋第二公園便所,立花6-8-44,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,36,,5.76,,,昭和55年度,1980/4/1,,,,"2,057,400",1,"2,057,399",0,0,0,0,0,0,1,,,,,222_0
公建4154,0,八広公園便所,八広5-10-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,9.6,平方メートル,9.6,昭和56年度,1981/4/1,,,,"2,896,640",1,"2,896,639",0,0,0,0,0,0,1,,,,,223_0
公建4154,2,八広公園便所,墨田区八広5-10-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,3,,5.47,平方メートル,5.47,平成25年度,2014/3/31,,,,"21,972,000","20,126,352","2,768,472",0,0,0,"922,824",0,0,"19,203,528",,,,,4332_0
公建4155,0,梅若公園内公衆便所,堤通2-6-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,23,平方メートル,23,昭和56年度,1982/1/1,,,,"3,808,040",1,"3,808,039",0,0,0,0,0,0,1,,,,,279_0
公建4156,0,東墨田東公園便所,東墨田3-19-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.92,,,昭和59年度,1985/2/1,,,,"2,061,250",1,"2,061,249",0,0,0,0,0,0,1,,,,,224_0
公建4157,0,八広六西児童遊園便所,八広6-13-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,31,,4.92,,,昭和60年度,1985/12/1,,,,"2,305,800",1,"2,305,799",0,0,0,0,0,0,1,,,,,243_0
公建4159,0,みわさと公園便所,八広1-38-13,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,31,,4.92,,,昭和60年度,1985/12/1,,,,"2,309,580",1,"2,309,579",0,0,0,0,0,0,1,,,,,225_0
公建4161,0,隅田東第二児童遊園便所,墨田4-34-20,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,30,,4.92,,,昭和61年度,1986/11/1,,,,"1,731,820",1,"1,731,819",0,0,0,0,0,0,1,,,,,244_0
公建4162,0,長浦児童遊園便所,八広1-8-18,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,30,,5.33,,,昭和61年度,1987/1/1,,,,"4,414,700",1,"4,414,699",0,0,0,0,0,0,1,,,,,245_0
公建4163,0,八広あずま公園便所,八広4-19-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,29,,5.33,,,昭和62年度,1988/3/1,,,,"1,713,120",1,"1,713,119",0,0,0,0,0,0,1,,,,,226_0
公建4164,0,八広一丁目児童遊園便所,八広1-19-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,30,,1.96,,,昭和61年度,1987/1/1,,,,"1,413,490",1,"1,413,489",0,0,0,0,0,0,1,,,,,246_0
公建4165,0,立花六丁目児童遊園便所,立花6-14-5,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,29,,1.96,,,昭和62年度,1988/1/1,,,,"2,153,010",1,"2,153,009",0,0,0,0,0,0,1,,,,,247_0
公建4166,0,東公園便所,東墨田3-12-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,27,,5.76,平方メートル,5.76,平成元年度,1990/3/1,,,,"2,046,120",1,"2,046,119",0,0,0,0,0,0,1,,,,,227_0
公建4166,2,東公園四阿,東墨田3-12-19,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,31,27,,9,平方メートル,9,平成元年度,1990/3/1,,,,"1,313,340","186,500","1,170,180",0,0,0,"43,340",0,0,"143,160",,,,,228_0
公建4167,0,きねがわ公園便所,東墨田2-25-8,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,23,,7.2,,,平成5年度,1993/4/1,,,,"4,985,000","378,860","4,815,510",0,0,0,"209,370",0,0,"169,490",,,,,229_0
公建4168,0,中之郷児童遊園便所,押上2-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,1,,6.08,平方メートル,6.08,平成27年度,2016/3/31,,,,"11,685,000","11,685,000","315,495",0,0,0,"315,495",0,0,"11,369,505",,,,,公有財産台帳
公建4169,0,菊川自転車保管所,菊川3-6-10,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,23,,551.73,平方メートル,551.73,平成5年度,1993/10/1,,,,"368,740,000","149,708,440","228,987,540",0,0,0,"9,955,980",0,0,"139,752,460",,,,,4596_0
公建4170,0,立花いこい公園便所,立花6-8-34,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,23,,4.92,,,平成5年度,1993/4/1,,,,"5,177,000","393,452","5,000,982",0,0,0,"217,434",0,0,"176,018",,,,,230_0
公建4171,0,横川さんかく公園便所,横川5-9-31,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,17,,18.33,,,平成11年度,1999/4/1,,,,"8,007,120","4,548,048","3,675,264",0,0,0,"216,192",0,0,"4,331,856",,,,,231_0
公建4173,0,錦糸町北口地下自転車駐車場,錦糸2-2-2,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,自転車置場・置場,鉄筋ｺﾝｸﾘｰﾄ,38,20,,"3,319.96",平方メートル,"3,319.96",平成8年度,1997/3/1,,,,"1,977,369,960","962,979,188","1,067,779,760",0,0,0,"53,388,988",0,0,"909,590,200",,,,,319_0
公建4174,0,錦糸町南口地下自転車駐車場,江東橋3-14,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,自転車置場・置場,鉄筋ｺﾝｸﾘｰﾄ,38,14,,"1,175.60",平方メートル,"1,175.60",平成14年度,2003/1/1,,,,"498,401,120","323,462,330","188,395,620",0,0,0,"13,456,830",0,0,"310,005,500",,,,,320_0
公建4181,0,大横川親水河川施設(釣川原ｿﾞｰﾝ),東駒形4-15-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,24,,499.94,平方メートル,499.94,平成4年度,1993/1/1,,,,"111,178,200","42,136,547","72,043,464",0,0,0,"3,001,811",0,0,"39,134,736",,,,,232_0
公建4181,2,大横川親水河川施設 (河童川原ｿﾞｰﾝ),東駒形4-15-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,24,,18.75,平方メートル,18.75,平成4年度,1993/1/1,,,,"3,545,850","1,343,899","2,297,688",0,0,0,"95,737",0,0,"1,248,162",,,,,233_0
公建4181,3,大横川親水河川施設(花紅葉ｿﾞｰﾝ),東駒形4-15-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,24,,119.1,平方メートル,119.1,平成4年度,1993/1/1,,,,"37,849,350","14,344,914","24,526,368",0,0,0,"1,021,932",0,0,"13,322,982",,,,,234_0
公建4181,4,大横川親水河川施設 (ﾌﾞﾙｰﾃﾗｽｿﾞｰﾝ),東駒形4-15-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,24,,19.44,平方メートル,19.44,平成4年度,1993/1/1,,,,"8,311,800","3,150,186","5,386,032",0,0,0,"224,418",0,0,"2,925,768",,,,,235_0
