1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","","","","",""
2,"","","","","","","","","第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―","","","","","","","","","",""
3,"","","","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
4,"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
264,"2","7","1","12","1","0","397","喫茶代",950,16.1,1101,1168,1555,1380,1229,1271,637,595,512
265,"2","7","1","12","1","0","398","飲酒代",2029,78.3,742,1184,2198,2864,3135,3243,4082,932,758
266,"2","6","1","12","2","0","39X","学校給食",979,5.4,99,1202,5179,3337,847,742,129,-,-
267,"2","4","2","0","0","0","0","住居",26408,4.2,57155,27900,72999,19150,34183,14841,34895,15117,15616
268,"2","5","2","1","0","0","0","家賃地代",20391,39.8,56256,27370,72180,18057,20020,12197,15748,10337,7639
269,"2","7","2","1","0","0","400","民営家賃",9813,-10.5,29883,19229,21015,11083,14455,6317,7302,4177,635
270,"2","7","2","1","0","0","403","公営家賃",7063,306.9,-,-,50935,2799,5565,1360,7317,3734,3535
271,"2","7","2","1","0","0","404","給与住宅家賃",1792,92.7,9613,8141,230,4175,-,3786,1129,-,-
272,"2","7","2","1","0","0","402","地代",1063,12.2,-,-,-,-,-,734,-,2426,3469
273,"2","7","2","1","0","0","409","他の家賃地代",660,...,16759,-,-,-,-,-,-,-,-
274,"2","5","2","2","0","0","0","設備修繕・維持",6017,-44.1,899,530,819,1094,14162,2644,19148,4780,7977
275,"2","6","2","2","1","0","0","設備材料",1208,-68.8,92,121,617,502,1851,773,1723,1549,2709
276,"2","7","2","2","1","0","410","設備器具",879,-75.3,-,-,-,-,1756,76,840,1408,2557
277,"2","7","2","2","1","0","419","修繕材料",329,4.1,92,121,617,502,95,696,883,142,152
278,"2","6","2","2","2","0","0","工事その他のサービス",4808,-30.2,807,409,202,592,12312,1871,17425,3231,5268
279,"2","7","2","2","2","0","420","畳替え",-,-100.0,-,-,-,-,-,-,-,-,-
280,"2","7","2","2","2","0","424","給排水関係工事費",189,-83.4,-,-,-,-,-,522,273,271,458
281,"2","7","2","2","2","0","425","外壁・塀等工事費",669,-74.4,-,-,-,-,-,-,7070,13,25
282,"2","7","2","2","2","0","426","植木・庭手入れ代",423,69.2,-,174,-,-,-,313,-,933,1748
283,"2","7","2","2","2","0","427","他の工事費",2066,144.8,-,235,202,-,12228,236,405,1102,1979
284,"2","7","2","2","2","0","429","火災・地震保険料",1462,-11.4,807,-,-,592,84,800,9677,912,1059
285,"2","4","3","0","0","0","0","光熱・水道",23156,18.6,15172,16483,23935,26615,28059,28455,19060,22062,21865
286,"2","5","3","1","0","0","430","電気代",13023,37.9,8137,9474,13320,15611,15670,16675,10341,12237,11686
287,"2","5","3","2","0","0","0","ガス代",4247,18.1,3334,4271,4238,5126,4230,4483,4170,4084,4221
288,"2","7","3","2","0","0","431","都市ガス",3999,20.1,2978,4157,4080,4793,3899,4304,3986,3825,3934
289,"2","7","3","2","0","0","432","プロパンガス",248,-6.4,356,114,157,334,332,179,184,260,288
290,"2","5","3","3","0","0","0","他の光熱",177,80.6,12,13,104,60,70,85,148,321,290
291,"2","7","3","3","0","0","433","灯油",154,108.1,-,-,29,47,43,70,122,302,277
292,"2","7","3","3","0","0","439","他の光熱のその他",23,-4.2,12,13,75,14,27,15,27,19,14
293,"2","5","3","4","0","0","440","上下水道料",5710,-10.5,3689,2724,6273,5818,8088,7213,4401,5419,5667
294,"2","4","4","0","0","0","0","家具・家事用品",14310,9.0,9116,12999,10989,10799,13304,8523,8623,19520,18675
295,"2","5","4","1","0","0","0","家庭用耐久財",4851,51.5,1013,4300,960,382,2891,945,1076,9531,9654
296,"2","6","4","1","1","0","0","家事用耐久財",1482,-8.9,1013,45,842,201,1406,704,470,2618,2790
297,"2","7","4","1","1","0","45X","電子レンジ",163,-10.4,-,-,718,-,-,-,-,270,-
298,"2","7","4","1","1","0","451","炊事用電気器具",585,201.5,-,-,60,181,551,613,422,962,1259
299,"2","7","4","1","1","0","452","炊事用ガス器具",25,-26.5,-,-,51,-,-,-,-,52,97
300,"2","7","4","1","1","0","453","電気冷蔵庫",92,-83.7,-,-,-,-,-,-,-,226,423
301,"2","7","4","1","1","0","455","電気掃除機",148,-55.6,1013,-,-,-,428,-,-,135,100
302,"2","7","4","1","1","0","456","電気洗濯機",286,188.9,-,-,-,-,-,-,-,701,509
303,"2","7","4","1","1","0","459","他の家事用耐久財",184,-17.1,-,45,14,20,427,91,48,272,401
304,"2","6","4","1","2","0","0","冷暖房用器具",1759,77.5,-,3901,45,93,949,-,514,3297,5783
305,"2","7","4","1","2","0","470","エアコン",1281,134.2,-,3294,-,-,949,-,-,2363,4425
306,"2","7","4","1","2","0","472","ストーブ・温風ヒーター",282,35.6,-,-,-,-,-,-,-,691,1094
307,"2","7","4","1","2","0","479","他の冷暖房用器具",197,-16.2,-,607,45,93,-,-,514,243,264
308,"2","6","4","1","3","0","0","一般家具",1609,175.5,-,354,73,88,536,242,92,3616,1081
309,"2","7","4","1","3","0","480","たんす",225,87.5,-,-,-,-,-,-,-,553,-
310,"2","7","4","1","3","0","482","テーブル・ソファー",261,-0.8,-,-,73,88,-,126,92,554,1038
311,"2","7","4","1","3","0","483","食器戸棚",21,...,-,354,-,-,-,-,-,-,-
312,"2","7","4","1","3","0","489","他の家具",1101,445.0,-,-,-,-,536,116,-,2508,44
313,"2","5","4","2","0","0","0","室内装備・装飾品",937,-62.4,250,390,1191,1845,434,248,318,1289,1916
314,"2","7","4","2","0","0","491","照明器具",158,64.6,27,68,-,108,-,-,93,327,325
315,"2","7","4","2","0","0","492","室内装飾品",81,-53.4,3,126,92,327,71,-,21,58,59
316,"2","7","4","2","0","0","493","敷物",448,88.2,-,35,810,1366,121,63,125,537,904
317,"2","7","4","2","0","0","496","カーテン",94,-94.0,-,141,-,-,141,-,53,154,278
318,"2","7","4","2","0","0","499","他の室内装備品",156,-62.1,220,21,289,44,100,185,25,212,350
319,"2","5","4","3","0","0","0","寝具類",1497,45.5,460,219,297,855,1600,334,1147,2500,1203
320,"2","7","4","3","0","0","500","ベッド",512,214.1,-,-,-,-,-,180,-,1212,-
321,"2","7","4","3","0","0","501","布団",420,-2.1,289,-,-,495,1066,-,101,535,324
322,"2","7","4","3","0","0","503","毛布",41,32.3,95,35,44,24,21,-,-,67,125
323,"2","7","4","3","0","0","505","敷布",45,-40.8,-,-,41,77,-,76,112,40,14
324,"2","7","4","3","0","0","509","他の寝具類",478,45.3,77,184,213,258,513,78,934,646,740
325,"2","5","4","4","0","0","0","家事雑貨",2714,13.4,2581,4254,3779,2704,3091,2991,2246,2229,1889
326,"2","7","4","4","0","0","510","茶わん・皿・鉢",155,37.2,24,189,143,152,163,311,40,150,52
327,"2","7","4","4","0","0","514","他の食卓用品",224,15.5,88,379,234,297,483,177,212,131,70
328,"2","7","4","4","0","0","515","鍋・やかん",279,35.4,58,167,177,247,395,138,395,316,336
329,"2","7","4","4","0","0","517","他の台所用品",308,6.6,250,376,227,251,330,281,282,337,269
330,"2","7","4","4","0","0","518","電球・ランプ",143,66.3,85,-,18,148,261,171,62,168,193
331,"2","7","4","4","0","0","519","タオル",187,10.7,429,87,150,284,178,202,116,176,175
332,"2","7","4","4","0","0","529","他の家事雑貨",1418,6.2,1647,3056,2830,1325,1282,1712,1138,952,793
333,"2","5","4","5","0","0","0","家事用消耗品",3540,13.7,3322,3706,4454,4328,4027,3854,3561,2950,2418
334,"2","7","4","5","0","531,532","0","ティッシュペーパー・トイレットペーパー",556,-7.2,441,478,758,609,648,492,637,499,420
335,"2","7","4","5","0","531,532","531","ティッシュペーパー",202,-9.4,228,185,283,224,203,124,266,187,154
336,"2","7","4","5","0","531,532","532","トイレットペーパー",354,-5.9,213,293,474,385,446,368,372,312,266
337,"2","7","4","5","0","533,534","0","洗剤",801,4.8,751,680,1143,957,959,1117,811,594,468
338,"2","7","4","5","0","533,534","533","台所・住居用洗剤",344,2.4,362,462,411,353,384,425,390,267,208
339,"2","7","4","5","0","533,534","534","洗濯用洗剤",457,7.0,390,218,732,604,574,692,421,327,260
340,"2","7","4","5","0","530,535-539","0","他の家事用消耗品",2183,24.7,2129,2548,2553,2761,2420,2246,2113,1856,1530
341,"2","7","4","5","0","530,535-539","530","ポリ袋・ラップ",410,8.2,302,402,441,530,435,446,278,400,330
342,"2","7","4","5","0","530,535-539","535","殺虫・防虫剤",130,19.3,364,150,53,262,107,106,58,117,113
343,"2","7","4","5","0","530,535-539","536","柔軟仕上剤",232,20.2,340,354,330,291,285,295,286,128,95
344,"2","7","4","5","0","530,535-539","537","芳香・消臭剤",236,46.6,275,271,247,237,346,293,249,173,110
345,"2","7","4","5","0","530,535-539","539","他の家事用消耗品のその他",1175,29.3,849,1372,1482,1441,1248,1106,1242,1037,882
346,"2","5","4","6","0","0","0","家事サービス",771,-14.7,1490,130,307,686,1262,151,276,1021,1596
347,"2","7","4","6","0","0","540","家事代行料",63,-81.3,-,-,-,-,-,-,-,154,289
348,"2","7","4","6","0","0","541","清掃代",198,-15.7,75,69,128,155,200,92,167,285,386
349,"2","7","4","6","0","0","542","家具・家事用品関連サービス",510,53.6,1415,61,179,531,1062,59,110,582,921
350,"2","4","5","0","0","0","0","被服及び履物",15899,34.2,10838,19096,26743,19229,25843,16137,15594,10118,8948
351,"2","5","5","1","0","0","558","和服",86,168.8,-,-,648,69,-,-,23,71,133
352,"2","5","5","2","0","0","0","洋服",7007,26.3,4229,8859,16438,9153,11887,6186,8632,3117,3337
353,"2","6","5","2","1","0","0","男子用洋服",1901,-2.7,940,562,6354,3865,3335,641,2873,570,435
354,"2","7","5","2","1","0","560","背広服",231,-61.0,-,-,-,936,280,-,1112,-,-
355,"2","7","5","2","1","0","561","男子用上着",196,84.9,723,-,982,66,493,-,226,16,-
356,"2","7","5","2","1","0","562","男子用ズボン",285,-26.4,217,85,623,482,453,243,200,192,87
357,"2","7","5","2","1","0","563","男子用コート",662,524.5,-,-,3468,2141,1044,-,493,49,92
358,"2","7","5","2","1","0","565","男子用学校制服",38,...,-,-,-,-,-,-,406,-,-
359,"2","7","5","2","1","0","569","他の男子用洋服",488,-35.8,-,477,1281,240,1065,397,435,312,257
360,"2","6","5","2","2","0","0","婦人用洋服",4339,53.8,1213,6005,6680,4274,7375,5427,5634,2486,2849
361,"2","7","5","2","2","0","570","婦人服",534,-24.8,-,343,37,58,349,68,196,1069,1689
362,"2","7","5","2","2","0","574","婦人用上着",122,-3.2,-,139,447,325,178,135,52,19,21
363,"2","7","5","2","2","0","571","スカート",207,122.6,276,816,193,93,362,240,52,118,18
364,"2","7","5","2","2","0","572","婦人用スラックス",687,26.1,402,1203,516,1538,808,395,911,448,253
365,"2","7","5","2","2","0","573","婦人用コート",972,434.1,-,453,919,40,2927,713,2947,390,445
366,"2","7","5","2","2","0","575","女子用学校制服",70,-23.9,-,-,-,-,560,-,-,-,-
367,"2","7","5","2","2","0","576","他の婦人用洋服",1748,63.1,534,3051,4568,2220,2191,3877,1476,442,423
368,"2","6","5","2","3","0","0","子供用洋服",767,-1.2,2076,2293,3404,1014,1177,119,125,62,53
369,"2","7","5","2","3","0","580","子供服",712,0.6,1472,2265,3012,1014,1177,119,125,62,53
370,"2","7","5","2","3","0","582","乳児服",54,-20.6,604,27,392,-,-,-,-,-,-
371,"2","5","5","3","0","0","0","シャツ・セーター類",3091,65.6,2812,3907,4668,3604,4405,4063,2650,2044,1570
372,"2","6","5","3","1","0","0","男子用シャツ・セーター類",921,61.0,623,306,2246,712,1227,1259,966,663,377
373,"2","7","5","3","1","0","590","ワイシャツ",112,-13.2,-,189,73,33,-,454,400,20,23
374,"2","7","5","3","1","0","591","他の男子用シャツ",506,68.7,459,117,717,441,909,569,461,417,140
375,"2","7","5","3","1","0","592","男子用セーター",302,111.2,164,-,1456,238,318,236,105,226,214
376,"2","6","5","3","2","0","0","婦人用シャツ・セーター類",1914,73.1,1674,2954,1671,2285,2838,2658,1646,1329,1129
377,"2","7","5","3","2","0","593","ブラウス",215,12.6,-,200,162,338,54,465,186,212,110
378,"2","7","5","3","2","0","594","他の婦人用シャツ",703,70.6,839,754,443,831,973,1197,485,542,301
379,"2","7","5","3","2","0","595","婦人用セーター",996,98.0,835,2000,1066,1115,1811,997,975,575,717
380,"2","6","5","3","3","0","596","子供用シャツ・セーター類",257,36.7,515,647,750,607,340,145,38,53,65
381,"2","5","5","4","0","0","0","下着類",1184,25.8,1936,380,1571,2115,1076,1261,938,1007,802
382,"2","6","5","4","1","0","0","男子用下着類",368,36.8,1001,61,449,302,381,209,482,363,459
383,"2","7","5","4","1","0","600","男子用下着",238,20.8,202,61,220,135,341,173,447,233,241
384,"2","7","5","4","1","0","602","男子用寝巻き",130,80.6,799,-,230,167,40,36,34,131,218
385,"2","6","5","4","2","0","0","婦人用下着類",651,32.6,319,38,818,1313,349,1052,428,629,342
386,"2","7","5","4","2","0","610","婦人用ファンデーション",71,73.2,-,-,63,147,19,250,-,59,30
387,"2","7","5","4","2","0","612","他の婦人用下着",521,58.4,319,38,661,1117,304,802,397,469,222
388,"2","7","5","4","2","0","614","婦人用寝巻き",59,-50.8,-,-,94,48,26,-,30,101,91
389,"2","6","5","4","3","0","0","子供用下着類",164,-9.4,616,280,304,500,346,-,29,14,-
390,"2","7","5","4","3","0","620","子供用下着",73,-18.9,387,138,304,163,42,-,29,8,-
391,"2","7","5","4","3","0","621","子供用寝巻き",91,0.0,230,142,-,338,304,-,-,6,-
392,"2","5","5","5","0","0","0","生地・糸類",150,100.0,27,77,405,25,83,126,199,171,165
393,"2","7","5","5","0","0","631","着尺地・生地",70,218.2,-,75,11,13,16,100,154,89,54
394,"2","7","5","5","0","0","640","他の生地・糸類",80,50.9,27,2,394,12,67,26,45,82,111
395,"2","5","5","6","0","0","0","他の被服",1119,35.5,946,1425,1240,1283,1507,1024,915,981,848
396,"2","7","5","6","0","0","650","帽子",121,24.7,164,173,98,157,111,93,199,98,12
397,"2","7","5","6","0","0","651","ネクタイ",7,-41.7,-,-,-,-,-,-,59,3,5
398,"2","7","5","6","0","0","652","マフラー・スカーフ",165,358.3,-,599,29,19,351,35,-,191,276
399,"2","7","5","6","0","0","653","手袋",50,-49.0,3,87,109,45,11,27,26,62,8
400,"2","7","5","6","0","0","654","男子用靴下",147,11.4,103,11,116,160,265,255,183,103,98
401,"2","7","5","6","0","0","655","婦人用ストッキング",36,63.6,29,56,-,49,7,42,28,46,45
402,"2","7","5","6","0","0","656","婦人用ソックス",225,56.3,90,127,182,354,301,327,191,190,155
403,"2","7","5","6","0","0","657","子供用靴下",46,-6.1,105,114,149,139,74,4,-,1,2
404,"2","7","5","6","0","0","659","他の被服のその他",322,36.4,451,257,557,359,388,241,231,288,247
405,"2","5","5","7","0","0","0","履物類",1820,2.5,639,4016,1006,2037,2192,2662,1173,1525,695
406,"2","7","5","7","0","0","675","大人用運動靴",458,28.3,223,871,44,325,1048,542,359,346,128
407,"2","7","5","7","0","0","679","大人用サンダル",14,-46.2,-,28,2,35,-,-,22,15,21
408,"2","7","5","7","0","0","670","男子靴",224,-32.5,-,166,-,-,92,500,171,331,262
409,"2","7","5","7","0","0","672","婦人靴",768,13.3,-,1666,375,1072,871,1339,358,626,127
410,"2","7","5","7","0","0","676","子供用靴・サンダル",179,-5.3,398,1142,504,252,59,76,-,43,48
411,"2","7","5","7","0","0","680","他の履物",178,-7.8,18,142,81,354,123,206,263,163,109
412,"2","5","5","8","0","0","0","被服関連サービス",1443,85.2,250,432,767,942,4695,814,1064,1201,1398
413,"2","7","5","8","0","0","691","洗濯代",670,19.4,250,432,609,556,529,814,1011,712,506
414,"2","7","5","8","0","0","694","被服賃借料",497,276.5,-,-,-,-,3988,-,-,-,-
415,"2","7","5","8","0","0","692","他の被服関連サービス",276,224.7,-,-,158,386,178,-,52,489,892
416,"2","4","6","0","0","0","0","保健医療",18959,14.3,13447,18127,24396,11147,12116,19875,19413,22274,23052
417,"2","5","6","1","0","0","0","医薬品",3158,16.7,2393,1510,1595,2087,1863,2726,3408,4463,4521
418,"2","7","6","1","0","0","700","感冒薬",150,36.4,327,359,234,143,114,205,159,83,49
419,"2","7","6","1","0","0","701","胃腸薬",110,22.2,40,68,40,285,62,109,83,115,96
420,"2","7","6","1","0","0","702","栄養剤",206,-24.8,30,377,305,111,183,136,125,245,217
421,"2","7","6","1","0","0","704","外傷・皮膚病薬",94,34.3,293,55,23,19,160,204,9,83,96
422,"2","7","6","1","0","0","706","他の外用薬",287,7.1,382,226,192,369,212,295,420,275,259
423,"2","7","6","1","0","0","709","他の医薬品",2311,22.0,1320,425,801,1160,1133,1778,2614,3662,3804
424,"2","5","6","2","0","0","710","健康保持用摂取品",1494,-11.6,577,538,1817,882,620,1768,1128,2098,2595
425,"2","5","6","3","0","0","0","保健医療用品・器具",3470,20.6,6664,6259,3941,3145,3149,2823,3773,2929,3301
426,"2","7","6","3","0","0","713","紙おむつ",268,10.3,2111,850,745,224,73,-,165,78,108
427,"2","7","6","3","0","0","711","保健用消耗品",1478,19.7,2064,2208,1651,2257,1649,1573,1295,1061,1071
428,"2","7","6","3","0","0","712","眼鏡",917,89.9,-,2411,288,217,212,547,1183,1312,1784
429,"2","7","6","3","0","0","714","コンタクトレンズ",502,46.8,2197,780,743,276,900,649,1047,23,-
430,"2","7","6","3","0","0","719","他の保健医療用品・器具",305,-47.0,291,10,514,172,314,54,84,455,337
431,"2","5","6","4","0","0","0","保健医療サービス",10837,16.4,3813,9821,17043,5033,6485,12558,11104,12783,12635
432,"2","7","6","4","0","0","720","医科診療代",4022,7.4,648,4119,3370,1919,3095,3829,3030,5518,5859
433,"2","7","6","4","0","0","722","歯科診療代",2706,-6.1,585,548,1105,901,1498,7855,4033,2730,3327
434,"2","7","6","4","0","0","723","出産入院料",73,...,-,1209,-,-,-,-,-,-,-
435,"2","7","6","4","0","0","721","他の入院料",1377,213.7,-,2025,-,116,-,-,-,3050,1798
436,"2","7","6","4","0","0","724","整骨(接骨)・鍼灸院治療代",476,0.0,-,1060,75,120,637,187,1412,401,570
437,"2","7","6","4","0","0","728","マッサージ料金等(診療外)",643,45.5,1517,671,3910,350,97,-,260,451,784
438,"2","7","6","4","0","0","727","人間ドック等受診料",284,-5.3,176,-,9,413,247,215,1497,104,11
439,"2","7","6","4","0","0","729","他の保健医療サービス",1256,22.9,888,189,8575,1214,912,472,873,529,287
440,"2","4","7","0","0","0","0","交通・通信",36190,-14.7,32367,27601,40653,36080,43701,42563,35231,33383,38793
441,"2","5","7","1","0","0","0","交通",10163,23.1,11525,3562,11558,10216,14740,15429,12439,7505,6426
442,"2","7","7","1","0","0","730","鉄道運賃",3946,64.7,4181,1239,4711,3856,4637,2589,4758,4153,3581
443,"2","7","7","1","0","0","731","鉄道通学定期代",1455,95.8,-,-,336,2750,5003,5249,-,-,-
444,"2","7","7","1","0","0","732","鉄道通勤定期代",2064,9.0,1274,1545,4659,929,4387,6147,1958,312,202
445,"2","7","7","1","0","0","733","バス代",406,69.2,265,400,93,398,165,229,1017,457,340
446,"2","7","7","1","0","0","734","バス通学定期代",46,-49.5,-,78,-,419,-,-,-,-,-
447,"2","7","7","1","0","0","735","バス通勤定期代",83,-50.3,-,-,-,-,-,203,614,11,-
448,"2","7","7","1","0","0","736","タクシー代",678,4.8,413,255,336,722,241,306,425,1102,1296
449,"2","7","7","1","0","0","737","航空運賃",705,-30.1,4055,-,-,-,-,-,2672,722,647
450,"2","7","7","1","0","0","738","有料道路料",750,-16.2,1337,46,1423,1066,293,696,941,710,359
451,"2","7","7","1","0","0","739","他の交通",31,-82.7,-,-,-,76,14,10,54,38,3
452,"2","5","7","2","0","0","0","自動車等関係費",14315,-35.9,13209,16537,11550,13909,15891,12584,8890,15890,22419
453,"2","6","7","2","1","0","0","自動車等購入",2966,-70.5,-,-,-,-,-,-,-,7279,13632
454,"2","7","7","2","1","0","740","自動車購入",2966,-70.5,-,-,-,-,-,-,-,7279,13632
455,"2","7","7","2","1","0","742","自動車以外の輸送機器購入",-,-,-,-,-,-,-,-,-,-,-
456,"2","6","7","2","2","0","745","自転車購入",977,-27.1,5609,6365,-,1144,915,402,-,252,-
457,"2","6","7","2","3","0","0","自動車等維持",10372,-5.1,7601,10173,11550,12765,14977,12182,8890,8358,8787
458,"2","7","7","2","3","0","750","ガソリン",2149,-10.5,1151,1324,2662,2620,2982,2893,2707,1592,1257
459,"2","7","7","2","3","0","751","自動車等部品",523,-38.2,259,427,331,273,1141,99,897,490,391
460,"2","7","7","2","3","0","752","自動車等関連用品",746,-36.6,396,1411,867,1225,126,244,190,988,1767
461,"2","7","7","2","3","0","753","自動車整備費",1227,20.3,-,1459,946,1515,3507,936,-,950,816
462,"2","7","7","2","3","0","755","自動車以外の輸送機器整備費",121,51.3,130,231,471,315,89,-,-,62,34
463,"2","7","7","2","3","0","75X","年極・月極駐車場借料",1901,-1.9,1100,698,235,2099,2662,3836,1696,1741,2054
464,"2","7","7","2","3","0","756","他の駐車場借料",292,-36.9,229,426,752,367,163,302,249,223,119
465,"2","7","7","2","3","0","75B","レンタカー・カーシェアリング料金",432,-9.2,2763,399,285,338,71,155,832,348,205
466,"2","7","7","2","3","0","754","他の自動車等関連サービス",746,30.0,529,742,1064,967,1115,998,504,538,754
467,"2","7","7","2","3","0","757","自動車保険料(自賠責)",288,34.0,-,698,576,-,533,211,-,282,328
468,"2","7","7","2","3","0","758","自動車保険料(任意)",1937,16.1,1044,2357,3361,3046,2587,2507,1720,1145,1061
469,"2","7","7","2","3","0","759","自動車保険料以外の輸送機器保険料",9,-88.0,-,-,-,-,-,-,96,-,-
470,"2","5","7","3","0","0","0","通信",11712,-0.9,7633,7501,17545,11954,13069,14550,13903,9989,9948
471,"2","7","7","3","0","0","760","郵便料",129,-25.9,172,103,126,104,63,26,250,154,166
472,"2","7","7","3","0","0","762","固定電話通信料",1281,-12.7,-,279,584,849,1203,1670,1462,1667,1714
473,"2","7","7","3","0","0","763","携帯電話通信料",9046,6.8,6142,6233,10949,9480,11179,12479,11545,7209,6748
474,"2","7","7","3","0","0","769","運送料",389,5.1,176,172,266,210,486,249,481,492,555
475,"2","7","7","3","0","0","766","携帯電話機",519,-49.2,1088,491,2138,1123,-,124,127,380,711
476,"2","7","7","3","0","0","764","他の通信機器",347,8.4,55,222,3482,188,139,1,36,87,54
477,"2","4","8","0","0","0","0","教育",19273,-31.4,3124,8211,22261,20613,69061,37101,27487,12,-
478,"2","5","8","1","0","0","0","授業料等",15113,-36.1,2709,7708,11692,5491,62396,29898,24458,12,-
479,"2","7","8","1","0","0","770","国公立小学校",234,-6.0,-,595,1312,608,144,237,-,-,-
480,"2","7","8","1","0","0","771","私立小学校",380,-14.6,-,-,1988,-,1877,-,-,-,-
481,"2","7","8","1","0","0","772","国公立中学校",357,2.9,-,-,1601,1866,246,244,-,-,-
482,"2","7","8","1","0","0","773","私立中学校",410,-56.8,-,-,-,-,1056,2285,474,-,-
483,"2","7","8","1","0","0","774","国公立高校",177,302.3,-,-,-,893,377,415,-,-,-
484,"2","7","8","1","0","0","775","私立高校",2796,15.4,-,789,-,782,20749,814,-,-,-
485,"2","7","8","1","0","0","776","国公立大学",19,-97.5,-,-,-,-,-,190,-,-,-
486,"2","7","8","1","0","0","777","私立大学",10015,-41.1,-,-,5051,371,37946,25714,23934,-,-
487,"2","7","8","1","0","0","778","幼児教育費用",723,-45.3,2709,6324,1740,971,-,-,51,12,-
488,"2","7","8","1","0","0","779","専修学校",-,-100.0,-,-,-,-,-,-,-,-,-
489,"2","5","8","2","0","0","0","教科書・学習参考教材",174,3.0,-,84,214,689,357,208,213,-,-
490,"2","7","8","2","0","0","780","教科書",9,-82.0,-,-,-,-,-,-,98,-,-
491,"2","7","8","2","0","0","781","学習参考教材",165,37.5,-,84,214,689,357,208,114,-,-
492,"2","5","8","3","0","0","0","補習教育",3986,-6.7,414,419,10356,14434,6308,6995,2816,-,-
493,"2","7","8","3","0","0","790","幼児・小学校補習教育",2003,34.6,414,419,4504,9002,2654,3989,89,-,-
494,"2","7","8","3","0","0","791","中学校補習教育",1241,-0.2,-,-,5340,4286,2747,188,703,-,-
495,"2","7","8","3","0","0","792","高校補習教育・予備校",741,-52.0,-,-,511,1146,908,2818,2024,-,-
496,"2","4","9","0","0","0","0","教養娯楽",36402,6.2,33851,28886,46260,37001,37364,49743,33244,32930,27511
497,"2","5","9","1","0","0","0","教養娯楽用耐久財",1993,-16.0,305,1629,2954,1384,1161,6318,1694,1422,398
498,"2","7","9","1","0","0","801","テレビ",122,-49.2,-,-,-,-,-,-,883,96,179
499,"2","7","9","1","0","0","813","ビデオレコーダー・プレイヤー",14,-58.8,-,-,-,-,114,-,-,-,-
500,"2","7","9","1","0","0","810","パソコン",982,-18.0,48,1386,701,976,57,4105,15,787,178
501,"2","7","9","1","0","0","804","カメラ・ビデオカメラ",49,...,-,-,665,-,-,-,-,-,-
502,"2","7","9","1","0","0","806","楽器",30,114.3,-,-,-,50,-,249,-,-,-
503,"2","7","9","1","0","0","807","書斎・学習用机・椅子",89,-69.0,-,-,1205,-,-,-,-,-,-
504,"2","7","9","1","0","0","809","他の教養娯楽用耐久財",625,17.7,141,242,383,358,990,1859,796,377,9
505,"2","7","9","1","0","0","812","教養娯楽用耐久財修理代",82,18.8,116,-,-,-,-,106,-,163,31
506,"2","5","9","2","0","0","0","教養娯楽用品",8696,25.1,6556,6835,15326,9932,12604,8314,8523,6624,5274
507,"2","7","9","2","0","821-829","0","文房具",718,44.2,1160,926,1392,828,574,536,1114,494,376
508,"2","7","9","2","0","821-829","821","筆記・絵画用具",110,35.8,370,112,154,135,118,63,237,50,29
509,"2","7","9","2","0","821-829","826","ノート・紙製品",337,40.4,279,466,585,449,188,285,397,297,206
510,"2","7","9","2","0","821-829","827","他の学習用消耗品",59,37.2,64,29,137,134,60,58,34,36,26
511,"2","7","9","2","0","821-829","828","他の学習用文房具",91,5.8,279,216,288,56,124,33,30,45,49
512,"2","7","9","2","0","821-829","829","他の文房具",120,155.3,168,103,228,54,84,96,415,65,67
513,"2","7","9","2","0","832-834","0","運動用具類",2112,77.3,1892,1525,1418,3921,5419,1141,1003,1396,1011
514,"2","7","9","2","0","832-834","832","ゴルフ用具",363,212.9,445,-,-,11,2036,-,73,205,384
515,"2","7","9","2","0","832-834","833","他の運動用具",388,119.2,700,992,354,1708,246,43,481,64,61
516,"2","7","9","2","0","832-834","834","スポーツウェア",1361,51.4,748,532,1063,2202,3137,1099,450,1127,567
517,"2","7","9","2","0","835-837","0","玩具",593,-9.6,2597,1835,1167,790,32,762,460,223,198
518,"2","7","9","2","0","835-837","836","ゲーム機",39,-56.2,-,-,214,-,-,228,-,-,-
519,"2","7","9","2","0","835-837","835","ゲームソフト等",101,-28.4,-,159,-,201,-,350,20,84,127
520,"2","7","9","2","0","835-837","837","他の玩具",452,6.1,2597,1676,953,589,32,184,440,139,71
521,"2","7","9","2","0","0","840","切り花",568,-10.1,-,193,264,145,578,521,412,881,1011
522,"2","7","9","2","0","842,843,845-849,84A,84Y","0","他の教養娯楽用品",3353,13.7,878,2171,10470,3397,3719,3352,3016,2438,2285
523,"2","7","9","2","0","842,843,845-849,84A,84Y","846","音楽・映像用未使用メディア",82,74.5,53,110,259,192,16,28,17,70,10
524,"2","7","9","2","0","842,843,845-849,84A,84Y","845","音楽・映像収録済メディア",81,-62.7,260,69,31,117,177,20,61,56,42
