"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","ローン返済世帯／実数（円）","ローン返済世帯／構成比（％）","ローン返済世帯／40歳未満／実数（円）","ローン返済世帯／40歳未満／構成比（％）","ローン返済世帯／40～49歳／実数（円）","ローン返済世帯／40～49歳／構成比（％）","ローン返済世帯／50歳以上／実数（円）","ローン返済世帯／50歳以上／構成比（％）","ローン返済のない世帯／実数（円）","ローン返済のない世帯／構成比（％）","ローン返済のない世帯／40歳未満／実数（円）","ローン返済のない世帯／40歳未満／構成比（％）","ローン返済のない世帯／40～49歳／実数（円）","ローン返済のない世帯／40～49歳／構成比（％）","ローン返済のない世帯／50歳以上／実数（円）","ローン返済のない世帯／50歳以上／構成比（％）"
"2","3","0","0","0","（再掲）情報通信関係費",16475,4.7,19361,5.2,12824,4.2,18757,5.1,23048,5.6,14936,4.4,8845,2.9,12981,3.7,17882,5.2
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",312172,89.2,357027,95.2,291360,94.9,349426,94.2,396265,96.1,288173,85.6,241658,79.7,300862,85.5,298679,87.4
"2","2","0","0","0","その他の実支出",133059,-,165086,-,130929,-,163316,-,182320,-,115707,-,102938,-,117397,-,119445,-
"2","3","0","0","0","直接税",61723,-,77702,-,52621,-,74324,-,92027,-,53053,-,43011,-,51442,-,57273,-
"2","4","0","0","0","勤労所得税",30252,-,38526,-,24946,-,37297,-,45349,-,25723,-,24216,-,24974,-,26513,-
"2","4","0","0","0","個人住民税",24840,-,31107,-,21741,-,29134,-,37593,-,21489,-,16965,-,22924,-,22504,-
"2","4","0","0","0","他の税",6631,-,8070,-,5934,-,7893,-,9085,-,5842,-,1830,-,3545,-,8257,-
"2","3","0","0","0","社会保険料",70962,-,86429,-,78019,-,86739,-,90293,-,62623,-,59864,-,65928,-,62150,-
"2","4","0","0","0","公的年金保険料",43149,-,53101,-,52313,-,53655,-,53216,-,37787,-,40007,-,40944,-,35651,-
"2","4","0","0","0","健康保険料",22152,-,26741,-,23536,-,25937,-,29064,-,19678,-,18198,-,19840,-,20108,-
"2","4","0","0","0","介護保険料",4061,-,4607,-,309,-,5170,-,5956,-,3761,-,245,-,3779,-,4991,-
"2","4","0","0","0","他の社会保険料",1600,-,1981,-,1861,-,1977,-,2058,-,1397,-,1414,-,1367,-,1399,-
"2","3","0","0","0","その他",373,-,954,-,290,-,2252,-,-,-,30,-,63,-,27,-,23,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",723924,-,946116,-,938354,-,930804,-,969511,-,605029,-,596197,-,632865,-,596235,-
"2","2","0","0","0","預貯金",534005,-,630701,-,614165,-,614073,-,658885,-,482427,-,492191,-,492229,-,475098,-
"2","2","0","0","0","保険料",22663,-,33444,-,29322,-,41309,-,27710,-,16877,-,15006,-,18196,-,17077,-
"2","3","0","0","0","個人・企業年金保険料",5290,-,7211,-,4178,-,7226,-,8543,-,4286,-,3937,-,5240,-,4102,-
"2","3","0","0","0","他の保険料",17373,-,26232,-,25144,-,34083,-,19167,-,12591,-,11069,-,12955,-,12975,-
"2","2","0","0","0","有価証券購入",10680,-,7508,-,7273,-,11299,-,3202,-,12319,-,7217,-,6776,-,15958,-
"2","2","0","0","0","土地家屋借金返済",44024,-,126457,-,122429,-,129404,-,125301,-,-,-,-,-,-,-,-,-
"2","2","0","0","0","他の借金返済",2571,-,4538,-,1649,-,1912,-,8335,-,1451,-,1409,-,1460,-,1402,-
"2","2","0","0","0","クレジット購入借入金返済",109276,-,142614,-,162340,-,131961,-,145427,-,91344,-,80137,-,113837,-,85871,-
"2","2","0","0","0","実支出以外の支払のその他",705,-,855,-,1174,-,847,-,651,-,610,-,237,-,367,-,830,-
"2","1","0","0","0","繰越金",232664,-,238519,-,365067,-,234264,-,185448,-,229113,-,430163,-,263876,-,136768,-
"3","0","0","0","0","可処分所得",550979,-,664274,-,674137,-,656557,-,671404,-,490320,-,526998,-,514662,-,467180,-
"3","0","0","0","0","黒字",200830,-,289103,-,367249,-,285597,-,259271,-,153695,-,223856,-,162619,-,125437,-
"3","1","0","0","0","金融資産純増",186034,-,177387,-,250026,-,160487,-,162461,-,190331,-,267746,-,209137,-,155873,-
"3","3","0","0","0","貯蓄純増",176441,-,169997,-,242753,-,149188,-,159574,-,179660,-,260529,-,202846,-,142669,-
"3","4","0","0","0","預貯金純増",160215,-,138864,-,213603,-,108339,-,137021,-,171473,-,247177,-,185255,-,139962,-
"3","4","0","0","0","保険純増",16226,-,31132,-,29150,-,40849,-,22554,-,8187,-,13352,-,17591,-,2707,-
"3","3","0","0","0","有価証券純購入",9593,-,7391,-,7273,-,11299,-,2886,-,10671,-,7217,-,6291,-,13204,-
"3","1","0","0","0","土地家屋借金純減",44024,-,126457,-,122429,-,129404,-,125301,-,-,-,-,-,-,-,-,-
"3","1","0","0","0","他の借金純減",1852,-,3066,-,1649,-,1503,-,5229,-,1132,-,723,-,1406,-,1112,-
"3","1","0","0","0","クレジット購入借入金純減",-18000,-,-12413,-,-7510,-,-21772,-,-5197,-,-20991,-,-31882,-,-24604,-,-15570,-
"3","1","0","0","0","土地家屋純増",5831,-,12478,-,-,-,31772,-,-,-,2729,-,4276,-,-,-,3245,-
"3","1","0","0","0","その他の純増",296,-,408,-,610,-,419,-,259,-,221,-,68,-,-482,-,524,-
"3","1","0","0","0","繰越純増",-19207,-,-18280,-,44,-,-16216,-,-28781,-,-19728,-,-17074,-,-22839,-,-19749,-
"","","","","","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","","","","","","",""
"第２４表　住宅ローン返済の有無別・世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―","","","","","","","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","","","","","","","","","","","","","","","",""
