調査項目,回答,全体(人),スタジアム、体育館などの建物や設備のバリアフリー化(人),交通機関（電車やバス）やまちのバリアフリー化(人),会場までの送迎(人),障害者への施設開放の促進（障害者が優先的に使える施設が増える）(人),障害にあわせた教室やプログラム(人),介助者や手話通訳などの支援(人),障害に対応した情報の提供や問合せ方法の充実(人),施設や用具等を利用する際に必要な手続きの支援(人),障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進(人),健康や体調を管理する医療的なサポート(人),目標となる大会やイベント(人),スポーツ用具等の貸出し(人),施設の利用料減免　（利用料が安くなったり、無料になったりする）(人),リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実(人),自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実(人),一緒に行う仲間（障害の無い人）(人),一緒に行う仲間（自分と同じ障害のある人）(人),一緒に行う仲間（自分と異なる障害のある人）(人),適切な指導者やコーチ、トレーナー(人),その他(人),特にない(人),わからない(人)
実施したきっかけ,視能訓練士（CO）に奨められた,21,2,1,5,6,4,2,3,2,4,4,0,2,2,3,2,2,0,2,0,0,0,0
実施したきっかけ,義肢装具士に奨められた,15,1,3,3,7,6,0,3,1,5,1,1,1,3,0,4,0,1,0,1,0,0,0
実施したきっかけ,介護福祉士に奨められた,43,5,9,11,7,14,5,4,3,4,9,2,4,5,3,6,2,6,0,10,0,2,1
実施したきっかけ,社会福祉士（ソーシャルワーカー）に奨められた,49,6,11,14,7,13,4,5,4,4,10,3,3,6,0,8,8,9,2,9,2,0,1
実施したきっかけ,スポーツ指導者に奨められた,20,4,2,3,2,6,1,1,2,2,3,5,2,2,1,0,5,4,2,5,0,0,0
実施したきっかけ,パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた,19,4,1,4,7,5,2,3,3,4,2,3,5,2,2,3,0,2,1,2,0,0,0
実施したきっかけ,学校の先生に奨められた,57,8,5,11,14,20,1,9,3,2,1,6,5,7,4,4,10,14,3,14,3,2,2
実施したきっかけ,学校の授業等で興味を持ち、自主的に始めた,64,7,2,11,5,18,6,5,3,2,5,9,6,12,3,3,14,16,2,20,1,5,2
実施したきっかけ,所属する団体（会社等）に奨められた,17,3,2,2,2,4,0,2,2,1,0,2,1,5,1,3,4,3,0,4,0,1,1
実施したきっかけ,障害のある有名選手・パラアスリートの影響,14,3,2,0,4,3,2,3,0,1,3,4,1,1,0,4,0,1,0,3,0,0,0
実施したきっかけ,障害のない有名選手・アスリートの影響,13,0,2,0,2,4,0,1,0,0,0,3,4,4,1,3,2,2,1,4,0,1,0
実施したきっかけ,テレビや新聞の影響,66,12,13,14,7,15,1,10,2,2,15,4,5,9,1,11,2,4,1,13,1,8,2
実施したきっかけ,インターネットや動画配信を見て,81,9,9,7,6,15,1,7,2,3,16,7,9,16,2,14,12,10,4,24,2,9,3
実施したきっかけ,ＳＮＳの影響,40,2,4,2,4,8,0,3,0,2,8,3,4,6,2,3,6,4,2,6,2,5,5
実施したきっかけ,漫画、ドラマ、映画等の影響,20,3,2,2,1,3,0,1,1,1,3,2,4,4,1,5,1,0,1,6,0,3,1
実施したきっかけ,現地やテレビ等でそのスポーツを観た,22,3,0,5,1,2,3,0,3,0,3,4,4,3,0,2,4,4,1,4,0,3,1
実施したきっかけ,スポーツ団体等の関係者から誘われた,11,0,1,3,1,4,0,0,0,0,2,4,2,1,0,0,1,0,0,4,0,1,1
実施したきっかけ,スポーツイベントや体験会等で興味を持った,18,3,0,2,5,7,0,2,0,0,0,6,2,5,1,1,2,5,0,8,0,1,0
実施したきっかけ,スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った,6,1,0,0,2,2,0,0,0,0,0,2,1,3,0,0,1,1,0,3,0,0,0
実施したきっかけ,福祉施設で実施している運動プログラムに参加して,36,2,0,7,7,8,3,3,0,1,6,1,1,10,0,3,6,7,1,15,2,3,2
実施したきっかけ,行政の広報誌,15,1,0,3,4,3,1,1,0,0,2,0,1,3,1,1,4,4,2,8,0,0,1
実施したきっかけ,その他,89,7,8,18,8,11,1,4,4,0,9,4,6,14,3,5,6,6,2,15,4,21,14
実施したきっかけ,特にきっかけはない・なんとなく,676,50,47,64,18,79,11,24,22,13,31,16,35,67,8,19,51,36,14,81,10,221,131
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,834,122,99,126,59,129,23,59,25,23,67,43,46,83,19,48,94,77,19,117,4,169,79
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,578,66,70,100,55,102,26,44,32,18,54,26,28,98,11,44,49,50,12,101,8,75,50
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,396,32,39,75,36,85,10,29,12,7,51,9,24,52,16,45,32,29,10,64,6,61,51
スポーツ・運動への取組意向,スポーツや運動に関心はない,283,25,20,20,9,24,6,10,6,6,14,7,4,12,4,9,22,8,6,21,5,91,69
実施していない理由,医師に止められており、身体的にできない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,どのくらい体を動かしたらよいかわからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,身近なところにスポーツや運動ができる場所がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,スポーツや運動ができる場所への移動手段がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,自分に合ったスポーツや運動の情報がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,一緒にできる仲間がいない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,介助者がいない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,金銭的な余裕がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,時間がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,必要な競技用具や補助具がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,活動したいと思わない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動が嫌いだから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動に興味がないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,疲れるから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,人前に出るのが好きではないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ以外に趣味があるから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,忙しいから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,わからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育の参加状況,参加していて、体育が好きである,241,29,16,51,29,73,14,21,11,10,14,17,14,30,4,10,31,33,10,62,4,22,14
学校体育の参加状況,参加しているが、体育は好きではない,111,4,13,21,10,31,6,7,6,4,7,6,7,7,6,3,12,14,2,25,1,9,9
学校体育の参加状況,参加していない,22,3,2,3,3,7,1,0,0,1,0,2,0,0,1,1,2,2,1,2,0,2,3
学校体育の参加状況,わからない,17,3,3,1,2,1,0,0,0,3,0,0,0,0,0,0,2,1,0,2,0,2,7
学校体育に参加しない理由,授業の内容のとおりに身体を動かすことができないから,5,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
学校体育に参加しない理由,自分にはできないと思ったから,6,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
学校体育に参加しない理由,他の生徒や先生に迷惑をかけると思ったから,6,0,1,1,1,2,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
学校体育に参加しない理由,参加するために必要なスポーツ用具がなかったから,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,医師から止められていたから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,学校の先生から見学するように言われたから,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
学校体育に参加しない理由,身体を動かすことが怖いから,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,その他,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0
スポーツ・運動の参加方法,現地の会場で対面での参加,936,130,121,168,82,193,38,62,42,23,91,62,63,142,14,42,126,110,30,193,11,111,60
スポーツ・運動の参加方法,リモート参加,110,18,22,30,14,19,3,15,3,9,11,4,2,5,10,17,5,2,0,5,0,8,4
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,195,28,25,38,24,50,12,29,9,8,24,9,9,30,12,22,18,14,9,35,3,15,4
スポーツ・運動の参加方法,参加したいと思わない,850,69,60,85,39,78,12,36,21,14,60,10,28,68,14,65,48,38,8,70,9,262,181
参加したいスポーツ活動,ルールが簡単,736,132,103,150,59,164,26,56,34,18,73,45,44,101,17,51,78,79,26,133,11,77,62
参加したいスポーツ活動,自分のペースに合わせてできる,1218,154,147,215,94,256,36,90,43,17,128,56,74,193,30,101,145,124,28,241,17,180,106
参加したいスポーツ活動,汗をかかない,110,20,24,27,16,20,9,9,6,7,10,5,5,13,1,16,7,6,2,11,3,11,6
参加したいスポーツ活動,自宅で実施できる,424,57,69,89,41,79,17,44,22,9,55,12,21,58,23,77,34,34,5,80,7,57,26
参加したいスポーツ活動,短い時間で実施できる,539,60,60,110,47,120,23,48,29,17,72,23,37,82,18,76,55,46,9,106,6,78,30
参加したいスポーツ活動,上達したことが分かる,310,37,37,52,39,77,11,29,15,11,31,30,26,44,11,36,33,35,8,87,4,32,10
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,167,19,19,29,25,37,7,15,12,7,22,9,15,31,10,25,20,14,2,29,4,16,5
参加したいスポーツ活動,好きな種目を選べる,388,39,33,80,37,99,14,40,31,13,44,35,40,91,16,41,49,40,9,91,3,47,18
参加したいスポーツ活動,やったことがないスポーツを試せる,122,14,13,23,17,36,3,9,5,7,18,14,19,30,5,8,16,12,7,33,4,7,3
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,287,26,29,57,29,68,8,23,23,14,36,15,29,76,12,33,31,30,6,84,7,26,15
参加したいスポーツ活動,有名な選手に会える,72,9,10,12,10,16,5,1,5,5,9,6,9,24,2,1,12,12,2,15,1,3,6
参加したいスポーツ活動,親子で一緒に参加ができる,122,16,11,27,17,45,6,20,8,11,10,4,8,23,5,7,14,22,9,39,3,5,4
参加したいスポーツ活動,新しい友達をつくることができる,221,25,25,34,25,56,8,10,7,8,30,25,16,48,6,15,46,45,15,64,1,19,9
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,107,9,13,21,12,27,2,9,10,5,17,8,11,26,5,10,18,13,7,27,4,12,1
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,282,31,27,57,25,85,9,27,16,8,30,13,20,61,11,26,43,48,11,104,4,24,10
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,252,26,20,53,22,55,5,24,14,7,43,8,31,58,6,30,23,17,3,78,8,32,18
参加したいスポーツ活動,その他,33,3,3,4,2,6,1,0,3,2,2,0,2,7,1,1,4,3,1,5,6,4,7
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,274,8,10,11,5,9,0,1,0,0,7,0,2,5,2,4,7,3,1,6,2,131,95
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,344,169,94,72,43,69,19,22,15,12,40,13,15,41,10,22,28,27,7,54,5,13,9
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,375,115,154,117,46,75,16,32,21,9,48,21,15,45,9,28,29,32,6,55,2,17,10
スポーツ・運動の継続実施に必要なもの,会場までの送迎,360,74,78,206,45,84,10,26,17,10,41,19,18,57,8,27,38,33,7,78,3,10,11
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,274,49,50,73,72,85,9,31,19,20,28,9,16,54,13,21,20,28,4,64,4,6,4
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,463,66,65,121,58,191,29,55,24,19,64,20,21,72,15,42,45,65,12,138,10,17,7
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,120,19,19,30,19,37,28,17,7,11,12,5,2,16,5,8,9,16,4,20,3,2,3
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,232,33,30,65,34,80,12,58,20,11,44,9,16,47,7,22,17,25,4,58,5,6,4
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,138,29,20,40,18,44,9,22,18,11,21,4,10,42,1,11,17,13,2,31,2,2,2
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,109,23,18,26,19,33,8,12,11,25,16,6,6,20,4,7,10,11,4,16,3,2,1
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,280,29,31,57,26,72,11,32,23,14,94,16,15,57,15,42,24,25,6,73,3,17,10
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,136,25,17,28,9,29,4,7,8,8,17,30,21,28,4,8,26,22,6,37,1,4,2
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,172,31,26,45,19,39,2,14,17,8,20,12,40,48,6,20,21,22,7,40,3,6,5
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,314,43,36,74,37,74,9,32,18,6,38,20,35,132,11,39,39,40,8,95,6,12,9
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,89,11,8,14,8,28,3,5,5,4,11,7,9,19,25,23,6,9,4,26,1,1,3
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,258,23,31,61,20,68,8,29,15,5,43,11,21,60,25,84,17,21,6,75,4,11,8
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,331,31,31,60,33,64,8,18,14,7,28,32,30,68,8,22,127,74,20,97,3,12,13
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,291,29,33,62,32,81,8,21,14,10,28,17,23,62,9,22,65,103,27,92,2,8,11
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,157,18,14,32,18,41,5,6,7,3,12,10,12,36,3,14,38,47,26,55,3,6,5
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,356,36,28,74,24,117,10,29,12,6,45,24,32,71,11,32,45,55,13,208,7,19,10
スポーツ・運動の継続実施に必要なもの,その他,44,2,0,2,6,8,0,1,3,0,4,0,2,4,0,2,6,3,1,3,8,15,5
スポーツ・運動の継続実施に必要なもの,特にない,362,5,2,3,1,9,2,3,1,0,13,3,8,15,1,10,12,5,4,12,3,266,30
スポーツ・運動の継続実施に必要なもの,わからない,247,2,3,1,5,9,0,2,2,0,4,1,1,9,1,6,7,3,0,3,3,38,169
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,特にない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,わからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,旅行,954,149,123,159,77,160,27,59,43,22,93,47,53,151,22,73,95,80,19,167,12,190,78
スポーツ以外に関心のある事,グルメ・食べ歩き,904,144,126,151,68,155,29,56,30,21,92,40,62,131,19,65,92,83,24,155,11,165,76
スポーツ以外に関心のある事,買い物・ショッピング,623,99,84,102,55,85,16,39,19,17,66,31,42,90,21,49,68,57,16,91,8,118,61
スポーツ以外に関心のある事,テレビ視聴,733,93,95,142,57,141,20,59,24,13,70,31,46,90,18,56,72,69,13,148,7,150,57
スポーツ以外に関心のある事,動画配信サービス視聴,674,65,74,117,57,130,17,47,33,16,64,32,46,102,19,47,77,70,16,130,14,126,62
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,362,41,40,55,46,61,12,32,25,14,46,19,28,61,11,32,43,35,12,59,1,70,25
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,397,40,40,53,28,52,11,21,18,11,41,25,27,58,14,28,46,39,12,54,7,91,42
スポーツ以外に関心のある事,インターネット閲覧,681,74,65,96,44,120,14,54,26,15,75,38,45,98,25,61,67,60,19,118,10,139,70
スポーツ以外に関心のある事,映画鑑賞,565,70,70,80,39,93,15,39,28,14,58,27,44,87,14,46,55,64,16,115,10,120,48
スポーツ以外に関心のある事,読書,429,52,52,62,35,78,8,30,19,12,48,14,22,62,20,42,46,37,12,78,9,90,42
スポーツ以外に関心のある事,アニメ／漫画,429,44,31,57,40,83,10,28,19,16,39,20,35,77,14,32,59,51,11,88,4,79,44
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,454,44,35,67,46,103,11,29,13,16,44,27,31,59,18,38,67,57,14,91,7,73,46
スポーツ以外に関心のある事,写真の撮影,244,28,28,41,22,37,11,15,13,8,24,15,17,52,8,25,28,27,9,46,1,47,17
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,283,34,27,46,30,62,10,23,12,9,30,14,22,49,8,21,42,40,12,73,2,43,22
スポーツ以外に関心のある事,美術鑑賞,238,27,24,32,21,39,3,19,13,7,36,10,21,45,11,25,25,22,9,56,4,39,19
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,254,34,30,37,23,37,3,22,11,13,33,14,20,44,7,26,32,18,6,57,3,45,19
スポーツ以外に関心のある事,演劇・舞踏鑑賞,135,20,17,25,16,24,6,13,4,2,17,9,12,29,9,15,13,11,2,33,1,19,6
スポーツ以外に関心のある事,カラオケ,245,29,22,36,14,43,4,14,13,7,35,14,21,41,11,23,34,30,8,50,1,49,18
スポーツ以外に関心のある事,楽器の演奏,121,14,13,25,9,20,5,9,9,6,8,5,8,21,2,11,12,7,4,17,1,29,12
スポーツ以外に関心のある事,料理・菓子作り,222,29,20,36,18,42,7,15,11,7,26,10,15,27,9,25,26,26,10,48,3,44,12
スポーツ以外に関心のある事,園芸・ガーデニング,145,18,21,18,12,23,3,7,4,4,15,5,13,26,8,19,18,15,6,25,1,32,9
スポーツ以外に関心のある事,日曜大工,63,9,7,10,6,7,3,4,5,4,7,4,9,10,3,11,3,8,3,9,1,8,6
スポーツ以外に関心のある事,編み物・手芸,79,8,9,11,7,14,1,9,2,6,10,2,9,21,2,9,9,7,3,15,1,10,7
スポーツ以外に関心のある事,和裁・洋裁,33,8,4,5,5,10,0,4,1,1,2,1,2,6,2,5,2,1,0,6,1,1,6
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,29,6,3,3,5,6,0,4,0,4,2,3,2,6,0,2,6,7,3,8,0,0,2
スポーツ以外に関心のある事,ギャンブル,62,3,5,7,4,4,0,3,2,0,1,2,4,6,2,5,8,3,0,3,0,21,12
スポーツ以外に関心のある事,その他,77,1,2,15,4,10,1,3,1,2,6,6,5,8,1,5,8,10,3,18,3,23,6
スポーツ以外に関心のある事,特にない,98,3,3,4,0,3,1,0,0,0,1,1,0,0,0,3,4,1,0,2,0,27,57
情報入手先,家族,1018,154,126,179,70,213,32,75,34,18,111,44,45,115,22,81,115,98,23,194,11,157,102
情報入手先,友人,611,95,82,113,35,106,17,42,23,13,62,35,38,90,20,39,92,69,16,128,7,82,52
情報入手先,学校や職場、施設の人,437,56,43,82,42,113,18,37,18,10,43,24,25,58,10,26,61,57,17,106,3,58,35
情報入手先,ボランティア,71,19,18,21,14,20,5,5,3,6,6,6,6,5,4,2,2,8,0,10,1,2,0
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,133,21,26,35,31,31,12,17,9,5,17,6,7,15,4,12,7,7,1,19,1,3,9
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,259,35,34,58,35,62,13,27,14,9,45,11,7,30,13,37,15,20,5,62,4,24,16
情報入手先,テレビ,978,111,94,158,60,171,25,67,34,18,88,45,61,135,31,92,109,90,19,177,9,208,96
情報入手先,ラジオ,220,28,22,41,18,34,7,18,9,6,24,13,15,33,9,25,21,19,6,40,4,39,24
情報入手先,新聞,311,31,32,53,20,56,9,28,10,9,37,12,19,30,10,40,30,16,2,53,5,74,31
情報入手先,雑誌,156,19,15,19,15,27,7,13,6,4,19,9,13,22,13,22,15,5,1,27,1,29,14
情報入手先,障害者団体の会合や機関誌,63,12,5,16,7,25,7,14,4,4,11,2,5,9,3,7,3,11,2,15,0,2,1
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,538,47,56,67,38,87,10,34,20,9,55,21,40,97,21,56,66,60,20,111,9,111,51
情報入手先,インターネットのニュースサイトやニュースアプリ,774,73,74,102,44,127,9,48,25,19,78,34,51,120,24,61,90,68,20,131,9,182,86
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,604,61,56,77,33,102,7,22,27,16,54,32,46,96,20,46,63,53,16,102,10,138,67
情報入手先,動画配信サービス（YouTubeなど）,527,41,48,80,35,116,12,36,25,13,60,24,43,91,16,47,63,56,14,126,8,88,56
情報入手先,行政の窓口,122,15,19,20,4,29,4,11,5,1,19,8,4,30,8,18,13,13,3,29,3,15,10
情報入手先,区市町村などの広報誌,195,21,25,34,15,36,5,16,15,0,31,8,12,41,7,31,20,20,8,49,2,28,16
情報入手先,その他,6,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0
情報入手先,わからない,41,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,21
情報入手先,得ていない,62,4,2,6,1,4,1,0,2,2,1,0,0,7,0,0,1,0,0,5,0,16,29
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,449,88,56,71,39,92,19,36,19,17,41,31,31,70,18,36,52,42,11,72,2,50,23
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,332,43,51,59,49,84,17,33,18,17,28,22,27,47,13,27,38,33,10,52,4,28,12
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,582,59,52,98,64,123,25,56,26,25,61,31,45,92,17,37,70,63,16,109,11,80,44
