調査項目,回答,全体(人),家族に奨められた(人),（障害のある）友人・知人・同僚に奨められた(人),（障害のない）友人・知人・同僚に奨められた(人),医師に奨められた(人),看護師に奨められた(人),作業療法士（OT）に奨められた(人),理学療法士（PT）に奨められた(人),言語聴覚士（ST）に奨められた(人),視能訓練士（CO）に奨められた(人),義肢装具士に奨められた(人),介護福祉士に奨められた(人),社会福祉士（ソーシャルワーカー）に奨められた(人),スポーツ指導者に奨められた(人),パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた(人),学校の先生に奨められた(人),学校の授業等で興味を持ち、自主的に始めた(人),所属する団体（会社等）に奨められた(人),障害のある有名選手・パラアスリートの影響(人),障害のない有名選手・アスリートの影響(人),テレビや新聞の影響(人),インターネットや動画配信を見て(人),ＳＮＳの影響(人),漫画、ドラマ、映画等の影響(人),現地やテレビ等でそのスポーツを観た(人),スポーツ団体等の関係者から誘われた(人),スポーツイベントや体験会等で興味を持った(人),スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った(人),福祉施設で実施している運動プログラムに参加して(人),行政の広報誌(人),その他(人),特にきっかけはない・なんとなく(人)
実施頻度（1年間）,わからない,145,29,3,1,17,3,3,5,3,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,9,79
実施した場所,自宅,829,293,50,50,253,59,48,68,9,7,7,22,15,4,5,20,27,7,6,8,39,51,26,13,9,3,7,2,14,4,30,231
実施した場所,道路や遊歩道,1083,308,44,58,328,58,45,56,12,4,4,18,18,4,2,12,21,7,4,8,44,51,21,9,12,4,5,2,16,7,48,385
実施した場所,広場や公園,633,213,51,50,192,47,41,39,13,5,5,15,16,6,7,29,23,4,6,4,29,35,19,9,9,4,8,2,14,6,25,179
実施した場所,民間のスポーツ施設,314,90,30,41,61,19,21,26,12,10,3,9,14,8,7,13,20,6,4,4,14,17,9,8,5,5,7,3,4,3,13,87
実施した場所,公共のスポーツ施設（障害者専用施設）,130,33,34,18,32,21,19,22,18,5,6,12,14,9,6,14,9,4,6,4,4,5,4,1,5,1,5,2,9,2,4,11
実施した場所,公共のスポーツ施設（障害者専用施設以外）,241,63,17,28,52,19,12,17,10,6,3,6,11,7,9,19,14,7,3,4,12,16,11,8,7,8,6,4,8,7,13,63
実施した場所,小中高校の体育施設,128,38,13,19,13,13,14,11,9,4,3,6,4,8,3,17,27,3,1,0,0,2,2,3,3,5,7,0,3,1,6,30
実施した場所,特別支援学校の体育施設,85,21,9,7,13,9,13,12,8,7,5,11,6,3,8,16,16,3,3,3,4,5,3,2,2,0,1,0,5,1,4,15
実施した場所,職場のスポーツ施設,35,5,5,8,6,5,4,8,8,5,4,6,3,0,6,5,3,4,3,1,3,0,2,2,2,0,1,0,0,0,1,4
実施した場所,福祉施設,64,17,10,7,24,12,14,18,7,2,4,7,7,5,1,4,3,4,2,4,5,3,4,1,2,3,2,0,9,2,2,7
実施した場所,児童通所サービス（放課後等デイサービス等）,87,17,6,5,10,10,13,12,7,3,3,4,5,0,4,9,14,2,1,0,1,3,2,1,2,1,5,2,12,1,3,27
実施した場所,医療機関（病院やリハビリ施設）,68,23,2,2,39,11,14,23,3,1,1,7,6,1,1,2,2,1,2,0,5,4,3,1,2,1,2,0,6,0,5,5
実施した場所,山・川・海・空,171,53,14,16,29,7,9,6,4,0,0,1,5,3,2,16,19,1,1,3,7,11,3,5,7,4,7,1,5,1,14,65
実施した場所,その他,44,10,1,1,15,5,2,6,0,0,0,3,1,0,0,0,2,0,0,1,2,1,0,0,1,0,1,0,4,3,6,11
実施した場所,わからない,47,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,34
一緒に実施する人,一人,1133,278,33,52,302,43,36,57,3,2,4,12,13,4,2,9,21,4,4,6,44,57,32,9,13,3,6,2,8,7,54,442
一緒に実施する人,家族,762,336,55,43,196,42,46,44,11,6,1,18,18,5,5,32,32,5,8,4,27,33,16,8,7,4,10,3,18,5,21,213
一緒に実施する人,福祉施設の職員・仲間,174,52,28,19,74,29,27,34,15,3,6,20,16,5,5,12,6,8,2,2,12,5,8,2,4,2,3,1,23,4,4,20
一緒に実施する人,障害がある人のサークル・障害者スポーツサークル等の仲間,91,24,27,14,21,18,14,11,10,3,3,9,11,7,3,7,7,5,3,4,5,5,3,1,3,3,4,0,4,2,2,3
一緒に実施する人,障害がある人やない人など様々な人がいるサークルの仲間,107,29,19,22,28,22,17,20,16,6,8,8,6,7,10,8,8,4,5,2,6,5,3,1,2,2,2,0,0,1,3,13
一緒に実施する人,スポーツ教室の指導者・仲間,151,52,19,24,28,14,16,13,9,8,2,9,10,12,8,11,11,6,3,5,7,9,3,3,6,7,8,3,5,5,14,17
一緒に実施する人,障害者専用スポーツ施設の職員・仲間,61,12,14,6,20,14,11,17,9,9,5,10,8,4,7,7,4,4,4,3,6,3,3,1,3,2,4,0,7,2,0,2
一緒に実施する人,地域の公共スポーツ施設の職員・仲間,48,13,8,13,9,9,5,7,11,5,7,8,7,6,7,6,4,5,4,0,4,2,1,2,4,4,3,1,3,1,1,3
一緒に実施する人,ボランティアの人たち,54,21,9,11,17,8,10,8,9,6,2,6,11,7,6,4,4,2,2,2,6,3,4,2,5,2,2,0,4,1,2,4
一緒に実施する人,学校の先生や学校の友達,150,35,13,10,16,7,8,10,8,0,5,5,4,2,6,32,39,2,1,1,3,6,2,3,2,1,4,1,10,1,8,40
一緒に実施する人,児童通所サービス（放課後等デイサービス等）の職員・仲間,86,19,7,2,15,6,13,13,6,1,1,4,5,1,3,10,16,4,0,1,3,3,2,1,1,2,5,1,12,1,3,26
一緒に実施する人,その他の友人・知人,137,28,8,34,26,6,4,4,1,0,0,1,1,2,0,3,9,2,2,4,8,9,4,8,8,4,6,2,1,1,7,46
一緒に実施する人,その他,35,7,0,2,15,6,5,9,1,0,0,4,2,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,1,13,3
一緒に実施する人,わからない,40,4,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,28
実施した理由,健康・体力づくりのため,1503,462,85,77,400,72,62,83,12,3,6,29,36,13,8,41,48,13,7,8,59,63,33,15,15,8,14,4,27,14,62,485
実施した理由,楽しみや気晴らしのため,890,254,67,73,190,54,36,32,18,6,4,18,22,13,4,37,44,12,7,9,37,52,22,13,15,8,10,4,25,10,40,301
実施した理由,運動不足解消のため,1109,315,55,72,314,63,48,61,15,6,7,21,24,9,8,37,34,9,8,6,51,61,26,12,14,6,14,3,28,11,55,358
実施した理由,精神の修養や訓練のため（心をきたえるため）,240,56,24,27,65,25,27,22,16,8,5,10,14,3,6,12,14,4,4,6,16,24,12,8,3,4,8,2,5,5,10,51
実施した理由,自己の記録や能力を向上させるため,182,38,17,22,38,22,21,20,12,12,5,12,7,7,8,12,18,2,5,6,12,18,8,7,12,5,5,1,6,1,15,31
実施した理由,リハビリテーションや医療・治療のため,340,93,22,24,163,47,52,69,15,7,8,22,21,6,7,10,8,5,5,5,16,19,8,5,5,4,5,1,14,4,21,41
実施した理由,家族のふれあいのため,154,69,16,13,43,8,13,9,6,0,0,5,8,4,2,17,20,3,3,3,10,17,5,3,4,3,5,1,8,1,5,42
実施した理由,友人・仲間との交流のため,254,61,28,44,52,22,20,20,15,7,6,15,13,8,6,28,32,8,7,8,17,16,8,9,12,5,10,3,12,6,13,56
実施した理由,美容や肥満解消（ダイエット）のため,217,53,9,16,75,14,6,13,7,3,4,5,5,2,6,8,3,2,1,5,16,25,13,8,4,3,4,1,3,4,14,63
実施した理由,障害者スポーツ大会に参加するため,17,7,6,2,2,2,2,3,1,0,1,1,2,2,3,5,3,1,3,0,1,2,1,0,1,2,2,1,1,0,1,3
実施した理由,その他,36,2,1,1,4,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,2,0,0,1,0,1,0,0,1,16,12
実施した理由,わからない,61,7,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,45
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,834,288,57,54,199,46,33,45,18,11,5,23,19,12,9,31,37,10,7,7,28,28,14,14,11,8,12,3,10,6,36,216
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,578,126,33,39,144,40,40,43,15,7,7,6,19,5,9,14,17,4,6,5,24,34,15,5,8,3,5,3,16,7,27,176
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,396,98,8,23,112,20,20,32,4,1,3,9,11,2,0,7,6,2,1,1,12,18,9,1,1,0,1,0,7,2,16,134
スポーツ・運動への取組意向,スポーツや運動に関心はない,283,49,3,3,45,8,7,8,2,2,0,5,0,1,1,5,4,1,0,0,2,1,2,0,2,0,0,0,3,0,10,150
実施していない理由,医師に止められており、身体的にできない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,どのくらい体を動かしたらよいかわからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,身近なところにスポーツや運動ができる場所がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,スポーツや運動ができる場所への移動手段がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,自分に合ったスポーツや運動の情報がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,一緒にできる仲間がいない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,介助者がいない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,金銭的な余裕がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,時間がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,必要な競技用具や補助具がない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施していない理由,活動したいと思わない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動が嫌いだから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動に興味がないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,疲れるから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,人前に出るのが好きではないから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ以外に趣味があるから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,忙しいから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,わからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育の参加状況,参加していて、体育が好きである,241,64,23,14,32,13,22,13,15,5,3,11,9,6,7,36,41,5,4,3,6,10,3,6,6,4,9,1,14,2,8,67
学校体育の参加状況,参加しているが、体育は好きではない,111,33,5,8,11,5,4,6,2,2,1,0,3,1,3,8,7,2,0,0,1,2,2,3,0,0,2,0,1,0,8,29
学校体育の参加状況,参加していない,22,6,0,1,4,3,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
学校体育の参加状況,わからない,17,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
学校体育に参加しない理由,授業の内容のとおりに身体を動かすことができないから,5,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,自分にはできないと思ったから,6,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,他の生徒や先生に迷惑をかけると思ったから,6,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,参加するために必要なスポーツ用具がなかったから,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,医師から止められていたから,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,学校の先生から見学するように言われたから,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,身体を動かすことが怖いから,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,その他,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
スポーツ・運動の参加方法,現地の会場で対面での参加,936,293,58,73,200,49,45,54,16,10,7,24,33,17,14,45,53,15,9,10,31,34,19,16,16,10,14,5,30,13,46,249
スポーツ・運動の参加方法,リモート参加,110,29,9,12,28,11,13,15,6,5,4,4,2,0,3,0,1,0,3,2,5,7,4,1,3,0,2,0,0,0,5,6
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,195,54,19,16,58,14,21,23,11,3,2,2,7,3,1,10,5,0,2,1,8,15,6,1,2,1,2,1,4,1,6,37
スポーツ・運動の参加方法,参加したいと思わない,850,185,15,18,214,40,21,36,6,3,2,13,7,0,1,2,5,2,0,0,22,25,11,2,1,0,0,0,2,1,32,384
参加したいスポーツ活動,ルールが簡単,736,262,50,53,161,47,45,36,9,3,3,13,27,8,7,35,36,10,6,5,35,43,25,10,6,6,8,1,21,2,27,202
参加したいスポーツ活動,自分のペースに合わせてできる,1218,358,76,72,346,68,50,67,13,2,5,20,32,15,5,36,42,7,8,8,48,57,29,13,10,7,9,4,30,12,62,359
参加したいスポーツ活動,汗をかかない,110,31,9,14,38,18,13,9,8,3,1,6,10,1,3,0,0,2,2,3,8,5,3,4,2,0,0,0,0,0,4,20
参加したいスポーツ活動,自宅で実施できる,424,149,23,31,149,40,32,45,13,3,6,13,11,1,6,11,10,3,4,3,22,28,13,6,3,2,4,1,7,2,23,95
参加したいスポーツ活動,短い時間で実施できる,539,174,35,32,183,39,37,39,9,6,1,17,19,5,3,15,14,6,5,5,32,38,14,7,3,3,6,2,14,4,27,125
参加したいスポーツ活動,上達したことが分かる,310,89,25,27,69,24,26,30,16,5,6,11,18,9,9,25,22,5,9,8,24,25,15,12,8,6,10,1,6,2,20,62
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,167,50,20,19,48,14,18,20,13,7,5,7,9,4,5,12,8,1,2,3,10,15,10,4,4,2,5,1,3,1,4,28
参加したいスポーツ活動,好きな種目を選べる,388,107,35,37,101,25,26,33,11,3,4,13,17,10,7,23,33,12,6,9,24,33,12,10,13,6,11,5,8,6,24,107
参加したいスポーツ活動,やったことがないスポーツを試せる,122,30,13,14,36,13,9,12,10,5,4,5,8,6,6,14,13,2,3,6,11,16,4,5,5,6,5,3,5,2,11,25
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,287,72,17,23,79,20,19,23,10,5,6,7,13,8,3,12,13,3,2,3,15,16,8,5,3,5,8,3,11,4,15,85
参加したいスポーツ活動,有名な選手に会える,72,24,14,10,16,13,6,7,5,1,2,4,5,2,5,6,5,2,3,5,7,12,7,4,6,3,3,2,2,0,1,22
参加したいスポーツ活動,親子で一緒に参加ができる,122,35,14,10,17,10,15,13,9,9,3,6,4,7,5,18,18,4,3,1,2,5,2,1,4,1,7,1,8,1,6,33
参加したいスポーツ活動,新しい友達をつくることができる,221,67,21,33,49,18,19,14,4,3,2,7,10,8,3,18,22,4,5,5,12,13,7,5,6,6,9,4,8,4,9,58
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,107,32,16,16,37,11,12,11,6,2,1,6,9,2,6,8,5,3,4,2,9,10,10,6,3,2,3,3,4,3,7,28
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,282,83,25,23,71,18,26,19,5,1,2,8,16,7,4,18,25,7,4,4,18,20,12,6,6,4,10,3,16,7,18,69
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,252,59,10,13,80,19,19,22,1,0,1,4,6,0,1,9,9,2,1,1,14,17,8,1,1,1,3,1,9,3,19,81
参加したいスポーツ活動,その他,33,7,1,0,12,3,2,2,0,0,0,0,3,0,0,1,1,0,0,1,2,1,2,2,1,1,1,0,0,0,10,11
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,274,42,3,4,50,2,5,10,0,1,0,3,0,0,0,0,0,0,0,0,3,4,3,0,1,0,0,0,1,0,5,164
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,344,146,43,40,88,29,28,24,7,4,3,10,14,7,6,15,12,5,6,4,23,20,7,6,7,2,6,2,5,3,18,65
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,375,131,45,34,130,38,37,34,11,5,6,16,18,6,5,15,11,3,5,4,27,20,8,5,7,1,4,0,7,2,18,83
スポーツ・運動の継続実施に必要なもの,会場までの送迎,360,125,36,26,113,36,24,26,8,1,2,14,19,9,5,19,16,3,5,3,18,15,11,5,6,4,4,1,10,4,22,71
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,274,75,27,23,84,25,39,40,13,12,5,16,10,5,7,19,14,5,5,3,12,18,7,4,4,3,6,1,14,3,20,48
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,463,153,40,26,146,39,46,39,11,3,5,20,22,11,7,30,25,7,7,4,25,34,13,6,4,3,8,2,16,5,27,91
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,120,42,12,13,35,18,16,16,11,4,5,10,5,3,5,11,8,1,1,3,4,4,0,1,1,0,3,0,4,3,10,16
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,232,76,24,17,75,26,27,26,14,7,2,13,18,4,8,16,10,5,4,4,19,19,8,6,3,2,5,2,10,3,17,44
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,138,54,16,17,42,14,19,16,7,2,4,9,7,2,4,11,8,2,4,1,13,17,5,4,5,2,4,0,6,3,8,26
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,109,26,16,10,32,15,19,16,13,7,5,7,7,5,8,7,5,2,3,1,5,5,4,1,1,3,3,0,5,1,10,21
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,280,77,18,21,131,29,22,27,10,3,7,14,17,6,9,9,11,2,5,2,26,28,14,8,4,4,5,2,11,3,19,45
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,136,41,15,18,29,7,7,8,4,1,2,6,7,5,6,14,16,6,5,6,9,15,7,7,8,7,8,3,5,0,8,28
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,172,45,16,18,53,14,8,13,7,0,2,7,7,6,3,14,11,1,1,1,8,12,6,4,8,4,7,2,5,2,14,44
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,314,82,25,22,98,17,22,29,3,2,3,14,8,4,5,20,22,6,6,4,17,22,10,3,5,3,10,4,19,8,28,84
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,89,23,9,6,23,8,10,8,5,1,1,1,1,1,5,4,5,1,3,0,6,8,2,2,2,1,2,1,4,2,9,24
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,258,79,15,14,94,21,22,25,8,3,4,9,9,2,3,13,11,2,2,2,15,15,6,3,3,1,5,1,12,3,22,56
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,331,95,23,41,83,19,20,15,3,2,1,7,14,7,4,21,35,9,3,5,20,29,14,6,10,6,10,4,12,5,18,78
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,291,96,28,21,81,22,21,20,8,0,2,12,14,5,5,25,33,6,5,4,20,23,12,6,5,3,7,2,14,7,16,65
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,157,56,16,15,39,11,11,9,4,1,1,5,7,3,4,14,23,1,2,2,13,17,8,5,3,1,6,2,7,5,11,36
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,356,95,22,26,99,20,26,26,5,0,1,10,13,7,4,18,26,4,4,5,19,30,8,5,6,5,11,3,15,9,29,93
スポーツ・運動の継続実施に必要なもの,その他,44,8,1,2,15,2,1,2,0,0,0,0,1,0,0,3,1,0,0,0,3,2,2,0,0,0,0,0,1,0,7,17
スポーツ・運動の継続実施に必要なもの,特にない,362,62,2,9,63,6,7,11,0,0,0,1,1,0,0,0,3,0,1,1,5,7,3,2,1,0,0,0,1,1,15,203
スポーツ・運動の継続実施に必要なもの,わからない,247,44,3,1,39,6,2,8,0,0,0,1,2,0,0,1,0,1,0,0,4,5,5,1,0,1,0,0,0,0,10,148
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,245,113,28,16,59,18,16,14,6,2,1,5,6,4,4,8,7,3,3,0,12,9,2,3,3,0,3,1,2,1,7,50
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,228,87,23,23,78,22,16,15,8,1,3,9,11,2,1,5,2,2,2,2,13,9,4,2,0,1,0,0,0,0,8,47
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,321,110,23,20,110,31,23,33,9,5,3,11,14,3,4,11,11,2,0,0,14,7,2,2,5,3,2,0,7,3,18,64
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,159,42,19,19,46,21,19,16,7,6,7,7,7,2,7,14,5,2,4,2,7,6,4,1,1,1,5,2,7,4,8,18
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,340,104,24,22,91,26,32,25,10,4,6,14,13,6,5,20,18,4,3,4,15,15,8,3,2,4,7,2,8,3,11,79
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,65,19,7,3,17,4,10,9,5,2,0,5,4,1,2,1,6,0,2,0,1,1,0,0,3,0,0,0,3,1,1,11
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,142,49,12,11,30,13,8,18,6,3,3,4,5,1,3,9,5,2,3,1,10,7,3,1,0,0,2,0,3,1,4,24
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,75,20,5,4,17,10,5,6,4,2,1,3,4,2,3,3,3,2,0,0,2,2,0,1,3,0,0,0,0,0,4,22
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,54,10,4,5,10,5,5,6,6,4,5,4,4,2,4,2,2,1,1,0,2,3,2,1,0,0,0,0,1,0,0,13
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,186,48,8,18,75,18,11,17,3,4,1,9,10,3,2,1,5,0,3,0,15,16,8,3,3,2,0,0,6,2,9,31
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,85,23,6,12,18,5,7,7,1,0,1,2,3,5,3,6,9,2,4,3,4,7,3,2,4,4,6,2,1,0,4,16
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,102,16,4,8,27,5,3,6,3,2,1,4,3,2,5,5,6,1,1,4,5,9,4,4,4,2,2,1,1,1,6,35
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,245,54,15,14,78,13,11,16,6,2,3,5,6,2,2,7,12,5,1,4,9,16,6,4,3,1,5,3,10,3,14,67
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,50,13,3,1,17,1,4,9,4,3,0,3,0,1,2,4,3,1,0,1,1,2,2,1,0,0,1,0,0,1,3,8
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,146,47,11,9,64,8,8,18,6,2,4,6,8,0,3,4,3,3,4,3,11,14,3,5,2,0,1,0,3,1,5,19
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,197,60,10,27,49,8,5,4,1,2,0,2,8,5,0,10,14,4,0,2,2,12,6,1,4,1,2,1,6,4,6,51
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,164,56,15,9,43,3,14,6,3,0,1,6,9,4,2,14,16,3,1,2,4,10,4,0,4,0,5,1,7,4,6,36
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,47,13,1,4,10,0,1,2,1,2,0,0,2,2,1,3,2,0,0,1,1,4,2,1,1,0,0,0,1,2,2,14
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,303,94,16,25,81,16,18,19,4,0,1,10,9,5,2,14,20,4,3,4,13,24,6,6,4,4,8,3,15,8,15,81
新たに別のスポーツ・運動を始めるために必要な支援,その他,23,5,1,0,4,1,0,2,0,0,0,0,2,0,0,3,1,0,0,0,1,2,2,0,0,0,0,0,2,0,4,10
