調査項目,回答,全体(人),スポーツ・運動が嫌いだから(人),スポーツ・運動に興味がないから(人),スポーツ・運動を楽しんだ経験がないから(人),疲れるから(人),人前に出るのが好きではないから(人),学校の体育や部活動等で苦手意識を持ったから(人),一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから(人),スポーツ以外に趣味があるから(人),忙しいから(人),その他(人),わからない(人)
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,その他,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,特にない,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,わからない,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,その他,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,0,0,0,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,わからない,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,10,2,3,0,2,1,0,0,1,0,0,3
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,13,3,3,0,2,1,0,0,1,1,1,6
スポーツを始めるきっかけとして必要な支援,会場までの送迎,26,5,4,3,5,3,0,3,4,0,3,4
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,11,3,5,3,5,2,2,4,2,0,1,1
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,38,9,13,8,10,5,4,4,5,1,4,5
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,11,1,4,2,3,3,1,3,1,1,4,1
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,9,3,6,3,5,2,2,2,2,0,0,2
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,4,0,0,0,1,1,0,0,1,0,1,2
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,4,0,1,0,0,0,0,0,1,0,0,2
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,22,7,8,5,10,4,2,3,3,1,2,3
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,3,0,0,0,0,0,0,0,2,1,1,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,5,1,1,2,2,2,1,1,2,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,9,2,1,1,7,3,0,0,0,1,3,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,2,0,1,0,0,1,0,0,1,0,0,1
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,23,10,9,4,9,5,3,2,5,2,3,3
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,23,7,11,4,11,3,3,3,6,0,1,2
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,34,5,14,6,14,6,3,3,6,0,1,4
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,8,2,2,0,6,1,0,1,2,0,0,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,33,10,14,4,16,4,4,4,7,0,3,1
スポーツを始めるきっかけとして必要な支援,その他,8,5,2,2,3,0,0,0,0,0,2,2
スポーツを始めるきっかけとして必要な支援,特にない,272,70,64,10,58,18,9,3,28,18,32,71
スポーツを始めるきっかけとして必要な支援,わからない,246,48,39,9,52,17,4,1,14,12,10,122
スポーツ以外に関心のある事,旅行,132,30,41,11,46,14,8,5,17,6,9,30
スポーツ以外に関心のある事,グルメ・食べ歩き,136,45,44,18,48,12,4,4,16,6,9,26
スポーツ以外に関心のある事,買い物・ショッピング,108,35,35,13,40,10,7,5,15,5,4,19
スポーツ以外に関心のある事,テレビ視聴,213,50,51,18,72,25,7,4,27,6,27,38
スポーツ以外に関心のある事,動画配信サービス視聴,135,50,54,16,54,18,14,11,30,8,10,13
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,60,24,24,8,27,9,8,4,16,3,6,8
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,72,31,23,7,30,9,7,2,15,4,6,7
スポーツ以外に関心のある事,インターネット閲覧,141,43,53,16,58,23,12,9,34,12,8,17
スポーツ以外に関心のある事,映画鑑賞,94,30,30,7,36,9,7,4,20,4,5,14
スポーツ以外に関心のある事,読書,63,23,28,8,22,7,6,3,10,4,6,8
スポーツ以外に関心のある事,アニメ／漫画,95,43,43,8,38,12,8,3,20,9,4,11
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,91,40,37,10,40,19,10,8,29,10,4,9
スポーツ以外に関心のある事,写真の撮影,20,9,7,4,10,2,2,1,3,1,1,3
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,29,10,15,5,15,6,5,3,6,3,2,3
スポーツ以外に関心のある事,美術鑑賞,25,9,12,3,9,1,4,1,6,3,2,1
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,47,21,19,7,23,6,8,2,12,3,4,7
スポーツ以外に関心のある事,演劇・舞踏鑑賞,21,14,10,1,10,1,3,0,6,1,0,0
スポーツ以外に関心のある事,カラオケ,38,14,16,2,20,4,2,1,5,4,1,5
スポーツ以外に関心のある事,楽器の演奏,18,10,7,2,9,3,4,2,9,3,3,1
スポーツ以外に関心のある事,料理・菓子作り,32,7,16,6,18,6,2,2,6,1,2,4
スポーツ以外に関心のある事,園芸・ガーデニング,23,4,10,2,10,4,0,2,1,2,2,3
スポーツ以外に関心のある事,日曜大工,1,0,1,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,編み物・手芸,23,8,10,1,5,2,0,2,2,3,2,3
スポーツ以外に関心のある事,和裁・洋裁,7,2,5,1,2,3,0,1,1,1,1,0
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,1,1,1,0,1,1,0,1,1,1,0,0
スポーツ以外に関心のある事,ギャンブル,25,7,5,3,8,3,1,1,8,2,2,4
スポーツ以外に関心のある事,その他,36,10,16,2,12,7,3,1,11,4,7,4
スポーツ以外に関心のある事,特にない,165,19,14,2,16,4,1,2,1,5,15,103
情報入手先,家族,225,54,59,14,71,26,11,8,23,13,23,58
情報入手先,友人,92,28,29,8,33,8,7,4,13,10,3,13
情報入手先,学校や職場、施設の人,55,16,22,4,23,8,7,7,12,7,4,9
情報入手先,ボランティア,1,1,1,0,1,0,1,0,1,1,0,0
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,35,4,6,3,13,6,0,1,5,0,7,8
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,47,13,15,6,20,9,3,3,7,3,8,7
情報入手先,テレビ,327,80,87,20,94,38,10,6,37,16,32,71
情報入手先,ラジオ,55,10,11,5,13,4,2,1,6,4,7,16
情報入手先,新聞,87,17,19,5,23,10,2,2,5,6,10,19
情報入手先,雑誌,22,6,8,1,8,0,1,0,3,2,4,3
情報入手先,障害者団体の会合や機関誌,7,1,1,1,1,1,0,1,2,0,0,2
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,109,37,52,14,49,17,12,7,23,8,8,11
情報入手先,インターネットのニュースサイトやニュースアプリ,197,64,72,17,76,24,16,9,32,12,17,28
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,120,53,49,15,50,14,12,7,27,7,8,16
情報入手先,動画配信サービス（YouTubeなど）,104,44,52,16,52,18,13,8,29,6,6,6
情報入手先,行政の窓口,19,6,5,3,7,4,1,1,0,2,0,4
情報入手先,区市町村などの広報誌,38,9,16,5,16,5,2,1,8,4,3,3
情報入手先,その他,4,2,1,0,2,1,0,1,2,1,1,0
情報入手先,わからない,31,3,2,0,1,0,0,0,0,2,0,23
情報入手先,得ていない,93,11,5,1,6,1,1,1,3,2,6,65
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,34,9,11,3,12,7,2,2,9,2,1,6
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,27,9,13,3,14,7,5,2,7,3,2,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,94,37,41,9,44,22,11,5,26,9,9,6
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,20,7,6,2,8,3,1,1,4,2,3,2
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,548,116,107,30,113,34,12,12,36,25,46,202
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,124,40,36,10,38,17,9,8,15,4,11,29
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,537,117,113,29,124,39,14,10,48,30,45,187
デフリンピックの認知度,よく内容を知っている,11,1,2,0,4,1,1,0,1,1,0,5
デフリンピックの認知度,見たり聞いたりしたことがある,95,24,24,4,25,9,5,3,13,8,13,18
デフリンピックの認知度,知らない,560,133,125,35,134,47,17,15,50,25,43,193
デフリンピックに期待すること,競技観戦,15,1,5,0,5,0,0,1,1,1,3,3
デフリンピックに期待すること,記録の更新,10,4,2,1,1,1,0,1,2,0,2,2
デフリンピックに期待すること,日本人選手の活躍,48,7,16,4,14,4,0,2,6,3,7,6
デフリンピックに期待すること,外国人選手の活躍,6,1,2,0,2,1,0,0,3,1,1,1
デフリンピックに期待すること,国際交流の促進,20,3,8,2,6,2,1,1,5,2,1,3
デフリンピックに期待すること,大会記念グッズの展開,2,1,1,0,1,0,0,0,0,0,0,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,17,2,6,2,6,1,0,1,2,2,1,1
デフリンピックに期待すること,競技体験,4,1,1,0,2,0,0,0,1,0,0,0
デフリンピックに期待すること,大会への子供の参加,10,1,3,0,3,2,0,0,1,0,1,2
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,7,4,1,0,4,0,0,0,3,0,1,1
デフリンピックに期待すること,手話の普及と理解の促進,14,3,3,0,7,2,1,0,2,1,1,2
デフリンピックに期待すること,デフスポーツの普及と理解の促進,21,2,6,1,8,3,0,1,6,3,4,2
デフリンピックに期待すること,障害や障害者への理解の促進,57,7,15,2,22,9,1,2,13,4,10,5
デフリンピックに期待すること,その他,1,0,0,0,1,0,0,0,0,0,1,0
デフリンピックに期待すること,期待するものはない,556,142,125,32,128,44,21,13,45,26,40,201
