都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,,,,
131130,,東京都,渋谷区,アール・ブリュット ゼン＆ナウ Vol.3「ただよう記憶の世界」,アール・ブリュット ゼン＆ナウ Vol.3「タダヨウキオクノセカイ」,,2023-04-22,2023-06-25,,,,"国内外のアール・ブリュットの動向において、長く活躍を続ける作家と、近年発表の場を広げつつある作家を、さまざまな角度から紹介する展覧会シリーズ「アール・ブリュット ゼン＆ナウ」。
3回目となる「ただよう記憶の世界」では、さまざまな身体の感覚の記憶から生まれた作品に注目。一度見た風景やものを記憶し、再構築された作品など、作家のそれぞれの記憶の世界を紹介します。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,モノクローム　描くこと,モノクローム　エガクコト,,2023-07-22,2023-09-24,,,,"アール・ブリュットを新たな視点で紹介する企画展。
モノクロームをテーマに、限られた色の中で描かれる作品がもつ独自の世界に注目し、条件を絞ることで強いコントラストをもって見えてくる、多様な表現を紹介します。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,アール・ブリュット2023巡回展,アール・ブリュット2023ジュンカイテン,,,,,,"【東京都渋谷公園通りギャラリー】
2023年10月21日
～12月24日
【都内巡回会場】
2023年9月～10月
2024年1月～2月","アール・ブリュットの作家や作品を広く東京都内で紹介する巡回展。
東京都渋谷公園通りギャラリーのほか都内の二つの会場を巡回します。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,共棲の間合い,キョウセイノマアイ,,2024-02-10,2024-05-12,,,,共生、包摂性をテーマとする企画展で、影響し合い生きていることを意味する「共棲」に焦点を当て、同時代の現代美術のなかでも、他者との関係性や間柄に注目する作家や作品を紹介し、ダイバーシティの理解促進とインクルージョンへの意識向上に寄与します。鑑賞者の身近な存在との関係について、鑑賞者自身に置き換えて再考する機会を促す内容とすることで、日常生活や社会での他者理解を一歩前進させるきっかけを創出します。,,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,交流プログラム,コウリュウプログラム,,,,,,通年,さまざまな背景を持つ参加者が、参加者同士や他分野のアーティスト、専門家と交流することができる各種プログラム（トーク、ワークショップ、パフォーマンス、公開制作、アーカイブ映像上映など）を開催し、アートを通して社会における多様性や共生を考える機会を創出します。,,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,"交流プログラム
RAW03　パフォーマンス","コウリュウプログラム
RAW03　パフォーマンス",,2023-07-07,2023-07-09,,,,"音楽やダンス、演劇、対話など、展示という形式では扱うことが難しい「生の表現」が生まれる場として、アーティスト同士や観客の反応を踏まえながら展開するプログラムシリーズ「ＲＡＷ」。
シリーズ3回目は、ダンスアーティストなかむらくるみ主宰の自由な身体表現を楽しむダンスカンパニー「あら・おるず」による公演を行います。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,"交流プログラム
kids meet 03","コウリュウプログラム
kids meet 03",,2023-08-05,2023-08-06,,,,"さまざまなバックグラウンドを持つ子供たちが、アートの体験を通じて偶然の出会いや想像もできないものごとと巡り合い、対話する機会を創出する子供のプログラムシリーズ「kids meet」。
障害の有無にかかわらず参加・交流するインクルーシブな身体表現ワークショップを行います。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,"交流プログラム
いっしょにアトリエ","コウリュウプログラム
イッショニアトリエ",,,,,,"2023年8月後半
～9月24日

2023年10月1日
～31日",アーティストを招き、ものづくりをみんなで楽しむ空間を運営します。,,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,"交流プログラム
参加型ワークショップ","コウリュウプログラム
サンカガタワークショップ",,,,,,"2023年11月初旬
～12月24日",アーティストを招き、公開制作や参加型ワークショップを行います。,,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131130,,東京都,渋谷区,"交流プログラム
アートプロジェクト","コウリュウプログラム
アートプロジェクト",,,,,,"2023年4月
～2024年3月",多様な人々の対話と交流を重ねるアウトリーチ活動やプラットフォームづくりを行います。,,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
131059,,東京都,文京区,TOKAS-Emerging 2023,TOKAS-Emerging 2023,,,,,,"第1期
2023年4月8日
～5月7日

第2期
2023年5月20日 
～6月18日",これまでに300名以上の新たな才能を紹介してきた、若手アーティストの発掘、育成、支援プログラム。日本在住35歳以下の作家81組の応募の中から、6名を選出しました。平面や立体、映像、インスタレーションなど、2期に分けてそれぞれが個展を開催します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,トーキョーアーツアンドスペース本郷,文京区本郷2-4-16,,35.70315,139.7593121,JR中央線･総武線・都営地下鉄三田線・大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,"トーキョーアーツアンドスペース
レジデンス2023成果発表展","トーキョーアーツアンドスペース
レジデンス2023セイカハッピョウテン",,,,,,"第1期
2023年7月1日
～8月6日

第2期
2023年8月19日 
～9月24日",2006年より実施しているレジデンス･プログラムの参加作家による成果発表展。2021年度に海外の提携機関に派遣した作家やTOKASレジデンシー（東京都墨田区）に滞在した作家たちが、リサーチを経て発展させた作品を紹介します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,トーキョーアーツアンドスペース本郷,文京区本郷2-4-16,,35.70315,139.7593121,JR中央線･総武線・都営地下鉄三田線・大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,"TOKAS　Project　 Vol. 6
「東京×ケベック」","TOKAS　Project　 Vol. 6
「トウキョウ×ケベック」",,2023-10-07,2023-11-12,,,,海外の専門家やアート・センター、文化関連機関との連携プログラム。ケベック州政府在日事務所開設50周年を記念して、ケベックとのレジデンス・プログラムに参加した作家の展覧会を開催します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,トーキョーアーツアンドスペース本郷,文京区本郷2-4-16,,35.70315,139.7593121,JR中央線･総武線・都営地下鉄三田線・大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,OPEN SITE 8,OPEN SITE 8,,,,,,"第1期
2023年11月25日
～12月24日

第2期
2024年1月13日
～2月11日",ジャンルを問わず新しい表現を創造し、社会へと開いていく意欲に満ちた企画が集まるプラットフォームを目指した、企画公募プログラム。選出された展示とパフォーマンス企画のほか、TOKASによる推奨企画や普及プログラムなどを実施します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,トーキョーアーツアンドスペース本郷,文京区本郷2-4-16,,35.70315,139.7593121,JR中央線･総武線・都営地下鉄三田線・大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,ACT （Artists Contemporary TOKAS） Vol. 6,ACT （Artists Contemporary TOKAS） Vol. 6,,2024-02-24,2024-03-24,,,,TOKASの活動支援プログラムに参加経験があり、注目すべき活動を行っているアーティストを中心に企画展を開催します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,トーキョーアーツアンドスペース本郷,文京区本郷2-4-16,,35.70315,139.7593121,JR中央線･総武線・都営地下鉄三田線・大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,"オープン･スタジオ
2023-2024","オープン･スタジオ
2023-2024",,,,,,"2023年7月21日
～23日

2023年11月17日
～19日

2024年3月15日
～17日",TOKASレジデンシー（東京都墨田区）では年間約50組のクリエーターが滞在し、創作やリサーチを行っています。7月、11月、3月にはクリエーターの滞在中の活動や制作した作品を公開します。トークイベントや、スタッフによる作品解説、施設見学ツアーも行います。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,TOKASレジデンシー,墨田区立川2-14-7-1F （オフィス501）,,35.69226,139.802009,都営地下鉄新宿線・大江戸線・JR総武線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,夏のこどもワークショップ,ナツノコドモワークショップ,,,,,,2023年8月,アーティストを招き、子供を対象とした制作ワークショップをTOKASレジデンシーのスタジオを使って開催します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,TOKASレジデンシー,墨田区立川2-14-7-1F （オフィス501）,,35.69226,139.802009,都営地下鉄新宿線・大江戸線・JR総武線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,"Tokyo Contemporary Art Award 2021-2023
受賞記念展
「さばかれえぬ私（わたくし）へ」","Tokyo Contemporary Art Award 2021-2023
受賞記念展
「サバカレエヌ（ワタクシ）ヘ」",,2023-03-18,2023-06-18,,,,東京都とTOKASが2018年に創設した海外での活動に意欲がある中堅アーティストが対象の「Tokyo Contemporary Art Award」。第3回の受賞者、志賀理江子と竹内公太による展覧会を東京都現代美術館で開催し、本賞受賞を経て制作された新作を中心に展示します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131059,,東京都,文京区,"Tokyo Contemporary Art Award 2022-2024
受賞記念展","Tokyo Contemporary Art Award 2022-2024
ジュショウキネンテン",,,,,,2024年3月～6月,「Tokyo Contemporary Art Award」第4回の受賞者、サエボーグと津田道子による展覧会を東京都現代美術館で開催します。,,,トーキョーアーツアンドスペースオフィス,03-5245-1142,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.tokyoartsandspace.jp/index.html,,,,,
131067,,東京都,台東区,特別展「マティス展」,トクベツテン「マティステン」,,2023-04-27,2023-08-20,,,,20世紀を代表するフランスの巨匠、アンリ・マティス（1869－1954年)。モダン・アートの誕生に決定的な役割を果たした画家の各時代の代表的な作品によって、その豊かな光と色に満ちた造形的な冒険をたどります。世界最大規模のマティス・コレクションを所蔵するポンピドゥー・センターの全面的な協力を得て開催。日本では約20年ぶりとなる大回顧展です。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,都美セレクショングループ展 2023,トビセレクショングループテン 2023,,2023-06-10,2023-07-02,,,＊グループ毎に会場を分けて開催,従来の発想にとらわれず新しい表現を追求する現代作家たちの創作活動の支援を目的とし、東京都美術館の展示空間だからこそ実現可能な、グループによる展覧会企画を公募し実施します。2023年度は、審査により選出した3グループの展覧会を開催します。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,企画展「荒木珠奈展」,キカクテン「アラキタマナテン」,,2023-07-22,2023-10-09,,,,ニューヨークを拠点に、版画や立体、インスタレーションなど幅広い表現を続けている荒木珠奈（1970年?）の旧作から新作までを展示します。ギャラリーAの10ｍの吹き抜けの空間では、多様な人々を惹きつけ受け入れてきた上野という土地と、ニューヨークで移民として暮らす作家の関心を重ね合わせ、土地の記憶を映し出すような大型のインスタレーション作品を展示します。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,特別展「永遠の都―世界遺産ローマ展」,トクベツテン「エイエンノミヤコ―セカイイサンローマテン」,,2023-09-16,2023-12-10,,,,栄えある歴史と比類なき文化を誇る永遠の都ローマ。古代ローマ帝国の遺構群フォロ・ロマーノを見下ろす丘に建つカピトリーノ美術館の所蔵品を中心に、建国から古代の栄光、教皇たちの時代から近代まで、「永遠の都」と称される世界遺産ローマの2000年の歴史と芸術を、約70点の作品により紹介します。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,上野アーティストプロジェクト2023,ウエノアーティストプロジェクト2023,,2023-11-16,2024-01-08,,,,公募団体展とともに歩み続けてきた東京都美術館の歴史と伝統を踏まえ、毎年魅力的な企画テーマを設定し、公募団体などで活躍している作家を紹介する「上野アーティストプロジェクト」の第7弾。今回は、自然界のさまざまな生きものの中から、菌類、植物、動物（鳥、馬、牛、ゴリラ）など、ひとつのテーマを追求し、その姿を「うつす」ことに取り組んできた作り手たちに注目します。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,コレクション展,コレクションテン,,2023-11-16,2024-01-08,,,,同時開催の上野アーティストプロジェクトにあわせ、「動物園」をテーマに、都立美術館、博物館の作品を活用した展覧会を実施し、上野を訪れる美術愛好者に東京都のコレクションを積極的に紹介します。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,特別展「ウスター美術館展」,トクベツテン「ウスタービジュツカンテン」,,2024-01-27,2024-04-07,,,,ウスター美術館(アメリカ)のコレクションを中心に、印象派の国際的な広がりを紹介する展覧会。バルビゾン派など印象派誕生前夜から、モネやルノワールなどのフランス印象派、さらにアメリカをはじめとするフランス国外の状況まで、印象派の受容と展開をたどります。ほとんどが日本初公開で、アメリカ印象派の知られざる魅力を堪能いただく貴重な機会となります。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,"東京都美術館×東京藝術大学
「とびらプロジェクト」","トウキョウトビジュツカン×トウキョウゲイジュツダイガク
「トビラプロジェクト」",,,,,,通年,美術館を拠点にアートを介してコミュニティを育むソーシャルデザインプロジェクト「とびらプロジェクト」。毎年広く一般から募集するアート・コミュニケータ「とびラー」と、学芸員や大学の教員、そして第一線で活躍中の専門家がともに美術館を拠点に、芸術や文化資源を活かしながら、人と作品、人と人、人と場所をつなぐ活動を展開しています。年間を通して、一般の方が参加できるプログラムを実施し、2月頃にはフォーラムも開催しています。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,建築ツアー,ケンチクツアー,,,,,,奇数月の第3土曜日など年間10回程度,展覧会だけではなく、美術館の建物そのものも楽しんでほしい！そんな思いから始まったツアーです。東京都美術館のアート・コミュニケータ（とびラー）の案内で、館内外を散策し、建築の魅力に迫ります。ガイド個々人のオリジナリティが発揮され、それぞれ独自のツアーを展開中です。各回のツアー日時・内容は、美術館の公式ウェブサイトにて随時お知らせします。（要事前申込）,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,"障害のある方のための
特別鑑賞会",ショウガイノアルカタノタメノトクベツカンショウカイ,,,,,,特別展ごとに1回,障害のある方がゆったりと安心・安全に特別展を鑑賞できるよう、休室日に特別鑑賞会を開催しています。事前申込制で特別展ごとに1回開催し、東京都美術館のアート・コミュニケータ（とびラー）が当日のサポートをします。（要事前申込）,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,Museum Start あいうえの,Museum Start アイウエノ,,,,,,通年,Museum Start あいうえのは上野公園に集まる9つの文化施設が連携し、子供と大人が学びあえる環境を創造する「ラーニング・デザイン・プロジェクト」です。ファミリー&ティーンズ・プログラム、学校プログラム、ダイバーシティ・プログラムを年間を通して開催し、ミュージアムが持つ豊かな文化資源を使った主体的な学びの場を継続的に支援していきます。（要事前申込）,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,Creative Ageing ずっとび,Creative Ageing ズットビ,,,,,,通年,誰もがクリエイティブに歳を重ねられる社会を目指し、シニア世代の方々を対象にした参加型の鑑賞や異世代交流の機会、認知症のある方を対象にしたプログラムなどを企画しています。,,,東京都美術館,03-3823-6921,,,東京都美術館,台東区上野公園8-36,,35.71739,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.tobikan.jp/,,,,,
131067,,東京都,台東区,上野 de クラシック,ウエノ de クラシック,,,,,,"
2023年4月～2024年3月（全13回）
2023年4月20日 ほか","東京音楽コンクールの入賞者の支援を目的に開催するコンサートです。ソロやアンサンブルなどさまざまな形態の演奏をお届けします。平日の午前中を中心に、午後や夜にも開催予定です。

　会場：小ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"創遊・楽落らいぶ
－音楽家と落語家の
コラボレーション－","ソウユウ・ラクラクライブ
－オンガクカトラクゴカノ
コラボレーション－",,,,,,"2023年5月～2024年2月（全5回）
2023年5月25日 ほか","ミニ・コンサートと、落語と音楽のコラボレーションの2本立ての公演です。スペシャル版の夜公演は、外国人も楽しめるイラスト＆英語字幕付きで開催予定です。

　会場：小ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,《響の森》コンサート,＜ヒビキノモリ＞コンサート,,2023-05-01,2024-01-03,,,2023年5月1日と2024年1月3日の２回開催,"国内外で活躍する指揮者・ソリストを迎え、オーケストラによるコンサートを手頃な料金で鑑賞いただき、クラシック音楽の魅力をお伝えします。

  指揮：広上淳一（5月1日）
　出演：小林海都（ピアノ）（5月1日）
　管弦楽：東京都交響楽団
　
　会場：大ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"夏休み子ども音楽会2023
《上野の森文化探検》","ナツヤスミコドモオンガクカイ2023
《ウエノノモリブンカタンケン》",,2023-07-23,2023-07-23,,,,"指揮者の解説を交えた、フルオーケストラによるファミリー向けのクラシックコンサートです。上野地域の美術館、博物館などに無料や割引料金で入場できる特典付きです。

　指揮とお話：大友直人
　管弦楽：東京都交響楽団

　会場：大ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"第21回
東京音楽コンクール","ダイ21カイ
トウキョウオンガクコンクール",,,,,,"第2次予選
2023年8月19日、
20日、21日

本選
2023年8月25日、
27日、29日","新人若手音楽家の発掘を目的としたコンクールです。2023年度は、ピアノ、弦楽、木管の3部門を対象に開催します。
本選ではオーケストラ伴奏による演奏審査を行い、各部門の第1位から第3位の入賞者などを選出し、表彰式を行います。

　第2次予選（公開審査）　会場：小ホール
　8月19日：木管部門、20日：ピアノ部門、21日：弦楽部門

　本選（公開審査）　会場：大ホール
　8月25日：木管部門、27日：ピアノ部門、29日：弦楽部門",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"東京文化会館オペラBOX
『Help! Help! グロボリンクスだ！?エイリアン襲来!!?』","トウキョウブンカカイカンオペラBOX
『Help! Help! グロボリンクスだ！?エイリアンシュウライ!?』",,2023-09-24,2023-09-24,,,,"小ホールの特性を活かした特色あるオペラ公演を、上野中央通り商店会との共催で、東京音楽コンクール入賞者を起用して開催します。今回は、2017年に上演したメノッティのオペラを、ワークショップ参加の子供たちとともに再演します。
　
　指揮：柴田真郁
　演出：岩田達宗

　会場：小ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"舞台芸術創造事業
「曾根崎心中」","ブタイゲイジュツソウゾウジギョウ「ソネザキシンジュウ」
",,2023-12-16,2023-12-16,,,,"実験的、前衛的な舞台芸術作品を多彩なコラボレーションにより創造・発信する舞台芸術創造事業。これまで東京文化会館とは海外作品に取り組んできた人形劇俳優の平常が、日本古典の名作「曾根崎心中」で新境地を開きます。

　脚本・演出・人形操演：平 常（たいらじょう）
　選曲：宮田 大
　演奏：田原綾子（ヴィオラ）
　        大田智美（アコーディオン）　
　
　会場：小ホール　",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"第21回
東京音楽コンクール
優勝者＆最高位入賞者コンサート","ダイ21カイ
トウキョウオンガクコンクール
ユウショウシャ＆サイコウイニュウショウシャコンサート",,2024-01-08,2024-01-08,,,,"第21回東京音楽コンクール各部門優勝者・最高位入賞者の披露演奏会です。各演奏後の司会者によるインタビューを通し、ソリストの人柄も紹介します。

　ソリスト：ピアノ部門、弦楽部門、木管部門の各優勝者又は最高位入賞者
　管弦楽：新日本フィルハーモニー交響楽団
　
　会場：大ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"舞台芸術創造事業
カイヤ・サーリアホ生誕70周年記念","ブタイゲイジュツソウゾウジギョウ
カイヤ・サーリアホセイタン70シュウネンキネン",,2024-01-13,2024-01-13,,,,"70歳を迎えさらに人気の高まるフィンランド出身の作曲家サーリアホが自ら選出した新進気鋭の作曲家の新作などを取り上げる前半に続き、後半は日本を代表するダンサー森山開次と、欧州で頭角を現す若手作曲家のコラボレーションをお届けします。

　作曲：カイヤ・サーリアホ
　        ジョセフィーヌ・シュテファンソン　ほか
　振付・ダンス：森山開次
　
　会場：小ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"東京文化会館
公開リハーサル",トウキョウブンカカイカンコウカイリハーサル,,,,,,"全1回開催
（開催日未定）","通常は非公開の「音楽創り」を進めていく過程を無料公開します。新たな公演の魅力や楽しみ方を発見できる事業です。

　会場：大ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"東京文化会館
バックステージツアー","トウキョウブンカカイカン
バックステージツアー",,,,,,"複数回開催
（開催日未定）","普段見ることのできない舞台裏などの見学を通して、東京文化会館の歴史と事業を多くの方々に知っていただき、親しみを深めていただく機会を提供します。＜舞台編＞と＜建築編＞を開催します。

　ツアー内容：大ホール舞台装置や出演者が残したサインの見学、照明の操作体験など
　
　会場：大ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,ティータイムコンサート,ティータイムコンサート,,,,,,"複数回開催予定
（開催日未定）","昼下がりのひと時、大ホールのホワイエで行う無料のコンサートです。
　
　出演者：東京都交響楽団員
　
　会場：大ホール ホワイエ",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
131067,,東京都,台東区,"東京音楽コンクール
入賞者支援リサイタル","トウキョウオンガクコンクール
ニュウショウシャシエンリサイタル",,,,,,"全5回程度開催
2023年8月26日 ほか","東京音楽コンクールの入賞者の支援を目的に、入賞者と東京文化会館との共催によるリサイタルを開催します。

　会場：小ホール",,,東京文化会館,03-3828-2111,,,東京文化会館,台東区上野公園5-45,,35.71443,139.7756714,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.t-bunka.jp/,,,,,
