調査項目,回答,全体(人),授業の内容のとおりに身体を動かすことができないから(人),自分にはできないと思ったから(人),他の生徒や先生に迷惑をかけると思ったから(人),参加するために必要なスポーツ用具がなかったから(人),医師から止められていたから(人),学校の先生から見学するように言われたから(人),身体を動かすことが怖いから(人),その他(人)
スポーツを始めるきっかけとして必要な支援,会場までの送迎,3,2,1,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,5,3,1,0,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,1,1,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,2,1,0,0,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,1,0,0,0,0,1,1,0,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,2,2,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,1,0,0,0,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,1,0,0,0,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,2,0,0,0,0,0,0,0,2
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,2,0,0,0,0,0,0,0,2
スポーツを始めるきっかけとして必要な支援,その他,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,特にない,5,0,3,0,0,0,0,2,0
スポーツを始めるきっかけとして必要な支援,わからない,5,0,1,0,0,0,0,1,3
スポーツ以外に関心のある事,旅行,10,2,2,0,0,1,1,0,5
スポーツ以外に関心のある事,グルメ・食べ歩き,8,2,2,1,0,0,1,1,3
スポーツ以外に関心のある事,買い物・ショッピング,6,1,2,2,0,0,1,0,2
スポーツ以外に関心のある事,テレビ視聴,10,1,3,2,0,0,0,0,6
スポーツ以外に関心のある事,動画配信サービス視聴,13,1,5,2,0,0,0,1,5
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,5,0,3,0,0,0,0,0,2
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,4,0,2,0,0,0,0,0,2
スポーツ以外に関心のある事,インターネット閲覧,13,1,5,1,0,0,0,1,6
スポーツ以外に関心のある事,映画鑑賞,6,1,1,1,0,1,1,0,3
スポーツ以外に関心のある事,読書,2,1,1,0,0,1,1,0,0
スポーツ以外に関心のある事,アニメ／漫画,13,2,3,3,0,1,2,1,5
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,16,0,5,1,0,1,1,1,8
スポーツ以外に関心のある事,写真の撮影,5,1,1,0,0,1,2,0,1
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,4,0,1,0,0,1,1,0,2
スポーツ以外に関心のある事,美術鑑賞,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,2,0,0,0,0,1,1,0,1
スポーツ以外に関心のある事,演劇・舞踏鑑賞,2,0,0,1,0,0,0,0,1
スポーツ以外に関心のある事,カラオケ,1,0,1,0,0,0,0,0,0
スポーツ以外に関心のある事,楽器の演奏,1,0,0,1,0,0,0,0,0
スポーツ以外に関心のある事,料理・菓子作り,7,1,1,1,0,0,0,0,5
スポーツ以外に関心のある事,園芸・ガーデニング,1,0,0,0,0,1,1,0,0
スポーツ以外に関心のある事,日曜大工,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,編み物・手芸,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,和裁・洋裁,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,ギャンブル,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,その他,2,0,0,0,0,0,0,0,2
スポーツ以外に関心のある事,特にない,5,3,0,0,1,0,0,2,0
情報入手先,家族,23,7,5,3,0,1,2,1,9
情報入手先,友人,5,1,2,0,0,1,1,0,1
情報入手先,学校や職場、施設の人,5,4,0,1,0,0,1,0,1
情報入手先,ボランティア,4,1,1,3,0,0,1,0,0
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,1,0,0,1,0,0,0,0,0
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,2,1,1,0,0,0,0,0,0
情報入手先,テレビ,12,1,4,0,0,0,0,1,7
情報入手先,ラジオ,1,0,0,0,0,1,1,0,0
情報入手先,新聞,1,0,1,0,0,0,0,0,0
情報入手先,雑誌,1,0,0,0,0,1,1,0,0
情報入手先,障害者団体の会合や機関誌,2,1,1,1,0,0,0,0,0
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,4,2,2,0,0,0,0,0,1
情報入手先,インターネットのニュースサイトやニュースアプリ,12,3,4,0,0,0,1,0,5
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,7,1,5,0,0,1,1,0,1
情報入手先,動画配信サービス（YouTubeなど）,14,2,5,1,0,0,0,1,6
情報入手先,行政の窓口,0,0,0,0,0,0,0,0,0
情報入手先,区市町村などの広報誌,0,0,0,0,0,0,0,0,0
情報入手先,その他,0,0,0,0,0,0,0,0,0
情報入手先,わからない,0,0,0,0,0,0,0,0,0
情報入手先,得ていない,3,1,0,0,1,0,0,2,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,7,3,1,3,0,0,1,0,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,10,3,3,4,0,0,1,0,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,16,1,7,2,0,0,0,0,7
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,7,1,0,1,0,0,1,2,2
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,15,5,4,0,1,1,1,3,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,26,5,8,4,1,0,1,1,10
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,16,4,4,2,0,1,2,4,2
デフリンピックの認知度,よく内容を知っている,1,1,1,0,0,0,0,0,0
デフリンピックの認知度,見たり聞いたりしたことがある,8,1,2,3,0,0,2,1,1
デフリンピックの認知度,知らない,33,7,9,3,1,1,1,4,11
デフリンピックに期待すること,競技観戦,4,2,0,3,1,0,1,0,0
デフリンピックに期待すること,記録の更新,1,0,1,0,0,0,0,0,0
デフリンピックに期待すること,日本人選手の活躍,11,4,3,4,1,0,1,0,3
デフリンピックに期待すること,外国人選手の活躍,5,2,2,1,0,0,2,0,0
デフリンピックに期待すること,国際交流の促進,3,1,1,0,0,0,0,0,1
デフリンピックに期待すること,大会記念グッズの展開,0,0,0,0,0,0,0,0,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,4,1,1,2,0,0,1,1,0
デフリンピックに期待すること,競技体験,1,1,0,1,0,0,1,0,0
デフリンピックに期待すること,大会への子供の参加,2,2,0,1,0,0,1,0,0
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,1,0,1,0,0,0,0,0,0
デフリンピックに期待すること,手話の普及と理解の促進,1,0,0,0,0,0,0,0,1
デフリンピックに期待すること,デフスポーツの普及と理解の促進,1,0,0,1,0,0,0,0,0
デフリンピックに期待すること,障害や障害者への理解の促進,6,3,1,1,0,0,1,0,3
デフリンピックに期待すること,その他,0,0,0,0,0,0,0,0,0
デフリンピックに期待すること,期待するものはない,20,3,5,0,0,1,1,4,7
