調査項目,回答,全体(人),自分の家(人),習いごと（塾や英会話等の学習系）(人),習いごと（スイミングやサッカー等のスポーツ系）(人),習いごと（音楽や習字等の芸術系）(人),児童通所サービス（放課後等デイサービス等）(人),学童保育(人),広場や公園(人),学校（校庭や体育館）(人),児童館や図書館などの公共施設(人),その他(人)
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,112,71,11,11,7,55,10,8,6,3,1
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,21,8,3,7,3,6,1,1,1,1,1
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,28,14,5,3,5,12,4,3,3,1,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,17,10,1,0,1,4,1,1,1,0,1
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,18,10,5,0,5,6,3,3,1,0,0
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,21,11,4,7,1,5,4,2,3,1,1
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,25,17,6,3,6,4,2,4,8,2,1
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,21,16,3,2,1,4,3,4,4,0,1
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,37,18,5,5,5,18,4,3,2,0,0
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,11,5,2,2,3,5,3,2,0,0,2
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,14,7,5,2,5,4,5,4,1,1,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,47,34,10,12,6,15,1,5,11,3,1
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,50,33,7,7,7,20,2,6,7,5,2
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,13,7,2,3,2,4,1,2,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,91,69,11,19,6,46,5,13,12,6,0
新たに別のスポーツ・運動を始めるために必要な支援,その他,5,5,0,1,0,2,0,1,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,35,25,7,2,3,6,0,2,3,1,2
新たに別のスポーツ・運動を始めるために必要な支援,わからない,33,27,5,2,0,8,2,2,1,3,0
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,8,4,0,0,0,4,1,0,0,0,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,5,3,0,0,0,2,0,0,0,1,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,17,11,0,0,0,5,1,0,0,1,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,9,7,0,0,0,3,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,25,18,1,0,0,8,2,0,0,1,0
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,5,4,0,0,0,3,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,8,7,1,0,0,3,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,6,6,1,0,0,3,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,2,2,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,4,2,1,0,0,0,1,0,0,0,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,3,2,0,0,0,0,1,0,0,1,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,4,2,0,0,0,2,1,0,0,0,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,2,2,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,3,2,0,0,0,0,1,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,13,12,3,1,0,2,0,0,0,1,1
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,16,12,3,1,0,4,1,0,0,1,1
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,4,3,1,0,0,1,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,16,12,2,0,0,7,1,0,0,0,0
スポーツを始めるきっかけとして必要な支援,その他,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,特にない,19,18,2,1,1,3,0,1,1,0,0
スポーツを始めるきっかけとして必要な支援,わからない,30,25,1,0,1,5,2,0,0,0,0
スポーツ以外に関心のある事,旅行,162,122,35,22,14,50,12,17,14,11,2
スポーツ以外に関心のある事,グルメ・食べ歩き,166,124,26,17,12,52,6,16,11,8,4
スポーツ以外に関心のある事,買い物・ショッピング,93,64,21,10,11,23,7,10,9,2,3
スポーツ以外に関心のある事,テレビ視聴,160,115,23,24,13,63,10,12,15,8,1
スポーツ以外に関心のある事,動画配信サービス視聴,235,168,33,31,19,79,12,22,22,12,6
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,91,64,15,12,9,20,5,11,9,3,5
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,71,58,17,10,5,6,3,11,9,4,5
スポーツ以外に関心のある事,インターネット閲覧,133,103,24,18,9,34,9,17,10,7,4
スポーツ以外に関心のある事,映画鑑賞,93,78,20,16,9,21,3,12,10,3,2
スポーツ以外に関心のある事,読書,51,35,20,11,10,18,6,11,7,7,1
スポーツ以外に関心のある事,アニメ／漫画,155,114,33,25,13,43,8,17,16,7,4
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,190,137,31,28,20,61,14,26,24,9,7
スポーツ以外に関心のある事,写真の撮影,65,44,14,10,9,21,6,11,6,10,1
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,111,73,23,22,15,44,10,19,13,7,2
スポーツ以外に関心のある事,美術鑑賞,21,15,9,7,4,7,4,8,3,3,0
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,31,19,9,5,6,5,4,6,7,2,2
スポーツ以外に関心のある事,演劇・舞踏鑑賞,16,11,4,2,4,5,3,3,0,1,0
スポーツ以外に関心のある事,カラオケ,63,43,11,9,4,21,5,10,6,4,2
スポーツ以外に関心のある事,楽器の演奏,34,20,5,6,5,10,5,5,4,2,1
スポーツ以外に関心のある事,料理・菓子作り,54,40,8,8,6,17,3,10,3,1,2
スポーツ以外に関心のある事,園芸・ガーデニング,13,5,6,3,4,4,3,2,1,0,0
スポーツ以外に関心のある事,日曜大工,8,4,5,3,2,1,3,2,0,0,0
スポーツ以外に関心のある事,編み物・手芸,10,6,1,0,2,1,2,3,0,0,1
スポーツ以外に関心のある事,和裁・洋裁,3,2,1,1,1,2,1,1,1,1,0
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,10,6,2,1,1,6,1,3,1,2,0
スポーツ以外に関心のある事,ギャンブル,1,0,0,0,1,0,0,0,0,0,0
スポーツ以外に関心のある事,その他,13,8,1,3,0,8,1,1,1,0,1
スポーツ以外に関心のある事,特にない,31,27,2,1,0,9,0,0,0,0,0
情報入手先,家族,323,240,45,42,17,99,21,26,23,14,3
情報入手先,友人,192,143,40,33,16,44,13,23,25,13,6
情報入手先,学校や職場、施設の人,223,140,28,25,13,97,12,18,22,13,5
情報入手先,ボランティア,25,17,6,7,5,7,5,4,2,3,1
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,30,12,9,5,8,16,4,6,1,2,0
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,41,23,8,8,5,18,4,6,2,2,1
情報入手先,テレビ,172,122,23,21,14,58,12,17,17,11,3
情報入手先,ラジオ,20,13,8,3,7,6,4,6,3,3,0
情報入手先,新聞,18,11,8,4,7,5,6,6,3,2,0
情報入手先,雑誌,20,10,7,5,7,6,3,4,2,4,0
情報入手先,障害者団体の会合や機関誌,14,3,5,1,5,9,2,5,1,1,0
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,74,57,14,12,6,24,2,13,8,7,2
情報入手先,インターネットのニュースサイトやニュースアプリ,110,84,21,14,8,24,7,13,11,9,3
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,111,80,24,15,13,11,8,12,13,4,6
情報入手先,動画配信サービス（YouTubeなど）,178,131,27,29,11,61,12,24,19,11,5
情報入手先,行政の窓口,14,8,3,3,2,7,0,2,1,3,0
情報入手先,区市町村などの広報誌,10,5,2,3,2,7,0,2,2,4,0
情報入手先,その他,1,1,0,0,0,1,0,0,0,0,0
情報入手先,わからない,11,8,1,0,0,5,0,0,0,0,0
情報入手先,得ていない,17,13,0,1,0,7,0,0,0,0,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,146,99,29,23,19,41,16,22,16,7,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,143,97,28,25,22,43,16,19,13,7,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,215,151,40,34,27,68,18,28,20,13,7
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,76,54,15,11,13,15,8,13,7,5,2
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,174,119,12,10,3,63,9,2,7,2,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,324,214,53,41,28,100,26,23,27,11,7
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,154,111,17,12,8,52,6,4,4,4,0
デフリンピックの認知度,よく内容を知っている,51,29,20,13,11,12,12,11,1,2,0
デフリンピックの認知度,見たり聞いたりしたことがある,124,82,19,13,13,37,4,7,10,7,2
デフリンピックの認知度,知らない,329,234,36,33,17,107,18,17,24,7,6
デフリンピックに期待すること,競技観戦,99,67,20,9,11,25,6,9,11,5,1
デフリンピックに期待すること,記録の更新,40,29,9,2,6,15,5,5,3,2,0
デフリンピックに期待すること,日本人選手の活躍,129,86,23,22,13,45,9,8,17,7,4
デフリンピックに期待すること,外国人選手の活躍,33,27,10,5,3,10,3,5,5,1,2
デフリンピックに期待すること,国際交流の促進,56,41,11,10,9,15,5,10,10,2,2
デフリンピックに期待すること,大会記念グッズの展開,24,10,13,7,11,9,7,10,4,2,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,42,30,13,8,8,18,6,11,3,3,1
デフリンピックに期待すること,競技体験,35,23,7,6,6,15,3,6,5,4,1
デフリンピックに期待すること,大会への子供の参加,55,33,13,16,11,24,7,11,8,4,0
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,33,22,12,9,8,12,5,10,6,4,2
デフリンピックに期待すること,手話の普及と理解の促進,32,24,9,11,6,12,5,9,4,2,2
デフリンピックに期待すること,デフスポーツの普及と理解の促進,60,39,9,6,6,21,3,9,5,4,2
デフリンピックに期待すること,障害や障害者への理解の促進,99,71,4,8,3,47,5,10,7,5,4
デフリンピックに期待すること,その他,2,1,0,1,0,2,0,0,0,0,0
デフリンピックに期待すること,期待するものはない,178,134,22,15,8,48,8,8,6,5,2
