調査項目,回答,全体(人),家族(人),友人(人),学校や職場、施設の人(人),ボランティア(人),ホームヘルパー、ガイドヘルパーなどの支援者(人),医師や看護師、理学療法士、作業療法士などの医療関係者(人),テレビ(人),ラジオ(人),新聞(人),雑誌(人),障害者団体の会合や機関誌(人),検索エンジンを活用（Yahoo!、Googleなど）(人),インターネットのニュースサイトやニュースアプリ(人),ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）(人),動画配信サービス（YouTubeなど）(人),行政の窓口(人),区市町村などの広報誌(人),その他(人),わからない(人),得ていない(人)
実施したきっかけ,スポーツ団体等の関係者から誘われた,11,7,5,5,2,0,2,4,1,2,1,2,4,4,7,5,1,3,0,0,0
実施したきっかけ,スポーツイベントや体験会等で興味を持った,18,10,8,8,3,1,4,11,2,0,1,2,10,9,9,10,3,4,0,0,0
実施したきっかけ,スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った,6,4,4,1,0,0,1,4,0,0,1,0,4,3,3,2,1,1,0,0,0
実施したきっかけ,福祉施設で実施している運動プログラムに参加して,36,26,12,17,2,7,9,21,3,7,4,2,9,10,6,11,5,9,1,0,1
実施したきっかけ,行政の広報誌,15,8,4,2,0,1,5,10,0,2,2,1,6,9,3,5,5,9,0,0,0
実施したきっかけ,その他,89,33,28,20,0,5,21,43,9,15,6,5,32,54,37,33,7,15,1,3,0
実施したきっかけ,特にきっかけはない・なんとなく,676,299,179,140,5,9,31,314,68,84,45,10,199,285,230,177,30,57,1,25,37
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,849,475,296,200,32,52,90,400,91,136,66,27,211,297,235,211,40,64,2,10,17
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,600,280,181,139,28,51,91,283,72,91,53,24,150,234,191,157,38,73,2,8,13
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,732,320,171,111,12,61,106,384,65,115,44,16,203,288,190,177,49,74,5,18,25
スポーツ・運動への取組意向,スポーツや運動に関心はない,1045,371,143,114,4,42,80,484,86,124,36,13,179,310,192,173,37,61,7,48,126
実施していない理由,医師に止められており、身体的にできない,127,53,17,9,1,10,23,70,11,18,7,2,22,38,24,23,6,8,1,2,8
実施していない理由,どのくらい体を動かしたらよいかわからない,74,38,16,8,0,8,15,36,5,12,2,2,20,28,18,21,4,9,0,0,1
実施していない理由,身近なところにスポーツや運動ができる場所がない,61,27,14,13,0,2,10,30,4,4,0,1,19,28,20,19,4,10,1,1,2
実施していない理由,スポーツや運動ができる場所への移動手段がない,40,15,5,9,1,4,10,23,1,2,1,0,9,17,11,10,3,6,2,0,1
実施していない理由,自分に合ったスポーツや運動の情報がない,89,44,16,21,1,7,16,53,6,14,4,1,27,44,21,21,6,15,1,4,1
実施していない理由,一緒にできる仲間がいない,96,45,24,19,0,6,12,56,11,18,2,5,19,39,20,24,4,9,1,2,3
実施していない理由,介助者がいない,93,48,13,15,2,17,20,51,11,16,6,3,17,26,10,15,3,6,2,1,3
実施していない理由,金銭的な余裕がない,117,39,21,15,2,6,16,66,14,13,9,2,33,53,34,33,8,17,3,3,5
実施していない理由,時間がない,90,37,28,24,1,4,5,37,8,11,5,0,28,39,28,24,5,9,1,3,5
実施していない理由,必要な競技用具や補助具がない,42,17,9,8,0,5,9,24,7,5,2,0,8,12,3,7,2,3,0,1,4
実施していない理由,その他,87,31,11,12,0,10,19,50,11,18,5,1,17,28,9,14,6,6,2,3,10
実施していない理由,活動したいと思わない,666,225,92,55,1,35,47,327,55,87,22,7,109,197,120,104,19,38,4,31,93
活動したいと思わない理由,スポーツ・運動が嫌いだから,158,54,28,16,1,4,13,80,10,17,6,1,37,64,53,44,6,9,2,3,11
活動したいと思わない理由,スポーツ・運動に興味がないから,151,59,29,22,1,6,15,87,11,19,8,1,52,72,49,52,5,16,1,2,5
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,39,14,8,4,0,3,6,20,5,5,1,1,14,17,15,16,3,5,0,0,1
活動したいと思わない理由,疲れるから,163,71,33,23,1,13,20,94,13,23,8,1,49,76,50,52,7,16,2,1,6
活動したいと思わない理由,人前に出るのが好きではないから,57,26,8,8,0,6,9,38,4,10,0,1,17,24,14,18,4,5,1,0,1
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,23,11,7,7,1,0,3,10,2,2,1,0,12,16,12,13,1,2,0,0,1
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,18,8,4,7,0,1,3,6,1,2,0,1,7,9,7,8,1,1,1,0,1
活動したいと思わない理由,スポーツ以外に趣味があるから,64,23,13,12,1,5,7,37,6,5,3,2,23,32,27,29,0,8,2,0,3
活動したいと思わない理由,忙しいから,34,13,10,7,1,0,3,16,4,6,2,0,8,12,7,6,2,4,1,2,2
活動したいと思わない理由,その他,56,23,3,4,0,7,8,32,7,10,4,0,8,17,8,6,0,3,1,0,6
活動したいと思わない理由,わからない,216,58,13,9,0,8,7,71,16,19,3,2,11,28,16,6,4,3,0,23,65
学校体育の参加状況,参加していて、体育が好きである,279,191,128,149,14,23,25,96,13,14,14,12,43,59,57,107,11,8,1,5,4
学校体育の参加状況,参加しているが、体育は好きではない,146,91,55,59,7,5,11,58,6,3,5,0,27,38,43,55,2,2,0,2,2
学校体育の参加状況,参加していない,42,23,5,5,4,1,2,12,1,1,1,2,4,12,7,14,0,0,0,0,3
学校体育の参加状況,わからない,37,18,4,10,0,1,3,6,0,0,0,0,0,1,4,2,1,0,0,4,8
学校体育に参加しない理由,授業の内容のとおりに身体を動かすことができないから,9,7,1,4,1,0,1,1,0,0,0,1,2,3,1,2,0,0,0,0,1
学校体育に参加しない理由,自分にはできないと思ったから,12,5,2,0,1,0,1,4,0,1,0,1,2,4,5,5,0,0,0,0,0
学校体育に参加しない理由,他の生徒や先生に迷惑をかけると思ったから,6,3,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
学校体育に参加しない理由,参加するために必要なスポーツ用具がなかったから,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
学校体育に参加しない理由,医師から止められていたから,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
学校体育に参加しない理由,学校の先生から見学するように言われたから,3,2,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
学校体育に参加しない理由,身体を動かすことが怖いから,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
学校体育に参加しない理由,その他,12,9,1,1,0,0,0,7,0,0,0,0,1,5,1,6,0,0,0,0,0
スポーツ・運動の参加方法,現地の会場で対面での参加,1083,598,389,312,47,87,127,517,106,144,82,27,274,380,309,308,59,111,4,8,16
スポーツ・運動の参加方法,リモート参加,134,46,32,17,11,12,31,51,14,23,10,7,28,33,27,21,5,8,0,1,3
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,241,109,75,54,11,21,32,104,23,39,26,17,64,94,84,72,22,28,1,2,5
スポーツ・運動の参加方法,参加したいと思わない,1768,693,295,181,7,86,177,879,171,260,81,29,377,622,388,317,78,125,11,73,157
参加したいスポーツ活動,ルールが簡単,891,534,283,258,42,55,106,421,96,119,60,25,218,281,248,241,60,84,3,12,22
参加したいスポーツ活動,自分のペースに合わせてできる,1507,825,501,351,40,103,211,832,166,269,131,45,439,627,464,445,107,177,10,13,25
参加したいスポーツ活動,汗をかかない,151,63,39,20,5,20,37,79,23,36,19,8,52,67,43,40,12,17,2,0,4
参加したいスポーツ活動,自宅で実施できる,570,297,173,100,28,57,132,343,76,122,57,23,184,252,169,167,61,87,3,5,4
参加したいスポーツ活動,短い時間で実施できる,705,370,224,154,19,59,123,412,90,149,71,28,228,299,226,223,65,99,5,6,8
参加したいスポーツ活動,上達したことが分かる,362,204,134,110,23,34,57,187,61,44,31,22,118,146,126,146,39,44,3,4,3
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,203,103,64,66,13,27,35,106,23,19,19,13,65,83,87,84,19,27,1,2,0
参加したいスポーツ活動,好きな種目を選べる,468,260,198,155,21,38,77,269,64,81,61,21,185,234,173,195,42,74,1,4,3
参加したいスポーツ活動,やったことがないスポーツを試せる,138,76,69,54,15,18,23,73,18,19,17,8,50,77,60,62,10,24,1,1,0
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,355,183,128,106,16,26,61,192,43,70,42,14,135,179,122,131,34,60,3,2,5
参加したいスポーツ活動,有名な選手に会える,85,43,35,32,9,13,17,50,14,14,10,5,37,43,34,35,9,13,0,0,1
参加したいスポーツ活動,親子で一緒に参加ができる,149,103,56,69,9,17,20,72,8,14,11,12,37,50,33,53,12,11,2,1,0
参加したいスポーツ活動,新しい友達をつくることができる,263,162,128,98,11,23,43,152,34,31,24,7,100,128,97,109,23,35,0,2,3
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,130,71,50,43,8,19,30,73,20,27,18,7,57,72,60,56,19,29,2,1,0
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,365,220,148,128,16,32,69,213,37,51,29,16,139,162,136,172,39,60,3,3,4
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,326,174,109,84,8,24,74,187,41,63,36,9,144,170,112,148,45,77,4,2,7
参加したいスポーツ活動,その他,63,23,15,19,0,4,13,33,8,10,4,3,23,29,20,19,10,12,2,5,2
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,909,294,105,65,1,39,59,421,80,117,31,6,141,270,164,119,23,44,4,54,135
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,344,212,136,88,29,33,57,149,49,58,34,16,91,126,103,91,29,40,0,2,7
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,375,211,135,89,29,42,67,173,52,65,36,21,97,135,101,96,37,50,1,0,3
スポーツ・運動の継続実施に必要なもの,会場までの送迎,360,207,124,101,26,41,66,192,47,68,26,15,85,124,91,92,38,52,2,0,4
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,274,133,71,86,25,47,62,118,33,41,26,19,67,85,72,70,21,34,2,0,4
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,463,279,172,157,26,48,85,251,55,85,53,30,145,174,130,166,45,67,2,1,4
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,120,71,40,49,9,26,31,53,17,26,11,11,25,34,23,27,14,16,0,0,2
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,232,136,76,67,19,33,56,119,43,42,29,19,68,91,62,79,32,43,0,1,0
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,138,77,53,45,11,20,32,73,24,30,18,8,52,59,40,52,23,33,0,0,3
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,109,51,34,38,10,23,32,47,16,24,14,16,36,45,41,34,16,21,1,0,1
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,280,154,104,71,13,30,71,153,46,65,37,17,100,139,107,104,38,64,1,0,2
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,136,87,68,49,14,14,16,74,18,17,14,8,43,55,52,48,18,18,1,0,1
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,172,96,79,67,9,17,26,93,28,26,20,7,62,95,72,70,20,33,1,0,4
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,314,170,122,97,13,21,58,186,41,56,35,16,123,148,118,119,45,74,3,0,7
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,89,46,37,31,6,14,25,50,13,21,18,9,43,47,41,41,14,20,0,1,0
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,258,145,93,75,10,24,75,147,38,67,31,14,99,123,87,94,41,60,1,1,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,331,206,171,117,13,16,38,188,37,38,27,13,110,140,118,133,30,46,1,4,4
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,291,187,143,116,14,23,51,165,38,42,23,15,108,122,101,127,37,55,0,1,3
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,157,108,80,74,6,11,28,88,21,22,12,9,66,64,56,74,23,33,0,0,1
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,356,228,165,130,11,26,73,205,47,65,37,18,129,157,122,158,42,75,2,1,6
スポーツ・運動の継続実施に必要なもの,その他,44,18,11,8,0,1,6,21,4,4,2,2,17,23,22,23,4,9,2,0,0
スポーツ・運動の継続実施に必要なもの,特にない,362,141,76,53,2,3,25,195,38,64,26,4,105,161,113,78,13,25,1,12,18
スポーツ・運動の継続実施に必要なもの,わからない,247,90,46,29,1,5,11,91,24,30,14,0,56,89,73,55,11,12,0,22,24
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,245,154,95,56,19,21,35,111,28,31,19,12,47,73,61,41,15,21,1,1,4
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,228,126,82,43,18,26,34,94,22,32,15,5,56,74,56,48,19,25,1,2,2
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,321,179,113,82,21,35,58,158,41,53,19,16,67,102,77,80,20,34,2,1,6
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,159,70,35,42,14,31,35,60,18,20,15,7,38,44,33,35,4,15,2,1,1
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,340,213,106,113,20,31,62,171,34,56,27,25,87,127,102,116,29,36,0,1,4
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,65,32,17,18,5,12,13,25,7,9,7,7,10,9,7,12,4,5,0,0,1
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,142,75,42,37,5,17,27,67,18,28,13,14,34,48,22,36,11,16,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,75,34,23,18,3,9,14,34,9,10,6,4,20,25,27,25,5,15,0,0,2
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,54,18,13,10,6,5,9,18,6,9,4,4,9,19,16,13,1,0,0,0,2
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,186,111,62,43,6,17,45,88,24,37,19,11,55,78,54,60,19,31,0,0,1
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,85,44,35,24,6,6,11,45,13,12,9,2,21,34,32,24,8,8,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,102,45,38,25,6,7,7,61,15,19,13,5,40,51,46,43,4,12,1,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,245,115,90,58,5,15,30,135,33,30,22,9,97,120,96,91,30,41,1,0,7
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,50,22,20,10,4,4,13,31,9,10,13,3,21,24,20,16,8,7,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,146,81,39,26,2,12,37,92,25,40,22,7,56,61,46,47,18,31,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,197,115,92,61,2,7,15,109,21,30,15,3,66,90,63,63,13,20,0,3,1
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,164,98,69,57,8,7,20,90,19,16,5,11,60,68,53,56,13,20,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,47,23,16,17,0,1,5,19,6,2,1,2,20,20,16,14,3,8,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,303,194,128,106,10,19,62,177,40,53,27,15,111,131,102,126,29,49,2,0,5
新たに別のスポーツ・運動を始めるために必要な支援,その他,23,11,7,3,1,1,4,9,4,5,1,0,9,9,10,8,3,2,2,0,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,396,157,82,58,2,3,24,208,39,74,29,2,111,182,138,88,15,28,2,12,16
新たに別のスポーツ・運動を始めるために必要な支援,わからない,249,102,52,35,0,9,16,96,24,31,14,1,51,86,67,56,10,16,0,21,29
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,31,20,11,4,0,5,6,17,4,2,2,2,8,13,9,8,5,7,0,0,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,32,18,11,3,1,4,2,19,0,3,1,1,7,16,10,5,1,1,0,0,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,95,49,21,19,2,14,13,55,9,14,6,1,17,32,11,17,5,12,1,1,5
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,35,17,10,13,1,5,7,13,1,3,2,0,10,15,5,13,1,2,0,0,1
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,112,61,28,28,2,16,27,68,9,20,8,6,28,44,15,27,7,10,2,2,3
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,29,18,5,9,0,7,8,18,3,4,0,0,5,6,2,6,2,3,0,1,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,38,21,9,10,0,6,6,20,4,4,3,2,12,16,7,10,1,1,0,0,4
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,13,7,1,2,0,2,1,4,0,0,0,1,0,2,2,2,0,1,1,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,5,3,0,0,0,2,1,2,1,1,2,1,1,2,2,1,0,1,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,65,35,17,14,0,11,21,38,8,9,6,4,17,24,13,15,5,8,0,0,3
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,9,7,3,4,0,1,2,5,0,2,1,0,4,1,2,4,1,1,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,17,7,4,2,0,0,2,11,2,6,1,1,6,6,4,4,2,1,0,0,1
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,46,20,11,8,0,3,10,24,3,6,2,0,17,28,17,22,5,8,1,0,1
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,9,5,1,1,0,0,4,6,1,4,1,1,4,4,2,4,0,1,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,57,24,9,3,0,8,13,41,8,13,5,1,16,29,10,12,5,6,3,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,49,32,19,17,0,2,5,29,2,7,4,0,16,27,16,19,1,1,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,65,36,15,11,0,5,9,38,6,10,5,3,14,25,11,15,4,2,1,0,1
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,13,8,4,3,0,1,1,7,1,2,1,0,5,6,3,5,1,0,0,0,1
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,87,50,18,22,1,8,14,52,2,10,3,0,21,36,17,24,5,12,1,1,1
スポーツを始めるきっかけとして必要な支援,その他,23,6,2,2,0,4,1,11,2,6,0,0,5,9,3,7,1,1,2,1,5
スポーツを始めるきっかけとして必要な支援,特にない,385,126,48,23,2,16,23,191,35,51,12,4,66,123,75,54,7,26,1,15,45
スポーツを始めるきっかけとして必要な支援,わからない,354,106,39,29,0,14,23,163,27,42,8,3,44,82,53,41,14,20,3,25,59
スポーツ以外に関心のある事,旅行,1225,689,429,258,31,64,154,665,147,221,108,37,379,542,383,336,84,154,5,13,23
スポーツ以外に関心のある事,グルメ・食べ歩き,1182,657,428,283,33,82,149,628,126,182,104,28,345,505,404,327,79,122,6,15,16
スポーツ以外に関心のある事,買い物・ショッピング,840,440,298,194,27,59,114,471,103,139,88,28,273,388,334,254,66,105,5,11,8
スポーツ以外に関心のある事,テレビ視聴,1133,613,331,226,34,80,162,840,137,258,98,36,298,428,271,272,71,137,6,10,19
スポーツ以外に関心のある事,動画配信サービス視聴,912,441,311,263,27,55,113,461,98,98,74,20,379,477,401,469,66,104,3,9,13
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,481,214,158,130,21,45,83,276,74,76,59,15,217,272,243,210,48,76,3,5,8
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,528,228,178,125,13,25,72,273,71,63,49,13,248,300,396,256,49,77,2,4,10
スポーツ以外に関心のある事,インターネット閲覧,957,429,292,214,26,60,138,528,115,140,97,31,440,603,432,403,87,136,5,8,16
スポーツ以外に関心のある事,映画鑑賞,765,368,274,159,23,46,107,445,111,152,95,28,293,415,313,296,70,116,3,6,12
スポーツ以外に関心のある事,読書,563,271,188,112,13,34,94,345,94,171,105,22,223,310,216,189,67,100,2,3,11
スポーツ以外に関心のある事,アニメ／漫画,592,298,188,165,20,28,58,303,56,47,60,13,235,297,283,271,43,59,4,8,13
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,615,327,212,200,24,38,64,321,55,53,55,19,241,309,284,294,42,52,3,6,6
スポーツ以外に関心のある事,写真の撮影,289,148,114,83,15,19,42,170,43,45,37,12,137,161,142,130,33,53,1,1,3
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,347,211,152,127,16,24,54,192,43,51,46,15,158,169,155,161,38,59,3,3,5
スポーツ以外に関心のある事,美術鑑賞,293,161,119,49,9,27,58,184,52,86,47,15,128,177,132,113,39,76,3,0,2
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,350,160,119,79,10,18,56,192,62,73,50,11,144,187,168,130,33,67,2,4,4
スポーツ以外に関心のある事,演劇・舞踏鑑賞,178,87,78,44,8,16,36,109,36,50,32,10,79,98,79,73,21,43,1,0,3
スポーツ以外に関心のある事,カラオケ,330,191,130,103,10,22,50,190,42,39,35,13,120,154,169,144,30,44,1,1,6
スポーツ以外に関心のある事,楽器の演奏,161,75,70,48,8,11,20,82,25,26,19,2,61,75,81,65,17,22,3,1,3
スポーツ以外に関心のある事,料理・菓子作り,284,162,107,79,9,13,45,164,47,46,48,12,117,142,128,118,25,42,1,3,2
スポーツ以外に関心のある事,園芸・ガーデニング,189,106,71,30,3,11,29,129,34,62,30,5,55,76,54,50,19,36,1,1,4
スポーツ以外に関心のある事,日曜大工,75,33,26,18,4,2,10,45,16,17,11,4,31,37,23,25,11,14,1,0,2
スポーツ以外に関心のある事,編み物・手芸,123,67,50,24,2,7,21,73,17,23,12,5,43,50,48,46,10,25,1,0,4
スポーツ以外に関心のある事,和裁・洋裁,46,29,22,9,1,1,10,31,13,13,5,1,15,21,13,15,6,13,1,0,2
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,33,15,12,11,5,2,5,16,6,4,4,2,14,17,12,19,5,6,1,0,1
スポーツ以外に関心のある事,ギャンブル,103,26,27,13,1,4,13,62,15,19,15,1,36,64,42,37,7,14,0,2,6
スポーツ以外に関心のある事,その他,134,64,39,25,3,9,23,74,17,23,11,2,48,66,36,45,11,21,2,1,2
スポーツ以外に関心のある事,特にない,322,67,11,16,0,12,17,65,16,21,0,4,13,20,13,9,5,7,3,45,123
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,515,311,208,160,35,34,57,225,56,53,50,22,151,189,195,175,32,42,1,2,3
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,390,206,155,132,34,42,58,176,42,35,36,22,123,153,143,137,31,28,3,0,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,758,393,275,217,31,54,89,385,68,77,61,30,278,369,314,324,49,65,3,1,5
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,257,131,92,74,11,23,34,125,27,22,27,11,82,118,107,97,21,17,0,2,1
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,2004,825,385,248,13,113,216,1009,205,347,107,35,377,639,388,308,95,179,12,79,172
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,1431,708,427,321,56,117,180,661,141,177,106,49,377,529,432,405,82,135,6,14,26
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,1733,700,328,218,15,84,178,855,164,281,86,27,339,565,340,286,72,131,10,70,155
デフリンピックの認知度,よく内容を知っている,187,84,60,46,23,27,32,53,20,20,14,20,32,49,49,31,10,7,1,1,5
デフリンピックの認知度,見たり聞いたりしたことがある,792,359,237,147,26,66,122,410,95,171,72,29,200,291,228,164,53,105,6,11,21
デフリンピックの認知度,知らない,2247,1003,494,371,27,113,213,1088,199,275,113,31,511,789,531,523,101,160,9,72,155
デフリンピックに期待すること,競技観戦,393,247,150,114,29,41,57,191,52,63,36,24,87,130,114,96,33,38,1,2,6
デフリンピックに期待すること,記録の更新,195,103,80,49,20,23,35,97,31,38,20,13,58,76,61,52,19,29,0,1,4
デフリンピックに期待すること,日本人選手の活躍,724,376,267,166,33,62,120,410,95,128,64,28,213,299,229,198,57,99,3,5,7
デフリンピックに期待すること,外国人選手の活躍,183,93,72,43,15,24,40,103,33,32,21,14,71,86,78,64,20,30,1,2,2
デフリンピックに期待すること,国際交流の促進,291,165,111,82,21,30,67,149,35,55,32,19,105,117,107,88,37,55,1,2,3
デフリンピックに期待すること,大会記念グッズの展開,91,36,28,26,10,17,21,41,22,25,13,12,22,32,30,25,13,14,0,2,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,190,85,66,52,19,28,44,93,31,30,26,18,63,82,65,62,25,34,1,3,1
デフリンピックに期待すること,競技体験,104,65,45,39,15,15,21,59,21,24,16,9,32,37,30,32,16,19,0,2,1
デフリンピックに期待すること,大会への子供の参加,160,88,57,54,13,22,33,73,22,27,17,15,44,65,51,57,19,22,1,1,1
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,155,68,62,51,18,18,32,85,34,28,25,14,71,87,66,67,23,27,0,2,1
デフリンピックに期待すること,手話の普及と理解の促進,187,98,70,54,11,18,40,100,41,41,29,14,80,90,81,71,26,37,2,2,0
デフリンピックに期待すること,デフスポーツの普及と理解の促進,323,178,123,105,12,23,72,192,47,66,33,23,135,164,122,116,41,64,0,4,2
