調査項目,回答,全体(人),青ヶ島村(人),昭島市(人),あきる野市(人),足立区(人),荒川区(人),板橋区(人),稲城市(人),江戸川区(人),青梅市(人),大島町(人),大田区(人),小笠原村(人),奥多摩町(人),葛飾区(人),北区(人),清瀬市(人),国立市(人),神津島村(人),江東区(人),小金井市(人),国分寺市(人),小平市(人),狛江市(人),品川区(人),渋谷区(人),新宿区(人),杉並区(人),墨田区(人),世田谷区(人),台東区(人),立川市(人),多摩市(人),中央区(人),調布市(人),千代田区(人),豊島区(人),利島村(人),中野区(人),新島村(人),西東京市(人),練馬区(人),八王子市(人),八丈町(人),羽村市(人),東久留米市(人),東村山市(人),東大和市(人),日野市(人),日の出町(人),檜原村(人),府中市(人),福生市(人),文京区(人),町田市(人),御蔵島村(人),瑞穂町(人),三鷹市(人),港区(人),三宅村(人),武蔵野市(人),武蔵村山市(人),目黒区(人),上記以外(人)
障害福祉サービスの利用状況,居宅介護（ホームヘルプ）,222,0,2,2,13,1,11,2,11,0,1,13,0,5,9,12,0,3,0,9,0,1,2,1,12,3,8,5,2,16,2,4,3,0,3,1,3,0,3,0,0,17,6,1,1,1,1,3,5,0,0,3,0,2,3,0,0,2,5,0,2,2,5,0
障害福祉サービスの利用状況,重度訪問介護,29,0,0,0,0,0,1,0,3,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,1,0,4,1,0,1,0,0,2,0,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,同行援護,70,0,0,1,6,3,2,1,4,1,0,4,0,0,4,1,0,1,0,3,0,0,0,0,0,2,3,2,2,4,0,2,1,0,0,1,1,0,0,0,1,3,2,1,1,0,0,0,2,0,0,0,0,1,3,0,0,3,2,0,1,0,1,0
障害福祉サービスの利用状況,行動援護,81,0,0,0,3,0,3,0,4,1,0,4,0,0,4,6,0,1,0,4,0,0,1,0,1,1,3,4,2,5,1,3,2,1,1,1,1,0,0,0,0,4,3,0,1,0,0,0,2,0,0,0,0,2,8,0,0,2,1,0,0,0,1,0
障害福祉サービスの利用状況,重度障害者等包括支援,29,0,0,0,1,1,1,0,2,3,0,2,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,短期入所（ショートステイ）,141,0,0,1,6,1,9,3,3,3,0,10,0,0,5,4,2,2,0,2,3,2,3,3,3,2,5,4,4,5,3,0,2,0,1,2,2,0,3,0,3,8,5,0,0,2,1,1,2,0,0,3,1,2,8,1,0,2,0,0,2,1,1,0
障害福祉サービスの利用状況,療養介護,34,0,0,0,5,0,3,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,0,3,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
障害福祉サービスの利用状況,生活介護,85,0,0,0,7,0,6,2,1,0,0,7,0,1,4,2,3,1,0,3,0,0,0,0,3,2,0,3,0,3,2,1,0,0,1,3,0,0,0,0,3,4,4,0,1,3,1,0,2,0,0,3,0,1,1,1,1,1,2,0,1,0,1,0
障害福祉サービスの利用状況,施設入所支援,43,1,0,0,4,3,2,1,1,1,0,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,4,0,1,2,0,0,1,0,1,1,0,1,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
障害福祉サービスの利用状況,自立訓練,65,0,1,0,2,2,2,1,1,1,0,3,0,0,0,0,1,1,0,2,0,0,2,1,4,0,1,2,2,10,0,1,1,2,1,0,0,0,3,0,2,5,1,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,1,1,0,0
障害福祉サービスの利用状況,就労移行支援,42,0,0,0,0,0,3,1,1,0,0,2,0,3,1,3,0,0,0,3,0,0,0,0,1,0,3,0,2,4,0,0,0,0,2,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0
障害福祉サービスの利用状況,就労継続支援（A型）,23,0,1,0,2,0,1,0,0,1,0,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,就労継続支援（B型）,89,0,0,0,4,4,8,0,1,3,0,3,0,1,2,2,0,1,0,4,0,0,0,3,3,3,1,3,1,4,0,1,2,0,4,0,1,0,1,0,4,5,5,0,0,1,2,1,0,0,0,1,0,0,1,0,0,3,2,0,2,0,2,0
障害福祉サービスの利用状況,就労定着支援,19,0,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
障害福祉サービスの利用状況,自立生活援助,45,0,0,0,3,0,0,0,1,1,0,2,0,0,2,1,0,0,0,2,1,1,0,0,4,1,1,1,0,4,0,2,0,0,2,0,1,0,1,0,0,4,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,2,0,1,0,1,0
障害福祉サービスの利用状況,共同生活援助（グループホーム）,33,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,3,2,1,1,0,1,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
障害福祉サービスの利用状況,計画相談支援,51,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,1,0,4,0,1,1,2,6,1,1,0,0,2,0,1,0,0,0,2,4,1,0,0,2,0,0,1,0,0,1,0,0,5,0,0,1,1,0,0,0,1,0
障害福祉サービスの利用状況,地域相談支援,57,0,0,1,2,0,4,0,1,0,0,1,0,0,1,2,0,0,0,1,2,0,0,0,3,2,1,2,1,11,0,0,0,1,2,0,0,0,1,0,0,1,2,1,0,1,1,0,3,0,0,3,0,1,1,0,0,2,0,0,1,0,1,0
障害福祉サービスの利用状況,移動支援,76,0,0,0,2,1,3,0,3,1,0,1,0,0,2,7,0,0,0,3,1,0,2,2,1,1,1,3,4,6,1,1,1,2,2,0,2,0,1,0,1,4,1,0,1,2,1,0,4,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0
障害福祉サービスの利用状況,地域活動支援センター,81,0,0,0,10,1,2,0,4,1,0,5,0,1,2,1,1,0,0,3,0,0,0,0,2,2,1,3,2,8,0,1,2,1,1,0,1,0,2,0,2,2,1,0,0,2,1,2,2,0,0,4,1,0,2,0,1,1,0,0,1,0,2,0
障害福祉サービスの利用状況,福祉ホーム,25,0,0,0,1,1,3,0,4,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
障害福祉サービスの利用状況,児童発達支援,55,0,0,1,3,2,1,2,5,0,0,2,0,1,1,2,1,1,0,1,0,0,0,0,6,0,0,1,2,4,0,0,0,1,0,0,0,0,2,0,1,6,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0
障害福祉サービスの利用状況,医療型児童発達支援,11,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,放課後等デイサービス,208,0,2,5,15,5,10,1,13,1,0,15,0,1,5,9,2,4,0,2,1,3,1,0,7,2,1,2,5,6,3,2,2,2,1,0,1,0,0,0,6,11,10,0,2,3,5,0,7,0,0,6,0,4,7,0,0,7,3,0,3,0,5,0
障害福祉サービスの利用状況,居宅訪問型児童発達支援,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,保育所等訪問支援,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,訪問看護,179,0,0,0,6,3,11,1,8,2,0,10,0,4,7,8,3,1,0,6,1,3,1,2,3,3,5,5,1,10,2,0,1,5,5,2,2,0,4,0,3,12,8,0,0,0,2,1,3,0,0,5,0,2,3,0,1,2,3,0,4,1,4,0
障害福祉サービスの利用状況,訪問リハビリテーション,165,0,2,1,4,3,8,2,8,2,0,7,0,2,4,6,3,0,0,6,0,3,2,1,4,6,7,4,3,6,1,1,0,4,4,1,1,0,2,0,5,12,11,0,0,3,0,2,3,0,0,2,0,3,2,0,0,3,2,0,4,1,4,0
過去1年間の実施種目,ウォーキング、散歩（散策、ペットの散歩など）,1595,1,15,6,78,21,62,13,70,14,1,94,0,17,42,38,9,12,1,60,10,11,30,10,54,24,34,67,29,108,18,22,20,17,37,7,45,0,32,0,32,80,76,1,6,14,16,8,24,2,0,20,8,25,39,0,1,24,34,0,14,11,31,0
過去1年間の実施種目,体操（ラジオ体操、職場体操、ストレッチ、エアロビクス、ヨガ、ピラティス、縄跳びなど）,531,0,2,4,29,6,28,7,34,3,1,29,0,7,18,8,5,5,0,20,3,4,11,1,13,5,9,17,10,42,5,8,5,10,12,0,11,0,8,0,16,20,26,1,2,3,4,1,10,0,0,7,2,5,13,0,0,4,15,0,7,3,12,0
過去1年間の実施種目,室内運動器具（ウエイト器具、ランニングマシーン、バランスボールなど）を用いる運動,285,0,1,4,11,8,10,5,17,2,0,12,0,2,7,14,1,2,1,10,2,1,5,2,7,3,6,18,8,10,2,1,3,4,5,2,5,0,9,0,5,23,9,0,2,2,3,1,1,0,0,5,2,2,6,0,0,3,6,0,4,2,9,0
過去1年間の実施種目,陸上競技（ランニング、ジョギングなどの軽い運動も含めます）,170,1,3,4,4,4,10,2,15,1,0,10,0,1,5,5,0,2,1,4,2,2,1,0,5,1,6,7,2,9,2,2,0,1,3,1,4,0,2,0,3,9,5,0,1,1,1,0,3,0,0,6,1,1,4,0,0,4,1,0,3,3,2,0
過去1年間の実施種目,水泳・遊泳（水中歩行・水中運動）,293,0,1,1,10,7,11,2,18,5,0,12,0,4,11,10,3,5,0,6,1,1,3,4,11,5,5,14,6,26,0,5,4,3,6,2,6,1,5,0,9,11,11,1,1,4,1,1,7,0,0,5,0,4,7,0,0,7,6,0,4,0,0,0
過去1年間の実施種目,ブラインドサッカー,24,0,0,0,2,2,0,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
過去1年間の実施種目,車いすテニス,15,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,サウンドテーブルテニス,26,1,0,0,3,1,2,0,2,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
過去1年間の実施種目,パラバレーボール,26,0,0,0,4,2,1,1,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
過去1年間の実施種目,車いすバスケットボール,19,0,0,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
過去1年間の実施種目,車いすラグビー,13,0,0,0,0,2,0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,ボッチャ,50,0,0,1,4,1,3,0,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,1,1,2,0,1,0,1,0,2,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,2,0,2,0
過去1年間の実施種目,球技（キャッチボールなどのボールを使った軽い運動も含めます）,124,0,0,2,6,3,4,2,11,1,0,8,0,0,3,2,0,2,0,2,0,1,0,0,4,1,4,5,0,9,0,0,1,1,4,0,4,0,0,0,8,6,7,0,1,2,0,0,1,0,0,4,0,4,4,0,0,2,1,0,0,2,2,0
過去1年間の実施種目,ダンス（フォークダンス、ジャズダンス、社交ダンス、フラダンス、バレエ、民謡踊りなど）,94,0,0,1,3,0,2,0,7,3,0,7,0,1,3,3,1,2,1,1,2,0,2,2,3,4,2,6,1,8,0,0,2,1,2,0,4,0,1,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,0,4,0
過去1年間の実施種目,格闘技（ボクシング、レスリング、相撲（すもう）など）,19,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
過去1年間の実施種目,武道（柔道、剣道、空手、合気道など）,24,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
過去1年間の実施種目,射的（弓道、アーチェリー、ダーツ、スポーツ吹矢など）,15,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
過去1年間の実施種目,ウィンタースポーツ（スキー、スノーボード、スケートなど）,47,0,0,0,3,2,1,1,4,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,3,1,2,2,4,0,0,1,0,0,0,1,0,2,0,1,2,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
過去1年間の実施種目,ウォータースポーツ（ボート、ヨット、スキンダイビング、スクーバダイビング、カヌー、水上バイク、サーフィン、ウィンドサーフィン、ボディボード、ボードセーリングなど）,38,0,0,1,1,2,3,0,6,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,2,1,0,2,1,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
過去1年間の実施種目,スカイスポーツ（ハンググライダー、パラグライダー、スカイダイビングなど）,13,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
過去1年間の実施種目,アウトドアスポーツ（ハイキング、ワンダーフォーゲル、釣り、登山、キャンプなど）,105,0,0,3,5,1,1,2,3,0,0,9,0,0,0,2,0,2,0,4,0,2,1,2,4,3,5,2,6,5,0,0,1,1,3,0,1,0,3,0,1,9,7,0,0,1,1,0,4,0,0,2,1,0,3,0,0,1,3,0,0,1,0,0
過去1年間の実施種目,サイクリング、モーター（サイクル）スポーツ,114,0,1,1,6,2,3,1,11,1,0,6,0,1,2,4,0,0,0,3,0,2,1,0,3,2,4,6,2,9,1,0,1,3,3,0,3,0,1,0,1,6,8,0,0,0,1,1,1,0,0,2,0,3,2,0,0,1,2,0,1,0,2,0
過去1年間の実施種目,運動あそび（鬼ごっこ、かくれんぼ、鉄棒、ぶらんこなど）,134,0,0,1,11,1,6,2,9,0,0,9,0,1,2,5,0,3,0,2,0,2,3,0,6,3,5,3,1,9,0,1,0,2,2,0,2,0,3,0,5,7,3,0,2,1,2,0,2,0,0,3,0,3,2,0,0,3,0,0,4,0,3,0
過去1年間の実施種目,ゲーム機を使い体を動かして行うスポーツ・フィットネス等,79,0,0,1,3,0,7,1,7,1,0,7,0,1,2,3,0,1,0,0,1,2,1,0,2,3,4,1,1,6,0,0,0,1,1,0,2,0,0,0,2,5,3,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,1,0,2,0
過去1年間の実施種目,その他,53,0,0,0,1,0,1,1,4,0,0,2,0,0,2,0,0,0,0,2,1,2,2,1,1,0,2,0,1,2,0,0,0,2,0,0,0,0,2,0,1,5,6,0,1,0,2,0,1,0,0,1,0,0,2,0,0,3,1,0,0,1,0,0
過去1年間の実施種目,この1年間に運動・スポーツは行わなかった,1135,0,5,8,62,19,64,5,53,13,0,50,0,11,47,37,12,2,0,39,14,10,16,7,26,17,25,45,19,60,17,17,17,13,26,5,10,0,23,0,21,72,52,1,2,9,13,5,14,1,1,28,4,13,35,1,3,13,14,1,15,4,19,0
実施頻度（1年間）,週3日以上（年151日以上）,604,0,7,8,26,7,22,4,34,4,1,29,0,12,15,15,2,3,2,19,7,2,12,2,13,10,15,27,11,30,10,5,12,7,13,3,11,0,13,0,20,39,33,1,1,8,7,3,6,0,0,9,2,8,16,0,1,5,12,0,3,5,12,0
実施頻度（1年間）,週2日程度（年101日～150日）,429,1,1,0,20,8,20,3,22,2,0,24,0,3,10,15,1,1,0,15,2,4,7,4,19,5,6,18,7,31,3,6,7,3,6,2,10,0,12,0,8,25,14,0,3,2,4,0,5,2,0,7,3,4,14,0,0,9,12,0,6,3,10,0
実施頻度（1年間）,週1日程度（年51日～100日）,506,0,4,3,21,6,18,8,25,6,1,26,0,5,17,14,4,6,0,23,3,5,8,4,13,11,12,20,5,39,4,8,4,6,12,2,13,0,13,0,5,22,20,0,1,4,6,2,9,0,0,8,3,9,14,0,0,11,9,0,5,3,6,0
実施頻度（1年間）,月に1～3日程度（年12日～50日）,280,0,3,1,19,4,9,1,14,5,0,15,0,1,10,4,2,2,0,13,0,2,2,4,11,0,8,9,7,25,2,5,2,2,7,1,11,1,5,0,5,18,13,0,0,1,0,3,5,0,0,1,0,4,5,0,0,4,5,0,2,3,4,0
実施頻度（1年間）,3か月に1～2日程度（年4日～11日）,75,0,1,1,3,3,4,0,4,0,0,6,0,0,0,2,0,1,0,3,0,1,2,0,4,0,2,2,1,3,1,1,0,2,2,0,1,0,1,0,2,5,4,1,0,1,0,1,0,0,0,3,0,1,0,0,0,2,2,0,2,0,0,0
実施頻度（1年間）,年に1～3日程度,52,0,0,0,4,1,4,3,4,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,2,0,1,0,1,2,0,2,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,2,0
実施頻度（1年間）,わからない,145,1,2,2,9,0,5,1,6,1,0,13,0,0,4,1,1,2,0,3,1,1,6,0,3,3,2,3,1,11,2,2,1,1,4,1,2,0,3,0,1,4,11,0,3,3,1,0,7,0,0,1,0,3,5,0,0,2,2,0,2,0,2,0
実施した場所,自宅,829,1,7,5,41,9,36,9,44,6,1,52,0,11,21,18,5,10,2,26,7,5,16,3,27,12,19,33,8,61,7,12,11,12,15,6,18,0,20,0,9,43,42,1,2,5,6,1,11,1,0,12,3,13,20,0,0,8,23,0,7,8,18,0
実施した場所,道路や遊歩道,1083,0,10,6,53,12,34,7,48,10,0,53,0,8,30,21,6,7,0,41,7,9,20,9,26,20,26,45,22,67,15,16,12,11,27,3,31,0,22,0,25,59,63,1,3,12,15,5,16,2,0,15,8,20,29,0,0,9,25,0,13,9,20,0
実施した場所,広場や公園,633,0,7,6,36,12,35,6,27,5,1,31,0,6,15,12,1,7,0,21,6,3,6,5,19,9,18,28,14,57,4,8,6,2,10,1,13,0,13,0,19,23,28,2,2,6,4,5,6,0,0,12,4,11,15,0,0,10,12,0,9,4,11,0
実施した場所,民間のスポーツ施設,314,1,0,2,13,3,12,2,25,2,0,18,0,4,12,14,1,5,0,13,1,2,4,3,12,4,10,15,8,17,4,2,2,3,10,3,3,1,8,0,3,16,11,0,0,3,6,0,4,0,0,4,0,3,7,0,0,3,5,0,3,2,5,0
実施した場所,公共のスポーツ施設（障害者専用施設）,130,0,0,0,9,4,3,1,10,2,0,8,0,1,2,8,1,3,0,5,1,0,4,0,8,1,7,2,4,8,1,3,1,1,1,1,4,0,1,0,0,6,1,0,0,0,0,0,3,0,0,2,0,0,5,0,1,1,3,0,1,0,2,0
実施した場所,公共のスポーツ施設（障害者専用施設以外）,241,0,1,3,9,4,11,2,9,5,0,8,0,2,9,6,2,2,0,6,2,1,1,1,9,4,8,8,5,18,2,4,4,2,8,0,7,0,7,0,5,16,8,0,1,4,2,1,6,0,0,5,0,3,4,0,0,4,6,0,4,1,1,0
実施した場所,小中高校の体育施設,128,0,2,3,1,2,5,3,12,2,0,7,0,0,2,2,0,2,1,1,0,1,5,1,5,0,2,6,2,6,0,1,1,4,2,0,2,0,2,0,5,6,5,0,1,0,1,0,3,0,0,3,0,2,7,0,0,4,2,0,0,2,2,0
実施した場所,特別支援学校の体育施設,85,0,0,0,3,4,6,1,3,2,0,8,0,0,4,0,0,0,0,3,1,0,1,0,3,1,4,3,0,3,0,1,0,1,2,0,0,0,0,0,3,4,4,0,1,1,0,0,4,0,0,3,0,0,3,0,0,4,0,0,2,0,2,0
実施した場所,職場のスポーツ施設,35,0,0,0,3,2,2,0,3,0,0,1,0,0,2,1,0,1,0,1,0,1,1,0,4,0,0,1,2,4,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
実施した場所,福祉施設,64,0,0,1,4,1,5,0,1,0,0,4,0,0,5,0,0,0,0,2,0,1,2,0,3,2,0,1,3,6,5,0,1,1,1,0,0,0,1,0,1,2,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0
実施した場所,児童通所サービス（放課後等デイサービス等）,87,0,1,1,6,0,1,1,7,1,0,8,0,1,1,3,1,2,0,2,0,0,1,0,6,0,0,2,3,4,0,0,0,2,0,0,0,0,1,0,5,4,1,0,1,1,1,0,3,0,0,3,0,1,5,0,0,3,0,0,2,0,2,0
実施した場所,医療機関（病院やリハビリ施設）,68,0,0,1,3,0,4,0,5,0,0,3,0,0,1,2,0,1,0,0,0,0,1,1,2,0,2,1,1,7,1,0,0,3,1,0,1,0,2,0,2,8,2,0,0,2,1,2,1,0,0,0,2,2,1,0,0,0,0,0,1,0,1,0
実施した場所,山・川・海・空,171,0,1,3,5,2,3,2,6,0,0,8,0,1,1,5,0,3,1,5,0,2,4,2,8,5,6,6,6,12,0,2,3,2,4,0,4,0,4,0,3,13,10,0,0,2,3,0,3,0,0,3,0,2,2,0,0,2,7,0,2,2,1,0
実施した場所,その他,44,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,2,0,1,3,0,4,0,0,1,1,2,0,1,0,1,0,1,3,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0
実施した場所,わからない,47,0,0,2,4,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,4,0,1,0,0,3,0,0,0,2,0,1,4,2,0,2,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
一緒に実施する人,一人,1133,1,12,3,54,14,47,8,51,6,2,60,0,13,30,27,5,10,1,48,7,6,21,4,32,20,25,47,20,76,12,16,15,14,23,6,38,0,24,0,23,63,60,1,4,8,15,3,15,1,0,20,7,18,25,0,1,8,20,0,11,10,22,0
一緒に実施する人,家族,762,0,6,6,34,12,24,8,36,8,0,45,0,9,20,16,4,7,0,24,5,8,11,5,27,11,18,29,13,61,10,9,10,6,21,1,18,0,18,0,15,44,28,0,0,7,3,6,12,1,0,7,2,12,24,0,1,15,21,0,6,4,14,0
一緒に実施する人,福祉施設の職員・仲間,174,0,0,2,6,3,8,1,9,1,0,12,0,0,3,5,1,0,0,6,1,2,3,1,9,1,7,4,4,14,4,2,1,3,4,1,1,0,3,0,8,8,5,0,0,1,1,1,1,0,0,3,1,3,6,0,0,3,6,0,2,1,2,0
一緒に実施する人,障害がある人のサークル・障害者スポーツサークル等の仲間,91,0,0,1,6,1,5,0,7,1,0,4,0,0,3,3,0,1,0,3,0,0,3,0,7,1,2,3,2,8,1,2,0,0,4,1,1,0,2,0,0,2,1,2,0,2,0,0,1,0,0,4,0,0,1,0,0,2,2,0,1,0,1,0
一緒に実施する人,障害がある人やない人など様々な人がいるサークルの仲間,107,0,0,2,4,4,6,0,8,4,0,4,0,1,4,3,0,1,0,5,0,0,1,0,5,1,4,6,2,2,1,2,1,0,4,0,2,0,4,0,1,4,2,0,0,1,0,0,0,0,0,1,0,0,5,0,0,3,3,0,2,1,3,0
一緒に実施する人,スポーツ教室の指導者・仲間,151,0,0,2,4,2,9,2,11,1,0,8,0,0,4,8,1,2,0,4,2,2,3,2,8,3,4,7,3,6,0,1,2,3,2,0,2,0,4,0,2,10,5,0,1,2,1,1,1,0,0,2,0,1,5,0,0,2,3,0,3,0,0,0
一緒に実施する人,障害者専用スポーツ施設の職員・仲間,61,1,1,0,4,2,5,0,3,2,0,3,0,0,2,4,0,0,0,3,0,0,0,0,2,0,3,4,3,2,0,2,0,0,1,0,0,0,1,0,0,2,5,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
一緒に実施する人,地域の公共スポーツ施設の職員・仲間,48,0,0,1,4,3,2,1,5,0,0,1,0,1,0,2,1,1,0,1,0,0,1,1,4,1,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
一緒に実施する人,ボランティアの人たち,54,0,1,0,0,3,2,1,4,1,0,1,0,1,1,2,0,0,0,4,0,0,0,2,3,0,3,3,2,6,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0
一緒に実施する人,学校の先生や学校の友達,150,0,0,5,3,1,6,1,10,0,0,10,0,1,4,2,0,1,1,1,0,1,3,0,8,2,3,6,3,8,0,2,1,4,1,1,1,0,2,0,7,7,9,0,2,2,0,0,2,0,0,4,0,3,4,0,0,7,4,0,2,3,2,0
一緒に実施する人,児童通所サービス（放課後等デイサービス等）の職員・仲間,86,0,1,1,6,2,2,0,2,2,0,7,0,0,3,2,1,2,0,1,0,0,1,0,3,0,0,1,3,8,0,0,0,2,0,0,0,0,2,0,4,5,3,0,1,1,1,0,3,0,0,3,0,1,4,0,0,3,0,0,3,0,2,0
