調査項目,回答,全体(人),身体障害者手帳　1級(人),身体障害者手帳　2級(人),身体障害者手帳　3級(人),身体障害者手帳　4級(人),身体障害者手帳　5級(人),身体障害者手帳　6級(人),療育手帳（愛の手帳）1度（最重度）(人),療育手帳（愛の手帳）2度（重度）(人),療育手帳（愛の手帳）3度（中度）(人),療育手帳（愛の手帳）4度（軽度）(人),精神障害者保健福祉手帳　1級(人),精神障害者保健福祉手帳　2級(人),精神障害者保健福祉手帳　3級(人),持っていない(人)
参加したいスポーツ活動,新しい友達をつくることができる,183,31,12,15,18,6,3,1,9,16,30,2,26,23,0
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,93,19,12,2,14,2,1,0,1,7,11,1,15,16,0
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,246,37,20,17,18,6,4,1,17,21,39,0,32,46,0
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,240,57,21,14,26,7,5,3,17,9,19,2,32,41,0
参加したいスポーツ活動,その他,52,10,7,6,8,2,1,1,5,0,5,0,4,3,0
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,567,141,77,69,48,29,21,5,11,13,28,5,70,68,0
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,231,57,30,27,30,12,12,5,5,14,22,1,20,15,0
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,253,68,45,21,34,13,7,5,6,13,17,2,19,20,0
スポーツ・運動の継続実施に必要なもの,会場までの送迎,243,51,38,25,27,7,6,4,11,22,30,3,20,18,0
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,215,37,21,21,25,14,7,8,19,16,20,3,18,22,0
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,326,58,39,28,40,11,7,8,26,29,44,2,24,26,0
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,90,23,17,12,7,6,2,2,7,6,11,0,2,2,0
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,171,36,20,13,20,8,4,4,11,11,17,3,17,15,0
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,98,21,13,10,6,3,1,3,10,7,9,2,13,7,0
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,86,17,14,10,8,6,3,2,5,6,6,1,6,9,0
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,201,50,28,20,28,3,5,1,8,14,8,1,20,27,0
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,89,11,12,5,13,1,3,1,1,12,16,2,8,12,0
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,113,18,7,11,14,6,5,2,10,8,10,0,13,17,0
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,233,42,20,21,29,11,2,4,17,12,22,2,26,36,0
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,68,11,11,7,7,4,1,2,1,2,0,1,10,14,0
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,173,41,25,14,18,7,4,3,8,10,9,2,15,24,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,218,32,20,9,20,9,7,1,11,15,33,2,33,31,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,206,31,19,15,19,6,3,0,13,17,42,2,28,23,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,110,18,12,5,11,4,0,0,5,10,22,1,14,9,0
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,249,41,25,18,33,5,3,3,19,18,39,5,28,23,0
スポーツ・運動の継続実施に必要なもの,その他,28,4,3,3,5,2,1,0,2,0,1,0,3,4,0
スポーツ・運動の継続実施に必要なもの,特にない,238,59,18,26,36,11,11,0,7,3,15,2,20,30,0
スポーツ・運動の継続実施に必要なもの,わからない,148,31,16,13,8,6,7,0,9,3,10,0,24,28,0
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,155,45,26,19,17,7,8,4,6,6,12,1,5,13,0
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,146,32,27,15,25,7,5,1,3,6,12,2,11,11,0
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,215,50,33,17,21,10,3,7,12,16,24,2,17,13,0
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,115,17,15,14,11,7,3,4,9,12,12,0,8,11,0
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,246,38,26,21,27,11,11,4,26,22,39,1,15,20,0
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,46,9,4,8,5,3,3,1,5,3,4,1,0,2,0
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,96,19,8,6,13,3,6,3,9,4,9,2,7,10,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,54,5,6,8,7,4,2,0,4,2,6,1,7,5,0
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,32,4,6,3,5,1,0,3,4,0,4,0,1,6,0
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,123,30,16,14,17,5,3,0,7,4,6,2,8,17,0
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,50,7,4,4,10,2,1,0,0,7,5,0,5,6,0
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,64,4,11,8,4,4,3,1,1,3,5,1,11,10,0
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,181,23,20,21,22,8,7,1,10,9,16,1,28,22,0
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,32,11,4,1,3,1,2,0,1,2,1,0,3,6,0
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,95,24,14,7,14,5,2,2,1,1,3,1,11,15,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,114,13,5,14,17,5,5,2,9,3,15,1,15,16,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,104,17,5,7,11,3,4,0,5,12,19,1,14,9,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,29,4,5,3,3,1,0,0,1,2,4,0,3,3,0
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,214,40,23,16,26,2,4,3,16,16,31,3,18,24,0
新たに別のスポーツ・運動を始めるために必要な支援,その他,18,2,1,3,2,0,2,0,3,0,1,0,1,3,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,261,66,24,23,35,12,10,0,6,3,17,4,26,38,0
新たに別のスポーツ・運動を始めるために必要な支援,わからない,149,34,14,13,9,9,4,0,8,6,11,1,20,25,0
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,23,9,3,4,2,0,0,0,2,0,1,0,2,1,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,27,7,3,5,5,2,0,0,2,0,1,0,3,1,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,72,17,9,14,10,2,2,0,10,0,7,2,4,2,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,30,8,5,1,1,0,0,1,2,1,4,3,3,4,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,90,25,13,9,7,6,1,2,7,1,14,3,4,5,0
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,23,4,4,2,2,1,1,0,3,1,1,2,1,2,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,30,10,6,0,2,1,1,1,2,0,3,1,2,3,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,11,5,1,0,1,1,0,1,0,0,1,1,1,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,46,13,2,3,13,3,1,0,3,0,1,0,3,6,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,8,2,1,1,0,1,0,0,0,0,3,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,14,3,1,2,3,1,1,0,0,0,1,0,0,2,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,31,6,1,6,4,1,2,0,0,0,2,0,4,6,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,6,1,2,1,0,0,0,0,0,0,1,0,0,1,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,40,8,4,3,7,3,2,0,1,0,2,1,3,7,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,31,6,4,2,2,1,1,0,1,0,7,1,2,4,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,45,10,7,1,4,4,0,0,2,1,5,0,8,4,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,8,1,1,0,0,1,0,0,2,0,0,0,2,2,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,60,15,8,5,5,1,2,0,4,2,9,0,6,6,0
スポーツを始めるきっかけとして必要な支援,その他,13,3,3,3,0,0,0,1,1,0,1,0,1,1,0
スポーツを始めるきっかけとして必要な支援,特にない,247,74,34,32,18,7,9,2,3,5,9,1,33,28,0
スポーツを始めるきっかけとして必要な支援,わからない,213,43,27,28,16,8,10,4,7,9,14,2,28,25,0
スポーツ以外に関心のある事,旅行,800,197,88,93,107,47,28,4,23,27,58,5,64,86,0
スポーツ以外に関心のある事,グルメ・食べ歩き,790,166,96,96,83,40,25,4,40,31,62,7,80,89,0
スポーツ以外に関心のある事,買い物・ショッピング,567,121,70,61,68,22,25,4,18,13,35,6,77,74,0
スポーツ以外に関心のある事,テレビ視聴,772,183,108,90,89,28,29,6,32,31,64,6,65,75,0
スポーツ以外に関心のある事,動画配信サービス視聴,615,106,64,46,55,20,20,9,37,32,77,8,76,95,0
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,333,64,41,19,36,13,11,2,14,14,32,4,47,52,0
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,341,49,31,28,36,13,16,2,5,5,25,4,58,80,0
スポーツ以外に関心のある事,インターネット閲覧,680,125,77,63,69,25,28,1,23,22,54,3,95,113,0
スポーツ以外に関心のある事,映画鑑賞,526,136,59,51,67,27,18,1,5,14,43,2,56,63,0
スポーツ以外に関心のある事,読書,384,94,48,40,49,19,17,1,4,4,15,3,42,57,0
スポーツ以外に関心のある事,アニメ／漫画,389,49,31,31,20,10,15,4,11,19,63,5,64,87,0
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,414,59,44,30,34,10,20,3,15,32,71,5,43,69,0
スポーツ以外に関心のある事,写真の撮影,207,32,25,17,23,9,8,2,2,12,22,3,25,35,0
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,248,42,24,17,21,6,13,3,15,14,39,3,29,38,0
スポーツ以外に関心のある事,美術鑑賞,214,60,29,21,21,9,7,0,2,3,8,1,25,33,0
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,236,59,31,22,28,13,3,1,7,4,8,2,25,45,0
スポーツ以外に関心のある事,演劇・舞踏鑑賞,130,37,18,16,16,7,3,1,3,2,3,0,11,17,0
スポーツ以外に関心のある事,カラオケ,219,36,19,13,27,6,6,0,13,14,26,2,39,39,0
スポーツ以外に関心のある事,楽器の演奏,103,22,10,10,14,4,2,1,0,5,9,0,12,18,0
スポーツ以外に関心のある事,料理・菓子作り,174,36,14,22,21,7,3,0,5,4,19,0,16,33,0
スポーツ以外に関心のある事,園芸・ガーデニング,121,34,13,14,26,6,4,0,1,1,5,0,8,14,0
スポーツ以外に関心のある事,日曜大工,48,12,10,3,8,4,1,0,0,0,2,0,2,7,0
スポーツ以外に関心のある事,編み物・手芸,77,17,5,8,9,2,1,0,1,2,6,3,11,16,0
スポーツ以外に関心のある事,和裁・洋裁,26,6,3,1,3,1,0,0,1,1,2,0,4,7,0
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,17,0,1,2,3,0,0,0,5,1,1,0,3,3,0
スポーツ以外に関心のある事,ギャンブル,72,18,6,8,7,5,6,0,1,1,1,1,9,12,0
スポーツ以外に関心のある事,その他,95,25,8,8,11,2,3,0,3,3,9,0,13,11,0
スポーツ以外に関心のある事,特にない,173,56,19,19,13,5,7,6,4,6,5,3,20,19,0
情報入手先,家族,919,218,106,88,89,31,26,12,56,47,107,10,74,90,0
情報入手先,友人,503,115,55,58,59,18,19,2,11,17,63,1,46,55,0
情報入手先,学校や職場、施設の人,405,70,34,33,23,11,9,7,51,41,70,4,30,42,0
情報入手先,ボランティア,61,13,9,9,8,1,0,3,3,9,5,1,3,3,0
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,160,43,19,18,20,8,9,3,9,11,6,4,14,8,0
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,272,77,37,31,33,13,9,0,9,4,10,4,27,30,0
情報入手先,テレビ,1038,261,131,117,133,50,41,4,21,29,83,10,87,100,0
情報入手先,ラジオ,218,47,36,28,35,8,6,0,1,6,7,2,19,27,0
情報入手先,新聞,310,94,44,40,52,15,12,1,2,4,11,2,12,26,0
情報入手先,雑誌,122,33,15,17,13,3,5,1,2,2,4,3,9,18,0
情報入手先,障害者団体の会合や機関誌,71,14,14,4,9,2,1,1,6,3,7,0,8,8,0
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,531,98,64,52,60,22,21,0,6,10,43,5,73,91,0
情報入手先,インターネットのニュースサイトやニュースアプリ,796,169,91,78,96,37,33,1,8,16,59,4,103,128,0
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,532,89,58,52,50,17,18,2,4,11,39,5,83,120,0
情報入手先,動画配信サービス（YouTubeなど）,487,83,45,42,43,12,14,1,14,22,62,6,67,93,0
情報入手先,行政の窓口,123,24,12,16,17,2,3,0,3,6,8,2,22,18,0
情報入手先,区市町村などの広報誌,212,55,23,21,29,6,6,0,5,4,3,0,36,30,0
情報入手先,その他,13,0,3,1,1,0,0,1,1,0,1,0,2,3,0
情報入手先,わからない,53,9,5,7,4,1,2,1,4,2,7,0,8,4,0
情報入手先,得ていない,96,25,10,6,7,5,6,5,8,4,2,0,11,13,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,331,58,39,33,36,14,14,2,11,18,46,6,30,43,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,255,39,35,23,21,13,12,3,10,18,39,5,23,35,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,520,80,55,49,59,20,21,1,19,37,75,6,53,70,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,167,24,19,20,14,4,5,2,9,6,28,1,17,32,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,1294,316,161,139,139,58,52,16,67,32,71,13,135,138,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,967,197,112,106,104,40,36,10,48,47,99,13,96,97,0
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,1098,263,132,114,117,51,46,14,47,30,62,10,118,132,0
デフリンピックの認知度,よく内容を知っている,140,26,29,20,18,9,6,2,3,4,13,3,8,10,0
デフリンピックの認知度,見たり聞いたりしたことがある,534,115,71,63,65,26,28,7,20,19,28,5,44,61,0
デフリンピックの認知度,知らない,1429,320,148,142,141,57,51,15,73,56,129,15,164,171,0
デフリンピックに期待すること,競技観戦,259,64,27,32,23,9,10,2,14,16,29,1,17,27,0
デフリンピックに期待すること,記録の更新,132,33,17,20,11,6,1,1,8,3,6,1,14,22,0
デフリンピックに期待すること,日本人選手の活躍,477,110,58,59,58,27,20,1,17,12,47,3,41,50,0
デフリンピックに期待すること,外国人選手の活躍,125,29,12,15,14,8,6,1,2,3,11,2,15,15,0
デフリンピックに期待すること,国際交流の促進,188,37,24,24,27,11,6,2,4,6,14,2,16,22,0
デフリンピックに期待すること,大会記念グッズの展開,63,10,12,7,6,4,3,0,0,2,8,1,6,11,0
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,126,27,14,15,16,4,4,1,5,5,9,1,15,21,0
デフリンピックに期待すること,競技体験,72,14,9,8,8,3,3,0,4,6,8,2,7,10,0
デフリンピックに期待すること,大会への子供の参加,107,22,15,12,11,5,3,0,4,11,8,0,11,8,0
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,102,20,16,10,16,5,1,0,3,8,3,3,12,15,0
デフリンピックに期待すること,手話の普及と理解の促進,132,23,15,14,18,6,4,0,4,4,11,1,21,21,0
デフリンピックに期待すること,デフスポーツの普及と理解の促進,221,38,26,22,26,9,7,2,11,12,20,3,21,36,0
デフリンピックに期待すること,障害や障害者への理解の促進,455,97,47,35,52,19,12,8,30,23,46,2,56,51,0
デフリンピックに期待すること,その他,7,2,0,0,4,0,0,0,0,1,0,0,0,0,0
デフリンピックに期待すること,期待するものはない,1057,243,115,113,106,42,47,10,42,32,72,14,117,135,0
