項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
2,3,0,0,0,社会保険料,65950,-,84273,-,70203,-,90675,-,83878,-,54849,-,47475,-,68340,-,50400,-
2,4,0,0,0,公的年金保険料,39772,-,52651,-,45570,-,56593,-,51748,-,31952,-,30735,-,42552,-,27035,-
2,4,0,0,0,健康保険料,21805,-,26514,-,23122,-,28105,-,26364,-,18960,-,15708,-,21256,-,18774,-
2,4,0,0,0,介護保険料,3155,-,3533,-,310,-,4195,-,4250,-,2935,-,68,-,3132,-,3775,-
2,4,0,0,0,他の社会保険料,1219,-,1575,-,1201,-,1783,-,1516,-,1002,-,964,-,1399,-,817,-
2,3,0,0,0,その他,53,-,42,-,16,-,91,-,18,-,60,-,11,-,101,-,55,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),632215,-,828306,-,815732,-,837812,-,824899,-,511437,-,466046,-,553992,-,502912,-
2,2,0,0,0,預貯金,492206,-,590645,-,589462,-,593561,-,588582,-,432470,-,404158,-,471439,-,420960,-
2,2,0,0,0,保険料,28359,-,34914,-,28881,-,33460,-,39116,-,24077,-,15557,-,22941,-,26918,-
2,3,0,0,0,個人・企業年金保険料,5510,-,7661,-,7194,-,9409,-,6187,-,4192,-,2711,-,5096,-,4213,-
2,3,0,0,0,他の保険料,22849,-,27253,-,21687,-,24051,-,32929,-,19886,-,12846,-,17845,-,22705,-
2,2,0,0,0,有価証券購入,3181,-,1812,-,807,-,1988,-,1951,-,3957,-,1196,-,3581,-,4868,-
2,2,0,0,0,土地家屋借金返済,45358,-,117820,-,112179,-,118430,-,120087,-,-,-,-,-,-,-,-,-
2,2,0,0,0,他の借金返済,1935,-,1937,-,1709,-,3263,-,852,-,1973,-,3330,-,1788,-,1576,-
2,2,0,0,0,分割払購入借入金返済,4407,-,6778,-,8181,-,8175,-,4772,-,2908,-,1524,-,4064,-,2802,-
2,2,0,0,0,一括払購入借入金返済,55867,-,73427,-,73976,-,77060,-,69131,-,45181,-,39196,-,49134,-,45034,-
2,2,0,0,0,実支出以外の支払のその他,903,-,973,-,537,-,1875,-,409,-,871,-,1086,-,1045,-,755,-
2,1,0,0,0,繰越金,64304,-,52619,-,51016,-,45778,-,60736,-,71534,-,68447,-,66479,-,75077,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,503418,-,600360,-,594441,-,604941,-,597999,-,444458,-,426555,-,502278,-,420797,-
3,0,0,0,0,黒字,149477,-,231800,-,270037,-,231267,-,216765,-,99574,-,151206,-,134782,-,63876,-
3,1,0,0,0,金融資産純増,142859,-,150166,-,201840,-,159052,-,117190,-,139654,-,186710,-,169698,-,108552,-
3,3,0,0,0,貯蓄純増,139831,-,148782,-,201032,-,158280,-,115240,-,135698,-,185513,-,166116,-,103684,-
3,4,0,0,0,預貯金純増,115168,-,115535,-,173169,-,126377,-,78092,-,116611,-,170441,-,143175,-,85523,-
3,4,0,0,0,保険純増,24664,-,33247,-,27864,-,31903,-,37148,-,19087,-,15073,-,22941,-,18161,-
3,3,0,0,0,有価証券純購入,3028,-,1384,-,807,-,772,-,1951,-,3957,-,1196,-,3581,-,4868,-
3,1,0,0,0,土地家屋借金純減,45358,-,117820,-,112179,-,118430,-,120087,-,-,-,-,-,-,-,-,-
3,1,0,0,0,他の借金純減,1634,-,1515,-,-338,-,3263,-,769,-,1777,-,3330,-,1546,-,1329,-
3,1,0,0,0,分割払購入借入金純減,538,-,-806,-,8091,-,-7286,-,2059,-,1189,-,540,-,1157,-,1362,-
3,1,0,0,0,一括払購入借入金純減,-26049,-,-22657,-,-39121,-,-22121,-,-15018,-,-27784,-,-23220,-,-28693,-,-29405,-
3,1,0,0,0,土地家屋純増,546,-,13,-,-,-,25,-,-,-,895,-,4987,-,232,-,-,-
3,1,0,0,0,その他の純増,519,-,580,-,355,-,1318,-,118,-,495,-,699,-,429,-,465,-
3,1,0,0,0,繰越純増,-15927,-,-14830,-,-12968,-,-21415,-,-8440,-,-16652,-,-21839,-,-9587,-,-18426,-
,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,,,,,
第２４表　住宅ローン返済の有無別・世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,,,
