項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,503418,-,178824,-,368836,-,456010,-,563807,-,624634,-,750428,-,929183,-
3,0,0,0,0,黒字,149477,-,-85766,-,86475,-,153632,-,180676,-,235198,-,295786,-,390481,-
3,1,0,0,0,金融資産純増,142859,-,-56636,-,84256,-,136389,-,165656,-,218733,-,284093,-,353564,-
3,3,0,0,0,貯蓄純増,139831,-,-61016,-,83705,-,133377,-,164086,-,215168,-,281639,-,347985,-
3,4,0,0,0,預貯金純増,115168,-,-78313,-,76179,-,116631,-,139051,-,177459,-,243945,-,303463,-
3,4,0,0,0,保険純増,24664,-,17297,-,7526,-,16746,-,25035,-,37710,-,37694,-,44522,-
3,3,0,0,0,有価証券純購入,3028,-,4381,-,552,-,3012,-,1571,-,3565,-,2454,-,5579,-
3,1,0,0,0,土地家屋借金純減,45358,-,17998,-,27309,-,42508,-,53743,-,55987,-,63494,-,84829,-
3,1,0,0,0,他の借金純減,1634,-,432,-,1405,-,2156,-,2008,-,1209,-,200,-,5081,-
3,1,0,0,0,分割払購入借入金純減,538,-,1312,-,490,-,547,-,-8110,-,754,-,11624,-,1900,-
3,1,0,0,0,一括払購入借入金純減,-26049,-,-27116,-,-16466,-,-18412,-,-20647,-,-32121,-,-47666,-,-27886,-
3,1,0,0,0,土地家屋純増,546,-,-,-,-,-,2704,-,-,-,281,-,-,-,-,-
3,1,0,0,0,その他の純増,519,-,486,-,-214,-,464,-,620,-,647,-,250,-,1691,-
3,1,0,0,0,繰越純増,-15927,-,-22243,-,-10305,-,-12724,-,-12594,-,-10293,-,-16209,-,-28698,-
,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,,,
第１６表　定期収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,
