自治体名,ホームページ,館名,電話番号,郵便番号,所在地,開館時間,休館日1,休館日2,座席数,備考,,
北区,https://www.library.city.kita.tokyo.jp/,東十条,03-5390-6680,114-0001,東十条3-2-14,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"30
(25)",C・CD,,
江東区,https://www.koto-lib.tokyo.jp/,江東,03-3640-3151,136-0076,南砂6-7-52,9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"215
(84)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ,,
江東区,https://www.koto-lib.tokyo.jp/,(枝川図書ｻｰﾋﾞｽｺｰﾅｰ),03-3647-6860,135-0051,"枝川3-6-16
枝川区民館1階",9AM～5PM,"･月曜日
･祝日(月曜日の場合は翌日も休館)
･第3金曜日(祝日の場合は前日の木曜日も休館)
･1月4日",,"0
(0)",オ,,
江東区,https://www.koto-lib.tokyo.jp/,白河こども,03-3643-7439,135-0021,"白河4-3-19
元加賀小学校1階
(出入口は小学校とは別)",9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"16
(0)",Ｃ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,亀戸,03-3636-6061,136-0071,亀戸7-39-9,9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"118
(31)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,東雲,03-3529-1141,135-0062,"東雲2-7-5-201
ﾄﾐﾝﾀﾜｰ東雲2階",9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"44
(22)",障・ＣＤ・W〇・多T・乳,,
江東区,https://www.koto-lib.tokyo.jp/,城東,03-3637-2751,136-0072,"大島4-5-1
総合区民ｾﾝﾀｰ4階",9AM～9PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"46
(38)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,砂町,03-3640-4646,136-0073,"北砂5-1-7
砂町文化ｾﾝﾀｰ1階",9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第1･3月曜日(祝日の場合は開館)
･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"106
(49)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,東陽,03-3644-6121,135-0016,"東陽2-3-6
教育ｾﾝﾀｰ1階",9AM～9PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"168
(76)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,豊洲,03-3536-5931,135-0061,"豊洲2-2-18
豊洲ｼﾋﾞｯｸｾﾝﾀｰ9･10階･11階の一部",9AM～9PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"125
(97)",Ｃ・障・ＣＤ・W〇・乳,,
江東区,https://www.koto-lib.tokyo.jp/,東大島,03-3681-4646,136-0072,大島9-4-2-101,9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"78
(25)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,深川,03-3641-0062,135-0024,清澄3-3-39,9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"92
(37)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江東区,https://www.koto-lib.tokyo.jp/,古石場,03-5245-3101,135-0045,"古石場2-13-2
古石場文化ｾﾝﾀｰ4階",9AM～8PM(日曜日､祝日､12月28日は～7PM),"･第1･3月曜日(祝日の場合は開館)
･第3金曜日(祝日の場合は前日の木曜日)
･1月4日",,"44
(12)",Ｃ・障・ＣＤ・W〇・多T・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,品川,03-3471-4667,140-0001,北品川2-32-3,"9AM～8PM
(日曜日､祝日は～7PM)",･第4月曜日,,"220
(68)",Ｃ・障資・障・ＣＤ・W〇・多T・乳・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,荏原,03-3784-2557,142-0053,中延1-9-15,"9AM～8PM
(日曜日､祝日は～7PM)",･第4月曜日,,"41
(9)",Ｃ・障・ＣＤ・W〇・多T・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,大井,03-3777-7151,140-0014,大井5-19-14,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"44
(33)",Ｃ・障・ＣＤ・W〇・多T・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,大崎,03-3440-5600,141-0001,北品川5-2-1,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"112
(22)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,大崎図書館分館,03-3491-3430,141-0032,大崎3-12-22,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"29
(4)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,源氏前,03-3781-6273,142-0053,中延4-14-17,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"35
(12)",Ｃ・障・ＣＤ・W〇・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,五反田,03-3492-2131,141-0031,西五反田6-5-1,"9AM～8PM
(日曜日､祝日は～7PM)",･第4月曜日,,"124
(27)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,二葉,03-3782-2036,142-0043,二葉1-4-25,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"29
(10)",Ｃ・障・ＣＤ・W〇・多T・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,南大井,03-3761-6780,140-0013,南大井3-7-13,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"22
(11)",Ｃ・障・ＣＤ・W〇・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,八潮,03-3799-1414,140-0003,八潮5-10-27,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"69
(24)",Ｃ・障・ＣＤ・W〇・多T・オ,,
品川区,https://library.city.shinagawa.tokyo.jp/,ゆたか,03-3785-6677,142-0042,豊町1-17-7,"9AM～8PM
(日曜日､祝日は～7PM)",･第2木曜日,,"43
(16)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,中央,03-3403-2591,150-0001,神宮前1-4-1,"9AM～9PM
(日･月曜日､祝日は～6PM)","･第1月曜日
･第3木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"170
(124)",Ｃ・障資･障・W◎・多T・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,こもれび大和田,03-3464-4780,150-0031,"桜丘町23-21
文化総合ｾﾝﾀｰ大和田2階","9AM～9PM
(日曜日･祝日は～5PM)","･第2月曜日とその前週の火
 曜日
･第4月曜日とその前週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"24
(40)",Ｃ・障・W◎・多T・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,笹塚,03-3460-6784,151-0073,"笹塚1-47-1
ﾒﾙｸﾏｰﾙ京王笹塚4階","10AM～9PM
(日曜日､祝日は～6PM)","･月曜日(祝日の場合は開館)
･第2木曜日(祝日の場合は開
 館し直後の平日が休館日)",,"35
(22)",Ｃ・障・W◎・多T・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,笹塚こども,03-3378-1983,151-0073,笹塚3-3-1,10AM～5PM,"･月曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"22
(6)",Ｃ・障・W●・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,渋谷,03-3407-7544,150-0011,東1-6-6,"9AM～7PM
(日･月曜日､祝日は～5PM)","･第1月曜日とその翌週の火
 曜日
･第3月曜日とその翌週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"119
(14)",Ｃ･障・ＣＤ・W●・多T・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,富ヶ谷,03-3468-9020,151-0064,上原1-46-2,"9AM～7PM
(日･月曜日､祝日は～5PM)","･第1月曜日とその翌週の火
 曜日
･第3月曜日とその翌週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"13
(30)",Ｃ・障・W●・多T・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,西原,03-3460-8535,151-0066,西原2-28-9,"9AM～7PM
(日･月曜日､祝日は～5PM)","･第1月曜日とその翌週の火
 曜日
･第3月曜日とその翌週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"49
(12)",Ｃ・障・W●・多T・乳・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,本町,03-5371-4833,151-0071,本町1-33-5,"9AM～7PM
(日･月曜日､祝日は～5PM)","･第2月曜日とその前週の火
 曜日
･第4月曜日とその前週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"60
(37)",Ｃ・障・W●・多T・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,代々木,03-3370-7566,151-0053,"代々木3-51-8
代々木区民施設4階","11AM～7PM
(土･日曜日､祝日は9AM～5PM)","･火曜日
･第3日曜日
･第2木曜日(祝日の場合は開
 館し直後の平日が休館日)",,"14
(10)",Ｃ・障・W●・多T・オ,,
渋谷区,https://www.lib.city.shibuya.tokyo.jp/,臨川みんなの,03-5793-9500,150-0012,広尾1-9-17,"9AM～7PM
(日･月曜日､祝日は～5PM)","･第2月曜日とその前週の火
 曜日
･第4月曜日とその前週の火
 曜日
･第2木曜日
 (いずれも祝日の場合は開
 館し直後の平日が休館日)",,"55(学校図書室分36席を含む)
(10)",Ｃ・障・W●・多T・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,中央,03-3364-1421,169-0072,大久保3-1-1,9AM～9:45PM(日曜日､祝日は～6PM),"･月曜日(祝日の場合は開館し翌火曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"158
(76)",Ｃ・障・ＣＤ・W〇・多T・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,こども,03-3364-1421,169-0072,"大久保3-1-1
(中央図書館3階)",9AM～6PM,"･月曜日(祝日の場合は開館し翌火曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"27
(38)",Ｃ・障・W〇・多T・乳・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,大久保,03-3209-3812,169-0072,大久保2-12-7,9AM～9:45PM(日曜日､祝日は～6PM),"･火曜日(月･火曜日が祝日の場合は開館し翌水曜日)
･5･8･11･2月の第3日曜日
･第2木曜日(祝日の場合は開館し翌日)",,"31
(20)",Ｃ･障・ＣＤ・W〇・乳,,
新宿区,https://www.library.shinjuku.tokyo.jp/,北新宿,03-3365-4755,169-0074,北新宿3-20-2,9AM～7PM(土･日曜日､祝日は～6PM),"･火曜日(月･火曜日が祝日の場合は開館し翌水曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"31
(36)",Ｃ･障・W〇・多T・乳,,
新宿区,https://www.library.shinjuku.tokyo.jp/,下落合,03-3368-6100,161-0033,下落合1-9-8,9AM～9:45PM(日曜日､祝日は～6PM),"･火曜日(月･火曜日が祝日の場合は開館し翌水曜日)
･第2木曜日(祝日の場合は開館し翌日)",,"37
(18)",Ｃ･障・ＣＤ・W〇・多T・乳・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,角筈,03-5371-0010,160-0023,西新宿4-33-7,9AM～9:45PM(日曜日､祝日は～6PM),"･月曜日(祝日の場合は開館し翌火曜日)
･5･8･11･2月の第4日曜日
･第2木曜日(祝日の場合は開館し翌日)",,"50
(0)",Ｃ･障・ＣＤ・W〇・乳・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,鶴巻,03-3208-2431,162-0041,早稲田鶴巻町521,"9AM～7PM(土･日曜日､祝日は～6PM)
ただし､児童室は～6PM","･火曜日(月･火曜日が祝日の場合は開館し翌水曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"22
(15)",Ｃ･障・W〇・乳・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,戸山,03-3207-1191,162-0052,戸山2-11-101,"9AM～7PM(土･日曜日､祝日は～6PM)
ただし､児童室は～6PM","･月曜日(祝日の場合は開館し翌火曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"28
(22)",Ｃ･障資･障・ＣＤ・W〇・多T・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,中町,03-3267-3121,162-0835,中町25,9AM～7PM(土･日曜日､祝日は～6PM),"･月曜日(祝日の場合は開館し翌火曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"22
(6)",Ｃ･障・W〇,,
新宿区,https://www.library.shinjuku.tokyo.jp/,西落合,03-3954-4373,161-0031,西落合4-13-17,9AM～7PM(土･日曜日､祝日は～6PM),"･月曜日(祝日の場合は開館し翌火曜日)
･第3木曜日(祝日の場合は開館し翌日)",,"37
(27)",Ｃ･障・W〇・乳・オ,,
新宿区,https://www.library.shinjuku.tokyo.jp/,四谷,03-3341-0095,160-8581,内藤町87,9AM～9:45PM(日曜日､祝日は～6PM),"･火曜日(月･火曜日が祝日の場合は開館し翌水曜日)
･5･8･11･2月の第3日曜日
･第2木曜日(祝日の場合は開館し翌日)",,"84
(43)",Ｃ･障・ＣＤ・W〇・多T・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,中央,03-3391-5754,167-0051,荻窪3-40-23,"9AM～8PM
(日曜日､祝日は～5PM)","･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,"338
(56)",C・障資(区内在住者)･障(区内在住者)・ＣＤ・W〇・多T・乳・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,阿佐谷,03-5373-1811,166-0001,阿佐谷北3-36-14,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"43
(24)",Ｃ・障(区内在住者)・ＣＤ・W〇・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,今川,03-3394-0431,167-0035,今川4-12-10,9AM～9PM,"･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"44
(22)",Ｃ・障資・障(区内在住者)・W〇・多T・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,永福,03-3322-7141,168-0064,永福3-51-17,9AM～9PM,"･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,未定,Ｃ・障(区内在住者)・W〇・多T・乳・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,柿木,03-3394-3801,167-0023,上井草1-6-13,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"32
(68)",Ｃ・W〇・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,高円寺,03-3316-2421,166-0003,高円寺南2-36-25,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"76
(41)",Ｃ・障(区内在住者)・W〇・多T・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,下井草,03-3396-7999,167-0022,下井草3-26-5,"9AM～8PM
(日曜日､祝日は～5PM)","･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,"27
(50)",Ｃ・障(区内在住者)・ＣＤ・W〇・多T・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,高井戸,03-3290-3456,168-0072,高井戸東1-28-1,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"42
(23)",Ｃ・障(区内在住者)・ＣＤ・W〇・多T・乳・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,成田,03-3317-0341,166-0015,成田東3-28-5,"9AM～8PM
(日曜日､祝日は～5PM)","･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,"20
(50)",Ｃ・障(区内在住者)・W〇・多T,,
杉並区,https://www.library.city.suginami.tokyo.jp/,西荻,03-3301-1670,167-0042,西荻北2-33-9,"9AM～8PM
(日曜日､祝日は～5PM)","･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,"29
(39)",Ｃ・障(区内在住者)・ＣＤ・W〇・多T・乳・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,方南,03-5355-7100,168-0062,方南1-51-2,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"39
(24)",Ｃ・障(区内在住者)・W〇・多T・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,南荻窪,03-3335-7377,167-0052,南荻窪1-10-2,"9AM～8PM
(日曜日､祝日は～5PM)","･第1月､第3木曜日
 (祝日の場合は、直後の第1
 木曜日を除く平日)",,"25
(33)",Ｃ・障(区内在住者)・ＣＤ・W〇・多T・乳・オ,,
杉並区,https://www.library.city.suginami.tokyo.jp/,宮前,03-3333-5166,168-0081,宮前5-5-27,"9AM～8PM
(日曜日､祝日は～5PM)","･第1･3木曜日
 (祝日の場合は、直後の第1
 月曜日を除く平日)",,"122
(38)",Ｃ・障(区内在住者)・W〇・多T・乳・オ,,
墨田区,https://www.library.sumida.tokyo.jp/,ひきふね,03-5655-2350,131-0046,"京島1-36-5
ﾏｰｸﾌﾛﾝﾄﾀﾜｰ曳舟","9AM～9PM
(こどもとしょしつは～6PM､日曜日､祝日は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"173
(81)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ,,
墨田区,https://www.library.sumida.tokyo.jp/,立花,03-3618-2620,131-0043,立花6-8-1-101,"9AM～8PM
(日曜日､祝日は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"25
(30)",Ｃ・障資･障・ＣＤ・W〇・多T・オ,,
墨田区,https://www.library.sumida.tokyo.jp/,緑,03-3631-4621,130-0021,緑2-24-5,"9AM～8PM
(日曜日､祝日は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"114
(60)",Ｃ・障資･障・ＣＤ・W〇・多T・オ,,
墨田区,https://www.library.sumida.tokyo.jp/,八広,03-3616-0846,131-0041,八広5-10-1-104,"9AM～8PM
(日曜日､祝日は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"32
(28)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,中央,03-3429-1811,154-0016,弦巻3-16-8,10AM～7PM(月曜日､祝日は～5PM),･月の最終木曜日,,"114
(121)",Ｃ・障資･障・ＣＤ・W◎・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,梅丘,03-3323-8261,155-0033,代田4-38-10,9AM～9PM(日･月曜日、祝日は～8PM),･第3木曜日,,"108
(30)",障資・障・ＣＤ・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,奥沢,03-3720-2096,158-0083,奥沢3-47-8,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"54
(22)",障資・障・ＣＤ・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,尾山台,03-3703-2581,158-0082,等々力2-17-14,9AM～7PM(月曜日､祝日は～5PM),･第3木曜日,,"26
(42)",障資・障・ＣＤ・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,粕谷,03-3305-1661,157-0063,粕谷4-13-6,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"29
(50)",障資・障・ＣＤ・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,鎌田,03-3709-6311,157-0077,鎌田3-35-1,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"43
(58)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,上北沢,03-3290-3411,156-0057,上北沢3-8-9,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"36
(28)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,烏山,03-3326-3521,157-0062,南烏山6-2-19,"9AM～7PM
(月曜日､祝日は～5PM)",･第2木曜日,,"56
(36)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,砧,03-3482-2271,157-0072,祖師谷3-10-4,"9AM～7PM
(月曜日､祝日は～5PM)",･第2木曜日,,"72
(77)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,経堂,03-5451-0071,156-0051,宮坂3-1-30,9AM～9PM(日･月曜日､祝日は～8PM),･第3木曜日,,"42
(14)",障資・障・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,桜丘,03-3439-0741,156-0054,桜丘5-14-1,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"14
(33)",障資・障・ＣＤ・W◎・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,下馬,03-3418-6531,154-0002,下馬2-32-1,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"54
(17)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,世田谷,03-3419-1911,154-0023,若林4-22-13,9AM～9PM(日･月曜日､祝日は～8PM),･第2木曜日,,"51
(12)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,代田,03-3469-5638,155-0033,代田6-34-13,9AM～7PM(月曜日、祝日は～5PM),･第2木曜日,,"25
(12)",障資・障・ＣＤ・W◎・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,玉川台,03-3709-4164,158-0096,玉川台1-6-15,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"20
(26)",障資・障・ＣＤ・W◎・多T・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,深沢,03-3705-4341,158-0081,深沢4-33-11,"9AM～7PM
(祝日は～5PM)","･月曜日
 (祝日の場合は翌日)",,"18
(13)",障資・障・ＣＤ・W◎・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(池尻図書室),03-3413-3396,154-0001,池尻3-27-21,9AM～5PM,"･月曜日
 (祝日の場合は翌日)",,"8
(12)",多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(喜多見図書室),03-3417-1313,157-0067,喜多見5-11-10,9AM～5PM,"･月曜日
 (祝日の場合は翌日)",,"0
(0)",,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(希望丘図書室),03-3484-4261,156-0055,船橋7-8-4,9AM～5PM,"･月曜日
 (祝日の場合は翌日)",,"0
(0)",,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(野毛図書室),03-5706-2755,158-0092,野毛2-15-19,9AM～5PM,"･月曜日
 (祝日の場合は翌日)",,"0
(23)",多T,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(松沢図書室),03-3323-8055,156-0044,赤堤5-31-5,9AM～5PM,"･月曜日
 (祝日の場合は翌日)",,0            (11),W〇・多T・乳・オ,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(三軒茶屋図書館ｶｳﾝﾀｰ),03-6453-1861,154-0004,"太子堂4-3-1
STKﾊｲﾂ1階",9AM～9PM,･第3木曜日,,"0
(0)",,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,(二子玉川図書館ｶｳﾝﾀｰ),03-6805-6181,158-0094,"玉川1-14-1
二子玉川ﾗｲｽﾞS.C.ﾃﾗｽﾏｰｹｯﾄ2階",9AM～9PM,･第3木曜日,,"0
(0)",,,
世田谷区,https://libweb.city.setagaya.tokyo.jp/,令和4年3月下旬、下北沢図書館ｶｳﾝﾀｰが新設予定,,,,,,,,,,
台東区,https://www.city.taito.lg.jp/library/index.html,中央,03-5246-5911,111-8621,"西浅草3-25-16
生涯学習ｾﾝﾀｰ1階･2階","9AM～8PM
(日曜日､祝日は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"98
(81)",障資･障（区内在住･在勤者）・Ｃ･ＣＤ・W〇・多T・乳・オ,,
台東区,https://www.city.taito.lg.jp/library/index.html,(浅草橋分室),03-3863-0082,111-0053,"浅草橋2-8-7
浅草橋区民館2階･3階","9:30AM～7PM
(日曜日は～5PM)",第3木曜日(祝日の場合は翌日),"･月曜日(ただし第2
 日曜日の翌日と第
 5月曜日は開館)
･第2日曜日
･第5月曜日の前日
･祝日","19
(15)",CD・多T・オ,,
台東区,https://www.city.taito.lg.jp/library/index.html,(谷中分室),03-3824-4041,110-0001,"谷中5-6-5
谷中防災ｺﾐｭﾆﾃｨｾﾝﾀｰ3階","9:30AM～7PM
(日曜日は～5PM)",第3木曜日(祝日の場合は翌日),"･月曜日(ただし第2
 日曜日の翌日と第
 5月曜日は開館)
･第2日曜日
･第5月曜日の前日
･祝日","31
(36)",障（対面朗読）・CD・多T・乳・オ,,
台東区,https://www.city.taito.lg.jp/library/index.html,石浜,03-3876-0854,111-0023,"橋場1-35-16
3階･4階","9:30AM～7PM
(日曜日は～5PM)",第3木曜日(祝日の場合は翌日),"･月曜日(ただし第3
 月曜日は開館)
･第3月曜日の前日
･祝日","0
(0)",CD・多T・オ,,
台東区,https://www.city.taito.lg.jp/library/index.html,根岸,03-3876-2101,110-0003,"根岸5-18-13
都営根岸5丁目ｱﾊﾟｰﾄ2階","9:30AM～7PM
(日曜日は～5PM)",第3木曜日(祝日の場合は翌日),"･月曜日(ただし第1
 月曜日は開館)
･第1月曜日の前日
･祝日","31
(2)",CD,,
中央区,http://www.library.city.chuo.tokyo.jp/,京橋,03-3543-9025,104-0045,築地1-1-1,"9AM～8PM
(土曜日は～7PM､日曜日､祝日は～5PM)
(京橋図書館「地域資料室」は～5PM)","･第3木曜日
 (祝日の場合は翌日)",,"72
(64)",障資･障(区内在住者)、Ｃ・ＣＤ・W〇・多T,,
,,令和4年(時期未定)、移転開館に伴い閉館予定,,,,,,,,,,
中央区,http://www.library.city.chuo.tokyo.jp/,日本橋,03-3669-6207,103-0013,日本橋人形町1-1-17,"9AM～8PM
(土曜日は～7PM､日曜日､祝日は～5PM)
(京橋図書館「地域資料室」は～5PM)","･第4木曜日
 (祝日の場合は翌日)",,"104
(83)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
中央区,http://www.library.city.chuo.tokyo.jp/,月島,03-3532-4391,104-0052,月島4-1-1,"9AM～8PM
(土曜日は～7PM､日曜日､祝日は～5PM)
(京橋図書館「地域資料室」は～5PM)","･第4木曜日
 (祝日の場合は翌日)",,"85
(63)",Ｃ・ＣＤ・W〇・多T・オ,,
