Ａ自治体名（障害者サービス担当館）,Ｂ蔵書数録音資料テープ図書作成タイトル,Ｂ蔵書数録音資料テープ図書寄贈タイトル,Ｂ蔵書数録音資料テープ図書購入タイトル,Ｂ蔵書数録音資料テープ雑誌作成タイトル,Ｂ蔵書数録音資料テープ雑誌寄贈タイトル,Ｂ蔵書数録音資料テープ雑誌購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌購入タイトル,Ｂ蔵書数録音資料録音資料合計タイトル,Ｂ蔵書数点字資料点字図書作成タイトル,Ｂ蔵書数点字資料点字図書寄贈タイトル,Ｂ蔵書数点字資料点字図書購入タイトル,Ｂ蔵書数点字資料点字雑誌作成タイトル,Ｂ蔵書数点字資料点字雑誌寄贈タイトル,Ｂ蔵書数点字資料点字雑誌購入タイトル,Ｂ蔵書数点字資料点字資料合計タイトル,Ｂ蔵書数拡大写本タイトル,Ｂ蔵書数点字絵本タイトル,Ｂ蔵書数さわる絵本タイトル,Ｂ蔵書数その他タイトル,Ｃ利用者登録者数（人）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外の読書困難者）,Ｄ職員数専任（正規職員）（人）,Ｄ職員数兼任（正規・非常勤職員）（人）,Ｄ職員数専任（委託・指定管理職員）（人）,Ｄ職員数兼任（委託・指定管理職員）（人）,Ｄ職員数アルバイト（人）,Ｄ職員数その他（人）,Ｅ講習会等実施回数音訳講習会,Ｅ講習会等実施回数研修会,Ｅ講習会等実施回数展示会,Ｅ講習会等実施回数機器操作講習会,Ｅ講習会等実施回数担当者会,Ｅ講習会等実施回数その他,Ｆ貸出機器台数点字プリンター,Ｆ貸出機器台数デイジー再生用,Ｆ貸出機器台数その他,Ｆ貸出機器デイジー再生機器館外貸出サービス実施,Ｇ対面音訳利用状況利用者延人数,Ｇ対面音訳利用状況利用時間,Ｇ対面音訳利用状況音訳延人数,Ｇ対面音訳利用状況対面実施館数,Ｇ対面音訳音訳者職員（人）,Ｇ対面音訳音訳者職員以外（人）,Ｈ資料の自館製作録音資料音訳者職員（人）,Ｈ資料の自館製作録音資料音訳者職員以外（人）,Ｈ資料の自館製作録音資料校正者職員（人）,Ｈ資料の自館製作録音資料校正者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員以外（人）,Ｈ資料の自館製作点訳資料点訳者職員（人）,Ｈ資料の自館製作点訳資料点訳者職員以外（人）,Ｈ資料の自館製作点訳資料校正者職員（人）,Ｈ資料の自館製作点訳資料校正者職員以外（人）,Ｉ貸出・相互貸借個人貸出録音資料テープタイトル,Ｉ貸出・相互貸借個人貸出録音資料ＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出録音資料マルチメディアＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出点字資料タイトル,Ｉ貸出・相互貸借個人貸出その他タイトル,Ｉ貸出・相互貸借個人貸出個人貸出合計タイトル,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借貸出貸出合計（タイトル）,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借借受借受合計（タイトル）,備考
武蔵村山市（中藤）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,*,0,233,0,0,0,0,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,"・図書の貸出数はタイトル数で数えられないので、所蔵数で計上。
・貸出は、すべて宅配（雷塚図書館から図書57冊・雑誌86冊・ＣＤ12枚。中久保図書館から図書62冊、雑誌3冊。）。"
多摩市,"1,736",16,37,0,0,0,264,45,0,0,227,0,1,8,1,"2,335",65,174,140,0,13,3,395,0,321,265,0,98,37,0,0,10,0,0,3,0,1,1,1,0,5,0,2,8,10,有,264,480,264,4,0,10,0,8,0,4,0,8,0,2,0,1,0,1,32,"2,872",0,7,0,"2,911",14,687,0,0,0,701,2,"2,602",0,6,0,"2,610",・マルチメディアDASYを心身に障がいのある子どもの学校へ貸出しているが、個人貸出ではないため、「Ｉ貸出・相互貸借」に数を入れてない。（38タイトル）
稲城市,221,484,369,0,0,0,90,2,0,0,0,0,0,0,0,"1,166",0,20,0,0,0,1,21,10,3,20,43,9,3,1,0,1,0,1,0,0,2,1,0,0,5,0,1,5,0,無,0,0,0,0,1,0,0,6,0,6,0,6,0,6,0,0,0,0,6,68,0,?,2,76,0,26,0,0,0,26,0,67,0,0,0,67,
羽村市,0,10,156,0,0,0,0,2,57,0,38,46,0,0,0,309,0,23,0,0,0,0,23,0,0,0,0,13,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,
あきる野市,60,42,0,0,0,0,23,5,0,0,22,0,1,7,0,160,0,25,0,0,0,24,49,0,0,0,21,23,4,0,0,4,-,-,-,-,1,-,-,-,-,-,-,3,-,有,0,0,0,3,1,18,0,5,3,5,0,5,3,5,-,-,-,-,0,28,0,0,-,28,0,38,0,0,0,38,0,15,0,0,0,15,
西東京市（谷戸）,"1,272",0,271,0,0,0,693,0,152,0,2,48,55,0,0,"2,493",204,0,0,0,0,2,206,2,36?,22,8,62,23,1,4,1,0,0,0,0,1,8,-,-,12,8,-,3,19,有,69,138,136,3,1,20,0,43,0,25,0,30,0,26,0,18,0,18,1,"1,155",0,0,0,"1,156",1,139,0,0,0,140,1,978,0,0,0,979,・児童書で点字つきの資料については別途数えて管理していないため、計上できない　・点字雑誌購入については「点字毎日」と「点字ジャーナル」2タイトル購入しているので、2タイトルと入力した。　　　
市合計,"11,443","1,094","6,306",28,12,0,"5,936",433,"1,594",8,"1,416",384,351,65,15,"29,085","2,298","3,369","1,857",5,190,489,"8,208",66,"1,464",922,"1,058","1,997",565,106,16,65,0,19,6,16,26,16,20,2,50,18,8,126,48,19,"2,042","4,133","3,104",44,17,483,1,629,4,439,4,393,9,423,1,194,1,183,"1,717","28,732",62,"1,213","1,662","33,386",225,"11,581",0,"2,931",50,"14,787",861,"17,264",0,490,26,"18,641",
瑞穂町,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
日の出町,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,
奥多摩町（古里）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,無,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,2,-,-,-,-,-,0,2,0,0,0,0,2,
町村部合計,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,20,20,0,7,0,0,2,19,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,2,
大島町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三宅村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
八丈町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,
青ヶ島村,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,無,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
神津島村,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,無,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
島しょ合計,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
合　　計,"25,784","1,934","21,061","1,540",52,92,"15,457","3,648","4,951",59,"2,051","1,234","1,143",269,499,"84,227","7,856","6,704","7,710",38,318,855,"23,481","2,852","2,465","3,287","3,657","8,518","2,458",719,36,222,12,122,19,31,75,22,27,14,88,35,20,326,59,35,"7,574","16,031","9,397",132,31,"1,174",16,"1,228",7,857,10,803,14,773,1,464,2,350,"7,145","113,265",89,"6,318","13,037","139,854",835,"26,512",8,"3,144",294,"31,080","3,134","50,500",7,"1,138",30,"55,221",
