A自治体名(障害者サービス担当館）,B蔵書数録音資料テープ図書作成ﾀｲﾄﾙ,B蔵書数録音資料テープ図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料テープ図書購入ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌作成ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌寄贈ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌購入ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書作成ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書購入ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書作成ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書購入ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌作成ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌寄贈ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌購入ﾀｲﾄﾙ,B蔵書数録音資料録音資料合計ﾀｲﾄﾙ,B蔵書数点字資料点字図書作成ﾀｲﾄﾙ,B蔵書数点字資料点字図書寄贈ﾀｲﾄﾙ,B蔵書数点字資料点字図書購入ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌作成ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌寄贈ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌購入ﾀｲﾄﾙ,B蔵書数点字資料点字資料合計ﾀｲﾄﾙ,B蔵書数拡大写本ﾀｲﾄﾙ,B蔵書数点字絵本ﾀｲﾄﾙ,B蔵書数さわる絵本ﾀｲﾄﾙ,B蔵書数その他ﾀｲﾄﾙ,C利用者登録者数（人）,C利用者登録者数内訳登録者内数（視覚障害以外）（人）,C利用者登録者数内訳登録者内数（視覚障害以外の読書困難者）（人）,D職員数専任（正規職員）（人）,D職員数兼任（正規・非常勤職員）（人）,D職員数専任（委託・指定管理職員）（人）,D職員数兼任（委託・指定管理職員）（人）,D職員数アルバイト（人）,D職員数その他（人）,E講習会等実施回数音訳講習会,E講習会等実施回数研修会,E講習会等実施回数展示会,E講習会等実施回数機器操作講習会,E講習会等実施回数担当者会,E講習会等実施回数その他,F貸出機器台数点字プリンター,F貸出機器台数デイジー再生用,F貸出機器台数その他,F貸出機器デイジー再生機器館外貸出サービス実施,G対面音訳利用状況利用者延人数,G対面音訳利用状況利用時間,G対面音訳利用状況音訳者延人数,G対面音訳利用状況対面実施館数,G対面音訳音訳者職員（人）,G対面音訳音訳者職員以外（人）,H資料の自館製作録音資料音訳者職員（人）,H資料の自館製作録音資料音訳者職員以外（人）,H資料の自館製作録音資料校正者職員（人）,H資料の自館製作録音資料校正者職員以外（人）,H資料の自館製作録音資料ＤＡＩＳＹ編集者職員（人）,H資料の自館製作録音資料ＤＡＩＳＹ編集者職員以外（人）,H資料の自館製作録音資料ＤＡＩＳＹ校正者職員（人）,H資料の自館製作録音資料ＤＡＩＳＹ校正者職員以外（人）,H資料の自館製作点訳資料点訳者職員（人）,H資料の自館製作点訳資料点訳者職員以外（人）,H資料の自館製作点訳資料校正者職員（人）,H資料の自館製作点訳資料校正者職員以外（人）,I貸出・相互貸借個人貸出録音資料テープﾀｲﾄﾙ,I貸出・相互貸借個人貸出録音資料DAISYﾀｲﾄﾙ,I貸出・相互貸借個人貸出録音資料マルチメディアDAISYﾀｲﾄﾙ,I貸出・相互貸借個人貸出点字資料ﾀｲﾄﾙ,I貸出・相互貸借個人貸出その他ﾀｲﾄﾙ,I貸出・相互貸借個人貸出個人貸出合計ﾀｲﾄﾙ,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）テープ,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）DAISY,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）マルチメディアDAISY,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）点字,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）その他,I貸出・相互貸借相互貸借貸出貸出合計（タイトル）,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）テープ,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）DAISY,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）マルチメディアDAISY,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）点字,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）その他,I貸出・相互貸借相互貸借借受借受合計（タイトル）,備　考
西東京市(谷戸),1272,0,271,0,0,0,584,0,128,0,0,48,24,0,0,2327,197,0,0,0,0,2,199,2,28,22,16,95,60,35,3,2,0,0,0,0,1,6,-,0,12,9,0,3,19,有,77,154,154,3,2,21,0,35,0,29,0,35,0,29,0,18,0,18,15,2039,0,4,0,2058,7,56,0,0,0,63,4,1895,0,4,0,1903,・児童書で点字つきの資料については別途数えて管理していないため、計上できない
市合計,12850,1157,7643,30,13,0,4950,328,1705,3,386,360,332,142,4,29903,1443,3563,2582,65,220,443,8361,34,1376,644,1215,2009,622,57,14,73,0,14,6,14,35,19,25,18,39,18,7,117,46,16,2370,4867,3466,49,15,758,1,591,4,467,4,385,9,417,1,183,1,182,2057,31021,35,1378,1720,36211,190,6470,0,538,50,7248,1083,20238,0,391,15,21727,
瑞穂町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,20,20,-,-,-,-,4,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
日の出町,4,-,-,-,-,-,10,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,0,-,-,-,-,6,-,-,2,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,4,10,-,-,-,14,-,-,-,-,-,0,-,-,-,-,-,0,
奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,1,1,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
町村部合計,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,20,0,6,0,0,6,7,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,
大島町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
三宅村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
八丈町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,
青ヶ島村,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
神津島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
島嶼合計,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
合計,31576,1992,22431,1644,132,198,12942,3706,4725,102,824,929,967,507,836,83511,7354,6685,7747,106,319,841,23097,2860,2326,2909,1853,8148,2398,525,40,206,18,79,12,31,86,34,34,28,72,29,17,326,57,33,8287,18313,9540,135,28,1370,2,1209,13,815,15,847,24,816,2,475,3,431,9339,100867,64,11059,10129,131458,1721,18073,0,869,254,20917,4125,48610,0,1115,747,54597,
