自治体名,ホームページ,館名,電話番号,郵便番号,所在地,開館時間,休館日1,休館日2,座席数,備考
羽村市,https://www.hamura-library.tokyo.jp/,(川崎分室),042-554-7225,205-0021,川崎4-2-4,"火･金10AM～2PM
水･土1PM～5PM","･日曜日
･月曜日
･木曜日
･毎月15日(土･日･月曜日の
 場合は翌火曜日)
･祝日",,"0
(0)",
羽村市,https://www.hamura-library.tokyo.jp/,(富士見平分室),042-555-5301,205-0013,富士見平1-18,"火･金10AM～2PM
水･土1PM～5PM","･日曜日
･月曜日
･木曜日
･毎月15日(土･日･月曜日の
 場合は翌火曜日)
･祝日",,"0
(0)",
東久留米市,https://www.lib.city.higashikurume.lg.jp/,中央,042-475-4646,203-0054,中央町2-6-23,9AM～7PM,"･金曜日
･第3火曜日",,"111
(35)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ
東久留米市,https://www.lib.city.higashikurume.lg.jp/,滝山,042-471-7216,203-0033,滝山4-1-10,9AM～7PM,･金曜日,,"40
(56)",Ｃ・ＣＤ・W〇・多T・オ
東久留米市,https://www.lib.city.higashikurume.lg.jp/,ひばりが丘,042-463-3996,203-0022,ひばりが丘団地185,9AM～7PM,･金曜日,,"19
(35)",Ｃ・ＣＤ・W〇・多T・オ
東久留米市,https://www.lib.city.higashikurume.lg.jp/,東部,042-470-8022,203-0011,大門町2-10-5,9AM～7PM,･金曜日,,"14
(22)",Ｃ・ＣＤ・W〇・多T・オ
東村山市,https://www.lib.city.higashimurayama.tokyo.jp/,中央,042-394-2900,189-8501,本町1-1-10,"9:30AM～8PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)
･第4火曜日(祝日及び7･8･
 12月は開館)",,"121
(15)",障・W〇・多T・乳・オ
東村山市,https://www.lib.city.higashimurayama.tokyo.jp/,秋津,042-391-0930,189-0001,秋津町2-17-10,"9:30AM～5PM
(水･金曜日は～7PM
但し祝日は～5PM)","･月曜日
･第4火曜日
 (祝日及び7･8･12月は開
 館)",,"69
(17)",障・ＣＤ・多T・乳・オ
東村山市,https://www.lib.city.higashimurayama.tokyo.jp/,萩山,042-393-3172,189-0012,萩山町2-13-1,"9:30AM～5PM
(木曜日は～7PM
但し祝日は～5PM)","･月曜日
･第4火曜日
 (祝日及び7･8･12月は開
 館)",,"65
(28)",障・ＣＤ・多T・乳・オ
東村山市,https://www.lib.city.higashimurayama.tokyo.jp/,富士見,042-395-7241,189-0024,富士見町1-7-35,"9:30AM～5PM
(木曜日は～7PM
但し祝日は～5PM)","･月曜日
･第4火曜日
 (祝日及び7･8･12月は開
 館)",,"9
(21)",障資･障・多T・乳・オ
東村山市,https://www.lib.city.higashimurayama.tokyo.jp/,廻田,042-392-2334,189-0025,廻田町4-19-1,"9:30AM～5PM
(木曜日は～7PM
但し祝日は～5PM)","･月曜日
･第4火曜日
 (祝日及び7･8･12月は開
 館)",,"59
(13)",障・ＣＤ・多T・乳・オ
東大和市,https://www.lib.higashiyamato.tokyo.jp/,中央,042-564-2454,207-0015,中央3-930,10AM～5PM(水～金曜日は～7PM),"･火曜日
･第3木曜日
･祝日
 (土･日曜日の場合は開館)",,"50
(70)",障資･障・ＣＤ・多T・乳・オ
東大和市,https://www.lib.higashiyamato.tokyo.jp/,清原,042-564-2944,207-0011,清原4-1 清原市民ｾﾝﾀｰ内,10AM～5PM,"･月･火曜日
･第3木曜日
･祝日
 (土･日曜日の場合は開館)",,"16
(27)",多T・乳・オ
東大和市,https://www.lib.higashiyamato.tokyo.jp/,桜が丘,042-567-2231,207-0022,桜が丘3-44-13 桜が丘市民ｾﾝﾀｰ内,10AM～5PM,"･火曜日
･第3木曜日
･祝日
 (土･日曜日の場合は開館)",,"13
(10)",多T・乳・オ
日野市,https://www.lib.city.hino.lg.jp/,中央,042-586-0584,191-0053,豊田2-49,10AM～7PM(土･日曜日､祝日は～5PM),"･月曜日
 (祝日の場合は開館)",,"62
(30)",Ｃ・障資･障・W◎・多T・乳・オ
日野市,https://www.lib.city.hino.lg.jp/,市政図書室,"042-514-8840
",191-8686,神明1-12-1,8:30AM～5:15PM,"･日曜日
･祝日",,"6
(4)",Ｃ・多T・乳・オ
日野市,https://www.lib.city.hino.lg.jp/,高幡,042-591-7322,191-0032,三沢4-1-12,"10AM～7PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)",,"53
(54)",Ｃ・障・W◎・多T
日野市,https://www.lib.city.hino.lg.jp/,多摩平,042-583-2561,191-0062,多摩平2-9,"10AM～7PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)",,"34
(19)",Ｃ・障・ＣＤ・W◎・多T・乳・オ
日野市,https://www.lib.city.hino.lg.jp/,日野,042-584-0467,191-0011,日野本町7-5-14,"10AM～7PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)",,"17
(21)",Ｃ・障・W◎・多T・オ
日野市,https://www.lib.city.hino.lg.jp/,平山,042-591-7772,191-0043,平山5-18-2,"10AM～7PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)",,"16
(16)",Ｃ・W◎・多T・乳・オ
日野市,https://www.lib.city.hino.lg.jp/,百草,042-594-4646,191-0033,百草204-1,"10AM～7PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は開館)",,"44
(11)",Ｃ・障・ＣＤ・W◎・多T
府中市,https://library.city.fuchu.tokyo.jp/,中央,042-362-8647,183-0055,府中町2-24 ﾙﾐｴｰﾙ府中3･4･5階,9AM～10PM,"･第1火曜日(祝日･振替休日
 の場合は直後の平日)
･第3月曜日とその翌日(祝
 日･振替休日の場合は直後
 の平日)",,"368
(87)",Ｃ・障・障資・ＣＤ・W〇・多T・乳・オ
,,令和4年10月から令和5年2月まで、新事業者運営準備のため休館し、ﾘﾆｭｰｱﾙ開館予定,,,,,,,,
府中市,https://library.city.fuchu.tokyo.jp/,押立,042-483-4122,183-0012,押立町5-4,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"8
(12)",障・障資・W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,片町,042-368-7117,183-0021,片町2-17,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"8
(21)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,是政,042-360-2882,183-0014,是政2-20,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"36
(13)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,生涯学習ｾﾝﾀｰ,042-336-5702,183-0001,浅間町1-7,9AM～7PM(土･日曜日､祝日は～5PM),"･第1月曜日とその翌日(祝
 日･振替休日の場合は直後
 の平日)
･第3水曜日とその翌日(祝
 日･振替休日の場合は直後
 の平日)",,"73
(32)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,白糸台,042-360-3443,183-0011,白糸台1-60,9AM～5PM,"･第1･3月曜日
･祝日(第１･3月曜日の場合
 は翌火曜日も)",,"14
(13)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,新町,042-360-6336,183-0052,新町1-66,9AM～5PM,"･第1･3月曜日
･祝日(第１･3月曜日の場合
 は翌火曜日も)",,"25
(5)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,住吉,042-360-5775,183-0034,住吉町1-61,9AM～5PM,"･第1･3月曜日
･祝日(第１･3月曜日の場合
 は翌火曜日も)",,"22
(7)",障資・W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,西府,042-360-8998,183-0031,西府町1-60,9AM～5PM,"･第1･3月曜日
･祝日(第１･3月曜日の場合
 は翌火曜日も)",,"18
(14)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,宮町,042-364-3613,183-0023,宮町3-1,9AM～5PM,"･月曜日(祝日・振替休日の
 場合は直後の平日)
･5/3～5/5",,"14
(21)",障・障資・多T・オ
府中市,https://library.city.fuchu.tokyo.jp/,武蔵台,042-576-6390,183-0042,武蔵台2-2,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"28
(7)",W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,紅葉丘,042-360-7227,183-0004,紅葉丘2-1,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"16
(18)",障資・W〇・多T・乳・オ
府中市,https://library.city.fuchu.tokyo.jp/,四谷,042-360-3663,183-0035,四谷2-75,9AM～5PM,"･第1･3月曜日
･祝日(第1･3月曜日の場合
 は翌火曜日も)",,"16
(14)",W〇・多T・オ
府中市,https://library.city.fuchu.tokyo.jp/,令和4年12月から令和5年1月まで、図書館ｼｽﾃﾑ改修のため、地区図書館(全12館)休館予定,,,,,,,,
福生市,https://www.lib.fussa.tokyo.jp/,中央,042-553-3111,197-0003,熊川850-1,"10AM～5PM
(祝日を除く火～金
曜日は～8PM)","･月曜日
 (祝日の場合は直後の休日
 でない日)",,"60
(33)",障資･障・ＣＤ・W〇・多T・オ
福生市,https://www.lib.fussa.tokyo.jp/,武蔵野台,042-553-8881,197-0013,武蔵野台1-12-2,"10AM～5PM
(祝日を除く木･金
曜日は～8PM)","･月曜日
 (祝日の場合は直後の休日
 でない日)",,"20
(20)",多T・乳・オ
福生市,https://www.lib.fussa.tokyo.jp/,わかぎり,042-552-7421,197-0011,福生1280-1,10AM～5PM,"･月曜日
 (祝日の場合は直後の休日
 でない日)",,"18
(16)",ＣＤ・多T・乳・オ
福生市,https://www.lib.fussa.tokyo.jp/,わかたけ,042-551-0083,197-0003,熊川199-1,10AM～5PM,"･月曜日
 (祝日の場合は直後の休日
 でない日)",,"18
(20)",ＣＤ・多T・乳・オ
町田市,https://www.library.city.machida.tokyo.jp/,中央,042-728-8220,194-0013,原町田3-2-9,"10AM～5PM(木･土･日曜日､祝日)　　　　
10AM～8PM(火･水･金曜日)　　　　　
※鶴川駅前図書館のｾﾙﾌ予約受取ｺｰﾅｰは､木(第2木曜日を除く)･土･日曜日､祝日の閉館後5PM～8PMに､予約資料受取可能　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"164
(159)",障資･障・ＣＤ・W●・多T・乳・オ
町田市,https://www.library.city.machida.tokyo.jp/,鶴川駅前,042-737-0263,195-0053,"能ヶ谷1-2-1
和光大学ﾎﾟﾌﾟﾘﾎｰﾙ鶴川2階","10AM～5PM(木･土･日曜日､祝日)　　　　
10AM～8PM(火･水･金曜日)　　　　　
※鶴川駅前図書館のｾﾙﾌ予約受取ｺｰﾅｰは､木(第2木曜日を除く)･土･日曜日､祝日の閉館後5PM～8PMに､予約資料受取可能　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"50
(80)",障・W●・多T・オ
町田市,https://www.library.city.machida.tokyo.jp/,金森,042-710-1717,194-0015,金森東3-5-1,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"13
(63)",障
町田市,https://www.library.city.machida.tokyo.jp/,木曽山崎,042-793-6767,195-0074,山崎町2160,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"2
(21)",障・多T
町田市,https://www.library.city.machida.tokyo.jp/,堺,042-774-2131,194-0211,相原町795-1,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"12
(12)",障
町田市,https://www.library.city.machida.tokyo.jp/,さるびあ,042-722-3768,194-0021,中町2-13-23,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"110
(39)",障・W●・多T・オ
町田市,https://www.library.city.machida.tokyo.jp/,忠生,042-792-3450,194-0035,忠生3-14-2,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"50
(40)",障・多T・乳・オ
町田市,https://www.library.city.machida.tokyo.jp/,鶴川,042-735-5691,195-0061,鶴川6-7-2-1-101,"10AM～5PM(木･土･日曜日､祝日)　　　　　　　
10AM～6PM(火･水･金曜日)　　　　　
※忠生図書館のｾﾙﾌ予約受取ｺｰﾅｰは､月･第2木曜日の休館日を除き､10AM～8PMに､予約資料の受取可能","･月曜日
 (祝日の場合は開館)
･第2木曜日
 (祝日の場合は開館し翌
 日)",,"0
(27)",障・W●
三鷹市,https://www.library.mitaka.tokyo.jp,三鷹,0422-43-9151,181-0012,上連雀8-3-3,9:30AM～8PM(土･日曜日､祝日は～5PM),"･月曜日
･第3水曜日",,"175
(17)",Ｃ・障資･障・W〇・多T・乳・オ
三鷹市,https://www.library.mitaka.tokyo.jp,三鷹駅前,0422-71-0035,181-0013,下連雀3-13-10,10AM～8PM(土･日曜日､祝日は～5PM),"･月曜日
･第3水曜日",,"26
(28)",Ｃ・障・ＣＤ・W〇・多T・オ
三鷹市,https://www.library.mitaka.tokyo.jp,東部,0422-49-3851,181-0002,牟礼5-8-16,9:30AM～5PM,"･月曜日
･第3水曜日",,"35
(0)",Ｃ・W〇・多T・オ
三鷹市,https://www.library.mitaka.tokyo.jp,西部,0422-33-1311,181-0015,大沢2-6-47,9:30AM～5PM,"･月曜日
･第3水曜日",,"25
(33)",Ｃ・障・W〇・多T・オ
三鷹市,https://www.library.mitaka.tokyo.jp,南部,0422-76-5571,181-0004,新川5-14-16,9:30AM～5PM,"･月曜日
･第3水曜日",,"69
(34)",Ｃ・障・W〇・多T・乳・オ
武蔵野市,https://www.library.musashino.tokyo.jp/,中央,0422-51-5145,180-0001,吉祥寺北町4-8-3,9:30AM～8PM(土･日曜日､祝日は～5PM),"･金曜日
･第1水曜日",,162         (101),Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ
武蔵野市,https://www.library.musashino.tokyo.jp/,吉祥寺,0422-20-1011,180-0004,吉祥寺本町1-21-13,9:30AM～8PM,"･水曜日
 (祝日の場合は開館し翌日)",,"147
(28)",C・W〇・多T・乳・オ
武蔵野市,https://www.library.musashino.tokyo.jp/,ひと･まち･情報　創造館　武蔵野ﾌﾟﾚｲｽ,0422-30-1900,180-0023,境南町2-3-18,9:30AM～10PM,"･水曜日
 (祝日の場合は開館し翌日)",,"244
(126)",C・W〇・多T・乳・オ
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,雷塚,042-564-1284,208-0011,学園4-4,"10AM～5PM
(木曜日は～7PM､7･8月は9AM～)","･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"24
(14)",C
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,大南地区,042-562-3243,208-0013,大南5-1-69,10AM～5PM,"･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"31
(0)",C
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,残堀･伊奈平地区,042-560-0171,208-0034,残堀1-60-3,10AM～5PM,"･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"24
(21)",C・ＣＤ
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,中久保,042-569-1501,208-0004,本町2-77-1,10AM～5PM,"･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"10
(6)",C・オ
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,中藤地区,042-565-0112,208-0001,中藤3-16,10AM～5PM,"･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"18
(6)",C・障・ＣＤ
武蔵村山市,https://www.library.musashimurayama.tokyo.jp/,三ツ木地区,042-560-3301,208-0032,三ツ木2-39-2,10AM～5PM,"･第1月曜日
･第3水曜日(祝日の場合は開
 館し翌日)",,"24
(5)",C
