項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
2,3,0,0,0,社会保険料,76565,-,92298,-,76552,-,94488,-,99549,-,66926,-,61045,-,74827,-,65538,-
2,4,0,0,0,公的年金保険料,46511,-,56784,-,51796,-,57531,-,59323,-,40242,-,41440,-,45945,-,37330,-
2,4,0,0,0,健康保険料,24167,-,28829,-,23030,-,29476,-,31549,-,21301,-,18270,-,23060,-,21612,-
2,4,0,0,0,介護保険料,4374,-,4795,-,337,-,5576,-,6500,-,4100,-,103,-,4380,-,5364,-
2,4,0,0,0,他の社会保険料,1514,-,1891,-,1389,-,1905,-,2177,-,1283,-,1233,-,1441,-,1231,-
2,3,0,0,0,その他,28,-,45,-,41,-,74,-,17,-,18,-,18,-,0,-,26,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),768437,-,974159,-,951795,-,950730,-,1009869,-,645987,-,609811,-,754500,-,612461,-
2,2,0,0,0,預貯金,580119,-,667201,-,635091,-,645412,-,707644,-,528549,-,492804,-,632813,-,495996,-
2,2,0,0,0,保険料,25300,-,34108,-,26652,-,32201,-,40169,-,20051,-,19161,-,18611,-,21096,-
2,3,0,0,0,個人・企業年金保険料,5399,-,6608,-,5595,-,5499,-,8077,-,4683,-,4062,-,5020,-,4757,-
2,3,0,0,0,他の保険料,19901,-,27500,-,21057,-,26703,-,32092,-,15369,-,15100,-,13591,-,16339,-
2,2,0,0,0,有価証券購入,4265,-,4924,-,11020,-,3504,-,3213,-,3862,-,6541,-,4724,-,2564,-
2,2,0,0,0,土地家屋借金返済,47766,-,127641,-,121898,-,127698,-,130359,-,-,-,-,-,-,-,-,-
2,2,0,0,0,他の借金返済,1889,-,2099,-,2420,-,2166,-,1765,-,1769,-,1834,-,1453,-,1870,-
2,2,0,0,0,クレジット購入借入金返済,108334,-,137721,-,153967,-,139580,-,126152,-,90811,-,88222,-,96053,-,90036,-
2,2,0,0,0,実支出以外の支払のその他,765,-,465,-,749,-,170,-,567,-,946,-,1249,-,846,-,898,-
2,1,0,0,0,繰越金,303637,-,321879,-,205703,-,519739,-,207018,-,295240,-,535164,-,398817,-,164830,-
3,0,0,0,0,可処分所得,583422,-,680698,-,662635,-,671890,-,701395,-,526283,-,536142,-,627430,-,479416,-
3,0,0,0,0,黒字,226299,-,307617,-,350398,-,297614,-,297465,-,178805,-,217584,-,281184,-,120848,-
3,1,0,0,0,金融資産純増,193292,-,210259,-,248468,-,198113,-,205554,-,184141,-,235231,-,170392,-,169590,-
3,3,0,0,0,貯蓄純増,190636,-,205800,-,239916,-,194610,-,202340,-,182538,-,233415,-,170891,-,167026,-
3,4,0,0,0,預貯金純増,172869,-,176810,-,214716,-,165761,-,171341,-,171399,-,214254,-,153221,-,161313,-
3,4,0,0,0,保険純増,17767,-,28990,-,25200,-,28848,-,30999,-,11138,-,19161,-,17670,-,5713,-
3,3,0,0,0,有価証券純購入,2656,-,4459,-,8552,-,3504,-,3213,-,1603,-,1816,-,-499,-,2564,-
3,1,0,0,0,土地家屋借金純減,44524,-,127641,-,121898,-,127698,-,130359,-,-4792,-,-,-,-19610,-,-,-
3,1,0,0,0,他の借金純減,1192,-,766,-,2420,-,2166,-,-1494,-,1493,-,1834,-,1374,-,1414,-
3,1,0,0,0,クレジット購入借入金純減,-21422,-,-11886,-,103,-,-16820,-,-15519,-,-27276,-,-26775,-,-33537,-,-24435,-
3,1,0,0,0,土地家屋純増,33501,-,12914,-,-,-,31607,-,-,-,45633,-,16925,-,177936,-,-,-
3,1,0,0,0,その他の純増,237,-,115,-,-281,-,-35,-,477,-,320,-,622,-,751,-,27,-
3,1,0,0,0,繰越純増,-25025,-,-32193,-,-22210,-,-45115,-,-21912,-,-20715,-,-10253,-,-16123,-,-25747,-
,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,,,,,,
第２４表　住宅ローン返済の有無別・世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,,,
