項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
3,1,0,0,0,土地家屋借金純減,44524,-,14125,-,17045,-,45512,-,53383,-,57104,-,29911,-,92988,-
3,1,0,0,0,他の借金純減,1192,-,-503,-,2282,-,1426,-,1328,-,1489,-,1518,-,1034,-
3,1,0,0,0,クレジット購入借入金純減,-21422,-,-29505,-,-15444,-,-6801,-,-22457,-,-30314,-,-35992,-,-16834,-
3,1,0,0,0,土地家屋純増,33501,-,-,-,-,-,-,-,4363,-,26658,-,230256,-,37710,-
3,1,0,0,0,その他の純増,237,-,493,-,471,-,496,-,-210,-,880,-,-27,-,-929,-
3,1,0,0,0,繰越純増,-25025,-,-21517,-,-10460,-,-19139,-,-33486,-,-17911,-,-34687,-,-43025,-
,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,,,,
第１６表　定期収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,,,,
